Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Август, 2019, тыс. рублей;Июль, 2019, тыс. рублей;Изменение, тыс. рублей;Изменение, %
22;0;БМ-Банк;2748;Москва и обл.;512 262 351,00;516 692 720,00;-4 430 369,00;-0,86
23;0;Тинькофф Банк;2673;Москва и обл.;492 809 860,00;484 199 494,00;8 610 366,00;1,78
24;1;Почта Банк;650;Москва и обл.;462 283 556,00;458 439 249,00;3 844 307,00;0,84
25;-1;СМП Банк;3368;Москва и обл.;450 812 025,00;464 127 921,00;-13 315 896,00;-2,87
26;0;Новикомбанк;2546;Москва и обл.;445 100 868,00;445 506 696,00;-405 828,00;-0,09
27;6;Московский Индустриальный Банк;912;Москва и обл.;421 822 644,00;285 301 167,00;136 521 477,00;47,85
28;0;Русский Стандарт;2289;Москва и обл.;338 167 385,00;337 140 424,00;1 026 961,00;0,30
29;0;Пересвет;2110;Москва и обл.;330 520 127,00;330 524 269,00;-4 142,00;-0,00
30;0;Связь-Банк;1470;Москва и обл.;313 119 523,00;316 884 745,00;-3 765 222,00;-1,19
31;0;Банк ДОМ.РФ;2312;Москва и обл.;306 673 851,00;304 015 319,00;2 658 532,00;0,87
32;0;Возрождение;1439;Москва и обл.;285 141 546,00;289 843 517,00;-4 701 971,00;-1,62
33;2;Восточный Банк;1460;Амурская обл.;266 737 463,00;272 746 594,00;-6 009 131,00;-2,20
34;3;Хоум Кредит Банк;316;Москва и обл.;264 689 843,00;261 481 052,00;3 208 791,00;1,23
35;-1;Абсолют Банк;2306;Москва и обл.;263 068 303,00;274 556 751,00;-11 488 448,00;-4,18
36;0;Сургутнефтегазбанк;588;Ханты-Мансийский АО — Югра;260 461 861,00;263 578 616,00;-3 116 755,00;-1,18
37;1;Уральский Банк Реконструкции и Развития;429;Свердловская обл.;244 631 783,00;247 859 548,00;-3 227 765,00;-1,30
38;-11;ИНГ Банк;2495;Москва и обл.;233 957 662,00;345 510 846,00;-111 553 184,00;-32,29
39;0;Банк Зенит;3255;Москва и обл.;220 545 259,00;212 494 448,00;8 050 811,00;3,79
40;7;Национальный Расчетный Депозитарий;3294;Москва и обл.;204 593 347,00;153 907 679,00;50 685 668,00;32,93
41;-1;Инвестторгбанк;2763;Москва и обл.;201 925 142,00;202 286 078,00;-360 936,00;-0,18
42;-1;РНКБ;1354;Симферополь;196 263 469,00;190 964 513,00;5 298 956,00;2,77
43;0;МТС Банк;2268;Москва и обл.;186 696 813,00;179 273 459,00;7 423 354,00;4,14
44;-2;Ренессанс Кредит;3354;Москва и обл.;181 400 213,00;179 999 468,00;1 400 745,00;0,78
45;-1;Экспресс-Волга;3085;Костромская обл.;174 590 960,00;177 205 260,00;-2 614 300,00;-1,48
46;-1;ОТП Банк;2766;Москва и обл.;170 074 664,00;175 347 836,00;-5 273 172,00;-3,01
47;-1;Кредит Европа Банк;3311;Москва и обл.;156 993 730,00;156 923 579,00;70 151,00;0,04
48;4;Росэксимбанк;2790;Москва и обл.;153 137 140,00;135 726 418,00;17 410 722,00;12,83
49;-1;Транскапиталбанк;2210;Москва и обл.;151 548 010,00;151 482 826,00;65 184,00;0,04
50;-1;Русфинанс Банк;1792;Самарская обл.;150 842 544,00;148 013 873,00;2 828 671,00;1,91
51;-1;Сетелем Банк;2168;Москва и обл.;146 882 826,00;143 715 799,00;3 167 027,00;2,20
52;-1;Запсибкомбанк;918;Тюменская обл.;135 994 442,00;137 252 935,00;-1 258 493,00;-0,92
53;1;МСП Банк;3340;Москва и обл.;129 184 863,00;129 551 036,00;-366 173,00;-0,28
54;-1;Авангард;2879;Москва и обл.;128 874 072,00;131 587 284,00;-2 713 212,00;-2,06
55;1;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;128 171 489,00;125 304 886,00;2 866 603,00;2,29
56;-1;Роскосмосбанк;2989;Москва и обл.;127 454 596,00;126 702 146,00;752 450,00;0,59
57;1;Банк Финсервис;3388;Москва и обл.;123 372 132,00;122 927 115,00;445 017,00;0,36
58;-1;ЦентроКредит;121;Москва и обл.;121 410 601,00;124 395 577,00;-2 984 976,00;-2,40
59;1;Центр-инвест;2225;Ростовская обл.;120 201 907,00;115 294 241,00;4 907 666,00;4,26
60;1;ВУЗ-Банк;1557;Свердловская обл.;110 064 022,00;107 458 560,00;2 605 462,00;2,42
61;8;Нордеа Банк;3016;Москва и обл.;107 056 743,00;96 983 735,00;10 073 008,00;10,39
62;0;РН Банк;170;Москва и обл.;105 631 323,00;105 871 263,00;-239 940,00;-0,23
63;1;Таврический Банк;2304;Санкт-Петербург и обл.;105 515 228,00;104 152 123,00;1 363 105,00;1,31
64;-5;Локо-Банк;2707;Москва и обл.;105 196 491,00;119 702 179,00;-14 505 688,00;-12,12
65;0;Кубань Кредит;2518;Краснодарский край;104 966 448,00;101 466 870,00;3 499 578,00;3,45
66;2;Союз;2307;Москва и обл.;104 330 208,00;98 202 308,00;6 127 900,00;6,24
67;-1;Аверс;415;Татарстан;101 751 490,00;99 336 406,00;2 415 084,00;2,43
68;3;Металлинвестбанк;2440;Москва и обл.;97 555 985,00;89 787 752,00;7 768 233,00;8,65
69;-6;СКБ-Банк;705;Свердловская обл.;94 386 534,00;105 512 073,00;-11 125 539,00;-10,54
70;2;Дойче Банк;3328;Москва и обл.;91 509 917,00;81 314 315,00;10 195 602,00;12,54
71;-4;Балтинвестбанк;3176;Санкт-Петербург и обл.;84 255 216,00;99 176 955,00;-14 921 739,00;-15,05
72;-2;Экспобанк;2998;Москва и обл.;82 046 010,00;92 731 065,00;-10 685 055,00;-11,52
73;1;Мидзухо Банк;3337;Москва и обл.;79 275 527,00;78 858 604,00;416 923,00;0,53
74;2;Тойота Банк;3470;Москва и обл.;77 404 923,00;74 145 750,00;3 259 173,00;4,40
75;-2;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;75 828 157,00;80 764 497,00;-4 936 340,00;-6,11
76;-1;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;74 740 165,00;77 167 492,00;-2 427 327,00;-3,15
77;1;БКС Банк;101;Москва и обл.;70 891 653,00;70 366 428,00;525 225,00;0,75
78;1;Эм-Ю-Эф-Джи Банк (Евразия);3465;Москва и обл.;69 967 821,00;66 163 946,00;3 803 875,00;5,75
79;-2;РГС Банк;3073;Москва и обл.;64 902 689,00;73 200 606,00;-8 297 917,00;-11,34
80;2;Примсоцбанк;2733;Приморский край;64 760 737,00;63 352 547,00;1 408 190,00;2,22
81;5;АйСиБиСи Банк;3475;Москва и обл.;64 684 809,00;61 303 907,00;3 380 902,00;5,51
82;-1;Тимер Банк;1581;Москва и обл.;63 707 333,00;63 608 902,00;98 431,00;0,15
83;-3;Банк Интеза;2216;Москва и обл.;63 543 958,00;64 219 547,00;-675 589,00;-1,05
84;-1;Левобережный;1343;Новосибирская обл.;62 814 300,00;63 249 871,00;-435 571,00;-0,69
85;0;СДМ-Банк;1637;Москва и обл.;62 577 409,00;62 940 236,00;-362 827,00;-0,58
86;4;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;61 855 300,00;57 224 564,00;4 630 736,00;8,09
87;1;Крайинвестбанк;3360;Краснодарский край;60 402 085,00;60 237 830,00;164 255,00;0,27
88;-4;Севергазбанк;2816;Вологодская обл.;57 594 246,00;63 004 539,00;-5 410 293,00;-8,59
89;5;Энерготрансбанк;1307;Калининградская обл.;57 340 541,00;53 631 842,00;3 708 699,00;6,92
90;2;БНП Париба Банк;3407;Москва и обл.;55 478 716,00;54 913 982,00;564 734,00;1,03
91;0;ББР Банк;2929;Москва и обл.;55 359 443,00;55 208 336,00;151 107,00;0,27
92;1;Челиндбанк;485;Челябинская обл.;54 642 698,00;54 136 959,00;505 739,00;0,93
93;2;Челябинвестбанк;493;Челябинская обл.;54 565 950,00;53 486 358,00;1 079 592,00;2,02
94;-7;Мир Бизнес Банк;3396;Москва и обл.;54 533 908,00;60 496 486,00;-5 962 578,00;-9,86
95;2;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;54 249 849,00;48 593 952,00;5 655 897,00;11,64
96;9;СЭБ Банк;3235;Санкт-Петербург и обл.;53 289 500,00;43 932 467,00;9 357 033,00;21,30
97;2;Генбанк;2490;Симферополь;50 566 883,00;48 582 817,00;1 984 066,00;4,08
98;-2;Фора-Банк;1885;Москва и обл.;50 171 073,00;50 362 807,00;-191 734,00;-0,38
99;-1;Газэнергобанк;3252;Калужская обл.;48 834 846,00;48 587 285,00;247 561,00;0,51
100;-11;Коммерцбанк (Евразия);3333;Москва и обл.;48 505 087,00;59 636 834,00;-11 131 747,00;-18,67
101;9;Аресбанк;2914;Москва и обл.;48 291 358,00;41 226 604,00;7 064 754,00;17,14
102;-2;Киви Банк;2241;Москва и обл.;46 541 929,00;47 635 494,00;-1 093 565,00;-2,30
103;-1;Саровбизнесбанк;2048;Нижегородская обл.;45 665 647,00;45 451 262,00;214 385,00;0,47
104;2;Объединенный Капитал;2611;Санкт-Петербург и обл.;42 710 035,00;43 258 642,00;-548 607,00;-1,27
105;6;Солидарность;554;Самарская обл.;41 866 691,00;40 195 415,00;1 671 276,00;4,16
106;-2;Фольксваген Банк Рус;3500;Москва и обл.;40 612 335,00;44 095 349,00;-3 483 014,00;-7,90
107;0;Дж. П. Морган Банк;2629;Москва и обл.;40 245 928,00;43 138 094,00;-2 892 166,00;-6,70
108;5;БыстроБанк;1745;Удмуртия;39 734 111,00;39 463 260,00;270 851,00;0,69
109;3;БМВ Банк;3482;Москва и обл.;39 641 776,00;39 962 481,00;-320 705,00;-0,80
110;-2;Платежный Центр;3166;Новосибирская обл.;39 632 312,00;42 764 607,00;-3 132 295,00;-7,32
111;3;Интерпрогрессбанк;600;Москва и обл.;37 175 199,00;38 414 276,00;-1 239 077,00;-3,23
112;-3;Международный Финансовый Клуб;2618;Москва и обл.;37 144 784,00;41 745 452,00;-4 600 668,00;-11,02
113;2;Кольцо Урала;65;Свердловская обл.;37 087 882,00;37 971 609,00;-883 727,00;-2,33
114;2;Дальневосточный Банк;843;Приморский край;36 716 810,00;35 837 076,00;879 734,00;2,45
115;-12;Бэнк оф Чайна;2309;Москва и обл.;34 165 046,00;45 174 056,00;-11 009 010,00;-24,37
116;24;ЦМРБанк;3531;Москва и обл.;34 075 391,00;21 038 793,00;13 036 598,00;61,96
117;1;Приморье;3001;Приморский край;33 393 786,00;33 765 799,00;-372 013,00;-1,10
118;-1;Кредит Урал Банк;2584;Челябинская обл.;32 773 401,00;33 923 716,00;-1 150 315,00;-3,39
119;6;Девон-Кредит;1972;Татарстан;31 784 257,00;30 397 582,00;1 386 675,00;4,56
120;-1;Национальный Стандарт;3421;Москва и обл.;31 669 801,00;33 132 473,00;-1 462 672,00;-4,41
121;-1;НС Банк;3124;Москва и обл.;31 346 392,00;31 791 881,00;-445 489,00;-1,40
122;0;Алмазэргиэнбанк;2602;Саха (Якутия);30 322 826,00;31 528 406,00;-1 205 580,00;-3,82
123;1;Квантмобайл Банк;1189;Москва и обл.;29 972 000,00;31 306 296,00;-1 334 296,00;-4,26
124;-1;Интерпромбанк;3266;Москва и обл.;29 695 036,00;31 404 342,00;-1 709 306,00;-5,44
125;2;МС Банк Рус;2789;Москва и обл.;27 519 354,00;27 207 574,00;311 780,00;1,15
126;4;Держава;2738;Москва и обл.;27 516 008,00;25 696 650,00;1 819 358,00;7,08
127;1;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;26 852 189,00;26 769 060,00;83 129,00;0,31
128;-7;Натиксис Банк;3390;Москва и обл.;25 985 270,00;31 573 582,00;-5 588 312,00;-17,70
129;0;Урал ФД;249;Пермская обл.;25 859 460,00;26 350 946,00;-491 486,00;-1,87
130;1;Курскпромбанк;735;Курская обл.;25 849 358,00;25 515 708,00;333 650,00;1,31
131;1;Ланта-Банк;1920;Москва и обл.;24 923 290,00;25 103 952,00;-180 662,00;-0,72
132;-6;Чайна Констракшн;3515;Москва и обл.;24 631 655,00;28 369 851,00;-3 738 196,00;-13,18
133;-32;Банк Кредит Свисс;2494;Москва и обл.;24 523 757,00;46 522 835,00;-21 999 078,00;-47,29
134;0;Мерседес-Бенц Банк Рус;3473;Москва и обл.;24 468 986,00;24 175 160,00;293 826,00;1,22
135;-2;Акибанк;2587;Татарстан;24 336 458,00;24 764 921,00;-428 463,00;-1,73
136;1;Экономбанк;1319;Саратовская обл.;24 295 603,00;23 449 412,00;846 191,00;3,61
137;-2;Хлынов;254;Кировская обл.;24 188 725,00;24 115 253,00;73 472,00;0,30
138;52;Голдман Сакс Банк;3490;Москва и обл.;23 930 863,00;11 017 908,00;12 912 955,00;117,20
139;-3;Энергобанк;67;Татарстан;23 838 646,00;23 919 785,00;-81 139,00;-0,34
140;-1;НБД-Банк;1966;Нижегородская обл.;21 237 722,00;21 142 917,00;94 805,00;0,45
141;0;Банк Акцепт;567;Новосибирская обл.;20 611 109,00;20 938 051,00;-326 942,00;-1,56
142;5;Ури Банк;3479;Москва и обл.;20 321 526,00;19 322 599,00;998 927,00;5,17
143;-1;Москоммерцбанк;3365;Москва и обл.;20 305 210,00;20 862 967,00;-557 757,00;-2,67
144;6;Тольяттихимбанк;2507;Самарская обл.;20 003 786,00;18 871 734,00;1 132 052,00;6,00
145;-2;Джей энд Ти Банк;3061;Москва и обл.;19 924 056,00;20 142 423,00;-218 367,00;-1,08
146;0;Агропромкредит;2880;Москва и обл.;19 868 964,00;19 336 823,00;532 141,00;2,75
147;-2;Пойдем!;2534;Москва и обл.;19 839 065,00;19 561 612,00;277 453,00;1,42
148;-4;Денизбанк Москва;3330;Москва и обл.;19 508 310,00;20 037 823,00;-529 513,00;-2,64
149;-1;Татсоцбанк;480;Татарстан;19 049 336,00;18 970 866,00;78 470,00;0,41
150;-1;Александровский;53;Санкт-Петербург и обл.;18 408 735,00;18 893 920,00;-485 185,00;-2,57
151;0;Липецккомбанк;1242;Липецкая обл.;18 172 906,00;18 295 250,00;-122 344,00;-0,67
152;3;Кошелев-Банк;3300;Самарская обл.;17 994 329,00;17 651 029,00;343 300,00;1,94
153;0;Московское Ипотечное Агентство;3344;Москва и обл.;17 455 000,00;18 186 774,00;-731 774,00;-4,02
154;-2;Инбанк;1829;Москва и обл.;17 140 810,00;18 202 124,00;-1 061 314,00;-5,83
155;1;Алеф-Банк;2119;Москва и обл.;17 098 607,00;17 015 408,00;83 199,00;0,49
156;5;Модульбанк;1927;Костромская обл.;16 591 552,00;16 111 454,00;480 098,00;2,98
157;0;Данске Банк;3307;Санкт-Петербург и обл.;16 550 850,00;16 968 759,00;-417 909,00;-2,46
158;2;Прио-Внешторгбанк;212;Рязанская обл.;16 374 645,00;16 165 637,00;209 008,00;1,29
159;0;Развитие-Столица;3013;Москва и обл.;16 026 798,00;16 178 604,00;-151 806,00;-0,94
160;-6;Национальная Факторинговая Компания;3437;Москва и обл.;15 807 197,00;18 066 489,00;-2 259 292,00;-12,51
161;4;Норвик Банк;902;Кировская обл.;15 591 619,00;15 095 870,00;495 749,00;3,28
162;0;РосДорБанк;1573;Москва и обл.;15 552 781,00;15 148 020,00;404 761,00;2,67
163;0;Морской Банк;77;Москва и обл.;15 445 353,00;15 132 058,00;313 295,00;2,07
164;-6;Ишбанк;2867;Москва и обл.;15 205 882,00;16 253 367,00;-1 047 485,00;-6,44
165;1;Форштадт;2208;Оренбургская обл.;15 033 862,00;15 064 660,00;-30 798,00;-0,20
166;2;Гарант-Инвест;2576;Москва и обл.;14 534 722,00;14 625 517,00;-90 795,00;-0,62
167;0;Собинбанк;1317;Москва и обл.;14 425 011,00;14 788 765,00;-363 754,00;-2,46
168;2;Национальный Резервный Банк;2170;Москва и обл.;14 206 942,00;14 300 833,00;-93 891,00;-0,66
169;2;Финанс Бизнес Банк;520;Москва и обл.;14 050 620,00;14 108 640,00;-58 020,00;-0,41
170;-1;Консервативный Коммерческий Банк;1087;Астраханская обл.;13 723 576,00;14 454 528,00;-730 952,00;-5,06
171;1;Банк Казани;708;Татарстан;13 661 441,00;13 912 402,00;-250 961,00;-1,80
172;12;Руснарбанк;3403;Москва и обл.;13 171 856,00;11 726 098,00;1 445 758,00;12,33
173;0;НК Банк;2755;Москва и обл.;12 821 261,00;13 867 561,00;-1 046 300,00;-7,54
174;2;КС Банк;1752;Мордовия;12 706 037,00;12 521 882,00;184 155,00;1,47
175;3;Нижневолжский Коммерческий Банк;931;Саратовская обл.;12 518 027,00;12 324 643,00;193 384,00;1,57
176;-2;Промтрансбанк;2638;Башкортостан;12 517 459,00;12 619 875,00;-102 416,00;-0,81
177;2;НИКО-Банк;702;Оренбургская обл.;12 474 799,00;12 311 555,00;163 244,00;1,33
178;-1;Реалист Банк;1067;Иркутская обл.;12 266 667,00;12 460 016,00;-193 349,00;-1,55
179;2;Чайнасельхозбанк;3529;Москва и обл.;11 953 124,00;12 044 522,00;-91 398,00;-0,76
180;2;Банк Оренбург;3269;Оренбургская обл.;11 859 458,00;11 976 130,00;-116 672,00;-0,97
181;6;Банк БКФ;2684;Москва и обл.;11 831 106,00;11 461 086,00;370 020,00;3,23
182;1;Нацинвестпромбанк;3077;Москва и обл.;11 808 954,00;11 910 013,00;-101 059,00;-0,85
183;3;ТЭМБР-Банк;2764;Москва и обл.;11 673 571,00;11 526 499,00;147 072,00;1,28
184;8;МБА-Москва;3395;Москва и обл.;11 537 912,00;10 766 882,00;771 030,00;7,16
185;-5;Датабанк;646;Удмуртия;11 534 039,00;12 077 275,00;-543 236,00;-4,50
186;-11;ЮMoney;3510;Россия;11 435 759,00;12 601 180,00;-1 165 421,00;-9,25
187;1;КЭБ ЭйчЭнБи Банк;3525;Москва и обл.;11 418 265,00;11 293 401,00;124 864,00;1,11
188;1;Снежинский;1376;Челябинская обл.;11 303 531,00;11 137 233,00;166 298,00;1,49
189;2;Юг-Инвестбанк;2772;Краснодарский край;11 254 971,00;10 873 534,00;381 437,00;3,51
190;24;Актив Банк;2529;Мордовия;11 254 950,00;7 643 609,00;3 611 341,00;47,25
191;6;Углеметбанк;2997;Челябинская обл.;11 144 090,00;9 965 104,00;1 178 986,00;11,83
192;2;Русьуниверсалбанк;3293;Москва и обл.;10 540 809,00;10 325 163,00;215 646,00;2,09
193;0;Екатеринбург;3161;Свердловская обл.;10 322 242,00;10 742 152,00;-419 910,00;-3,91
194;1;Солид Банк;1329;Приморский край;10 169 243,00;10 095 256,00;73 987,00;0,73
195;6;Эс-Би-Ай Банк;3185;Москва и обл.;10 079 790,00;9 553 569,00;526 221,00;5,51
196;-11;РЕСО Кредит;3450;Москва и обл.;10 074 770,00;11 648 135,00;-1 573 365,00;-13,51
197;2;Банк Жилищного Финансирования;3138;Москва и обл.;10 028 746,00;9 903 274,00;125 472,00;1,27
198;-60;Инкахран;3454;Москва и обл.;9 650 092,00;22 317 963,00;-12 667 871,00;-56,76
199;-1;Банк Раунд;2506;Москва и обл.;9 357 206,00;9 926 820,00;-569 614,00;-5,74
200;5;Энергомашбанк;52;Санкт-Петербург и обл.;8 871 604,00;8 428 118,00;443 486,00;5,26
201;-1;Морган Стэнли Банк;3456;Москва и обл.;8 803 732,00;9 743 239,00;-939 507,00;-9,64
202;2;Томскпромстройбанк;1720;Томская обл.;8 657 404,00;8 612 508,00;44 896,00;0,52
203;-1;Автоторгбанк;2776;Москва и обл.;8 410 454,00;9 122 124,00;-711 670,00;-7,80
204;4;Нейва;1293;Свердловская обл.;8 336 379,00;8 189 967,00;146 412,00;1,79
205;2;Эксперт Банк;2949;Омская обл.;8 210 988,00;8 376 494,00;-165 506,00;-1,98
206;0;Хакасский Муниципальный Банк;1049;Хакасия;8 159 818,00;8 414 385,00;-254 567,00;-3,03
207;2;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 962 935,00;8 019 563,00;-56 628,00;-0,71
208;2;Кранбанк;2271;Ивановская обл.;7 867 908,00;7 868 421,00;-513,00;-0,01
209;2;Трансстройбанк;2807;Москва и обл.;7 624 232,00;7 719 030,00;-94 798,00;-1,23
210;5;Московский Нефтехимический Банк;1411;Москва и обл.;7 519 401,00;7 566 097,00;-46 696,00;-0,62
211;5;Белгородсоцбанк;760;Белгородская обл.;7 507 547,00;7 474 756,00;32 791,00;0,44
212;0;Ю Би Эс Банк;3463;Москва и обл.;7 431 068,00;7 686 109,00;-255 041,00;-3,32
213;-17;Ростфинанс;481;Ростовская обл.;7 420 732,00;10 090 753,00;-2 670 021,00;-26,46
214;-11;Зираат Банк;2559;Москва и обл.;7 341 346,00;9 050 813,00;-1 709 467,00;-18,89
215;8;Сити Инвест Банк;3194;Санкт-Петербург и обл.;7 139 375,00;6 944 840,00;194 535,00;2,80
216;6;Вокбанк;312;Нижегородская обл.;7 076 530,00;6 962 468,00;114 062,00;1,64
217;7;Северный Народный Банк;2721;Коми;7 010 075,00;6 860 444,00;149 631,00;2,18
218;14;Банк Оранжевый;1659;Санкт-Петербург и обл.;7 004 823,00;6 453 315,00;551 508,00;8,55
219;-2;Нефтепромбанк;2156;Москва и обл.;6 978 197,00;7 361 523,00;-383 326,00;-5,21
220;0;Ставропольпромстройбанк;1288;Ставропольский край;6 897 031,00;7 104 550,00;-207 519,00;-2,92
221;0;Сибсоцбанк;2015;Алтайский край;6 896 722,00;7 025 526,00;-128 804,00;-1,83
222;-4;Гута-Банк;256;Москва и обл.;6 896 613,00;7 240 193,00;-343 580,00;-4,75
223;-4;Банк Фридом Финанс;1143;Москва и обл.;6 675 514,00;7 229 628,00;-554 114,00;-7,66
224;5;Новобанк;1352;Новгородская обл.;6 663 865,00;6 552 605,00;111 260,00;1,70
225;15;Черноморский банк развития и реконструкции;3527;Симферополь;6 622 259,00;6 020 636,00;601 623,00;9,99
226;2;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;6 586 182,00;6 570 005,00;16 177,00;0,25
227;3;Земский Банк;2900;Самарская обл.;6 517 735,00;6 488 612,00;29 123,00;0,45
228;-2;СИАБ;3245;Санкт-Петербург и обл.;6 496 498,00;6 664 981,00;-168 483,00;-2,53
229;6;Кузнецкий;609;Пензенская обл.;6 444 286,00;6 292 091,00;152 195,00;2,42
230;3;Агророс;2860;Саратовская обл.;6 425 761,00;6 443 756,00;-17 995,00;-0,28
231;8;Славия;2664;Москва и обл.;6 415 713,00;6 130 700,00;285 013,00;4,65
232;-7;Проминвестбанк;2433;Москва и обл.;6 401 192,00;6 757 372,00;-356 180,00;-5,27
233;3;Венец;524;Ульяновская обл.;6 321 962,00;6 214 951,00;107 011,00;1,72
234;3;ФорБанк;2063;Москва и обл.;6 225 251,00;6 152 711,00;72 540,00;1,18
235;10;Индустриальный Сберегательный Банк;3175;Москва и обл.;6 161 696,00;5 397 979,00;763 717,00;14,15
236;-9;Финам Банк;2799;Москва и обл.;6 155 652,00;6 654 610,00;-498 958,00;-7,50
237;1;Автоградбанк;1455;Татарстан;6 140 877,00;6 134 495,00;6 382,00;0,10
238;-7;Енисейский Объединенный Банк;2645;Красноярский край;6 035 436,00;6 464 967,00;-429 531,00;-6,64
239;-5;Азия-Инвест Банк;3303;Москва и обл.;5 945 731,00;6 439 314,00;-493 583,00;-7,67
240;4;Газтрансбанк;665;Краснодарский край;5 841 510,00;5 753 482,00;88 028,00;1,53
241;-28;Альба Альянс;2593;Москва и обл.;5 797 851,00;7 668 076,00;-1 870 225,00;-24,39
242;0;Русь;704;Оренбургская обл.;5 779 396,00;5 880 006,00;-100 610,00;-1,71
243;0;Кубаньторгбанк;478;Краснодарский край;5 775 602,00;5 814 677,00;-39 075,00;-0,67
244;-3;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;5 663 704,00;5 899 891,00;-236 187,00;-4,00
245;1;Зенит Сочи;232;Краснодарский край;5 417 992,00;5 345 872,00;72 120,00;1,35
246;44;Итуруп;2390;Сахалинская обл.;5 399 535,00;3 089 719,00;2 309 816,00;74,76
247;2;Москва-Сити;3247;Москва и обл.;5 349 657,00;5 087 376,00;262 281,00;5,16
248;-1;Нэклис-Банк;1671;Москва и обл.;5 050 158,00;5 183 544,00;-133 386,00;-2,57
249;1;Стройлесбанк;2995;Тюменская обл.;4 900 483,00;5 031 559,00;-131 076,00;-2,61
250;-2;Банк ПСА Финанс Рус;3481;Москва и обл.;4 893 637,00;5 136 156,00;-242 519,00;-4,72
251;1;Икано Банк;3519;Москва и обл.;4 809 940,00;4 784 111,00;25 829,00;0,54
252;3;Севастопольский Морской Банк;3528;Севастополь;4 718 344,00;4 655 744,00;62 600,00;1,34
253;0;Роял Кредит Банк;783;Приморский край;4 681 078,00;4 686 658,00;-5 580,00;-0,12
254;0;Горбанк;2982;Санкт-Петербург и обл.;4 575 686,00;4 667 754,00;-92 068,00;-1,97
255;-4;Платина;2347;Москва и обл.;4 549 443,00;4 980 390,00;-430 947,00;-8,65
256;0;Чувашкредитпромбанк;1280;Чувашия;4 543 292,00;4 630 732,00;-87 440,00;-1,89
257;1;Крокус-Банк;2682;Москва и обл.;4 469 002,00;4 485 485,00;-16 483,00;-0,37
258;4;НОКССбанк;3202;Волгоградская обл.;4 362 048,00;4 144 024,00;218 024,00;5,26
