Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Июнь, 2012, тыс. рублей;Май, 2012, тыс. рублей;Изменение, тыс. рублей;Изменение, %
531;5;Новый Символ;370;Москва и обл.;2 154 793,00;2 195 386,00;-40 593,00;-1,85
532;3;УМ-Банк;1441;Свердловская обл.;2 152 030,00;2 197 181,00;-45 151,00;-2,05
533;25;Яринтербанк;2564;Ярославская обл.;2 151 588,00;1 930 111,00;221 477,00;11,47
534;29;Зираат Банк;2559;Москва и обл.;2 150 175,00;1 909 823,00;240 352,00;12,59
535;-24;Банк МБФИ;2073;Москва и обл.;2 140 131,00;2 416 942,00;-276 811,00;-11,45
536;2;Объединенный Резервный Банк;937;Москва и обл.;2 139 733,00;2 166 195,00;-26 462,00;-1,22
537;-27;Траст Капитал Банк;2741;Москва и обл.;2 139 564,00;2 420 932,00;-281 368,00;-11,62
538;4;Резерв;2364;Челябинская обл.;2 127 967,00;2 118 525,00;9 442,00;0,45
539;-12;Невский Банк;1068;Санкт-Петербург и обл.;2 123 257,00;2 264 193,00;-140 936,00;-6,22
540;7;РСКБ;2050;Москва и обл.;2 115 178,00;2 081 184,00;33 994,00;1,63
541;11;Банк Пермь;875;Пермская обл.;2 106 692,00;2 029 511,00;77 181,00;3,80
542;3;Кубанский Универсальный Банк;2898;Краснодарский край;2 103 017,00;2 095 498,00;7 519,00;0,36
543;8;Союзпромбанк;2965;Москва и обл.;2 097 477,00;2 031 761,00;65 716,00;3,23
544;18;Апабанк;2404;Москва и обл.;2 084 180,00;1 910 002,00;174 178,00;9,12
545;-95;Объединенная Расчетная Система;3342;Москва и обл.;2 083 872,00;3 057 788,00;-973 916,00;-31,85
546;3;Арксбанк;1868;Москва и обл.;2 078 067,00;2 053 491,00;24 576,00;1,20
547;-4;Диг-Банк;2423;Северная Осетия — Алания;2 068 781,00;2 115 520,00;-46 739,00;-2,21
548;6;Дом-Банк;3209;Москва и обл.;2 067 298,00;1 985 464,00;81 834,00;4,12
549;-9;Байкалкредобанк;2990;Иркутская обл.;2 063 942,00;2 142 041,00;-78 099,00;-3,65
550;3;Элита;1399;Калужская обл.;2 043 204,00;2 004 176,00;39 028,00;1,95
551;13;Социум-Банк;2881;Москва и обл.;2 038 604,00;1 895 369,00;143 235,00;7,56
552;-30;Эсидбанк;1991;Дагестан;2 038 120,00;2 334 944,00;-296 824,00;-12,71
553;24;Спиритбанк;2053;Тульская обл.;2 034 652,00;1 798 725,00;235 927,00;13,12
554;5;Стелла-Банк;2948;Ростовская обл.;2 027 898,00;1 929 986,00;97 912,00;5,07
555;47;Сервис Резерв;2034;Москва и обл.;2 016 623,00;1 626 138,00;390 485,00;24,01
556;5;Мираф-Банк;2244;Омская обл.;2 011 948,00;1 917 382,00;94 566,00;4,93
557;-1;Тагилбанк;1635;Свердловская обл.;2 004 564,00;1 959 325,00;45 239,00;2,31
558;-3;Ваш Личный Банк;1222;Иркутская обл.;1 995 799,00;1 972 078,00;23 721,00;1,20
559;23;Финтрастбанк;3104;Москва и обл.;1 982 952,00;1 786 023,00;196 929,00;11,03
560;-3;Компания Розничного Кредитования;3385;Москва и обл.;1 977 919,00;1 943 959,00;33 960,00;1,75
561;-15;Контраст-Банк;2857;Москва и обл.;1 964 811,00;2 084 379,00;-119 568,00;-5,74
562;-2;ИК Банк;1732;Татарстан;1 950 204,00;1 918 883,00;31 321,00;1,63
563;9;КОР;2148;Волгоградская обл.;1 940 556,00;1 845 007,00;95 549,00;5,18
564;4;Выборг-Банк;720;Санкт-Петербург и обл.;1 935 762,00;1 867 709,00;68 053,00;3,64
565;34;Владпромбанк;870;Владимирская обл.;1 912 185,00;1 650 362,00;261 823,00;15,86
566;4;Радиотехбанк;1166;Нижегородская обл.;1 904 914,00;1 864 890,00;40 024,00;2,15
567;24;Церих;3278;Орловская обл.;1 903 802,00;1 745 506,00;158 296,00;9,07
568;1;РНКБ;1354;Москва и обл.;1 885 611,00;1 866 576,00;19 035,00;1,02
569;12;Йошкар-Ола;2802;Марий Эл;1 884 090,00;1 786 868,00;97 222,00;5,44
570;22;Риал-Кредит;3393;Москва и обл.;1 877 513,00;1 739 534,00;137 979,00;7,93
571;14;Кроссинвестбанк;2849;Москва и обл.;1 875 691,00;1 777 095,00;98 596,00;5,55
572;-24;Михайловский ПЖСБ;2961;Волгоградская обл.;1 871 082,00;2 061 946,00;-190 864,00;-9,26
573;3;Ринвестбанк;3262;Рязанская обл.;1 867 988,00;1 803 120,00;64 868,00;3,60
574;10;Кросна-Банк;2607;Москва и обл.;1 832 728,00;1 781 711,00;51 017,00;2,86
575;19;Рублевский;2192;Москва и обл.;1 832 220,00;1 708 416,00;123 804,00;7,25
576;-3;Липецкий Областной Банк;1794;Липецкая обл.;1 823 361,00;1 832 971,00;-9 610,00;-0,52
577;23;Татагропромбанк;728;Татарстан;1 822 583,00;1 647 614,00;174 969,00;10,62
578;17;Эльбин;2267;Дагестан;1 817 308,00;1 704 919,00;112 389,00;6,59
579;7;Пурпе;709;Тюменская обл.;1 815 602,00;1 774 623,00;40 979,00;2,31
580;3;Новация;840;Адыгея;1 813 898,00;1 784 126,00;29 772,00;1,67
581;-1;Газнефтьбанк;3223;Саратовская обл.;1 808 856,00;1 790 892,00;17 964,00;1,00
582;6;Иваново;1763;Ивановская обл.;1 807 823,00;1 765 092,00;42 731,00;2,42
583;-174;Инбанк;1829;Москва и обл.;1 799 262,00;3 962 015,00;-2 162 753,00;-54,59
584;-18;Проинвестбанк;784;Пермская обл.;1 786 650,00;1 880 125,00;-93 475,00;-4,97
585;28;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;1 786 291,00;1 545 103,00;241 188,00;15,61
586;-12;Приско Капитал Банк;2537;Москва и обл.;1 785 586,00;1 816 644,00;-31 058,00;-1,71
587;41;Эргобанк;2856;Москва и обл.;1 774 414,00;1 457 020,00;317 394,00;21,78
588;-13;Мегаполис;3265;Чувашия;1 773 742,00;1 804 407,00;-30 665,00;-1,70
589;-10;Донхлеббанк;2285;Ростовская обл.;1 772 896,00;1 791 181,00;-18 285,00;-1,02
590;-60;Юнистрим;3467;Москва и обл.;1 772 817,00;2 238 715,00;-465 898,00;-20,81
591;-2;Старооскольский Агропромбанк;1050;Белгородская обл.;1 768 939,00;1 763 085,00;5 854,00;0,33
592;-25;Россита-Банк;3257;Москва и обл.;1 765 563,00;1 868 731,00;-103 168,00;-5,52
593;0;Промсельхозбанк;538;Москва и обл.;1 764 140,00;1 735 756,00;28 384,00;1,64
594;2;Евразийский Банк;969;Москва и обл.;1 757 457,00;1 668 225,00;89 232,00;5,35
595;16;Таурус Банк;655;Челябинская обл.;1 743 458,00;1 546 708,00;196 750,00;12,72
596;-6;Банк Премьер Кредит;1663;Коми;1 735 559,00;1 759 936,00;-24 377,00;-1,39
597;-26;Вестерн Юнион ДП Восток;2726;Москва и обл.;1 710 688,00;1 852 032,00;-141 344,00;-7,63
598;11;Соколовский;2830;Москва и обл.;1 693 059,00;1 566 461,00;126 598,00;8,08
599;-34;Новокиб;1747;Кемеровская обл.;1 673 312,00;1 881 489,00;-208 177,00;-11,06
600;-2;Финанс Бизнес Банк;520;Краснодарский край;1 668 206,00;1 655 122,00;13 084,00;0,79
601;4;Мобилбанк;532;Удмуртия;1 665 326,00;1 605 566,00;59 760,00;3,72
602;10;Современные Стандарты Бизнеса;3397;Москва и обл.;1 657 640,00;1 546 022,00;111 618,00;7,22
603;-6;Национальный Корпоративный Банк;3422;Москва и обл.;1 656 872,00;1 661 124,00;-4 252,00;-0,26
604;-3;Нальчик;695;Кабардино-Балкария;1 642 650,00;1 640 529,00;2 121,00;0,13
605;36;Новое Время;3492;Москва и обл.;1 638 685,00;1 383 262,00;255 423,00;18,47
606;-28;Лайтбанк;3177;Москва и обл.;1 631 762,00;1 797 340,00;-165 578,00;-9,21
607;23;ИСБ;3010;Москва и обл.;1 630 610,00;1 440 375,00;190 235,00;13,21
608;0;Верхневолжский;1084;Ярославская обл.;1 627 776,00;1 589 602,00;38 174,00;2,40
609;-3;Конфидэнс Банк;970;Костромская обл.;1 626 656,00;1 600 183,00;26 473,00;1,65
610;5;Саратов;330;Саратовская обл.;1 622 538,00;1 539 176,00;83 362,00;5,42
611;8;Торговый Городской Банк;3180;Тверская обл.;1 592 612,00;1 503 143,00;89 469,00;5,95
612;9;Единственный;3187;Москва и обл.;1 591 137,00;1 492 614,00;98 523,00;6,60
613;25;Интеркоопбанк;2803;Москва и обл.;1 589 773,00;1 409 035,00;180 738,00;12,83
614;-27;Сталь Банк;2248;Москва и обл.;1 583 436,00;1 767 522,00;-184 086,00;-10,41
615;-1;Арт-Банк;2779;Северная Осетия — Алания;1 574 326,00;1 540 990,00;33 336,00;2,16
616;2;Владбизнесбанк;903;Владимирская обл.;1 570 441,00;1 509 649,00;60 792,00;4,03
617;0;Нарат;1902;Саратовская обл.;1 570 172,00;1 519 512,00;50 660,00;3,33
618;-2;Викинг;2;Санкт-Петербург и обл.;1 564 666,00;1 536 349,00;28 317,00;1,84
619;50;Бумеранг;1002;Вологодская обл.;1 561 361,00;1 235 947,00;325 414,00;26,33
620;-16;Уралфинанс;1370;Свердловская обл.;1 548 179,00;1 610 332,00;-62 153,00;-3,86
621;54;Саммит Банк;85;Приморский край;1 546 637,00;1 193 996,00;352 641,00;29,53
622;0;Межотраслевая Банковская Корпорация;3471;Москва и обл.;1 543 973,00;1 491 067,00;52 906,00;3,55
623;16;Крона-Банк;2499;Иркутская обл.;1 532 629,00;1 406 204,00;126 425,00;8,99
624;2;Холмск;503;Сахалинская обл.;1 523 175,00;1 478 007,00;45 168,00;3,06
625;24;Мострансбанк;2258;Москва и обл.;1 506 382,00;1 339 551,00;166 831,00;12,45
626;-1;РТС-Банк;3401;Самарская обл.;1 496 889,00;1 478 253,00;18 636,00;1,26
627;-20;Кредитинвест;1197;Дагестан;1 466 370,00;1 598 686,00;-132 316,00;-8,28
628;24;Айви Банк;2055;Москва и обл.;1 459 829,00;1 328 104,00;131 725,00;9,92
629;6;Далена Банк;1948;Москва и обл.;1 455 953,00;1 421 579,00;34 374,00;2,42
630;16;Стройиндбанк;155;Москва и обл.;1 452 988,00;1 363 604,00;89 384,00;6,55
631;6;Златкомбанк;568;Москва и обл.;1 451 942,00;1 420 531,00;31 411,00;2,21
632;-5;Нерюнгрибанк;825;Саха (Якутия);1 447 325,00;1 460 110,00;-12 785,00;-0,88
633;-2;Кредит Экспресс;3186;Ростовская обл.;1 447 103,00;1 439 236,00;7 867,00;0,55
634;0;Национальный Республиканский Банк;3359;Москва и обл.;1 444 683,00;1 429 066,00;15 617,00;1,09
635;26;Кемсоцинбанк;96;Кемеровская обл.;1 442 065,00;1 282 327,00;159 738,00;12,46
636;6;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 439 949,00;1 382 270,00;57 679,00;4,17
637;17;Московский Вексельный Банк;2697;Москва и обл.;1 430 569,00;1 317 581,00;112 988,00;8,58
638;-5;Бинбанк Столица;3052;Москва и обл.;1 429 731,00;1 430 564,00;-833,00;-0,06
639;12;Великие Луки Банк;598;Псковская обл.;1 410 905,00;1 328 654,00;82 251,00;6,19
640;7;Витязь;2890;Москва и обл.;1 406 016,00;1 354 661,00;51 355,00;3,79
641;-5;Объединенный Банк Республики;1016;Чувашия;1 399 589,00;1 420 731,00;-21 142,00;-1,49
642;6;БСТ-Банк;2883;Кемеровская обл.;1 398 227,00;1 349 865,00;48 362,00;3,58
643;30;Руна-Банк;3207;Москва и обл.;1 393 577,00;1 208 755,00;184 822,00;15,29
644;224;Межбанковский Расчетный Центр;3325;Приморский край;1 389 908,00;405 172,00;984 736,00;243,04
645;10;Столичный Кредит;2853;Москва и обл.;1 369 784,00;1 317 147,00;52 637,00;4,00
646;-1;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 365 123,00;1 367 581,00;-2 458,00;-0,18
647;-27;БВА Банк;1684;Москва и обл.;1 359 055,00;1 494 553,00;-135 498,00;-9,07
648;-25;Вологдабанк;992;Вологодская обл.;1 357 035,00;1 488 842,00;-131 807,00;-8,85
649;-39;Новый Промышленный Банк;930;Москва и обл.;1 348 931,00;1 554 456,00;-205 525,00;-13,22
650;14;Геленджик-Банк;790;Краснодарский край;1 340 425,00;1 266 760,00;73 665,00;5,82
651;5;Богородский Муниципальный Банк;2992;Москва и обл.;1 337 472,00;1 314 166,00;23 306,00;1,77
652;-2;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;1 327 952,00;1 333 798,00;-5 846,00;-0,44
653;46;Европейский Индустриальный Банк;2503;Москва и обл.;1 323 218,00;1 069 701,00;253 517,00;23,70
654;-1;Спутник;1071;Оренбургская обл.;1 321 044,00;1 319 690,00;1 354,00;0,10
655;4;Приобье;537;Тюменская обл.;1 320 216,00;1 306 602,00;13 614,00;1,04
656;1;Межрегиональный Клиринговый Банк;2543;Москва и обл.;1 315 502,00;1 312 254,00;3 248,00;0,25
657;-25;Ганзакомбанк;1734;Санкт-Петербург и обл.;1 295 775,00;1 431 356,00;-135 581,00;-9,47
658;-15;Новый Кредитный Союз;3139;Москва и обл.;1 287 726,00;1 373 456,00;-85 730,00;-6,24
659;-109;Объединенный Банк Развития;3345;Москва и обл.;1 285 767,00;2 053 374,00;-767 607,00;-37,38
660;2;Екатерининский;2167;Москва и обл.;1 272 639,00;1 280 707,00;-8 068,00;-0,63
661;6;ГринКомБанк;1184;Иркутская обл.;1 269 390,00;1 247 095,00;22 295,00;1,79
662;6;Тайм Банк;3120;Москва и обл.;1 267 488,00;1 240 951,00;26 537,00;2,14
663;-34;Примтеркомбанк;21;Приморский край;1 265 672,00;1 444 319,00;-178 647,00;-12,37
664;13;Тандем;1951;Москва и обл.;1 264 979,00;1 170 995,00;93 984,00;8,03
665;29;Азимут;3154;Москва и обл.;1 263 513,00;1 080 480,00;183 033,00;16,94
666;10;Канский;860;Красноярский край;1 223 704,00;1 184 120,00;39 584,00;3,34
667;3;Металлург;2877;Москва и обл.;1 218 033,00;1 230 150,00;-12 117,00;-0,99
668;-5;Жилкредит;1736;Москва и обл.;1 210 450,00;1 275 262,00;-64 812,00;-5,08
669;5;Русский Национальный Банк;469;Ростовская обл.;1 208 545,00;1 196 161,00;12 384,00;1,04
670;-26;РФИ Банк;3351;Москва и обл.;1 207 006,00;1 372 748,00;-165 742,00;-12,07
671;0;Республиканский Кредитный Альянс;3017;Москва и обл.;1 196 469,00;1 219 583,00;-23 114,00;-1,90
672;29;Первоуральскбанк;965;Свердловская обл.;1 196 434,00;1 061 739,00;134 695,00;12,69
673;-1;Приполярком;507;Тюменская обл.;1 196 366,00;1 211 016,00;-14 650,00;-1,21
674;9;ВЕБРР;3418;Москва и обл.;1 195 038,00;1 141 082,00;53 956,00;4,73
675;-9;Банк Реалист;2646;Москва и обл.;1 192 446,00;1 261 799,00;-69 353,00;-5,50
676;31;Международный Расчетный Банк;3028;Москва и обл.;1 178 869,00;1 035 290,00;143 579,00;13,87
677;13;Унифондбанк;3416;Москва и обл.;1 175 388,00;1 104 653,00;70 735,00;6,40
678;9;Сибэс;208;Омская обл.;1 173 068,00;1 111 340,00;61 728,00;5,55
679;25;РЕСО Кредит;3450;Москва и обл.;1 171 915,00;1 057 450,00;114 465,00;10,82
680;-20;Максима;3379;Москва и обл.;1 164 487,00;1 300 262,00;-135 775,00;-10,44
681;11;Метрополь;1639;Москва и обл.;1 162 909,00;1 101 912,00;60 997,00;5,54
682;55;Содружество;2923;Москва и обл.;1 157 137,00;919 288,00;237 849,00;25,87
683;15;Радиан;1675;Иркутская обл.;1 156 376,00;1 071 803,00;84 573,00;7,89
684;7;Трастовый Республиканский Банк;3404;Москва и обл.;1 143 007,00;1 103 308,00;39 699,00;3,60
685;18;Бест Эффортс Банк;435;Москва и обл.;1 142 055,00;1 057 742,00;84 313,00;7,97
686;-1;Дон-Тексбанк;1818;Ростовская обл.;1 138 994,00;1 127 593,00;11 401,00;1,01
687;-5;Банкирский Дом;2928;Санкт-Петербург и обл.;1 136 787,00;1 145 545,00;-8 758,00;-0,76
688;17;Алтынбанк;2070;Татарстан;1 124 296,00;1 043 640,00;80 656,00;7,73
689;-49;Кредитимпэкс Банк;2037;Москва и обл.;1 121 055,00;1 387 626,00;-266 571,00;-19,21
690;-9;Трансэнергобанк;3106;Дагестан;1 120 270,00;1 147 272,00;-27 002,00;-2,35
691;11;Симбирск;653;Ульяновская обл.;1 118 033,00;1 059 789,00;58 244,00;5,50
692;28;Бизнес для Бизнеса;1060;Чувашия;1 110 613,00;993 000,00;117 613,00;11,84
693;-7;Калуга;1151;Калужская обл.;1 109 043,00;1 112 572,00;-3 529,00;-0,32
694;28;Народный Банк;2249;Карачаево-Черкесия;1 105 939,00;986 359,00;119 580,00;12,12
695;81;Динамичные Системы;3439;Москва и обл.;1 101 929,00;741 128,00;360 801,00;48,68
696;-17;Идея Банк;430;Краснодарский край;1 097 504,00;1 164 490,00;-66 986,00;-5,75
697;-39;Банк Глобус;2438;Москва и обл.;1 097 114,00;1 308 629,00;-211 515,00;-16,16
698;-5;Онего;2484;Карелия;1 095 474,00;1 098 797,00;-3 323,00;-0,30
699;-2;Майкопбанк;1136;Адыгея;1 091 522,00;1 074 745,00;16 777,00;1,56
700;9;Расчетный Дом;3350;Москва и обл.;1 086 932,00;1 025 467,00;61 465,00;5,99
701;11;Америкэн Экспресс Банк;3460;Москва и обл.;1 077 623,00;1 019 662,00;57 961,00;5,68
702;9;Кетовский Коммерческий Банк;842;Курганская обл.;1 075 585,00;1 020 645,00;54 940,00;5,38
703;-25;Флора-Москва;533;Москва и обл.;1 041 181,00;1 169 799,00;-128 618,00;-10,99
704;2;Смолевич;1121;Смоленская обл.;1 037 175,00;1 039 023,00;-1 848,00;-0,18
705;-16;Объединенный Капитал;2611;Санкт-Петербург и обл.;1 034 162,00;1 105 721,00;-71 559,00;-6,47
706;29;Си Ди Би Банк;3339;Краснодарский край;1 029 396,00;928 096,00;101 300,00;10,91
707;-42;Регионфинансбанк;3357;Москва и обл.;1 029 296,00;1 265 411,00;-236 115,00;-18,66
708;86;Анталбанк;3115;Москва и обл.;1 028 143,00;638 501,00;389 642,00;61,02
709;4;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;1 026 439,00;1 014 126,00;12 313,00;1,21
710;-15;КИП-Банк;2843;Москва и обл.;1 025 972,00;1 078 599,00;-52 627,00;-4,88
711;10;Восточно-Европейский Трастовый Банк;2253;Москва и обл.;1 017 017,00;991 688,00;25 329,00;2,55
712;20;Агора;3231;Москва и обл.;1 016 665,00;948 925,00;67 740,00;7,14
713;6;Атлас Банк;3477;Москва и обл.;1 014 533,00;1 000 284,00;14 249,00;1,42
714;-6;Булгар Банк;1917;Татарстан;1 009 489,00;1 031 994,00;-22 505,00;-2,18
715;14;Яндекс Банк;3027;Москва и обл.;1 009 211,00;956 843,00;52 368,00;5,47
716;11;Синергия;2884;Саратовская обл.;1 005 424,00;968 317,00;37 107,00;3,83
717;7;Леноблбанк;1003;Санкт-Петербург и обл.;1 005 395,00;977 561,00;27 834,00;2,85
718;-18;Анелик РУ;3443;Москва и обл.;993 300,00;1 069 441,00;-76 141,00;-7,12
719;-3;Северинвестбанк;2264;Белгородская обл.;991 728,00;1 005 488,00;-13 760,00;-1,37
720;-2;Академический Русский Банк;622;Москва и обл.;990 807,00;1 000 578,00;-9 771,00;-0,98
721;9;Региональный Банк Сбережений;3367;Москва и обл.;983 843,00;956 792,00;27 051,00;2,83
722;1;Турбобанк;3203;Санкт-Петербург и обл.;983 628,00;978 094,00;5 534,00;0,57
723;5;Сельмашбанк;106;Ростовская обл.;979 135,00;963 853,00;15 282,00;1,59
724;-40;Телекоммерц Банк;3380;Тульская обл.;969 306,00;1 128 821,00;-159 515,00;-14,13
725;-11;Межрегионбанк;1059;Москва и обл.;968 872,00;1 007 982,00;-39 110,00;-3,88
726;7;Мурманский Расчетный Центр;3341;Мурманская обл.;963 940,00;932 878,00;31 062,00;3,33
727;26;Аделантбанк;1835;Москва и обл.;960 818,00;829 229,00;131 589,00;15,87
728;37;МТИ Банк;1052;Москва и обл.;952 500,00;785 453,00;167 047,00;21,27
729;14;Курган;2568;Курганская обл.;949 008,00;879 425,00;69 583,00;7,91
730;-34;Народный Доверительный Банк;2374;Москва и обл.;946 762,00;1 077 522,00;-130 760,00;-12,14
731;9;Первый Дортрансбанк;3271;Кировская обл.;943 390,00;899 134,00;44 256,00;4,92
732;6;РН Банк;170;Омская обл.;930 610,00;911 817,00;18 793,00;2,06
733;8;ИстКом-Финанс;3435;Москва и обл.;902 060,00;887 868,00;14 192,00;1,60
734;-3;Химик;1114;Нижегородская обл.;901 690,00;952 082,00;-50 392,00;-5,29
735;4;Первый Клиентский Банк;3436;Москва и обл.;894 796,00;905 071,00;-10 275,00;-1,14
736;16;Арзамас;1281;Нижегородская обл.;889 423,00;829 701,00;59 722,00;7,20
737;-22;Свенска Хандельсбанкен;3455;Москва и обл.;887 844,00;1 006 197,00;-118 353,00;-11,76
738;8;Ноосфера;2650;Республика Алтай;885 294,00;873 231,00;12 063,00;1,38
739;6;ЕАТП Банк;1765;Астраханская обл.;876 869,00;876 617,00;252,00;0,03
740;-116;МС Банк Рус;2789;Москва и обл.;873 521,00;1 487 466,00;-613 945,00;-41,27
741;16;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;868 312,00;813 791,00;54 521,00;6,70
742;7;Финарс Банк;2938;Москва и обл.;866 942,00;859 471,00;7 471,00;0,87
743;1;Почтобанк;1788;Пермская обл.;863 166,00;878 407,00;-15 241,00;-1,74
744;4;Бузулукбанк;1282;Оренбургская обл.;860 651,00;861 149,00;-498,00;-0,06
745;21;Миръ;3089;Москва и обл.;855 118,00;775 079,00;80 039,00;10,33
746;24;Инвест-Экобанк;1956;Санкт-Петербург и обл.;853 471,00;761 695,00;91 776,00;12,05
747;3;Мико-Банк;3195;Москва и обл.;847 254,00;837 166,00;10 088,00;1,21
748;-12;Рапида;3371;Москва и обл.;845 808,00;921 901,00;-76 093,00;-8,25
749;9;Вакобанк;1291;Псковская обл.;834 101,00;807 796,00;26 305,00;3,26
750;-33;Прайм Финанс;2758;Санкт-Петербург и обл.;828 900,00;1 004 346,00;-175 446,00;-17,47
751;-9;Тетраполис;1586;Санкт-Петербург и обл.;825 193,00;887 340,00;-62 147,00;-7,00
752;60;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;821 515,00;571 679,00;249 836,00;43,70
753;1;Камчатка;2966;Камчатская обл.;817 953,00;825 165,00;-7 212,00;-0,87
754;7;Местный Кредит;3370;Москва и обл.;814 067,00;796 629,00;17 438,00;2,19
755;4;Спецстройбанк;236;Москва и обл.;807 304,00;804 991,00;2 313,00;0,29
756;-76;Идеалбанк;3491;Москва и обл.;806 988,00;1 160 874,00;-353 886,00;-30,48
757;7;Месед;184;Дагестан;805 573,00;785 993,00;19 580,00;2,49
758;9;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;798 340,00;771 295,00;27 045,00;3,51
759;3;Инвестиционный Республиканский Банк;2571;Москва и обл.;797 654,00;792 780,00;4 874,00;0,61
760;3;Природа;3399;Москва и обл.;795 987,00;788 291,00;7 696,00;0,98
761;-35;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;786 942,00;970 271,00;-183 329,00;-18,89
762;10;Акцент;696;Оренбургская обл.;785 099,00;751 595,00;33 504,00;4,46
763;-7;Башпромбанк;1006;Башкортостан;783 847,00;816 606,00;-32 759,00;-4,01
764;4;Аскания Траст;286;Москва и обл.;783 283,00;770 805,00;12 478,00;1,62
765;4;Региональный Коммерческий Банк;836;Ульяновская обл.;783 282,00;770 590,00;12 692,00;1,65
766;-11;Сургутский Центральный Коммерческий Банк;684;Тюменская обл.;769 616,00;822 905,00;-53 289,00;-6,48
767;11;Взаимодействие;1704;Новосибирская обл.;757 303,00;722 693,00;34 610,00;4,79
768;7;Космос;2245;Москва и обл.;754 480,00;743 760,00;10 720,00;1,44
769;33;Межбанковский Кредитный Союз;3242;Москва и обл.;739 277,00;608 855,00;130 422,00;21,42
770;-19;Газтрансбанк;665;Адыгея;738 594,00;832 422,00;-93 828,00;-11,27
771;8;Плато-Банк;2071;Свердловская обл.;737 662,00;719 675,00;17 987,00;2,50
772;9;ФинТех;3499;Москва и обл.;732 427,00;695 187,00;37 240,00;5,36
773;17;Русский Банк Сбережений;779;Ставропольский край;732 225,00;659 319,00;72 906,00;11,06
774;-27;Жилстройбанк;2769;Москва и обл.;727 693,00;868 453,00;-140 760,00;-16,21
775;9;Арсенал;3000;Москва и обл.;722 187,00;687 887,00;34 300,00;4,99
776;-42;Тексбанк;2756;Карачаево-Черкесия;714 790,00;930 754,00;-215 964,00;-23,20
777;-4;Классик Эконом Банк;3298;Северная Осетия — Алания;709 859,00;747 714,00;-37 855,00;-5,06
778;10;Балаково-Банк;444;Саратовская обл.;685 036,00;668 985,00;16 051,00;2,40
779;3;Олма-Банк;3250;Москва и обл.;682 244,00;688 566,00;-6 322,00;-0,92
780;-6;Кубаньторгбанк;478;Краснодарский край;681 985,00;746 256,00;-64 271,00;-8,61
781;-56;Кредитбанк;1035;Калмыкия;681 932,00;970 734,00;-288 802,00;-29,75
782;11;Вятич;2796;Рязанская обл.;672 101,00;650 032,00;22 069,00;3,40
783;6;Славянбанк;804;Новгородская обл.;669 594,00;659 424,00;10 170,00;1,54
784;8;Прохладный;874;Кабардино-Балкария;667 438,00;656 629,00;10 809,00;1,65
785;-25;РусьРегионБанк;685;Москва и обл.;662 983,00;801 617,00;-138 634,00;-17,29
786;39;Объединенный Национальный Банк;2074;Москва и обл.;660 047,00;526 000,00;134 047,00;25,48
787;-7;Почта Банк;650;Брянская обл.;657 645,00;717 281,00;-59 636,00;-8,31
788;9;Центрально-Европейский Банк;2670;Москва и обл.;657 229,00;621 180,00;36 049,00;5,80
789;-2;Прокоммерцбанк;2996;Москва и обл.;656 598,00;672 010,00;-15 412,00;-2,29
790;6;Дагестан;543;Дагестан;644 549,00;626 778,00;17 771,00;2,84
791;-20;Вестинтербанк;3398;Москва и обл.;642 043,00;759 638,00;-117 595,00;-15,48
792;6;Одинбанк;3197;Москва и обл.;636 202,00;618 926,00;17 276,00;2,79
793;53;Вайлдберриз Банк;841;Адыгея;634 239,00;457 973,00;176 266,00;38,49
794;69;Азия Банк;3183;Москва и обл.;633 602,00;417 580,00;216 022,00;51,73
795;0;Элекснет;3314;Москва и обл.;631 209,00;631 209,00;0,00;0
796;-5;Центрально-Азиатский;3037;Хакасия;628 985,00;657 713,00;-28 728,00;-4,37
797;6;Кузбассхимбанк;2868;Кемеровская обл.;628 967,00;605 774,00;23 193,00;3,83
798;7;НСТ-Банк;1738;Оренбургская обл.;628 476,00;600 271,00;28 205,00;4,70
799;5;Акция;927;Ивановская обл.;628 363,00;601 831,00;26 532,00;4,41
800;36;Камский Горизонт;2554;Татарстан;626 507,00;497 839,00;128 668,00;25,85
801;8;Анджибанк;570;Дагестан;625 961,00;592 565,00;33 396,00;5,64
802;-25;Адам Интернэшнл;2232;Дагестан;625 153,00;727 392,00;-102 239,00;-14,06
803;-18;Центр Межбанковских Расчетов;3400;Москва и обл.;617 752,00;687 667,00;-69 915,00;-10,17
804;13;Народный Земельно-Промышленный Банк;2873;Алтайский край;605 633,00;548 577,00;57 056,00;10,40
805;-22;Кутузовский;3190;Москва и обл.;605 248,00;687 924,00;-82 676,00;-12,02
806;26;Платежный Сервисный Банк;1943;Башкортостан;605 123,00;511 859,00;93 264,00;18,22
807;4;Банк ВВБ;1093;Ярославская обл.;591 604,00;575 972,00;15 632,00;2,71
