Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Июнь, 2012, тыс. рублей;Май, 2012, тыс. рублей;Изменение, тыс. рублей;Изменение, %
68;-6;Всероссийский Банк Развития Регионов;3287;Москва и обл.;73 193 550,00;79 669 706,00;-6 476 156,00;-8,13
69;-1;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;73 013 827,00;72 281 635,00;732 192,00;1,01
70;3;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;70 699 547,00;63 825 919,00;6 873 628,00;10,77
71;-1;Пересвет;2110;Москва и обл.;69 505 881,00;69 139 816,00;366 065,00;0,53
72;-1;ДельтаКредит;3338;Москва и обл.;68 723 292,00;66 617 331,00;2 105 961,00;3,16
73;1;Собинбанк;1317;Москва и обл.;68 297 216,00;63 378 603,00;4 918 613,00;7,76
74;-2;Совкомбанк;963;Костромская обл.;67 329 707,00;65 610 940,00;1 718 767,00;2,62
75;2;Центр-инвест;2225;Ростовская обл.;61 755 436,00;60 160 556,00;1 594 880,00;2,65
76;-1;Роскосмосбанк;2989;Москва и обл.;61 224 008,00;61 535 658,00;-311 650,00;-0,51
77;-1;Балтинвестбанк;3176;Санкт-Петербург и обл.;58 677 045,00;60 841 902,00;-2 164 857,00;-3,56
78;0;Локо-Банк;2707;Москва и обл.;58 111 141,00;57 761 619,00;349 522,00;0,61
79;0;Экспо Финанс;2594;Москва и обл.;58 061 994,00;56 647 250,00;1 414 744,00;2,50
80;3;Связной Банк;1961;Москва и обл.;55 046 247,00;52 941 926,00;2 104 321,00;3,97
81;1;Нота-Банк;2913;Москва и обл.;55 003 176,00;53 571 365,00;1 431 811,00;2,67
82;2;Металлинвестбанк;2440;Москва и обл.;54 950 445,00;52 852 656,00;2 097 789,00;3,97
83;-2;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;52 016 375,00;54 495 377,00;-2 479 002,00;-4,55
84;2;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;49 415 554,00;50 284 680,00;-869 126,00;-1,73
85;0;Банк Кредит Свисс;2494;Москва и обл.;49 345 847,00;52 079 175,00;-2 733 328,00;-5,25
86;1;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;48 044 244,00;47 290 280,00;753 964,00;1,59
87;2;Инвестбанк;107;Москва и обл.;46 938 841,00;45 378 402,00;1 560 439,00;3,44
88;-8;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;46 871 656,00;54 584 608,00;-7 712 952,00;-14,13
89;1;СБ Банк (Судостроительный банк);2999;Москва и обл.;45 067 636,00;44 410 604,00;657 032,00;1,48
90;3;Первобанк;3461;Самарская обл.;44 490 499,00;41 697 934,00;2 792 565,00;6,70
91;0;Сургутнефтегазбанк;588;Тюменская обл.;44 390 587,00;43 870 675,00;519 912,00;1,19
92;0;Еврофинанс Моснарбанк;2402;Москва и обл.;43 030 137,00;42 705 363,00;324 774,00;0,76
93;2;Национальный Резервный Банк;2170;Москва и обл.;42 706 682,00;39 897 709,00;2 808 973,00;7,04
94;0;Бинбанк Диджитал;2827;Москва и обл.;42 683 397,00;40 225 058,00;2 458 339,00;6,11
95;2;Тинькофф Банк;2673;Москва и обл.;42 469 208,00;38 630 852,00;3 838 356,00;9,94
96;2;Национальный Стандарт;3421;Москва и обл.;42 148 752,00;38 281 900,00;3 866 852,00;10,10
97;-1;Международный Финансовый Клуб;2618;Москва и обл.;41 603 483,00;39 507 061,00;2 096 422,00;5,31
98;3;Банк БФА;3038;Санкт-Петербург и обл.;38 372 563,00;36 143 806,00;2 228 757,00;6,17
99;0;Интеркоммерц Банк;1657;Москва и обл.;38 217 656,00;37 955 873,00;261 783,00;0,69
100;0;Таврический Банк;2304;Санкт-Петербург и обл.;37 413 706,00;37 315 876,00;97 830,00;0,26
101;5;Меткомбанк (Череповец);901;Вологодская обл.;35 547 304,00;31 598 302,00;3 949 002,00;12,50
102;0;Экспресс-Волга;3085;Саратовская обл.;35 437 950,00;34 023 896,00;1 414 054,00;4,16
103;5;Дальневосточный Банк;843;Приморский край;34 231 187,00;31 290 763,00;2 940 424,00;9,40
104;13;НС Банк;3124;Москва и обл.;33 075 210,00;29 224 565,00;3 850 645,00;13,18
105;7;Тойота Банк;3470;Москва и обл.;33 022 407,00;30 786 275,00;2 236 132,00;7,26
106;-3;Стройкредит;18;Москва и обл.;32 933 543,00;32 554 869,00;378 674,00;1,16
107;-3;Челябинвестбанк;493;Челябинская обл.;32 554 445,00;32 306 233,00;248 212,00;0,77
108;-1;Кубань Кредит;2518;Краснодарский край;32 336 653,00;31 487 201,00;849 452,00;2,70
109;7;Народный Кредит;2401;Москва и обл.;32 259 433,00;29 280 509,00;2 978 924,00;10,17
110;-5;Челиндбанк;485;Челябинская обл.;31 973 699,00;31 647 759,00;325 940,00;1,03
111;0;Межтопэнергобанк;2956;Москва и обл.;31 746 299,00;30 960 317,00;785 982,00;2,54
112;-3;Саровбизнесбанк;2048;Нижегородская обл.;31 729 347,00;31 263 209,00;466 138,00;1,49
113;-3;Московский Областной Банк;1751;Москва и обл.;30 916 536,00;31 062 456,00;-145 920,00;-0,47
114;-26;Коммерцбанк (Евразия);3333;Москва и обл.;30 673 736,00;46 650 845,00;-15 977 109,00;-34,25
115;0;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Москва и обл.;30 418 867,00;29 537 262,00;881 605,00;2,98
116;2;Русский Международный Банк;3123;Москва и обл.;29 972 567,00;29 058 606,00;913 961,00;3,15
117;4;Кедр;1574;Москва и обл.;29 955 950,00;28 136 106,00;1 819 844,00;6,47
118;-4;Интерпромбанк;3266;Москва и обл.;29 600 702,00;29 595 774,00;4 928,00;0,02
119;5;Крайинвестбанк;3360;Краснодарский край;29 466 415,00;26 604 946,00;2 861 469,00;10,76
120;-7;СДМ-Банк;1637;Москва и обл.;29 152 597,00;29 694 728,00;-542 131,00;-1,83
121;2;Первый Республиканский Банк;1730;Москва и обл.;28 504 497,00;27 781 429,00;723 068,00;2,60
122;-3;Севергазбанк;2816;Вологодская обл.;28 486 474,00;28 913 347,00;-426 873,00;-1,48
123;-1;Газбанк;2316;Самарская обл.;28 265 277,00;27 981 761,00;283 516,00;1,01
124;-4;Примсоцбанк;2733;Приморский край;28 153 134,00;28 256 337,00;-103 203,00;-0,37
125;5;Кольцо Урала;65;Свердловская обл.;28 100 429,00;25 919 698,00;2 180 731,00;8,41
126;0;Далькомбанк;84;Хабаровский край;27 291 184,00;26 397 970,00;893 214,00;3,38
127;1;Фора-Банк;1885;Москва и обл.;27 247 295,00;26 047 107,00;1 200 188,00;4,61
128;4;Сведбанк;3064;Москва и обл.;27 017 288,00;25 314 338,00;1 702 950,00;6,73
129;-2;Приморье;3001;Приморский край;26 849 914,00;26 225 587,00;624 327,00;2,38
130;-1;Пушкино;391;Москва и обл.;26 162 362,00;25 967 291,00;195 071,00;0,75
131;3;Смоленский Банк;2029;Смоленская обл.;26 093 559,00;24 968 064,00;1 125 495,00;4,51
132;-7;Мой Банк;2939;Москва и обл.;26 065 151,00;26 475 988,00;-410 837,00;-1,55
133;-2;Банк АВБ;23;Самарская обл.;26 013 760,00;25 322 247,00;691 513,00;2,73
134;3;Москоммерцбанк;3365;Москва и обл.;25 490 090,00;24 397 297,00;1 092 793,00;4,48
135;9;АМБ Банк;3036;Москва и обл.;25 488 747,00;22 907 565,00;2 581 182,00;11,27
136;-3;М2М Прайвет Банк;1414;Москва и обл.;25 305 494,00;24 986 200,00;319 294,00;1,28
137;-1;Липецккомбанк;1242;Липецкая обл.;24 983 586,00;24 808 754,00;174 832,00;0,70
138;-3;БФГ-Кредит;3068;Москва и обл.;24 352 891,00;24 872 123,00;-519 232,00;-2,09
139;4;Левобережный;1343;Новосибирская обл.;24 193 337,00;23 053 137,00;1 140 200,00;4,95
140;-1;Акибанк;2587;Татарстан;24 124 111,00;24 109 022,00;15 089,00;0,06
141;0;Кредит Урал Банк;2584;Челябинская обл.;23 676 188,00;23 482 999,00;193 189,00;0,82
142;4;МБА-Москва;3395;Москва и обл.;23 177 575,00;21 326 473,00;1 851 102,00;8,68
143;-5;Расчетная Палата РТС;3335;Москва и обл.;22 060 653,00;24 386 880,00;-2 326 227,00;-9,54
144;8;Агропромкредит;2880;Москва и обл.;21 935 868,00;19 974 563,00;1 961 305,00;9,82
145;0;Девон-Кредит;1972;Татарстан;21 584 089,00;21 538 439,00;45 650,00;0,21
146;1;Росэнергобанк;2211;Москва и обл.;21 119 296,00;20 888 649,00;230 647,00;1,10
147;2;Солидарность;554;Самарская обл.;20 878 312,00;20 514 203,00;364 109,00;1,77
148;0;ГПБ-Ипотека;2403;Москва и обл.;20 757 318,00;20 602 377,00;154 941,00;0,75
149;9;Банк Проектного Финансирования;1677;Москва и обл.;20 589 390,00;18 668 906,00;1 920 484,00;10,29
150;0;ФИА-Банк;2542;Самарская обл.;20 566 252,00;20 272 326,00;293 926,00;1,45
151;2;БМВ Банк;3482;Москва и обл.;20 532 796,00;19 850 038,00;682 758,00;3,44
152;2;Альта-Банк;2269;Москва и обл.;20 434 532,00;19 797 527,00;637 005,00;3,22
153;2;Урал ФД;249;Пермская обл.;20 168 876,00;19 719 672,00;449 204,00;2,28
154;-12;ПЧРБ Банк;3291;Москва и обл.;20 163 275,00;23 168 413,00;-3 005 138,00;-12,97
155;8;Экспобанк;2998;Москва и обл.;20 146 849,00;17 678 041,00;2 468 808,00;13,97
156;-16;Мир Бизнес Банк;3396;Москва и обл.;20 112 288,00;23 798 388,00;-3 686 100,00;-15,49
157;-6;Интерпрогрессбанк;600;Москва и обл.;20 080 871,00;20 030 966,00;49 905,00;0,25
158;2;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;19 186 361,00;18 151 104,00;1 035 257,00;5,70
159;-2;Образование;1521;Москва и обл.;19 068 287,00;18 858 204,00;210 083,00;1,11
160;7;Рост;2589;Москва и обл.;18 767 341,00;16 969 893,00;1 797 448,00;10,59
161;-5;С банк;2581;Москва и обл.;18 736 499,00;19 348 685,00;-612 186,00;-3,16
162;0;Натиксис Банк;3390;Москва и обл.;18 583 218,00;17 870 849,00;712 369,00;3,99
163;-2;Спурт Банк;2207;Татарстан;18 478 890,00;18 039 764,00;439 126,00;2,43
164;2;БыстроБанк;1745;Удмуртия;18 417 019,00;17 045 549,00;1 371 470,00;8,05
165;-6;Тимер Банк;1581;Татарстан;18 338 230,00;18 357 725,00;-19 495,00;-0,11
166;-2;Русстройбанк;3205;Москва и обл.;17 881 497,00;17 550 114,00;331 383,00;1,89
167;12;Мосстройэкономбанк (М Банк);948;Москва и обл.;17 826 696,00;14 990 297,00;2 836 399,00;18,92
168;0;Морской Банк;77;Москва и обл.;17 563 160,00;16 907 560,00;655 600,00;3,88
169;-4;Уралтрансбанк;812;Свердловская обл.;17 422 999,00;17 383 139,00;39 860,00;0,23
170;-1;Модульбанк;1927;Костромская обл.;17 369 198,00;16 903 997,00;465 201,00;2,75
171;1;НОМОС-Региобанк;539;Хабаровский край;16 976 985,00;16 408 240,00;568 745,00;3,47
172;-2;Энергобанк;67;Татарстан;16 628 784,00;16 730 124,00;-101 340,00;-0,61
173;10;Банк «Советский»;558;Санкт-Петербург и обл.;16 104 067,00;14 685 148,00;1 418 919,00;9,66
174;-1;Инвесткапиталбанк;2377;Башкортостан;15 785 845,00;15 702 381,00;83 464,00;0,53
175;-1;Норвик Банк;902;Кировская обл.;15 709 201,00;15 699 671,00;9 530,00;0,06
176;8;Аресбанк;2914;Москва и обл.;15 587 224,00;14 632 096,00;955 128,00;6,53
177;-2;ББР Банк;2929;Москва и обл.;15 555 086,00;15 345 942,00;209 144,00;1,36
178;2;НБД-Банк;1966;Нижегородская обл.;15 389 763,00;14 912 338,00;477 425,00;3,20
179;-3;Развитие-Столица;3013;Москва и обл.;15 366 070,00;15 094 172,00;271 898,00;1,80
180;-9;Европейский Трастовый Банк;2968;Москва и обл.;15 268 500,00;16 604 562,00;-1 336 062,00;-8,05
181;1;Курскпромбанк;735;Курская обл.;15 210 029,00;14 726 346,00;483 683,00;3,28
182;29;Мерседес-Бенц Банк Рус;3473;Москва и обл.;15 161 668,00;12 607 560,00;2 554 108,00;20,26
183;-5;Алмазэргиэнбанк;2602;Саха (Якутия);15 158 443,00;15 034 645,00;123 798,00;0,82
184;1;Легион;3117;Москва и обл.;15 075 325,00;14 526 772,00;548 553,00;3,78
185;-4;Рост Банк;2888;Татарстан;14 835 324,00;14 837 514,00;-2 190,00;-0,01
186;11;Пойдем!;2534;Москва и обл.;14 526 426,00;13 809 875,00;716 551,00;5,19
187;22;Огни Москвы;2328;Москва и обл.;14 523 858,00;12 680 713,00;1 843 145,00;14,54
188;8;Аверс;415;Татарстан;14 438 455,00;13 931 217,00;507 238,00;3,64
189;0;Интехбанк;2705;Татарстан;14 376 010,00;14 296 223,00;79 787,00;0,56
190;1;Эллипс Банк;1950;Нижегородская обл.;14 357 436,00;14 190 848,00;166 588,00;1,17
191;-5;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;14 318 567,00;14 424 118,00;-105 551,00;-0,73
192;1;Центркомбанк;2983;Москва и обл.;14 302 861,00;14 136 940,00;165 921,00;1,17
193;-6;Фининвест;671;Москва и обл.;14 281 674,00;14 391 965,00;-110 291,00;-0,77
194;-4;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;14 266 262,00;14 267 338,00;-1 076,00;-0,01
195;5;Ланта-Банк;1920;Москва и обл.;14 181 824,00;13 212 069,00;969 755,00;7,34
196;-1;Новокузнецкий Муниципальный Банк;2865;Кемеровская обл.;14 024 805,00;14 002 436,00;22 369,00;0,16
197;9;НК Банк;2755;Москва и обл.;13 892 196,00;12 721 424,00;1 170 772,00;9,20
198;4;Гута-Банк;256;Москва и обл.;13 693 793,00;13 072 735,00;621 058,00;4,75
199;2;Газэнергобанк;3252;Калужская обл.;13 655 643,00;13 072 741,00;582 902,00;4,46
200;-6;Сетелем Банк;2168;Москва и обл.;13 642 680,00;14 111 657,00;-468 977,00;-3,32
201;-3;АйМаниБанк;1975;Республика Алтай;13 479 229,00;13 585 768,00;-106 539,00;-0,78
202;1;Первомайский;518;Краснодарский край;13 477 018,00;13 063 260,00;413 758,00;3,17
203;1;ВУЗ-Банк;1557;Свердловская обл.;13 427 264,00;12 863 329,00;563 935,00;4,38
204;1;Банк ПСА Финанс Рус;3481;Москва и обл.;13 409 190,00;12 817 819,00;591 371,00;4,61
205;5;Гаранти Банк — Москва;3275;Москва и обл.;13 385 389,00;12 654 343,00;731 046,00;5,78
206;-14;Тольяттихимбанк;2507;Самарская обл.;13 350 844,00;14 161 279,00;-810 435,00;-5,72
207;6;Российский Кредит;324;Москва и обл.;13 166 016,00;12 463 736,00;702 280,00;5,63
208;7;РосДорБанк;1573;Москва и обл.;13 126 298,00;12 185 582,00;940 716,00;7,72
209;-2;Александровский;53;Санкт-Петербург и обл.;13 078 743,00;12 716 478,00;362 265,00;2,85
210;-11;МАСТ-Банк;3267;Москва и обл.;13 013 858,00;13 232 295,00;-218 437,00;-1,65
211;14;Гранд Инвест Банк;3053;Москва и обл.;12 847 815,00;11 098 244,00;1 749 571,00;15,76
212;-24;БКС Банк;101;Новосибирская обл.;12 846 990,00;14 382 281,00;-1 535 291,00;-10,67
213;6;Форштадт;2208;Оренбургская обл.;12 697 904,00;11 905 655,00;792 249,00;6,65
214;31;Национальный Банк Развития Бизнеса;2795;Москва и обл.;12 609 041,00;9 620 624,00;2 988 417,00;31,06
215;-38;Углеметбанк;2997;Челябинская обл.;12 593 603,00;15 042 931,00;-2 449 328,00;-16,28
216;2;Национальная Факторинговая Компания;3437;Москва и обл.;12 582 149,00;11 948 880,00;633 269,00;5,30
217;0;Энерготрансбанк;1307;Калининградская обл.;12 476 493,00;12 032 248,00;444 245,00;3,69
218;-6;Балтика;967;Санкт-Петербург и обл.;12 397 475,00;12 505 474,00;-107 999,00;-0,86
219;-11;АйСиБиСи Банк;3475;Москва и обл.;12 389 761,00;12 696 758,00;-306 997,00;-2,42
220;7;Алеф-Банк;2119;Москва и обл.;12 382 253,00;10 866 516,00;1 515 737,00;13,95
221;0;АктивКапитал Банк;3006;Самарская обл.;12 191 319,00;11 426 648,00;764 671,00;6,69
222;-6;Западный;2598;Москва и обл.;12 091 887,00;12 099 744,00;-7 857,00;-0,06
223;-9;Держава;2738;Москва и обл.;12 042 429,00;12 352 420,00;-309 991,00;-2,51
224;-4;Энергомашбанк;52;Санкт-Петербург и обл.;11 983 475,00;11 685 986,00;297 489,00;2,55
225;-3;Финпромбанк (ФПБ Банк);2157;Москва и обл.;11 900 107,00;11 336 183,00;563 924,00;4,97
226;2;ТЭМБР-Банк;2764;Москва и обл.;11 475 253,00;10 801 839,00;673 414,00;6,23
227;-4;Солидарность (Москва);1555;Москва и обл.;11 293 089,00;11 211 814,00;81 275,00;0,72
228;3;Нацинвестпромбанк;3077;Москва и обл.;11 244 653,00;10 489 379,00;755 274,00;7,20
229;15;Экопромбанк;2011;Пермская обл.;11 166 073,00;9 662 306,00;1 503 767,00;15,56
230;-6;СтарБанк;548;Москва и обл.;11 164 288,00;11 102 938,00;61 350,00;0,55
231;2;Квантмобайл Банк;1189;Омская обл.;10 966 762,00;10 281 331,00;685 431,00;6,67
232;-2;Хлынов;254;Кировская обл.;10 829 696,00;10 546 886,00;282 810,00;2,68
233;-4;Московское Ипотечное Агентство;3344;Москва и обл.;10 769 334,00;10 710 200,00;59 134,00;0,55
234;-8;Интрастбанк;3144;Москва и обл.;10 731 547,00;10 960 964,00;-229 417,00;-2,09
235;3;Бэнк оф Чайна;2309;Москва и обл.;10 619 011,00;9 841 167,00;777 844,00;7,90
236;1;Расчетно-Кредитный Банк;103;Москва и обл.;10 541 768,00;9 854 567,00;687 201,00;6,97
237;4;МАК-Банк;1088;Москва и обл.;10 516 018,00;9 778 829,00;737 189,00;7,54
238;-6;Социнвестбанк;1132;Башкортостан;10 411 665,00;10 359 042,00;52 623,00;0,51
239;-4;Прио-Внешторгбанк;212;Рязанская обл.;10 340 253,00;10 088 396,00;251 857,00;2,50
240;-1;ОФК Банк;2270;Москва и обл.;10 187 030,00;9 839 128,00;347 902,00;3,54
241;10;РосинтерБанк;226;Москва и обл.;10 086 672,00;9 238 594,00;848 078,00;9,18
242;5;СИАБ;3245;Санкт-Петербург и обл.;10 059 514,00;9 488 012,00;571 502,00;6,02
243;3;Экономбанк;1319;Саратовская обл.;10 040 965,00;9 513 606,00;527 359,00;5,54
244;-8;Банк24.ру;2227;Свердловская обл.;9 976 999,00;9 906 106,00;70 893,00;0,72
245;-5;Роспромбанк;3204;Москва и обл.;9 771 132,00;9 825 462,00;-54 330,00;-0,55
246;3;Международный Банк Развития;2704;Москва и обл.;9 698 849,00;9 322 593,00;376 256,00;4,04
247;6;РусЮгбанк;2093;Волгоградская обл.;9 630 510,00;9 169 055,00;461 455,00;5,03
248;2;Нефтяной Альянс;2859;Москва и обл.;9 607 143,00;9 282 386,00;324 757,00;3,50
249;9;Росэксимбанк;2790;Москва и обл.;9 552 624,00;8 981 098,00;571 526,00;6,36
250;-2;Банк Оренбург;3269;Оренбургская обл.;9 505 957,00;9 454 874,00;51 083,00;0,54
251;4;БайкалБанк;2632;Бурятия;9 424 677,00;9 160 998,00;263 679,00;2,88
252;10;Евромет;2902;Москва и обл.;9 372 954,00;8 770 055,00;602 899,00;6,87
253;-1;Башинвестбанк;2189;Башкортостан;9 345 511,00;9 188 282,00;157 229,00;1,71
254;23;Эс-Би-Ай Банк;3185;Москва и обл.;9 314 852,00;7 831 155,00;1 483 697,00;18,95
255;8;Европейский;1616;Калининградская обл.;9 218 003,00;8 767 996,00;450 007,00;5,13
256;5;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;9 165 733,00;8 874 011,00;291 722,00;3,29
257;-1;Рублев;3098;Москва и обл.;9 119 711,00;9 084 515,00;35 196,00;0,39
258;9;Международный Акционерный Банк;1987;Москва и обл.;9 116 617,00;8 381 603,00;735 014,00;8,77
259;-5;Экспресс;3084;Дагестан;9 113 753,00;9 167 030,00;-53 277,00;-0,58
260;-3;Банк Акцепт;567;Новосибирская обл.;9 091 216,00;9 022 951,00;68 265,00;0,76
261;-27;Адмиралтейский;3054;Москва и обл.;9 047 593,00;10 166 209,00;-1 118 616,00;-11,00
