Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Май, 2011, тыс. рублей;Апрель, 2011, тыс. рублей;Изменение, тыс. рублей;Изменение, %
802;10;ИСБ;3010;Москва и обл.;588 417,00;551 352,00;37 065,00;6,72
803;-4;Прохладный;874;Кабардино-Балкария;585 771,00;595 955,00;-10 184,00;-1,71
804;-23;Телекоммерц Банк;3380;Тульская обл.;578 418,00;663 630,00;-85 212,00;-12,84
805;22;Южный Региональный Банк;3015;Ростовская обл.;568 606,00;514 280,00;54 326,00;10,56
806;36;Элекснет;3314;Москва и обл.;567 195,00;455 348,00;111 847,00;24,56
807;-34;Северная Клиринговая Палата;3317;Архангельская обл.;563 248,00;699 142,00;-135 894,00;-19,44
808;-20;МТИ Банк;1052;Москва и обл.;562 103,00;636 761,00;-74 658,00;-11,72
809;1;Старый Кремль;2657;Москва и обл.;560 848,00;556 521,00;4 327,00;0,78
810;6;Взаимодействие;1704;Новосибирская обл.;551 969,00;544 709,00;7 260,00;1,33
811;0;ИстКом-Финанс;3435;Москва и обл.;548 520,00;555 038,00;-6 518,00;-1,17
812;10;Стар Альянс;3433;Москва и обл.;537 485,00;527 606,00;9 879,00;1,87
813;-11;Славянбанк;804;Новгородская обл.;537 248,00;583 237,00;-45 989,00;-7,89
814;0;Индустриальный Сберегательный Банк;3175;Москва и обл.;536 342,00;546 157,00;-9 815,00;-1,80
815;-32;Центр Межбанковских Расчетов;3400;Москва и обл.;535 322,00;656 301,00;-120 979,00;-18,43
816;-1;Прокоммерцбанк;2996;Москва и обл.;532 614,00;545 620,00;-13 006,00;-2,38
817;1;Кодекс;2746;Москва и обл.;529 059,00;532 959,00;-3 900,00;-0,73
818;23;Расчетный Дом;3350;Москва и обл.;528 307,00;466 059,00;62 248,00;13,36
819;10;Ресурс-Траст;3122;Москва и обл.;527 765,00;512 549,00;15 216,00;2,97
820;13;Си Ди Би Банк;3339;Краснодарский край;525 422,00;491 148,00;34 274,00;6,98
821;-8;Вакобанк;1291;Псковская обл.;524 965,00;550 190,00;-25 225,00;-4,58
822;-1;Тревел Банк;531;Москва и обл.;521 608,00;528 480,00;-6 872,00;-1,30
823;5;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;514 103,00;514 215,00;-112,00;-0,02
824;-5;Инвестиционный Республиканский Банк;2571;Москва и обл.;509 855,00;532 844,00;-22 989,00;-4,31
825;1;Банк ВВБ;1093;Ярославская обл.;506 630,00;515 594,00;-8 964,00;-1,74
826;-18;РУБанк;2813;Ростовская обл.;501 958,00;563 269,00;-61 311,00;-10,88
827;-2;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;499 890,00;517 323,00;-17 433,00;-3,37
828;7;Акция;927;Ивановская обл.;498 661,00;486 070,00;12 591,00;2,59
829;1;Ростфинанс;481;Ростовская обл.;498 176,00;502 399,00;-4 223,00;-0,84
830;7;Кубаньторгбанк;478;Краснодарский край;493 037,00;473 732,00;19 305,00;4,08
831;7;Геобанк;2027;Москва и обл.;489 513,00;471 679,00;17 834,00;3,78
832;49;Сибирский Энергетический Банк;2604;Москва и обл.;488 819,00;349 580,00;139 239,00;39,83
833;22;Вайлдберриз Банк;841;Адыгея;485 462,00;409 308,00;76 154,00;18,61
834;30;Алданзолотобанк;854;Саха (Якутия);481 073,00;382 542,00;98 531,00;25,76
835;-48;Олма-Банк;3250;Москва и обл.;475 707,00;641 880,00;-166 173,00;-25,89
836;-19;НСТ-Банк;1738;Оренбургская обл.;474 239,00;534 370,00;-60 131,00;-11,25
837;-32;Идеалбанк;3491;Москва и обл.;466 223,00;569 260,00;-103 037,00;-18,10
838;6;Дагестан;543;Дагестан;464 268,00;447 465,00;16 803,00;3,76
839;0;Миръ;3089;Москва и обл.;462 614,00;470 259,00;-7 645,00;-1,63
840;0;Плато-Банк;2071;Свердловская обл.;458 069,00;466 068,00;-7 999,00;-1,72
841;30;Платежи и Расчеты;3324;Самарская обл.;449 040,00;361 635,00;87 405,00;24,17
842;-33;Межбанковский Расчетный Центр;3325;Приморский край;446 939,00;561 130,00;-114 191,00;-20,35
843;4;Региональный Коммерческий Банк;836;Ульяновская обл.;444 935,00;436 956,00;7 979,00;1,83
844;2;Паритет;1860;Москва и обл.;444 160,00;436 964,00;7 196,00;1,65
845;9;Надежность;2425;Курганская обл.;441 201,00;411 253,00;29 948,00;7,28
846;-1;НКБ;2942;Калмыкия;439 208,00;442 232,00;-3 024,00;-0,68
847;-23;Ауэрбанк;3105;Москва и обл.;435 724,00;520 066,00;-84 342,00;-16,22
848;-16;Сунжа;2023;Ингушетия;433 949,00;496 212,00;-62 263,00;-12,55
849;7;Евросиб Банк;594;Псковская обл.;433 201,00;408 998,00;24 203,00;5,92
850;-2;Анталбанк;3115;Москва и обл.;428 508,00;433 958,00;-5 450,00;-1,26
851;-15;Трансинвестбанк;3238;Москва и обл.;423 705,00;476 028,00;-52 323,00;-10,99
852;0;Идея Банк;430;Краснодарский край;418 847,00;417 961,00;886,00;0,21
853;0;ИР-Кредит;1724;Москва и обл.;416 486,00;414 850,00;1 636,00;0,39
854;3;Вятич;2796;Рязанская обл.;416 193,00;408 149,00;8 044,00;1,97
855;5;Техноком;2614;Москва и обл.;410 717,00;393 618,00;17 099,00;4,34
856;6;Максимум;466;Ростовская обл.;407 131,00;385 450,00;21 681,00;5,62
857;15;Промсвязьинвест;2761;Дагестан;406 229,00;359 551,00;46 678,00;12,98
858;42;Церих;3278;Орловская обл.;403 772,00;305 786,00;97 986,00;32,04
859;19;Мурманский Расчетный Центр;3341;Мурманская обл.;399 127,00;354 016,00;45 111,00;12,74
860;-9;Принтбанк;546;Москва и обл.;392 690,00;418 141,00;-25 451,00;-6,09
861;21;Леноблбанк;1003;Санкт-Петербург и обл.;387 092,00;348 455,00;38 637,00;11,09
862;-12;Удмуртинвестстройбанк;2447;Удмуртия;384 749,00;419 405,00;-34 656,00;-8,26
863;5;РИТЦ Банк;2677;Москва и обл.;377 366,00;369 845,00;7 521,00;2,03
864;37;Гефест;1046;Тверская обл.;375 792,00;304 243,00;71 549,00;23,52
865;-4;Дружба;990;Тюменская обл.;373 527,00;387 704,00;-14 177,00;-3,66
866;9;Заубер Банк;1614;Карачаево-Черкесия;371 054,00;358 063,00;12 991,00;3,63
867;21;Конгресс-Банк;2330;Москва и обл.;368 887,00;326 675,00;42 212,00;12,92
868;11;Ипозембанк;3026;Самарская обл.;366 711,00;352 730,00;13 981,00;3,96
869;16;Объединенный Национальный Банк;2074;Москва и обл.;363 860,00;333 498,00;30 362,00;9,10
870;-11;Анджибанк;570;Дагестан;361 062,00;398 713,00;-37 651,00;-9,44
871;-2;Природа;3399;Москва и обл.;358 774,00;364 975,00;-6 201,00;-1,70
872;4;Соверен Банк;3206;Татарстан;356 890,00;357 999,00;-1 109,00;-0,31
873;-15;Имбанк;2098;Дагестан;356 484,00;401 298,00;-44 814,00;-11,17
874;94;Расчетный Банковский Центр;3487;Москва и обл.;355 739,00;123 144,00;232 595,00;188,88
875;-12;Платежный Сервисный Банк;1943;Башкортостан;355 684,00;384 827,00;-29 143,00;-7,57
876;11;Внешфинбанк;3173;Дагестан;353 402,00;329 095,00;24 307,00;7,39
877;12;Холдинвестбанк;2837;Москва и обл.;352 152,00;322 022,00;30 130,00;9,36
878;-13;Далта-Банк;142;Приморский край;348 632,00;381 685,00;-33 053,00;-8,66
879;-30;Банк Развития Бизнеса;1910;Кемеровская обл.;347 536,00;422 874,00;-75 338,00;-17,82
880;0;Кредпромбанк;1165;Ярославская обл.;344 521,00;351 124,00;-6 603,00;-1,88
881;-8;Российская Финансовая Корпорация;3099;Москва и обл.;341 914,00;358 283,00;-16 369,00;-4,57
882;14;Онлайн Банк;2462;Москва и обл.;338 265,00;313 410,00;24 855,00;7,93
883;-6;Таурус Банк;655;Челябинская обл.;336 205,00;354 913,00;-18 708,00;-5,27
884;2;Линк-Банк;2699;Москва и обл.;333 312,00;333 452,00;-140,00;-0,04
885;-19;Народный Инвестиционный Банк;2876;Самарская обл.;330 431,00;374 785,00;-44 354,00;-11,83
886;9;Энтузиастбанк;3048;Москва и обл.;327 111,00;315 916,00;11 195,00;3,54
887;10;Народный Банк Тувы;1309;Тыва;326 831,00;310 407,00;16 424,00;5,29
888;-4;Махачкалинский Городской Муниципальный Банк;3192;Дагестан;322 207,00;337 388,00;-15 181,00;-4,50
889;25;Информпрогресс;2166;Москва и обл.;321 522,00;273 094,00;48 428,00;17,73
890;1;Майский;1673;Кабардино-Балкария;315 105,00;318 674,00;-3 569,00;-1,12
891;1;Газтрансбанк;665;Адыгея;314 955,00;317 649,00;-2 694,00;-0,85
892;10;Камский Горизонт;2554;Татарстан;314 538,00;303 750,00;10 788,00;3,55
893;-10;МВС Банк;2407;Дагестан;314 326,00;344 341,00;-30 015,00;-8,72
894;10;Банк РСИ;3415;Москва и обл.;311 770,00;302 169,00;9 601,00;3,18
895;14;Народный Земельно-Промышленный Банк;2873;Алтайский край;310 978,00;294 465,00;16 513,00;5,61
896;-3;АлтайБизнес-Банк;2388;Алтайский край;310 974,00;317 400,00;-6 426,00;-2,02
897;19;Айви Банк;2055;Москва и обл.;309 739,00;269 723,00;40 016,00;14,84
898;27;ЮМК Банк;3495;Краснодарский край;309 226,00;252 150,00;57 076,00;22,64
899;-25;Русский Финансовый Альянс;2035;Москва и обл.;307 936,00;358 214,00;-50 278,00;-14,04
900;-30;Еврорасчет;3498;Москва и обл.;304 873,00;363 974,00;-59 101,00;-16,24
901;-2;Кредо Финанс;793;Дагестан;299 257,00;307 128,00;-7 871,00;-2,56
902;4;Азия Банк;3183;Москва и обл.;294 196,00;300 226,00;-6 030,00;-2,01
903;-5;АвтоКредитБанк;1973;Татарстан;290 692,00;308 807,00;-18 115,00;-5,87
904;1;Тальменка-Банк;826;Алтайский край;286 390,00;301 672,00;-15 282,00;-5,07
905;7;Дорис Банк;1679;Москва и обл.;284 383,00;284 350,00;33,00;0,01
906;-3;Логос;3233;Москва и обл.;282 846,00;302 183,00;-19 337,00;-6,40
907;-40;Евроинвест;3383;Москва и обл.;282 696,00;372 754,00;-90 058,00;-24,16
908;2;ЭнергоБизнес;3485;Москва и обл.;281 926,00;289 378,00;-7 452,00;-2,58
909;2;Терра;3476;Москва и обл.;281 855,00;286 254,00;-4 399,00;-1,54
910;9;КБЦ;914;Тверская обл.;280 892,00;260 993,00;19 899,00;7,62
911;12;Лидер;3304;Москва и обл.;275 689,00;253 675,00;22 014,00;8,68
912;3;Кошелев-Банк;3300;Нижегородская обл.;272 305,00;272 288,00;17,00;0,01
913;-23;Европейский Индустриальный Банк;2503;Москва и обл.;271 850,00;320 627,00;-48 777,00;-15,21
914;-6;Новый Коммерческий Банк;347;Дагестан;269 092,00;294 634,00;-25 542,00;-8,67
915;9;Континенталь;3184;Дагестан;261 588,00;252 737,00;8 851,00;3,50
916;6;Международный Строительный Банк;3484;Москва и обл.;259 304,00;255 844,00;3 460,00;1,35
917;10;Альтернатива;3452;Москва и обл.;258 207,00;249 135,00;9 072,00;3,64
918;8;Басманный;2158;Москва и обл.;253 208,00;251 321,00;1 887,00;0,75
919;-2;Еврокапитал-Альянс;2672;Дагестан;248 567,00;266 845,00;-18 278,00;-6,85
920;-7;Универсалтраст;3402;Москва и обл.;248 438,00;275 303,00;-26 865,00;-9,76
921;7;Фреско Банк;1415;Ярославская обл.;245 320,00;234 947,00;10 373,00;4,42
922;-2;Регнум;3373;Москва и обл.;237 797,00;258 715,00;-20 918,00;-8,09
923;6;Воронеж;654;Воронежская обл.;233 304,00;234 591,00;-1 287,00;-0,55
924;-6;ПрестижКредитБанк;2922;Дагестан;223 200,00;263 542,00;-40 342,00;-15,31
925;8;Центральная Расчетная Палата;3313;Москва и обл.;222 512,00;223 706,00;-1 194,00;-0,53
926;11;Межрегиональный центр микрокредитования;3489;Воронежская обл.;220 908,00;217 196,00;3 712,00;1,71
927;15;1Банк;2896;Северная Осетия — Алания;218 827,00;210 567,00;8 260,00;3,92
928;7;Европейский Стандарт;3200;Кабардино-Балкария;217 210,00;218 141,00;-931,00;-0,43
929;10;АББ;2937;Москва и обл.;216 225,00;216 769,00;-544,00;-0,25
930;1;Интеррасчет;1618;Карачаево-Черкесия;216 138,00;229 116,00;-12 978,00;-5,66
931;5;Евросоюз;3411;Москва и обл.;215 572,00;217 243,00;-1 671,00;-0,77
932;-2;Региональный Корпоративный Банк;1134;Ивановская обл.;213 704,00;232 660,00;-18 956,00;-8,15
933;5;Континент Финанс;149;Калужская обл.;213 335,00;217 063,00;-3 728,00;-1,72
934;-2;Невастройинвест;1926;Санкт-Петербург и обл.;211 810,00;227 876,00;-16 066,00;-7,05
935;5;ТЭСТ;3440;Москва и обл.;210 416,00;215 064,00;-4 648,00;-2,16
936;7;Таганрогбанк;3136;Ростовская обл.;207 066,00;210 300,00;-3 234,00;-1,54
937;-43;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;204 103,00;316 214,00;-112 111,00;-35,45
938;6;Дербент-Кредит;2090;Дагестан;202 164,00;209 673,00;-7 509,00;-3,58
940;7;Эно;1988;Дагестан;195 050,00;197 681,00;-2 631,00;-1,33
941;13;Лэнд Кредит;1478;Москва и обл.;194 057,00;179 264,00;14 793,00;8,25
942;3;Строительно-Коммерческий Банк;3050;Архангельская обл.;193 884,00;207 010,00;-13 126,00;-6,34
943;-2;Межрегиональный Банк Реконструкции;2620;Москва и обл.;193 831,00;211 496,00;-17 665,00;-8,35
944;4;Столичная расчетная палата;3419;Вологодская обл.;193 741,00;196 352,00;-2 611,00;-1,33
945;17;Алжан;2491;Дагестан;189 042,00;146 983,00;42 059,00;28,61
946;9;Инстройбанк;2743;Москва и обл.;185 886,00;169 135,00;16 751,00;9,90
947;;Европейский Экспресс;3449;Москва и обл.;181 557,00;-;-;
948;5;ГРиС-Банк;1928;Ставропольский край;181 218,00;187 008,00;-5 790,00;-3,10
949;11;Каспий;639;Дагестан;178 666,00;149 020,00;29 646,00;19,89
950;1;Рента-Банк;3095;Москва и обл.;178 615,00;190 982,00;-12 367,00;-6,48
951;-5;Тайдон;2085;Кемеровская обл.;173 666,00;197 835,00;-24 169,00;-12,22
952;9;К2 Банк;2851;Дагестан;161 799,00;146 991,00;14 808,00;10,07
953;18;Мигом;3323;Москва и обл.;161 389,00;115 411,00;45 978,00;39,84
954;-33;Городской Расчетный Центр;3346;Курганская обл.;159 551,00;256 243,00;-96 692,00;-37,73
955;4;Капиталбанк;2547;Ростовская обл.;158 521,00;154 489,00;4 032,00;2,61
956;0;Нафтабанк;715;Дагестан;157 927,00;162 195,00;-4 268,00;-2,63
957;-5;Межбанковский Кредитный Союз;3242;Москва и обл.;147 995,00;190 020,00;-42 025,00;-22,12
958;8;Бизнесбанк;2862;Дагестан;139 896,00;131 852,00;8 044,00;6,10
959;4;Зеленокумская;1239;Ставропольский край;138 248,00;145 192,00;-6 944,00;-4,78
960;-3;КредитАльянс;3472;Вологодская обл.;134 483,00;160 304,00;-25 821,00;-16,11
961;4;Банк Фридом Финанс;1143;Сахалинская обл.;133 950,00;134 825,00;-875,00;-0,65
962;7;Красноярский Краевой Расчетный Центр;3483;Красноярский край;132 174,00;120 667,00;11 507,00;9,54
963;7;Рунэтбанк;2829;Москва и обл.;129 619,00;117 055,00;12 564,00;10,73
964;3;Первый Депозитный Банк;1244;Тверская обл.;124 929,00;127 250,00;-2 321,00;-1,82
965;-7;Дальний Восток;3318;Тульская обл.;124 580,00;154 766,00;-30 186,00;-19,50
966;8;Финансовые Услуги;3496;Москва и обл.;112 540,00;100 414,00;12 126,00;12,08
967;5;Майма;1037;Республика Алтай;105 288,00;106 175,00;-887,00;-0,84
968;8;Транзит;2688;Дагестан;101 630,00;91 006,00;10 624,00;11,67
969;-5;Объединенная Расчетная Палата;3451;Москва и обл.;98 439,00;142 820,00;-44 381,00;-31,07
970;3;Умут;2435;Дагестан;93 750,00;100 610,00;-6 860,00;-6,82
971;-22;Платежный Клиринговый Дом;3343;Москва и обл.;84 843,00;192 925,00;-108 082,00;-56,02
972;-38;Женская Микрофинансовая Cеть;3458;Москва и обл.;78 850,00;219 634,00;-140 784,00;-64,10
973;7;РИБ;2749;Москва и обл.;71 687,00;63 608,00;8 079,00;12,70
974;4;Национальная Расчетная Компания;3386;Москва и обл.;66 874,00;70 052,00;-3 178,00;-4,54
975;4;Единая Расчетная Палата;384;Москва и обл.;65 804,00;66 663,00;-859,00;-1,29
976;1;Русское Финансовое Общество;3427;Москва и обл.;58 103,00;85 872,00;-27 769,00;-32,34
977;-2;Уральская Расчетная Палата;3326;Москва и обл.;56 061,00;92 649,00;-36 588,00;-39,49
978;4;Тувакредит;1202;Тыва;54 268,00;49 810,00;4 458,00;8,95
979;2;Вест;2605;Москва и обл.;50 889,00;51 506,00;-617,00;-1,20
980;4;Сулак;749;Дагестан;35 523,00;31 432,00;4 091,00;13,02
981;2;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;25 800,00;38 971,00;-13 171,00;-33,80
982;4;Первый Земельный Расчетный Центр;3381;Курская обл.;25 706,00;25 398,00;308,00;1,21
983;4;Тор Кредит;3497;Москва и обл.;23 551,00;23 553,00;-2,00;-0,01
984;1;Инновационный Расчетный Центр;3447;Москва и обл.;22 756,00;27 144,00;-4 388,00;-16,17
985;4;Сибирский Расчетный Центр;3308;Новосибирская обл.;21 422,00;17 642,00;3 780,00;21,43
986;2;Депозитный Кредитный Дом;3474;Москва и обл.;17 935,00;17 681,00;254,00;1,44
988;3;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;3 979,00;4 050,00;-71,00;-1,75
989;3;Межрегиональный Клиринговый Центр;3424;Москва и обл.;3 826,00;3 570,00;256,00;7,17
990;3;Международная Уральская Расчетная Палата;3322;Свердловская обл.;2 282,00;2 216,00;66,00;2,98
991;3;АРБ-Инкасс;3353;Москва и обл.;1 246,00;1 266,00;-20,00;-1,58
992;3;Финансово-Расчетный Центр;3319;Нижегородская обл.;1 148,00;1 147,00;1,00;0,09
