Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Май, 2011, тыс. рублей;Апрель, 2011, тыс. рублей;Изменение, тыс. рублей;Изменение, %
259;-1;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;7 384 113,00;7 210 353,00;173 760,00;2,41
260;-7;Международный Акционерный Банк;1987;Москва и обл.;7 379 174,00;7 515 290,00;-136 116,00;-1,81
261;0;Национальный Банк Развития Бизнеса;2795;Москва и обл.;7 366 900,00;7 152 325,00;214 575,00;3,00
262;-13;Екатеринбург;3161;Свердловская обл.;7 330 991,00;7 644 753,00;-313 762,00;-4,10
263;-8;Руснарбанк;3403;Москва и обл.;7 330 108,00;7 311 717,00;18 391,00;0,25
264;8;Евромет;2902;Москва и обл.;7 121 386,00;6 803 402,00;317 984,00;4,67
265;30;Новый Московский Банк;2932;Москва и обл.;6 980 229,00;5 894 306,00;1 085 923,00;18,42
266;12;Адмиралтейский;3054;Москва и обл.;6 972 415,00;6 633 250,00;339 165,00;5,11
267;7;БайкалБанк;2632;Бурятия;6 881 660,00;6 756 390,00;125 270,00;1,85
268;8;Рублев;3098;Москва и обл.;6 871 822,00;6 678 809,00;193 013,00;2,89
269;-2;Волго-Камский Банк;282;Самарская обл.;6 865 971,00;6 998 606,00;-132 635,00;-1,90
270;-4;Северная Казна;2083;Свердловская обл.;6 859 265,00;7 021 229,00;-161 964,00;-2,31
271;6;Темпбанк;55;Москва и обл.;6 809 528,00;6 649 781,00;159 747,00;2,40
272;30;СЭБ Банк;3235;Санкт-Петербург и обл.;6 800 176,00;5 715 457,00;1 084 719,00;18,98
273;-8;Кузнецкбизнесбанк;1158;Кемеровская обл.;6 791 012,00;7 053 992,00;-262 980,00;-3,73
274;-12;Русьуниверсалбанк;3293;Москва и обл.;6 777 812,00;7 122 569,00;-344 757,00;-4,84
275;5;НОМОС-Банк-Сибирь;410;Новосибирская обл.;6 760 313,00;6 580 903,00;179 410,00;2,73
276;-12;Ставропольпромстройбанк;1288;Ставропольский край;6 749 190,00;7 059 727,00;-310 537,00;-4,40
277;2;КС Банк;1752;Мордовия;6 654 181,00;6 611 104,00;43 077,00;0,65
278;5;Метробанк;2548;Москва и обл.;6 605 384,00;6 318 178,00;287 206,00;4,55
279;-6;АФ Банк;991;Башкортостан;6 575 590,00;6 779 055,00;-203 465,00;-3,00
280;1;Банк Акцепт;567;Новосибирская обл.;6 464 673,00;6 386 033,00;78 640,00;1,23
281;-12;Банк Премьер Кредит;1663;Коми;6 342 121,00;6 905 147,00;-563 026,00;-8,15
282;-47;Ури Банк;3479;Москва и обл.;6 324 756,00;8 632 222,00;-2 307 466,00;-26,73
283;-33;Замоскворецкий;1640;Москва и обл.;6 300 915,00;7 620 921,00;-1 320 006,00;-17,32
284;5;Белгородсоцбанк;760;Белгородская обл.;6 242 847,00;6 076 345,00;166 502,00;2,74
285;8;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;6 208 790,00;6 003 851,00;204 939,00;3,41
286;15;РусЮгбанк;2093;Волгоградская обл.;6 198 219,00;5 721 611,00;476 608,00;8,33
287;-2;Кредит-Москва;5;Москва и обл.;6 167 568,00;6 217 972,00;-50 404,00;-0,81
288;-1;Русь;704;Оренбургская обл.;6 143 631,00;6 165 080,00;-21 449,00;-0,35
289;2;Югра;880;Тюменская обл.;6 100 970,00;6 012 087,00;88 883,00;1,48
290;-2;Банк Раунд;2506;Москва и обл.;6 090 851,00;6 123 711,00;-32 860,00;-0,54
291;1;ОПМ-Банк;2734;Москва и обл.;6 060 558,00;6 011 380,00;49 178,00;0,82
292;-17;Банк Инноваций и Развития;2647;Москва и обл.;5 990 337,00;6 704 155,00;-713 818,00;-10,65
293;-7;СИАБ;3245;Санкт-Петербург и обл.;5 962 122,00;6 197 349,00;-235 227,00;-3,80
294;-4;Унифин;2654;Москва и обл.;5 943 588,00;6 029 741,00;-86 153,00;-1,43
295;32;Ишбанк;2867;Москва и обл.;5 929 410,00;4 898 441,00;1 030 969,00;21,05
296;21;Русский Земельный Банк;2810;Москва и обл.;5 890 806,00;5 275 221,00;615 585,00;11,67
297;0;Данске Банк;3307;Санкт-Петербург и обл.;5 835 643,00;5 813 209,00;22 434,00;0,39
298;9;Датабанк;646;Удмуртия;5 821 669,00;5 560 831,00;260 838,00;4,69
299;-3;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;5 800 128,00;5 816 239,00;-16 111,00;-0,28
300;18;Рост;2589;Москва и обл.;5 781 393,00;5 274 553,00;506 840,00;9,61
301;-1;Томскпромстройбанк;1720;Томская обл.;5 773 138,00;5 721 972,00;51 166,00;0,89
302;79;Международный Банк Развития;2704;Москва и обл.;5 735 603,00;3 745 020,00;1 990 583,00;53,15
303;2;ЕвроситиБанк;1869;Ставропольский край;5 718 058,00;5 592 878,00;125 180,00;2,24
304;16;Пойдем!;2534;Москва и обл.;5 659 871,00;5 206 640,00;453 231,00;8,70
305;-1;Хованский;2145;Москва и обл.;5 650 358,00;5 621 208,00;29 150,00;0,52
306;-8;Волга-Кредит;1153;Самарская обл.;5 641 344,00;5 749 110,00;-107 766,00;-1,87
307;6;Первый Экспресс;3237;Тульская обл.;5 636 185,00;5 409 247,00;226 938,00;4,20
308;14;Холдинг-Кредит;3030;Москва и обл.;5 628 787,00;5 158 982,00;469 805,00;9,11
309;-6;Лада-Кредит;2668;Самарская обл.;5 568 812,00;5 648 927,00;-80 115,00;-1,42
310;-11;Славянский Кредит;2960;Москва и обл.;5 536 909,00;5 738 150,00;-201 241,00;-3,51
311;123;Балтика;967;Санкт-Петербург и обл.;5 507 828,00;2 834 462,00;2 673 366,00;94,32
312;24;Банк Казани;708;Татарстан;5 484 370,00;4 678 548,00;805 822,00;17,22
313;1;Экспресс;3084;Дагестан;5 483 337,00;5 369 702,00;113 635,00;2,12
314;28;Финам Банк;2799;Москва и обл.;5 460 153,00;4 511 937,00;948 216,00;21,02
315;29;Платина;2347;Москва и обл.;5 437 375,00;4 500 737,00;936 638,00;20,81
316;-10;Огни Москвы;2328;Москва и обл.;5 410 660,00;5 580 441,00;-169 781,00;-3,04
317;-23;ПИР Банк;2655;Москва и обл.;5 349 180,00;5 998 584,00;-649 404,00;-10,83
318;-6;Автоторгбанк;2776;Москва и обл.;5 279 850,00;5 428 425,00;-148 575,00;-2,74
319;9;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;5 275 221,00;4 883 383,00;391 838,00;8,02
320;-12;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 273 515,00;5 557 113,00;-283 598,00;-5,10
321;-5;Потенциал;1019;Самарская обл.;5 226 331,00;5 287 659,00;-61 328,00;-1,16
322;46;Платежный Центр;3166;Новосибирская обл.;5 215 640,00;4 018 345,00;1 197 295,00;29,80
323;-12;ПВ-Банк;634;Ульяновская обл.;5 203 611,00;5 459 232,00;-255 621,00;-4,68
324;-5;Тусар;2712;Москва и обл.;5 181 064,00;5 212 465,00;-31 401,00;-0,60
325;-10;Бинбанк Мурманск;1276;Мурманская обл.;5 060 436,00;5 300 726,00;-240 290,00;-4,53
326;4;НИКО-Банк;702;Оренбургская обл.;5 039 576,00;4 829 723,00;209 853,00;4,35
327;-1;Региональный Банк Развития;2782;Башкортостан;5 000 561,00;4 921 612,00;78 949,00;1,60
328;-4;Рускобанк;138;Санкт-Петербург и обл.;4 979 905,00;5 001 952,00;-22 047,00;-0,44
329;-6;Бинбанк Тверь;777;Тверская обл.;4 965 766,00;5 042 644,00;-76 878,00;-1,52
330;11;Национальный Залоговый Банк;2944;Москва и обл.;4 958 671,00;4 573 809,00;384 862,00;8,41
331;9;Росавтобанк;2767;Москва и обл.;4 948 751,00;4 583 124,00;365 627,00;7,98
332;39;Уралкапиталбанк;2519;Башкортостан;4 941 708,00;3 984 070,00;957 638,00;24,04
333;-1;АйСиБиСи Банк;3475;Москва и обл.;4 856 207,00;4 774 568,00;81 639,00;1,71
334;-9;Бланк Банк;2368;Москва и обл.;4 846 583,00;4 993 109,00;-146 526,00;-2,93
335;-51;Генбанк;2490;Москва и обл.;4 826 951,00;6 267 044,00;-1 440 093,00;-22,98
336;19;Международный Коммерческий Банк;2524;Москва и обл.;4 825 538,00;4 235 666,00;589 872,00;13,93
337;-4;Автоградбанк;1455;Татарстан;4 818 755,00;4 774 355,00;44 400,00;0,93
338;-7;Северный Народный Банк;2721;Коми;4 788 140,00;4 826 974,00;-38 834,00;-0,80
339;18;ФДБ;3071;Москва и обл.;4 769 767,00;4 218 841,00;550 926,00;13,06
340;3;Русский Ипотечный Банк;1968;Москва и обл.;4 766 919,00;4 508 506,00;258 413,00;5,73
341;-6;Солид Банк;1329;Камчатская обл.;4 756 299,00;4 707 464,00;48 835,00;1,04
342;-3;Аверс;415;Татарстан;4 661 520,00;4 584 449,00;77 071,00;1,68
343;-9;Банк Торгового Финансирования;1982;Москва и обл.;4 640 481,00;4 756 816,00;-116 335,00;-2,45
344;5;Башинвестбанк;2189;Башкортостан;4 611 409,00;4 363 919,00;247 490,00;5,67
345;-7;Банк Кремлевский;2905;Москва и обл.;4 481 736,00;4 628 372,00;-146 636,00;-3,17
346;6;Волжский Социальный Банк;2428;Самарская обл.;4 472 517,00;4 360 630,00;111 887,00;2,57
347;-18;Вега-Банк;3270;Москва и обл.;4 460 723,00;4 861 628,00;-400 905,00;-8,25
348;-1;Актив Банк;2529;Мордовия;4 458 958,00;4 436 644,00;22 314,00;0,50
349;-3;Юг-Инвестбанк;2772;Краснодарский край;4 413 537,00;4 495 495,00;-81 958,00;-1,82
350;0;Витас Банк;1955;Москва и обл.;4 405 382,00;4 361 414,00;43 968,00;1,01
351;7;Промтрансбанк;2638;Башкортостан;4 390 951,00;4 196 847,00;194 104,00;4,62
352;26;Руссобанк;2313;Москва и обл.;4 363 719,00;3 881 218,00;482 501,00;12,43
353;0;Трансстройбанк;2807;Москва и обл.;4 303 365,00;4 315 546,00;-12 181,00;-0,28
354;5;Банк на Красных Воротах;2472;Москва и обл.;4 302 819,00;4 172 440,00;130 379,00;3,12
355;-4;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;4 273 180,00;4 361 009,00;-87 829,00;-2,01
356;4;Чувашкредитпромбанк;1280;Чувашия;4 264 544,00;4 150 249,00;114 295,00;2,75
357;-12;РАМ Банк;3480;Москва и обл.;4 254 644,00;4 500 290,00;-245 646,00;-5,46
358;4;Сибсоцбанк;2015;Алтайский край;4 226 003,00;4 146 709,00;79 294,00;1,91
359;4;Стратегия;2801;Москва и обл.;4 213 163,00;4 131 922,00;81 241,00;1,97
360;1;Монолит;1967;Москва и обл.;4 200 514,00;4 149 033,00;51 481,00;1,24
361;-24;Сибнефтебанк;385;Тюменская обл.;4 189 825,00;4 630 496,00;-440 671,00;-9,52
362;4;Риабанк;3434;Москва и обл.;4 141 616,00;4 028 279,00;113 337,00;2,81
363;-53;Сиббизнесбанк;2539;Тюменская обл.;4 056 875,00;5 513 276,00;-1 456 401,00;-26,42
364;12;Лесбанк;1598;Москва и обл.;4 044 131,00;3 910 945,00;133 186,00;3,41
365;8;Белгородпромстройбанк;1816;Белгородская обл.;4 025 794,00;3 961 013,00;64 781,00;1,64
366;16;Миллениум Банк;3423;Москва и обл.;4 011 436,00;3 742 564,00;268 872,00;7,18
367;12;Дагэнергобанк;3286;Дагестан;4 008 140,00;3 779 520,00;228 620,00;6,05
368;2;Зернобанк;2337;Алтайский край;3 996 854,00;4 006 420,00;-9 566,00;-0,24
369;3;Московский Нефтехимический Банк;1411;Москва и обл.;3 988 377,00;3 980 243,00;8 134,00;0,20
370;-88;Славия;2664;Москва и обл.;3 977 587,00;6 328 470,00;-2 350 883,00;-37,15
371;6;Софрино;2972;Москва и обл.;3 968 673,00;3 908 879,00;59 794,00;1,53
372;137;Киви Банк;2241;Москва и обл.;3 965 345,00;2 123 203,00;1 842 142,00;86,76
373;-25;Енисейский Объединенный Банк;2645;Красноярский край;3 901 377,00;4 404 043,00;-502 666,00;-11,41
374;-9;Экономикс-Банк;2136;Москва и обл.;3 897 021,00;4 058 572,00;-161 551,00;-3,98
375;-1;Вокбанк;312;Нижегородская обл.;3 896 252,00;3 938 675,00;-42 423,00;-1,08
376;-7;Ассоциация;732;Нижегородская обл.;3 866 968,00;4 012 331,00;-145 363,00;-3,62
377;12;Бинбанк Смоленск;1957;Смоленская обл.;3 787 190,00;3 564 595,00;222 595,00;6,24
378;21;Банкхаус Эрбе;1717;Москва и обл.;3 749 388,00;3 481 011,00;268 377,00;7,71
379;52;Эксперт Банк;2949;Омская обл.;3 746 187,00;2 971 696,00;774 491,00;26,06
380;-26;Банк Заречье;817;Татарстан;3 691 034,00;4 315 103,00;-624 069,00;-14,46
381;10;Межрегиональный промышленно-строительный банк;752;Мордовия;3 679 982,00;3 548 964,00;131 018,00;3,69
382;27;Дил-Банк;3384;Москва и обл.;3 669 209,00;3 290 447,00;378 762,00;11,51
383;-8;Голдман Сакс Банк;3490;Москва и обл.;3 659 006,00;3 912 715,00;-253 709,00;-6,48
384;10;ОФК Банк;2270;Москва и обл.;3 604 599,00;3 533 443,00;71 156,00;2,01
385;-18;Юникорбанк;2586;Москва и обл.;3 599 812,00;4 023 440,00;-423 628,00;-10,53
386;12;Транснациональный Банк;2108;Москва и обл.;3 598 968,00;3 482 849,00;116 119,00;3,33
387;19;Анкор Банк;889;Татарстан;3 588 516,00;3 343 204,00;245 312,00;7,34
388;-5;Хлебобанк;1812;Москва и обл.;3 585 967,00;3 692 291,00;-106 324,00;-2,88
389;-2;ВостСибтранскомбанк;2731;Иркутская обл.;3 569 255,00;3 578 933,00;-9 678,00;-0,27
390;7;;;;3 547 965,00;3 487 306,00;60 659,00;1,74
391;1;Банк Развития Технологий;3441;Москва и обл.;3 516 126,00;3 538 454,00;-22 328,00;-0,63
392;-6;Новобанк;1352;Новгородская обл.;3 508 254,00;3 603 640,00;-95 386,00;-2,65
393;-5;Банк Развития Региона;3315;Северная Осетия — Алания;3 506 957,00;3 574 089,00;-67 132,00;-1,88
394;-38;Экспресс-Кредит;210;Москва и обл.;3 469 176,00;4 230 806,00;-761 630,00;-18,00
395;7;Нижневолжский Коммерческий Банк;931;Саратовская обл.;3 441 624,00;3 410 602,00;31 022,00;0,91
396;9;Аскольд;2480;Смоленская обл.;3 439 270,00;3 387 016,00;52 254,00;1,54
397;16;Промрегионбанк;2123;Томская обл.;3 433 605,00;3 247 361,00;186 244,00;5,74
398;-14;Профит Банк;3234;Москва и обл.;3 430 985,00;3 663 072,00;-232 087,00;-6,34
399;52;Агросоюз;1459;Оренбургская обл.;3 426 124,00;2 712 696,00;713 428,00;26,30
400;7;Горбанк;2982;Санкт-Петербург и обл.;3 394 431,00;3 319 898,00;74 533,00;2,25
401;3;Евроальянс;1781;Ивановская обл.;3 383 380,00;3 397 684,00;-14 304,00;-0,42
402;-9;Орловский Социальный Банк;2921;Орловская обл.;3 380 230,00;3 534 648,00;-154 418,00;-4,37
403;178;Новокиб;1747;Кемеровская обл.;3 357 001,00;1 619 656,00;1 737 345,00;107,27
404;-1;Донинвест;1617;Ростовская обл.;3 346 375,00;3 404 872,00;-58 497,00;-1,72
405;7;Тюменьагропромбанк;917;Тюменская обл.;3 344 208,00;3 250 191,00;94 017,00;2,89
406;-5;Транспортный;3174;Москва и обл.;3 342 422,00;3 432 547,00;-90 125,00;-2,63
407;-7;Проминвестбанк;2433;Москва и обл.;3 326 184,00;3 459 072,00;-132 888,00;-3,84
408;-23;Донкомбанк;492;Ростовская обл.;3 319 616,00;3 647 201,00;-327 585,00;-8,98
409;9;Камский Коммерческий Банк;438;Татарстан;3 307 403,00;3 165 055,00;142 348,00;4,50
410;-14;Роял Кредит Банк;783;Хабаровский край;3 288 164,00;3 506 574,00;-218 410,00;-6,23
411;-1;Лайтбанк;3177;Москва и обл.;3 285 787,00;3 270 018,00;15 769,00;0,48
412;-1;Кранбанк;2271;Ивановская обл.;3 284 747,00;3 264 512,00;20 235,00;0,62
413;-18;Реалист Банк;1067;Иркутская обл.;3 227 204,00;3 517 228,00;-290 024,00;-8,25
414;8;Баренцбанк;2188;Мурманская обл.;3 215 792,00;3 096 303,00;119 489,00;3,86
415;1;Профессионал Банк;3296;Москва и обл.;3 196 334,00;3 172 055,00;24 279,00;0,77
416;-8;Хакасский Муниципальный Банк;1049;Хакасия;3 165 881,00;3 301 922,00;-136 041,00;-4,12
417;-27;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;3 156 662,00;3 554 261,00;-397 599,00;-11,19
418;-38;Промэнергобанк;2728;Вологодская обл.;3 138 968,00;3 764 489,00;-625 521,00;-16,62
419;-4;Ермак;1809;Тюменская обл.;3 113 696,00;3 172 451,00;-58 755,00;-1,85
420;-1;Банк БФТ;2273;Москва и обл.;3 112 667,00;3 138 402,00;-25 735,00;-0,82
421;44;Нейва;1293;Свердловская обл.;3 091 751,00;2 568 814,00;522 937,00;20,36
422;-2;Экси-Банк;2530;Санкт-Петербург и обл.;3 087 056,00;3 112 743,00;-25 687,00;-0,83
423;22;Стромкомбанк;404;Красноярский край;3 086 517,00;2 777 495,00;309 022,00;11,13
424;4;Развитие;2729;Карачаево-Черкесия;3 074 185,00;3 014 791,00;59 394,00;1,97
425;15;Объединенный Банк Развития;3345;Москва и обл.;3 030 934,00;2 796 515,00;234 419,00;8,38
426;3;Бинбанк Сургут;1701;Тюменская обл.;3 002 288,00;2 990 128,00;12 160,00;0,41
427;-13;Ураллига;1626;Челябинская обл.;2 991 398,00;3 190 077,00;-198 679,00;-6,23
428;19;Новопокровский;467;Краснодарский край;2 977 997,00;2 749 166,00;228 831,00;8,32
429;-65;Кузнецкий Мост;2254;Москва и обл.;2 974 085,00;4 082 680,00;-1 108 595,00;-27,15
430;-4;Инкаробанк;2696;Москва и обл.;2 914 899,00;3 038 724,00;-123 825,00;-4,07
431;-8;ПК-Банк;2652;Нижегородская обл.;2 914 019,00;3 085 528,00;-171 509,00;-5,56
432;-2;Уралпромбанк;2964;Челябинская обл.;2 913 777,00;2 975 835,00;-62 058,00;-2,09
433;-6;Капитал;575;Москва и обл.;2 910 355,00;3 019 753,00;-109 398,00;-3,62
434;-13;ЕвроАксис Банк;3273;Москва и обл.;2 909 618,00;3 108 113,00;-198 495,00;-6,39
435;15;Интерактивный Банк;3378;Москва и обл.;2 906 489,00;2 728 004,00;178 485,00;6,54
436;1;Азия-Инвест Банк;3303;Москва и обл.;2 885 160,00;2 815 398,00;69 762,00;2,48
437;11;Клиентский;2324;Москва и обл.;2 873 531,00;2 735 734,00;137 797,00;5,04
438;4;Стройлесбанк;2995;Тюменская обл.;2 864 454,00;2 786 376,00;78 078,00;2,80
439;-1;Нефтепромбанк;2156;Москва и обл.;2 853 532,00;2 808 026,00;45 506,00;1,62
440;4;Межрегиональный Почтовый Банк;3171;Москва и обл.;2 849 180,00;2 779 520,00;69 660,00;2,51
441;17;ИТ Банк;2609;Омская обл.;2 844 934,00;2 675 119,00;169 815,00;6,35
442;14;Преодоление;2649;Москва и обл.;2 830 766,00;2 692 840,00;137 926,00;5,12
443;6;Русский Торговый Банк;2842;Москва и обл.;2 811 536,00;2 729 880,00;81 656,00;2,99
444;-12;РНКБ;1354;Москва и обл.;2 808 461,00;2 907 026,00;-98 565,00;-3,39
445;-9;Первый Инвестиционный Банк;604;Москва и обл.;2 800 631,00;2 815 594,00;-14 963,00;-0,53
446;31;Банк БКФ;2684;Москва и обл.;2 762 341,00;2 490 028,00;272 313,00;10,94
447;184;Объединенная Расчетная Система;3342;Москва и обл.;2 748 480,00;1 376 863,00;1 371 617,00;99,62
448;7;Ипотека-Инвест;3070;Татарстан;2 743 160,00;2 697 191,00;45 969,00;1,70
449;-32;Сити Инвест Банк;3194;Санкт-Петербург и обл.;2 740 625,00;3 169 971,00;-429 346,00;-13,54
450;-25;Приоритет;3135;Самарская обл.;2 738 828,00;3 050 895,00;-312 067,00;-10,23
451;27;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;2 722 522,00;2 450 611,00;271 911,00;11,10
452;24;Банк Город;2644;Коми;2 702 718,00;2 490 107,00;212 611,00;8,54
453;-12;Международный Инвестиционный Банк;2742;Москва и обл.;2 690 877,00;2 790 292,00;-99 415,00;-3,56
454;0;Алтайкапиталбанк;2659;Алтайский край;2 686 566,00;2 708 782,00;-22 216,00;-0,82
455;4;РБА;3413;Ярославская обл.;2 684 265,00;2 641 346,00;42 919,00;1,62
456;-13;2Т Банк;625;Москва и обл.;2 678 697,00;2 785 667,00;-106 970,00;-3,84
457;14;НОКССбанк;3202;Волгоградская обл.;2 652 718,00;2 527 306,00;125 412,00;4,96
458;-6;ВЕБРР;3418;Москва и обл.;2 649 853,00;2 710 319,00;-60 466,00;-2,23
459;13;Интеркредит;3047;Москва и обл.;2 630 914,00;2 523 721,00;107 193,00;4,25
460;6;Крыловский;456;Краснодарский край;2 616 924,00;2 547 130,00;69 794,00;2,74
461;9;Век;2299;Москва и обл.;2 593 561,00;2 531 960,00;61 601,00;2,43
462;-9;Нацпромбанк;2360;Москва и обл.;2 592 674,00;2 710 190,00;-117 516,00;-4,34
463;4;Земский Банк;2900;Самарская обл.;2 567 551,00;2 541 108,00;26 443,00;1,04
464;0;Совинком;2302;Москва и обл.;2 515 586,00;2 589 925,00;-74 339,00;-2,87
465;18;Газстройбанк;2919;Москва и обл.;2 494 181,00;2 434 550,00;59 631,00;2,45
466;13;Мастер-Капитал;3011;Москва и обл.;2 493 747,00;2 445 655,00;48 092,00;1,97
467;7;Вкабанк;1027;Астраханская обл.;2 482 363,00;2 499 476,00;-17 113,00;-0,68
468;18;Зенит Сочи;232;Краснодарский край;2 481 910,00;2 410 243,00;71 667,00;2,97
469;-23;Джей энд Ти Банк;3061;Москва и обл.;2 481 266,00;2 771 698,00;-290 432,00;-10,48
470;55;Еврокоммерц;1777;Москва и обл.;2 462 783,00;2 008 143,00;454 640,00;22,64
471;-10;Камчаткомагропромбанк;545;Камчатская обл.;2 461 841,00;2 613 906,00;-152 065,00;-5,82
472;22;Милбанк;3256;Москва и обл.;2 458 421,00;2 321 289,00;137 132,00;5,91
473;12;Живаго Банк;2065;Рязанская обл.;2 449 917,00;2 414 486,00;35 431,00;1,47
474;-12;Нэклис-Банк;1671;Москва и обл.;2 445 857,00;2 613 479,00;-167 622,00;-6,41
475;7;Констанс-Банк;2228;Санкт-Петербург и обл.;2 435 853,00;2 435 604,00;249,00;0,01
476;-3;Аспект;608;Москва и обл.;2 432 579,00;2 519 986,00;-87 407,00;-3,47
477;-14;Оргбанк;3312;Москва и обл.;2 425 120,00;2 592 041,00;-166 921,00;-6,44
478;-3;Тульский Промышленник;2382;Тульская обл.;2 421 409,00;2 490 198,00;-68 789,00;-2,76
479;-19;Финансовый Стандарт;1053;Москва и обл.;2 414 409,00;2 628 063,00;-213 654,00;-8,13
480;16;Уссури;596;Хабаровский край;2 400 119,00;2 302 643,00;97 476,00;4,23
481;-57;Крокус-Банк;2682;Москва и обл.;2 394 189,00;3 066 695,00;-672 506,00;-21,93
482;20;Росбизнесбанк;1405;Москва и обл.;2 353 906,00;2 223 866,00;130 040,00;5,85
483;-26;Траст Капитал Банк;2741;Москва и обл.;2 353 322,00;2 683 944,00;-330 622,00;-12,32
484;13;Уралприватбанк;153;Свердловская обл.;2 349 462,00;2 272 276,00;77 186,00;3,40
485;32;С банк;2581;Москва и обл.;2 343 700,00;2 051 137,00;292 563,00;14,26
486;-18;Союзный;3236;Москва и обл.;2 326 762,00;2 536 505,00;-209 743,00;-8,27
487;-7;Московский Коммерческий Банк;3172;Москва и обл.;2 324 785,00;2 438 848,00;-114 063,00;-4,68
488;3;Ноябрьскнефтекомбанк;2274;Тюменская обл.;2 306 650,00;2 354 714,00;-48 064,00;-2,04
489;-20;Универсальный Кредит;2903;Москва и обл.;2 303 888,00;2 532 409,00;-228 521,00;-9,02
490;-51;Торгово-Строительный Банк;1250;Москва и обл.;2 296 676,00;2 800 724,00;-504 048,00;-18,00
491;14;Гагаринский;606;Москва и обл.;2 294 697,00;2 174 174,00;120 523,00;5,54
492;-11;Банк Расчетов и Сбережений;2617;Москва и обл.;2 288 845,00;2 436 735,00;-147 890,00;-6,07
493;-9;Социум-Банк;2881;Москва и обл.;2 281 628,00;2 418 327,00;-136 699,00;-5,65
494;-6;Мосуралбанк;2468;Москва и обл.;2 267 364,00;2 371 597,00;-104 233,00;-4,40
495;-5;Итуруп;2390;Сахалинская обл.;2 250 607,00;2 360 463,00;-109 856,00;-4,65
496;-7;РосинтерБанк;226;Москва и обл.;2 250 024,00;2 365 865,00;-115 841,00;-4,90
497;-4;Енисей;474;Красноярский край;2 249 347,00;2 336 778,00;-87 431,00;-3,74
498;0;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 241 461,00;2 251 519,00;-10 058,00;-0,45
499;48;Океан Банк;1697;Москва и обл.;2 222 782,00;1 891 638,00;331 144,00;17,51
500;4;Республиканский Банк;3277;Москва и обл.;2 203 537,00;2 180 690,00;22 847,00;1,05
501;-2;Кузнецкий;609;Пензенская обл.;2 203 128,00;2 247 786,00;-44 658,00;-1,99
502;13;Мосводоканалбанк;2863;Москва и обл.;2 175 908,00;2 075 335,00;100 573,00;4,85
503;67;НБК-Банк;3283;Москва и обл.;2 170 992,00;1 718 707,00;452 285,00;26,32
504;7;Аксонбанк;680;Костромская обл.;2 167 887,00;2 085 383,00;82 504,00;3,96
505;15;Гринфилдбанк;2711;Москва и обл.;2 151 009,00;2 028 142,00;122 867,00;6,06
506;-14;Спецсетьстройбанк;3062;Москва и обл.;2 148 702,00;2 352 090,00;-203 388,00;-8,65
507;3;Вологжанин;1896;Вологодская обл.;2 137 212,00;2 085 786,00;51 426,00;2,47
508;-2;РН Банк;170;Омская обл.;2 129 712,00;2 159 182,00;-29 470,00;-1,36
509;77;Арксбанк;1868;Москва и обл.;2 112 227,00;1 601 473,00;510 754,00;31,89
510;-2;Тагилбанк;1635;Свердловская обл.;2 108 928,00;2 124 787,00;-15 859,00;-0,75
511;-8;Долинск;857;Сахалинская обл.;2 108 186,00;2 185 240,00;-77 054,00;-3,53
512;-12;Норвик Банк;1407;Москва и обл.;2 084 768,00;2 239 150,00;-154 382,00;-6,89
513;-80;Система;2846;Москва и обл.;2 083 309,00;2 857 597,00;-774 288,00;-27,10
514;2;Городской Ипотечный Банк;1627;Москва и обл.;2 081 747,00;2 073 499,00;8 248,00;0,40
515;-20;Союзпромбанк;2965;Москва и обл.;2 080 271,00;2 309 182,00;-228 911,00;-9,91
516;-3;Витабанк;356;Санкт-Петербург и обл.;2 078 099,00;2 079 171,00;-1 072,00;-0,05
517;16;Синко-Банк;2838;Москва и обл.;2 063 665,00;1 969 025,00;94 640,00;4,81
518;5;Костромаселькомбанк;1115;Костромская обл.;2 060 905,00;2 015 741,00;45 164,00;2,24
519;7;Банк Экономический Союз;2798;Москва и обл.;2 056 584,00;2 007 530,00;49 054,00;2,44
520;4;Сберинвестбанк;1743;Свердловская обл.;2 055 664,00;2 015 219,00;40 445,00;2,01
521;0;Братский АНКБ;1144;Иркутская обл.;2 043 215,00;2 019 782,00;23 433,00;1,16
522;97;Бенифит-Банк;3229;Москва и обл.;2 039 033,00;1 425 105,00;613 928,00;43,08
523;16;Мой Банк. Ипотека;2436;Башкортостан;2 032 460,00;1 921 253,00;111 207,00;5,79
524;13;Финансовый Капитал;3288;Санкт-Петербург и обл.;2 025 499,00;1 938 189,00;87 310,00;4,50
525;-3;Бум-Банк;1137;Кабардино-Балкария;2 018 152,00;2 018 722,00;-570,00;-0,03
526;28;Инвестиционный Союз;637;Москва и обл.;2 017 396,00;1 842 093,00;175 303,00;9,52
