Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Апрель, 2013, тыс. рублей;Март, 2013, тыс. рублей;Изменение, тыс. рублей;Изменение, %
260;-2;Екатеринбург;3161;Свердловская обл.;10 354 879,00;10 135 766,00;219 113,00;2,16
261;1;БайкалБанк;2632;Бурятия;10 340 770,00;10 043 009,00;297 761,00;2,96
262;-6;Социнвестбанк;1132;Башкортостан;10 266 657,00;10 458 640,00;-191 983,00;-1,84
263;-6;Углеметбанк;2997;Челябинская обл.;10 207 345,00;10 425 820,00;-218 475,00;-2,10
264;1;Банк Оренбург;3269;Оренбургская обл.;10 190 669,00;10 009 238,00;181 431,00;1,81
265;-1;Международный Банк Развития;2704;Москва и обл.;10 137 947,00;10 032 354,00;105 593,00;1,05
266;17;Бэнк оф Чайна;2309;Москва и обл.;10 119 375,00;8 753 822,00;1 365 553,00;15,60
267;115;Банк Финсервис;3388;Москва и обл.;10 076 771,00;5 089 335,00;4 987 436,00;98,00
268;-26;Эс-Би-Ай Банк;3185;Москва и обл.;10 049 003,00;11 308 896,00;-1 259 893,00;-11,14
269;7;Нефтяной Альянс;2859;Москва и обл.;9 968 482,00;8 916 693,00;1 051 789,00;11,80
270;-15;Темпбанк;55;Москва и обл.;9 908 973,00;10 459 557,00;-550 584,00;-5,26
271;-12;Росэксимбанк;2790;Москва и обл.;9 891 808,00;10 062 644,00;-170 836,00;-1,70
272;-1;Гарант-Инвест;2576;Москва и обл.;9 882 912,00;9 472 548,00;410 364,00;4,33
273;-12;НОМОС-Банк-Сибирь;410;Новосибирская обл.;9 880 532,00;10 054 261,00;-173 729,00;-1,73
274;-5;Унифин;2654;Москва и обл.;9 827 321,00;9 858 623,00;-31 302,00;-0,32
275;-5;Промсбербанк;1043;Москва и обл.;9 753 045,00;9 610 290,00;142 755,00;1,49
276;-1;Русский Земельный Банк;2810;Москва и обл.;9 516 479,00;9 227 980,00;288 499,00;3,13
277;-5;Монолит;1967;Москва и обл.;9 516 398,00;9 308 307,00;208 091,00;2,24
278;-4;Генбанк;2490;Москва и обл.;9 451 757,00;9 229 044,00;222 713,00;2,41
279;34;Хованский;2145;Москва и обл.;9 276 746,00;7 225 825,00;2 050 921,00;28,38
280;-7;Первый Экспресс;3237;Тульская обл.;9 237 768,00;9 257 016,00;-19 248,00;-0,21
281;-4;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;9 230 191,00;8 907 263,00;322 928,00;3,63
282;-4;Клиентский;2324;Москва и обл.;8 988 940,00;8 879 262,00;109 678,00;1,24
283;-4;СЭБ Банк;3235;Санкт-Петербург и обл.;8 971 990,00;8 863 398,00;108 592,00;1,23
284;0;Евромет;2902;Москва и обл.;8 922 782,00;8 656 527,00;266 255,00;3,08
285;2;Уралкапиталбанк;2519;Башкортостан;8 890 821,00;8 490 022,00;400 799,00;4,72
286;0;Вега-Банк;3270;Москва и обл.;8 728 705,00;8 549 268,00;179 437,00;2,10
287;4;Финам Банк;2799;Москва и обл.;8 709 586,00;8 401 188,00;308 398,00;3,67
288;21;Автоторгбанк;2776;Москва и обл.;8 697 131,00;7 499 558,00;1 197 573,00;15,97
289;-4;Тусар;2712;Москва и обл.;8 686 364,00;8 559 746,00;126 618,00;1,48
290;-8;Белгородсоцбанк;760;Белгородская обл.;8 679 073,00;8 801 257,00;-122 184,00;-1,39
291;-10;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;8 655 018,00;8 803 708,00;-148 690,00;-1,69
292;2;ОПМ-Банк;2734;Москва и обл.;8 638 943,00;8 260 808,00;378 135,00;4,58
293;-4;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;8 585 385,00;8 423 495,00;161 890,00;1,92
294;-1;Банк Торгового Финансирования;1982;Москва и обл.;8 511 174,00;8 309 566,00;201 608,00;2,43
295;-7;Волго-Камский Банк;282;Самарская обл.;8 493 744,00;8 436 057,00;57 687,00;0,68
296;-4;Данске Банк;3307;Санкт-Петербург и обл.;8 485 023,00;8 384 458,00;100 565,00;1,20
297;2;Экспресс-Кредит;210;Москва и обл.;8 460 582,00;7 966 393,00;494 189,00;6,20
298;-18;Роспромбанк;3204;Москва и обл.;8 407 349,00;8 859 668,00;-452 319,00;-5,11
299;-2;КС Банк;1752;Мордовия;8 400 250,00;8 115 091,00;285 159,00;3,51
300;33;Славия;2664;Москва и обл.;8 293 888,00;6 268 011,00;2 025 877,00;32,32
301;-11;НИКО-Банк;702;Оренбургская обл.;8 234 626,00;8 415 555,00;-180 929,00;-2,15
302;-4;Солид Банк;1329;Камчатская обл.;8 163 379,00;7 995 677,00;167 702,00;2,10
303;-7;Дил-Банк;3384;Москва и обл.;8 134 458,00;8 171 537,00;-37 079,00;-0,45
304;-9;Кредит-Москва;5;Москва и обл.;8 097 830,00;8 174 897,00;-77 067,00;-0,94
305;0;Банк Жилищного Финансирования;3138;Москва и обл.;7 931 087,00;7 697 264,00;233 823,00;3,04
306;9;Финансовый Стандарт;1053;Москва и обл.;7 917 649,00;7 207 464,00;710 185,00;9,85
307;-7;ПИР Банк;2655;Москва и обл.;7 808 219,00;7 903 095,00;-94 876,00;-1,20
308;-6;Объединенный Капитал;2611;Санкт-Петербург и обл.;7 794 138,00;7 806 134,00;-11 996,00;-0,15
309;-3;Современный Коммерческий Инновационный Банк;3329;Москва и обл.;7 701 184,00;7 632 128,00;69 056,00;0,90
310;6;Агросоюз;1459;Москва и обл.;7 608 324,00;7 164 098,00;444 226,00;6,20
311;-8;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 596 652,00;7 734 205,00;-137 553,00;-1,78
312;-4;Снежинский;1376;Челябинская обл.;7 577 720,00;7 540 553,00;37 167,00;0,49
313;-9;Волга-Кредит;1153;Самарская обл.;7 577 093,00;7 713 655,00;-136 562,00;-1,77
314;-13;Русьуниверсалбанк;3293;Москва и обл.;7 469 415,00;7 830 600,00;-361 185,00;-4,61
315;-5;Башинвестбанк;2189;Башкортостан;7 452 404,00;7 315 232,00;137 172,00;1,88
316;-9;АФ Банк;991;Башкортостан;7 367 162,00;7 583 666,00;-216 504,00;-2,85
317;4;Ишбанк;2867;Москва и обл.;7 362 936,00;6 803 959,00;558 977,00;8,22
318;-7;РАМ Банк;3480;Москва и обл.;7 341 067,00;7 293 174,00;47 893,00;0,66
319;-5;Северо-Восточный Альянс;2768;Москва и обл.;7 329 513,00;7 219 344,00;110 169,00;1,53
320;-3;ЕвроситиБанк;1869;Ставропольский край;7 196 534,00;7 136 377,00;60 157,00;0,84
321;-3;Ренессанс;1939;Москва и обл.;7 192 656,00;7 112 764,00;79 892,00;1,12
322;20;Анталбанк;3115;Москва и обл.;7 123 402,00;6 136 179,00;987 223,00;16,09
323;-4;Промтрансбанк;2638;Башкортостан;6 996 941,00;7 070 125,00;-73 184,00;-1,04
324;-1;Датабанк;646;Удмуртия;6 973 074,00;6 721 561,00;251 513,00;3,74
325;-5;Рускобанк;138;Санкт-Петербург и обл.;6 969 473,00;6 924 554,00;44 919,00;0,65
326;0;Бенифит-Банк;3229;Москва и обл.;6 956 637,00;6 610 135,00;346 502,00;5,24
327;-15;Международный Коммерческий Банк;2524;Москва и обл.;6 910 848,00;7 263 011,00;-352 163,00;-4,85
328;0;Экономикс-Банк;2136;Москва и обл.;6 859 645,00;6 461 789,00;397 856,00;6,16
329;-7;Замоскворецкий;1640;Москва и обл.;6 797 674,00;6 733 128,00;64 546,00;0,96
330;-3;Автоградбанк;1455;Татарстан;6 719 713,00;6 586 167,00;133 546,00;2,03
331;0;Новый Московский Банк;2932;Москва и обл.;6 656 214,00;6 291 691,00;364 523,00;5,79
332;79;РЕСО Кредит;3450;Москва и обл.;6 654 633,00;4 565 880,00;2 088 753,00;45,75
333;-9;Томскпромстройбанк;1720;Томская обл.;6 621 557,00;6 692 480,00;-70 923,00;-1,06
334;1;Альба Альянс;2593;Москва и обл.;6 572 200,00;6 258 140,00;314 060,00;5,02
335;2;Софрино;2972;Москва и обл.;6 510 930,00;6 253 646,00;257 284,00;4,11
336;-4;Банк Инноваций и Развития;2647;Москва и обл.;6 469 064,00;6 284 324,00;184 740,00;2,94
337;1;Славянский Кредит;2960;Москва и обл.;6 402 460,00;6 232 074,00;170 386,00;2,73
338;-13;Ставропольпромстройбанк;1288;Ставропольский край;6 374 093,00;6 650 027,00;-275 934,00;-4,15
339;-5;Русь;704;Оренбургская обл.;6 282 277,00;6 267 394,00;14 883,00;0,24
340;6;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;6 266 637,00;6 100 440,00;166 197,00;2,72
341;45;Киви Банк;2241;Москва и обл.;6 241 823,00;4 998 155,00;1 243 668,00;24,88
342;-13;Банк Казани;708;Татарстан;6 203 251,00;6 400 657,00;-197 406,00;-3,08
343;7;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;6 197 221,00;5 940 617,00;256 604,00;4,32
344;-5;Национальный Залоговый Банк;2944;Москва и обл.;6 188 337,00;6 225 472,00;-37 135,00;-0,60
345;7;Нижневолжский Коммерческий Банк;931;Саратовская обл.;6 155 787,00;5 897 862,00;257 925,00;4,37
346;-10;Бинбанк Тверь;777;Тверская обл.;6 149 779,00;6 253 946,00;-104 167,00;-1,67
347;-6;Банк Оранжевый;1659;Санкт-Петербург и обл.;6 133 064,00;6 150 432,00;-17 368,00;-0,28
348;-1;Волжский Социальный Банк;2428;Самарская обл.;6 132 138,00;6 100 311,00;31 827,00;0,52
349;7;Бинбанк Мурманск;1276;Мурманская обл.;6 092 117,00;5 789 248,00;302 869,00;5,23
350;-5;Ассоциация;732;Нижегородская обл.;6 062 457,00;6 109 499,00;-47 042,00;-0,77
351;-21;Татсоцбанк;480;Татарстан;5 979 541,00;6 380 451,00;-400 910,00;-6,28
352;-9;Региональный Банк Развития;2782;Башкортостан;5 969 863,00;6 128 230,00;-158 367,00;-2,58
353;-4;Юг-Инвестбанк;2772;Краснодарский край;5 922 833,00;5 965 955,00;-43 122,00;-0,72
354;1;Белгородпромстройбанк;1816;Белгородская обл.;5 843 770,00;5 824 518,00;19 252,00;0,33
355;-15;Эксперт Банк;2949;Омская обл.;5 837 711,00;6 178 150,00;-340 439,00;-5,51
356;10;Спецсетьстройбанк;3062;Москва и обл.;5 830 971,00;5 421 073,00;409 898,00;7,56
357;2;Банк БФТ;2273;Москва и обл.;5 778 382,00;5 651 919,00;126 463,00;2,24
358;-4;Московский Нефтехимический Банк;1411;Москва и обл.;5 739 908,00;5 846 056,00;-106 148,00;-1,82
359;-2;Развитие;2729;Карачаево-Черкесия;5 716 943,00;5 729 995,00;-13 052,00;-0,23
360;1;Руссобанк;2313;Москва и обл.;5 679 038,00;5 587 565,00;91 473,00;1,64
361;-1;Сибнефтебанк;385;Тюменская обл.;5 668 040,00;5 630 314,00;37 726,00;0,67
362;-11;Вокбанк;312;Нижегородская обл.;5 657 744,00;5 925 727,00;-267 983,00;-4,52
363;-10;Банк на Красных Воротах;2472;Москва и обл.;5 596 605,00;5 867 347,00;-270 742,00;-4,61
364;-16;Профит Банк;3234;Москва и обл.;5 531 754,00;6 049 482,00;-517 728,00;-8,56
365;6;Дагэнергобанк;3286;Дагестан;5 492 719,00;5 316 819,00;175 900,00;3,31
366;6;Северный Народный Банк;2721;Коми;5 477 868,00;5 292 426,00;185 442,00;3,50
367;2;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;5 463 002,00;5 329 887,00;133 115,00;2,50
368;17;Нэклис-Банк;1671;Москва и обл.;5 451 502,00;5 025 837,00;425 665,00;8,47
369;5;Новопокровский;467;Краснодарский край;5 450 710,00;5 284 028,00;166 682,00;3,15
370;0;Русский Торговый Банк;2842;Москва и обл.;5 448 056,00;5 319 112,00;128 944,00;2,42
371;-27;ФДБ;3071;Москва и обл.;5 439 254,00;6 116 097,00;-676 843,00;-11,07
372;-5;Навигатор;2469;Москва и обл.;5 399 380,00;5 359 723,00;39 657,00;0,74
373;2;Трансстройбанк;2807;Москва и обл.;5 374 745,00;5 279 325,00;95 420,00;1,81
374;-16;Бланк Банк;2368;Москва и обл.;5 365 620,00;5 708 632,00;-343 012,00;-6,01
375;3;Банк Развития Региона;3315;Северная Осетия — Алания;5 346 744,00;5 209 564,00;137 180,00;2,63
376;15;Азия-Инвест Банк;3303;Москва и обл.;5 333 928,00;4 926 588,00;407 340,00;8,27
377;-9;Чувашкредитпромбанк;1280;Чувашия;5 320 490,00;5 336 275,00;-15 785,00;-0,30
378;-5;Мой Банк. Ипотека;2436;Башкортостан;5 302 509,00;5 285 407,00;17 102,00;0,32
379;-16;Актив Банк;2529;Мордовия;5 293 073,00;5 555 447,00;-262 374,00;-4,72
380;-3;Сибсоцбанк;2015;Алтайский край;5 288 573,00;5 213 058,00;75 515,00;1,45
381;8;Платина;2347;Москва и обл.;5 281 643,00;4 972 059,00;309 584,00;6,23
382;-2;Камский Коммерческий Банк;438;Татарстан;5 246 800,00;5 146 995,00;99 805,00;1,94
383;9;Еврокоммерц;1777;Москва и обл.;5 207 113,00;4 919 801,00;287 312,00;5,84
384;-5;Век;2299;Москва и обл.;5 198 878,00;5 148 465,00;50 413,00;0,98
385;-2;Инвестиционный Союз;637;Москва и обл.;5 166 148,00;5 064 959,00;101 189,00;2,00
386;-5;Анкор Банк;889;Татарстан;5 147 003,00;5 096 137,00;50 866,00;1,00
387;-3;Зернобанк;2337;Алтайский край;5 136 049,00;5 058 787,00;77 262,00;1,53
388;-12;Голдман Сакс Банк;3490;Москва и обл.;5 105 611,00;5 236 903,00;-131 292,00;-2,51
389;-2;Банк Развития Технологий;3441;Москва и обл.;5 076 415,00;4 977 806,00;98 609,00;1,98
390;5;Нефтепромбанк;2156;Москва и обл.;5 009 710,00;4 828 418,00;181 292,00;3,75
391;-1;Джей энд Ти Банк;3061;Москва и обл.;5 001 470,00;4 967 241,00;34 229,00;0,69
392;2;Банк БКФ;2684;Москва и обл.;4 976 215,00;4 867 864,00;108 351,00;2,23
393;28;Банк Заречье;817;Татарстан;4 966 294,00;4 174 801,00;791 493,00;18,96
394;2;Кранбанк;2271;Ивановская обл.;4 871 855,00;4 759 302,00;112 553,00;2,36
395;23;Объединенный Кредитный Банк;1118;Владимирская обл.;4 867 531,00;4 354 268,00;513 263,00;11,79
396;-8;2Т Банк;625;Москва и обл.;4 856 764,00;4 974 571,00;-117 807,00;-2,37
397;5;Промэнергобанк;2728;Вологодская обл.;4 821 675,00;4 693 058,00;128 617,00;2,74
398;3;Горбанк;2982;Санкт-Петербург и обл.;4 815 233,00;4 701 141,00;114 092,00;2,43
399;6;Таатта;1249;Саха (Якутия);4 815 079,00;4 666 946,00;148 133,00;3,17
400;-3;Торгово-Строительный Банк;1250;Москва и обл.;4 811 803,00;4 750 548,00;61 255,00;1,29
401;-8;Бинбанк Смоленск;1957;Смоленская обл.;4 803 320,00;4 882 306,00;-78 986,00;-1,62
402;5;Юникорбанк;2586;Москва и обл.;4 774 652,00;4 621 540,00;153 112,00;3,31
403;19;Банк Кремлевский;2905;Москва и обл.;4 756 421,00;4 169 432,00;586 989,00;14,08
404;15;Банкхаус Эрбе;1717;Москва и обл.;4 753 159,00;4 334 216,00;418 943,00;9,67
405;-40;Ури Банк;3479;Москва и обл.;4 743 375,00;5 452 148,00;-708 773,00;-13,00
406;-2;Лесбанк;1598;Москва и обл.;4 716 512,00;4 673 927,00;42 585,00;0,91
407;3;Эл Банк;1025;Самарская обл.;4 665 330,00;4 566 393,00;98 937,00;2,17
408;-9;Риабанк;3434;Москва и обл.;4 652 091,00;4 712 966,00;-60 875,00;-1,29
409;-9;Межтрастбанк;2493;Москва и обл.;4 610 306,00;4 702 633,00;-92 327,00;-1,96
410;2;Реалист Банк;1067;Иркутская обл.;4 589 980,00;4 561 967,00;28 013,00;0,61
411;-3;ВостСибтранскомбанк;2731;Иркутская обл.;4 541 759,00;4 619 746,00;-77 987,00;-1,69
412;-3;Северный Кредит;2398;Вологодская обл.;4 512 239,00;4 574 850,00;-62 611,00;-1,37
413;11;Стратегия;2801;Москва и обл.;4 458 309,00;4 147 836,00;310 473,00;7,49
414;1;Хакасский Муниципальный Банк;1049;Хакасия;4 458 038,00;4 417 396,00;40 642,00;0,92
415;13;Газстройбанк;2919;Москва и обл.;4 434 057,00;4 114 838,00;319 219,00;7,76
416;4;Экси-Банк;2530;Санкт-Петербург и обл.;4 429 361,00;4 324 891,00;104 470,00;2,42
417;-14;Межрегиональный Почтовый Банк;3171;Москва и обл.;4 383 974,00;4 688 882,00;-304 908,00;-6,50
418;34;Церих;3278;Орловская обл.;4 376 784,00;3 500 605,00;876 179,00;25,03
419;-21;Банк Раунд;2506;Москва и обл.;4 355 527,00;4 730 079,00;-374 552,00;-7,92
420;-14;Ермак;1809;Тюменская обл.;4 343 493,00;4 661 840,00;-318 347,00;-6,83
421;-5;Проминвестбанк;2433;Москва и обл.;4 313 094,00;4 414 288,00;-101 194,00;-2,29
422;-58;Кузнецкий Мост;2254;Москва и обл.;4 269 163,00;5 516 358,00;-1 247 195,00;-22,61
423;-10;Донкомбанк;492;Ростовская обл.;4 223 231,00;4 560 088,00;-336 857,00;-7,39
424;-10;Зенит Сочи;232;Краснодарский край;4 207 802,00;4 421 160,00;-213 358,00;-4,83
425;14;Русский Трастовый Банк;1139;Москва и обл.;4 092 553,00;3 785 135,00;307 418,00;8,12
426;16;Мосуралбанк;2468;Москва и обл.;4 085 934,00;3 682 459,00;403 475,00;10,96
427;5;Нейва;1293;Свердловская обл.;4 082 812,00;3 944 525,00;138 287,00;3,51
428;-3;Новобанк;1352;Новгородская обл.;4 075 552,00;4 132 637,00;-57 085,00;-1,38
429;42;Почта Банк;650;Москва и обл.;4 051 896,00;3 220 126,00;831 770,00;25,83
430;35;Невский Банк;1068;Санкт-Петербург и обл.;4 044 995,00;3 295 492,00;749 503,00;22,74
431;14;Витабанк;356;Санкт-Петербург и обл.;4 021 835,00;3 660 507,00;361 328,00;9,87
432;-5;Финансовый Капитал;3288;Санкт-Петербург и обл.;4 017 810,00;4 124 114,00;-106 304,00;-2,58
433;8;Банк ИТБ;3128;Москва и обл.;3 964 536,00;3 688 794,00;275 742,00;7,48
434;3;Оргбанк;3312;Москва и обл.;3 960 804,00;3 841 061,00;119 743,00;3,12
435;-5;Промрегионбанк;2123;Томская обл.;3 952 401,00;4 005 438,00;-53 037,00;-1,32
436;-13;Стройлесбанк;2995;Тюменская обл.;3 951 871,00;4 165 208,00;-213 337,00;-5,12
437;25;Кроссинвестбанк;2849;Москва и обл.;3 920 918,00;3 388 929,00;531 989,00;15,70
438;32;Объединенная Расчетная Система;3342;Москва и обл.;3 890 406,00;3 224 091,00;666 315,00;20,67
439;12;Аскольд;2480;Смоленская обл.;3 884 500,00;3 526 980,00;357 520,00;10,14
440;-7;Донинвест;1617;Ростовская обл.;3 859 378,00;3 931 597,00;-72 219,00;-1,84
441;-15;Москва-Сити;3247;Москва и обл.;3 847 652,00;4 125 912,00;-278 260,00;-6,74
442;1;Мастер-Капитал;3011;Москва и обл.;3 832 288,00;3 671 126,00;161 162,00;4,39
443;-7;Кузнецкий;609;Пензенская обл.;3 818 759,00;3 843 961,00;-25 202,00;-0,66
444;2;Консервативный Коммерческий Банк;1087;Астраханская обл.;3 808 035,00;3 648 325,00;159 710,00;4,38
445;-14;Енисейский Объединенный Банк;2645;Красноярский край;3 802 830,00;3 946 932,00;-144 102,00;-3,65
446;-11;Межрегиональный промышленно-строительный банк;752;Мордовия;3 761 986,00;3 862 365,00;-100 379,00;-2,60
447;-9;Земский Банк;2900;Самарская обл.;3 727 058,00;3 786 111,00;-59 053,00;-1,56
448;2;Тюменьагропромбанк;917;Тюменская обл.;3 684 075,00;3 563 317,00;120 758,00;3,39
449;-15;Приоритет;3135;Самарская обл.;3 649 647,00;3 918 226,00;-268 579,00;-6,85
450;4;Сберинвестбанк;1743;Свердловская обл.;3 643 482,00;3 443 474,00;200 008,00;5,81
451;5;Эргобанк;2856;Москва и обл.;3 642 149,00;3 418 018,00;224 131,00;6,56
452;-5;Универсальный Кредит;2903;Москва и обл.;3 596 375,00;3 641 973,00;-45 598,00;-1,25
453;-13;УМ-Банк;1441;Свердловская обл.;3 588 600,00;3 765 443,00;-176 843,00;-4,70
454;-5;Роял Кредит Банк;783;Хабаровский край;3 563 923,00;3 596 834,00;-32 911,00;-0,91
455;14;Мираф-Банк;2244;Омская обл.;3 531 220,00;3 232 761,00;298 459,00;9,23
456;29;Констанс-Банк;2228;Санкт-Петербург и обл.;3 526 677,00;2 984 215,00;542 462,00;18,18
457;-13;ИТ Банк;2609;Омская обл.;3 514 884,00;3 663 696,00;-148 812,00;-4,06
458;5;Союзный;3236;Москва и обл.;3 488 458,00;3 301 201,00;187 257,00;5,67
459;1;Форус Банк;3457;Нижегородская обл.;3 446 693,00;3 390 554,00;56 139,00;1,66
460;1;Милбанк;3256;Москва и обл.;3 417 197,00;3 389 653,00;27 544,00;0,81
461;5;Камчаткомагропромбанк;545;Камчатская обл.;3 410 977,00;3 285 324,00;125 653,00;3,82
462;43;Система;2846;Москва и обл.;3 392 359,00;2 706 249,00;686 110,00;25,35
463;-5;Смартбанк;3408;Москва и обл.;3 391 024,00;3 413 491,00;-22 467,00;-0,66
464;-11;Евроальянс;1781;Ивановская обл.;3 389 386,00;3 468 738,00;-79 352,00;-2,29
465;53;Богородский Муниципальный Банк;2992;Москва и обл.;3 383 070,00;2 496 748,00;886 322,00;35,50
466;-7;Синко-Банк;2838;Москва и обл.;3 361 989,00;3 400 263,00;-38 274,00;-1,13
467;6;Сити Инвест Банк;3194;Санкт-Петербург и обл.;3 318 102,00;3 152 008,00;166 094,00;5,27
468;0;Алтайкапиталбанк;2659;Алтайский край;3 313 673,00;3 255 296,00;58 377,00;1,79
469;-12;Профессионал Банк;3296;Москва и обл.;3 305 687,00;3 415 401,00;-109 714,00;-3,21
470;-15;Еврокредит;2957;Москва и обл.;3 301 531,00;3 426 914,00;-125 383,00;-3,66
471;7;Уссури;596;Хабаровский край;3 295 161,00;3 067 526,00;227 635,00;7,42
472;39;Интеркредит;3047;Москва и обл.;3 222 656,00;2 594 695,00;627 961,00;24,20
473;-1;Живаго Банк;2065;Рязанская обл.;3 200 342,00;3 158 683,00;41 659,00;1,32
474;27;Финансово-Промышленный Капитал;3295;Москва и обл.;3 171 060,00;2 763 777,00;407 283,00;14,74
475;8;Океан Банк;1697;Москва и обл.;3 166 293,00;2 989 481,00;176 812,00;5,91
476;6;Венец;524;Ульяновская обл.;3 155 540,00;3 021 143,00;134 397,00;4,45
477;-1;Уралпромбанк;2964;Челябинская обл.;3 148 494,00;3 108 103,00;40 391,00;1,30
478;-3;Интерактивный Банк;3378;Москва и обл.;3 134 586,00;3 131 974,00;2 612,00;0,08
479;1;Аксонбанк;680;Костромская обл.;3 116 829,00;3 051 822,00;65 007,00;2,13
480;1;Банк Экономический Союз;2798;Москва и обл.;3 111 547,00;3 044 845,00;66 702,00;2,19
481;34;Компания Розничного Кредитования;3385;Москва и обл.;3 106 291,00;2 525 227,00;581 064,00;23,01
482;-8;РБА;3413;Ярославская обл.;3 075 022,00;3 141 401,00;-66 379,00;-2,11
483;-16;Бинбанк Сургут;1701;Тюменская обл.;3 040 688,00;3 258 103,00;-217 415,00;-6,67
484;14;Лайтбанк;3177;Москва и обл.;3 012 644,00;2 821 488,00;191 156,00;6,78
485;2;Росбизнесбанк;1405;Москва и обл.;2 995 837,00;2 972 973,00;22 864,00;0,77
486;2;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 978 835,00;2 939 963,00;38 872,00;1,32
487;7;Гринфилдбанк;2711;Москва и обл.;2 969 766,00;2 864 246,00;105 520,00;3,68
488;9;Совинком;2302;Москва и обл.;2 951 037,00;2 846 055,00;104 982,00;3,69
489;45;Банк РМП;2574;Москва и обл.;2 943 921,00;2 360 401,00;583 520,00;24,72
490;-128;Тройка-Д Банк;3431;Москва и обл.;2 933 658,00;5 558 995,00;-2 625 337,00;-47,23
491;-14;Региональный Кредитный Банк;1608;Калининградская обл.;2 930 620,00;3 096 564,00;-165 944,00;-5,36
492;-13;ЕвроАксис Банк;3273;Москва и обл.;2 923 398,00;3 063 613,00;-140 215,00;-4,58
493;2;Крыловский;456;Краснодарский край;2 911 121,00;2 852 581,00;58 540,00;2,05
494;-5;Тульский Промышленник;2382;Тульская обл.;2 904 356,00;2 910 704,00;-6 348,00;-0,22
495;35;Европейский Индустриальный Банк;2503;Москва и обл.;2 900 971,00;2 390 255,00;510 716,00;21,37
496;23;Итуруп;2390;Сахалинская обл.;2 888 285,00;2 489 833,00;398 452,00;16,00
497;-13;Долинск;857;Сахалинская обл.;2 884 791,00;2 988 028,00;-103 237,00;-3,46
498;-7;Коммерческий Индо Банк;3446;Москва и обл.;2 872 636,00;2 870 600,00;2 036,00;0,07
499;-70;Вкабанк;1027;Астраханская обл.;2 863 346,00;4 093 329,00;-1 229 983,00;-30,05
500;-4;НОКССбанк;3202;Волгоградская обл.;2 826 398,00;2 846 576,00;-20 178,00;-0,71
501;-8;Енисей;474;Красноярский край;2 813 728,00;2 864 328,00;-50 600,00;-1,77
502;2;Профессионал Банк;2471;Москва и обл.;2 802 948,00;2 715 336,00;87 612,00;3,23
503;-3;НБК-Банк;3283;Москва и обл.;2 794 637,00;2 797 210,00;-2 573,00;-0,09
504;-12;Преодоление;2649;Москва и обл.;2 774 534,00;2 869 624,00;-95 090,00;-3,31
505;1;Вологжанин;1896;Вологодская обл.;2 739 960,00;2 676 160,00;63 800,00;2,38
506;-16;Московский Коммерческий Банк;3172;Москва и обл.;2 737 487,00;2 887 025,00;-149 538,00;-5,18
507;-8;Ураллига;1626;Челябинская обл.;2 720 138,00;2 809 150,00;-89 012,00;-3,17
508;4;Диг-Банк;2423;Северная Осетия — Алания;2 717 931,00;2 591 159,00;126 772,00;4,89
509;-2;Агророс;2860;Саратовская обл.;2 708 627,00;2 667 710,00;40 917,00;1,53
510;-24;Сиббизнесбанк;2539;Тюменская обл.;2 695 403,00;2 976 682,00;-281 279,00;-9,45
511;13;Витязь;2890;Москва и обл.;2 678 218,00;2 417 785,00;260 433,00;10,77
512;8;Инкаробанк;2696;Москва и обл.;2 677 215,00;2 489 165,00;188 050,00;7,55
513;-5;Резерв;2364;Челябинская обл.;2 639 342,00;2 621 397,00;17 945,00;0,68
514;27;ПК-Банк;2652;Нижегородская обл.;2 609 652,00;2 308 022,00;301 630,00;13,07
515;-6;Костромаселькомбанк;1115;Костромская обл.;2 593 772,00;2 602 556,00;-8 784,00;-0,34
516;9;Верхневолжский;1084;Ярославская обл.;2 586 942,00;2 410 642,00;176 300,00;7,31
517;-14;Коммерческий Банк Развития;3364;Москва и обл.;2 557 444,00;2 735 779,00;-178 335,00;-6,52
518;-4;ИпоТек Банк;2794;Москва и обл.;2 538 926,00;2 542 812,00;-3 886,00;-0,15
519;10;Владпромбанк;870;Владимирская обл.;2 523 359,00;2 395 085,00;128 274,00;5,36
520;-10;Национальный Банк Сбережений;1949;Ивановская обл.;2 513 197,00;2 595 375,00;-82 178,00;-3,17
521;37;Инбанк;1829;Москва и обл.;2 507 180,00;2 177 753,00;329 427,00;15,13
522;13;Идея Банк;430;Краснодарский край;2 502 496,00;2 349 685,00;152 811,00;6,50
523;10;Аспект;608;Москва и обл.;2 498 486,00;2 378 906,00;119 580,00;5,03
524;-11;Гагаринский;606;Москва и обл.;2 492 128,00;2 559 542,00;-67 414,00;-2,63
525;17;Крокус-Банк;2682;Москва и обл.;2 484 336,00;2 303 133,00;181 203,00;7,87
526;-3;Интеркапитал-Банк;2706;Мордовия;2 481 085,00;2 429 152,00;51 933,00;2,14
