Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Апрель, 2013, тыс. рублей;Март, 2013, тыс. рублей;Изменение, тыс. рублей;Изменение, %
799;17;Кутузовский;3190;Москва и обл.;635 780,00;537 173,00;98 607,00;18,36
800;2;Майский;1673;Кабардино-Балкария;634 300,00;620 307,00;13 993,00;2,26
801;-10;Банк Развития Бизнеса;1910;Кемеровская обл.;632 541,00;670 434,00;-37 893,00;-5,65
802;-5;Арксбанк;1868;Воронежская обл.;622 851,00;642 866,00;-20 015,00;-3,11
803;21;Вайлдберриз Банк;841;Адыгея;620 769,00;511 662,00;109 107,00;21,32
804;-19;Европейский Экспресс;3449;Москва и обл.;618 522,00;710 256,00;-91 734,00;-12,92
805;-4;Лада-Кредит;2668;Самарская обл.;615 033,00;622 835,00;-7 802,00;-1,25
806;-1;Эко-Инвест;3116;Москва и обл.;608 113,00;610 088,00;-1 975,00;-0,32
807;0;СМБ-Банк;3504;Санкт-Петербург и обл.;607 090,00;598 567,00;8 523,00;1,42
808;6;Банк ВВБ;1093;Ярославская обл.;605 045,00;549 468,00;55 577,00;10,11
809;12;Внешфинбанк;3173;Краснодарский край;603 256,00;520 148,00;83 108,00;15,98
810;10;Тальменка-Банк;826;Алтайский край;598 097,00;523 287,00;74 810,00;14,30
811;-15;Ресурс-Траст;3122;Москва и обл.;596 993,00;646 298,00;-49 305,00;-7,63
812;-4;РУБанк;2813;Ростовская обл.;596 421,00;574 100,00;22 321,00;3,89
813;-3;Объединенный Национальный Банк;2074;Москва и обл.;588 307,00;565 774,00;22 533,00;3,98
814;-20;Холдинвестбанк;2837;Москва и обл.;578 019,00;650 491,00;-72 472,00;-11,14
815;-11;Одинбанк;3197;Москва и обл.;561 960,00;612 251,00;-50 291,00;-8,21
816;16;Европейский Стандарт;3200;Кабардино-Балкария;560 582,00;485 847,00;74 735,00;15,38
817;-11;Анджибанк;570;Дагестан;560 271,00;606 553,00;-46 282,00;-7,63
818;26;Азия Банк;3183;Москва и обл.;552 049,00;459 123,00;92 926,00;20,24
819;-7;Центрально-Европейский Банк;2670;Москва и обл.;536 926,00;554 464,00;-17 538,00;-3,16
820;13;Ауэрбанк;3105;Москва и обл.;533 463,00;485 528,00;47 935,00;9,87
821;45;Вестинтербанк;3398;Москва и обл.;531 952,00;395 900,00;136 052,00;34,37
822;6;Еврокапитал-Альянс;3459;Ярославская обл.;528 500,00;499 011,00;29 489,00;5,91
823;12;Гефест;1046;Тверская обл.;527 918,00;478 638,00;49 280,00;10,30
824;-5;Имбанк;2098;Дагестан;520 573,00;525 833,00;-5 260,00;-1,00
825;-8;Старый Кремль;2657;Москва и обл.;520 457,00;534 498,00;-14 041,00;-2,63
826;8;Новый Коммерческий Банк;347;Дагестан;518 722,00;482 669,00;36 053,00;7,47
827;63;ЭнергоБизнес;3485;Москва и обл.;516 636,00;290 153,00;226 483,00;78,06
828;-10;Банк РСИ;3415;Москва и обл.;516 349,00;530 970,00;-14 621,00;-2,75
829;-4;Джаст Банк;3503;Москва и обл.;515 734,00;507 543,00;8 191,00;1,61
830;-17;Дагестан;543;Дагестан;510 007,00;550 498,00;-40 491,00;-7,36
831;-22;Стар Альянс;3433;Москва и обл.;502 492,00;566 651,00;-64 159,00;-11,32
832;10;Вятич;2796;Рязанская обл.;496 524,00;463 710,00;32 814,00;7,08
833;-7;Надежность;2425;Курганская обл.;492 512,00;502 960,00;-10 448,00;-2,08
834;-5;Ростфинанс;481;Ростовская обл.;486 734,00;493 630,00;-6 896,00;-1,40
835;14;Энтузиастбанк;3048;Москва и обл.;486 726,00;444 291,00;42 435,00;9,55
836;2;Дружба;990;Тюменская обл.;482 452,00;474 311,00;8 141,00;1,72
837;4;Северная Клиринговая Палата;3317;Архангельская обл.;477 390,00;469 318,00;8 072,00;1,72
838;5;Махачкалинский Городской Муниципальный Банк;3192;Дагестан;473 618,00;460 914,00;12 704,00;2,76
839;35;Басманный;2158;Москва и обл.;469 830,00;359 204,00;110 626,00;30,80
840;-4;Невастройинвест;1926;Санкт-Петербург и обл.;468 121,00;477 751,00;-9 630,00;-2,02
841;-19;Промсвязьинвест;2761;Дагестан;466 159,00;516 850,00;-50 691,00;-9,81
842;11;Сунжа;2023;Ингушетия;462 771,00;432 209,00;30 562,00;7,07
843;-13;Бизнесбанк;2862;Дагестан;456 576,00;490 096,00;-33 520,00;-6,84
844;-17;Народный Банк Тувы;1309;Тыва;455 835,00;501 037,00;-45 202,00;-9,02
845;23;Лидер;3304;Москва и обл.;455 302,00;387 410,00;67 892,00;17,52
846;-7;Москва;1661;Москва и обл.;454 017,00;472 687,00;-18 670,00;-3,95
847;-16;Далта-Банк;142;Приморский край;449 171,00;488 827,00;-39 656,00;-8,11
848;-25;Рингкомбанк;1909;Ингушетия;448 377,00;516 197,00;-67 820,00;-13,14
849;1;Соверен Банк;3206;Москва и обл.;447 487,00;442 027,00;5 460,00;1,24
850;11;Принтбанк;546;Москва и обл.;446 247,00;419 289,00;26 958,00;6,43
851;-40;Межотраслевая Банковская Корпорация;3471;Москва и обл.;444 038,00;557 091,00;-113 053,00;-20,29
852;-7;ИР-Кредит;1724;Москва и обл.;442 581,00;454 684,00;-12 103,00;-2,66
853;-7;МВС Банк;2407;Дагестан;440 266,00;448 129,00;-7 863,00;-1,75
854;49;Сириус;3506;Москва и обл.;440 085,00;220 717,00;219 368,00;99,39
855;-8;1Банк;2896;Северная Осетия — Алания;438 582,00;447 521,00;-8 939,00;-2,00
856;-5;НКБ;2942;Калмыкия;434 830,00;437 197,00;-2 367,00;-0,54
857;-5;Русский Финансовый Альянс;2035;Москва и обл.;434 054,00;436 369,00;-2 315,00;-0,53
858;-4;Конгресс-Банк;2330;Москва и обл.;427 492,00;431 045,00;-3 553,00;-0,82
859;-1;РИТЦ Банк;2677;Москва и обл.;427 163,00;424 872,00;2 291,00;0,54
860;-5;Далетбанк;3049;Москва и обл.;423 865,00;431 009,00;-7 144,00;-1,66
861;-24;Природа;3399;Москва и обл.;423 314,00;476 229,00;-52 915,00;-11,11
862;11;ПрестижКредитБанк;2922;Дагестан;421 635,00;374 409,00;47 226,00;12,61
863;-7;Максимум;466;Ростовская обл.;411 527,00;429 936,00;-18 409,00;-4,28
864;15;Российская Финансовая Корпорация;3099;Москва и обл.;408 080,00;338 979,00;69 101,00;20,39
865;-2;Рента-Банк;3095;Москва и обл.;407 008,00;412 611,00;-5 603,00;-1,36
866;-1;Межрегиональный Банк Реконструкции;2620;Москва и обл.;404 221,00;397 937,00;6 284,00;1,58
867;-19;Народный Инвестиционный Банк;2876;Самарская обл.;401 768,00;447 039,00;-45 271,00;-10,13
868;-9;Алжан;2491;Дагестан;401 449,00;423 330,00;-21 881,00;-5,17
869;-12;Еврокапитал-Альянс;2672;Дагестан;400 443,00;429 690,00;-29 247,00;-6,81
870;-10;АлтайБизнес-Банк;2388;Алтайский край;397 941,00;419 966,00;-22 025,00;-5,24
871;-7;Кредо Финанс;793;Дагестан;395 239,00;412 062,00;-16 823,00;-4,08
872;-5;ГРиС-Банк;1928;Ставропольский край;394 016,00;390 830,00;3 186,00;0,82
873;-11;Южный Региональный Банк;3015;Ростовская обл.;389 700,00;415 317,00;-25 617,00;-6,17
874;-3;Каспий;639;Дагестан;389 511,00;377 085,00;12 426,00;3,30
875;-3;Таганрогбанк;3136;Ростовская обл.;375 233,00;375 973,00;-740,00;-0,20
876;-7;ФинТех;3499;Москва и обл.;373 469,00;386 976,00;-13 507,00;-3,49
877;-1;Дорис Банк;1679;Москва и обл.;357 766,00;348 079,00;9 687,00;2,78
878;0;Альтернатива;3452;Москва и обл.;352 204,00;341 746,00;10 458,00;3,06
879;1;АвтоКредитБанк;1973;Татарстан;347 823,00;336 168,00;11 655,00;3,47
881;0;Континенталь;3184;Ставропольский край;336 527,00;332 929,00;3 598,00;1,08
882;-7;Евросиб Банк;594;Псковская обл.;335 223,00;353 073,00;-17 850,00;-5,06
883;3;Сетевая Расчетная Палата;3332;Татарстан;324 634,00;309 417,00;15 217,00;4,92
884;1;Логос;3233;Москва и обл.;324 190,00;312 531,00;11 659,00;3,73
885;8;Онлайн Банк;2462;Москва и обл.;321 510,00;273 476,00;48 034,00;17,56
886;-9;Мигом;3323;Москва и обл.;318 830,00;347 697,00;-28 867,00;-8,30
887;-4;КБЦ;914;Тверская обл.;312 442,00;320 596,00;-8 154,00;-2,54
888;-18;ТЭСТ;3440;Москва и обл.;303 755,00;384 650,00;-80 895,00;-21,03
889;-2;Эно;1988;Дагестан;293 895,00;301 534,00;-7 639,00;-2,53
890;-2;К2 Банк;2851;Дагестан;291 126,00;297 203,00;-6 077,00;-2,04
891;0;Терра;3476;Москва и обл.;287 902,00;289 043,00;-1 141,00;-0,39
892;-3;Информпрогресс;2166;Москва и обл.;281 041,00;293 062,00;-12 021,00;-4,10
893;1;Континент Финанс;149;Калужская обл.;278 906,00;267 787,00;11 119,00;4,15
894;3;Майма;1037;Республика Алтай;261 139,00;259 486,00;1 653,00;0,64
895;-3;Регнум;3373;Москва и обл.;257 228,00;278 363,00;-21 135,00;-7,59
896;3;Лэнд Кредит;1478;Москва и обл.;256 833,00;244 116,00;12 717,00;5,21
897;1;Инстройбанк;2743;Москва и обл.;252 447,00;248 537,00;3 910,00;1,57
898;-14;Банк Берейт;3505;Санкт-Петербург и обл.;249 242,00;319 529,00;-70 287,00;-22,00
899;3;Платежи и Расчеты;3324;Самарская обл.;245 930,00;222 022,00;23 908,00;10,77
900;0;Тайдон;2085;Кемеровская обл.;238 196,00;239 290,00;-1 094,00;-0,46
901;7;Первый Депозитный Банк;1244;Москва и обл.;221 432,00;197 419,00;24 013,00;12,16
902;-6;Финчер;3486;Москва и обл.;216 664,00;264 271,00;-47 607,00;-18,01
903;3;Банк Фридом Финанс;1143;Сахалинская обл.;211 567,00;210 658,00;909,00;0,43
904;-9;Русское Финансовое Общество;3427;Москва и обл.;210 126,00;264 560,00;-54 434,00;-20,58
905;0;Рунэтбанк;2829;Москва и обл.;208 269,00;211 743,00;-3 474,00;-1,64
906;-5;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;208 262,00;223 763,00;-15 501,00;-6,93
907;0;Фреско Банк;1415;Москва и обл.;207 736,00;206 719,00;1 017,00;0,49
908;4;Красноярский Краевой Расчетный Центр;3483;Красноярский край;191 233,00;161 430,00;29 803,00;18,46
909;0;Дальний Восток;3318;Тульская обл.;190 335,00;196 619,00;-6 284,00;-3,20
910;1;Северстройбанк;3507;Вологодская обл.;178 199,00;185 453,00;-7 254,00;-3,91
911;16;Платежный Клиринговый Дом;3343;Москва и обл.;165 314,00;75 705,00;89 609,00;118,37
912;-2;КредитАльянс;3472;Вологодская обл.;159 299,00;187 796,00;-28 497,00;-15,17
913;12;Инновационный Расчетный Центр;3447;Москва и обл.;157 525,00;82 849,00;74 676,00;90,14
914;-1;Евроинвест;3383;Москва и обл.;157 361,00;156 986,00;375,00;0,24
915;6;Международная Уральская Расчетная Палата;3322;Москва и обл.;139 835,00;104 765,00;35 070,00;33,47
916;-12;Умут;2435;Дагестан;136 772,00;218 970,00;-82 198,00;-37,54
917;-2;Национальная Расчетная Компания;3386;Москва и обл.;126 520,00;146 447,00;-19 927,00;-13,61
918;-2;Расчетный Банковский Центр;3487;Москва и обл.;125 352,00;134 707,00;-9 355,00;-6,94
919;-2;Фидбэк;3502;Воронежская обл.;121 787,00;130 593,00;-8 806,00;-6,74
920;-2;Интеррасчет;1618;Карачаево-Черкесия;120 703,00;125 607,00;-4 904,00;-3,90
921;-1;Финансовые Услуги;3496;Москва и обл.;119 746,00;112 655,00;7 091,00;6,29
922;-3;Зеленокумская;1239;Ставропольский край;116 230,00;115 886,00;344,00;0,30
923;-9;Уральская Расчетная Палата;3326;Москва и обл.;101 088,00;147 328,00;-46 240,00;-31,39
924;-1;Единая Расчетная Палата;384;Москва и обл.;97 297,00;92 444,00;4 853,00;5,25
925;3;Финансово-Расчетный Центр;3319;Астраханская обл.;96 168,00;69 007,00;27 161,00;39,36
926;-2;Паритет;1860;Москва и обл.;87 142,00;84 802,00;2 340,00;2,76
927;-1;Вест;2605;Москва и обл.;81 399,00;80 755,00;644,00;0,80
928;-6;РИБ;2749;Москва и обл.;79 562,00;101 884,00;-22 322,00;-21,91
929;0;Межрегиональный центр микрокредитования;3489;Воронежская обл.;64 347,00;68 782,00;-4 435,00;-6,45
930;0;Первый Земельный Расчетный Центр;3381;Курская обл.;40 824,00;43 181,00;-2 357,00;-5,46
931;1;Транзит;2688;Дагестан;34 534,00;39 465,00;-4 931,00;-12,49
932;1;Тор Кредит;3497;Москва и обл.;24 058,00;24 120,00;-62,00;-0,26
933;-2;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;22 298,00;39 522,00;-17 224,00;-43,58
934;0;Сибирский Расчетный Центр;3308;Новосибирская обл.;20 529,00;21 909,00;-1 380,00;-6,30
935;0;Депозитный Кредитный Дом;3474;Москва и обл.;18 934,00;18 820,00;114,00;0,61
936;1;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;4 136,00;4 129,00;7,00;0,17
937;-1;Ассигнация;865;Ставропольский край;4 116,00;5 329,00;-1 213,00;-22,76
938;0;АРБ-Инкасс;3353;Москва и обл.;2 885,00;3 413,00;-528,00;-15,47
