Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Октябрь, 2016, тыс. рублей;Сентябрь, 2016, тыс. рублей;Изменение, тыс. рублей;Изменение, %
45;0;Пересвет;2110;Москва и обл.;204 229 067,00;198 463 613,00;5 765 454,00;2,91
46;1;Тинькофф Банк;2673;Москва и обл.;179 599 488,00;176 418 624,00;3 180 864,00;1,80
47;12;Национальный Расчетный Депозитарий;3294;Москва и обл.;178 337 264,00;124 397 952,00;53 939 312,00;43,36
48;-2;РосЕвроБанк;3137;Москва и обл.;177 811 134,00;179 233 922,00;-1 422 788,00;-0,79
49;0;МТС Банк;2268;Москва и обл.;163 706 247,00;164 412 643,00;-706 396,00;-0,43
50;0;ДельтаКредит;3338;Москва и обл.;161 794 676,00;160 929 794,00;864 882,00;0,54
51;-3;Экспресс-Волга;3085;Костромская обл.;161 625 535,00;171 125 543,00;-9 500 008,00;-5,55
52;-1;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;152 247 062,00;152 433 385,00;-186 323,00;-0,12
53;0;РГС Банк;3073;Москва и обл.;148 523 363,00;140 793 087,00;7 730 276,00;5,49
54;0;Авангард;2879;Москва и обл.;139 433 487,00;139 624 465,00;-190 978,00;-0,14
55;-3;ОТП Банк;2766;Москва и обл.;138 487 813,00;141 205 290,00;-2 717 477,00;-1,92
56;-1;МСП Банк;3340;Москва и обл.;135 662 426,00;132 855 232,00;2 807 194,00;2,11
57;0;Аверс;415;Татарстан;133 317 327,00;128 806 507,00;4 510 820,00;3,50
58;-2;СКБ-Банк;705;Свердловская обл.;125 723 614,00;128 858 248,00;-3 134 634,00;-2,43
59;1;Инвестторгбанк;2763;Москва и обл.;125 496 449,00;123 411 738,00;2 084 711,00;1,69
60;10;Сургутнефтегазбанк;588;Ханты-Мансийский АО — Югра;121 202 891,00;96 065 409,00;25 137 482,00;26,17
61;-3;Кредит Европа Банк;3311;Москва и обл.;120 863 316,00;127 136 354,00;-6 273 038,00;-4,93
62;-1;Запсибкомбанк;918;Тюменская обл.;111 697 713,00;109 075 011,00;2 622 702,00;2,40
63;2;Почта Банк;650;Москва и обл.;109 340 674,00;101 051 163,00;8 289 511,00;8,20
64;0;Сетелем Банк;2168;Москва и обл.;105 759 453,00;103 863 938,00;1 895 515,00;1,82
65;-2;Роскосмосбанк;2989;Москва и обл.;104 087 817,00;104 023 084,00;64 733,00;0,06
66;0;Ренессанс Кредит;3354;Москва и обл.;102 234 535,00;100 223 328,00;2 011 207,00;2,01
67;-5;Юниаструм Банк;2771;Москва и обл.;101 233 481,00;105 504 312,00;-4 270 831,00;-4,05
68;0;Центр-инвест;2225;Ростовская обл.;98 581 155,00;98 969 226,00;-388 071,00;-0,39
69;0;Русфинанс Банк;1792;Самарская обл.;97 322 003,00;98 768 144,00;-1 446 141,00;-1,46
70;3;ЦентроКредит;121;Москва и обл.;89 090 931,00;90 354 679,00;-1 263 748,00;-1,40
71;4;Локо-Банк;2707;Москва и обл.;87 371 133,00;85 842 658,00;1 528 475,00;1,78
72;2;Таврический Банк;2304;Санкт-Петербург и обл.;87 345 823,00;90 089 228,00;-2 743 405,00;-3,05
73;-1;Союз;2307;Москва и обл.;85 463 612,00;90 357 516,00;-4 893 904,00;-5,42
74;3;Банк Финсервис;3388;Москва и обл.;80 835 958,00;80 993 565,00;-157 607,00;-0,19
75;1;Балтийский Банк;128;Санкт-Петербург и обл.;79 101 509,00;81 463 001,00;-2 361 492,00;-2,90
76;3;РНКБ;1354;Симферополь;77 853 483,00;76 974 272,00;879 211,00;1,14
77;4;Балтинвестбанк;3176;Санкт-Петербург и обл.;77 492 806,00;76 388 705,00;1 104 101,00;1,45
78;4;Кубань Кредит;2518;Краснодарский край;76 518 004,00;73 924 869,00;2 593 135,00;3,51
79;-1;БНП Париба Банк;3407;Москва и обл.;76 261 709,00;78 989 308,00;-2 727 599,00;-3,45
80;-9;Дойче Банк;3328;Москва и обл.;75 370 082,00;94 734 043,00;-19 363 961,00;-20,44
81;-1;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;72 580 743,00;76 948 318,00;-4 367 575,00;-5,68
82;13;ВУЗ-Банк;1557;Свердловская обл.;71 067 098,00;56 101 136,00;14 965 962,00;26,68
83;0;Экспобанк;2998;Москва и обл.;70 889 938,00;69 819 686,00;1 070 252,00;1,53
84;2;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;68 310 597,00;64 890 749,00;3 419 848,00;5,27
85;4;БКС Банк;101;Новосибирская обл.;65 913 470,00;61 955 578,00;3 957 892,00;6,39
86;-2;Международный Финансовый Клуб;2618;Москва и обл.;63 172 023,00;68 129 600,00;-4 957 577,00;-7,28
87;3;Металлинвестбанк;2440;Москва и обл.;62 550 863,00;61 451 493,00;1 099 370,00;1,79
88;-1;Банк Интеза;2216;Москва и обл.;61 529 516,00;64 818 056,00;-3 288 540,00;-5,07
89;-1;РН Банк;170;Москва и обл.;60 968 140,00;62 023 831,00;-1 055 691,00;-1,70
90;-5;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;58 764 617,00;66 947 397,00;-8 182 780,00;-12,22
91;2;Бинбанк Диджитал;2827;Москва и обл.;57 065 716,00;58 426 450,00;-1 360 734,00;-2,33
92;15;АйСиБиСи Банк;3475;Москва и обл.;56 266 617,00;48 622 951,00;7 643 666,00;15,72
93;3;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;55 160 887,00;55 835 231,00;-674 344,00;-1,21
94;10;Еврофинанс Моснарбанк;2402;Москва и обл.;52 872 548,00;49 516 543,00;3 356 005,00;6,78
95;6;Тойота Банк;3470;Москва и обл.;52 337 500,00;51 301 284,00;1 036 216,00;2,02
96;2;Образование;1521;Москва и обл.;51 939 077,00;53 407 788,00;-1 468 711,00;-2,75
97;3;СДМ-Банк;1637;Москва и обл.;51 050 023,00;51 383 584,00;-333 561,00;-0,65
98;5;Крайинвестбанк;3360;Краснодарский край;50 532 076,00;50 564 388,00;-32 312,00;-0,06
99;-2;Банк БФА;3038;Санкт-Петербург и обл.;50 332 467,00;55 175 150,00;-4 842 683,00;-8,78
100;5;Банк «Советский»;558;Санкт-Петербург и обл.;49 545 748,00;48 936 448,00;609 300,00;1,25
101;1;ББР Банк;2929;Москва и обл.;49 436 676,00;50 641 725,00;-1 205 049,00;-2,38
102;4;Межтопэнергобанк;2956;Москва и обл.;48 646 389,00;48 926 457,00;-280 068,00;-0,57
103;5;Росэксимбанк;2790;Москва и обл.;48 169 031,00;47 783 254,00;385 777,00;0,81
104;5;Социнвестбанк;1132;Башкортостан;48 131 551,00;47 632 270,00;499 281,00;1,05
105;8;Газэнергобанк;3252;Калужская обл.;47 047 838,00;46 142 216,00;905 622,00;1,96
106;9;Фора-Банк;1885;Москва и обл.;46 390 294,00;45 211 271,00;1 179 023,00;2,61
107;7;Челиндбанк;485;Челябинская обл.;46 049 264,00;45 936 157,00;113 107,00;0,25
108;3;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;45 828 808,00;46 804 047,00;-975 239,00;-2,08
109;3;Примсоцбанк;2733;Приморский край;45 814 891,00;46 543 200,00;-728 309,00;-1,56
110;0;Челябинвестбанк;493;Челябинская обл.;45 313 771,00;47 182 525,00;-1 868 754,00;-3,96
111;5;Левобережный;1343;Новосибирская обл.;44 174 867,00;43 263 130,00;911 737,00;2,11
112;-13;Коммерцбанк (Евразия);3333;Москва и обл.;41 214 256,00;52 078 827,00;-10 864 571,00;-20,86
113;4;Интерпрогрессбанк;600;Москва и обл.;40 220 424,00;40 039 564,00;180 860,00;0,45
114;5;ОФК Банк;2270;Москва и обл.;40 189 080,00;37 423 223,00;2 765 857,00;7,39
115;3;Саровбизнесбанк;2048;Нижегородская обл.;39 409 402,00;38 823 767,00;585 635,00;1,51
116;4;Бэнк оф Чайна;2309;Москва и обл.;38 963 734,00;36 727 449,00;2 236 285,00;6,09
117;6;Севергазбанк;2816;Вологодская обл.;37 310 568,00;33 837 461,00;3 473 107,00;10,26
118;4;Меткомбанк (Череповец);901;Вологодская обл.;37 036 899,00;35 447 597,00;1 589 302,00;4,48
119;6;Фольксваген Банк Рус;3500;Москва и обл.;36 989 222,00;33 708 380,00;3 280 842,00;9,73
120;6;НС Банк;3124;Москва и обл.;34 512 840,00;33 403 215,00;1 109 625,00;3,32
121;0;Национальный Стандарт;3421;Москва и обл.;34 099 134,00;36 338 000,00;-2 238 866,00;-6,16
122;5;Кольцо Урала;65;Свердловская обл.;33 984 709,00;33 285 670,00;699 039,00;2,10
123;1;Российская Финансовая Корпорация;3099;Москва и обл.;33 096 082,00;33 817 197,00;-721 115,00;-2,13
124;7;Русский Международный Банк;3123;Москва и обл.;31 316 491,00;30 840 844,00;475 647,00;1,54
125;10;Солидарность;554;Самарская обл.;31 203 037,00;29 716 908,00;1 486 129,00;5,00
126;7;Интехбанк;2705;Татарстан;30 863 228,00;30 285 405,00;577 823,00;1,91
127;5;БыстроБанк;1745;Удмуртия;30 747 740,00;30 346 150,00;401 590,00;1,32
128;8;Квантмобайл Банк;1189;Москва и обл.;30 341 608,00;29 562 410,00;779 198,00;2,64
129;5;Генбанк;2490;Симферополь;30 182 898,00;30 128 978,00;53 920,00;0,18
130;-1;Дальневосточный Банк;843;Приморский край;30 031 703,00;31 691 823,00;-1 660 120,00;-5,24
131;-1;Интерпромбанк;3266;Москва и обл.;29 843 395,00;31 136 269,00;-1 292 874,00;-4,15
132;-4;Кредит Урал Банк;2584;Челябинская обл.;29 663 150,00;31 813 128,00;-2 149 978,00;-6,76
133;4;Приморье;3001;Приморский край;28 580 789,00;28 108 709,00;472 080,00;1,68
134;8;Платежный Центр;3166;Новосибирская обл.;28 552 038,00;27 046 118,00;1 505 920,00;5,57
135;5;Алмазэргиэнбанк;2602;Саха (Якутия);28 515 523,00;27 257 351,00;1 258 172,00;4,62
136;3;МБА-Москва;3395;Москва и обл.;27 802 997,00;27 432 071,00;370 926,00;1,35
137;6;АктивКапитал Банк;3006;Самарская обл.;27 709 089,00;26 849 875,00;859 214,00;3,20
138;29;Финанс Бизнес Банк;520;Москва и обл.;27 557 650,00;20 434 542,00;7 123 108,00;34,86
139;-1;Газбанк;2316;Самарская обл.;27 134 265,00;27 594 020,00;-459 755,00;-1,67
140;1;Объединенный Капитал;2611;Санкт-Петербург и обл.;26 849 311,00;27 074 437,00;-225 126,00;-0,83
141;3;АйМаниБанк;1975;Москва и обл.;26 420 215,00;26 777 138,00;-356 923,00;-1,33
142;17;Натиксис Банк;3390;Москва и обл.;26 233 116,00;22 171 610,00;4 061 506,00;18,32
143;2;Девон-Кредит;1972;Татарстан;26 154 661,00;26 761 907,00;-607 246,00;-2,27
144;3;Акибанк;2587;Татарстан;25 959 334,00;26 528 498,00;-569 164,00;-2,15
145;1;Московское Ипотечное Агентство;3344;Москва и обл.;25 542 813,00;26 713 073,00;-1 170 260,00;-4,38
146;3;Липецккомбанк;1242;Липецкая обл.;24 701 846,00;25 913 265,00;-1 211 419,00;-4,67
147;7;Агропромкредит;2880;Москва и обл.;24 352 308,00;23 450 330,00;901 978,00;3,85
148;10;Аресбанк;2914;Москва и обл.;24 197 932,00;22 255 578,00;1 942 354,00;8,73
149;3;Урал ФД;249;Пермская обл.;24 115 900,00;23 746 863,00;369 037,00;1,55
150;1;Ланта-Банк;1920;Москва и обл.;23 624 497,00;24 093 491,00;-468 994,00;-1,95
151;9;Спурт Банк;2207;Татарстан;23 130 734,00;22 051 473,00;1 079 261,00;4,89
152;5;Энергобанк;67;Татарстан;22 802 606,00;22 457 142,00;345 464,00;1,54
153;3;Легион;3117;Москва и обл.;22 479 876,00;22 696 411,00;-216 535,00;-0,95
154;-1;Москоммерцбанк;3365;Москва и обл.;22 359 332,00;23 543 150,00;-1 183 818,00;-5,03
155;0;Собинбанк;1317;Москва и обл.;22 222 206,00;22 901 331,00;-679 125,00;-2,97
156;7;Данске Банк;3307;Санкт-Петербург и обл.;22 195 531,00;21 289 645,00;905 886,00;4,26
157;4;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;22 050 217,00;21 965 162,00;85 055,00;0,39
158;6;Курскпромбанк;735;Курская обл.;21 749 370,00;21 200 167,00;549 203,00;2,59
159;6;БМВ Банк;3482;Москва и обл.;21 735 030,00;20 867 552,00;867 478,00;4,16
160;-10;СЭБ Банк;3235;Санкт-Петербург и обл.;21 714 120,00;24 248 444,00;-2 534 324,00;-10,45
161;1;Татсоцбанк;480;Татарстан;21 053 010,00;21 652 757,00;-599 747,00;-2,77
162;6;Энерготрансбанк;1307;Калининградская обл.;20 782 167,00;20 290 968,00;491 199,00;2,42
163;3;М2М Прайвет Банк;1414;Москва и обл.;20 364 304,00;20 763 833,00;-399 529,00;-1,92
164;5;НБД-Банк;1966;Нижегородская обл.;19 377 961,00;19 717 306,00;-339 345,00;-1,72
165;7;Хлынов;254;Кировская обл.;19 362 773,00;19 087 870,00;274 903,00;1,44
166;5;Мерседес-Бенц Банк Рус;3473;Москва и обл.;19 012 161,00;19 104 632,00;-92 471,00;-0,48
167;8;Чайна Констракшн;3515;Москва и обл.;18 882 383,00;17 807 397,00;1 074 986,00;6,04
168;11;Банк Кредит Свисс;2494;Москва и обл.;18 265 110,00;17 156 708,00;1 108 402,00;6,46
169;7;Рублев;3098;Москва и обл.;18 065 366,00;17 742 988,00;322 378,00;1,82
170;0;Тольяттихимбанк;2507;Самарская обл.;17 996 075,00;19 392 731,00;-1 396 656,00;-7,20
171;-23;Мир Бизнес Банк;3396;Москва и обл.;17 981 341,00;26 316 498,00;-8 335 157,00;-31,67
172;1;Джей энд Ти Банк;3061;Москва и обл.;17 854 754,00;18 091 401,00;-236 647,00;-1,31
173;4;Темпбанк;55;Москва и обл.;17 760 701,00;17 555 812,00;204 889,00;1,17
174;0;Алеф-Банк;2119;Москва и обл.;17 226 151,00;17 954 446,00;-728 295,00;-4,06
175;5;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;16 988 850,00;16 924 205,00;64 645,00;0,38
176;12;НК Банк;2755;Москва и обл.;16 804 629,00;15 110 241,00;1 694 388,00;11,21
177;4;Развитие-Столица;3013;Москва и обл.;16 334 655,00;16 881 106,00;-546 451,00;-3,24
178;5;Уралтрансбанк;812;Свердловская обл.;16 036 619,00;16 410 434,00;-373 815,00;-2,28
179;6;Держава;2738;Москва и обл.;15 968 022,00;15 933 810,00;34 212,00;0,21
180;-2;Денизбанк Москва;3330;Москва и обл.;15 955 327,00;17 211 647,00;-1 256 320,00;-7,30
181;3;Банк Акцепт;567;Новосибирская обл.;15 841 711,00;15 958 405,00;-116 694,00;-0,73
182;4;Пойдем!;2534;Москва и обл.;15 536 869,00;15 724 982,00;-188 113,00;-1,20
183;21;Морган Стэнли Банк;3456;Москва и обл.;15 500 144,00;12 401 784,00;3 098 360,00;24,98
184;-2;Нацинвестпромбанк;3077;Москва и обл.;15 393 789,00;16 545 288,00;-1 151 499,00;-6,96
185;4;Расчетно-Кредитный Банк;103;Москва и обл.;15 162 497,00;14 893 976,00;268 521,00;1,80
186;1;Форштадт;2208;Оренбургская обл.;15 105 971,00;15 240 726,00;-134 755,00;-0,88
187;8;Кошелев-Банк;3300;Самарская обл.;15 087 733,00;14 442 845,00;644 888,00;4,47
188;5;Русский Ипотечный Банк;1968;Москва и обл.;14 850 627,00;14 754 413,00;96 214,00;0,65
189;3;Национальный Резервный Банк;2170;Москва и обл.;14 744 644,00;14 780 632,00;-35 988,00;-0,24
190;0;Норвик Банк;902;Кировская обл.;14 624 243,00;14 890 392,00;-266 149,00;-1,79
191;7;Объединенный Кредитный Банк;1118;Ярославская обл.;14 558 088,00;14 223 678,00;334 410,00;2,35
192;7;РосДорБанк;1573;Москва и обл.;14 287 112,00;13 816 798,00;470 314,00;3,40
193;-2;Гранд Инвест Банк;3053;Москва и обл.;14 221 469,00;14 820 316,00;-598 847,00;-4,04
194;2;Гарант-Инвест;2576;Москва и обл.;14 172 569,00;14 283 167,00;-110 598,00;-0,77
195;-1;Солидарность (Москва);1555;Москва и обл.;13 969 241,00;14 585 336,00;-616 095,00;-4,22
196;6;Ури Банк;3479;Москва и обл.;13 710 265,00;13 057 545,00;652 720,00;5,00
197;3;Агросоюз;1459;Москва и обл.;13 591 152,00;13 687 128,00;-95 976,00;-0,70
198;3;Прио-Внешторгбанк;212;Рязанская обл.;13 451 278,00;13 358 012,00;93 266,00;0,70
199;6;Инбанк;1829;Москва и обл.;13 255 637,00;12 378 593,00;877 044,00;7,09
200;-3;Морской Банк;77;Москва и обл.;13 255 150,00;14 256 653,00;-1 001 503,00;-7,02
201;21;Александровский;53;Санкт-Петербург и обл.;12 883 339,00;10 763 711,00;2 119 628,00;19,69
202;5;Тройка-Д Банк;3431;Москва и обл.;12 542 734,00;12 307 506,00;235 228,00;1,91
203;3;Промтрансбанк;2638;Башкортостан;12 517 463,00;12 356 006,00;161 457,00;1,31
204;-1;Русьуниверсалбанк;3293;Москва и обл.;12 481 136,00;12 594 834,00;-113 698,00;-0,90
205;3;Банк Казани;708;Татарстан;12 290 867,00;12 269 382,00;21 485,00;0,18
206;7;Банк ВВБ;1093;Севастополь;12 277 575,00;11 788 959,00;488 616,00;4,14
207;2;КС Банк;1752;Мордовия;12 231 595,00;12 223 050,00;8 545,00;0,07
208;2;Нижневолжский Коммерческий Банк;931;Саратовская обл.;11 981 353,00;12 158 396,00;-177 043,00;-1,46
209;5;Ишбанк;2867;Москва и обл.;11 702 255,00;11 612 878,00;89 377,00;0,77
210;6;Русский Торговый Банк;2842;Москва и обл.;11 679 720,00;11 525 721,00;153 999,00;1,34
211;1;ТЭМБР-Банк;2764;Москва и обл.;11 675 193,00;11 804 704,00;-129 511,00;-1,10
212;3;Первомайский;518;Краснодарский край;11 524 135,00;11 591 457,00;-67 322,00;-0,58
213;-2;Новопокровский;467;Краснодарский край;11 262 807,00;11 962 901,00;-700 094,00;-5,85
214;11;Национальная Факторинговая Компания;3437;Москва и обл.;11 248 023,00;10 480 611,00;767 412,00;7,32
215;3;Нефтяной Альянс;2859;Москва и обл.;10 953 073,00;11 449 312,00;-496 239,00;-4,33
216;7;Датабанк;646;Удмуртия;10 924 471,00;10 523 658,00;400 813,00;3,81
217;2;Банк Жилищного Финансирования;3138;Москва и обл.;10 891 400,00;11 121 202,00;-229 802,00;-2,07
218;2;НИКО-Банк;702;Оренбургская обл.;10 819 565,00;11 048 273,00;-228 708,00;-2,07
219;2;Солид Банк;1329;Камчатская обл.;10 672 645,00;10 855 069,00;-182 424,00;-1,68
220;6;Банк Оренбург;3269;Оренбургская обл.;10 618 286,00;10 284 038,00;334 248,00;3,25
221;16;Киви Банк;2241;Москва и обл.;10 337 228,00;9 137 003,00;1 200 225,00;13,14
222;5;Ассоциация;732;Нижегородская обл.;9 828 230,00;9 878 144,00;-49 914,00;-0,51
223;10;Юг-Инвестбанк;2772;Краснодарский край;9 822 927,00;9 450 470,00;372 457,00;3,94
224;11;Торговый Городской Банк;3180;Москва и обл.;9 818 213,00;9 201 116,00;617 097,00;6,71
225;5;Енисей;474;Красноярский край;9 766 288,00;9 683 812,00;82 476,00;0,85
226;5;Таатта;1249;Саха (Якутия);9 743 175,00;9 680 792,00;62 383,00;0,64
227;7;СИАБ;3245;Санкт-Петербург и обл.;9 713 908,00;9 237 823,00;476 085,00;5,15
228;0;Снежинский;1376;Челябинская обл.;9 685 455,00;9 820 190,00;-134 735,00;-1,37
229;-5;Гута-Банк;256;Москва и обл.;9 651 273,00;10 490 079,00;-838 806,00;-8,00
230;-1;Автоторгбанк;2776;Москва и обл.;9 642 642,00;9 766 969,00;-124 327,00;-1,27
231;5;Екатеринбург;3161;Свердловская обл.;9 511 142,00;9 200 545,00;310 597,00;3,38
232;6;Нефтепромбанк;2156;Москва и обл.;9 022 488,00;8 957 404,00;65 084,00;0,73
233;14;Современный Коммерческий Инновационный Банк;3329;Костромская обл.;8 886 523,00;8 276 488,00;610 035,00;7,37
234;10;Славия;2664;Москва и обл.;8 875 806,00;8 380 204,00;495 602,00;5,91
235;6;Энергомашбанк;52;Санкт-Петербург и обл.;8 817 579,00;8 835 245,00;-17 666,00;-0,20
236;59;РЕСО Кредит;3450;Москва и обл.;8 776 223,00;6 328 317,00;2 447 906,00;38,68
237;5;Бинбанк Мурманск;1276;Мурманская обл.;8 706 007,00;8 794 877,00;-88 870,00;-1,01
238;-6;Развитие;2729;Карачаево-Черкесия;8 662 398,00;9 526 611,00;-864 213,00;-9,07
239;1;РусЮгбанк;2093;Волгоградская обл.;8 659 217,00;8 845 815,00;-186 598,00;-2,11
240;3;Ставропольпромстройбанк;1288;Ставропольский край;8 516 931,00;8 392 051,00;124 880,00;1,49
241;-2;Модульбанк;1927;Костромская обл.;8 515 691,00;8 899 224,00;-383 533,00;-4,31
242;6;Анкор Банк;889;Татарстан;8 464 789,00;8 149 060,00;315 729,00;3,87
243;11;Московский Нефтехимический Банк;1411;Москва и обл.;8 340 145,00;7 964 746,00;375 399,00;4,71
244;7;Союзный;3236;Москва и обл.;8 321 816,00;8 031 803,00;290 013,00;3,61
245;0;Вокбанк;312;Нижегородская обл.;8 264 429,00;8 291 226,00;-26 797,00;-0,32
246;4;Северный Кредит;2398;Вологодская обл.;8 160 749,00;8 047 343,00;113 406,00;1,41
247;5;Северо-Восточный Альянс;2768;Москва и обл.;8 104 462,00;8 005 354,00;99 108,00;1,24
248;9;Томскпромстройбанк;1720;Томская обл.;8 026 694,00;7 773 023,00;253 671,00;3,26
249;6;Трансстройбанк;2807;Москва и обл.;7 945 855,00;7 925 819,00;20 036,00;0,25
250;-4;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;7 912 283,00;8 279 512,00;-367 229,00;-4,44
251;-2;Кранбанк;2271;Ивановская обл.;7 834 621,00;8 121 398,00;-286 777,00;-3,53
252;4;Воронеж;654;Воронежская обл.;7 797 594,00;7 783 878,00;13 716,00;0,18
253;7;Эксперт Банк;2949;Омская обл.;7 697 452,00;7 544 798,00;152 654,00;2,02
254;8;ГПБ-Ипотека;2403;Москва и обл.;7 694 592,00;7 500 655,00;193 937,00;2,59
255;3;Идея Банк;430;Краснодарский край;7 694 343,00;7 628 842,00;65 501,00;0,86
256;5;Консервативный Коммерческий Банк;1087;Астраханская обл.;7 593 851,00;7 527 616,00;66 235,00;0,88
257;13;Славянский Кредит;2960;Москва и обл.;7 494 275,00;7 151 011,00;343 264,00;4,80
258;6;Белгородсоцбанк;760;Белгородская обл.;7 321 906,00;7 351 721,00;-29 815,00;-0,41
259;-6;Углеметбанк;2997;Челябинская обл.;7 304 072,00;7 981 435,00;-677 363,00;-8,49
