Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Март, 2012, тыс. рублей;Февраль, 2012, тыс. рублей;Изменение, тыс. рублей;Изменение, %
38;7;Уральский Банк Реконструкции и Развития;429;Свердловская обл.;113 009 794,00;105 445 968,00;7 563 826,00;7,17
39;-1;Абсолют Банк;2306;Москва и обл.;109 114 617,00;113 574 856,00;-4 460 239,00;-3,93
40;0;Национальный Клиринговый Центр;3466;Москва и обл.;108 808 058,00;111 005 189,00;-2 197 131,00;-1,98
41;0;СКБ-Банк;705;Свердловская обл.;108 383 361,00;108 611 948,00;-228 587,00;-0,21
42;7;Кредит Европа Банк;3311;Москва и обл.;105 381 529,00;97 549 091,00;7 832 438,00;8,03
43;-1;Русфинанс Банк;1792;Самарская обл.;104 601 543,00;107 846 546,00;-3 245 003,00;-3,01
44;0;Транскапиталбанк;2210;Москва и обл.;103 591 956,00;105 869 090,00;-2 277 134,00;-2,15
45;-6;Национальный Расчетный Депозитарий;3294;Москва и обл.;103 325 546,00;111 780 598,00;-8 455 052,00;-7,56
46;-3;МСП Банк;3340;Москва и обл.;101 878 061,00;106 017 906,00;-4 139 845,00;-3,90
47;-1;СМП Банк;3368;Москва и обл.;101 701 738,00;103 243 731,00;-1 541 993,00;-1,49
48;0;Пробизнесбанк;2412;Москва и обл.;101 501 028,00;98 277 435,00;3 223 593,00;3,28
49;-2;БНП Париба Банк;3407;Москва и обл.;98 099 131,00;98 576 538,00;-477 407,00;-0,48
50;0;РГС Банк;3073;Москва и обл.;97 731 616,00;97 476 177,00;255 439,00;0,26
51;1;Инвестторгбанк;2763;Москва и обл.;95 235 624,00;94 789 069,00;446 555,00;0,47
52;-1;Новикомбанк;2546;Москва и обл.;94 531 312,00;96 779 749,00;-2 248 437,00;-2,32
53;3;Банк Интеза;2216;Москва и обл.;86 175 867,00;86 901 147,00;-725 280,00;-0,83
54;-1;РосЕвроБанк;3137;Москва и обл.;85 936 310,00;89 278 176,00;-3 341 866,00;-3,74
55;-1;Внешпромбанк;3261;Москва и обл.;83 869 298,00;88 494 791,00;-4 625 493,00;-5,23
56;2;Юниаструм Банк;2771;Москва и обл.;83 639 526,00;84 949 978,00;-1 310 452,00;-1,54
57;0;Дойче Банк;3328;Москва и обл.;83 063 777,00;85 201 101,00;-2 137 324,00;-2,51
58;-3;Татфондбанк;3058;Татарстан;82 399 234,00;87 034 547,00;-4 635 313,00;-5,33
59;2;Авангард;2879;Москва и обл.;81 197 329,00;80 929 699,00;267 630,00;0,33
60;-1;Балтийский Банк;128;Москва и обл.;80 016 248,00;82 308 544,00;-2 292 296,00;-2,79
61;-1;Союз;2307;Москва и обл.;79 845 182,00;81 610 915,00;-1 765 733,00;-2,16
62;0;КИТ Финанс Инвестиционный Банк;1911;Санкт-Петербург и обл.;76 896 736,00;76 936 239,00;-39 503,00;-0,05
63;2;Всероссийский Банк Развития Регионов;3287;Москва и обл.;76 675 414,00;74 120 282,00;2 555 132,00;3,45
64;-1;Мастер-Банк;2176;Москва и обл.;76 161 359,00;76 140 342,00;21 017,00;0,03
65;-1;Запсибкомбанк;918;Тюменская обл.;73 016 292,00;74 995 955,00;-1 979 663,00;-2,64
66;4;Банк ДОМ.РФ;2312;Москва и обл.;69 456 308,00;65 021 363,00;4 434 945,00;6,82
67;1;Ренессанс Кредит;3354;Москва и обл.;68 469 763,00;66 170 281,00;2 299 482,00;3,48
68;-2;Собинбанк;1317;Москва и обл.;67 071 842,00;70 444 067,00;-3 372 225,00;-4,79
69;-2;Роскосмосбанк;2989;Москва и обл.;66 159 134,00;67 025 942,00;-866 808,00;-1,29
70;2;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;65 111 397,00;61 709 451,00;3 401 946,00;5,51
71;0;ДельтаКредит;3338;Москва и обл.;63 658 448,00;64 404 913,00;-746 465,00;-1,16
72;-3;ЦентроКредит;121;Москва и обл.;63 389 252,00;66 042 893,00;-2 653 641,00;-4,02
73;0;Пересвет;2110;Москва и обл.;61 874 653,00;61 660 219,00;214 434,00;0,35
74;0;Локо-Банк;2707;Москва и обл.;59 283 757,00;60 523 204,00;-1 239 447,00;-2,05
75;2;Балтинвестбанк;3176;Санкт-Петербург и обл.;59 058 647,00;57 878 204,00;1 180 443,00;2,04
76;3;Совкомбанк;963;Костромская обл.;58 629 041,00;55 931 585,00;2 697 456,00;4,82
77;1;Центр-инвест;2225;Ростовская обл.;56 946 289,00;57 069 115,00;-122 826,00;-0,22
78;-3;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;55 081 147,00;59 648 456,00;-4 567 309,00;-7,66
79;-3;Еврофинанс Моснарбанк;2402;Москва и обл.;53 805 773,00;59 573 450,00;-5 767 677,00;-9,68
80;1;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;49 392 240,00;51 632 970,00;-2 240 730,00;-4,34
81;3;Экспо Финанс;2594;Москва и обл.;48 924 029,00;48 020 023,00;904 006,00;1,88
82;-2;Металлинвестбанк;2440;Москва и обл.;48 835 411,00;52 636 295,00;-3 800 884,00;-7,22
83;0;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;47 504 850,00;48 412 444,00;-907 594,00;-1,87
84;-2;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;47 498 179,00;49 051 712,00;-1 553 533,00;-3,17
85;4;Нота-Банк;2913;Москва и обл.;47 263 440,00;43 521 062,00;3 742 378,00;8,60
86;0;Сургутнефтегазбанк;588;Тюменская обл.;45 674 043,00;44 442 296,00;1 231 747,00;2,77
87;1;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;45 540 927,00;43 595 250,00;1 945 677,00;4,46
88;3;Связной Банк;1961;Москва и обл.;44 660 191,00;42 331 143,00;2 329 048,00;5,50
89;-2;Инвестбанк;107;Москва и обл.;44 597 560,00;43 663 791,00;933 769,00;2,14
90;-5;Национальный Резервный Банк;2170;Москва и обл.;44 498 427,00;45 475 058,00;-976 631,00;-2,15
91;-1;СБ Банк (Судостроительный банк);2999;Москва и обл.;43 134 952,00;43 072 425,00;62 527,00;0,15
92;3;Первобанк;3461;Самарская обл.;41 375 828,00;37 698 632,00;3 677 196,00;9,75
93;-1;Национальный Стандарт;3421;Москва и обл.;41 264 530,00;40 839 527,00;425 003,00;1,04
94;0;Бинбанк Диджитал;2827;Москва и обл.;38 768 069,00;38 610 808,00;157 261,00;0,41
95;-2;Международный Финансовый Клуб;2618;Москва и обл.;38 059 610,00;39 448 178,00;-1 388 568,00;-3,52
96;1;Стройкредит;18;Москва и обл.;36 825 110,00;35 831 957,00;993 153,00;2,77
97;-1;Таврический Банк;2304;Санкт-Петербург и обл.;36 504 950,00;36 783 462,00;-278 512,00;-0,76
98;10;Банк БФА;3038;Санкт-Петербург и обл.;34 436 406,00;30 057 827,00;4 378 579,00;14,57
99;-1;Дальневосточный Банк;843;Приморский край;34 002 333,00;33 297 248,00;705 085,00;2,12
100;-1;Интеркоммерц Банк;1657;Москва и обл.;33 990 695,00;33 049 173,00;941 522,00;2,85
101;-1;Тинькофф Банк;2673;Москва и обл.;33 769 135,00;33 026 241,00;742 894,00;2,25
102;-1;Экспресс-Волга;3085;Саратовская обл.;32 964 674,00;32 975 088,00;-10 414,00;-0,03
103;0;Челябинвестбанк;493;Челябинская обл.;31 939 860,00;31 795 801,00;144 059,00;0,45
104;2;Челиндбанк;485;Челябинская обл.;31 427 388,00;30 334 916,00;1 092 472,00;3,60
105;-3;Кубань Кредит;2518;Краснодарский край;31 032 164,00;31 899 820,00;-867 656,00;-2,72
106;-1;Межтопэнергобанк;2956;Москва и обл.;30 301 929,00;30 566 345,00;-264 416,00;-0,87
107;-3;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Москва и обл.;29 903 624,00;30 615 008,00;-711 384,00;-2,32
108;4;Саровбизнесбанк;2048;Нижегородская обл.;29 659 301,00;28 174 334,00;1 484 967,00;5,27
109;1;Народный Кредит;2401;Москва и обл.;29 594 602,00;29 737 844,00;-143 242,00;-0,48
110;-3;Московский Областной Банк;1751;Москва и обл.;29 329 809,00;30 108 419,00;-778 610,00;-2,59
111;-2;Коммерцбанк (Евразия);3333;Москва и обл.;28 129 932,00;29 747 583,00;-1 617 651,00;-5,44
112;5;Газбанк;2316;Самарская обл.;28 122 128,00;27 405 068,00;717 060,00;2,62
113;-2;СДМ-Банк;1637;Москва и обл.;28 078 714,00;28 503 363,00;-424 649,00;-1,49
114;6;Кедр;1574;Москва и обл.;27 856 358,00;27 151 957,00;704 401,00;2,59
115;4;Примсоцбанк;2733;Приморский край;27 791 831,00;27 292 173,00;499 658,00;1,83
116;6;Севергазбанк;2816;Вологодская обл.;27 757 854,00;26 456 792,00;1 301 062,00;4,92
117;-3;НС Банк;3124;Москва и обл.;27 561 992,00;27 912 692,00;-350 700,00;-1,26
118;8;Расчетная Палата РТС;3335;Москва и обл.;27 537 257,00;25 388 770,00;2 148 487,00;8,46
119;-4;Первый Республиканский Банк;1730;Москва и обл.;26 916 692,00;27 817 704,00;-901 012,00;-3,24
120;47;Мир Бизнес Банк;3396;Москва и обл.;26 736 823,00;16 428 800,00;10 308 023,00;62,74
121;9;Липецккомбанк;1242;Липецкая обл.;26 492 475,00;24 189 311,00;2 303 164,00;9,52
122;-4;Далькомбанк;84;Хабаровский край;26 363 330,00;27 390 703,00;-1 027 373,00;-3,75
123;6;Приморье;3001;Приморский край;26 078 743,00;24 918 368,00;1 160 375,00;4,66
124;-1;Фора-Банк;1885;Москва и обл.;26 055 066,00;25 846 599,00;208 467,00;0,81
125;3;Русский Международный Банк;3123;Москва и обл.;25 847 448,00;25 299 376,00;548 072,00;2,17
126;-5;Крайинвестбанк;3360;Краснодарский край;25 779 653,00;26 478 729,00;-699 076,00;-2,64
127;-2;Меткомбанк (Череповец);901;Вологодская обл.;25 525 473,00;25 416 070,00;109 403,00;0,43
128;-12;Интерпромбанк;3266;Москва и обл.;25 421 214,00;27 409 818,00;-1 988 604,00;-7,26
129;-5;Банк АВБ;23;Самарская обл.;25 307 473,00;25 600 641,00;-293 168,00;-1,15
130;4;Тойота Банк;3470;Москва и обл.;25 215 717,00;23 938 425,00;1 277 292,00;5,34
131;-18;Сведбанк;3064;Москва и обл.;24 960 266,00;28 083 523,00;-3 123 257,00;-11,12
132;-5;Кольцо Урала;65;Свердловская обл.;24 815 955,00;25 354 115,00;-538 160,00;-2,12
133;8;М2М Прайвет Банк;1414;Москва и обл.;24 703 302,00;21 459 481,00;3 243 821,00;15,12
134;3;Пушкино;391;Москва и обл.;24 209 596,00;22 916 198,00;1 293 398,00;5,64
135;0;Москоммерцбанк;3365;Москва и обл.;24 145 155,00;23 868 758,00;276 397,00;1,16
136;0;Смоленский Банк;2029;Смоленская обл.;23 942 861,00;23 751 336,00;191 525,00;0,81
137;1;Мой Банк;2939;Москва и обл.;23 851 340,00;22 614 832,00;1 236 508,00;5,47
138;-7;Акибанк;2587;Татарстан;23 766 447,00;24 038 359,00;-271 912,00;-1,13
139;-6;БФГ-Кредит;3068;Москва и обл.;23 507 092,00;23 956 454,00;-449 362,00;-1,88
140;3;АМБ Банк;3036;Москва и обл.;23 089 093,00;21 180 844,00;1 908 249,00;9,01
141;1;Девон-Кредит;1972;Татарстан;21 796 879,00;21 390 786,00;406 093,00;1,90
142;6;Интерпрогрессбанк;600;Москва и обл.;21 696 447,00;20 464 158,00;1 232 289,00;6,02
143;-11;Банк Кредит Свисс;2494;Москва и обл.;21 623 882,00;24 008 637,00;-2 384 755,00;-9,93
144;0;Альта-Банк;2269;Москва и обл.;21 470 707,00;21 141 645,00;329 062,00;1,56
145;-6;Кредит Урал Банк;2584;Челябинская обл.;21 458 665,00;22 570 960,00;-1 112 295,00;-4,93
146;-6;МБА-Москва;3395;Москва и обл.;21 169 268,00;21 975 973,00;-806 705,00;-3,67
147;-1;Левобережный;1343;Новосибирская обл.;21 084 600,00;20 494 185,00;590 415,00;2,88
148;1;ГПБ-Ипотека;2403;Москва и обл.;20 409 037,00;20 236 432,00;172 605,00;0,85
149;-2;Агропромкредит;2880;Москва и обл.;20 235 346,00;20 468 194,00;-232 848,00;-1,14
150;0;Росэнергобанк;2211;Москва и обл.;20 175 314,00;20 130 794,00;44 520,00;0,22
151;-6;ФИА-Банк;2542;Самарская обл.;20 168 780,00;20 557 349,00;-388 569,00;-1,89
152;1;Солидарность;554;Самарская обл.;19 994 597,00;18 994 547,00;1 000 050,00;5,26
153;-1;Тимер Банк;1581;Татарстан;18 937 254,00;19 484 867,00;-547 613,00;-2,81
154;3;Банк Проектного Финансирования;1677;Москва и обл.;18 642 795,00;17 998 882,00;643 913,00;3,58
155;0;С банк;2581;Москва и обл.;18 289 101,00;18 489 037,00;-199 936,00;-1,08
156;-2;Урал ФД;249;Пермская обл.;18 262 527,00;18 605 980,00;-343 453,00;-1,85
157;-6;Натиксис Банк;3390;Москва и обл.;18 012 429,00;19 789 074,00;-1 776 645,00;-8,98
158;-2;БМВ Банк;3482;Москва и обл.;17 977 363,00;18 027 834,00;-50 471,00;-0,28
159;0;ПЧРБ Банк;3291;Москва и обл.;17 841 173,00;17 582 190,00;258 983,00;1,47
160;-2;Уралтрансбанк;812;Свердловская обл.;17 757 083,00;17 860 714,00;-103 631,00;-0,58
161;1;Спурт Банк;2207;Татарстан;17 639 896,00;17 296 752,00;343 144,00;1,98
162;-1;Образование;1521;Москва и обл.;17 520 399,00;17 557 045,00;-36 646,00;-0,21
163;0;Русстройбанк;3205;Москва и обл.;17 093 524,00;16 920 812,00;172 712,00;1,02
164;6;Экспобанк;2998;Москва и обл.;16 850 714,00;16 125 282,00;725 432,00;4,50
165;-5;НОМОС-Региобанк;539;Хабаровский край;16 846 207,00;17 573 333,00;-727 126,00;-4,14
166;-2;Энергобанк;67;Татарстан;16 679 506,00;16 762 711,00;-83 205,00;-0,50
167;1;Модульбанк;1927;Костромская обл.;16 437 014,00;16 189 520,00;247 494,00;1,53
168;-2;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;16 169 187,00;16 432 682,00;-263 495,00;-1,60
169;3;Европейский Трастовый Банк;2968;Москва и обл.;16 129 383,00;15 736 243,00;393 140,00;2,50
170;1;Морской Банк;77;Москва и обл.;16 100 734,00;16 013 486,00;87 248,00;0,54
171;-6;БыстроБанк;1745;Удмуртия;15 871 771,00;16 562 241,00;-690 470,00;-4,17
172;-3;Инвесткапиталбанк;2377;Башкортостан;15 775 445,00;16 141 054,00;-365 609,00;-2,27
173;0;Норвик Банк;902;Кировская обл.;15 771 946,00;15 533 074,00;238 872,00;1,54
174;4;Аресбанк;2914;Москва и обл.;15 263 722,00;14 498 710,00;765 012,00;5,28
175;0;Гута-Банк;256;Москва и обл.;15 008 314,00;15 168 027,00;-159 713,00;-1,05
176;-2;НБД-Банк;1966;Нижегородская обл.;14 906 311,00;15 233 245,00;-326 934,00;-2,15
177;2;Мосстройэкономбанк (М Банк);948;Москва и обл.;14 846 262,00;14 494 612,00;351 650,00;2,43
178;6;ББР Банк;2929;Москва и обл.;14 802 980,00;14 043 549,00;759 431,00;5,41
179;-3;Курскпромбанк;735;Курская обл.;14 796 299,00;14 910 001,00;-113 702,00;-0,76
180;1;Интехбанк;2705;Татарстан;14 598 164,00;14 341 725,00;256 439,00;1,79
181;-4;Легион;3117;Москва и обл.;14 503 786,00;14 630 768,00;-126 982,00;-0,87
182;7;Алмазэргиэнбанк;2602;Саха (Якутия);14 401 088,00;13 952 435,00;448 653,00;3,22
183;7;Углеметбанк;2997;Челябинская обл.;14 159 330,00;13 785 253,00;374 077,00;2,71
184;2;Ланта-Банк;1920;Москва и обл.;14 074 128,00;14 038 513,00;35 615,00;0,25
185;-3;Рост;2589;Москва и обл.;14 018 792,00;14 177 735,00;-158 943,00;-1,12
186;16;Аверс;415;Татарстан;14 001 846,00;12 500 592,00;1 501 254,00;12,01
187;1;Банк «Советский»;558;Санкт-Петербург и обл.;13 856 632,00;13 958 801,00;-102 169,00;-0,73
188;-3;Эллипс Банк;1950;Нижегородская обл.;13 854 203,00;14 039 735,00;-185 532,00;-1,32
189;8;Рост Банк;2888;Татарстан;13 791 182,00;13 013 642,00;777 540,00;5,97
190;1;Новокузнецкий Муниципальный Банк;2865;Кемеровская обл.;13 771 508,00;13 707 035,00;64 473,00;0,47
191;1;Развитие-Столица;3013;Москва и обл.;13 472 677,00;13 622 965,00;-150 288,00;-1,10
192;-9;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;13 333 897,00;14 057 423,00;-723 526,00;-5,15
193;5;Фининвест;671;Москва и обл.;13 300 427,00;13 001 867,00;298 560,00;2,30
194;-7;Центркомбанк;2983;Москва и обл.;13 286 250,00;13 991 984,00;-705 734,00;-5,04
195;1;Александровский;53;Санкт-Петербург и обл.;13 211 975,00;13 070 822,00;141 153,00;1,08
196;28;Сетелем Банк;2168;Москва и обл.;13 200 897,00;10 913 957,00;2 286 940,00;20,95
197;3;АйМаниБанк;1975;Республика Алтай;13 042 824,00;12 751 884,00;290 940,00;2,28
198;-18;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;13 032 423,00;14 358 960,00;-1 326 537,00;-9,24
199;33;НК Банк;2755;Москва и обл.;12 999 457,00;10 284 344,00;2 715 113,00;26,40
200;-1;Российский Кредит;324;Москва и обл.;12 874 406,00;12 790 265,00;84 141,00;0,66
201;0;Пойдем!;2534;Москва и обл.;12 770 277,00;12 700 603,00;69 674,00;0,55
202;-7;ВУЗ-Банк;1557;Свердловская обл.;12 723 790,00;13 096 360,00;-372 570,00;-2,84
203;4;Газэнергобанк;3252;Калужская обл.;12 502 507,00;12 182 325,00;320 182,00;2,63
204;10;МАСТ-Банк;3267;Москва и обл.;12 441 193,00;11 762 453,00;678 740,00;5,77
205;1;Первомайский;518;Краснодарский край;12 440 260,00;12 270 933,00;169 327,00;1,38
206;-3;Энергомашбанк;52;Санкт-Петербург и обл.;12 380 770,00;12 391 431,00;-10 661,00;-0,09
207;2;Гаранти Банк — Москва;3275;Москва и обл.;12 285 710,00;12 094 616,00;191 094,00;1,58
208;10;Форштадт;2208;Оренбургская обл.;12 178 728,00;11 403 496,00;775 232,00;6,80
209;10;Держава;2738;Москва и обл.;12 170 713,00;11 336 508,00;834 205,00;7,36
210;32;БКС Банк;101;Новосибирская обл.;12 138 058,00;9 887 571,00;2 250 487,00;22,76
211;5;Банк ПСА Финанс Рус;3481;Москва и обл.;11 974 878,00;11 718 178,00;256 700,00;2,19
212;-4;Огни Москвы;2328;Москва и обл.;11 736 456,00;12 134 542,00;-398 086,00;-3,28
213;-2;Тольяттихимбанк;2507;Самарская обл.;11 431 403,00;11 857 940,00;-426 537,00;-3,60
214;1;РосДорБанк;1573;Москва и обл.;11 398 834,00;11 742 473,00;-343 639,00;-2,93
215;7;Гранд Инвест Банк;3053;Москва и обл.;11 322 261,00;11 212 520,00;109 741,00;0,98
216;1;Банк24.ру;2227;Свердловская обл.;11 320 567,00;11 531 517,00;-210 950,00;-1,83
217;19;Мерседес-Бенц Банк Рус;3473;Москва и обл.;11 285 614,00;10 047 608,00;1 238 006,00;12,32
218;2;Солидарность (Москва);1555;Москва и обл.;11 229 414,00;11 331 326,00;-101 912,00;-0,90
219;8;МАК-Банк;1088;Москва и обл.;11 137 023,00;10 546 969,00;590 054,00;5,59
220;118;Банк Торгового Финансирования;1982;Москва и обл.;11 135 631,00;5 475 164,00;5 660 467,00;103,38
221;2;Социнвестбанк;1132;Башкортостан;11 026 798,00;11 131 555,00;-104 757,00;-0,94
222;9;Финпромбанк (ФПБ Банк);2157;Москва и обл.;11 021 015,00;10 487 837,00;533 178,00;5,08
223;-19;Западный;2598;Москва и обл.;10 983 714,00;12 376 450,00;-1 392 736,00;-11,25
224;-14;Энерготрансбанк;1307;Калининградская обл.;10 949 620,00;12 066 487,00;-1 116 867,00;-9,26
225;9;Балтика;967;Санкт-Петербург и обл.;10 875 534,00;10 125 003,00;750 531,00;7,41
226;-1;Национальная Факторинговая Компания;3437;Москва и обл.;10 747 017,00;10 801 064,00;-54 047,00;-0,50
227;-6;СтарБанк;548;Москва и обл.;10 716 140,00;11 226 918,00;-510 778,00;-4,55
228;-2;Московское Ипотечное Агентство;3344;Москва и обл.;10 653 850,00;10 611 721,00;42 129,00;0,40
229;0;Хлынов;254;Кировская обл.;10 592 185,00;10 533 671,00;58 514,00;0,56
230;-36;Замоскворецкий;1640;Москва и обл.;10 477 680,00;13 211 156,00;-2 733 476,00;-20,69
231;-19;Алеф-Банк;2119;Москва и обл.;10 468 642,00;11 839 204,00;-1 370 562,00;-11,58
232;-19;Нацинвестпромбанк;3077;Москва и обл.;10 445 455,00;11 803 135,00;-1 357 680,00;-11,50
233;2;ТЭМБР-Банк;2764;Москва и обл.;10 433 054,00;10 102 271,00;330 783,00;3,27
234;-4;Интрастбанк;3144;Москва и обл.;10 405 328,00;10 504 437,00;-99 109,00;-0,94
235;9;РусЮгбанк;2093;Волгоградская обл.;10 340 091,00;9 763 495,00;576 596,00;5,91
236;-3;АктивКапитал Банк;3006;Самарская обл.;10 162 534,00;10 251 912,00;-89 378,00;-0,87
237;1;Прио-Внешторгбанк;212;Рязанская обл.;10 099 337,00;10 041 561,00;57 776,00;0,58
238;3;Экопромбанк;2011;Пермская обл.;9 983 116,00;9 933 555,00;49 561,00;0,50
239;-11;Расчетно-Кредитный Банк;103;Москва и обл.;9 979 557,00;10 540 144,00;-560 587,00;-5,32
240;0;Квантмобайл Банк;1189;Омская обл.;9 896 197,00;9 986 537,00;-90 340,00;-0,90
241;-2;Холдинг-Кредит;3030;Москва и обл.;9 719 910,00;10 026 299,00;-306 389,00;-3,06
242;8;Национальный Банк Развития Бизнеса;2795;Москва и обл.;9 617 621,00;9 400 713,00;216 908,00;2,31
243;3;Роспромбанк;3204;Москва и обл.;9 537 071,00;9 699 234,00;-162 163,00;-1,67
244;-39;Тройка-Д Банк;3431;Москва и обл.;9 480 946,00;12 349 324,00;-2 868 378,00;-23,23
245;0;Экономбанк;1319;Саратовская обл.;9 474 496,00;9 703 849,00;-229 353,00;-2,36
246;2;Росэксимбанк;2790;Москва и обл.;9 437 886,00;9 446 850,00;-8 964,00;-0,09
247;0;Банк Оренбург;3269;Оренбургская обл.;9 436 546,00;9 572 312,00;-135 766,00;-1,42
248;4;СИАБ;3245;Санкт-Петербург и обл.;9 262 596,00;9 307 399,00;-44 803,00;-0,48
249;5;Современный Коммерческий Инновационный Банк;3329;Москва и обл.;9 215 984,00;9 103 081,00;112 903,00;1,24
250;3;Европейский;1616;Калининградская обл.;9 189 696,00;9 297 866,00;-108 170,00;-1,16
251;11;Международный Банк Развития;2704;Москва и обл.;9 185 551,00;8 576 500,00;609 051,00;7,10
252;-9;Руснарбанк;3403;Москва и обл.;9 095 023,00;9 862 543,00;-767 520,00;-7,78
253;4;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;9 037 543,00;8 841 693,00;195 850,00;2,22
254;13;РосинтерБанк;226;Москва и обл.;9 033 797,00;8 355 988,00;677 809,00;8,11
255;0;Адмиралтейский;3054;Москва и обл.;9 007 308,00;9 093 542,00;-86 234,00;-0,95
256;8;Русьуниверсалбанк;3293;Москва и обл.;8 911 314,00;8 509 202,00;402 112,00;4,73
257;17;НОМОС-Банк-Сибирь;410;Новосибирская обл.;8 883 048,00;8 036 803,00;846 245,00;10,53
258;27;Бэнк оф Чайна;2309;Москва и обл.;8 746 452,00;7 512 756,00;1 233 696,00;16,42
