Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Май, 2017, тыс. рублей;Апрель, 2017, тыс. рублей;Изменение, тыс. рублей;Изменение, %
33;-1;Абсолют Банк;2306;Москва и обл.;273 634 228,00;279 615 329,00;-5 981 101,00;-2,14
34;0;Московский Индустриальный Банк;912;Москва и обл.;267 238 057,00;261 722 702,00;5 515 355,00;2,11
35;1;Возрождение;1439;Москва и обл.;254 948 088,00;252 382 007,00;2 566 081,00;1,02
36;-1;Банк Зенит;3255;Москва и обл.;253 129 654,00;258 628 538,00;-5 498 884,00;-2,13
37;0;Новикомбанк;2546;Москва и обл.;244 988 869,00;242 547 158,00;2 441 711,00;1,01
38;1;Хоум Кредит Банк;316;Москва и обл.;220 594 049,00;222 853 229,00;-2 259 180,00;-1,01
39;-1;Нордеа Банк;3016;Москва и обл.;215 604 686,00;224 917 900,00;-9 313 214,00;-4,14
40;1;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;208 936 171,00;202 451 041,00;6 485 130,00;3,20
41;-1;Транскапиталбанк;2210;Москва и обл.;204 628 714,00;209 655 577,00;-5 026 863,00;-2,40
42;1;Тинькофф Банк;2673;Москва и обл.;203 086 801,00;192 349 278,00;10 737 523,00;5,58
43;-1;Глобэкс;1942;Москва и обл.;196 799 991,00;197 567 171,00;-767 180,00;-0,39
44;0;ИНГ Банк;2495;Москва и обл.;196 210 145,00;182 187 174,00;14 022 971,00;7,70
45;1;Сургутнефтегазбанк;588;Ханты-Мансийский АО — Югра;193 699 001,00;171 590 279,00;22 108 722,00;12,88
46;-1;РосЕвроБанк;3137;Москва и обл.;176 870 908,00;180 990 389,00;-4 119 481,00;-2,28
47;2;МТС Банк;2268;Москва и обл.;164 107 109,00;158 434 927,00;5 672 182,00;3,58
48;-1;Экспресс-Волга;3085;Костромская обл.;161 357 905,00;165 492 225,00;-4 134 320,00;-2,50
49;2;Почта Банк;650;Москва и обл.;160 436 196,00;152 464 128,00;7 972 068,00;5,23
50;-2;ДельтаКредит;3338;Москва и обл.;157 934 624,00;160 831 643,00;-2 897 019,00;-1,80
51;-1;РГС Банк;3073;Москва и обл.;152 565 562,00;155 623 170,00;-3 057 608,00;-1,96
52;0;Национальный Расчетный Депозитарий;3294;Москва и обл.;146 853 650,00;151 396 628,00;-4 542 978,00;-3,00
53;0;Авангард;2879;Москва и обл.;140 417 344,00;140 312 099,00;105 245,00;0,08
54;0;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;133 085 333,00;133 957 032,00;-871 699,00;-0,65
55;0;ОТП Банк;2766;Москва и обл.;131 109 262,00;130 323 630,00;785 632,00;0,60
56;0;Инвестторгбанк;2763;Москва и обл.;130 511 368,00;130 093 362,00;418 006,00;0,32
57;0;Аверс;415;Татарстан;130 493 389,00;127 434 626,00;3 058 763,00;2,40
58;0;СКБ-Банк;705;Свердловская обл.;124 958 162,00;124 424 429,00;533 733,00;0,43
59;0;МСП Банк;3340;Москва и обл.;122 634 670,00;122 522 267,00;112 403,00;0,09
60;0;Кредит Европа Банк;3311;Москва и обл.;119 258 036,00;122 306 713,00;-3 048 677,00;-2,49
61;0;Сетелем Банк;2168;Москва и обл.;113 882 542,00;114 213 329,00;-330 787,00;-0,29
62;0;Запсибкомбанк;918;Тюменская обл.;113 159 073,00;113 401 348,00;-242 275,00;-0,21
63;1;Ренессанс Кредит;3354;Москва и обл.;108 349 366,00;107 250 947,00;1 098 419,00;1,02
64;-1;Роскосмосбанк;2989;Москва и обл.;107 309 579,00;108 981 596,00;-1 672 017,00;-1,53
65;0;Русфинанс Банк;1792;Самарская обл.;105 312 655,00;105 596 829,00;-284 174,00;-0,27
66;2;Банк Финсервис;3388;Москва и обл.;100 348 892,00;90 363 043,00;9 985 849,00;11,05
67;-1;Центр-инвест;2225;Ростовская обл.;96 522 784,00;97 587 012,00;-1 064 228,00;-1,09
68;-1;Таврический Банк;2304;Санкт-Петербург и обл.;88 892 541,00;92 527 570,00;-3 635 029,00;-3,93
69;0;РНКБ;1354;Симферополь;87 269 914,00;85 384 322,00;1 885 592,00;2,21
70;0;Балтинвестбанк;3176;Санкт-Петербург и обл.;82 775 473,00;83 262 786,00;-487 313,00;-0,59
71;1;ЦентроКредит;121;Москва и обл.;81 592 515,00;80 697 110,00;895 405,00;1,11
72;1;Союз;2307;Москва и обл.;79 209 567,00;79 962 529,00;-752 962,00;-0,94
73;1;Кубань Кредит;2518;Краснодарский край;78 810 378,00;78 317 260,00;493 118,00;0,63
74;-3;Локо-Банк;2707;Москва и обл.;77 571 687,00;81 571 576,00;-3 999 889,00;-4,90
75;1;ВУЗ-Банк;1557;Свердловская обл.;72 329 792,00;71 429 565,00;900 227,00;1,26
76;2;Росэксимбанк;2790;Москва и обл.;71 291 557,00;68 705 835,00;2 585 722,00;3,76
77;3;РН Банк;170;Москва и обл.;70 456 940,00;67 475 579,00;2 981 361,00;4,42
78;-1;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;68 127 650,00;69 379 776,00;-1 252 126,00;-1,80
79;0;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;67 763 835,00;68 131 207,00;-367 372,00;-0,54
80;1;Экспобанк;2998;Москва и обл.;67 506 703,00;67 010 339,00;496 364,00;0,74
81;8;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;66 271 546,00;56 725 646,00;9 545 900,00;16,83
82;1;Металлинвестбанк;2440;Москва и обл.;63 438 484,00;63 615 747,00;-177 263,00;-0,28
83;-1;Балтийский Банк;128;Санкт-Петербург и обл.;63 034 724,00;64 386 536,00;-1 351 812,00;-2,10
84;-9;БНП Париба Банк;3407;Москва и обл.;61 907 175,00;73 009 908,00;-11 102 733,00;-15,21
85;2;Банк Интеза;2216;Москва и обл.;61 077 844,00;57 695 523,00;3 382 321,00;5,86
86;0;ОФК Банк;2270;Москва и обл.;60 714 417,00;58 871 137,00;1 843 280,00;3,13
87;-3;Дойче Банк;3328;Москва и обл.;60 576 921,00;61 269 822,00;-692 901,00;-1,13
88;2;СДМ-Банк;1637;Москва и обл.;55 341 122,00;54 814 550,00;526 572,00;0,96
89;-1;БКС Банк;101;Новосибирская обл.;53 653 916,00;56 808 423,00;-3 154 507,00;-5,55
90;2;Крайинвестбанк;3360;Краснодарский край;53 517 568,00;53 990 787,00;-473 219,00;-0,88
91;3;Тойота Банк;3470;Москва и обл.;52 339 685,00;51 866 729,00;472 956,00;0,91
92;1;Социнвестбанк;1132;Башкортостан;51 818 745,00;52 632 139,00;-813 394,00;-1,55
93;-8;Международный Финансовый Клуб;2618;Москва и обл.;50 489 582,00;61 012 181,00;-10 522 599,00;-17,25
94;1;ББР Банк;2929;Москва и обл.;50 225 697,00;51 424 606,00;-1 198 909,00;-2,33
95;1;Газэнергобанк;3252;Калужская обл.;48 321 917,00;48 385 478,00;-63 561,00;-0,13
96;1;Челябинвестбанк;493;Челябинская обл.;48 177 795,00;47 508 055,00;669 740,00;1,41
97;8;Мир Бизнес Банк;3396;Москва и обл.;47 895 377,00;44 559 750,00;3 335 627,00;7,49
98;0;Примсоцбанк;2733;Приморский край;47 273 615,00;47 410 172,00;-136 557,00;-0,29
99;1;Левобережный;1343;Новосибирская обл.;47 212 820,00;46 403 942,00;808 878,00;1,74
100;-1;Челиндбанк;485;Челябинская обл.;46 518 899,00;46 462 390,00;56 509,00;0,12
101;2;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;45 592 589,00;45 161 263,00;431 326,00;0,96
102;2;АйСиБиСи Банк;3475;Москва и обл.;44 667 772,00;44 863 931,00;-196 159,00;-0,44
103;3;Фора-Банк;1885;Москва и обл.;44 617 884,00;42 929 906,00;1 687 978,00;3,93
104;-2;Межтопэнергобанк;2956;Москва и обл.;43 891 656,00;45 310 359,00;-1 418 703,00;-3,13
105;-4;Интерпрогрессбанк;600;Москва и обл.;43 872 932,00;46 088 981,00;-2 216 049,00;-4,81
106;1;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;43 193 019,00;42 878 310,00;314 709,00;0,73
107;1;Севергазбанк;2816;Вологодская обл.;42 562 004,00;41 984 516,00;577 488,00;1,38
108;5;Еврофинанс Моснарбанк;2402;Москва и обл.;41 960 688,00;35 711 271,00;6 249 417,00;17,50
109;0;Саровбизнесбанк;2048;Нижегородская обл.;41 814 361,00;41 244 578,00;569 783,00;1,38
110;0;Коммерцбанк (Евразия);3333;Москва и обл.;39 590 929,00;38 399 048,00;1 191 881,00;3,10
111;1;Квантмобайл Банк;1189;Москва и обл.;36 837 185,00;37 063 436,00;-226 251,00;-0,61
112;7;Объединенный Капитал;2611;Санкт-Петербург и обл.;36 495 802,00;32 170 419,00;4 325 383,00;13,45
113;-2;Банк БФА;3038;Санкт-Петербург и обл.;35 341 196,00;38 002 161,00;-2 660 965,00;-7,00
114;0;Бинбанк Диджитал;2827;Москва и обл.;35 231 689,00;35 020 228,00;211 461,00;0,60
115;0;БыстроБанк;1745;Удмуртия;34 867 710,00;33 929 432,00;938 278,00;2,77
116;10;Фольксваген Банк Рус;3500;Москва и обл.;33 813 173,00;29 251 658,00;4 561 515,00;15,59
117;5;Бэнк оф Чайна;2309;Москва и обл.;33 348 392,00;30 273 424,00;3 074 968,00;10,16
118;-2;НС Банк;3124;Москва и обл.;32 652 531,00;33 544 838,00;-892 307,00;-2,66
119;-2;Кольцо Урала;65;Свердловская обл.;32 336 948,00;32 801 398,00;-464 450,00;-1,42
120;-2;Генбанк;2490;Симферополь;32 003 034,00;32 484 883,00;-481 849,00;-1,48
121;4;Национальный Стандарт;3421;Москва и обл.;31 884 212,00;29 519 007,00;2 365 205,00;8,01
122;-1;АктивКапитал Банк;3006;Самарская обл.;31 328 844,00;30 565 838,00;763 006,00;2,50
123;-3;Алмазэргиэнбанк;2602;Саха (Якутия);30 324 479,00;30 765 083,00;-440 604,00;-1,43
124;-1;Солидарность;554;Самарская обл.;30 113 861,00;30 191 939,00;-78 078,00;-0,26
125;6;Платежный Центр;3166;Новосибирская обл.;29 928 203,00;27 145 484,00;2 782 719,00;10,25
126;-2;Дальневосточный Банк;843;Приморский край;29 801 016,00;30 050 210,00;-249 194,00;-0,83
127;6;Чайна Констракшн;3515;Москва и обл.;29 685 489,00;26 586 803,00;3 098 686,00;11,65
128;0;Газбанк;2316;Самарская обл.;28 837 288,00;28 415 359,00;421 929,00;1,48
129;1;Кредит Урал Банк;2584;Челябинская обл.;28 592 263,00;27 378 909,00;1 213 354,00;4,43
130;-3;Финанс Бизнес Банк;520;Москва и обл.;28 530 149,00;28 534 173,00;-4 024,00;-0,01
131;-2;Приморье;3001;Приморский край;28 253 426,00;27 950 899,00;302 527,00;1,08
132;0;Интерпромбанк;3266;Москва и обл.;27 695 115,00;26 782 539,00;912 576,00;3,41
133;11;Татсоцбанк;480;Татарстан;26 374 931,00;24 109 521,00;2 265 410,00;9,40
134;1;БМВ Банк;3482;Москва и обл.;25 936 313,00;25 715 350,00;220 963,00;0,86
135;4;Акибанк;2587;Татарстан;25 261 386,00;25 030 294,00;231 092,00;0,92
136;-2;Московское Ипотечное Агентство;3344;Москва и обл.;25 225 002,00;26 432 629,00;-1 207 627,00;-4,57
137;0;Девон-Кредит;1972;Татарстан;25 219 903,00;25 604 067,00;-384 164,00;-1,50
138;-2;Аресбанк;2914;Москва и обл.;25 130 343,00;25 657 644,00;-527 301,00;-2,06
139;-1;Ланта-Банк;1920;Москва и обл.;24 663 069,00;25 424 478,00;-761 409,00;-2,99
140;2;Русский Международный Банк;3123;Москва и обл.;24 539 568,00;24 579 875,00;-40 307,00;-0,16
141;2;Липецккомбанк;1242;Липецкая обл.;23 968 293,00;24 142 254,00;-173 961,00;-0,72
142;-2;Агропромкредит;2880;Москва и обл.;23 496 246,00;24 844 423,00;-1 348 177,00;-5,43
143;2;МБА-Москва;3395;Москва и обл.;22 992 169,00;24 091 612,00;-1 099 443,00;-4,56
144;2;Урал ФД;249;Пермская обл.;22 519 565,00;22 817 722,00;-298 157,00;-1,31
145;5;СЭБ Банк;3235;Санкт-Петербург и обл.;22 261 148,00;21 618 834,00;642 314,00;2,97
146;1;Энергобанк;67;Татарстан;22 110 175,00;22 339 681,00;-229 506,00;-1,03
147;4;Курскпромбанк;735;Курская обл.;21 572 749,00;21 597 314,00;-24 565,00;-0,11
148;4;Мерседес-Бенц Банк Рус;3473;Москва и обл.;20 882 278,00;21 243 687,00;-361 409,00;-1,70
149;-8;Энерготрансбанк;1307;Калининградская обл.;20 577 206,00;24 729 940,00;-4 152 734,00;-16,79
150;3;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;20 261 517,00;20 465 332,00;-203 815,00;-1,00
151;4;Хлынов;254;Кировская обл.;20 235 367,00;20 058 838,00;176 529,00;0,88
152;-4;Легион;3117;Москва и обл.;20 190 122,00;21 644 620,00;-1 454 498,00;-6,72
153;-4;Данске Банк;3307;Санкт-Петербург и обл.;19 990 125,00;21 619 357,00;-1 629 232,00;-7,54
154;5;Тольяттихимбанк;2507;Самарская обл.;19 898 980,00;19 216 231,00;682 749,00;3,55
155;2;Кошелев-Банк;3300;Самарская обл.;19 710 586,00;19 467 145,00;243 441,00;1,25
156;-2;НБД-Банк;1966;Нижегородская обл.;19 506 809,00;20 109 242,00;-602 433,00;-3,00
157;-1;Банк Кредит Свисс;2494;Москва и обл.;19 447 654,00;19 923 439,00;-475 785,00;-2,39
158;2;Москоммерцбанк;3365;Москва и обл.;19 396 213,00;18 867 517,00;528 696,00;2,80
159;-1;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;18 153 652,00;19 276 571,00;-1 122 919,00;-5,83
160;1;Собинбанк;1317;Москва и обл.;17 446 804,00;18 564 030,00;-1 117 226,00;-6,02
161;3;Рублев;3098;Москва и обл.;17 335 092,00;16 702 465,00;632 627,00;3,79
162;1;Держава;2738;Москва и обл.;17 334 939,00;16 990 406,00;344 533,00;2,03
163;-1;Джей энд Ти Банк;3061;Москва и обл.;17 101 494,00;17 467 962,00;-366 468,00;-2,10
164;31;Натиксис Банк;3390;Москва и обл.;17 028 406,00;12 208 281,00;4 820 125,00;39,48
165;0;Александровский;53;Санкт-Петербург и обл.;16 542 807,00;16 487 276,00;55 531,00;0,34
166;4;Темпбанк;55;Москва и обл.;16 080 584,00;16 061 883,00;18 701,00;0,12
167;4;Пойдем!;2534;Москва и обл.;16 074 701,00;15 963 263,00;111 438,00;0,70
168;0;Банк Акцепт;567;Новосибирская обл.;15 971 299,00;16 159 100,00;-187 801,00;-1,16
169;-2;Развитие-Столица;3013;Москва и обл.;15 950 579,00;16 161 266,00;-210 687,00;-1,30
170;5;Алеф-Банк;2119;Москва и обл.;15 719 951,00;15 128 924,00;591 027,00;3,91
171;30;Киви Банк;2241;Москва и обл.;15 647 518,00;11 813 546,00;3 833 972,00;32,45
172;-3;Расчетно-Кредитный Банк;103;Москва и обл.;15 646 607,00;16 112 570,00;-465 963,00;-2,89
173;-7;Объединенный Кредитный Банк;1118;Ярославская обл.;15 491 586,00;16 185 143,00;-693 557,00;-4,29
174;5;Гарант-Инвест;2576;Москва и обл.;15 315 572,00;14 622 426,00;693 146,00;4,74
175;1;Норвик Банк;902;Кировская обл.;15 300 987,00;15 071 236,00;229 751,00;1,52
176;-2;Денизбанк Москва;3330;Москва и обл.;15 274 754,00;15 152 778,00;121 976,00;0,80
177;-4;Инбанк;1829;Москва и обл.;15 245 619,00;15 206 121,00;39 498,00;0,26
178;0;Уралтрансбанк;812;Свердловская обл.;14 953 706,00;14 886 929,00;66 777,00;0,45
179;-2;Солидарность (Москва);1555;Москва и обл.;14 931 567,00;14 996 981,00;-65 414,00;-0,44
180;1;Нацинвестпромбанк;3077;Москва и обл.;14 420 498,00;14 525 209,00;-104 711,00;-0,72
181;2;Прио-Внешторгбанк;212;Рязанская обл.;14 344 568,00;13 965 268,00;379 300,00;2,72
182;6;РосДорБанк;1573;Москва и обл.;14 306 472,00;13 229 851,00;1 076 621,00;8,14
183;-1;Национальный Резервный Банк;2170;Москва и обл.;14 047 476,00;13 988 715,00;58 761,00;0,42
184;0;Банк ВВБ;1093;Севастополь;13 917 120,00;13 899 110,00;18 010,00;0,13
185;-5;Банк Казани;708;Татарстан;13 916 857,00;14 562 955,00;-646 098,00;-4,44
186;-14;НК Банк;2755;Москва и обл.;13 855 814,00;15 356 373,00;-1 500 559,00;-9,77
187;-1;Форштадт;2208;Оренбургская обл.;13 762 918,00;13 561 928,00;200 990,00;1,48
188;-3;Ишбанк;2867;Москва и обл.;13 734 436,00;13 601 998,00;132 438,00;0,97
189;-2;Русский Ипотечный Банк;1968;Москва и обл.;13 452 928,00;13 458 142,00;-5 214,00;-0,04
190;-1;Морской Банк;77;Москва и обл.;13 439 534,00;13 216 820,00;222 714,00;1,69
191;5;Национальная Факторинговая Компания;3437;Москва и обл.;13 272 515,00;12 161 032,00;1 111 483,00;9,14
192;-2;КС Банк;1752;Мордовия;13 057 534,00;12 920 170,00;137 364,00;1,06
193;-2;Нижневолжский Коммерческий Банк;931;Саратовская обл.;12 863 024,00;12 827 700,00;35 324,00;0,28
194;-2;Русьуниверсалбанк;3293;Москва и обл.;12 287 591,00;12 381 466,00;-93 875,00;-0,76
195;3;Датабанк;646;Удмуртия;11 914 119,00;11 907 872,00;6 247,00;0,05
196;4;ТЭМБР-Банк;2764;Москва и обл.;11 875 442,00;11 856 500,00;18 942,00;0,16
197;2;Агросоюз;1459;Москва и обл.;11 801 122,00;11 881 281,00;-80 159,00;-0,67
198;-1;НИКО-Банк;702;Оренбургская обл.;11 788 862,00;11 912 147,00;-123 285,00;-1,03
199;-6;Гранд Инвест Банк;3053;Москва и обл.;11 639 937,00;12 366 503,00;-726 566,00;-5,88
200;-6;Спурт Банк;2207;Татарстан;11 525 528,00;12 241 670,00;-716 142,00;-5,85
201;4;Банк Оренбург;3269;Оренбургская обл.;11 347 373,00;11 306 133,00;41 240,00;0,36
202;1;Первомайский;518;Краснодарский край;11 343 342,00;11 423 488,00;-80 146,00;-0,70
203;3;Русский Торговый Банк;2842;Москва и обл.;11 021 661,00;11 145 038,00;-123 377,00;-1,11
204;9;Ури Банк;3479;Москва и обл.;10 938 889,00;9 954 178,00;984 711,00;9,89
205;-1;Тройка-Д Банк;3431;Москва и обл.;10 902 278,00;11 379 815,00;-477 537,00;-4,20
206;2;Ассоциация;732;Нижегородская обл.;10 888 627,00;10 712 365,00;176 262,00;1,65
207;0;Солид Банк;1329;Приморский край;10 652 801,00;10 953 973,00;-301 172,00;-2,75
208;2;Таатта;1249;Саха (Якутия);10 522 716,00;10 321 939,00;200 777,00;1,95
209;0;Новопокровский;467;Краснодарский край;10 424 277,00;10 657 956,00;-233 679,00;-2,19
210;32;Автоторгбанк;2776;Москва и обл.;10 413 734,00;7 742 730,00;2 671 004,00;34,50
211;0;Юг-Инвестбанк;2772;Краснодарский край;10 300 074,00;10 120 857,00;179 217,00;1,77
212;-10;Российская Финансовая Корпорация;3099;Москва и обл.;10 215 986,00;11 583 285,00;-1 367 299,00;-11,80
213;7;КЭБ ЭйчЭнБи Банк;3525;Москва и обл.;9 764 114,00;9 175 378,00;588 736,00;6,42
214;1;Банк Жилищного Финансирования;3138;Москва и обл.;9 688 658,00;9 867 763,00;-179 105,00;-1,82
215;1;Снежинский;1376;Челябинская обл.;9 604 536,00;9 669 651,00;-65 115,00;-0,67
216;2;Екатеринбург;3161;Свердловская обл.;9 334 388,00;9 275 637,00;58 751,00;0,63
217;5;Эксперт Банк;2949;Омская обл.;9 298 175,00;9 127 386,00;170 789,00;1,87
218;-6;МС Банк Рус;2789;Москва и обл.;9 217 301,00;9 962 207,00;-744 906,00;-7,48
219;12;Реалист Банк;1067;Иркутская обл.;9 045 098,00;8 358 917,00;686 181,00;8,21
220;-3;СИАБ;3245;Санкт-Петербург и обл.;9 000 580,00;9 305 966,00;-305 386,00;-3,28
221;3;РусЮгбанк;2093;Волгоградская обл.;8 915 100,00;8 836 193,00;78 907,00;0,89
222;7;Углеметбанк;2997;Челябинская обл.;8 846 528,00;8 421 338,00;425 190,00;5,05
223;0;Нефтепромбанк;2156;Москва и обл.;8 710 798,00;9 029 143,00;-318 345,00;-3,53
224;2;Промтрансбанк;2638;Башкортостан;8 706 469,00;8 470 837,00;235 632,00;2,78
225;3;Воронеж;654;Воронежская обл.;8 567 514,00;8 425 479,00;142 035,00;1,69
226;4;Энергомашбанк;52;Санкт-Петербург и обл.;8 533 492,00;8 369 103,00;164 389,00;1,96
227;-13;Модульбанк;1927;Костромская обл.;8 523 567,00;9 906 736,00;-1 383 169,00;-13,96
228;13;Мосуралбанк;2468;Москва и обл.;8 156 565,00;7 753 869,00;402 696,00;5,19
229;4;Московский Нефтехимический Банк;1411;Москва и обл.;8 080 968,00;8 216 466,00;-135 498,00;-1,65
230;5;Томскпромстройбанк;1720;Томская обл.;8 067 013,00;8 180 714,00;-113 701,00;-1,39
231;5;Славия;2664;Москва и обл.;7 976 855,00;8 089 276,00;-112 421,00;-1,39
232;8;Консервативный Коммерческий Банк;1087;Астраханская обл.;7 929 456,00;7 764 603,00;164 853,00;2,12
233;-1;Трансстройбанк;2807;Москва и обл.;7 906 325,00;8 348 844,00;-442 519,00;-5,30
234;3;Вокбанк;312;Нижегородская обл.;7 880 861,00;7 991 437,00;-110 576,00;-1,38
235;-16;Современный Коммерческий Инновационный Банк;3329;Костромская обл.;7 823 772,00;9 203 134,00;-1 379 362,00;-14,99
236;-2;Союзный;3236;Москва и обл.;7 818 698,00;8 214 419,00;-395 721,00;-4,82
237;1;Кранбанк;2271;Ивановская обл.;7 755 984,00;7 903 478,00;-147 494,00;-1,87
238;8;Северный Кредит;2398;Вологодская обл.;7 733 949,00;7 470 526,00;263 423,00;3,53
239;-12;Морган Стэнли Банк;3456;Москва и обл.;7 522 195,00;8 457 539,00;-935 344,00;-11,06
240;7;Белгородсоцбанк;760;Белгородская обл.;7 477 904,00;7 458 709,00;19 195,00;0,26
241;8;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 413 338,00;7 338 883,00;74 455,00;1,01
242;1;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;7 412 806,00;7 562 184,00;-149 378,00;-1,98
243;2;Ставропольпромстройбанк;1288;Ставропольский край;7 359 715,00;7 480 391,00;-120 676,00;-1,61
244;8;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;7 312 436,00;7 065 345,00;247 091,00;3,50
245;5;Итуруп;2390;Сахалинская обл.;7 311 231,00;7 237 137,00;74 094,00;1,02
246;2;Актив Банк;2529;Мордовия;7 273 770,00;7 378 629,00;-104 859,00;-1,42
247;-3;Северо-Восточный Альянс;2768;Москва и обл.;7 258 307,00;7 523 767,00;-265 460,00;-3,53
248;3;Банк Раунд;2506;Москва и обл.;7 227 051,00;7 185 981,00;41 070,00;0,57
249;-10;Проминвестбанк;2433;Москва и обл.;7 163 019,00;7 853 617,00;-690 598,00;-8,79
250;-25;Альба Альянс;2593;Москва и обл.;7 076 777,00;8 654 019,00;-1 577 242,00;-18,23
251;19;Азия-Инвест Банк;3303;Москва и обл.;7 041 904,00;6 105 927,00;935 977,00;15,33
252;2;Хакасский Муниципальный Банк;1049;Хакасия;6 971 509,00;6 882 210,00;89 299,00;1,30
253;3;Ю Би Эс Банк;3463;Москва и обл.;6 897 587,00;6 774 148,00;123 439,00;1,82
254;4;Уралкапиталбанк;2519;Башкортостан;6 894 007,00;6 670 647,00;223 360,00;3,35
255;0;Русь;704;Оренбургская обл.;6 892 026,00;6 868 912,00;23 114,00;0,34
256;4;Нейва;1293;Свердловская обл.;6 823 836,00;6 526 124,00;297 712,00;4,56
257;-4;Чувашкредитпромбанк;1280;Чувашия;6 772 282,00;6 954 136,00;-181 854,00;-2,62
258;-37;РЕСО Кредит;3450;Москва и обл.;6 705 068,00;9 147 606,00;-2 442 538,00;-26,70
