Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Май, 2017, тыс. рублей;Апрель, 2017, тыс. рублей;Изменение, тыс. рублей;Изменение, %
530;8;Геобанк;2027;Москва и обл.;543 971,00;518 354,00;25 617,00;4,94
531;11;МВС Банк;2407;Дагестан;521 187,00;503 509,00;17 678,00;3,51
532;9;Банк Берейт;3505;Санкт-Петербург и обл.;516 370,00;506 432,00;9 938,00;1,96
533;6;Таганрогбанк;3136;Ростовская обл.;509 340,00;515 720,00;-6 380,00;-1,24
534;12;Расчетные Решения;3524;Москва и обл.;480 066,00;463 358,00;16 708,00;3,61
535;8;Стар Альянс;3433;Москва и обл.;469 635,00;500 720,00;-31 085,00;-6,21
536;1;Алжан;2491;Дагестан;466 494,00;528 669,00;-62 175,00;-11,76
537;8;Жилстройбанк;2769;Москва и обл.;462 530,00;470 493,00;-7 963,00;-1,69
538;9;Лэнд Кредит;1478;Москва и обл.;462 108,00;463 054,00;-946,00;-0,20
539;9;Логос;3233;Москва и обл.;459 728,00;459 665,00;63,00;0,01
540;10;Эко-Инвест;3116;Москва и обл.;453 040,00;446 118,00;6 922,00;1,55
541;10;Дружба;990;Тюменская обл.;439 711,00;440 568,00;-857,00;-0,19
542;10;Деньги.Мэйл.Ру;3511;Москва и обл.;436 233,00;436 233,00;0,00;0
543;12;РИТЦ Банк;2677;Карелия;431 419,00;426 489,00;4 930,00;1,16
544;10;Рента-Банк;3095;Москва и обл.;420 144,00;429 736,00;-9 592,00;-2,23
545;8;Объединенная Расчетная Система;3342;Москва и обл.;417 303,00;435 825,00;-18 522,00;-4,25
546;10;Континенталь;3184;Ставропольский край;414 859,00;413 032,00;1 827,00;0,44
547;-12;Финчер;3486;Москва и обл.;404 526,00;548 243,00;-143 717,00;-26,21
548;11;ИР-Кредит;1724;Москва и обл.;395 161,00;395 161,00;0,00;0
549;8;Альтернатива;3452;Москва и обл.;389 661,00;408 543,00;-18 882,00;-4,62
550;8;Единая касса;3512;Москва и обл.;382 984,00;398 802,00;-15 818,00;-3,97
551;9;Тайдон;2085;Кемеровская обл.;379 225,00;380 322,00;-1 097,00;-0,29
552;9;Информпрогресс;2166;Москва и обл.;367 326,00;374 818,00;-7 492,00;-2,00
553;10;Интеркоопбанк;2803;Москва и обл.;364 285,00;357 635,00;6 650,00;1,86
554;-5;Промсвязьинвест;2761;Дагестан;358 855,00;449 184,00;-90 329,00;-20,11
555;11;Европейский Стандарт;3200;Москва и обл.;349 313,00;324 358,00;24 955,00;7,69
556;8;Северстройбанк;3507;Вологодская обл.;346 854,00;351 568,00;-4 714,00;-1,34
557;5;РИБ;2749;Москва и обл.;333 806,00;366 543,00;-32 737,00;-8,93
558;12;Континент Финанс;149;Москва и обл.;325 491,00;278 830,00;46 661,00;16,73
559;6;Лидер;3304;Москва и обл.;325 403,00;332 526,00;-7 123,00;-2,14
560;-20;Монета.ру;3508;Марий Эл;322 859,00;511 173,00;-188 314,00;-36,84
561;7;Нарат;1902;Саратовская обл.;304 892,00;304 453,00;439,00;0,14
562;5;Рунэтбанк;2829;Москва и обл.;303 634,00;309 366,00;-5 732,00;-1,85
563;6;Моби.Деньги;3523;Москва и обл.;281 823,00;281 823,00;0,00;0
564;7;Сетевая Расчетная Палата;3332;Татарстан;253 244,00;251 453,00;1 791,00;0,71
565;-29;Башпромбанк;1006;Башкортостан;240 800,00;546 173,00;-305 373,00;-55,91
566;7;Платежи и Расчеты;3324;Самарская обл.;211 575,00;217 598,00;-6 023,00;-2,77
567;5;Русское Финансовое Общество;3427;Москва и обл.;205 026,00;244 071,00;-39 045,00;-16,00
568;6;Красноярский Краевой Расчетный Центр;3483;Красноярский край;190 778,00;205 257,00;-14 479,00;-7,05
569;6;Элексир;3533;Москва и обл.;178 936,00;186 034,00;-7 098,00;-3,82
570;6;Электронный платежный сервис;3509;Москва и обл.;167 043,00;167 043,00;0,00;0
571;6;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;158 364,00;161 564,00;-3 200,00;-1,98
572;6;Премиум;3514;Москва и обл.;151 684,00;151 684,00;0,00;0
573;7;Фидбэк;3502;Москва и обл.;116 537,00;123 091,00;-6 554,00;-5,32
574;5;Инновационный Расчетный Центр;3447;Москва и обл.;106 930,00;149 247,00;-42 317,00;-28,35
575;6;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;100 501,00;109 180,00;-8 679,00;-7,95
576;6;Вест;2605;Москва и обл.;98 707,00;99 928,00;-1 221,00;-1,22
577;6;Платежный Клиринговый Дом;3343;Москва и обл.;93 663,00;84 931,00;8 732,00;10,28
578;6;Умут;2435;Дагестан;73 531,00;67 014,00;6 517,00;9,72
579;;Дальний Восток;3318;Приморский край;54 721,00;-;-;
580;7;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;22 665,00;10 086,00;12 579,00;124,72
581;4;21 Век;3309;Санкт-Петербург и обл.;22 316,00;37 853,00;-15 537,00;-41,05
582;4;АРБ-Инкасс;3353;Москва и обл.;19 621,00;19 306,00;315,00;1,63
