Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Февраль, 2019, тыс. рублей;Январь, 2019, тыс. рублей;Изменение, тыс. рублей;Изменение, %
28;2;Банк АВБ;23;Самарская обл.;364 702 765,00;360 652 156,00;4 050 609,00;1,12
29;0;Русский Стандарт;2289;Москва и обл.;350 862 420,00;363 542 645,00;-12 680 225,00;-3,49
30;1;Пересвет;2110;Москва и обл.;324 232 591,00;319 170 667,00;5 061 924,00;1,59
31;3;Возрождение;1439;Москва и обл.;291 078 345,00;279 268 513,00;11 809 832,00;4,23
32;0;Восточный Банк;1460;Амурская обл.;287 971 462,00;284 983 186,00;2 988 276,00;1,05
33;0;Московский Индустриальный Банк;912;Москва и обл.;277 254 723,00;282 499 487,00;-5 244 764,00;-1,86
34;1;Абсолют Банк;2306;Москва и обл.;273 196 189,00;277 536 909,00;-4 340 720,00;-1,56
35;1;Хоум Кредит Банк;316;Москва и обл.;271 326 983,00;275 774 333,00;-4 447 350,00;-1,61
36;2;Сургутнефтегазбанк;588;Ханты-Мансийский АО — Югра;270 301 529,00;244 919 765,00;25 381 764,00;10,36
37;0;Уральский Банк Реконструкции и Развития;429;Свердловская обл.;256 852 383,00;261 611 574,00;-4 759 191,00;-1,82
38;2;Банк ДОМ.РФ;2312;Москва и обл.;255 144 574,00;238 266 577,00;16 877 997,00;7,08
39;0;Банк Зенит;3255;Москва и обл.;230 624 255,00;244 746 532,00;-14 122 277,00;-5,77
40;5;ИНГ Банк;2495;Москва и обл.;215 941 698,00;170 962 437,00;44 979 261,00;26,31
41;0;ДельтаКредит;3338;Москва и обл.;198 951 542,00;203 732 775,00;-4 781 233,00;-2,35
42;1;Инвестторгбанк;2763;Москва и обл.;193 421 484,00;185 628 196,00;7 793 288,00;4,20
43;-1;Экспресс-Волга;3085;Костромская обл.;183 765 758,00;192 162 984,00;-8 397 226,00;-4,37
44;0;РНКБ;1354;Симферополь;178 032 883,00;181 769 105,00;-3 736 222,00;-2,06
45;1;Ренессанс Кредит;3354;Москва и обл.;173 556 248,00;170 222 037,00;3 334 211,00;1,96
46;1;Транскапиталбанк;2210;Москва и обл.;167 866 492,00;167 076 528,00;789 964,00;0,47
47;1;МТС Банк;2268;Москва и обл.;164 681 661,00;166 432 783,00;-1 751 122,00;-1,05
48;1;ОТП Банк;2766;Москва и обл.;162 358 827,00;156 110 484,00;6 248 343,00;4,00
49;1;Кредит Европа Банк;3311;Москва и обл.;160 771 209,00;149 359 555,00;11 411 654,00;7,64
50;3;Сетелем Банк;2168;Москва и обл.;137 160 768,00;134 219 693,00;2 941 075,00;2,19
51;5;Национальный Расчетный Депозитарий;3294;Москва и обл.;136 783 489,00;129 051 257,00;7 732 232,00;5,99
52;2;Запсибкомбанк;918;Тюменская обл.;134 387 854,00;131 979 364,00;2 408 490,00;1,82
53;2;Русфинанс Банк;1792;Самарская обл.;133 701 549,00;130 660 310,00;3 041 239,00;2,33
54;-2;Авангард;2879;Москва и обл.;133 684 033,00;137 642 440,00;-3 958 407,00;-2,88
55;-4;Аверс;415;Татарстан;129 810 282,00;138 428 995,00;-8 618 713,00;-6,23
56;2;Росэксимбанк;2790;Москва и обл.;126 433 072,00;127 801 306,00;-1 368 234,00;-1,07
57;2;Банк Финсервис;3388;Москва и обл.;125 219 366,00;125 924 777,00;-705 411,00;-0,56
58;3;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;122 618 813,00;120 622 105,00;1 996 708,00;1,66
59;1;Таврический Банк;2304;Санкт-Петербург и обл.;118 395 409,00;123 823 120,00;-5 427 711,00;-4,38
60;2;Центр-инвест;2225;Ростовская обл.;117 088 841,00;116 994 276,00;94 565,00;0,08
61;-4;Нордеа Банк;3016;Москва и обл.;116 654 018,00;128 918 107,00;-12 264 089,00;-9,51
62;3;Роскосмосбанк;2989;Москва и обл.;113 689 943,00;107 272 914,00;6 417 029,00;5,98
63;1;ЦентроКредит;121;Москва и обл.;110 916 075,00;108 584 092,00;2 331 983,00;2,15
64;-1;МСП Банк;3340;Москва и обл.;108 710 326,00;115 532 623,00;-6 822 297,00;-5,91
65;1;СКБ-Банк;705;Свердловская обл.;105 987 221,00;107 116 417,00;-1 129 196,00;-1,05
66;2;ВУЗ-Банк;1557;Свердловская обл.;99 268 619,00;99 105 337,00;163 282,00;0,16
67;2;Кубань Кредит;2518;Краснодарский край;98 523 417,00;98 495 784,00;27 633,00;0,03
68;10;Балтинвестбанк;3176;Санкт-Петербург и обл.;95 737 503,00;83 004 160,00;12 733 343,00;15,34
69;1;Союз;2307;Москва и обл.;95 017 407,00;96 923 252,00;-1 905 845,00;-1,97
70;1;РН Банк;170;Москва и обл.;92 615 649,00;96 835 546,00;-4 219 897,00;-4,36
71;-4;Металлинвестбанк;2440;Москва и обл.;91 904 595,00;99 876 706,00;-7 972 111,00;-7,98
72;1;Локо-Банк;2707;Москва и обл.;88 831 014,00;85 833 824,00;2 997 190,00;3,49
73;6;Экспобанк;2998;Москва и обл.;82 914 182,00;81 793 839,00;1 120 343,00;1,37
74;3;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;80 778 602,00;83 209 534,00;-2 430 932,00;-2,92
75;0;РГС Банк;3073;Москва и обл.;80 539 253,00;84 554 271,00;-4 015 018,00;-4,75
76;-2;Дойче Банк;3328;Москва и обл.;73 106 214,00;84 555 160,00;-11 448 946,00;-13,54
77;5;Эм-Ю-Эф-Джи Банк (Евразия);3465;Москва и обл.;70 346 915,00;67 886 750,00;2 460 165,00;3,62
78;-6;Мир Бизнес Банк;3396;Москва и обл.;69 274 942,00;91 388 676,00;-22 113 734,00;-24,20
79;2;Тойота Банк;3470;Москва и обл.;69 054 380,00;69 893 796,00;-839 416,00;-1,20
80;-4;Мидзухо Банк;3337;Москва и обл.;68 090 873,00;84 142 955,00;-16 052 082,00;-19,08
81;3;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;65 178 226,00;66 445 803,00;-1 267 577,00;-1,91
82;1;СДМ-Банк;1637;Москва и обл.;64 909 173,00;67 282 331,00;-2 373 158,00;-3,53
83;-3;Еврофинанс Моснарбанк;2402;Москва и обл.;64 885 365,00;70 344 361,00;-5 458 996,00;-7,76
84;4;Банк Интеза;2216;Москва и обл.;63 396 497,00;63 221 769,00;174 728,00;0,28
85;1;АйСиБиСи Банк;3475;Москва и обл.;62 375 237,00;64 931 230,00;-2 555 993,00;-3,94
86;5;Примсоцбанк;2733;Приморский край;62 036 547,00;61 371 861,00;664 686,00;1,08
87;11;Севергазбанк;2816;Вологодская обл.;61 835 303,00;54 861 089,00;6 974 214,00;12,71
88;2;БКС Банк;101;Москва и обл.;61 718 761,00;61 757 500,00;-38 739,00;-0,06
89;3;Тимер Банк;1581;Татарстан;60 502 840,00;60 695 786,00;-192 946,00;-0,32
90;-5;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;60 460 433,00;65 384 243,00;-4 923 810,00;-7,53
91;2;Левобережный;1343;Новосибирская обл.;60 438 359,00;60 685 003,00;-246 644,00;-0,41
92;2;Балтийский Банк;128;Санкт-Петербург и обл.;60 204 527,00;58 862 606,00;1 341 921,00;2,28
93;3;Крайинвестбанк;3360;Краснодарский край;59 666 560,00;57 729 769,00;1 936 791,00;3,35
94;-7;Коммерцбанк (Евразия);3333;Москва и обл.;58 417 950,00;64 140 839,00;-5 722 889,00;-8,92
95;4;Социнвестбанк;1132;Башкортостан;58 311 682,00;54 220 705,00;4 090 977,00;7,55
96;1;ББР Банк;2929;Москва и обл.;57 593 132,00;56 783 193,00;809 939,00;1,43
97;3;Фора-Банк;1885;Москва и обл.;55 447 886,00;53 810 298,00;1 637 588,00;3,04
98;-3;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;55 159 658,00;58 105 827,00;-2 946 169,00;-5,07
99;2;Челиндбанк;485;Челябинская обл.;54 087 717,00;53 108 675,00;979 042,00;1,84
100;2;Финанс Бизнес Банк;520;Москва и обл.;52 255 575,00;51 724 414,00;531 161,00;1,03
101;3;Челябинвестбанк;493;Челябинская обл.;51 534 019,00;50 903 935,00;630 084,00;1,24
102;6;Генбанк;2490;Симферополь;48 996 806,00;48 478 177,00;518 629,00;1,07
103;7;Банк Кредит Свисс;2494;Москва и обл.;48 486 597,00;45 767 412,00;2 719 185,00;5,94
104;5;Газэнергобанк;3252;Калужская обл.;48 244 134,00;47 951 324,00;292 810,00;0,61
105;0;Энерготрансбанк;1307;Калининградская обл.;45 996 571,00;50 148 441,00;-4 151 870,00;-8,28
106;5;Саровбизнесбанк;2048;Нижегородская обл.;45 340 293,00;45 525 296,00;-185 003,00;-0,41
107;6;Международный Финансовый Клуб;2618;Москва и обл.;44 964 851,00;44 210 283,00;754 568,00;1,71
108;4;Объединенный Капитал;2611;Санкт-Петербург и обл.;44 636 403,00;44 751 771,00;-115 368,00;-0,26
109;-2;БНП Париба Банк;3407;Москва и обл.;44 318 509,00;48 637 477,00;-4 318 968,00;-8,88
110;-4;Киви Банк;2241;Москва и обл.;42 308 881,00;49 370 261,00;-7 061 380,00;-14,30
111;5;Интерпрогрессбанк;600;Москва и обл.;40 682 657,00;41 170 788,00;-488 131,00;-1,19
112;6;Кольцо Урала;65;Свердловская обл.;38 788 972,00;39 696 939,00;-907 967,00;-2,29
113;6;БыстроБанк;1745;Удмуртия;38 404 026,00;38 054 172,00;349 854,00;0,92
114;6;Национальный Стандарт;3421;Москва и обл.;37 969 189,00;37 671 028,00;298 161,00;0,79
115;0;БМВ Банк;3482;Москва и обл.;37 913 768,00;41 189 346,00;-3 275 578,00;-7,95
116;6;Солидарность;554;Самарская обл.;37 432 774,00;36 283 466,00;1 149 308,00;3,17
117;0;Бэнк оф Чайна;2309;Москва и обл.;36 861 081,00;40 300 096,00;-3 439 015,00;-8,53
118;3;Дальневосточный Банк;843;Приморский край;36 809 915,00;36 395 476,00;414 439,00;1,14
119;-30;Платежный Центр;3166;Новосибирская обл.;36 633 845,00;62 034 856,00;-25 401 011,00;-40,95
120;-6;Фольксваген Банк Рус;3500;Москва и обл.;35 762 661,00;43 762 909,00;-8 000 248,00;-18,28
121;2;Дж. П. Морган Банк;2629;Москва и обл.;34 454 464,00;35 231 636,00;-777 172,00;-2,21
122;8;Девон-Кредит;1972;Татарстан;33 889 780,00;31 974 979,00;1 914 801,00;5,99
123;3;Ланта-Банк;1920;Москва и обл.;33 703 967,00;33 799 358,00;-95 391,00;-0,28
124;1;Интерпромбанк;3266;Москва и обл.;33 352 569,00;34 251 050,00;-898 481,00;-2,62
125;-1;Приморье;3001;Приморский край;33 268 208,00;35 078 744,00;-1 810 536,00;-5,16
126;1;Аресбанк;2914;Москва и обл.;33 238 127,00;33 355 583,00;-117 456,00;-0,35
127;-24;СЭБ Банк;3235;Санкт-Петербург и обл.;32 820 935,00;51 226 319,00;-18 405 384,00;-35,93
128;3;Кредит Урал Банк;2584;Челябинская обл.;32 751 641,00;31 840 040,00;911 601,00;2,86
129;0;Квантмобайл Банк;1189;Москва и обл.;31 948 015,00;32 227 315,00;-279 300,00;-0,87
130;-2;НС Банк;3124;Москва и обл.;30 885 481,00;32 935 857,00;-2 050 376,00;-6,23
131;1;Алмазэргиэнбанк;2602;Саха (Якутия);29 215 323,00;29 312 814,00;-97 491,00;-0,33
132;5;Курскпромбанк;735;Курская обл.;26 369 991,00;25 875 741,00;494 250,00;1,91
133;0;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;25 940 005,00;28 441 240,00;-2 501 235,00;-8,79
134;4;Акибанк;2587;Татарстан;25 193 985,00;25 634 737,00;-440 752,00;-1,72
135;0;Тольяттихимбанк;2507;Самарская обл.;25 124 194,00;26 227 945,00;-1 103 751,00;-4,21
136;7;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;24 695 855,00;23 824 899,00;870 956,00;3,66
137;5;Энергобанк;67;Татарстан;24 682 355,00;23 954 658,00;727 697,00;3,04
138;-4;Мерседес-Бенц Банк Рус;3473;Москва и обл.;24 486 236,00;26 384 790,00;-1 898 554,00;-7,20
139;2;Урал ФД;249;Пермская обл.;24 301 085,00;25 003 180,00;-702 095,00;-2,81
140;-4;Чайна Констракшн;3515;Москва и обл.;23 211 518,00;25 933 750,00;-2 722 232,00;-10,50
141;3;Хлынов;254;Кировская обл.;23 160 952,00;23 600 505,00;-439 553,00;-1,86
142;8;Экономбанк;1319;Саратовская обл.;23 003 820,00;22 257 038,00;746 782,00;3,36
143;5;МС Банк Рус;2789;Москва и обл.;22 895 806,00;22 661 652,00;234 154,00;1,03
144;3;Татсоцбанк;480;Татарстан;22 587 109,00;22 831 683,00;-244 574,00;-1,07
145;0;Натиксис Банк;3390;Москва и обл.;22 301 124,00;22 956 124,00;-655 000,00;-2,85
146;7;НБД-Банк;1966;Нижегородская обл.;21 863 410,00;21 416 411,00;446 999,00;2,09
147;-7;ЦМРБанк;3531;Москва и обл.;21 406 241,00;25 302 445,00;-3 896 204,00;-15,40
148;17;Московское Ипотечное Агентство;3344;Москва и обл.;21 180 921,00;18 070 930,00;3 109 991,00;17,21
149;2;Агропромкредит;2880;Москва и обл.;21 054 809,00;22 127 471,00;-1 072 662,00;-4,85
150;4;Собинбанк;1317;Москва и обл.;20 968 070,00;20 891 416,00;76 654,00;0,37
151;4;Банк Акцепт;567;Новосибирская обл.;20 208 508,00;20 514 221,00;-305 713,00;-1,49
152;-3;Москоммерцбанк;3365;Москва и обл.;19 756 164,00;22 469 300,00;-2 713 136,00;-12,07
153;4;Липецккомбанк;1242;Липецкая обл.;19 633 650,00;19 837 821,00;-204 171,00;-1,03
154;-8;НК Банк;2755;Москва и обл.;19 607 385,00;22 894 148,00;-3 286 763,00;-14,36
155;-3;Данске Банк;3307;Санкт-Петербург и обл.;19 411 122,00;21 700 350,00;-2 289 228,00;-10,55
156;3;Джей энд Ти Банк;3061;Москва и обл.;19 410 766,00;19 328 192,00;82 574,00;0,43
157;4;Пойдем!;2534;Москва и обл.;19 107 786,00;19 036 150,00;71 636,00;0,38
158;0;Александровский;53;Санкт-Петербург и обл.;18 687 051,00;19 607 297,00;-920 246,00;-4,69
159;3;Ури Банк;3479;Москва и обл.;18 418 336,00;18 938 257,00;-519 921,00;-2,75
160;3;Денизбанк Москва;3330;Москва и обл.;18 376 887,00;18 346 056,00;30 831,00;0,17
161;-5;Держава;2738;Москва и обл.;18 346 850,00;20 043 140,00;-1 696 290,00;-8,46
162;2;Кошелев-Банк;3300;Самарская обл.;17 531 027,00;18 265 112,00;-734 085,00;-4,02
163;3;Алеф-Банк;2119;Москва и обл.;17 342 071,00;17 398 724,00;-56 653,00;-0,33
164;6;КЭБ ЭйчЭнБи Банк;3525;Москва и обл.;17 170 001,00;16 540 550,00;629 451,00;3,81
165;4;Прио-Внешторгбанк;212;Рязанская обл.;17 020 027,00;16 956 766,00;63 261,00;0,37
166;1;Инбанк;1829;Москва и обл.;16 958 025,00;17 369 749,00;-411 724,00;-2,37
167;1;РосДорБанк;1573;Москва и обл.;16 833 717,00;17 304 864,00;-471 147,00;-2,72
168;4;Консервативный Коммерческий Банк;1087;Астраханская обл.;15 677 194,00;15 590 777,00;86 417,00;0,55
169;-9;Национальная Факторинговая Компания;3437;Москва и обл.;15 571 493,00;19 164 175,00;-3 592 682,00;-18,75
170;1;Модульбанк;1927;Костромская обл.;15 488 509,00;16 308 475,00;-819 966,00;-5,03
171;34;РЕСО Кредит;3450;Москва и обл.;15 453 987,00;9 079 780,00;6 374 207,00;70,20
172;6;Ишбанк;2867;Москва и обл.;15 262 967,00;14 892 237,00;370 730,00;2,49
173;1;Гарант-Инвест;2576;Москва и обл.;15 241 499,00;15 446 310,00;-204 811,00;-1,33
174;2;Норвик Банк;902;Кировская обл.;15 197 756,00;15 212 222,00;-14 466,00;-0,10
175;4;Развитие-Столица;3013;Москва и обл.;15 132 195,00;14 853 231,00;278 964,00;1,88
176;-1;Морской Банк;77;Москва и обл.;15 056 845,00;15 431 359,00;-374 514,00;-2,43
177;0;Форштадт;2208;Оренбургская обл.;14 712 935,00;14 973 963,00;-261 028,00;-1,74
178;-5;Нацинвестпромбанк;3077;Москва и обл.;14 504 784,00;15 466 132,00;-961 348,00;-6,22
179;1;Национальный Резервный Банк;2170;Москва и обл.;14 457 715,00;14 704 299,00;-246 584,00;-1,68
180;3;Ассоциация;732;Нижегородская обл.;14 368 844,00;14 206 615,00;162 229,00;1,14
181;1;Банк Казани;708;Татарстан;14 324 292,00;14 370 281,00;-45 989,00;-0,32
182;-1;Промтрансбанк;2638;Башкортостан;14 112 524,00;14 493 907,00;-381 383,00;-2,63
183;1;КС Банк;1752;Мордовия;12 782 159,00;13 165 537,00;-383 378,00;-2,91
184;3;Чайнасельхозбанк;3529;Москва и обл.;12 749 507,00;12 438 712,00;310 795,00;2,50
185;0;Реалист Банк;1067;Иркутская обл.;12 393 423,00;12 907 121,00;-513 698,00;-3,98
186;2;НИКО-Банк;702;Оренбургская обл.;12 170 747,00;12 308 134,00;-137 387,00;-1,12
187;2;Нижневолжский Коммерческий Банк;931;Саратовская обл.;11 975 720,00;11 957 346,00;18 374,00;0,15
188;2;Датабанк;646;Удмуртия;11 398 625,00;11 913 448,00;-514 823,00;-4,32
189;3;Банк Оренбург;3269;Оренбургская обл.;11 374 923,00;11 281 809,00;93 114,00;0,83
190;5;Снежинский;1376;Челябинская обл.;11 320 959,00;11 049 673,00;271 286,00;2,46
191;0;ТЭМБР-Банк;2764;Москва и обл.;11 150 777,00;11 362 824,00;-212 047,00;-1,87
192;7;Тройка-Д Банк;3431;Москва и обл.;11 030 351,00;10 624 364,00;405 987,00;3,82
193;-7;Руснарбанк;3403;Москва и обл.;11 004 429,00;12 492 781,00;-1 488 352,00;-11,91
194;4;Юг-Инвестбанк;2772;Краснодарский край;10 831 835,00;10 672 162,00;159 673,00;1,50
195;-2;МБА-Москва;3395;Москва и обл.;10 717 573,00;11 154 463,00;-436 890,00;-3,92
196;0;Солид Банк;1329;Приморский край;10 520 555,00;11 029 301,00;-508 746,00;-4,61
197;4;Банк Раунд;2506;Москва и обл.;10 514 777,00;10 417 992,00;96 785,00;0,93
198;4;Русьуниверсалбанк;3293;Москва и обл.;10 233 268,00;10 344 883,00;-111 615,00;-1,08
199;-2;Екатеринбург;3161;Свердловская обл.;9 840 949,00;10 955 997,00;-1 115 048,00;-10,18
200;3;Банк Жилищного Финансирования;3138;Москва и обл.;9 768 270,00;9 445 531,00;322 739,00;3,42
201;-1;Автоторгбанк;2776;Москва и обл.;9 646 982,00;10 610 158,00;-963 176,00;-9,08
202;-8;ЮMoney;3510;Россия;9 540 930,00;11 067 782,00;-1 526 852,00;-13,80
203;6;Энергомашбанк;52;Санкт-Петербург и обл.;8 860 894,00;8 596 953,00;263 941,00;3,07
204;4;Эксперт Банк;2949;Омская обл.;8 722 473,00;8 599 850,00;122 623,00;1,43
205;1;Хакасский Муниципальный Банк;1049;Хакасия;8 677 027,00;8 694 474,00;-17 447,00;-0,20
206;17;Углеметбанк;2997;Челябинская обл.;8 538 453,00;7 808 952,00;729 501,00;9,34
207;6;Томскпромстройбанк;1720;Томская обл.;8 277 775,00;8 332 528,00;-54 753,00;-0,66
208;4;Нейва;1293;Свердловская обл.;8 264 408,00;8 339 377,00;-74 969,00;-0,90
209;6;Ю Би Эс Банк;3463;Москва и обл.;8 121 610,00;8 203 213,00;-81 603,00;-0,99
210;10;Кузнецкбизнесбанк;1158;Кемеровская обл.;8 057 800,00;8 052 839,00;4 961,00;0,06
211;-4;Московский Нефтехимический Банк;1411;Москва и обл.;8 049 538,00;8 615 631,00;-566 093,00;-6,57
212;-2;Гута-Банк;256;Москва и обл.;7 886 869,00;8 518 585,00;-631 716,00;-7,42
213;4;Кранбанк;2271;Ивановская обл.;7 880 737,00;8 157 791,00;-277 054,00;-3,40
214;-3;Эс-Би-Ай Банк;3185;Москва и обл.;7 847 126,00;8 495 322,00;-648 196,00;-7,63
215;14;Трансстройбанк;2807;Москва и обл.;7 767 519,00;7 545 934,00;221 585,00;2,94
216;2;Нефтепромбанк;2156;Москва и обл.;7 735 940,00;8 157 670,00;-421 730,00;-5,17
217;8;Ростфинанс;481;Ростовская обл.;7 679 729,00;7 724 915,00;-45 186,00;-0,58
218;-14;Морган Стэнли Банк;3456;Москва и обл.;7 670 037,00;9 104 790,00;-1 434 753,00;-15,76
219;7;Белгородсоцбанк;760;Белгородская обл.;7 619 926,00;7 672 021,00;-52 095,00;-0,68
220;-4;Ставропольпромстройбанк;1288;Ставропольский край;7 582 642,00;8 194 576,00;-611 934,00;-7,47
221;11;Зираат Банк;2559;Москва и обл.;7 581 713,00;7 020 614,00;561 099,00;7,99
222;2;Актив Банк;2529;Мордовия;7 554 460,00;7 786 392,00;-231 932,00;-2,98
223;-2;Северный Народный Банк;2721;Коми;7 344 972,00;7 831 382,00;-486 410,00;-6,21
224;4;Банк БКФ;2684;Москва и обл.;7 282 205,00;7 634 536,00;-352 331,00;-4,61
225;6;СИАБ;3245;Санкт-Петербург и обл.;7 277 183,00;7 290 991,00;-13 808,00;-0,19
226;-4;Голдман Сакс Банк;3490;Москва и обл.;7 213 372,00;7 819 059,00;-605 687,00;-7,75
227;3;Финам Банк;2799;Москва и обл.;7 050 795,00;7 395 672,00;-344 877,00;-4,66
228;7;Новобанк;1352;Новгородская обл.;6 823 409,00;6 849 250,00;-25 841,00;-0,38
229;4;Сибсоцбанк;2015;Алтайский край;6 819 008,00;6 998 373,00;-179 365,00;-2,56
230;4;Енисейский Объединенный Банк;2645;Красноярский край;6 737 591,00;6 995 717,00;-258 126,00;-3,69
231;6;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;6 705 178,00;6 707 453,00;-2 275,00;-0,03
232;4;Сити Инвест Банк;3194;Санкт-Петербург и обл.;6 653 325,00;6 759 999,00;-106 674,00;-1,58
233;6;Проминвестбанк;2433;Москва и обл.;6 627 979,00;6 659 283,00;-31 304,00;-0,47
234;4;Автоградбанк;1455;Татарстан;6 622 249,00;6 667 078,00;-44 829,00;-0,67
235;7;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;6 619 139,00;6 468 879,00;150 260,00;2,32
236;7;Вокбанк;312;Нижегородская обл.;6 600 389,00;6 418 742,00;181 647,00;2,83
237;-18;Инкахран;3454;Москва и обл.;6 580 052,00;8 081 418,00;-1 501 366,00;-18,58
238;-11;Азия-Инвест Банк;3303;Москва и обл.;6 533 979,00;7 646 953,00;-1 112 974,00;-14,55
239;5;Агророс;2860;Саратовская обл.;6 500 024,00;6 397 013,00;103 011,00;1,61
240;5;Земский Банк;2900;Самарская обл.;6 387 699,00;6 335 611,00;52 088,00;0,82
241;-1;ФорБанк;2063;Москва и обл.;6 353 463,00;6 650 569,00;-297 106,00;-4,47
242;5;Банк Оранжевый;1659;Санкт-Петербург и обл.;6 133 148,00;6 135 377,00;-2 229,00;-0,04
243;7;Черноморский банк развития и реконструкции;3527;Симферополь;5 973 894,00;5 970 911,00;2 983,00;0,05
244;10;Кубаньторгбанк;478;Краснодарский край;5 968 263,00;5 707 705,00;260 558,00;4,57
245;6;Газтрансбанк;665;Краснодарский край;5 933 872,00;5 833 781,00;100 091,00;1,72
246;2;Русь;704;Оренбургская обл.;5 933 204,00;6 087 553,00;-154 349,00;-2,54
247;2;Кузнецкий;609;Пензенская обл.;5 903 218,00;6 076 996,00;-173 778,00;-2,86
248;4;Зенит Сочи;232;Краснодарский край;5 846 789,00;5 782 662,00;64 127,00;1,11
249;4;Альба Альянс;2593;Москва и обл.;5 810 171,00;5 743 082,00;67 089,00;1,17
250;-4;Венец;524;Ульяновская обл.;5 734 198,00;6 138 966,00;-404 768,00;-6,59
251;6;Москва-Сити;3247;Москва и обл.;5 582 270,00;5 448 702,00;133 568,00;2,45
252;-11;Славия;2664;Москва и обл.;5 497 109,00;6 591 146,00;-1 094 037,00;-16,60
253;2;Чувашкредитпромбанк;1280;Чувашия;5 340 285,00;5 674 323,00;-334 038,00;-5,89
254;5;Коммерческий Индо Банк;3446;Москва и обл.;5 324 310,00;5 177 140,00;147 170,00;2,84
255;8;Банк ПСА Финанс Рус;3481;Москва и обл.;5 175 352,00;4 942 197,00;233 155,00;4,72
256;0;Севастопольский Морской Банк;3528;Севастополь;5 080 751,00;5 535 113,00;-454 362,00;-8,21
257;1;Нэклис-Банк;1671;Москва и обл.;5 076 807,00;5 279 067,00;-202 260,00;-3,83
