Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Декабрь, 2016, тыс. рублей;Ноябрь, 2016, тыс. рублей;Изменение, тыс. рублей;Изменение, %
113;-4;Еврофинанс Моснарбанк;2402;Москва и обл.;41 748 325,00;45 935 239,00;-4 186 914,00;-9,11
114;0;Интерпрогрессбанк;600;Москва и обл.;41 043 181,00;41 578 136,00;-534 955,00;-1,29
115;0;Саровбизнесбанк;2048;Нижегородская обл.;39 682 167,00;39 635 822,00;46 345,00;0,12
116;0;Севергазбанк;2816;Вологодская обл.;37 169 010,00;37 912 684,00;-743 674,00;-1,96
117;3;Интехбанк;2705;Татарстан;35 199 920,00;34 392 113,00;807 807,00;2,35
118;-1;Бэнк оф Чайна;2309;Москва и обл.;34 829 182,00;37 310 151,00;-2 480 969,00;-6,65
119;0;Квантмобайл Банк;1189;Москва и обл.;34 550 326,00;34 460 922,00;89 404,00;0,26
120;6;Дальневосточный Банк;843;Приморский край;34 183 796,00;31 107 561,00;3 076 235,00;9,89
121;2;Объединенный Капитал;2611;Санкт-Петербург и обл.;33 252 517,00;32 848 799,00;403 718,00;1,23
122;0;НС Банк;3124;Москва и обл.;32 672 462,00;33 047 383,00;-374 921,00;-1,13
123;-2;Фольксваген Банк Рус;3500;Москва и обл.;32 469 433,00;33 366 590,00;-897 157,00;-2,69
124;0;Кольцо Урала;65;Свердловская обл.;32 301 054,00;32 239 586,00;61 468,00;0,19
125;2;Национальный Стандарт;3421;Москва и обл.;31 834 605,00;30 943 384,00;891 221,00;2,88
126;-1;БыстроБанк;1745;Удмуртия;31 537 206,00;31 313 309,00;223 897,00;0,72
127;2;Генбанк;2490;Симферополь;30 872 930,00;30 085 374,00;787 556,00;2,62
128;2;Солидарность;554;Самарская обл.;30 235 532,00;29 581 334,00;654 198,00;2,21
129;-1;Русский Международный Банк;3123;Москва и обл.;29 669 315,00;30 453 217,00;-783 902,00;-2,57
130;19;Аресбанк;2914;Москва и обл.;29 638 164,00;23 597 156,00;6 041 008,00;25,60
131;1;МБА-Москва;3395;Москва и обл.;29 054 513,00;28 855 265,00;199 248,00;0,69
132;-14;Кредит Урал Банк;2584;Челябинская обл.;29 044 533,00;34 478 048,00;-5 433 515,00;-15,76
133;8;Московское Ипотечное Агентство;3344;Москва и обл.;28 902 437,00;26 013 160,00;2 889 277,00;11,11
134;0;Приморье;3001;Приморский край;28 864 010,00;28 540 565,00;323 445,00;1,13
135;-2;Интерпромбанк;3266;Москва и обл.;28 821 494,00;28 724 458,00;97 036,00;0,34
136;-5;Меткомбанк (Череповец);901;Вологодская обл.;28 780 445,00;29 251 316,00;-470 871,00;-1,61
137;-2;Алмазэргиэнбанк;2602;Саха (Якутия);28 635 479,00;28 391 148,00;244 331,00;0,86
138;-1;Финанс Бизнес Банк;520;Москва и обл.;27 923 154,00;27 406 926,00;516 228,00;1,88
139;-1;АктивКапитал Банк;3006;Самарская обл.;27 512 123,00;27 304 808,00;207 315,00;0,76
140;-4;Платежный Центр;3166;Новосибирская обл.;27 185 548,00;27 650 152,00;-464 604,00;-1,68
141;11;СЭБ Банк;3235;Санкт-Петербург и обл.;26 520 020,00;22 467 591,00;4 052 429,00;18,04
142;-3;Девон-Кредит;1972;Татарстан;26 441 664,00;26 676 932,00;-235 268,00;-0,88
143;-3;Газбанк;2316;Самарская обл.;26 390 439,00;26 297 701,00;92 738,00;0,35
144;-1;Данске Банк;3307;Санкт-Петербург и обл.;25 823 508,00;25 046 812,00;776 696,00;3,10
145;-1;Липецккомбанк;1242;Липецкая обл.;25 634 451,00;24 422 625,00;1 211 826,00;4,96
146;-1;Ланта-Банк;1920;Москва и обл.;25 342 673,00;24 381 136,00;961 537,00;3,94
147;-5;Акибанк;2587;Татарстан;25 264 862,00;25 285 789,00;-20 927,00;-0,08
148;-1;Агропромкредит;2880;Москва и обл.;24 061 245,00;24 039 035,00;22 210,00;0,09
149;5;Москоммерцбанк;3365;Москва и обл.;23 989 449,00;22 426 908,00;1 562 541,00;6,97
150;1;Энерготрансбанк;1307;Калининградская обл.;23 465 806,00;22 640 666,00;825 140,00;3,64
151;-3;Урал ФД;249;Пермская обл.;23 193 313,00;23 735 316,00;-542 003,00;-2,28
152;5;Натиксис Банк;3390;Москва и обл.;23 125 076,00;21 938 170,00;1 186 906,00;5,41
153;3;БМВ Банк;3482;Москва и обл.;23 096 552,00;21 990 633,00;1 105 919,00;5,03
154;-1;Татсоцбанк;480;Татарстан;22 541 197,00;22 450 793,00;90 404,00;0,40
155;-5;Спурт Банк;2207;Татарстан;22 534 289,00;22 727 795,00;-193 506,00;-0,85
156;-1;Энергобанк;67;Татарстан;22 478 623,00;22 268 323,00;210 300,00;0,94
157;1;Легион;3117;Москва и обл.;21 810 867,00;21 803 285,00;7 582,00;0,03
158;-12;Российская Финансовая Корпорация;3099;Москва и обл.;21 710 952,00;24 229 942,00;-2 518 990,00;-10,40
159;0;Курскпромбанк;735;Курская обл.;21 696 157,00;21 720 442,00;-24 285,00;-0,11
160;0;Собинбанк;1317;Москва и обл.;21 292 107,00;21 274 823,00;17 284,00;0,08
161;3;Чайна Констракшн;3515;Москва и обл.;20 810 115,00;19 868 126,00;941 989,00;4,74
162;5;Мерседес-Бенц Банк Рус;3473;Москва и обл.;19 912 781,00;19 387 021,00;525 760,00;2,71
163;-2;М2М Прайвет Банк;1414;Москва и обл.;19 831 115,00;20 888 685,00;-1 057 570,00;-5,06
164;2;Хлынов;254;Кировская обл.;19 616 376,00;19 615 263,00;1 113,00;0,01
165;-2;Мир Бизнес Банк;3396;Москва и обл.;19 529 503,00;20 027 656,00;-498 153,00;-2,49
166;2;НБД-Банк;1966;Нижегородская обл.;19 409 829,00;19 229 140,00;180 689,00;0,94
167;2;Тольяттихимбанк;2507;Самарская обл.;19 302 573,00;18 774 549,00;528 024,00;2,81
168;-3;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;18 626 619,00;19 734 878,00;-1 108 259,00;-5,62
169;4;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;18 235 393,00;17 459 046,00;776 347,00;4,45
170;2;Джей энд Ти Банк;3061;Москва и обл.;17 933 849,00;17 527 744,00;406 105,00;2,32
171;-1;Банк Кредит Свисс;2494;Москва и обл.;17 603 078,00;18 720 049,00;-1 116 971,00;-5,97
172;4;Держава;2738;Москва и обл.;17 502 264,00;16 841 161,00;661 103,00;3,93
173;-2;Алеф-Банк;2119;Москва и обл.;17 432 101,00;17 780 429,00;-348 328,00;-1,96
174;1;Рублев;3098;Москва и обл.;17 070 320,00;17 288 265,00;-217 945,00;-1,26
175;2;Ури Банк;3479;Москва и обл.;16 735 609,00;16 459 431,00;276 178,00;1,68
176;-2;Темпбанк;55;Москва и обл.;16 694 355,00;17 362 118,00;-667 763,00;-3,85
177;2;Развитие-Столица;3013;Москва и обл.;16 572 789,00;15 997 096,00;575 693,00;3,60
178;7;Расчетно-Кредитный Банк;103;Москва и обл.;16 194 666,00;15 195 512,00;999 154,00;6,58
179;2;Денизбанк Москва;3330;Москва и обл.;16 161 509,00;15 685 577,00;475 932,00;3,03
180;3;Кошелев-Банк;3300;Самарская обл.;16 057 527,00;15 551 950,00;505 577,00;3,25
181;-3;Уралтрансбанк;812;Свердловская обл.;15 970 670,00;16 040 403,00;-69 733,00;-0,43
182;-2;Пойдем!;2534;Москва и обл.;15 913 943,00;15 768 450,00;145 493,00;0,92
183;4;Инбанк;1829;Москва и обл.;15 816 785,00;15 121 253,00;695 532,00;4,60
184;-2;Банк Акцепт;567;Новосибирская обл.;15 535 309,00;15 590 963,00;-55 654,00;-0,36
185;1;Нацинвестпромбанк;3077;Москва и обл.;15 087 210,00;15 194 888,00;-107 678,00;-0,71
186;4;Объединенный Кредитный Банк;1118;Ярославская обл.;14 985 482,00;14 676 420,00;309 062,00;2,11
187;10;Морской Банк;77;Москва и обл.;14 981 005,00;13 924 329,00;1 056 676,00;7,59
188;17;Ишбанк;2867;Москва и обл.;14 726 463,00;12 338 826,00;2 387 637,00;19,35
189;-1;Форштадт;2208;Оренбургская обл.;14 669 257,00;14 971 694,00;-302 437,00;-2,02
190;3;Гарант-Инвест;2576;Москва и обл.;14 669 181,00;14 373 957,00;295 224,00;2,05
191;-2;Русский Ипотечный Банк;1968;Москва и обл.;14 645 205,00;14 894 940,00;-249 735,00;-1,68
192;3;Солидарность (Москва);1555;Москва и обл.;14 605 607,00;14 071 593,00;534 014,00;3,79
193;-1;Норвик Банк;902;Кировская обл.;14 507 649,00;14 410 312,00;97 337,00;0,68
194;-3;Национальный Резервный Банк;2170;Москва и обл.;14 445 378,00;14 456 888,00;-11 510,00;-0,08
195;-11;НК Банк;2755;Москва и обл.;14 415 645,00;15 417 192,00;-1 001 547,00;-6,50
196;4;Александровский;53;Санкт-Петербург и обл.;14 327 032,00;13 222 580,00;1 104 452,00;8,35
197;2;Прио-Внешторгбанк;212;Рязанская обл.;14 067 422,00;13 752 371,00;315 051,00;2,29
198;-2;Банк Казани;708;Татарстан;13 983 198,00;14 065 423,00;-82 225,00;-0,58
199;-5;РосДорБанк;1573;Москва и обл.;13 970 476,00;14 158 596,00;-188 120,00;-1,33
200;-38;Морган Стэнли Банк;3456;Москва и обл.;13 842 135,00;20 809 701,00;-6 967 566,00;-33,48
201;-3;Гранд Инвест Банк;3053;Москва и обл.;13 436 886,00;13 842 703,00;-405 817,00;-2,93
202;-1;Агросоюз;1459;Москва и обл.;12 853 639,00;12 745 509,00;108 130,00;0,85
203;3;КС Банк;1752;Мордовия;12 495 597,00;12 275 079,00;220 518,00;1,80
204;-1;Банк ВВБ;1093;Севастополь;12 473 427,00;12 440 587,00;32 840,00;0,26
205;-1;Русьуниверсалбанк;3293;Москва и обл.;12 299 580,00;12 368 541,00;-68 961,00;-0,56
206;4;Нижневолжский Коммерческий Банк;931;Саратовская обл.;12 107 625,00;11 897 366,00;210 259,00;1,77
207;1;Тройка-Д Банк;3431;Москва и обл.;12 046 888,00;12 104 949,00;-58 061,00;-0,48
208;5;ТЭМБР-Банк;2764;Москва и обл.;12 024 023,00;11 377 225,00;646 798,00;5,69
209;-2;Национальная Факторинговая Компания;3437;Москва и обл.;11 820 291,00;12 236 112,00;-415 821,00;-3,40
210;-1;Современный Коммерческий Инновационный Банк;3329;Костромская обл.;11 660 514,00;11 946 639,00;-286 125,00;-2,40
211;0;Первомайский;518;Краснодарский край;11 652 697,00;11 644 069,00;8 628,00;0,07
212;6;НИКО-Банк;702;Оренбургская обл.;11 631 951,00;10 861 204,00;770 747,00;7,10
213;-1;Солид Банк;1329;Камчатская обл.;11 503 380,00;11 414 073,00;89 307,00;0,78
214;-12;Промтрансбанк;2638;Башкортостан;11 157 684,00;12 639 377,00;-1 481 693,00;-11,72
215;1;Датабанк;646;Удмуртия;10 989 657,00;10 956 113,00;33 544,00;0,31
216;-2;Русский Торговый Банк;2842;Москва и обл.;10 896 878,00;11 329 077,00;-432 199,00;-3,81
217;0;Банк Оренбург;3269;Оренбургская обл.;10 859 670,00;10 868 316,00;-8 646,00;-0,08
218;-3;Новопокровский;467;Краснодарский край;10 854 377,00;11 158 002,00;-303 625,00;-2,72
219;0;Нефтяной Альянс;2859;Москва и обл.;10 587 232,00;10 636 844,00;-49 612,00;-0,47
220;0;Банк Жилищного Финансирования;3138;Москва и обл.;10 558 863,00;10 545 828,00;13 035,00;0,12
221;1;Ассоциация;732;Нижегородская обл.;10 435 064,00;10 136 775,00;298 289,00;2,94
222;1;Таатта;1249;Саха (Якутия);10 368 030,00;9 925 824,00;442 206,00;4,46
223;2;Юг-Инвестбанк;2772;Краснодарский край;10 063 647,00;9 819 712,00;243 935,00;2,48
224;0;Торговый Городской Банк;3180;Москва и обл.;9 968 857,00;9 826 964,00;141 893,00;1,44
225;2;СИАБ;3245;Санкт-Петербург и обл.;9 775 766,00;9 647 553,00;128 213,00;1,33
226;0;Снежинский;1376;Челябинская обл.;9 671 657,00;9 737 826,00;-66 169,00;-0,68
227;-6;Киви Банк;2241;Москва и обл.;9 563 905,00;10 241 735,00;-677 830,00;-6,62
228;2;Екатеринбург;3161;Свердловская обл.;9 218 776,00;9 225 624,00;-6 848,00;-0,07
229;33;Углеметбанк;2997;Челябинская обл.;9 202 815,00;7 082 516,00;2 120 299,00;29,94
230;12;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;9 073 507,00;8 258 285,00;815 222,00;9,87
231;1;РусЮгбанк;2093;Волгоградская обл.;8 906 732,00;9 065 133,00;-158 401,00;-1,75
232;7;Модульбанк;1927;Костромская обл.;8 847 968,00;8 394 594,00;453 374,00;5,40
233;-5;Автоторгбанк;2776;Москва и обл.;8 812 271,00;9 493 921,00;-681 650,00;-7,18
234;2;Энергомашбанк;52;Санкт-Петербург и обл.;8 799 266,00;8 584 096,00;215 170,00;2,51
235;-1;Гута-Банк;256;Москва и обл.;8 782 976,00;8 828 027,00;-45 051,00;-0,51
236;-5;Нефтепромбанк;2156;Москва и обл.;8 746 867,00;9 084 736,00;-337 869,00;-3,72
237;-2;Славия;2664;Москва и обл.;8 626 706,00;8 655 410,00;-28 704,00;-0,33
238;6;Московский Нефтехимический Банк;1411;Москва и обл.;8 573 675,00;8 163 179,00;410 496,00;5,03
239;27;РЕСО Кредит;3450;Москва и обл.;8 551 794,00;6 819 944,00;1 731 850,00;25,39
240;1;Вокбанк;312;Нижегородская обл.;8 536 994,00;8 312 899,00;224 095,00;2,70
241;-3;Анкор Банк;889;Татарстан;8 494 567,00;8 497 768,00;-3 201,00;-0,04
242;-2;Северо-Восточный Альянс;2768;Москва и обл.;8 294 066,00;8 331 262,00;-37 196,00;-0,45
243;3;Трансстройбанк;2807;Москва и обл.;8 273 241,00;8 136 430,00;136 811,00;1,68
244;4;Эксперт Банк;2949;Омская обл.;8 197 433,00;7 935 881,00;261 552,00;3,30
245;-2;Ставропольпромстройбанк;1288;Ставропольский край;8 195 389,00;8 233 334,00;-37 945,00;-0,46
246;-17;Енисей;474;Красноярский край;8 161 943,00;9 237 992,00;-1 076 049,00;-11,65
247;4;Воронеж;654;Воронежская обл.;8 131 106,00;7 789 907,00;341 199,00;4,38
248;25;Ю Би Эс Банк;3463;Москва и обл.;8 024 075,00;6 647 700,00;1 376 375,00;20,70
249;0;Томскпромстройбанк;1720;Томская обл.;7 994 720,00;7 906 219,00;88 501,00;1,12
250;18;Итуруп;2390;Сахалинская обл.;7 991 226,00;6 754 371,00;1 236 855,00;18,31
251;-1;Кранбанк;2271;Ивановская обл.;7 913 730,00;7 897 451,00;16 279,00;0,21
252;-5;Союзный;3236;Москва и обл.;7 885 787,00;8 030 957,00;-145 170,00;-1,81
253;-8;Северный Кредит;2398;Вологодская обл.;7 871 895,00;8 147 223,00;-275 328,00;-3,38
254;6;Азия-Инвест Банк;3303;Москва и обл.;7 852 710,00;7 125 345,00;727 365,00;10,21
255;-2;Консервативный Коммерческий Банк;1087;Астраханская обл.;7 665 842,00;7 621 103,00;44 739,00;0,59
256;8;Реалист Банк;1067;Иркутская обл.;7 527 057,00;6 885 499,00;641 558,00;9,32
257;-20;ГПБ-Ипотека;2403;Москва и обл.;7 465 862,00;8 552 356,00;-1 086 494,00;-12,70
258;3;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;7 348 266,00;7 105 879,00;242 387,00;3,41
259;-5;Белгородсоцбанк;760;Белгородская обл.;7 333 492,00;7 452 104,00;-118 612,00;-1,59
