Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Декабрь, 2016, тыс. рублей;Ноябрь, 2016, тыс. рублей;Изменение, тыс. рублей;Изменение, %
529;1;Элекснет;3314;Москва и обл.;949 354,00;949 354,00;0,00;0
530;8;Народный Инвестиционный Банк;2876;Самарская обл.;944 886,00;894 747,00;50 139,00;5,60
531;1;Классик Эконом Банк;3298;Северная Осетия — Алания;935 483,00;936 291,00;-808,00;-0,09
532;2;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;928 526,00;922 763,00;5 763,00;0,62
533;3;Центрально-Азиатский;3037;Хакасия;923 721,00;920 455,00;3 266,00;0,35
534;3;Майский;1673;Кабардино-Балкария;912 221,00;898 877,00;13 344,00;1,48
535;5;Прохладный;874;Кабардино-Балкария;910 788,00;891 525,00;19 263,00;2,16
536;-10;Си Ди Би Банк;3339;Краснодарский край;903 285,00;969 635,00;-66 350,00;-6,84
537;6;Южный Региональный Банк;3015;Ростовская обл.;881 426,00;880 177,00;1 249,00;0,14
538;8;Славянбанк;804;Новгородская обл.;880 505,00;860 648,00;19 857,00;2,31
539;10;Эльбин;2267;Дагестан;868 727,00;830 750,00;37 977,00;4,57
540;2;Холдинвестбанк;2837;Москва и обл.;867 797,00;880 834,00;-13 037,00;-1,48
541;4;Сириус;3506;Омская обл.;857 260,00;864 007,00;-6 747,00;-0,78
542;-7;Яндекс Банк;3027;Москва и обл.;842 860,00;920 891,00;-78 031,00;-8,47
543;7;Международный Расчетный Банк;3028;Москва и обл.;815 401,00;804 504,00;10 897,00;1,35
544;4;Балаково-Банк;444;Саратовская обл.;783 445,00;842 745,00;-59 300,00;-7,04
545;7;Ресурс-Траст;3122;Москва и обл.;767 619,00;769 376,00;-1 757,00;-0,23
546;5;АлтайБизнес-Банк;2388;Алтайский край;764 472,00;782 123,00;-17 651,00;-2,26
547;15;Анелик РУ;3443;Москва и обл.;764 383,00;678 439,00;85 944,00;12,67
548;9;Объединенный Банк Республики;1016;Чувашия;736 854,00;732 079,00;4 775,00;0,65
549;5;Банк РСИ;3415;Москва и обл.;733 711,00;747 713,00;-14 002,00;-1,87
550;10;Флора-Москва;533;Москва и обл.;731 722,00;722 178,00;9 544,00;1,32
551;4;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;727 412,00;743 401,00;-15 989,00;-2,15
552;6;РусьРегионБанк;685;Москва и обл.;717 048,00;726 931,00;-9 883,00;-1,36
553;6;Русский Банк Сбережений;779;Ставропольский край;708 590,00;725 054,00;-16 464,00;-2,27
554;7;Уралприватбанк;153;Свердловская обл.;703 961,00;703 250,00;711,00;0,10
555;1;Народный Земельно-Промышленный Банк;2873;Алтайский край;700 515,00;736 383,00;-35 868,00;-4,87
556;10;Вайлдберриз Банк;841;Адыгея;631 405,00;613 654,00;17 751,00;2,89
557;7;Гефест;1046;Тверская обл.;629 384,00;622 636,00;6 748,00;1,08
558;30;Европейский Стандарт;3200;Москва и обл.;594 575,00;393 823,00;200 752,00;50,98
559;8;Логос;3233;Москва и обл.;588 074,00;600 779,00;-12 705,00;-2,11
560;14;Телекоммерц Банк;3380;Тульская обл.;578 794,00;523 622,00;55 172,00;10,54
561;9;ФинТех;3499;Ярославская обл.;577 018,00;576 386,00;632,00;0,11
562;6;Народный Банк Тувы;1309;Тыва;570 114,00;591 828,00;-21 714,00;-3,67
563;0;Прокоммерцбанк;2996;Москва и обл.;565 607,00;649 887,00;-84 280,00;-12,97
564;16;Национальный Банк Сбережений;1949;Ивановская обл.;545 657,00;471 034,00;74 623,00;15,84
565;7;Башпромбанк;1006;Башкортостан;544 954,00;545 441,00;-487,00;-0,09
566;-1;Жилстройбанк;2769;Москва и обл.;538 678,00;620 456,00;-81 778,00;-13,18
567;4;Геобанк;2027;Москва и обл.;537 527,00;565 343,00;-27 816,00;-4,92
568;5;Алжан;2491;Дагестан;512 492,00;535 016,00;-22 524,00;-4,21
569;14;Банк Берейт;3505;Санкт-Петербург и обл.;510 682,00;448 473,00;62 209,00;13,87
570;6;МВС Банк;2407;Дагестан;506 980,00;498 863,00;8 117,00;1,63
571;-2;РИТЦ Банк;2677;Карелия;503 037,00;586 137,00;-83 100,00;-14,18
572;7;Стар Альянс;3433;Москва и обл.;498 456,00;473 145,00;25 311,00;5,35
573;2;Лэнд Кредит;1478;Москва и обл.;493 723,00;504 277,00;-10 554,00;-2,09
574;3;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;487 991,00;495 229,00;-7 238,00;-1,46
575;3;Эко-Инвест;3116;Москва и обл.;487 471,00;491 533,00;-4 062,00;-0,83
576;5;Таганрогбанк;3136;Ростовская обл.;475 094,00;465 588,00;9 506,00;2,04
577;19;Финчер;3486;Москва и обл.;456 680,00;358 107,00;98 573,00;27,53
578;4;Дружба;990;Тюменская обл.;452 098,00;457 756,00;-5 658,00;-1,24
579;7;Рента-Банк;3095;Москва и обл.;439 621,00;422 258,00;17 363,00;4,11
580;5;Континенталь;3184;Ставропольский край;422 219,00;433 363,00;-11 144,00;-2,57
581;3;РИБ;2749;Москва и обл.;416 489,00;436 793,00;-20 304,00;-4,65
582;5;Расчетные Решения;3524;Москва и обл.;409 694,00;401 653,00;8 041,00;2,00
583;17;Тайдон;2085;Кемеровская обл.;392 283,00;318 332,00;73 951,00;23,23
584;8;Промсвязьинвест;2761;Дагестан;392 042,00;381 069,00;10 973,00;2,88
585;6;Информпрогресс;2166;Москва и обл.;384 957,00;383 380,00;1 577,00;0,41
586;7;Монета.ру;3508;Марий Эл;376 048,00;371 355,00;4 693,00;1,26
587;3;Альтернатива;3452;Москва и обл.;374 474,00;385 804,00;-11 330,00;-2,94
588;6;Интеркоопбанк;2803;Москва и обл.;370 511,00;370 654,00;-143,00;-0,04
589;6;ИР-Кредит;1724;Москва и обл.;364 485,00;364 485,00;0,00;0
590;7;Северстройбанк;3507;Вологодская обл.;354 377,00;348 703,00;5 674,00;1,63
591;7;Лидер;3304;Москва и обл.;326 232,00;343 632,00;-17 400,00;-5,06
592;9;Рунэтбанк;2829;Москва и обл.;319 043,00;314 031,00;5 012,00;1,60
593;9;Моби.Деньги;3523;Москва и обл.;310 454,00;310 454,00;0,00;0
594;9;Нарат;1902;Саратовская обл.;306 274,00;305 129,00;1 145,00;0,38
595;9;Деньги.Мэйл.Ру;3511;Москва и обл.;281 203,00;281 203,00;0,00;0
596;9;Единая касса;3512;Москва и обл.;273 785,00;262 428,00;11 357,00;4,33
597;9;Сетевая Расчетная Палата;3332;Татарстан;251 143,00;249 150,00;1 993,00;0,80
598;12;Красноярский Краевой Расчетный Центр;3483;Красноярский край;219 589,00;192 736,00;26 853,00;13,93
599;10;Континент Финанс;149;Москва и обл.;218 195,00;216 369,00;1 826,00;0,84
600;8;Инновационный Расчетный Центр;3447;Москва и обл.;209 112,00;221 921,00;-12 809,00;-5,77
601;6;Платежи и Расчеты;3324;Самарская обл.;207 052,00;230 227,00;-23 175,00;-10,07
602;9;Электронный платежный сервис;3509;Москва и обл.;166 219,00;166 219,00;0,00;0
603;11;Платежный Клиринговый Дом;3343;Москва и обл.;155 995,00;114 230,00;41 765,00;36,56
604;8;Фидбэк;3502;Москва и обл.;155 144,00;154 442,00;702,00;0,45
605;8;Русское Финансовое Общество;3427;Москва и обл.;116 452,00;153 373,00;-36 921,00;-24,07
606;10;Вест;2605;Москва и обл.;100 253,00;99 683,00;570,00;0,57
607;8;Умут;2435;Дагестан;98 082,00;110 336,00;-12 254,00;-11,11
608;9;Премиум;3514;Москва и обл.;70 699,00;70 699,00;0,00;0
609;9;Единая Расчетная Палата;384;Москва и обл.;67 307,00;64 832,00;2 475,00;3,82
610;9;Дальний Восток;3318;Приморский край;60 447,00;57 235,00;3 212,00;5,61
611;11;21 Век;3309;Санкт-Петербург и обл.;20 255,00;15 413,00;4 842,00;31,42
612;8;АРБ-Инкасс;3353;Москва и обл.;17 442,00;19 995,00;-2 553,00;-12,77
613;8;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;16 339,00;16 976,00;-637,00;-3,75
614;9;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;15 122,00;4 747,00;10 375,00;218,56
