Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Июль, 2010, тыс. рублей;Июнь, 2010, тыс. рублей;Изменение, тыс. рублей;Изменение, %
24;-2;Международный Промышленный Банк;2056;Москва и обл.;162 669 563,00;165 670 380,00;-3 000 817,00;-1,81
25;0;Нордеа Банк;3016;Москва и обл.;160 117 125,00;157 880 529,00;2 236 596,00;1,42
26;0;Возрождение;1439;Москва и обл.;155 584 127,00;155 563 911,00;20 216,00;0,01
27;5;МТС Банк;2268;Москва и обл.;150 852 225,00;129 579 575,00;21 272 650,00;16,42
28;-1;Банк Сосьете Женераль Восток;2295;Москва и обл.;142 718 904,00;150 422 299,00;-7 703 395,00;-5,12
29;-1;Русский Стандарт;2289;Москва и обл.;139 808 565,00;146 156 524,00;-6 347 959,00;-4,34
30;0;Абсолют Банк;2306;Москва и обл.;131 780 570,00;131 536 318,00;244 252,00;0,19
31;-2;Траст;3279;Москва и обл.;131 350 074,00;132 447 748,00;-1 097 674,00;-0,83
32;1;КИТ Финанс Инвестиционный Банк;1911;Санкт-Петербург и обл.;129 827 517,00;125 305 134,00;4 522 383,00;3,61
33;-2;ЦентроКредит;121;Москва и обл.;124 115 814,00;130 328 611,00;-6 212 797,00;-4,77
34;0;Газэнергопромбанк;3284;Москва и обл.;120 934 706,00;120 351 730,00;582 976,00;0,48
35;4;Московский Кредитный Банк;1978;Москва и обл.;118 258 836,00;104 450 127,00;13 808 709,00;13,22
36;1;ИНГ Банк;2495;Москва и обл.;112 770 128,00;106 475 181,00;6 294 947,00;5,91
37;-2;Национальный Клиринговый Центр;3466;Москва и обл.;112 526 199,00;119 160 187,00;-6 633 988,00;-5,57
38;-2;Хоум Кредит Банк;316;Москва и обл.;107 592 381,00;107 243 885,00;348 496,00;0,32
39;1;ОТП Банк;2766;Москва и обл.;103 102 359,00;102 166 719,00;935 640,00;0,92
40;1;РГС Банк;3073;Москва и обл.;100 865 188,00;97 785 554,00;3 079 634,00;3,15
41;-3;Россия;328;Санкт-Петербург и обл.;99 867 547,00;104 756 896,00;-4 889 349,00;-4,67
42;0;Московский Индустриальный Банк;912;Москва и обл.;97 664 491,00;94 631 188,00;3 033 303,00;3,21
43;1;Русфинанс Банк;1792;Самарская обл.;86 586 146,00;84 593 903,00;1 992 243,00;2,36
44;-1;Бинбанк;323;Москва и обл.;84 608 155,00;85 601 937,00;-993 782,00;-1,16
45;2;Банк Интеза;2216;Москва и обл.;75 972 070,00;74 796 929,00;1 175 141,00;1,57
46;0;Глобэкс;1942;Москва и обл.;75 198 588,00;75 222 644,00;-24 056,00;-0,03
47;2;Юниаструм Банк;2771;Москва и обл.;73 802 932,00;70 833 747,00;2 969 185,00;4,19
48;4;Кредит Европа Банк;3311;Москва и обл.;70 029 879,00;64 203 437,00;5 826 442,00;9,07
49;-1;Союз;2307;Москва и обл.;69 143 324,00;71 597 067,00;-2 453 743,00;-3,43
50;1;Восточный Банк;1460;Амурская обл.;68 301 794,00;64 872 577,00;3 429 217,00;5,29
51;2;Транскапиталбанк;2210;Москва и обл.;66 297 574,00;64 000 680,00;2 296 894,00;3,59
52;2;Балтийский Банк;128;Москва и обл.;66 172 967,00;63 771 527,00;2 401 440,00;3,77
53;6;Пробизнесбанк;2412;Москва и обл.;65 420 015,00;59 591 650,00;5 828 365,00;9,78
54;3;Мастер-Банк;2176;Москва и обл.;64 150 259,00;62 022 624,00;2 127 635,00;3,43
55;3;СКБ-Банк;705;Свердловская обл.;64 138 817,00;61 269 632,00;2 869 185,00;4,68
56;-6;Уральский Банк Реконструкции и Развития;429;Свердловская обл.;64 068 415,00;65 089 059,00;-1 020 644,00;-1,57
57;-2;МСП Банк;3340;Москва и обл.;63 532 278,00;63 337 306,00;194 972,00;0,31
58;-2;Национальный Резервный Банк;2170;Москва и обл.;61 671 697,00;62 675 636,00;-1 003 939,00;-1,60
59;2;РосЕвроБанк;3137;Москва и обл.;59 329 897,00;57 240 394,00;2 089 503,00;3,65
60;0;Татфондбанк;3058;Татарстан;58 746 281,00;58 705 515,00;40 766,00;0,07
61;-16;Дойче Банк;3328;Москва и обл.;58 242 537,00;77 670 571,00;-19 428 034,00;-25,01
62;2;Экспо Финанс;2594;Москва и обл.;57 850 924,00;53 315 477,00;4 535 447,00;8,51
63;5;Внешпромбанк;3261;Москва и обл.;55 846 017,00;51 719 084,00;4 126 933,00;7,98
64;3;Петровский;729;Санкт-Петербург и обл.;54 844 552,00;52 082 851,00;2 761 701,00;5,30
65;1;Инвестторгбанк;2763;Москва и обл.;53 978 754,00;53 107 871,00;870 883,00;1,64
66;3;Собинбанк;1317;Москва и обл.;53 803 153,00;50 031 680,00;3 771 473,00;7,54
67;-2;Запсибкомбанк;918;Тюменская обл.;53 386 780,00;53 173 088,00;213 692,00;0,40
68;-6;Сведбанк;3064;Москва и обл.;52 808 190,00;56 163 884,00;-3 355 694,00;-5,97
69;8;Авангард;2879;Москва и обл.;49 815 150,00;43 246 996,00;6 568 154,00;15,19
70;1;СМП Банк;3368;Москва и обл.;49 211 818,00;45 643 276,00;3 568 542,00;7,82
71;8;БНП Париба Банк;3407;Москва и обл.;49 168 517,00;41 452 206,00;7 716 311,00;18,61
72;-9;Всероссийский Банк Развития Регионов;3287;Москва и обл.;46 027 893,00;55 253 398,00;-9 225 505,00;-16,70
73;-3;Новикомбанк;2546;Москва и обл.;45 903 192,00;49 020 512,00;-3 117 320,00;-6,36
74;-1;АМТ Банк;2820;Москва и обл.;45 859 815,00;45 542 988,00;316 827,00;0,70
75;0;Банк «Открытие»;2179;Москва и обл.;45 564 207,00;44 052 939,00;1 511 268,00;3,43
76;4;Металлинвестбанк;2440;Москва и обл.;45 050 787,00;41 326 954,00;3 723 833,00;9,01
77;-5;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;44 547 752,00;45 576 780,00;-1 029 028,00;-2,26
78;-2;Центр-инвест;2225;Ростовская обл.;43 723 403,00;44 009 639,00;-286 236,00;-0,65
79;-5;Ренессанс Кредит;3354;Москва и обл.;42 773 402,00;44 475 153,00;-1 701 751,00;-3,83
80;4;Балтинвестбанк;3176;Санкт-Петербург и обл.;42 659 825,00;38 903 214,00;3 756 611,00;9,66
81;-3;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;41 364 619,00;42 421 049,00;-1 056 430,00;-2,49
82;-1;Сургутнефтегазбанк;588;Тюменская обл.;40 670 831,00;41 214 881,00;-544 050,00;-1,32
83;2;Локо-Банк;2707;Москва и обл.;40 304 299,00;38 324 150,00;1 980 149,00;5,17
84;-1;Еврофинанс Моснарбанк;2402;Москва и обл.;39 871 557,00;39 724 872,00;146 685,00;0,37
85;-3;Роскосмосбанк;2989;Москва и обл.;38 152 774,00;40 625 511,00;-2 472 737,00;-6,09
86;0;Пересвет;2110;Москва и обл.;37 917 874,00;36 801 627,00;1 116 247,00;3,03
87;0;Совкомбанк;963;Костромская обл.;37 199 159,00;36 545 480,00;653 679,00;1,79
88;1;СБ Банк (Судостроительный банк);2999;Москва и обл.;36 775 163,00;35 466 215,00;1 308 948,00;3,69
89;-1;Первобанк;3461;Самарская обл.;35 352 298,00;35 658 125,00;-305 827,00;-0,86
90;1;Инвестбанк;107;Калининградская обл.;35 004 188,00;33 558 610,00;1 445 578,00;4,31
91;-1;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;34 517 638,00;33 766 602,00;751 036,00;2,22
92;0;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;33 998 965,00;32 910 164,00;1 088 801,00;3,31
93;1;Москоммерцбанк;3365;Москва и обл.;29 660 280,00;28 502 055,00;1 158 225,00;4,06
94;5;Национальный Стандарт;3421;Москва и обл.;29 442 631,00;27 344 297,00;2 098 334,00;7,67
95;2;Коммерцбанк (Евразия);3333;Москва и обл.;29 297 728,00;27 706 704,00;1 591 024,00;5,74
96;0;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;28 464 280,00;28 033 711,00;430 569,00;1,54
97;-2;Банк ДОМ.РФ;2312;Москва и обл.;28 440 003,00;28 305 544,00;134 459,00;0,48
98;0;Национальный Торговый Банк;3087;Самарская обл.;27 486 583,00;27 635 610,00;-149 027,00;-0,54
99;1;Челиндбанк;485;Челябинская обл.;26 923 967,00;26 534 147,00;389 820,00;1,47
100;3;Бинбанк Диджитал;2827;Москва и обл.;26 698 012,00;25 693 148,00;1 004 864,00;3,91
101;0;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Москва и обл.;26 497 948,00;26 369 245,00;128 703,00;0,49
102;-9;Экспобанк;2998;Москва и обл.;26 438 722,00;29 883 706,00;-3 444 984,00;-11,53
103;1;Дальневосточный Банк;843;Приморский край;26 253 569,00;25 093 806,00;1 159 763,00;4,62
104;2;Кедр;1574;Москва и обл.;24 993 935,00;24 104 340,00;889 595,00;3,69
105;2;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;24 626 133,00;23 981 144,00;644 989,00;2,69
106;20;Открытие / Инвестиционный банк;2901;Москва и обл.;24 103 152,00;18 909 873,00;5 193 279,00;27,46
107;1;Челябинвестбанк;493;Челябинская обл.;23 641 089,00;22 896 046,00;745 043,00;3,25
108;7;Акибанк;2587;Татарстан;23 209 756,00;21 344 209,00;1 865 547,00;8,74
109;0;Газбанк;2316;Самарская обл.;22 792 708,00;22 775 042,00;17 666,00;0,08
110;4;Девон-Кредит;1972;Татарстан;22 584 439,00;21 395 588,00;1 188 851,00;5,56
111;6;Таврический Банк;2304;Санкт-Петербург и обл.;22 577 340,00;20 951 066,00;1 626 274,00;7,76
112;7;Нота-Банк;2913;Москва и обл.;22 441 707,00;20 482 774,00;1 958 933,00;9,56
113;-1;Кубань Кредит;2518;Краснодарский край;22 105 409,00;21 904 232,00;201 177,00;0,92
114;-1;Севергазбанк;2816;Вологодская обл.;21 724 187,00;21 520 882,00;203 305,00;0,94
115;-10;Саровбизнесбанк;2048;Нижегородская обл.;21 675 060,00;24 325 893,00;-2 650 833,00;-10,90
116;2;Интерпромбанк;3266;Москва и обл.;21 600 305,00;20 573 969,00;1 026 336,00;4,99
117;-1;Далькомбанк;84;Хабаровский край;21 471 791,00;21 080 110,00;391 681,00;1,86
118;-16;Расчетная Палата РТС;3335;Москва и обл.;20 819 453,00;26 171 524,00;-5 352 071,00;-20,45
119;1;СДМ-Банк;1637;Москва и обл.;20 773 303,00;20 365 332,00;407 971,00;2,00
120;1;НС Банк;3124;Москва и обл.;20 329 618,00;20 338 324,00;-8 706,00;-0,04
121;2;Крайинвестбанк;3360;Краснодарский край;20 267 034,00;19 511 270,00;755 764,00;3,87
122;-11;Меткомбанк (Череповец);901;Вологодская обл.;20 063 816,00;21 905 427,00;-1 841 611,00;-8,41
123;1;Первый Республиканский Банк;1730;Москва и обл.;19 728 207,00;19 295 485,00;432 722,00;2,24
124;5;Экспресс-Волга;3085;Саратовская обл.;19 567 945,00;18 334 224,00;1 233 721,00;6,73
125;-15;Кредит Урал Банк;2584;Челябинская обл.;19 464 788,00;21 907 233,00;-2 442 445,00;-11,15
126;-4;Международный Финансовый Клуб;2618;Москва и обл.;19 268 738,00;20 134 549,00;-865 811,00;-4,30
127;1;Русский Международный Банк;3123;Москва и обл.;19 136 638,00;18 401 209,00;735 429,00;4,00
128;11;Межтопэнергобанк;2956;Москва и обл.;18 987 798,00;16 304 079,00;2 683 719,00;16,46
129;-2;Мой Банк;2939;Москва и обл.;18 777 797,00;18 762 734,00;15 063,00;0,08
130;5;Банк АВБ;23;Самарская обл.;18 742 921,00;17 596 502,00;1 146 419,00;6,52
131;-1;ГПБ-Ипотека;2403;Москва и обл.;18 435 862,00;18 324 365,00;111 497,00;0,61
132;0;Агропромкредит;2880;Москва и обл.;18 186 999,00;17 835 346,00;351 653,00;1,97
133;76;Тройка-Д Банк;3431;Москва и обл.;18 024 925,00;8 761 948,00;9 262 977,00;105,72
134;-3;Липецккомбанк;1242;Липецкая обл.;17 859 388,00;17 947 737,00;-88 349,00;-0,49
135;-1;Фора-Банк;1885;Москва и обл.;17 640 326,00;17 768 801,00;-128 475,00;-0,72
136;-3;М2М Прайвет Банк;1414;Москва и обл.;17 419 072,00;17 814 677,00;-395 605,00;-2,22
137;0;Уралтрансбанк;812;Свердловская обл.;16 676 558,00;16 559 868,00;116 690,00;0,70
138;13;Народный Кредит;2401;Москва и обл.;16 642 942,00;14 137 687,00;2 505 255,00;17,72
139;-3;Банк Кредит Свисс;2494;Москва и обл.;16 563 018,00;16 641 410,00;-78 392,00;-0,47
140;3;МБА-Москва;3395;Москва и обл.;16 316 130,00;15 831 219,00;484 911,00;3,06
141;-16;Солидарность;554;Самарская обл.;16 303 768,00;19 153 542,00;-2 849 774,00;-14,88
142;2;БФГ-Кредит;3068;Москва и обл.;16 181 400,00;15 564 346,00;617 054,00;3,96
143;10;Натиксис Банк;3390;Москва и обл.;16 052 340,00;13 798 240,00;2 254 100,00;16,34
144;-3;Столичный Торговый Банк;2797;Москва и обл.;15 968 082,00;16 022 688,00;-54 606,00;-0,34
145;-3;Соцгорбанк;1827;Москва и обл.;15 840 852,00;15 836 359,00;4 493,00;0,03
146;-1;Урал ФД;249;Пермская обл.;15 800 079,00;15 547 720,00;252 359,00;1,62
147;-9;ПЧРБ Банк;3291;Москва и обл.;15 774 269,00;16 541 869,00;-767 600,00;-4,64
148;-1;Примсоцбанк;2733;Приморский край;15 472 799,00;15 081 384,00;391 415,00;2,60
149;0;ФИА-Банк;2542;Самарская обл.;15 255 907,00;14 898 181,00;357 726,00;2,40
150;-10;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;15 242 071,00;16 299 180,00;-1 057 109,00;-6,49
151;4;Приморье;3001;Приморский край;15 240 385,00;13 367 503,00;1 872 882,00;14,01
152;-2;Московский Областной Банк;1751;Москва и обл.;15 157 609,00;14 709 298,00;448 311,00;3,05
153;-5;Российский Кредит;324;Москва и обл.;15 122 118,00;15 061 159,00;60 959,00;0,40
154;-2;Сетелем Банк;2168;Москва и обл.;14 401 976,00;14 093 646,00;308 330,00;2,19
155;-1;Центркомбанк;2983;Москва и обл.;14 070 915,00;13 681 233,00;389 682,00;2,85
156;1;Ланта-Банк;1920;Москва и обл.;13 920 516,00;13 086 580,00;833 936,00;6,37
157;-11;Модульбанк;1927;Костромская обл.;13 792 204,00;15 354 147,00;-1 561 943,00;-10,17
158;5;Кольцо Урала;65;Свердловская обл.;13 479 117,00;12 796 239,00;682 878,00;5,34
159;3;Альта-Банк;2269;Москва и обл.;13 455 447,00;12 864 455,00;590 992,00;4,59
160;0;НОМОС-Региобанк;539;Хабаровский край;13 376 334,00;12 982 965,00;393 369,00;3,03
161;-2;Стройкредит;18;Москва и обл.;13 250 829,00;13 026 597,00;224 232,00;1,72
162;-1;Энергобанк;67;Татарстан;13 144 163,00;12 878 090,00;266 073,00;2,07
163;-5;НБД-Банк;1966;Нижегородская обл.;13 032 630,00;13 046 022,00;-13 392,00;-0,10
164;2;Мосстройэкономбанк (М Банк);948;Москва и обл.;12 991 145,00;12 363 379,00;627 766,00;5,08
165;0;Рост Банк;2888;Татарстан;12 703 979,00;12 644 833,00;59 146,00;0,47
166;1;Спурт Банк;2207;Татарстан;12 542 248,00;12 031 872,00;510 376,00;4,24
167;-3;Петрофф-Банк;2466;Москва и обл.;12 454 764,00;12 721 315,00;-266 551,00;-2,10
168;1;Левобережный;1343;Новосибирская обл.;12 377 462,00;11 850 959,00;526 503,00;4,44
169;1;Тимер Банк;1581;Татарстан;11 946 179,00;11 808 049,00;138 130,00;1,17
170;-14;Банк Проектного Финансирования;1677;Москва и обл.;11 848 122,00;13 276 597,00;-1 428 475,00;-10,76
171;2;Новокузнецкий Муниципальный Банк;2865;Кемеровская обл.;11 774 461,00;11 508 716,00;265 745,00;2,31
172;10;АМБ Банк;3036;Москва и обл.;11 646 642,00;10 658 530,00;988 112,00;9,27
173;8;Росэнергобанк;2211;Москва и обл.;11 527 411,00;10 852 428,00;674 983,00;6,22
174;14;Морской Банк;77;Москва и обл.;11 465 904,00;10 091 937,00;1 373 967,00;13,61
175;3;Инвесткапиталбанк;2377;Башкортостан;11 364 262,00;10 973 294,00;390 968,00;3,56
176;0;Связной Банк;1961;Москва и обл.;11 347 735,00;11 085 256,00;262 479,00;2,37
177;-3;Московское Ипотечное Агентство;3344;Москва и обл.;11 298 764,00;11 252 685,00;46 079,00;0,41
178;5;Славянский Банк;383;Москва и обл.;11 289 734,00;10 569 231,00;720 503,00;6,82
179;6;Эс-Би-Ай Банк;3185;Москва и обл.;11 258 445,00;10 325 469,00;932 976,00;9,04
180;-1;Смоленский Банк;2029;Смоленская обл.;11 243 270,00;10 884 866,00;358 404,00;3,29
181;-4;Углеметбанк;2997;Челябинская обл.;11 122 187,00;10 983 828,00;138 359,00;1,26
182;5;Банк БФА;3038;Санкт-Петербург и обл.;11 114 672,00;10 233 515,00;881 157,00;8,61
183;19;Современный Коммерческий Инновационный Банк;3329;Калужская обл.;11 087 768,00;9 109 302,00;1 978 466,00;21,72
184;5;Развитие-Столица;3013;Москва и обл.;11 075 098,00;9 964 804,00;1 110 294,00;11,14
185;-5;Курскпромбанк;735;Курская обл.;10 903 011,00;10 881 445,00;21 566,00;0,20
186;-2;Банк24.ру;2227;Свердловская обл.;10 699 122,00;10 337 030,00;362 092,00;3,50
187;-1;БыстроБанк;1745;Удмуртия;10 592 666,00;10 292 580,00;300 086,00;2,92
188;-13;Европейский Трастовый Банк;2968;Москва и обл.;10 499 690,00;11 086 386,00;-586 696,00;-5,29
189;2;Форштадт;2208;Оренбургская обл.;10 484 600,00;9 768 595,00;716 005,00;7,33
190;-19;Северная Казна;2083;Свердловская обл.;10 484 401,00;11 532 418,00;-1 048 017,00;-9,09
191;-23;Свенска Хандельсбанкен;3455;Москва и обл.;10 030 990,00;11 903 099,00;-1 872 109,00;-15,73
192;2;Гаранти Банк — Москва;3275;Москва и обл.;9 994 623,00;9 431 352,00;563 271,00;5,97
193;17;Экопромбанк;2011;Пермская обл.;9 957 714,00;8 720 576,00;1 237 138,00;14,19
194;13;НК Банк;2755;Москва и обл.;9 849 008,00;8 812 778,00;1 036 230,00;11,76
195;-2;Алмазэргиэнбанк;2602;Саха (Якутия);9 745 081,00;9 549 267,00;195 814,00;2,05
196;0;Нижегородпромстройбанк;1851;Нижегородская обл.;9 708 326,00;9 408 658,00;299 668,00;3,19
197;7;Интехбанк;2705;Татарстан;9 670 070,00;8 982 972,00;687 098,00;7,65
198;-1;Эллипс Банк;1950;Нижегородская обл.;9 533 592,00;9 327 050,00;206 542,00;2,21
199;-4;Алемар;2384;Новосибирская обл.;9 503 655,00;9 416 360,00;87 295,00;0,93
200;0;Норвик Банк;902;Кировская обл.;9 476 293,00;9 158 641,00;317 652,00;3,47
201;-3;Росэксимбанк;2790;Москва и обл.;9 421 114,00;9 211 866,00;209 248,00;2,27
202;-12;Держава;2738;Москва и обл.;9 413 637,00;9 810 229,00;-396 592,00;-4,04
203;-4;Тольяттихимбанк;2507;Самарская обл.;9 348 195,00;9 197 553,00;150 642,00;1,64
204;1;Банк Жилищного Финансирования;3138;Москва и обл.;9 224 860,00;8 927 877,00;296 983,00;3,33
205;13;Гранд Инвест Банк;3053;Москва и обл.;9 222 595,00;8 217 069,00;1 005 526,00;12,24
206;10;Интеркоммерц Банк;1657;Москва и обл.;9 055 376,00;8 384 104,00;671 272,00;8,01
207;-1;Снежинский;1376;Челябинская обл.;8 973 076,00;8 904 006,00;69 070,00;0,78
208;-7;Нацинвестпромбанк;3077;Москва и обл.;8 891 921,00;9 111 445,00;-219 524,00;-2,41
209;13;Тинькофф Банк;2673;Москва и обл.;8 775 804,00;7 856 976,00;918 828,00;11,69
210;-7;ВУЗ-Банк;1557;Свердловская обл.;8 764 127,00;9 096 874,00;-332 747,00;-3,66
211;2;Хлынов;254;Кировская обл.;8 732 881,00;8 544 656,00;188 225,00;2,20
212;-1;Банк Оренбург;3269;Оренбургская обл.;8 724 899,00;8 685 869,00;39 030,00;0,45
213;-1;Северо-Восточный Альянс;2768;Москва и обл.;8 641 364,00;8 568 668,00;72 696,00;0,85
214;-22;Интерпрогрессбанк;600;Москва и обл.;8 617 351,00;9 595 807,00;-978 456,00;-10,20
215;9;Русстройбанк;3205;Москва и обл.;8 583 163,00;7 844 910,00;738 253,00;9,41
216;-2;Первомайский;518;Краснодарский край;8 565 206,00;8 419 517,00;145 689,00;1,73
217;6;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;8 543 578,00;7 849 766,00;693 812,00;8,84
218;3;Роспромбанк;3204;Москва и обл.;8 529 083,00;7 902 955,00;626 128,00;7,92
219;1;МАК-Банк;1088;Москва и обл.;8 513 022,00;7 997 299,00;515 723,00;6,45
220;-5;Александровский;53;Санкт-Петербург и обл.;8 470 804,00;8 395 656,00;75 148,00;0,90
221;-4;Энерготрансбанк;1307;Калининградская обл.;8 385 241,00;8 242 809,00;142 432,00;1,73
222;4;РосДорБанк;1573;Москва и обл.;8 381 327,00;7 735 810,00;645 517,00;8,34
223;-15;ТЭМБР-Банк;2764;Москва и обл.;8 358 828,00;8 782 969,00;-424 141,00;-4,83
224;33;Дрезднер Банк;2455;Санкт-Петербург и обл.;8 149 165,00;6 616 702,00;1 532 463,00;23,16
225;-6;Солидарность (Москва);1555;Москва и обл.;8 054 346,00;8 148 056,00;-93 710,00;-1,15
226;1;Прио-Внешторгбанк;212;Рязанская обл.;8 042 672,00;7 652 931,00;389 741,00;5,09
227;112;Бэнк оф Чайна;2309;Москва и обл.;7 899 244,00;4 045 656,00;3 853 588,00;95,25
228;24;Образование;1521;Москва и обл.;7 896 894,00;6 692 290,00;1 204 604,00;18,00
229;0;Екатеринбург;3161;Свердловская обл.;7 824 315,00;7 548 705,00;275 610,00;3,65
230;11;Темпбанк;55;Москва и обл.;7 802 972,00;7 099 003,00;703 969,00;9,92
231;12;Тойота Банк;3470;Москва и обл.;7 766 326,00;7 004 012,00;762 314,00;10,88
232;0;Монетный Дом;419;Челябинская обл.;7 722 044,00;7 372 817,00;349 227,00;4,74
233;-8;Банк Премьер Кредит;1663;Коми;7 685 015,00;7 744 449,00;-59 434,00;-0,77
234;-6;Аресбанк;2914;Москва и обл.;7 672 494,00;7 589 587,00;82 907,00;1,09
235;4;Легион;3117;Москва и обл.;7 665 504,00;7 171 035,00;494 469,00;6,90
236;-6;Экономбанк;1319;Саратовская обл.;7 620 020,00;7 498 918,00;121 102,00;1,61
237;-6;Тарханы;459;Пензенская обл.;7 498 233,00;7 477 894,00;20 339,00;0,27
238;-3;СтарБанк;548;Тюменская обл.;7 491 433,00;7 298 562,00;192 871,00;2,64
239;-1;Газэнергобанк;3252;Калужская обл.;7 435 100,00;7 180 572,00;254 528,00;3,54
240;-6;Международный Акционерный Банк;1987;Москва и обл.;7 428 174,00;7 345 809,00;82 365,00;1,12
241;25;Алеф-Банк;2119;Москва и обл.;7 390 711,00;6 357 583,00;1 033 128,00;16,25
242;-9;АйМаниБанк;1975;Республика Алтай;7 355 831,00;7 357 788,00;-1 957,00;-0,03
243;5;БМВ Банк;3482;Москва и обл.;7 329 143,00;6 816 368,00;512 775,00;7,52
244;2;Национальная Факторинговая Компания;3437;Москва и обл.;7 327 716,00;6 891 974,00;435 742,00;6,32
245;-3;Промсбербанк;1043;Москва и обл.;7 221 058,00;7 096 407,00;124 651,00;1,76
246;9;Волго-Камский Банк;282;Самарская обл.;7 166 729,00;6 649 404,00;517 325,00;7,78
247;13;Расчетно-Кредитный Банк;103;Москва и обл.;7 105 914,00;6 525 063,00;580 851,00;8,90
248;6;Гута-Банк;256;Москва и обл.;7 051 045,00;6 659 872,00;391 173,00;5,87
249;-4;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;7 013 376,00;6 900 968,00;112 408,00;1,63
250;-6;Нефтяной Альянс;2859;Москва и обл.;7 012 395,00;6 922 422,00;89 973,00;1,30
251;7;Интрастбанк;3144;Москва и обл.;6 841 930,00;6 604 673,00;237 257,00;3,59
252;-12;Лада-Кредит;2668;Самарская обл.;6 840 424,00;7 157 120,00;-316 696,00;-4,42
253;0;Руснарбанк;3403;Москва и обл.;6 786 127,00;6 669 667,00;116 460,00;1,75
254;-3;Банк Финсервис;3388;Москва и обл.;6 749 679,00;6 761 253,00;-11 574,00;-0,17
255;-18;Юникорбанк;2586;Москва и обл.;6 741 600,00;7 191 868,00;-450 268,00;-6,26
256;-9;Русьуниверсалбанк;3293;Москва и обл.;6 738 621,00;6 879 180,00;-140 559,00;-2,04
257;40;Банк Инноваций и Развития;2647;Москва и обл.;6 727 907,00;5 198 212,00;1 529 695,00;29,43
258;4;Ярсоцбанк;828;Ярославская обл.;6 727 371,00;6 464 670,00;262 701,00;4,06
259;0;Ставропольпромстройбанк;1288;Ставропольский край;6 713 937,00;6 536 907,00;177 030,00;2,71
260;8;Финпромбанк (ФПБ Банк);2157;Москва и обл.;6 709 564,00;6 260 480,00;449 084,00;7,17
