Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Ноябрь, 2016, тыс. рублей;Октябрь, 2016, тыс. рублей;Изменение, тыс. рублей;Изменение, %
37;-2;ИНГ Банк;2495;Москва и обл.;240 408 502,00;258 560 461,00;-18 151 959,00;-7,02
38;1;Глобэкс;1942;Москва и обл.;239 532 331,00;232 622 408,00;6 909 923,00;2,97
39;-2;Новикомбанк;2546;Москва и обл.;239 492 023,00;248 326 356,00;-8 834 333,00;-3,56
40;-2;Возрождение;1439;Москва и обл.;238 133 113,00;244 563 792,00;-6 430 679,00;-2,63
41;0;Транскапиталбанк;2210;Москва и обл.;220 663 230,00;223 090 694,00;-2 427 464,00;-1,09
42;0;Хоум Кредит Банк;316;Москва и обл.;219 023 921,00;220 250 582,00;-1 226 661,00;-0,56
43;0;Татфондбанк;3058;Татарстан;214 677 067,00;218 108 358,00;-3 431 291,00;-1,57
44;0;Восточный Банк;1460;Амурская обл.;197 105 350,00;207 669 783,00;-10 564 433,00;-5,09
45;1;Тинькофф Банк;2673;Москва и обл.;182 208 716,00;179 599 488,00;2 609 228,00;1,45
46;2;РосЕвроБанк;3137;Москва и обл.;175 533 942,00;177 811 134,00;-2 277 192,00;-1,28
47;4;Экспресс-Волга;3085;Костромская обл.;164 612 265,00;161 625 535,00;2 986 730,00;1,85
48;1;МТС Банк;2268;Москва и обл.;160 903 369,00;163 706 247,00;-2 802 878,00;-1,71
49;4;РГС Банк;3073;Москва и обл.;157 791 204,00;148 523 363,00;9 267 841,00;6,24
50;0;ДельтаКредит;3338;Москва и обл.;156 418 685,00;161 794 676,00;-5 375 991,00;-3,32
51;1;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;153 824 816,00;152 247 062,00;1 577 754,00;1,04
52;2;Авангард;2879;Москва и обл.;140 542 588,00;139 433 487,00;1 109 101,00;0,80
53;2;ОТП Банк;2766;Москва и обл.;138 353 555,00;138 487 813,00;-134 258,00;-0,10
54;3;Аверс;415;Татарстан;129 098 759,00;133 317 327,00;-4 218 568,00;-3,16
55;1;МСП Банк;3340;Москва и обл.;128 734 638,00;135 662 426,00;-6 927 788,00;-5,11
56;2;СКБ-Банк;705;Свердловская обл.;126 773 857,00;125 723 614,00;1 050 243,00;0,84
57;2;Инвестторгбанк;2763;Москва и обл.;126 749 375,00;125 496 449,00;1 252 926,00;1,00
58;-11;Национальный Расчетный Депозитарий;3294;Москва и обл.;123 129 287,00;178 337 264,00;-55 207 977,00;-30,96
59;2;Кредит Европа Банк;3311;Москва и обл.;118 938 475,00;120 863 316,00;-1 924 841,00;-1,59
60;3;Почта Банк;650;Москва и обл.;113 635 127,00;109 340 674,00;4 294 453,00;3,93
61;-1;Сургутнефтегазбанк;588;Ханты-Мансийский АО — Югра;110 419 299,00;121 202 891,00;-10 783 592,00;-8,90
62;0;Запсибкомбанк;918;Тюменская обл.;109 738 935,00;111 697 713,00;-1 958 778,00;-1,75
63;4;Юниаструм Банк;2771;Москва и обл.;107 680 109,00;101 233 481,00;6 446 628,00;6,37
64;0;Сетелем Банк;2168;Москва и обл.;105 916 307,00;105 759 453,00;156 854,00;0,15
65;1;Ренессанс Кредит;3354;Москва и обл.;103 696 942,00;102 234 535,00;1 462 407,00;1,43
66;-1;Роскосмосбанк;2989;Москва и обл.;102 662 777,00;104 087 817,00;-1 425 040,00;-1,37
67;2;Русфинанс Банк;1792;Самарская обл.;100 216 481,00;97 322 003,00;2 894 478,00;2,97
68;0;Центр-инвест;2225;Ростовская обл.;98 399 166,00;98 581 155,00;-181 989,00;-0,18
69;1;ЦентроКредит;121;Москва и обл.;89 368 628,00;89 090 931,00;277 697,00;0,31
70;2;Таврический Банк;2304;Санкт-Петербург и обл.;86 473 473,00;87 345 823,00;-872 350,00;-1,00
71;0;Локо-Банк;2707;Москва и обл.;83 357 971,00;87 371 133,00;-4 013 162,00;-4,59
72;1;Союз;2307;Москва и обл.;82 204 621,00;85 463 612,00;-3 258 991,00;-3,81
73;1;Банк Финсервис;3388;Москва и обл.;81 877 604,00;80 835 958,00;1 041 646,00;1,29
74;7;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;80 296 734,00;72 580 743,00;7 715 991,00;10,63
75;2;Балтинвестбанк;3176;Санкт-Петербург и обл.;79 255 060,00;77 492 806,00;1 762 254,00;2,27
76;0;РНКБ;1354;Симферополь;77 731 180,00;77 853 483,00;-122 303,00;-0,16
77;-2;Балтийский Банк;128;Санкт-Петербург и обл.;76 930 737,00;79 101 509,00;-2 170 772,00;-2,74
78;0;Кубань Кредит;2518;Краснодарский край;74 369 505,00;76 518 004,00;-2 148 499,00;-2,81
79;3;ВУЗ-Банк;1557;Свердловская обл.;73 622 664,00;71 067 098,00;2 555 566,00;3,60
80;-1;БНП Париба Банк;3407;Москва и обл.;72 456 942,00;76 261 709,00;-3 804 767,00;-4,99
81;7;Банк Интеза;2216;Москва и обл.;71 369 370,00;61 529 516,00;9 839 854,00;15,99
82;2;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;69 229 722,00;68 310 597,00;919 125,00;1,35
83;6;РН Банк;170;Москва и обл.;67 584 336,00;60 968 140,00;6 616 196,00;10,85
84;-4;Дойче Банк;3328;Москва и обл.;67 577 285,00;75 370 082,00;-7 792 797,00;-10,34
85;-2;Экспобанк;2998;Москва и обл.;65 029 344,00;70 889 938,00;-5 860 594,00;-8,27
86;1;Металлинвестбанк;2440;Москва и обл.;64 320 900,00;62 550 863,00;1 770 037,00;2,83
87;-2;БКС Банк;101;Новосибирская обл.;63 415 468,00;65 913 470,00;-2 498 002,00;-3,79
88;11;Банк БФА;3038;Санкт-Петербург и обл.;62 857 864,00;50 332 467,00;12 525 397,00;24,89
89;-3;Международный Финансовый Клуб;2618;Москва и обл.;61 512 545,00;63 172 023,00;-1 659 478,00;-2,63
90;170;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;56 908 608,00;7 290 260,00;49 618 348,00;680,61
91;-1;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;55 337 408,00;58 764 617,00;-3 427 209,00;-5,83
92;-1;Бинбанк Диджитал;2827;Москва и обл.;55 198 580,00;57 065 716,00;-1 867 136,00;-3,27
93;0;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;54 931 196,00;55 160 887,00;-229 691,00;-0,42
94;3;СДМ-Банк;1637;Москва и обл.;53 176 734,00;51 050 023,00;2 126 711,00;4,17
95;0;Тойота Банк;3470;Москва и обл.;52 378 886,00;52 337 500,00;41 386,00;0,08
96;0;Образование;1521;Москва и обл.;51 962 978,00;51 939 077,00;23 901,00;0,05
97;1;Крайинвестбанк;3360;Краснодарский край;50 587 146,00;50 532 076,00;55 070,00;0,11
98;5;Росэксимбанк;2790;Москва и обл.;50 309 324,00;48 169 031,00;2 140 293,00;4,44
99;1;Банк «Советский»;558;Санкт-Петербург и обл.;50 234 499,00;49 545 748,00;688 751,00;1,39
100;-8;АйСиБиСи Банк;3475;Москва и обл.;50 152 455,00;56 266 617,00;-6 114 162,00;-10,87
101;11;Коммерцбанк (Евразия);3333;Москва и обл.;49 985 144,00;41 214 256,00;8 770 888,00;21,28
102;0;Межтопэнергобанк;2956;Москва и обл.;48 958 726,00;48 646 389,00;312 337,00;0,64
103;1;Социнвестбанк;1132;Башкортостан;48 471 175,00;48 131 551,00;339 624,00;0,71
104;-3;ББР Банк;2929;Москва и обл.;47 921 348,00;49 436 676,00;-1 515 328,00;-3,07
105;0;Газэнергобанк;3252;Калужская обл.;47 512 753,00;47 047 838,00;464 915,00;0,99
106;2;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;47 356 739,00;45 828 808,00;1 527 931,00;3,33
107;0;Челиндбанк;485;Челябинская обл.;46 384 110,00;46 049 264,00;334 846,00;0,73
108;6;ОФК Банк;2270;Москва и обл.;45 967 125,00;40 189 080,00;5 778 045,00;14,38
109;-15;Еврофинанс Моснарбанк;2402;Москва и обл.;45 935 239,00;52 872 548,00;-6 937 309,00;-13,12
110;-1;Примсоцбанк;2733;Приморский край;45 632 096,00;45 814 891,00;-182 795,00;-0,40
111;-5;Фора-Банк;1885;Москва и обл.;45 599 293,00;46 390 294,00;-791 001,00;-1,71
112;-2;Челябинвестбанк;493;Челябинская обл.;44 784 184,00;45 313 771,00;-529 587,00;-1,17
113;-2;Левобережный;1343;Новосибирская обл.;44 208 259,00;44 174 867,00;33 392,00;0,08
114;-1;Интерпрогрессбанк;600;Москва и обл.;41 578 136,00;40 220 424,00;1 357 712,00;3,38
115;0;Саровбизнесбанк;2048;Нижегородская обл.;39 635 822,00;39 409 402,00;226 420,00;0,57
116;1;Севергазбанк;2816;Вологодская обл.;37 912 684,00;37 310 568,00;602 116,00;1,61
117;-1;Бэнк оф Чайна;2309;Москва и обл.;37 310 151,00;38 963 734,00;-1 653 583,00;-4,24
118;14;Кредит Урал Банк;2584;Челябинская обл.;34 478 048,00;29 663 150,00;4 814 898,00;16,23
119;9;Квантмобайл Банк;1189;Москва и обл.;34 460 922,00;30 341 608,00;4 119 314,00;13,58
120;6;Интехбанк;2705;Татарстан;34 392 113,00;30 863 228,00;3 528 885,00;11,43
121;-2;Фольксваген Банк Рус;3500;Москва и обл.;33 366 590,00;36 989 222,00;-3 622 632,00;-9,79
122;-2;НС Банк;3124;Москва и обл.;33 047 383,00;34 512 840,00;-1 465 457,00;-4,25
123;17;Объединенный Капитал;2611;Санкт-Петербург и обл.;32 848 799,00;26 849 311,00;5 999 488,00;22,35
124;-2;Кольцо Урала;65;Свердловская обл.;32 239 586,00;33 984 709,00;-1 745 123,00;-5,14
125;2;БыстроБанк;1745;Удмуртия;31 313 309,00;30 747 740,00;565 569,00;1,84
126;4;Дальневосточный Банк;843;Приморский край;31 107 561,00;30 031 703,00;1 075 858,00;3,58
127;-6;Национальный Стандарт;3421;Москва и обл.;30 943 384,00;34 099 134,00;-3 155 750,00;-9,25
128;-4;Русский Международный Банк;3123;Москва и обл.;30 453 217,00;31 316 491,00;-863 274,00;-2,76
129;0;Генбанк;2490;Симферополь;30 085 374,00;30 182 898,00;-97 524,00;-0,32
130;-5;Солидарность;554;Самарская обл.;29 581 334,00;31 203 037,00;-1 621 703,00;-5,20
131;-13;Меткомбанк (Череповец);901;Вологодская обл.;29 251 316,00;37 036 899,00;-7 785 583,00;-21,02
132;4;МБА-Москва;3395;Москва и обл.;28 855 265,00;27 802 997,00;1 052 268,00;3,78
133;-2;Интерпромбанк;3266;Москва и обл.;28 724 458,00;29 843 395,00;-1 118 937,00;-3,75
134;-1;Приморье;3001;Приморский край;28 540 565,00;28 580 789,00;-40 224,00;-0,14
135;0;Алмазэргиэнбанк;2602;Саха (Якутия);28 391 148,00;28 515 523,00;-124 375,00;-0,44
136;-2;Платежный Центр;3166;Новосибирская обл.;27 650 152,00;28 552 038,00;-901 886,00;-3,16
137;1;Финанс Бизнес Банк;520;Москва и обл.;27 406 926,00;27 557 650,00;-150 724,00;-0,55
138;-1;АктивКапитал Банк;3006;Самарская обл.;27 304 808,00;27 709 089,00;-404 281,00;-1,46
139;4;Девон-Кредит;1972;Татарстан;26 676 932,00;26 154 661,00;522 271,00;2,00
140;-1;Газбанк;2316;Самарская обл.;26 297 701,00;27 134 265,00;-836 564,00;-3,08
141;4;Московское Ипотечное Агентство;3344;Москва и обл.;26 013 160,00;25 542 813,00;470 347,00;1,84
142;2;Акибанк;2587;Татарстан;25 285 789,00;25 959 334,00;-673 545,00;-2,59
143;13;Данске Банк;3307;Санкт-Петербург и обл.;25 046 812,00;22 195 531,00;2 851 281,00;12,85
144;2;Липецккомбанк;1242;Липецкая обл.;24 422 625,00;24 701 846,00;-279 221,00;-1,13
145;5;Ланта-Банк;1920;Москва и обл.;24 381 136,00;23 624 497,00;756 639,00;3,20
146;-23;Российская Финансовая Корпорация;3099;Москва и обл.;24 229 942,00;33 096 082,00;-8 866 140,00;-26,79
147;0;Агропромкредит;2880;Москва и обл.;24 039 035,00;24 352 308,00;-313 273,00;-1,29
148;1;Урал ФД;249;Пермская обл.;23 735 316,00;24 115 900,00;-380 584,00;-1,58
149;-1;Аресбанк;2914;Москва и обл.;23 597 156,00;24 197 932,00;-600 776,00;-2,48
150;1;Спурт Банк;2207;Татарстан;22 727 795,00;23 130 734,00;-402 939,00;-1,74
151;11;Энерготрансбанк;1307;Калининградская обл.;22 640 666,00;20 782 167,00;1 858 499,00;8,94
152;8;СЭБ Банк;3235;Санкт-Петербург и обл.;22 467 591,00;21 714 120,00;753 471,00;3,47
153;8;Татсоцбанк;480;Татарстан;22 450 793,00;21 053 010,00;1 397 783,00;6,64
154;0;Москоммерцбанк;3365;Москва и обл.;22 426 908,00;22 359 332,00;67 576,00;0,30
155;-3;Энергобанк;67;Татарстан;22 268 323,00;22 802 606,00;-534 283,00;-2,34
156;3;БМВ Банк;3482;Москва и обл.;21 990 633,00;21 735 030,00;255 603,00;1,18
157;-15;Натиксис Банк;3390;Москва и обл.;21 938 170,00;26 233 116,00;-4 294 946,00;-16,37
158;-5;Легион;3117;Москва и обл.;21 803 285,00;22 479 876,00;-676 591,00;-3,01
159;-1;Курскпромбанк;735;Курская обл.;21 720 442,00;21 749 370,00;-28 928,00;-0,13
160;-5;Собинбанк;1317;Москва и обл.;21 274 823,00;22 222 206,00;-947 383,00;-4,26
161;2;М2М Прайвет Банк;1414;Москва и обл.;20 888 685,00;20 364 304,00;524 381,00;2,58
162;21;Морган Стэнли Банк;3456;Москва и обл.;20 809 701,00;15 500 144,00;5 309 557,00;34,25
163;8;Мир Бизнес Банк;3396;Москва и обл.;20 027 656,00;17 981 341,00;2 046 315,00;11,38
164;3;Чайна Констракшн;3515;Москва и обл.;19 868 126,00;18 882 383,00;985 743,00;5,22
165;-8;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;19 734 878,00;22 050 217,00;-2 315 339,00;-10,50
166;-1;Хлынов;254;Кировская обл.;19 615 263,00;19 362 773,00;252 490,00;1,30
167;-1;Мерседес-Бенц Банк Рус;3473;Москва и обл.;19 387 021,00;19 012 161,00;374 860,00;1,97
168;-4;НБД-Банк;1966;Нижегородская обл.;19 229 140,00;19 377 961,00;-148 821,00;-0,77
169;1;Тольяттихимбанк;2507;Самарская обл.;18 774 549,00;17 996 075,00;778 474,00;4,33
170;-2;Банк Кредит Свисс;2494;Москва и обл.;18 720 049,00;18 265 110,00;454 939,00;2,49
171;3;Алеф-Банк;2119;Москва и обл.;17 780 429,00;17 226 151,00;554 278,00;3,22
172;0;Джей энд Ти Банк;3061;Москва и обл.;17 527 744,00;17 854 754,00;-327 010,00;-1,83
173;2;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;17 459 046,00;16 988 850,00;470 196,00;2,77
174;-1;Темпбанк;55;Москва и обл.;17 362 118,00;17 760 701,00;-398 583,00;-2,24
175;-6;Рублев;3098;Москва и обл.;17 288 265,00;18 065 366,00;-777 101,00;-4,30
176;3;Держава;2738;Москва и обл.;16 841 161,00;15 968 022,00;873 139,00;5,47
177;19;Ури Банк;3479;Москва и обл.;16 459 431,00;13 710 265,00;2 749 166,00;20,05
178;0;Уралтрансбанк;812;Свердловская обл.;16 040 403,00;16 036 619,00;3 784,00;0,02
179;-2;Развитие-Столица;3013;Москва и обл.;15 997 096,00;16 334 655,00;-337 559,00;-2,07
180;2;Пойдем!;2534;Москва и обл.;15 768 450,00;15 536 869,00;231 581,00;1,49
181;-1;Денизбанк Москва;3330;Москва и обл.;15 685 577,00;15 955 327,00;-269 750,00;-1,69
182;-1;Банк Акцепт;567;Новосибирская обл.;15 590 963,00;15 841 711,00;-250 748,00;-1,58
183;4;Кошелев-Банк;3300;Самарская обл.;15 551 950,00;15 087 733,00;464 217,00;3,08
184;-8;НК Банк;2755;Москва и обл.;15 417 192,00;16 804 629,00;-1 387 437,00;-8,26
185;0;Расчетно-Кредитный Банк;103;Москва и обл.;15 195 512,00;15 162 497,00;33 015,00;0,22
186;-2;Нацинвестпромбанк;3077;Москва и обл.;15 194 888,00;15 393 789,00;-198 901,00;-1,29
187;12;Инбанк;1829;Москва и обл.;15 121 253,00;13 255 637,00;1 865 616,00;14,07
188;-2;Форштадт;2208;Оренбургская обл.;14 971 694,00;15 105 971,00;-134 277,00;-0,89
189;-1;Русский Ипотечный Банк;1968;Москва и обл.;14 894 940,00;14 850 627,00;44 313,00;0,30
190;1;Объединенный Кредитный Банк;1118;Ярославская обл.;14 676 420,00;14 558 088,00;118 332,00;0,81
191;-2;Национальный Резервный Банк;2170;Москва и обл.;14 456 888,00;14 744 644,00;-287 756,00;-1,95
192;-2;Норвик Банк;902;Кировская обл.;14 410 312,00;14 624 243,00;-213 931,00;-1,46
193;1;Гарант-Инвест;2576;Москва и обл.;14 373 957,00;14 172 569,00;201 388,00;1,42
194;-2;РосДорБанк;1573;Москва и обл.;14 158 596,00;14 287 112,00;-128 516,00;-0,90
195;0;Солидарность (Москва);1555;Москва и обл.;14 071 593,00;13 969 241,00;102 352,00;0,73
196;9;Банк Казани;708;Татарстан;14 065 423,00;12 290 867,00;1 774 556,00;14,44
197;3;Морской Банк;77;Москва и обл.;13 924 329,00;13 255 150,00;669 179,00;5,05
198;-5;Гранд Инвест Банк;3053;Москва и обл.;13 842 703,00;14 221 469,00;-378 766,00;-2,66
199;-1;Прио-Внешторгбанк;212;Рязанская обл.;13 752 371,00;13 451 278,00;301 093,00;2,24
200;1;Александровский;53;Санкт-Петербург и обл.;13 222 580,00;12 883 339,00;339 241,00;2,63
201;-4;Агросоюз;1459;Москва и обл.;12 745 509,00;13 591 152,00;-845 643,00;-6,22
202;1;Промтрансбанк;2638;Башкортостан;12 639 377,00;12 517 463,00;121 914,00;0,97
203;3;Банк ВВБ;1093;Севастополь;12 440 587,00;12 277 575,00;163 012,00;1,33
204;0;Русьуниверсалбанк;3293;Москва и обл.;12 368 541,00;12 481 136,00;-112 595,00;-0,90
205;4;Ишбанк;2867;Москва и обл.;12 338 826,00;11 702 255,00;636 571,00;5,44
206;1;КС Банк;1752;Мордовия;12 275 079,00;12 231 595,00;43 484,00;0,36
207;7;Национальная Факторинговая Компания;3437;Москва и обл.;12 236 112,00;11 248 023,00;988 089,00;8,78
208;-6;Тройка-Д Банк;3431;Москва и обл.;12 104 949,00;12 542 734,00;-437 785,00;-3,49
209;24;Современный Коммерческий Инновационный Банк;3329;Костромская обл.;11 946 639,00;8 886 523,00;3 060 116,00;34,44
210;-2;Нижневолжский Коммерческий Банк;931;Саратовская обл.;11 897 366,00;11 981 353,00;-83 987,00;-0,70
211;1;Первомайский;518;Краснодарский край;11 644 069,00;11 524 135,00;119 934,00;1,04
212;7;Солид Банк;1329;Камчатская обл.;11 414 073,00;10 672 645,00;741 428,00;6,95
213;-2;ТЭМБР-Банк;2764;Москва и обл.;11 377 225,00;11 675 193,00;-297 968,00;-2,55
214;-4;Русский Торговый Банк;2842;Москва и обл.;11 329 077,00;11 679 720,00;-350 643,00;-3,00
215;-2;Новопокровский;467;Краснодарский край;11 158 002,00;11 262 807,00;-104 805,00;-0,93
216;0;Датабанк;646;Удмуртия;10 956 113,00;10 924 471,00;31 642,00;0,29
217;3;Банк Оренбург;3269;Оренбургская обл.;10 868 316,00;10 618 286,00;250 030,00;2,35
218;0;НИКО-Банк;702;Оренбургская обл.;10 861 204,00;10 819 565,00;41 639,00;0,38
219;-4;Нефтяной Альянс;2859;Москва и обл.;10 636 844,00;10 953 073,00;-316 229,00;-2,89
220;-3;Банк Жилищного Финансирования;3138;Москва и обл.;10 545 828,00;10 891 400,00;-345 572,00;-3,17
221;0;Киви Банк;2241;Москва и обл.;10 241 735,00;10 337 228,00;-95 493,00;-0,92
222;0;Ассоциация;732;Нижегородская обл.;10 136 775,00;9 828 230,00;308 545,00;3,14
223;3;Таатта;1249;Саха (Якутия);9 925 824,00;9 743 175,00;182 649,00;1,87
224;0;Торговый Городской Банк;3180;Москва и обл.;9 826 964,00;9 818 213,00;8 751,00;0,09
225;-2;Юг-Инвестбанк;2772;Краснодарский край;9 819 712,00;9 822 927,00;-3 215,00;-0,03
226;2;Снежинский;1376;Челябинская обл.;9 737 826,00;9 685 455,00;52 371,00;0,54
227;0;СИАБ;3245;Санкт-Петербург и обл.;9 647 553,00;9 713 908,00;-66 355,00;-0,68
228;2;Автоторгбанк;2776;Москва и обл.;9 493 921,00;9 642 642,00;-148 721,00;-1,54
229;-4;Енисей;474;Красноярский край;9 237 992,00;9 766 288,00;-528 296,00;-5,41
230;1;Екатеринбург;3161;Свердловская обл.;9 225 624,00;9 511 142,00;-285 518,00;-3,00
231;1;Нефтепромбанк;2156;Москва и обл.;9 084 736,00;9 022 488,00;62 248,00;0,69
232;7;РусЮгбанк;2093;Волгоградская обл.;9 065 133,00;8 659 217,00;405 916,00;4,69
233;4;Бинбанк Мурманск;1276;Мурманская обл.;8 846 077,00;8 706 007,00;140 070,00;1,61
234;-5;Гута-Банк;256;Москва и обл.;8 828 027,00;9 651 273,00;-823 246,00;-8,53
235;-1;Славия;2664;Москва и обл.;8 655 410,00;8 875 806,00;-220 396,00;-2,48
236;-1;Энергомашбанк;52;Санкт-Петербург и обл.;8 584 096,00;8 817 579,00;-233 483,00;-2,65
237;17;ГПБ-Ипотека;2403;Москва и обл.;8 552 356,00;7 694 592,00;857 764,00;11,15
238;4;Анкор Банк;889;Татарстан;8 497 768,00;8 464 789,00;32 979,00;0,39
239;2;Модульбанк;1927;Костромская обл.;8 394 594,00;8 515 691,00;-121 097,00;-1,42
240;7;Северо-Восточный Альянс;2768;Москва и обл.;8 331 262,00;8 104 462,00;226 800,00;2,80
241;4;Вокбанк;312;Нижегородская обл.;8 312 899,00;8 264 429,00;48 470,00;0,59
242;8;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;8 258 285,00;7 912 283,00;346 002,00;4,37
243;-3;Ставропольпромстройбанк;1288;Ставропольский край;8 233 334,00;8 516 931,00;-283 597,00;-3,33
244;-1;Московский Нефтехимический Банк;1411;Москва и обл.;8 163 179,00;8 340 145,00;-176 966,00;-2,12
245;1;Северный Кредит;2398;Вологодская обл.;8 147 223,00;8 160 749,00;-13 526,00;-0,17
246;3;Трансстройбанк;2807;Москва и обл.;8 136 430,00;7 945 855,00;190 575,00;2,40
247;-3;Союзный;3236;Москва и обл.;8 030 957,00;8 321 816,00;-290 859,00;-3,50
248;5;Эксперт Банк;2949;Омская обл.;7 935 881,00;7 697 452,00;238 429,00;3,10
249;-1;Томскпромстройбанк;1720;Томская обл.;7 906 219,00;8 026 694,00;-120 475,00;-1,50
250;1;Кранбанк;2271;Ивановская обл.;7 897 451,00;7 834 621,00;62 830,00;0,80
251;1;Воронеж;654;Воронежская обл.;7 789 907,00;7 797 594,00;-7 687,00;-0,10
252;3;Идея Банк;430;Краснодарский край;7 737 389,00;7 694 343,00;43 046,00;0,56
253;3;Консервативный Коммерческий Банк;1087;Астраханская обл.;7 621 103,00;7 593 851,00;27 252,00;0,36
254;4;Белгородсоцбанк;760;Белгородская обл.;7 452 104,00;7 321 906,00;130 198,00;1,78
255;2;Славянский Кредит;2960;Москва и обл.;7 406 721,00;7 494 275,00;-87 554,00;-1,17
256;16;МС Банк Рус;2789;Москва и обл.;7 278 350,00;6 969 627,00;308 723,00;4,43
257;7;Банк БКФ;2684;Москва и обл.;7 219 258,00;7 183 040,00;36 218,00;0,50
258;3;Чувашкредитпромбанк;1280;Чувашия;7 215 383,00;7 281 267,00;-65 884,00;-0,90
