Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Июнь, 2011, тыс. рублей;Май, 2011, тыс. рублей;Изменение, тыс. рублей;Изменение, %
21;-1;Ханты-Мансийский банк Открытие;1971;Тюменская обл.;199 272 191,00;191 006 078,00;8 266 113,00;4,33
22;-1;Банк Зенит;3255;Москва и обл.;194 577 704,00;187 132 857,00;7 444 847,00;3,98
23;1;Московский Кредитный Банк;1978;Москва и обл.;189 616 480,00;182 108 185,00;7 508 295,00;4,12
24;1;Нордеа Банк;3016;Москва и обл.;183 915 758,00;177 402 351,00;6 513 407,00;3,67
25;-3;Возрождение;1439;Москва и обл.;183 795 423,00;185 278 851,00;-1 483 428,00;-0,80
26;1;Связь-Банк;1470;Москва и обл.;181 993 302,00;165 770 864,00;16 222 438,00;9,79
27;-1;Траст;3279;Москва и обл.;168 653 093,00;169 989 537,00;-1 336 444,00;-0,79
28;0;Русский Стандарт;2289;Москва и обл.;150 157 327,00;158 828 542,00;-8 671 215,00;-5,46
29;4;Банк Сосьете Женераль Восток;2295;Москва и обл.;146 861 366,00;134 570 633,00;12 290 733,00;9,13
30;1;Банк «Открытие»;2179;Москва и обл.;143 462 439,00;138 091 440,00;5 370 999,00;3,89
31;3;МТС Банк;2268;Москва и обл.;137 298 636,00;129 708 944,00;7 589 692,00;5,85
32;0;Глобэкс;1942;Москва и обл.;135 819 246,00;136 209 439,00;-390 193,00;-0,29
33;31;Еврофинанс Моснарбанк;2402;Москва и обл.;125 507 061,00;64 220 605,00;61 286 456,00;95,43
34;1;Хоум Кредит Банк;316;Москва и обл.;124 213 807,00;122 906 342,00;1 307 465,00;1,06
35;1;Московский Индустриальный Банк;912;Москва и обл.;121 739 487,00;122 289 549,00;-550 062,00;-0,45
36;-7;ИНГ Банк;2495;Москва и обл.;121 077 837,00;149 641 064,00;-28 563 227,00;-19,09
37;2;Восточный Банк;1460;Амурская обл.;113 296 702,00;109 788 774,00;3 507 928,00;3,20
38;-1;Национальный Клиринговый Центр;3466;Москва и обл.;112 780 024,00;113 072 692,00;-292 668,00;-0,26
39;-1;КИТ Финанс Инвестиционный Банк;1911;Санкт-Петербург и обл.;110 712 199,00;109 980 496,00;731 703,00;0,67
40;-10;Национальный Расчетный Депозитарий;3294;Москва и обл.;108 261 070,00;143 027 695,00;-34 766 625,00;-24,31
41;-1;Абсолют Банк;2306;Москва и обл.;106 488 834,00;105 822 104,00;666 730,00;0,63
42;0;Бинбанк;323;Москва и обл.;104 472 078,00;100 955 724,00;3 516 354,00;3,48
43;-2;ОТП Банк;2766;Москва и обл.;104 205 044,00;105 816 246,00;-1 611 202,00;-1,52
44;-1;РГС Банк;3073;Москва и обл.;100 814 115,00;98 461 885,00;2 352 230,00;2,39
45;0;Русфинанс Банк;1792;Самарская обл.;93 838 785,00;91 219 246,00;2 619 539,00;2,87
46;0;МСП Банк;3340;Москва и обл.;93 554 049,00;90 621 310,00;2 932 739,00;3,24
47;2;Транскапиталбанк;2210;Москва и обл.;92 236 028,00;88 221 403,00;4 014 625,00;4,55
48;0;Банк Интеза;2216;Москва и обл.;90 891 507,00;88 442 686,00;2 448 821,00;2,77
49;-5;Дойче Банк;3328;Москва и обл.;86 196 018,00;96 933 507,00;-10 737 489,00;-11,08
50;1;СКБ-Банк;705;Свердловская обл.;85 706 508,00;83 699 910,00;2 006 598,00;2,40
51;-1;Юниаструм Банк;2771;Москва и обл.;84 609 171,00;85 248 078,00;-638 907,00;-0,75
52;-5;Кредит Европа Банк;3311;Москва и обл.;84 394 678,00;89 618 580,00;-5 223 902,00;-5,83
53;0;Пробизнесбанк;2412;Москва и обл.;80 735 913,00;79 973 393,00;762 520,00;0,95
54;0;Уральский Банк Реконструкции и Развития;429;Свердловская обл.;80 724 336,00;77 842 950,00;2 881 386,00;3,70
55;-3;БНП Париба Банк;3407;Москва и обл.;77 335 739,00;81 276 251,00;-3 940 512,00;-4,85
56;-1;Инвестторгбанк;2763;Москва и обл.;76 477 232,00;76 395 939,00;81 293,00;0,11
57;-1;Союз;2307;Москва и обл.;75 789 200,00;75 240 688,00;548 512,00;0,73
58;7;Всероссийский Банк Развития Регионов;3287;Москва и обл.;74 841 484,00;62 947 290,00;11 894 194,00;18,90
59;-2;Балтийский Банк;128;Москва и обл.;73 729 298,00;73 549 728,00;179 570,00;0,24
60;-1;Внешпромбанк;3261;Москва и обл.;72 994 317,00;70 718 533,00;2 275 784,00;3,22
61;0;Новикомбанк;2546;Москва и обл.;72 671 795,00;67 538 107,00;5 133 688,00;7,60
62;-4;РосЕвроБанк;3137;Москва и обл.;72 435 061,00;72 894 695,00;-459 634,00;-0,63
63;-3;Мастер-Банк;2176;Москва и обл.;70 794 378,00;69 502 108,00;1 292 270,00;1,86
64;-1;Татфондбанк;3058;Татарстан;68 950 289,00;66 839 460,00;2 110 829,00;3,16
65;-3;Собинбанк;1317;Москва и обл.;67 580 653,00;67 115 941,00;464 712,00;0,69
66;1;СМП Банк;3368;Москва и обл.;65 936 268,00;62 387 567,00;3 548 701,00;5,69
67;1;Запсибкомбанк;918;Тюменская обл.;60 994 159,00;61 461 157,00;-466 998,00;-0,76
68;1;Авангард;2879;Москва и обл.;59 716 815,00;59 225 359,00;491 456,00;0,83
69;5;Экспо Финанс;2594;Москва и обл.;59 639 268,00;52 794 047,00;6 845 221,00;12,97
70;-4;ЦентроКредит;121;Москва и обл.;57 675 081,00;62 645 223,00;-4 970 142,00;-7,93
71;-1;Национальный Резервный Банк;2170;Москва и обл.;55 855 000,00;58 684 336,00;-2 829 336,00;-4,82
72;6;Пересвет;2110;Москва и обл.;53 485 375,00;50 347 521,00;3 137 854,00;6,23
73;2;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;53 404 135,00;51 911 823,00;1 492 312,00;2,87
74;-1;ДельтаКредит;3338;Москва и обл.;53 215 957,00;52 812 493,00;403 464,00;0,76
75;1;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;52 616 102,00;51 877 041,00;739 061,00;1,42
76;-4;Локо-Банк;2707;Москва и обл.;52 551 404,00;54 150 595,00;-1 599 191,00;-2,95
77;0;Балтинвестбанк;3176;Санкт-Петербург и обл.;51 798 259,00;51 169 958,00;628 301,00;1,23
78;4;Роскосмосбанк;2989;Москва и обл.;50 311 000,00;47 178 958,00;3 132 042,00;6,64
79;0;Совкомбанк;963;Костромская обл.;49 508 349,00;49 847 315,00;-338 966,00;-0,68
80;1;Центр-инвест;2225;Ростовская обл.;49 010 193,00;47 918 444,00;1 091 749,00;2,28
81;-10;Сургутнефтегазбанк;588;Тюменская обл.;48 949 570,00;54 521 989,00;-5 572 419,00;-10,22
82;-2;Ренессанс Кредит;3354;Москва и обл.;48 911 975,00;48 066 606,00;845 369,00;1,76
83;0;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;47 638 038,00;46 706 068,00;931 970,00;2,00
84;0;Инвестбанк;107;Калининградская обл.;46 907 521,00;46 348 711,00;558 810,00;1,21
85;1;Металлинвестбанк;2440;Москва и обл.;46 431 972,00;45 485 727,00;946 245,00;2,08
86;-1;АМТ Банк;2820;Москва и обл.;46 036 244,00;45 893 060,00;143 184,00;0,31
87;0;Расчетная Палата РТС;3335;Москва и обл.;43 785 441,00;41 579 623,00;2 205 818,00;5,31
88;0;Банк ДОМ.РФ;2312;Москва и обл.;41 358 022,00;40 724 467,00;633 555,00;1,56
89;2;Международный Финансовый Клуб;2618;Москва и обл.;40 188 825,00;38 421 063,00;1 767 762,00;4,60
90;5;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;40 004 196,00;35 020 875,00;4 983 321,00;14,23
91;-2;СБ Банк (Судостроительный банк);2999;Москва и обл.;39 859 774,00;40 508 158,00;-648 384,00;-1,60
92;0;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;38 289 742,00;36 587 550,00;1 702 192,00;4,65
93;-3;Национальный Стандарт;3421;Москва и обл.;37 122 708,00;39 294 691,00;-2 171 983,00;-5,53
94;3;Коммерцбанк (Евразия);3333;Москва и обл.;37 053 662,00;33 313 265,00;3 740 397,00;11,23
95;-2;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;35 890 606,00;36 222 496,00;-331 890,00;-0,92
96;0;Первобанк;3461;Самарская обл.;34 392 898,00;34 470 863,00;-77 965,00;-0,23
97;4;Нота-Банк;2913;Москва и обл.;32 949 447,00;31 442 014,00;1 507 433,00;4,79
98;2;Национальный Торговый Банк;3087;Самарская обл.;32 839 510,00;32 415 789,00;423 721,00;1,31
99;0;Бинбанк Диджитал;2827;Москва и обл.;32 766 258,00;32 649 916,00;116 342,00;0,36
100;-2;Таврический Банк;2304;Санкт-Петербург и обл.;31 390 368,00;33 311 851,00;-1 921 483,00;-5,77
101;3;Экспобанк;2998;Москва и обл.;30 470 346,00;28 322 254,00;2 148 092,00;7,58
102;0;Сведбанк;3064;Москва и обл.;30 451 416,00;30 775 541,00;-324 125,00;-1,05
103;0;Челиндбанк;485;Челябинская обл.;29 637 634,00;29 163 125,00;474 509,00;1,63
104;1;Челябинвестбанк;493;Челябинская обл.;28 342 538,00;28 024 025,00;318 513,00;1,14
105;1;Дальневосточный Банк;843;Приморский край;28 283 028,00;27 722 778,00;560 250,00;2,02
106;2;Кубань Кредит;2518;Краснодарский край;28 127 928,00;27 322 469,00;805 459,00;2,95
107;0;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Москва и обл.;27 743 269,00;27 458 277,00;284 992,00;1,04
108;11;Крайинвестбанк;3360;Краснодарский край;27 529 615,00;24 164 641,00;3 364 974,00;13,93
109;0;Межтопэнергобанк;2956;Москва и обл.;26 933 332,00;27 304 340,00;-371 008,00;-1,36
110;1;НС Банк;3124;Москва и обл.;26 580 401,00;25 598 374,00;982 027,00;3,84
111;11;АМБ Банк;3036;Москва и обл.;26 346 951,00;23 558 635,00;2 788 316,00;11,84
112;-2;Первый Республиканский Банк;1730;Москва и обл.;26 171 609,00;26 143 216,00;28 393,00;0,11
113;-1;Кедр;1574;Москва и обл.;25 873 768,00;25 447 385,00;426 383,00;1,68
114;-1;Севергазбанк;2816;Вологодская обл.;25 282 566,00;25 273 199,00;9 367,00;0,04
115;21;Саровбизнесбанк;2048;Нижегородская обл.;25 128 297,00;20 153 550,00;4 974 747,00;24,68
116;-2;СДМ-Банк;1637;Москва и обл.;25 101 523,00;24 699 559,00;401 964,00;1,63
117;1;Приморье;3001;Приморский край;24 889 109,00;24 185 834,00;703 275,00;2,91
118;-3;Экспресс-Волга;3085;Саратовская обл.;24 812 704,00;24 476 595,00;336 109,00;1,37
119;-3;Москоммерцбанк;3365;Москва и обл.;24 634 111,00;24 383 693,00;250 418,00;1,03
120;1;Далькомбанк;84;Хабаровский край;24 211 621,00;23 829 670,00;381 951,00;1,60
121;-1;Интеркоммерц Банк;1657;Москва и обл.;24 166 924,00;23 855 088,00;311 836,00;1,31
122;-5;Газбанк;2316;Самарская обл.;24 085 812,00;24 195 163,00;-109 351,00;-0,45
123;-29;Банк Кредит Свисс;2494;Москва и обл.;23 714 661,00;35 903 576,00;-12 188 915,00;-33,95
124;-1;Интерпромбанк;3266;Москва и обл.;23 455 995,00;23 207 244,00;248 751,00;1,07
125;2;Кредит Урал Банк;2584;Челябинская обл.;23 111 319,00;22 432 080,00;679 239,00;3,03
126;5;Стройкредит;18;Москва и обл.;22 935 069,00;21 210 819,00;1 724 250,00;8,13
127;-2;БФГ-Кредит;3068;Москва и обл.;22 808 414,00;22 717 921,00;90 493,00;0,40
128;-4;Банк АВБ;23;Самарская обл.;22 752 872,00;22 905 997,00;-153 125,00;-0,67
129;-3;Акибанк;2587;Татарстан;22 484 875,00;22 653 865,00;-168 990,00;-0,75
130;-2;Русский Международный Банк;3123;Москва и обл.;22 060 825,00;21 948 039,00;112 786,00;0,51
131;-2;Липецккомбанк;1242;Липецкая обл.;21 962 722,00;21 436 753,00;525 969,00;2,45
132;0;Меткомбанк (Череповец);901;Вологодская обл.;21 641 592,00;21 102 150,00;539 442,00;2,56
133;0;Тинькофф Банк;2673;Москва и обл.;21 615 339,00;20 980 421,00;634 918,00;3,03
134;0;Московский Областной Банк;1751;Москва и обл.;21 610 210,00;20 963 293,00;646 917,00;3,09
135;2;Девон-Кредит;1972;Татарстан;21 457 898,00;19 692 457,00;1 765 441,00;8,97
136;-1;Фора-Банк;1885;Москва и обл.;21 217 179,00;20 566 098,00;651 081,00;3,17
137;-7;М2М Прайвет Банк;1414;Москва и обл.;20 964 446,00;21 417 765,00;-453 319,00;-2,12
138;0;Примсоцбанк;2733;Приморский край;20 560 588,00;19 639 182,00;921 406,00;4,69
139;2;Росэнергобанк;2211;Москва и обл.;19 549 782,00;19 259 914,00;289 868,00;1,51
140;0;Агропромкредит;2880;Москва и обл.;19 335 209,00;19 551 867,00;-216 658,00;-1,11
141;2;Кольцо Урала;65;Свердловская обл.;19 301 752,00;18 582 666,00;719 086,00;3,87
142;-3;Мой Банк;2939;Москва и обл.;19 297 706,00;19 600 248,00;-302 542,00;-1,54
143;8;Связной Банк;1961;Москва и обл.;19 112 045,00;17 401 084,00;1 710 961,00;9,83
144;4;Тойота Банк;3470;Москва и обл.;19 040 792,00;18 091 570,00;949 222,00;5,25
145;0;МБА-Москва;3395;Москва и обл.;18 893 784,00;18 450 897,00;442 887,00;2,40
146;-2;Альта-Банк;2269;Москва и обл.;18 628 236,00;18 547 925,00;80 311,00;0,43
147;-5;Народный Кредит;2401;Москва и обл.;18 557 435,00;19 006 659,00;-449 224,00;-2,36
148;2;ФИА-Банк;2542;Самарская обл.;18 192 231,00;17 584 718,00;607 513,00;3,45
149;-2;Уралтрансбанк;812;Свердловская обл.;18 191 874,00;18 116 687,00;75 187,00;0,42
150;2;Банк Проектного Финансирования;1677;Москва и обл.;18 049 134,00;17 234 800,00;814 334,00;4,72
151;8;Банк БФА;3038;Санкт-Петербург и обл.;17 955 823,00;15 696 787,00;2 259 036,00;14,39
152;-6;Урал ФД;249;Пермская обл.;17 882 373,00;18 305 511,00;-423 138,00;-2,31
153;12;Натиксис Банк;3390;Москва и обл.;17 708 222,00;15 036 025,00;2 672 197,00;17,77
154;0;Солидарность;554;Самарская обл.;17 639 945,00;16 155 016,00;1 484 929,00;9,19
155;-2;Смоленский Банк;2029;Смоленская обл.;17 192 276,00;17 142 753,00;49 523,00;0,29
156;-7;Сетелем Банк;2168;Москва и обл.;16 957 519,00;17 591 910,00;-634 391,00;-3,61
157;0;Спурт Банк;2207;Татарстан;16 799 966,00;15 933 854,00;866 112,00;5,44
158;3;Столичный Торговый Банк;2797;Москва и обл.;16 650 811,00;15 557 559,00;1 093 252,00;7,03
159;1;ПЧРБ Банк;3291;Москва и обл.;16 225 930,00;15 678 627,00;547 303,00;3,49
160;-2;Тимер Банк;1581;Татарстан;15 857 916,00;15 785 619,00;72 297,00;0,46
161;1;НОМОС-Региобанк;539;Хабаровский край;15 605 446,00;15 280 891,00;324 555,00;2,12
162;7;Интерпрогрессбанк;600;Москва и обл.;15 381 576,00;14 392 426,00;989 150,00;6,87
163;3;Левобережный;1343;Новосибирская обл.;15 375 786,00;14 956 385,00;419 401,00;2,80
164;-8;Морской Банк;77;Москва и обл.;15 274 095,00;16 087 097,00;-813 002,00;-5,05
165;5;ГПБ-Ипотека;2403;Москва и обл.;15 148 393,00;14 307 333,00;841 060,00;5,88
166;-3;Энергобанк;67;Татарстан;15 096 250,00;15 188 901,00;-92 651,00;-0,61
167;-12;Модульбанк;1927;Костромская обл.;14 816 546,00;16 097 415,00;-1 280 869,00;-7,96
168;-1;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;14 447 259,00;14 604 953,00;-157 694,00;-1,08
169;3;Мосстройэкономбанк (М Банк);948;Москва и обл.;14 444 219,00;13 839 022,00;605 197,00;4,37
170;1;Инвесткапиталбанк;2377;Башкортостан;13 840 554,00;13 913 413,00;-72 859,00;-0,52
171;-7;Рост Банк;2888;Татарстан;13 589 003,00;15 131 967,00;-1 542 964,00;-10,20
172;2;НБД-Банк;1966;Нижегородская обл.;13 587 948,00;13 395 775,00;192 173,00;1,43
173;-5;Тройка-Д Банк;3431;Москва и обл.;13 379 586,00;14 604 671,00;-1 225 085,00;-8,39
174;1;Российский Кредит;324;Москва и обл.;13 220 134,00;13 176 164,00;43 970,00;0,33
175;1;Центркомбанк;2983;Москва и обл.;13 179 769,00;13 084 658,00;95 111,00;0,73
176;-3;Курскпромбанк;735;Курская обл.;13 151 991,00;13 503 622,00;-351 631,00;-2,60
177;0;Норвик Банк;902;Кировская обл.;13 149 973,00;13 054 330,00;95 643,00;0,73
178;3;Алмазэргиэнбанк;2602;Саха (Якутия);13 145 380,00;12 891 510,00;253 870,00;1,97
179;1;БМВ Банк;3482;Москва и обл.;13 141 878,00;12 904 087,00;237 791,00;1,84
180;8;Углеметбанк;2997;Челябинская обл.;13 079 867,00;11 922 246,00;1 157 621,00;9,71
181;-3;Ланта-Банк;1920;Москва и обл.;13 072 136,00;13 052 350,00;19 786,00;0,15
182;4;Европейский Трастовый Банк;2968;Москва и обл.;12 892 967,00;12 085 852,00;807 115,00;6,68
183;4;Гаранти Банк — Москва;3275;Москва и обл.;12 830 697,00;11 981 008,00;849 689,00;7,09
184;-5;Новокузнецкий Муниципальный Банк;2865;Кемеровская обл.;12 787 665,00;12 999 614,00;-211 949,00;-1,63
185;-3;Русстройбанк;3205;Москва и обл.;12 548 655,00;12 570 213,00;-21 558,00;-0,17
186;-2;Эллипс Банк;1950;Нижегородская обл.;12 534 489,00;12 145 552,00;388 937,00;3,20
187;2;Западный;2598;Москва и обл.;12 436 470,00;11 875 971,00;560 499,00;4,72
188;-5;Интехбанк;2705;Татарстан;12 191 491,00;12 145 971,00;45 520,00;0,37
189;3;Александровский;53;Санкт-Петербург и обл.;11 970 506,00;11 359 549,00;610 957,00;5,38
190;3;Фининвест;671;Москва и обл.;11 837 043,00;11 317 739,00;519 304,00;4,59
191;-1;Гута-Банк;256;Москва и обл.;11 728 450,00;11 859 171,00;-130 721,00;-1,10
192;-7;Развитие-Столица;3013;Москва и обл.;11 721 710,00;12 119 098,00;-397 388,00;-3,28
193;11;Держава;2738;Москва и обл.;11 598 176,00;10 543 098,00;1 055 078,00;10,01
194;4;Образование;1521;Москва и обл.;11 446 246,00;11 084 211,00;362 035,00;3,27
195;-1;БыстроБанк;1745;Удмуртия;11 291 994,00;11 206 680,00;85 314,00;0,76
196;4;Алеф-Банк;2119;Москва и обл.;11 250 779,00;10 798 867,00;451 912,00;4,18
197;2;Легион;3117;Москва и обл.;11 189 625,00;10 823 209,00;366 416,00;3,39
198;10;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;11 120 297,00;10 455 401,00;664 896,00;6,36
199;-2;БКС Банк;101;Новосибирская обл.;11 078 100,00;11 135 667,00;-57 567,00;-0,52
200;-4;Эс-Би-Ай Банк;3185;Москва и обл.;10 910 457,00;11 189 568,00;-279 111,00;-2,49
201;8;Первомайский;518;Краснодарский край;10 745 302,00;10 435 888,00;309 414,00;2,96
202;-7;Московское Ипотечное Агентство;3344;Москва и обл.;10 679 945,00;11 197 530,00;-517 585,00;-4,62
203;8;Форштадт;2208;Оренбургская обл.;10 663 986,00;10 290 109,00;373 877,00;3,63
204;-1;РосДорБанк;1573;Москва и обл.;10 557 959,00;10 568 629,00;-10 670,00;-0,10
205;1;АйМаниБанк;1975;Республика Алтай;10 556 211,00;10 507 955,00;48 256,00;0,46
206;1;Солидарность (Москва);1555;Москва и обл.;10 551 562,00;10 486 381,00;65 181,00;0,62
207;27;МАК-Банк;1088;Москва и обл.;10 522 131,00;8 663 336,00;1 858 795,00;21,46
208;-3;Энерготрансбанк;1307;Калининградская обл.;10 430 694,00;10 517 131,00;-86 437,00;-0,82
209;-8;Тольяттихимбанк;2507;Самарская обл.;10 259 715,00;10 720 546,00;-460 831,00;-4,30
210;0;Банк «Советский»;558;Санкт-Петербург и обл.;10 186 301,00;10 324 287,00;-137 986,00;-1,34
211;4;Интрастбанк;3144;Москва и обл.;10 159 459,00;9 870 601,00;288 858,00;2,93
212;1;Нижегородпромстройбанк;1851;Нижегородская обл.;10 114 024,00;9 972 880,00;141 144,00;1,42
213;3;НК Банк;2755;Москва и обл.;10 067 910,00;9 793 693,00;274 217,00;2,80
214;3;Роспромбанк;3204;Москва и обл.;10 038 227,00;9 740 773,00;297 454,00;3,05
215;-24;Мир Бизнес Банк;3396;Москва и обл.;9 948 593,00;11 373 738,00;-1 425 145,00;-12,53
216;6;ВУЗ-Банк;1557;Свердловская обл.;9 809 312,00;9 414 364,00;394 948,00;4,20
217;1;Гранд Инвест Банк;3053;Москва и обл.;9 760 538,00;9 639 519,00;121 019,00;1,26
218;2;Хлынов;254;Кировская обл.;9 746 829,00;9 530 202,00;216 627,00;2,27
219;0;ТЭМБР-Банк;2764;Москва и обл.;9 736 265,00;9 636 746,00;99 519,00;1,03
220;10;ББР Банк;2929;Москва и обл.;9 663 369,00;8 748 463,00;914 906,00;10,46
221;0;АБ Финанс;514;Москва и обл.;9 523 174,00;9 512 790,00;10 384,00;0,11
222;2;Росэксимбанк;2790;Москва и обл.;9 481 440,00;9 109 664,00;371 776,00;4,08
223;-11;Свенска Хандельсбанкен;3455;Москва и обл.;9 463 196,00;10 186 320,00;-723 124,00;-7,10
224;-1;Энергомашбанк;52;Санкт-Петербург и обл.;9 396 795,00;9 298 638,00;98 157,00;1,06
225;1;Социнвестбанк;1132;Башкортостан;9 333 984,00;9 076 212,00;257 772,00;2,84
226;1;Аресбанк;2914;Москва и обл.;9 327 832,00;9 023 293,00;304 539,00;3,38
227;2;Газэнергобанк;3252;Калужская обл.;9 276 145,00;8 901 112,00;375 033,00;4,21
228;3;Мерседес-Бенц Банк Рус;3473;Москва и обл.;9 273 450,00;8 706 851,00;566 599,00;6,51
229;-4;Национальная Факторинговая Компания;3437;Москва и обл.;9 263 534,00;9 108 185,00;155 349,00;1,71
230;3;Нацинвестпромбанк;3077;Москва и обл.;9 174 031,00;8 678 907,00;495 124,00;5,70
231;-3;Банк Финсервис;3388;Москва и обл.;9 096 240,00;8 930 052,00;166 188,00;1,86
232;-30;Современный Коммерческий Инновационный Банк;3329;Калужская обл.;9 063 708,00;10 637 005,00;-1 573 297,00;-14,79
233;-1;Прио-Внешторгбанк;212;Рязанская обл.;8 942 831,00;8 683 024,00;259 807,00;2,99
234;-20;Экопромбанк;2011;Пермская обл.;8 902 379,00;9 900 406,00;-998 027,00;-10,08
235;10;Банк ПСА Финанс Рус;3481;Москва и обл.;8 751 892,00;8 003 492,00;748 400,00;9,35
236;12;АктивКапитал Банк;3006;Самарская обл.;8 645 561,00;7 856 942,00;788 619,00;10,04
237;-1;Банк Жилищного Финансирования;3138;Москва и обл.;8 618 846,00;8 564 114,00;54 732,00;0,64
238;3;Северо-Восточный Альянс;2768;Москва и обл.;8 577 720,00;8 367 303,00;210 417,00;2,51
239;-1;Банк Оренбург;3269;Оренбургская обл.;8 573 852,00;8 455 460,00;118 392,00;1,40
240;-1;Денизбанк Москва;3330;Москва и обл.;8 546 008,00;8 440 577,00;105 431,00;1,25
241;-1;Тарханы;459;Пензенская обл.;8 525 254,00;8 386 999,00;138 255,00;1,65
242;1;МАСТ-Банк;3267;Москва и обл.;8 487 415,00;8 202 363,00;285 052,00;3,48
243;-1;Экономбанк;1319;Саратовская обл.;8 471 038,00;8 353 269,00;117 769,00;1,41
244;14;Расчетно-Кредитный Банк;103;Москва и обл.;8 458 513,00;7 409 237,00;1 049 276,00;14,16
245;38;Замоскворецкий;1640;Москва и обл.;8 429 633,00;6 300 915,00;2 128 718,00;33,78
246;0;Банк24.ру;2227;Свердловская обл.;8 388 382,00;7 987 637,00;400 745,00;5,02
247;26;Кузнецкбизнесбанк;1158;Кемеровская обл.;8 374 497,00;6 791 012,00;1 583 485,00;23,32
248;-11;Промсбербанк;1043;Москва и обл.;8 325 785,00;8 497 087,00;-171 302,00;-2,02
249;12;Национальный Банк Развития Бизнеса;2795;Москва и обл.;8 318 860,00;7 366 900,00;951 960,00;12,92
250;-3;Гарант-Инвест;2576;Москва и обл.;8 248 280,00;7 880 451,00;367 829,00;4,67
251;1;СтарБанк;548;Тюменская обл.;7 794 439,00;7 585 596,00;208 843,00;2,75
252;20;СЭБ Банк;3235;Санкт-Петербург и обл.;7 743 926,00;6 800 176,00;943 750,00;13,88
253;-2;Пушкино;391;Москва и обл.;7 731 571,00;7 642 324,00;89 247,00;1,17
254;-5;Квантмобайл Банк;1189;Омская обл.;7 673 415,00;7 832 222,00;-158 807,00;-2,03
255;0;Европейский;1616;Калининградская обл.;7 564 825,00;7 487 292,00;77 533,00;1,04
256;-6;Бэнк оф Чайна;2309;Москва и обл.;7 524 753,00;7 831 462,00;-306 709,00;-3,92
257;0;Снежинский;1376;Челябинская обл.;7 460 388,00;7 449 550,00;10 838,00;0,15
258;-4;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;7 458 120,00;7 555 188,00;-97 068,00;-1,28
259;1;Международный Акционерный Банк;1987;Москва и обл.;7 444 238,00;7 379 174,00;65 064,00;0,88
260;2;Екатеринбург;3161;Свердловская обл.;7 386 249,00;7 330 991,00;55 258,00;0,75
