Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Декабрь, 2014, тыс. рублей;Ноябрь, 2014, тыс. рублей;Изменение, тыс. рублей;Изменение, %
807;8;Деньги.Мэйл.Ру;3511;Москва и обл.;130 356,00;130 356,00;0,00;0
808;6;Дальний Восток;3318;Тульская обл.;127 324,00;144 226,00;-16 902,00;-11,72
809;9;Платежный Клиринговый Дом;3343;Москва и обл.;127 259,00;121 999,00;5 260,00;4,31
810;7;Зеленокумская;1239;Ставропольский край;123 475,00;122 970,00;505,00;0,41
811;10;КредитАльянс;3472;Вологодская обл.;118 903,00;107 349,00;11 554,00;10,76
812;8;Умут;2435;Дагестан;102 552,00;109 585,00;-7 033,00;-6,42
813;10;Вест;2605;Москва и обл.;87 538,00;85 690,00;1 848,00;2,16
814;8;Евроинвест;3383;Москва и обл.;85 743,00;87 349,00;-1 606,00;-1,84
815;9;Расчетные Решения;3524;Москва и обл.;80 762,00;81 462,00;-700,00;-0,86
816;10;Единая Расчетная Палата;384;Москва и обл.;77 472,00;62 290,00;15 182,00;24,37
817;8;Единая касса;3512;Москва и обл.;67 275,00;67 275,00;0,00;0
818;15;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;63 133,00;19 115,00;44 018,00;230,28
819;11;Первый Земельный Расчетный Центр;3381;Курская обл.;34 190,00;24 628,00;9 562,00;38,83
820;8;Инновационный Расчетный Центр;3447;Москва и обл.;26 973,00;26 630,00;343,00;1,29
821;10;Тор Кредит;3497;Москва и обл.;25 429,00;24 319,00;1 110,00;4,56
822;7;Интеррасчет;1618;Москва и обл.;23 744,00;26 594,00;-2 850,00;-10,72
823;4;Транзит;2688;Дагестан;22 306,00;33 565,00;-11 259,00;-33,54
824;8;Премиум;3514;Москва и обл.;20 339,00;20 339,00;0,00;0
825;9;Моби.Деньги;3523;Москва и обл.;11 785,00;11 785,00;0,00;0
826;9;21 Век;3309;Санкт-Петербург и обл.;9 658,00;9 598,00;60,00;0,63
827;9;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;4 242,00;4 192,00;50,00;1,19
828;9;Финансово-Расчетный Центр;3319;Астраханская обл.;2 927,00;2 299,00;628,00;27,32
829;9;АРБ-Инкасс;3353;Москва и обл.;2 592,00;2 063,00;529,00;25,64
