Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Декабрь, 2014, тыс. рублей;Ноябрь, 2014, тыс. рублей;Изменение, тыс. рублей;Изменение, %
260;5;НИКО-Банк;702;Оренбургская обл.;10 348 501,00;10 167 909,00;180 592,00;1,78
261;18;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;10 303 692,00;8 987 047,00;1 316 645,00;14,65
262;12;Инбанк;1829;Москва и обл.;10 234 166,00;9 227 666,00;1 006 500,00;10,91
263;9;Европейский;1616;Калининградская обл.;10 233 007,00;9 312 172,00;920 835,00;9,89
264;-1;Банк Расчетов и Сбережений;2617;Москва и обл.;10 033 240,00;10 293 987,00;-260 747,00;-2,53
265;20;Адмиралтейский;3054;Москва и обл.;9 966 433,00;8 713 584,00;1 252 849,00;14,38
266;1;Екатеринбург;3161;Свердловская обл.;9 847 415,00;9 862 844,00;-15 429,00;-0,16
267;15;Ури Банк;3479;Москва и обл.;9 819 854,00;8 894 959,00;924 895,00;10,40
268;-2;СИАБ;3245;Санкт-Петербург и обл.;9 809 874,00;10 147 411,00;-337 537,00;-3,33
269;6;Евромет;2902;Москва и обл.;9 799 694,00;9 143 870,00;655 824,00;7,17
270;39;Руснарбанк;3403;Москва и обл.;9 761 855,00;7 581 145,00;2 180 710,00;28,76
271;-3;КС Банк;1752;Мордовия;9 755 652,00;9 601 037,00;154 615,00;1,61
272;8;Ставропольпромстройбанк;1288;Ставропольский край;9 559 200,00;8 968 824,00;590 376,00;6,58
273;5;Бенифит-Банк;3229;Москва и обл.;9 402 749,00;9 039 636,00;363 113,00;4,02
274;-23;Российская Финансовая Корпорация;3099;Москва и обл.;9 335 172,00;11 177 090,00;-1 841 918,00;-16,48
275;-6;Инвестиционный Республиканский Банк;2571;Москва и обл.;9 188 201,00;9 411 877,00;-223 676,00;-2,38
276;10;Нефтепромбанк;2156;Москва и обл.;9 143 407,00;8 665 964,00;477 443,00;5,51
277;-7;Банк Жилищного Финансирования;3138;Москва и обл.;9 115 527,00;9 341 455,00;-225 928,00;-2,42
278;-7;Эс-Би-Ай Банк;3185;Москва и обл.;9 057 725,00;9 335 651,00;-277 926,00;-2,98
279;5;Нижневолжский Коммерческий Банк;931;Саратовская обл.;9 053 811,00;8 767 279,00;286 532,00;3,27
280;37;Банк Заречье;817;Татарстан;9 045 344,00;7 275 824,00;1 769 520,00;24,32
281;-4;Банк ПСА Финанс Рус;3481;Москва и обл.;8 987 256,00;9 089 925,00;-102 669,00;-1,13
282;1;Промсбербанк;1043;Москва и обл.;8 927 022,00;8 868 192,00;58 830,00;0,66
283;-10;Джей энд Ти Банк;3061;Москва и обл.;8 925 646,00;9 279 399,00;-353 753,00;-3,81
284;4;Промтрансбанк;2638;Башкортостан;8 873 460,00;8 561 501,00;311 959,00;3,64
285;8;Банк БКФ;2684;Москва и обл.;8 837 242,00;8 247 880,00;589 362,00;7,15
286;35;Азия-Инвест Банк;3303;Москва и обл.;8 720 140,00;7 031 460,00;1 688 680,00;24,02
287;8;Новопокровский;467;Краснодарский край;8 680 153,00;8 170 636,00;509 517,00;6,24
288;20;Развитие;2729;Карачаево-Черкесия;8 617 355,00;7 600 782,00;1 016 573,00;13,37
289;5;Белгородсоцбанк;760;Белгородская обл.;8 579 540,00;8 243 545,00;335 995,00;4,08
290;1;Московский Нефтехимический Банк;1411;Москва и обл.;8 562 098,00;8 317 251,00;244 847,00;2,94
291;5;Волга-Кредит;1153;Самарская обл.;8 483 492,00;8 044 757,00;438 735,00;5,45
292;-3;Татсоцбанк;480;Татарстан;8 377 961,00;8 378 061,00;-100,00;-0,00
293;-3;Агросоюз;1459;Москва и обл.;8 328 330,00;8 366 798,00;-38 468,00;-0,46
294;-2;Рускобанк;138;Санкт-Петербург и обл.;8 269 602,00;8 273 093,00;-3 491,00;-0,04
295;12;Славия;2664;Москва и обл.;8 159 285,00;7 671 726,00;487 559,00;6,36
296;32;Альба Альянс;2593;Москва и обл.;8 130 033,00;6 728 110,00;1 401 923,00;20,84
297;6;Экспресс-Кредит;210;Москва и обл.;8 044 450,00;7 806 467,00;237 983,00;3,05
298;1;Финам Банк;2799;Москва и обл.;8 036 552,00;7 932 651,00;103 901,00;1,31
299;1;Роспромбанк;3204;Москва и обл.;7 999 656,00;7 876 813,00;122 843,00;1,56
300;-24;Углеметбанк;2997;Челябинская обл.;7 984 880,00;9 135 085,00;-1 150 205,00;-12,59
301;1;ПИР Банк;2655;Москва и обл.;7 982 470,00;7 829 196,00;153 274,00;1,96
302;-4;Снежинский;1376;Челябинская обл.;7 974 733,00;7 972 681,00;2 052,00;0,03
303;3;Вокбанк;312;Нижегородская обл.;7 929 086,00;7 676 424,00;252 662,00;3,29
304;-23;РусЮгбанк;2093;Волгоградская обл.;7 873 940,00;8 910 254,00;-1 036 314,00;-11,63
305;-8;Миллениум Банк;3423;Москва и обл.;7 840 277,00;8 031 340,00;-191 063,00;-2,38
306;4;Русский Торговый Банк;2842;Москва и обл.;7 830 396,00;7 543 881,00;286 515,00;3,80
307;-2;Ассоциация;732;Нижегородская обл.;7 810 487,00;7 746 607,00;63 880,00;0,82
308;-4;Датабанк;646;Удмуртия;7 797 768,00;7 800 517,00;-2 749,00;-0,04
309;33;Голдман Сакс Банк;3490;Москва и обл.;7 690 141,00;6 308 928,00;1 381 213,00;21,89
310;52;Нэклис-Банк;1671;Москва и обл.;7 680 397,00;5 521 494,00;2 158 903,00;39,10
311;2;Юг-Инвестбанк;2772;Краснодарский край;7 574 317,00;7 362 330,00;211 987,00;2,88
312;2;ФДБ;3071;Москва и обл.;7 568 308,00;7 360 778,00;207 530,00;2,82
313;-1;Еврокоммерц;1777;Москва и обл.;7 503 479,00;7 378 141,00;125 338,00;1,70
314;2;Томскпромстройбанк;1720;Томская обл.;7 424 923,00;7 302 279,00;122 644,00;1,68
315;3;Северо-Восточный Альянс;2768;Москва и обл.;7 422 802,00;7 208 926,00;213 876,00;2,97
316;-1;Ренессанс;1939;Москва и обл.;7 333 758,00;7 342 639,00;-8 881,00;-0,12
317;2;Бинбанк Мурманск;1276;Мурманская обл.;7 297 616,00;7 181 889,00;115 727,00;1,61
318;7;Финансовый Стандарт;1053;Москва и обл.;7 273 044,00;6 874 770,00;398 274,00;5,79
319;11;Таатта;1249;Саха (Якутия);7 268 391,00;6 716 067,00;552 324,00;8,22
320;7;Бинбанк Столица;3052;Москва и обл.;7 219 787,00;6 738 555,00;481 232,00;7,14
321;2;Анкор Банк;889;Татарстан;7 124 787,00;6 930 496,00;194 291,00;2,80
322;-11;Региональный Банк Развития;2782;Башкортостан;7 109 491,00;7 382 566,00;-273 075,00;-3,70
323;1;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;6 957 520,00;6 911 827,00;45 693,00;0,66
324;-62;Объединенная Расчетная Система;3342;Москва и обл.;6 925 215,00;10 376 188,00;-3 450 973,00;-33,26
325;100;НБК-Банк;3283;Москва и обл.;6 919 905,00;4 015 454,00;2 904 451,00;72,33
326;8;Новый Московский Банк;2932;Москва и обл.;6 900 425,00;6 577 808,00;322 617,00;4,90
327;9;Трансстройбанк;2807;Москва и обл.;6 888 108,00;6 425 972,00;462 136,00;7,19
328;-2;Инвестиционный Союз;637;Москва и обл.;6 861 033,00;6 809 024,00;52 009,00;0,76
329;4;Славянский Кредит;2960;Москва и обл.;6 829 815,00;6 628 636,00;201 179,00;3,03
330;-1;РЕСО Кредит;3450;Москва и обл.;6 824 862,00;6 727 628,00;97 234,00;1,45
331;1;Русь;704;Оренбургская обл.;6 701 152,00;6 639 061,00;62 091,00;0,94
332;3;Кузнецкбизнесбанк;1158;Кемеровская обл.;6 692 772,00;6 552 740,00;140 032,00;2,14
333;5;Эксперт Банк;2949;Омская обл.;6 575 302,00;6 379 163,00;196 139,00;3,07
334;-14;Вега-Банк;3270;Москва и обл.;6 562 533,00;7 096 813,00;-534 280,00;-7,53
335;-4;Банк Казани;708;Татарстан;6 553 522,00;6 701 079,00;-147 557,00;-2,20
336;1;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;6 509 605,00;6 425 231,00;84 374,00;1,31
337;4;Северный Кредит;2398;Вологодская обл.;6 356 413,00;6 321 176,00;35 237,00;0,56
338;1;Милбанк;3256;Москва и обл.;6 356 017,00;6 344 417,00;11 600,00;0,18
339;7;Банк на Красных Воротах;2472;Москва и обл.;6 326 347,00;6 151 150,00;175 197,00;2,85
340;3;Эл Банк;1025;Самарская обл.;6 259 155,00;6 264 294,00;-5 139,00;-0,08
341;-1;Актив Банк;2529;Мордовия;6 185 356,00;6 331 362,00;-146 006,00;-2,31
342;6;Банк Инноваций и Развития;2647;Москва и обл.;6 090 165,00;6 098 388,00;-8 223,00;-0,13
343;25;Банкхаус Эрбе;1717;Москва и обл.;6 084 570,00;5 355 539,00;729 031,00;13,61
344;7;Объединенный Кредитный Банк;1118;Владимирская обл.;6 068 076,00;5 930 243,00;137 833,00;2,32
345;8;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;6 043 204,00;5 866 873,00;176 331,00;3,01
346;-1;Промрегионбанк;2123;Томская обл.;6 023 839,00;6 171 510,00;-147 671,00;-2,39
347;0;Век;2299;Москва и обл.;5 995 009,00;6 139 225,00;-144 216,00;-2,35
348;-4;Банк Торгового Финансирования;1982;Москва и обл.;5 983 432,00;6 232 100,00;-248 668,00;-3,99
349;5;Северный Народный Банк;2721;Коми;5 977 538,00;5 828 985,00;148 553,00;2,55
350;5;Эргобанк;2856;Москва и обл.;5 949 038,00;5 752 130,00;196 908,00;3,42
351;1;Кранбанк;2271;Ивановская обл.;5 939 087,00;5 869 116,00;69 971,00;1,19
352;-2;Уралкапиталбанк;2519;Башкортостан;5 830 758,00;5 953 305,00;-122 547,00;-2,06
353;3;Верхневолжский;1084;Ярославская обл.;5 812 799,00;5 705 906,00;106 893,00;1,87
354;10;Синко-Банк;2838;Москва и обл.;5 769 332,00;5 459 532,00;309 800,00;5,67
355;15;Донкомбанк;492;Ростовская обл.;5 751 677,00;5 322 978,00;428 699,00;8,05
356;1;Невский Банк;1068;Санкт-Петербург и обл.;5 748 194,00;5 649 417,00;98 777,00;1,75
357;-8;Бинбанк Тверь;777;Тверская обл.;5 737 555,00;5 972 878,00;-235 323,00;-3,94
358;2;РАМ Банк;3480;Москва и обл.;5 731 879,00;5 571 956,00;159 923,00;2,87
359;-1;Тюменьагропромбанк;917;Тюменская обл.;5 665 961,00;5 614 078,00;51 883,00;0,92
360;-38;Кузнецкий Мост;2254;Москва и обл.;5 662 343,00;6 946 938,00;-1 284 595,00;-18,49
361;47;Современный Коммерческий Инновационный Банк;3329;Москва и обл.;5 639 194,00;4 436 794,00;1 202 400,00;27,10
362;11;Международный Банк Развития;2704;Москва и обл.;5 638 221,00;5 224 699,00;413 522,00;7,91
363;70;МС Банк Рус;2789;Москва и обл.;5 608 902,00;3 886 925,00;1 721 977,00;44,30
364;1;Ю Би Эс Банк;3463;Москва и обл.;5 604 943,00;5 403 924,00;201 019,00;3,72
365;-6;Чувашкредитпромбанк;1280;Чувашия;5 557 193,00;5 608 677,00;-51 484,00;-0,92
366;1;Камский Коммерческий Банк;438;Татарстан;5 447 656,00;5 361 641,00;86 015,00;1,60
367;-4;Национальный Залоговый Банк;2944;Москва и обл.;5 445 952,00;5 460 160,00;-14 208,00;-0,26
368;15;Торговый Городской Банк;3180;Тверская обл.;5 435 963,00;4 987 781,00;448 182,00;8,99
369;0;Хакасский Муниципальный Банк;1049;Хакасия;5 407 573,00;5 332 765,00;74 808,00;1,40
370;-4;Финанс Бизнес Банк;520;Москва и обл.;5 400 858,00;5 396 811,00;4 047,00;0,07
371;9;Консервативный Коммерческий Банк;1087;Астраханская обл.;5 379 121,00;5 006 454,00;372 667,00;7,44
372;-11;Платина;2347;Москва и обл.;5 376 330,00;5 544 009,00;-167 679,00;-3,02
373;-2;Международный Коммерческий Банк;2524;Москва и обл.;5 371 685,00;5 284 447,00;87 238,00;1,65
374;28;Московский Коммерческий Банк;3172;Москва и обл.;5 321 186,00;4 611 578,00;709 608,00;15,39
375;17;Стройлесбанк;2995;Тюменская обл.;5 300 778,00;4 881 702,00;419 076,00;8,58
376;18;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 220 815,00;4 865 560,00;355 255,00;7,30
377;-5;Сити Инвест Банк;3194;Санкт-Петербург и обл.;5 218 975,00;5 243 140,00;-24 165,00;-0,46
378;-2;Проминвестбанк;2433;Москва и обл.;5 177 762,00;5 068 235,00;109 527,00;2,16
379;8;Народный Доверительный Банк;2374;Москва и обл.;5 130 536,00;4 951 683,00;178 853,00;3,61
380;-6;Риабанк;3434;Москва и обл.;5 124 471,00;5 129 934,00;-5 463,00;-0,11
381;116;Межбанковский Кредитный Союз;3242;Москва и обл.;5 109 947,00;2 751 003,00;2 358 944,00;85,75
382;0;УМ-Банк;1441;Свердловская обл.;5 067 874,00;4 991 711,00;76 163,00;1,53
383;-8;Экономикс-Банк;2136;Москва и обл.;5 030 540,00;5 126 214,00;-95 674,00;-1,87
384;5;Союзный;3236;Москва и обл.;5 022 397,00;4 912 229,00;110 168,00;2,24
385;-8;Автоградбанк;1455;Татарстан;4 990 327,00;5 034 221,00;-43 894,00;-0,87
386;0;Сибсоцбанк;2015;Алтайский край;4 967 390,00;4 955 053,00;12 337,00;0,25
387;-8;Банк Развития Технологий;3441;Москва и обл.;4 962 234,00;5 013 552,00;-51 318,00;-1,02
388;-4;Зенит Сочи;232;Краснодарский край;4 920 122,00;4 986 548,00;-66 426,00;-1,33
389;-1;Идея Банк;430;Краснодарский край;4 906 993,00;4 922 129,00;-15 136,00;-0,31
390;13;Экси-Банк;2530;Санкт-Петербург и обл.;4 854 036,00;4 609 472,00;244 564,00;5,31
391;7;Леноблбанк;1003;Санкт-Петербург и обл.;4 852 936,00;4 654 670,00;198 266,00;4,26
392;-14;Москва-Сити;3247;Москва и обл.;4 844 490,00;5 021 274,00;-176 784,00;-3,52
393;24;Новое Время;3492;Москва и обл.;4 840 952,00;4 198 300,00;642 652,00;15,31
394;-9;Зернобанк;2337;Алтайский край;4 826 935,00;4 964 476,00;-137 541,00;-2,77
395;6;Оргбанк;3312;Москва и обл.;4 824 935,00;4 622 243,00;202 692,00;4,39
396;3;Межрегиональный промышленно-строительный банк;752;Мордовия;4 783 926,00;4 644 041,00;139 885,00;3,01
397;-1;ВостСибтранскомбанк;2731;Иркутская обл.;4 782 131,00;4 788 485,00;-6 354,00;-0,13
398;-8;Промэнергобанк;2728;Вологодская обл.;4 781 403,00;4 905 802,00;-124 399,00;-2,54
399;-18;Газстройбанк;2919;Москва и обл.;4 781 270,00;4 997 664,00;-216 394,00;-4,33
400;-5;Дагэнергобанк;3286;Дагестан;4 773 340,00;4 852 276,00;-78 936,00;-1,63
401;12;Банк Кремлевский;2905;Москва и обл.;4 742 379,00;4 306 628,00;435 751,00;10,12
402;7;Еврокредит;2957;Москва и обл.;4 735 973,00;4 424 332,00;311 641,00;7,04
403;7;Межрегиональный Почтовый Банк;3171;Москва и обл.;4 707 364,00;4 423 321,00;284 043,00;6,42
404;-7;Конфидэнс Банк;970;Костромская обл.;4 696 801,00;4 686 718,00;10 083,00;0,22
405;-14;Межтрастбанк;2493;Москва и обл.;4 694 265,00;4 887 801,00;-193 536,00;-3,96
406;0;Банк Раунд;2506;Москва и обл.;4 555 421,00;4 456 587,00;98 834,00;2,22
407;-3;Мосуралбанк;2468;Москва и обл.;4 516 437,00;4 598 555,00;-82 118,00;-1,79
408;11;Русский Трастовый Банк;1139;Москва и обл.;4 436 185,00;4 124 354,00;311 831,00;7,56
409;-9;Банк ИТБ;3128;Москва и обл.;4 419 656,00;4 637 124,00;-217 468,00;-4,69
410;-5;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 417 568,00;4 504 202,00;-86 634,00;-1,92
411;54;Региональный Банк Сбережений;3367;Москва и обл.;4 415 837,00;3 255 118,00;1 160 719,00;35,66
412;-5;Енисейский Объединенный Банк;2645;Красноярский край;4 407 808,00;4 440 710,00;-32 902,00;-0,74
413;-1;Владпромбанк;870;Владимирская обл.;4 402 124,00;4 308 523,00;93 601,00;2,17
414;31;Итуруп;2390;Сахалинская обл.;4 372 315,00;3 614 293,00;758 022,00;20,97
415;5;Коммерческий Индо Банк;3446;Москва и обл.;4 367 586,00;4 098 423,00;269 163,00;6,57
416;10;Мираф-Банк;2244;Омская обл.;4 342 994,00;4 004 226,00;338 768,00;8,46
417;-1;Новобанк;1352;Новгородская обл.;4 280 162,00;4 227 620,00;52 542,00;1,24
418;-3;Гагаринский;606;Москва и обл.;4 259 756,00;4 252 925,00;6 831,00;0,16
419;5;Рапида;3371;Москва и обл.;4 140 551,00;4 026 489,00;114 062,00;2,83
420;-27;Руссобанк;2313;Москва и обл.;4 132 330,00;4 879 196,00;-746 866,00;-15,31
421;8;Лесбанк;1598;Москва и обл.;4 129 882,00;3 990 251,00;139 631,00;3,50
422;-8;Бинбанк Смоленск;1957;Смоленская обл.;4 101 314,00;4 289 103,00;-187 789,00;-4,38
423;-12;МАК-Банк;1088;Москва и обл.;4 093 884,00;4 344 759,00;-250 875,00;-5,77
424;-2;Земский Банк;2900;Самарская обл.;4 079 621,00;4 077 003,00;2 618,00;0,06
425;5;Профессионал Банк;2471;Москва и обл.;4 068 118,00;3 984 087,00;84 031,00;2,11
426;-5;Кузнецкий;609;Пензенская обл.;3 995 280,00;4 086 117,00;-90 837,00;-2,22
427;0;Витабанк;356;Санкт-Петербург и обл.;3 952 223,00;3 997 103,00;-44 880,00;-1,12
428;-5;ИТ Банк;2609;Омская обл.;3 936 965,00;4 072 926,00;-135 961,00;-3,34
429;3;Ермак;1809;Ханты-Мансийский АО — Югра;3 884 564,00;3 939 647,00;-55 083,00;-1,40
430;4;Бланк Банк;2368;Москва и обл.;3 881 116,00;3 851 541,00;29 575,00;0,77
431;4;Кошелев-Банк;3300;Самарская обл.;3 875 923,00;3 845 928,00;29 995,00;0,78
432;-1;Горбанк;2982;Санкт-Петербург и обл.;3 871 915,00;3 943 594,00;-71 679,00;-1,82
433;-5;Роял Кредит Банк;783;Хабаровский край;3 841 749,00;3 993 850,00;-152 101,00;-3,81
434;6;Банк Экономический Союз;2798;Москва и обл.;3 810 308,00;3 706 348,00;103 960,00;2,80
435;-17;Реалист Банк;1067;Иркутская обл.;3 803 637,00;4 186 180,00;-382 543,00;-9,14
436;21;Финансово-Промышленный Капитал;3295;Москва и обл.;3 730 378,00;3 413 435,00;316 943,00;9,29
437;2;Промсельхозбанк;538;Москва и обл.;3 685 371,00;3 722 785,00;-37 414,00;-1,01
438;-1;Мастер-Капитал;3011;Москва и обл.;3 665 723,00;3 798 865,00;-133 142,00;-3,50
439;10;Нейва;1293;Свердловская обл.;3 638 301,00;3 550 483,00;87 818,00;2,47
440;15;Уссури;596;Хабаровский край;3 628 064,00;3 444 872,00;183 192,00;5,32
441;5;Воронеж;654;Воронежская обл.;3 585 275,00;3 609 425,00;-24 150,00;-0,67
442;-6;Профит Банк;3234;Москва и обл.;3 558 488,00;3 817 384,00;-258 896,00;-6,78
443;0;Форус Банк;3457;Нижегородская обл.;3 539 367,00;3 648 615,00;-109 248,00;-2,99
444;15;МФБанк;3163;Москва и обл.;3 518 882,00;3 368 187,00;150 695,00;4,47
445;9;Венец;524;Ульяновская обл.;3 504 553,00;3 459 208,00;45 345,00;1,31
446;-4;Церих;3278;Орловская обл.;3 499 405,00;3 657 235,00;-157 830,00;-4,32
447;-3;Сибнефтебанк;385;Тюменская обл.;3 471 980,00;3 625 032,00;-153 052,00;-4,22
448;2;Гринфилдбанк;2711;Москва и обл.;3 411 614,00;3 509 660,00;-98 046,00;-2,79
449;2;Камчаткомагропромбанк;545;Камчатская обл.;3 381 932,00;3 497 071,00;-115 139,00;-3,29
450;8;Профессионал Банк;3296;Москва и обл.;3 379 069,00;3 395 411,00;-16 342,00;-0,48
451;5;Витязь;2890;Москва и обл.;3 369 432,00;3 441 933,00;-72 501,00;-2,11
452;24;Крокус-Банк;2682;Москва и обл.;3 363 631,00;3 071 120,00;292 511,00;9,52
453;-6;Бест Эффортс Банк;435;Москва и обл.;3 358 600,00;3 582 149,00;-223 549,00;-6,24
454;8;Алтайкапиталбанк;2659;Алтайский край;3 341 482,00;3 324 354,00;17 128,00;0,52
455;11;Ринвестбанк;3262;Рязанская обл.;3 307 247,00;3 250 988,00;56 259,00;1,73
456;5;НОКССбанк;3202;Волгоградская обл.;3 289 177,00;3 336 740,00;-47 563,00;-1,43
457;-19;РТС-Банк;3401;Самарская обл.;3 286 212,00;3 765 708,00;-479 496,00;-12,73
458;6;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;3 282 982,00;3 275 789,00;7 193,00;0,22
459;8;Вологжанин;1896;Вологодская обл.;3 278 687,00;3 228 721,00;49 966,00;1,55
460;14;Долинск;857;Сахалинская обл.;3 272 240,00;3 115 745,00;156 495,00;5,02
461;-1;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 272 126,00;3 348 653,00;-76 527,00;-2,29
462;10;Айви Банк;2055;Москва и обл.;3 271 846,00;3 146 102,00;125 744,00;4,00
463;-10;Океан Банк;1697;Москва и обл.;3 270 644,00;3 464 173,00;-193 529,00;-5,59
464;24;Мурманский Расчетный Центр;3341;Мурманская обл.;3 260 697,00;2 901 281,00;359 416,00;12,39
465;3;ИСБ;3010;Москва и обл.;3 247 442,00;3 187 696,00;59 746,00;1,87
466;5;Живаго Банк;2065;Рязанская обл.;3 239 829,00;3 152 992,00;86 837,00;2,75
467;-19;Первый Клиентский Банк;3436;Москва и обл.;3 239 411,00;3 578 207,00;-338 796,00;-9,47
468;-5;Уралпромбанк;2964;Челябинская обл.;3 237 667,00;3 308 126,00;-70 459,00;-2,13
469;-17;Элита;1399;Калужская обл.;3 203 965,00;3 478 742,00;-274 777,00;-7,90
470;12;Столичный Кредит;2853;Москва и обл.;3 157 928,00;3 029 195,00;128 733,00;4,25
471;-2;Аксонбанк;680;Костромская обл.;3 151 521,00;3 165 877,00;-14 356,00;-0,45
472;-2;Интерактивный Банк;3378;Москва и обл.;3 149 031,00;3 160 526,00;-11 495,00;-0,36
473;0;РБА;3413;Москва и обл.;3 138 752,00;3 127 263,00;11 489,00;0,37
474;27;Зираат Банк;2559;Москва и обл.;3 097 565,00;2 638 211,00;459 354,00;17,41
475;6;Юнистрим;3467;Москва и обл.;3 090 051,00;3 030 669,00;59 382,00;1,96
476;3;Росбизнесбанк;1405;Москва и обл.;3 083 259,00;3 041 347,00;41 912,00;1,38
477;16;Русский Национальный Банк;469;Ростовская обл.;3 082 779,00;2 822 462,00;260 317,00;9,22
478;6;Преодоление;2649;Москва и обл.;3 060 415,00;2 993 975,00;66 440,00;2,22
479;15;Таурус Банк;655;Москва и обл.;3 030 052,00;2 820 966,00;209 086,00;7,41
480;6;Агророс;2860;Саратовская обл.;3 019 398,00;2 911 054,00;108 344,00;3,72
481;-4;Ваш Личный Банк;1222;Иркутская обл.;2 993 595,00;3 059 041,00;-65 446,00;-2,14
482;-41;Крыловский;456;Краснодарский край;2 945 754,00;3 662 341,00;-716 587,00;-19,57
483;-3;Газтрансбанк;665;Адыгея;2 933 232,00;3 030 924,00;-97 692,00;-3,22
484;14;Евроальянс;1781;Ивановская обл.;2 920 942,00;2 739 902,00;181 040,00;6,61
485;14;Выборг-Банк;720;Санкт-Петербург и обл.;2 879 334,00;2 706 590,00;172 744,00;6,38
486;5;Богородский Муниципальный Банк;2992;Москва и обл.;2 856 034,00;2 848 429,00;7 605,00;0,27
487;63;Евразийский Банк;969;Москва и обл.;2 847 949,00;2 081 320,00;766 629,00;36,83
488;-1;Заубер Банк;1614;Санкт-Петербург и обл.;2 832 622,00;2 905 880,00;-73 258,00;-2,52
489;-4;Финансовый Капитал;3288;Санкт-Петербург и обл.;2 801 633,00;2 914 049,00;-112 416,00;-3,86
490;-7;Донхлеббанк;2285;Ростовская обл.;2 796 427,00;3 009 835,00;-213 408,00;-7,09
491;4;Национальный Корпоративный Банк;3422;Москва и обл.;2 795 723,00;2 785 322,00;10 401,00;0,37
492;0;Кубанский Универсальный Банк;2898;Краснодарский край;2 791 800,00;2 848 284,00;-56 484,00;-1,98
493;-18;Интеркредит;3047;Москва и обл.;2 788 243,00;3 097 452,00;-309 209,00;-9,98
494;-16;Сириус;3506;Омская обл.;2 764 532,00;3 057 478,00;-292 946,00;-9,58
495;1;Костромаселькомбанк;1115;Костромская обл.;2 759 512,00;2 774 020,00;-14 508,00;-0,52
496;9;ФорБанк;2063;Алтайский край;2 736 753,00;2 603 494,00;133 259,00;5,12
497;3;Сибэс;208;Омская обл.;2 680 355,00;2 699 319,00;-18 964,00;-0,70
498;18;Алтынбанк;2070;Татарстан;2 675 340,00;2 454 294,00;221 046,00;9,01
499;7;Мегаполис;3265;Чувашия;2 674 180,00;2 598 881,00;75 299,00;2,90
500;2;Енисей;474;Красноярский край;2 651 477,00;2 631 095,00;20 382,00;0,77
501;55;Прайм Финанс;2758;Санкт-Петербург и обл.;2 650 340,00;2 022 028,00;628 312,00;31,07
502;1;Апабанк;2404;Москва и обл.;2 636 210,00;2 611 423,00;24 787,00;0,95
503;5;РСКБ;2050;Москва и обл.;2 633 236,00;2 593 230,00;40 006,00;1,54
504;-14;Торгово-Строительный Банк;1250;Москва и обл.;2 612 273,00;2 863 502,00;-251 229,00;-8,77
505;6;Объединенный Резервный Банк;937;Москва и обл.;2 604 683,00;2 539 228,00;65 455,00;2,58
506;3;Братский АНКБ;1144;Иркутская обл.;2 596 687,00;2 571 991,00;24 696,00;0,96
507;15;Аспект;608;Москва и обл.;2 591 427,00;2 398 586,00;192 841,00;8,04
508;-1;Тульский Промышленник;2382;Тульская обл.;2 591 331,00;2 596 821,00;-5 490,00;-0,21
509;6;Кросна-Банк;2607;Москва и обл.;2 552 939,00;2 460 793,00;92 146,00;3,74
510;4;Индустриальный Сберегательный Банк;3175;Москва и обл.;2 545 846,00;2 483 252,00;62 594,00;2,52
511;1;Народный Банк;2249;Карачаево-Черкесия;2 531 736,00;2 502 040,00;29 696,00;1,19
512;70;Арксбанк;1868;Москва и обл.;2 504 083,00;1 710 934,00;793 149,00;46,36
513;-24;Кроссинвестбанк;2849;Москва и обл.;2 503 293,00;2 898 644,00;-395 351,00;-13,64
514;19;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 492 772,00;2 259 089,00;233 683,00;10,34
515;42;Стелла-Банк;2948;Ростовская обл.;2 481 853,00;2 011 860,00;469 993,00;23,36
516;8;Богородский;1277;Нижегородская обл.;2 481 746,00;2 390 186,00;91 560,00;3,83
517;3;ЕвроАксис Банк;3273;Москва и обл.;2 479 710,00;2 409 439,00;70 271,00;2,92
518;0;Газнефтьбанк;3223;Саратовская обл.;2 471 669,00;2 432 304,00;39 365,00;1,62
519;4;Иваново;1763;Ивановская обл.;2 459 928,00;2 393 482,00;66 446,00;2,78
520;-7;Н-Банк;3493;Москва и обл.;2 443 623,00;2 486 739,00;-43 116,00;-1,73
521;-17;Капитал;575;Москва и обл.;2 440 752,00;2 610 430,00;-169 678,00;-6,50
522;8;Банкирский Дом;2928;Санкт-Петербург и обл.;2 413 404,00;2 307 089,00;106 315,00;4,61
523;-2;Радиотехбанк;1166;Нижегородская обл.;2 393 290,00;2 404 335,00;-11 045,00;-0,46
524;1;Бинбанк Сургут;1701;Ханты-Мансийский АО — Югра;2 378 569,00;2 382 154,00;-3 585,00;-0,15
525;2;Резерв;2364;Челябинская обл.;2 365 066,00;2 349 779,00;15 287,00;0,65
