Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Август, 2017, тыс. рублей;Июль, 2017, тыс. рублей;Изменение, тыс. рублей;Изменение, %
532;8;Эко-Инвест;3116;Москва и обл.;429 311,00;435 507,00;-6 196,00;-1,42
533;8;Рента-Банк;3095;Москва и обл.;425 792,00;427 415,00;-1 623,00;-0,38
534;3;Логос;3233;Москва и обл.;424 504,00;465 134,00;-40 630,00;-8,74
535;4;Объединенная Расчетная Система;3342;Москва и обл.;419 446,00;438 829,00;-19 383,00;-4,42
536;7;РИБ;2749;Москва и обл.;395 063,00;380 241,00;14 822,00;3,90
537;13;Европейский Стандарт;3200;Москва и обл.;389 371,00;332 529,00;56 842,00;17,09
538;-10;Финчер;3486;Москва и обл.;382 215,00;504 221,00;-122 006,00;-24,20
539;5;Тайдон;2085;Кемеровская обл.;379 199,00;380 015,00;-816,00;-0,21
540;9;Русское Финансовое Общество;3427;Москва и обл.;368 938,00;350 034,00;18 904,00;5,40
541;7;Северстройбанк;3507;Вологодская обл.;362 192,00;353 731,00;8 461,00;2,39
542;5;Промсвязьинвест;2761;Дагестан;353 159,00;361 233,00;-8 074,00;-2,24
543;8;Монета.ру;3508;Марий Эл;337 517,00;330 270,00;7 247,00;2,19
544;2;Альтернатива;3452;Москва и обл.;328 863,00;365 836,00;-36 973,00;-10,11
545;7;Лидер;3304;Москва и обл.;318 038,00;316 732,00;1 306,00;0,41
546;7;Рунэтбанк;2829;Москва и обл.;311 664,00;311 399,00;265,00;0,09
547;7;Нарат;1902;Саратовская обл.;307 441,00;307 330,00;111,00;0,04
548;7;Деньги.Мэйл.Ру;3511;Москва и обл.;296 371,00;296 371,00;0,00;0
549;7;Сетевая Расчетная Палата;3332;Татарстан;254 071,00;254 277,00;-206,00;-0,08
550;7;Континент Финанс;149;Москва и обл.;200 270,00;211 025,00;-10 755,00;-5,10
551;8;Моби.Деньги;3523;Москва и обл.;187 915,00;187 915,00;0,00;0
552;8;Элексир;3533;Москва и обл.;182 761,00;183 845,00;-1 084,00;-0,59
553;5;Красноярский Краевой Расчетный Центр;3483;Красноярский край;180 729,00;190 203,00;-9 474,00;-4,98
554;7;Платежи и Расчеты;3324;Самарская обл.;162 555,00;163 618,00;-1 063,00;-0,65
555;7;Электронный платежный сервис;3509;Москва и обл.;156 071,00;156 071,00;0,00;0
556;7;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;129 539,00;130 326,00;-787,00;-0,60
557;8;Вест;2605;Москва и обл.;101 879,00;103 021,00;-1 142,00;-1,11
558;9;Платежный Клиринговый Дом;3343;Москва и обл.;92 489,00;86 185,00;6 304,00;7,31
559;5;Умут;2435;Дагестан;83 285,00;106 339,00;-23 054,00;-21,68
560;6;Инновационный Расчетный Центр;3447;Москва и обл.;78 803,00;101 191,00;-22 388,00;-22,12
561;7;Премиум;3514;Москва и обл.;77 980,00;77 980,00;0,00;0
562;7;Дальний Восток;3318;Приморский край;68 139,00;51 814,00;16 325,00;31,51
563;8;АРБ-Инкасс;3353;Москва и обл.;21 768,00;19 431,00;2 337,00;12,03
564;6;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;18 789,00;37 855,00;-19 066,00;-50,37
565;7;21 Век;3309;Санкт-Петербург и обл.;12 154,00;13 353,00;-1 199,00;-8,98
