Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Август, 2013, тыс. рублей;Июль, 2013, тыс. рублей;Изменение, тыс. рублей;Изменение, %
527;-20;Московский Коммерческий Банк;3172;Москва и обл.;2 600 121,00;2 787 953,00;-187 832,00;-6,74
528;-7;Резерв;2364;Челябинская обл.;2 597 170,00;2 650 008,00;-52 838,00;-1,99
529;-30;Преодоление;2649;Москва и обл.;2 593 899,00;2 840 886,00;-246 987,00;-8,69
530;15;ИРС;272;Москва и обл.;2 541 609,00;2 397 005,00;144 604,00;6,03
531;11;Торговый Городской Банк;3180;Тверская обл.;2 528 893,00;2 458 467,00;70 426,00;2,86
532;-6;Национальный Банк Сбережений;1949;Ивановская обл.;2 499 688,00;2 605 083,00;-105 395,00;-4,05
533;5;ИСБ;3010;Москва и обл.;2 487 361,00;2 471 979,00;15 382,00;0,62
534;-24;Гагаринский;606;Москва и обл.;2 483 460,00;2 764 521,00;-281 061,00;-10,17
535;-2;Первый Инвестиционный Банк;604;Москва и обл.;2 481 711,00;2 534 216,00;-52 505,00;-2,07
536;8;Объединенный Резервный Банк;937;Москва и обл.;2 479 919,00;2 413 288,00;66 631,00;2,76
537;-28;Аспект;608;Москва и обл.;2 466 869,00;2 767 868,00;-300 999,00;-10,87
538;-6;Итуруп;2390;Сахалинская обл.;2 466 868,00;2 561 974,00;-95 106,00;-3,71
539;-17;Элита;1399;Калужская обл.;2 463 357,00;2 644 384,00;-181 027,00;-6,85
540;1;Региональный Кредитный Банк;1608;Калининградская обл.;2 453 500,00;2 459 983,00;-6 483,00;-0,26
541;2;Бум-Банк;1137;Кабардино-Балкария;2 451 410,00;2 419 705,00;31 705,00;1,31
542;19;Проинвестбанк;784;Пермская обл.;2 443 140,00;2 247 751,00;195 389,00;8,69
543;6;Риал-Кредит;3393;Москва и обл.;2 438 088,00;2 379 255,00;58 833,00;2,47
544;-21;Народный Доверительный Банк;2374;Москва и обл.;2 411 971,00;2 630 758,00;-218 787,00;-8,32
545;7;Апабанк;2404;Москва и обл.;2 403 444,00;2 326 489,00;76 955,00;3,31
546;13;Зираат Банк;2559;Москва и обл.;2 386 992,00;2 274 182,00;112 810,00;4,96
547;3;Радиотехбанк;1166;Нижегородская обл.;2 364 578,00;2 357 149,00;7 429,00;0,32
548;0;Банк Пермь;875;Пермская обл.;2 362 518,00;2 386 554,00;-24 036,00;-1,01
549;6;Союзпромбанк;2965;Москва и обл.;2 359 376,00;2 310 833,00;48 543,00;2,10
550;6;КОР;2148;Волгоградская обл.;2 358 586,00;2 301 947,00;56 639,00;2,46
551;-27;Инкаробанк;2696;Москва и обл.;2 356 105,00;2 627 163,00;-271 058,00;-10,32
552;-1;Богородский;1277;Нижегородская обл.;2 355 340,00;2 356 456,00;-1 116,00;-0,05
553;-13;Таурус Банк;655;Челябинская обл.;2 334 629,00;2 463 991,00;-129 362,00;-5,25
554;30;Стелла-Банк;2948;Ростовская обл.;2 293 920,00;2 113 541,00;180 379,00;8,53
555;11;Национальный Корпоративный Банк;3422;Москва и обл.;2 290 204,00;2 226 779,00;63 425,00;2,85
556;-3;ИК Банк;1732;Татарстан;2 284 710,00;2 316 018,00;-31 308,00;-1,35
557;24;Мегаполис;3265;Чувашия;2 276 788,00;2 133 494,00;143 294,00;6,72
558;-1;ФорБанк;2063;Алтайский край;2 274 140,00;2 292 650,00;-18 510,00;-0,81
559;-1;Констанс-Банк;2228;Санкт-Петербург и обл.;2 272 895,00;2 280 869,00;-7 974,00;-0,35
560;30;Индустриальный Сберегательный Банк;3175;Москва и обл.;2 263 615,00;1 989 102,00;274 513,00;13,80
561;19;Крона-Банк;2499;Иркутская обл.;2 263 032,00;2 135 223,00;127 809,00;5,99
562;9;Капитал;575;Москва и обл.;2 261 890,00;2 205 283,00;56 607,00;2,57
563;7;Спиритбанк;2053;Тульская обл.;2 260 724,00;2 217 587,00;43 137,00;1,95
564;22;РТС-Банк;3401;Самарская обл.;2 233 339,00;2 036 157,00;197 182,00;9,68
565;-3;Унифондбанк;3416;Москва и обл.;2 230 638,00;2 237 686,00;-7 048,00;-0,31
566;12;Йошкар-Ола;2802;Марий Эл;2 222 018,00;2 154 510,00;67 508,00;3,13
567;-4;РСКБ;2050;Москва и обл.;2 220 907,00;2 233 040,00;-12 133,00;-0,54
568;61;Бест Эффортс Банк;435;Москва и обл.;2 219 796,00;1 629 627,00;590 169,00;36,21
569;31;Современные Стандарты Бизнеса;3397;Москва и обл.;2 219 183,00;1 894 265,00;324 918,00;17,15
570;-5;Яринтербанк;2564;Ярославская обл.;2 207 225,00;2 229 020,00;-21 795,00;-0,98
571;4;Кросна-Банк;2607;Москва и обл.;2 187 043,00;2 180 312,00;6 731,00;0,31
572;-4;Иваново;1763;Ивановская обл.;2 179 580,00;2 221 811,00;-42 231,00;-1,90
573;3;Кубанский Универсальный Банк;2898;Краснодарский край;2 159 267,00;2 171 004,00;-11 737,00;-0,54
574;5;Траст Капитал Банк;2741;Москва и обл.;2 139 116,00;2 140 522,00;-1 406,00;-0,07
575;7;Ринвестбанк;3262;Рязанская обл.;2 135 041,00;2 129 778,00;5 263,00;0,25
576;7;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 108 239,00;2 124 318,00;-16 079,00;-0,76
577;11;Новация;840;Адыгея;2 105 632,00;2 019 789,00;85 843,00;4,25
578;-11;Евразийский Банк;969;Москва и обл.;2 101 662,00;2 226 617,00;-124 955,00;-5,61
579;-2;Выборг-Банк;720;Санкт-Петербург и обл.;2 095 163,00;2 155 700,00;-60 537,00;-2,81
580;-16;Юнистрим;3467;Москва и обл.;2 068 630,00;2 231 305,00;-162 675,00;-7,29
581;6;Рублевский;2192;Москва и обл.;2 062 039,00;2 024 340,00;37 699,00;1,86
582;-13;Банк МБФИ;2073;Москва и обл.;2 059 739,00;2 218 335,00;-158 596,00;-7,15
583;15;Эсидбанк;1991;Дагестан;2 059 383,00;1 902 872,00;156 511,00;8,22
584;-30;Международный Расчетный Банк;3028;Москва и обл.;2 057 213,00;2 315 282,00;-258 069,00;-11,15
585;9;Новое Время;3492;Москва и обл.;2 053 227,00;1 960 442,00;92 785,00;4,73
586;-70;Интеркапитал-Банк;2706;Мордовия;2 044 640,00;2 686 408,00;-641 768,00;-23,89
587;-27;Финанс Бизнес Банк;520;Краснодарский край;2 040 250,00;2 260 807,00;-220 557,00;-9,76
588;-80;РЕСО Кредит;3450;Москва и обл.;2 039 846,00;2 781 582,00;-741 736,00;-26,67
589;17;Газтрансбанк;665;Адыгея;2 010 751,00;1 854 812,00;155 939,00;8,41
590;1;Межбанковский Кредитный Союз;3242;Москва и обл.;2 001 436,00;1 977 924,00;23 512,00;1,19
591;1;Донхлеббанк;2285;Ростовская обл.;1 999 456,00;1 974 517,00;24 939,00;1,26
592;5;Россита-Банк;3257;Москва и обл.;1 988 040,00;1 919 190,00;68 850,00;3,59
593;6;Новый Символ;370;Москва и обл.;1 981 973,00;1 900 588,00;81 385,00;4,28
594;7;Нальчик;695;Кабардино-Балкария;1 967 126,00;1 889 754,00;77 372,00;4,09
595;-22;Тендер-Банк;2252;Москва и обл.;1 964 215,00;2 202 665,00;-238 450,00;-10,83
596;-7;Владбизнесбанк;903;Владимирская обл.;1 958 157,00;2 003 216,00;-45 059,00;-2,25
597;-12;Соколовский;2830;Москва и обл.;1 944 225,00;2 052 101,00;-107 876,00;-5,26
598;-3;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 932 932,00;1 944 157,00;-11 225,00;-0,58
599;4;Канский;860;Красноярский край;1 908 205,00;1 876 502,00;31 703,00;1,69
600;-7;Трансинвестбанк;3238;Москва и обл.;1 901 218,00;1 971 014,00;-69 796,00;-3,54
601;13;Заубер Банк;1614;Карачаево-Черкесия;1 890 111,00;1 764 182,00;125 929,00;7,14
602;5;Приобье;537;Тюменская обл.;1 881 877,00;1 836 276,00;45 601,00;2,48
603;2;Приско Капитал Банк;2537;Москва и обл.;1 881 463,00;1 857 642,00;23 821,00;1,28
604;93;Агора;3231;Москва и обл.;1 881 450,00;1 220 261,00;661 189,00;54,18
605;-3;Пурпе;709;Тюменская обл.;1 860 809,00;1 884 179,00;-23 370,00;-1,24
606;-2;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;1 847 630,00;1 863 853,00;-16 223,00;-0,87
607;2;Викинг;2;Санкт-Петербург и обл.;1 843 730,00;1 823 985,00;19 745,00;1,08
608;2;Газнефтьбанк;3223;Саратовская обл.;1 834 051,00;1 819 125,00;14 926,00;0,82
609;-1;РНКБ;1354;Москва и обл.;1 807 490,00;1 824 658,00;-17 168,00;-0,94
610;3;Тагилбанк;1635;Свердловская обл.;1 791 526,00;1 777 771,00;13 755,00;0,77
611;5;Нарат;1902;Саратовская обл.;1 787 384,00;1 755 972,00;31 412,00;1,79
612;6;Эльбин;2267;Дагестан;1 786 759,00;1 753 299,00;33 460,00;1,91
613;4;Сервис Резерв;2034;Москва и обл.;1 783 021,00;1 755 506,00;27 515,00;1,57
614;-40;Сталь Банк;2248;Москва и обл.;1 782 006,00;2 181 234,00;-399 228,00;-18,30
615;-3;Старооскольский Агропромбанк;1050;Белгородская обл.;1 781 674,00;1 796 587,00;-14 913,00;-0,83
616;8;Бумеранг;1002;Вологодская обл.;1 778 066,00;1 669 629,00;108 437,00;6,49
617;-45;Вэлтон Банк;1105;Белгородская обл.;1 775 945,00;2 205 109,00;-429 164,00;-19,46
618;4;Социум-Банк;2881;Москва и обл.;1 761 420,00;1 683 555,00;77 865,00;4,63
619;14;Кредит Экспресс;3186;Ростовская обл.;1 755 257,00;1 598 986,00;156 271,00;9,77
620;-1;Дом-Банк;3209;Москва и обл.;1 752 008,00;1 751 125,00;883,00;0,05
621;2;Арт-Банк;2779;Северная Осетия — Алания;1 743 857,00;1 681 298,00;62 559,00;3,72
622;8;Московский Вексельный Банк;2697;Москва и обл.;1 741 586,00;1 618 449,00;123 137,00;7,61
623;3;Татагропромбанк;728;Татарстан;1 724 916,00;1 663 376,00;61 540,00;3,70
624;-4;Холмск;503;Сахалинская обл.;1 720 610,00;1 711 209,00;9 401,00;0,55
625;-14;Михайловский ПЖСБ;2961;Волгоградская обл.;1 719 946,00;1 809 539,00;-89 593,00;-4,95
626;-30;Далена Банк;1948;Москва и обл.;1 705 848,00;1 939 213,00;-233 365,00;-12,03
627;19;Кредпромбанк;1165;Ярославская обл.;1 684 647,00;1 491 754,00;192 893,00;12,93
628;6;Кредитинвест;1197;Дагестан;1 671 225,00;1 585 502,00;85 723,00;5,41
629;-14;Столичный Кредит;2853;Москва и обл.;1 670 485,00;1 761 689,00;-91 204,00;-5,18
630;9;Жилкредит;1736;Москва и обл.;1 662 676,00;1 560 013,00;102 663,00;6,58
631;9;Единственный;3187;Москва и обл.;1 659 672,00;1 550 988,00;108 684,00;7,01
632;3;Банкирский Дом;2928;Санкт-Петербург и обл.;1 651 958,00;1 581 671,00;70 287,00;4,44
633;-12;БВА Банк;1684;Москва и обл.;1 647 826,00;1 696 713,00;-48 887,00;-2,88
634;-7;Кемсоцинбанк;96;Кемеровская обл.;1 642 776,00;1 663 233,00;-20 457,00;-1,23
635;-7;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 635 357,00;1 633 312,00;2 045,00;0,13
636;25;Новый Промышленный Банк;930;Москва и обл.;1 629 355,00;1 406 192,00;223 163,00;15,87
637;-5;Смолевич;1121;Смоленская обл.;1 617 483,00;1 610 558,00;6 925,00;0,43
638;3;Кошелев-Банк;3300;Самарская обл.;1 612 688,00;1 550 945,00;61 743,00;3,98
639;3;Банк Глобус;2438;Москва и обл.;1 601 298,00;1 519 838,00;81 460,00;5,36
640;7;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;1 601 236,00;1 485 116,00;116 120,00;7,82
641;-16;Национальный Республиканский Банк;3359;Москва и обл.;1 595 439,00;1 665 296,00;-69 857,00;-4,19
642;10;Земкомбанк;574;Ростовская обл.;1 583 977,00;1 439 796,00;144 181,00;10,01
643;10;Геленджик-Банк;790;Краснодарский край;1 570 380,00;1 428 749,00;141 631,00;9,91
644;0;Екатерининский;2167;Москва и обл.;1 547 330,00;1 510 616,00;36 714,00;2,43
645;10;РФИ Банк;3351;Москва и обл.;1 544 012,00;1 425 273,00;118 739,00;8,33
646;-9;БСТ-Банк;2883;Кемеровская обл.;1 540 105,00;1 564 308,00;-24 203,00;-1,55
647;12;Руна-Банк;3207;Москва и обл.;1 525 994,00;1 414 770,00;111 224,00;7,86
648;-17;Академический Русский Банк;622;Москва и обл.;1 515 830,00;1 615 532,00;-99 702,00;-6,17
649;22;Кетовский Коммерческий Банк;842;Курганская обл.;1 509 095,00;1 337 914,00;171 181,00;12,79
650;6;Великие Луки Банк;598;Псковская обл.;1 496 850,00;1 423 169,00;73 681,00;5,18
651;0;Радиан;1675;Иркутская обл.;1 494 831,00;1 447 404,00;47 427,00;3,28
652;46;ИстКом-Финанс;3435;Москва и обл.;1 492 926,00;1 217 090,00;275 836,00;22,66
653;-10;МС Банк Рус;2789;Москва и обл.;1 490 401,00;1 514 248,00;-23 847,00;-1,57
654;-18;Межрегиональный Клиринговый Банк;2543;Москва и обл.;1 480 393,00;1 579 563,00;-99 170,00;-6,28
655;-1;Ганзакомбанк;1734;Санкт-Петербург и обл.;1 473 870,00;1 425 405,00;48 465,00;3,40
656;-8;Банк Реалист;2646;Москва и обл.;1 469 968,00;1 476 607,00;-6 639,00;-0,45
657;24;Уралфинанс;1370;Свердловская обл.;1 459 124,00;1 302 419,00;156 705,00;12,03
658;-8;Мурманский Расчетный Центр;3341;Мурманская обл.;1 450 763,00;1 457 888,00;-7 125,00;-0,49
659;-14;Нерюнгрибанк;825;Саха (Якутия);1 439 220,00;1 498 534,00;-59 314,00;-3,96
660;-2;Новый Кредитный Союз;3139;Москва и обл.;1 418 849,00;1 414 859,00;3 990,00;0,28
661;12;Калуга;1151;Калужская обл.;1 417 387,00;1 335 426,00;81 961,00;6,14
662;1;Майкопбанк;1136;Адыгея;1 409 700,00;1 399 380,00;10 320,00;0,74
663;13;Атлас Банк;3477;Москва и обл.;1 409 489,00;1 334 166,00;75 323,00;5,65
664;58;Первый Клиентский Банк;3436;Москва и обл.;1 408 883,00;1 117 055,00;291 828,00;26,12
665;2;Народный Банк;2249;Карачаево-Черкесия;1 408 672,00;1 377 914,00;30 758,00;2,23
666;-2;Интеркоопбанк;2803;Москва и обл.;1 405 433,00;1 388 179,00;17 254,00;1,24
667;-5;Вологдабанк;992;Вологодская обл.;1 395 053,00;1 401 996,00;-6 943,00;-0,50
668;-19;Тайм Банк;3120;Москва и обл.;1 381 895,00;1 464 995,00;-83 100,00;-5,67
669;9;Примтеркомбанк;21;Приморский край;1 375 434,00;1 319 429,00;56 005,00;4,24
670;-1;Саратов;330;Саратовская обл.;1 370 765,00;1 372 117,00;-1 352,00;-0,10
671;29;Республиканский Кредитный Альянс;3017;Москва и обл.;1 356 568,00;1 202 105,00;154 463,00;12,85
672;-34;Уралприватбанк;153;Свердловская обл.;1 354 347,00;1 564 268,00;-209 921,00;-13,42
673;17;Алтынбанк;2070;Татарстан;1 353 337,00;1 258 382,00;94 955,00;7,55
674;-17;Тандем;1951;Москва и обл.;1 333 024,00;1 417 605,00;-84 581,00;-5,97
675;0;ГринКомБанк;1184;Иркутская обл.;1 331 717,00;1 334 243,00;-2 526,00;-0,19
676;-4;Симбирск;653;Ульяновская обл.;1 322 564,00;1 337 078,00;-14 514,00;-1,09
677;15;Приполярком;507;Тюменская обл.;1 316 718,00;1 247 319,00;69 399,00;5,56
678;-1;Сибэс;208;Омская обл.;1 312 364,00;1 320 921,00;-8 557,00;-0,65
679;-9;Максима;3379;Москва и обл.;1 306 008,00;1 339 249,00;-33 241,00;-2,48
680;2;Златкомбанк;568;Москва и обл.;1 286 136,00;1 301 708,00;-15 572,00;-1,20
681;-13;Динамичные Системы;3439;Москва и обл.;1 279 103,00;1 377 553,00;-98 450,00;-7,15
682;14;Азимут;3154;Москва и обл.;1 275 429,00;1 224 431,00;50 998,00;4,17
683;-9;Булгар Банк;1917;Татарстан;1 268 794,00;1 334 354,00;-65 560,00;-4,91
684;32;Арзамас;1281;Нижегородская обл.;1 256 207,00;1 138 259,00;117 948,00;10,36
685;29;Линк-Банк;2699;Москва и обл.;1 253 260,00;1 139 706,00;113 554,00;9,96
686;2;Акцент;696;Оренбургская обл.;1 251 459,00;1 264 903,00;-13 444,00;-1,06
687;14;Почтобанк;1788;Пермская обл.;1 245 509,00;1 194 135,00;51 374,00;4,30
688;1;Объединенный Банк Республики;1016;Чувашия;1 245 257,00;1 261 693,00;-16 436,00;-1,30
689;5;Дон-Тексбанк;1818;Ростовская обл.;1 242 031,00;1 238 126,00;3 905,00;0,32
690;3;Спутник;1071;Оренбургская обл.;1 241 647,00;1 243 518,00;-1 871,00;-0,15
691;-4;Стройиндбанк;155;Москва и обл.;1 239 307,00;1 271 965,00;-32 658,00;-2,57
692;-9;Капиталбанк;2547;Ростовская обл.;1 233 357,00;1 288 431,00;-55 074,00;-4,27
693;6;Си Ди Би Банк;3339;Краснодарский край;1 231 025,00;1 203 713,00;27 312,00;2,27
694;-9;Яндекс Банк;3027;Москва и обл.;1 228 457,00;1 286 815,00;-58 358,00;-4,54
695;-15;Регионфинансбанк;3357;Москва и обл.;1 228 154,00;1 316 956,00;-88 802,00;-6,74
696;-1;ЮMoney;3510;Россия;1 225 839,00;1 225 839,00;0,00;0
697;9;Синергия;2884;Саратовская обл.;1 224 757,00;1 179 994,00;44 763,00;3,79
698;-38;Мострансбанк;2258;Москва и обл.;1 212 261,00;1 406 740,00;-194 479,00;-13,82
699;-8;Саммит Банк;85;Приморский край;1 204 186,00;1 253 186,00;-49 000,00;-3,91
700;2;Курган;2568;Курганская обл.;1 194 267,00;1 193 436,00;831,00;0,07
701;12;Онего;2484;Карелия;1 194 084,00;1 144 381,00;49 703,00;4,34
702;1;Бизнес для Бизнеса;1060;Чувашия;1 191 931,00;1 185 928,00;6 003,00;0,51
703;2;Метрополь;1639;Москва и обл.;1 185 469,00;1 183 854,00;1 615,00;0,14
704;-18;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;1 176 034,00;1 273 473,00;-97 439,00;-7,65
705;10;КИП-Банк;2843;Москва и обл.;1 175 780,00;1 138 880,00;36 900,00;3,24
706;20;Региональный Коммерческий Банк;836;Ульяновская обл.;1 165 840,00;1 068 461,00;97 379,00;9,11
707;12;Первый Дортрансбанк;3271;Кировская обл.;1 156 073,00;1 127 595,00;28 478,00;2,53
708;3;Строительно-Коммерческий Банк;3050;Архангельская обл.;1 150 773,00;1 151 721,00;-948,00;-0,08
709;9;Расчетный Дом;3350;Москва и обл.;1 149 138,00;1 129 000,00;20 138,00;1,78
710;10;Миръ;3089;Москва и обл.;1 144 139,00;1 125 756,00;18 383,00;1,63
711;17;Содружество;2923;Москва и обл.;1 140 124,00;1 055 722,00;84 402,00;7,99
712;-2;Идеалбанк;3491;Москва и обл.;1 129 854,00;1 152 265,00;-22 411,00;-1,94
713;14;Тексбанк;2756;Карачаево-Черкесия;1 121 254,00;1 061 200,00;60 054,00;5,66
714;16;Мосводоканалбанк;2863;Москва и обл.;1 113 024,00;1 026 908,00;86 116,00;8,39
715;2;Восточно-Европейский Трастовый Банк;2253;Москва и обл.;1 086 054,00;1 131 031,00;-44 977,00;-3,98
716;43;Химик;1114;Нижегородская обл.;1 081 306,00;881 505,00;199 801,00;22,67
717;8;Флора-Москва;533;Москва и обл.;1 075 491,00;1 070 636,00;4 855,00;0,45
718;11;Металлург;2877;Москва и обл.;1 073 885,00;1 041 413,00;32 472,00;3,12
719;52;Прокоммерцбанк;2996;Москва и обл.;1 068 160,00;813 248,00;254 912,00;31,34
720;-11;Рапида;3371;Москва и обл.;1 058 944,00;1 164 315,00;-105 371,00;-9,05
721;-37;Спецстройбанк;236;Москва и обл.;1 052 363,00;1 286 927,00;-234 564,00;-18,23
722;19;Северинвестбанк;2264;Белгородская обл.;1 045 354,00;967 916,00;77 438,00;8,00
723;0;ВЕБРР;3418;Москва и обл.;1 042 492,00;1 087 559,00;-45 067,00;-4,14
724;0;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 042 390,00;1 071 510,00;-29 120,00;-2,72
725;-13;Америкэн Экспресс Банк;3460;Москва и обл.;1 027 890,00;1 145 795,00;-117 905,00;-10,29
726;22;Новый Век;3417;Москва и обл.;1 008 916,00;950 897,00;58 019,00;6,10
727;-19;РусьРегионБанк;685;Москва и обл.;1 006 330,00;1 166 521,00;-160 191,00;-13,73
728;8;Первоуральскбанк;965;Свердловская обл.;1 005 833,00;979 800,00;26 033,00;2,66
729;-8;Местный Кредит;3370;Москва и обл.;1 004 787,00;1 123 106,00;-118 319,00;-10,53
730;-23;Контраст-Банк;2857;Москва и обл.;1 004 100,00;1 176 338,00;-172 238,00;-14,64
731;22;Агроинкомбанк;1946;Астраханская обл.;1 001 159,00;917 598,00;83 561,00;9,11
732;3;Арсенал;3000;Москва и обл.;995 506,00;980 456,00;15 050,00;1,54
733;-2;Сельмашбанк;106;Ростовская обл.;994 825,00;1 013 248,00;-18 423,00;-1,82
734;13;Байкалкредобанк;2990;Иркутская обл.;989 274,00;955 233,00;34 041,00;3,56
735;-3;Центрально-Азиатский;3037;Хакасия;987 323,00;1 008 960,00;-21 637,00;-2,14
736;-3;Тетраполис;1586;Санкт-Петербург и обл.;981 317,00;987 803,00;-6 486,00;-0,66
737;21;Воронеж;654;Воронежская обл.;972 207,00;885 184,00;87 023,00;9,83
738;1;Элекснет;3314;Москва и обл.;970 622,00;970 622,00;0,00;0
739;3;Мико-Банк;3195;Москва и обл.;961 378,00;966 666,00;-5 288,00;-0,55
740;0;Международный Строительный Банк;3484;Москва и обл.;958 216,00;968 828,00;-10 612,00;-1,10
741;2;Финарс Банк;2938;Москва и обл.;949 792,00;966 516,00;-16 724,00;-1,73
742;8;Месед;184;Дагестан;947 138,00;938 746,00;8 392,00;0,89
743;-5;Кубаньторгбанк;478;Краснодарский край;946 069,00;973 883,00;-27 814,00;-2,86
744;24;Жилстройбанк;2769;Москва и обл.;946 046,00;820 167,00;125 879,00;15,35
745;4;ЕАТП Банк;1765;Астраханская обл.;943 241,00;945 530,00;-2 289,00;-0,24
746;6;Бузулукбанк;1282;Оренбургская обл.;935 756,00;924 312,00;11 444,00;1,24
747;-3;Ноосфера;2650;Республика Алтай;931 294,00;965 255,00;-33 961,00;-3,52
748;-11;Вакобанк;1291;Псковская обл.;926 453,00;975 032,00;-48 579,00;-4,98
749;7;Взаимодействие;1704;Новосибирская обл.;925 984,00;888 271,00;37 713,00;4,25
750;5;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;920 401,00;907 561,00;12 840,00;1,41
751;9;Кредитбанк;1035;Калмыкия;914 665,00;876 747,00;37 918,00;4,32
752;-7;Нафтабанк;715;Дагестан;911 264,00;964 722,00;-53 458,00;-5,54
753;4;Камский Горизонт;2554;Татарстан;903 902,00;887 872,00;16 030,00;1,81
754;-8;Турбобанк;3203;Санкт-Петербург и обл.;902 967,00;962 107,00;-59 140,00;-6,15
755;14;Сириус;3506;Омская обл.;890 497,00;818 368,00;72 129,00;8,81
756;17;Космос;2245;Москва и обл.;883 955,00;803 662,00;80 293,00;9,99
757;17;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;882 793,00;793 527,00;89 266,00;11,25
758;-7;Прайм Финанс;2758;Санкт-Петербург и обл.;877 140,00;932 826,00;-55 686,00;-5,97
759;2;Аскания Траст;286;Москва и обл.;873 322,00;866 202,00;7 120,00;0,82
760;35;Европейский Экспресс;3449;Москва и обл.;859 094,00;669 197,00;189 897,00;28,38
761;4;Ипозембанк;3026;Самарская обл.;857 578,00;824 034,00;33 544,00;4,07
762;10;Инвест-Экобанк;1956;Санкт-Петербург и обл.;856 955,00;810 664,00;46 291,00;5,71
763;19;Славянбанк;804;Новгородская обл.;845 561,00;726 813,00;118 748,00;16,34
764;-1;Природа;3399;Москва и обл.;842 558,00;842 756,00;-198,00;-0,02
765;2;Кузбассхимбанк;2868;Кемеровская обл.;841 346,00;821 614,00;19 732,00;2,40
766;0;Плато-Банк;2071;Свердловская обл.;839 183,00;822 520,00;16 663,00;2,03
767;8;Акция;927;Ивановская обл.;832 933,00;789 858,00;43 075,00;5,45
768;10;МТИ Банк;1052;Москва и обл.;827 690,00;762 998,00;64 692,00;8,48
769;12;Классик Эконом Банк;3298;Северная Осетия — Алания;809 620,00;743 289,00;66 331,00;8,92
770;-16;Адам Интернэшнл;2232;Дагестан;799 518,00;911 987,00;-112 469,00;-12,33
771;-7;Русский Банк Сбережений;779;Ставропольский край;793 545,00;835 540,00;-41 995,00;-5,03
772;-2;Региональный Банк Сбережений;3367;Москва и обл.;792 827,00;815 409,00;-22 582,00;-2,77
773;-11;Межрегионбанк;1059;Москва и обл.;790 576,00;848 482,00;-57 906,00;-6,82
774;16;Азия Банк;3183;Москва и обл.;777 403,00;701 623,00;75 780,00;10,80
775;1;Прохладный;874;Кабардино-Балкария;774 014,00;786 752,00;-12 738,00;-1,62
776;1;Платежный Сервисный Банк;1943;Башкортостан;761 379,00;764 812,00;-3 433,00;-0,45
777;16;Кредитимпэкс Банк;2037;Москва и обл.;752 718,00;677 503,00;75 215,00;11,10
778;8;Народный Земельно-Промышленный Банк;2873;Алтайский край;748 874,00;706 202,00;42 672,00;6,04
779;4;Анелик РУ;3443;Москва и обл.;735 066,00;724 559,00;10 507,00;1,45
780;0;НСТ-Банк;1738;Оренбургская обл.;732 470,00;747 420,00;-14 950,00;-2,00
781;7;Телекоммерц Банк;3380;Тульская обл.;728 128,00;703 904,00;24 224,00;3,44
782;-3;ЮМК Банк;3495;Краснодарский край;725 635,00;753 520,00;-27 885,00;-3,70
783;1;Трастовый Республиканский Банк;3404;Москва и обл.;691 166,00;719 555,00;-28 389,00;-3,95
784;-80;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;685 865,00;1 184 350,00;-498 485,00;-42,09
785;2;СМБ-Банк;3504;Санкт-Петербург и обл.;671 341,00;704 508,00;-33 167,00;-4,71
786;19;Ресурс-Траст;3122;Москва и обл.;668 168,00;628 924,00;39 244,00;6,24
787;5;Сургутский Центральный Коммерческий Банк;684;Тюменская обл.;665 604,00;691 370,00;-25 766,00;-3,73
788;24;Москва;1661;Москва и обл.;665 022,00;611 925,00;53 097,00;8,68
789;11;Майский;1673;Кабардино-Балкария;664 423,00;635 368,00;29 055,00;4,57
790;-5;Центр Межбанковских Расчетов;3400;Москва и обл.;660 903,00;714 048,00;-53 145,00;-7,44
791;10;Аделантбанк;1835;Москва и обл.;658 183,00;635 189,00;22 994,00;3,62
792;2;Региональный Корпоративный Банк;1134;Москва и обл.;655 672,00;670 409,00;-14 737,00;-2,20
793;14;Тальменка-Банк;826;Алтайский край;654 914,00;623 570,00;31 344,00;5,03
794;5;Банк Развития Бизнеса;1910;Кемеровская обл.;651 761,00;643 848,00;7 913,00;1,23
795;9;Балаково-Банк;444;Саратовская обл.;651 352,00;630 131,00;21 221,00;3,37
796;2;Вайлдберриз Банк;841;Адыгея;648 410,00;644 782,00;3 628,00;0,56
797;16;Вятич;2796;Рязанская обл.;645 169,00;603 197,00;41 972,00;6,96
798;13;Арксбанк;1868;Воронежская обл.;639 021,00;613 500,00;25 521,00;4,16
799;-2;Башпромбанк;1006;Башкортостан;638 275,00;647 720,00;-9 445,00;-1,46
800;3;РУБанк;2813;Ростовская обл.;636 627,00;632 573,00;4 054,00;0,64
801;-12;Геобанк;2027;Москва и обл.;635 517,00;701 860,00;-66 343,00;-9,45
