Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Август, 2013, тыс. рублей;Июль, 2013, тыс. рублей;Изменение, тыс. рублей;Изменение, %
43;0;СМП Банк;3368;Москва и обл.;141 441 681,00;140 763 384,00;678 297,00;0,48
44;-3;Новикомбанк;2546;Москва и обл.;139 947 009,00;145 425 419,00;-5 478 410,00;-3,77
45;1;СКБ-Банк;705;Свердловская обл.;135 570 587,00;135 082 195,00;488 392,00;0,36
46;-6;Дойче Банк;3328;Москва и обл.;130 657 761,00;157 183 303,00;-26 525 542,00;-16,88
47;0;МСП Банк;3340;Москва и обл.;129 927 635,00;129 414 847,00;512 788,00;0,40
48;0;Авангард;2879;Москва и обл.;122 038 610,00;122 308 993,00;-270 383,00;-0,22
49;1;Татфондбанк;3058;Татарстан;118 125 105,00;116 055 541,00;2 069 564,00;1,78
50;10;Национальный Расчетный Депозитарий;3294;Москва и обл.;117 906 656,00;103 079 783,00;14 826 873,00;14,38
51;4;Совкомбанк;963;Костромская обл.;116 361 267,00;112 198 933,00;4 162 334,00;3,71
52;-3;РГС Банк;3073;Москва и обл.;116 184 353,00;120 605 102,00;-4 420 749,00;-3,67
53;-1;Инвестторгбанк;2763;Москва и обл.;115 245 688,00;115 200 886,00;44 802,00;0,04
54;-3;РосЕвроБанк;3137;Москва и обл.;114 939 963,00;115 637 900,00;-697 937,00;-0,60
55;3;Русфинанс Банк;1792;Самарская обл.;113 586 554,00;108 032 714,00;5 553 840,00;5,14
56;0;Ренессанс Кредит;3354;Москва и обл.;113 558 673,00;109 024 600,00;4 534 073,00;4,16
57;-4;Пробизнесбанк;2412;Москва и обл.;113 468 255,00;115 182 909,00;-1 714 654,00;-1,49
58;-4;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;112 758 698,00;113 956 212,00;-1 197 514,00;-1,05
59;-2;Абсолют Банк;2306;Москва и обл.;105 525 203,00;108 402 817,00;-2 877 614,00;-2,65
60;-1;Банк ДОМ.РФ;2312;Москва и обл.;104 381 233,00;105 289 043,00;-907 810,00;-0,86
61;0;БНП Париба Банк;3407;Москва и обл.;103 253 882,00;98 718 942,00;4 534 940,00;4,59
62;2;Тинькофф Банк;2673;Москва и обл.;98 503 508,00;91 740 214,00;6 763 294,00;7,37
63;3;ДельтаКредит;3338;Москва и обл.;94 079 268,00;87 127 765,00;6 951 503,00;7,98
64;1;Запсибкомбанк;918;Тюменская обл.;93 442 310,00;88 346 314,00;5 095 996,00;5,77
65;-2;Пересвет;2110;Москва и обл.;93 203 617,00;92 718 142,00;485 475,00;0,52
66;-4;КИТ Финанс Инвестиционный Банк;1911;Санкт-Петербург и обл.;89 170 625,00;92 744 682,00;-3 574 057,00;-3,85
67;1;Балтийский Банк;128;Москва и обл.;85 561 789,00;85 273 700,00;288 089,00;0,34
68;7;Всероссийский Банк Развития Регионов;3287;Москва и обл.;85 402 760,00;79 475 258,00;5 927 502,00;7,46
69;0;ЦентроКредит;121;Москва и обл.;84 544 928,00;83 906 638,00;638 290,00;0,76
70;-3;Союз;2307;Москва и обл.;83 975 048,00;86 716 786,00;-2 741 738,00;-3,16
71;-1;Мастер-Банк;2176;Москва и обл.;83 273 550,00;83 763 974,00;-490 424,00;-0,59
72;0;Банк Интеза;2216;Москва и обл.;82 597 962,00;81 150 375,00;1 447 587,00;1,78
73;1;Нота-Банк;2913;Москва и обл.;81 426 013,00;80 663 652,00;762 361,00;0,95
74;-3;Связной Банк;1961;Москва и обл.;80 030 300,00;82 139 549,00;-2 109 249,00;-2,57
75;1;Локо-Банк;2707;Москва и обл.;79 640 498,00;78 955 690,00;684 808,00;0,87
76;-3;Юниаструм Банк;2771;Москва и обл.;76 967 990,00;80 882 902,00;-3 914 912,00;-4,84
77;0;Центр-инвест;2225;Ростовская обл.;75 009 488,00;75 071 017,00;-61 529,00;-0,08
78;2;Роскосмосбанк;2989;Москва и обл.;74 561 605,00;69 999 868,00;4 561 737,00;6,52
79;0;Банк БФА;3038;Санкт-Петербург и обл.;70 357 639,00;70 599 241,00;-241 602,00;-0,34
80;2;Металлинвестбанк;2440;Москва и обл.;63 136 073,00;61 119 918,00;2 016 155,00;3,30
81;0;Инвестбанк;107;Москва и обл.;62 826 405,00;65 080 182,00;-2 253 777,00;-3,46
82;1;Балтинвестбанк;3176;Санкт-Петербург и обл.;61 442 195,00;61 036 039,00;406 156,00;0,67
83;6;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;61 311 186,00;59 694 465,00;1 616 721,00;2,71
84;4;Собинбанк;1317;Москва и обл.;61 203 537,00;59 897 226,00;1 306 311,00;2,18
85;0;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;60 654 433,00;60 330 665,00;323 768,00;0,54
86;5;Международный Финансовый Клуб;2618;Москва и обл.;60 344 350,00;57 235 914,00;3 108 436,00;5,43
87;-3;Первобанк;3461;Самарская обл.;60 340 870,00;60 430 871,00;-90 001,00;-0,15
88;-2;СБ Банк (Судостроительный банк);2999;Москва и обл.;60 244 562,00;60 057 850,00;186 712,00;0,31
89;-11;Еврофинанс Моснарбанк;2402;Москва и обл.;58 847 319,00;72 845 141,00;-13 997 822,00;-19,22
90;0;Бинбанк Диджитал;2827;Москва и обл.;58 752 914,00;58 404 716,00;348 198,00;0,60
91;-4;Сургутнефтегазбанк;588;Тюменская обл.;57 190 954,00;59 970 625,00;-2 779 671,00;-4,64
92;0;Московский Областной Банк;1751;Москва и обл.;55 194 675,00;54 593 134,00;601 541,00;1,10
93;0;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;53 946 416,00;52 710 349,00;1 236 067,00;2,35
94;0;Рост Банк;2888;Москва и обл.;53 746 609,00;51 310 430,00;2 436 179,00;4,75
95;5;Российский Кредит;324;Москва и обл.;52 007 740,00;46 150 270,00;5 857 470,00;12,69
96;-1;Тойота Банк;3470;Москва и обл.;49 787 578,00;49 751 402,00;36 176,00;0,07
97;1;Таврический Банк;2304;Санкт-Петербург и обл.;48 724 054,00;47 672 579,00;1 051 475,00;2,21
98;-1;Интеркоммерц Банк;1657;Москва и обл.;48 640 566,00;48 022 464,00;618 102,00;1,29
99;11;Экспо Финанс;2594;Москва и обл.;47 415 730,00;37 388 831,00;10 026 899,00;26,82
100;1;Экспресс-Волга;3085;Саратовская обл.;45 974 217,00;45 319 509,00;654 708,00;1,44
101;-2;Национальный Стандарт;3421;Москва и обл.;45 580 859,00;47 059 952,00;-1 479 093,00;-3,14
102;1;Народный Кредит;2401;Москва и обл.;43 935 186,00;42 510 264,00;1 424 922,00;3,35
103;-1;Кубань Кредит;2518;Краснодарский край;43 875 376,00;43 829 549,00;45 827,00;0,10
104;10;Коммерцбанк (Евразия);3333;Москва и обл.;42 572 804,00;35 996 067,00;6 576 737,00;18,27
105;-1;Межтопэнергобанк;2956;Москва и обл.;42 414 932,00;42 423 102,00;-8 170,00;-0,02
106;-10;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;41 923 294,00;48 635 872,00;-6 712 578,00;-13,80
107;-2;НС Банк;3124;Москва и обл.;41 269 833,00;41 247 398,00;22 435,00;0,05
108;-2;Примсоцбанк;2733;Приморский край;39 533 766,00;39 370 513,00;163 253,00;0,41
109;15;Меткомбанк (Череповец);901;Вологодская обл.;39 447 453,00;33 690 975,00;5 756 478,00;17,09
110;-3;Сетелем Банк;2168;Москва и обл.;39 059 823,00;38 550 468,00;509 355,00;1,32
111;-3;Челябинвестбанк;493;Челябинская обл.;38 508 725,00;37 974 729,00;533 996,00;1,41
112;-3;Смоленский Банк;2029;Смоленская обл.;38 270 775,00;37 772 427,00;498 348,00;1,32
113;2;Экспобанк;2998;Москва и обл.;37 567 845,00;35 563 295,00;2 004 550,00;5,64
114;8;Банк Кредит Свисс;2494;Москва и обл.;37 379 807,00;34 160 198,00;3 219 609,00;9,43
115;-3;Левобережный;1343;Новосибирская обл.;37 306 310,00;36 878 722,00;427 588,00;1,16
116;-5;Фора-Банк;1885;Москва и обл.;36 662 997,00;36 991 674,00;-328 677,00;-0,89
117;6;БФГ-Кредит;3068;Москва и обл.;36 397 195,00;34 087 782,00;2 309 413,00;6,77
118;-5;Челиндбанк;485;Челябинская обл.;36 373 193,00;36 494 403,00;-121 210,00;-0,33
119;24;Югра;880;Тюменская обл.;36 363 715,00;27 308 316,00;9 055 399,00;33,16
120;-2;Первый Республиканский Банк;1730;Москва и обл.;36 261 555,00;35 283 089,00;978 466,00;2,77
121;-2;СДМ-Банк;1637;Москва и обл.;36 115 691,00;35 124 441,00;991 250,00;2,82
122;-2;Интерпромбанк;3266;Москва и обл.;35 813 714,00;34 558 566,00;1 255 148,00;3,63
123;-2;Крайинвестбанк;3360;Краснодарский край;35 264 917,00;34 305 978,00;958 939,00;2,80
124;-7;Кольцо Урала;65;Свердловская обл.;35 128 294,00;35 451 478,00;-323 184,00;-0,91
125;-9;Саровбизнесбанк;2048;Нижегородская обл.;34 894 284,00;35 463 716,00;-569 432,00;-1,61
126;-1;Банк «Советский»;558;Санкт-Петербург и обл.;34 200 678,00;33 390 563,00;810 115,00;2,43
127;2;РосинтерБанк;226;Москва и обл.;32 708 101,00;31 461 675,00;1 246 426,00;3,96
128;-2;Русский Международный Банк;3123;Москва и обл.;31 685 029,00;32 054 398,00;-369 369,00;-1,15
129;4;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Москва и обл.;31 322 907,00;30 712 923,00;609 984,00;1,99
130;-3;Росэнергобанк;2211;Москва и обл.;31 221 577,00;31 914 795,00;-693 218,00;-2,17
131;-3;Кедр;1574;Москва и обл.;30 800 686,00;31 554 287,00;-753 601,00;-2,39
132;-1;Банк АВБ;23;Самарская обл.;30 641 131,00;31 030 964,00;-389 833,00;-1,26
133;-1;Газбанк;2316;Самарская обл.;30 534 867,00;30 958 644,00;-423 777,00;-1,37
134;8;Банк Проектного Финансирования;1677;Москва и обл.;30 509 327,00;27 732 624,00;2 776 703,00;10,01
135;-5;АМБ Банк;3036;Москва и обл.;30 412 427,00;31 407 700,00;-995 273,00;-3,17
136;0;МБА-Москва;3395;Москва и обл.;30 375 822,00;29 175 040,00;1 200 782,00;4,12
137;0;Пушкино;391;Москва и обл.;30 047 064,00;28 982 585,00;1 064 479,00;3,67
138;-4;Дальневосточный Банк;843;Приморский край;30 016 845,00;29 338 123,00;678 722,00;2,31
139;-1;Агропромкредит;2880;Москва и обл.;29 820 693,00;28 736 631,00;1 084 062,00;3,77
140;-5;Интерпрогрессбанк;600;Москва и обл.;29 786 862,00;29 185 089,00;601 773,00;2,06
141;3;Мой Банк;2939;Москва и обл.;28 617 377,00;26 973 480,00;1 643 897,00;6,09
142;-1;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;28 565 593,00;28 172 922,00;392 671,00;1,39
143;-3;Севергазбанк;2816;Вологодская обл.;27 888 375,00;28 175 021,00;-286 646,00;-1,02
144;-5;Липецккомбанк;1242;Липецкая обл.;27 515 432,00;28 517 251,00;-1 001 819,00;-3,51
145;4;Образование;1521;Москва и обл.;27 019 066,00;26 170 354,00;848 712,00;3,24
146;12;М2М Прайвет Банк;1414;Москва и обл.;27 006 472,00;24 725 287,00;2 281 185,00;9,23
147;-1;БыстроБанк;1745;Удмуртия;26 729 779,00;26 349 650,00;380 129,00;1,44
148;-1;Акибанк;2587;Татарстан;26 570 581,00;26 293 335,00;277 246,00;1,05
149;2;Мосстройэкономбанк (М Банк);948;Москва и обл.;26 105 294,00;25 684 332,00;420 962,00;1,64
150;0;Национальный Резервный Банк;2170;Москва и обл.;25 664 301,00;25 873 269,00;-208 968,00;-0,81
151;-3;Натиксис Банк;3390;Москва и обл.;25 556 394,00;26 291 781,00;-735 387,00;-2,80
152;11;Финпромбанк (ФПБ Банк);2157;Москва и обл.;25 364 444,00;23 115 219,00;2 249 225,00;9,73
153;0;Европейский Трастовый Банк;2968;Москва и обл.;25 186 149,00;25 246 656,00;-60 507,00;-0,24
154;2;Русстройбанк;3205;Москва и обл.;25 005 946,00;24 840 185,00;165 761,00;0,67
155;2;Девон-Кредит;1972;Татарстан;24 979 578,00;24 771 309,00;208 269,00;0,84
156;-4;Солидарность;554;Самарская обл.;24 935 388,00;25 492 223,00;-556 835,00;-2,18
157;-12;Кредит Урал Банк;2584;Челябинская обл.;24 659 007,00;26 442 072,00;-1 783 065,00;-6,74
158;1;БМВ Банк;3482;Москва и обл.;24 491 914,00;24 431 091,00;60 823,00;0,25
159;2;ПЧРБ Банк;3291;Москва и обл.;24 447 342,00;23 874 215,00;573 127,00;2,40
160;-6;Аверс;415;Татарстан;24 290 205,00;24 865 988,00;-575 783,00;-2,32
161;-6;Стройкредит;18;Москва и обл.;23 803 307,00;24 857 190,00;-1 053 883,00;-4,24
162;2;ББР Банк;2929;Москва и обл.;23 678 948,00;22 893 173,00;785 775,00;3,43
163;-3;Приморье;3001;Приморский край;23 641 551,00;24 261 293,00;-619 742,00;-2,55
164;1;Модульбанк;1927;Костромская обл.;23 341 011,00;22 884 883,00;456 128,00;1,99
165;14;Западный;2598;Москва и обл.;23 296 116,00;19 829 342,00;3 466 774,00;17,48
166;2;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;22 962 374,00;22 382 957,00;579 417,00;2,59
167;-1;Москоммерцбанк;3365;Москва и обл.;22 262 453,00;22 565 452,00;-302 999,00;-1,34
168;-1;ГПБ-Ипотека;2403;Москва и обл.;22 177 244,00;22 513 661,00;-336 417,00;-1,49
169;0;Урал ФД;249;Пермская обл.;22 074 282,00;22 177 631,00;-103 349,00;-0,47
170;-8;Военно-Промышленный Банк;3065;Москва и обл.;21 802 585,00;23 423 927,00;-1 621 342,00;-6,92
171;1;С банк;2581;Москва и обл.;21 208 324,00;20 752 472,00;455 852,00;2,20
172;-2;Альта-Банк;2269;Москва и обл.;20 913 741,00;21 328 874,00;-415 133,00;-1,95
173;1;Тимер Банк;1581;Татарстан;20 869 515,00;20 459 805,00;409 710,00;2,00
174;-3;ФИА-Банк;2542;Самарская обл.;20 693 210,00;20 852 157,00;-158 947,00;-0,76
175;1;Огни Москвы;2328;Москва и обл.;20 406 221,00;20 223 800,00;182 421,00;0,90
176;1;Пойдем!;2534;Москва и обл.;20 320 868,00;20 140 217,00;180 651,00;0,90
177;-2;Спурт Банк;2207;Татарстан;20 301 596,00;20 247 161,00;54 435,00;0,27
178;6;Мерседес-Бенц Банк Рус;3473;Москва и обл.;20 031 577,00;18 799 846,00;1 231 731,00;6,55
179;22;Транспортный;3174;Москва и обл.;19 948 761,00;17 124 628,00;2 824 133,00;16,49
180;-7;Интехбанк;2705;Татарстан;19 791 077,00;20 617 048,00;-825 971,00;-4,01
181;0;Балтика;967;Санкт-Петербург и обл.;19 748 178,00;19 540 379,00;207 799,00;1,06
182;1;Фольксваген Банк Рус;3500;Москва и обл.;19 747 910,00;18 843 121,00;904 789,00;4,80
183;-3;Легион;3117;Москва и обл.;19 394 102,00;19 590 151,00;-196 049,00;-1,00
184;12;Алеф-Банк;2119;Москва и обл.;19 312 553,00;17 400 256,00;1 912 297,00;10,99
185;1;Ланта-Банк;1920;Москва и обл.;18 943 801,00;18 583 402,00;360 399,00;1,94
186;1;АктивКапитал Банк;3006;Самарская обл.;18 905 976,00;18 529 478,00;376 498,00;2,03
187;1;Уралтрансбанк;812;Свердловская обл.;18 813 024,00;18 510 871,00;302 153,00;1,63
188;2;Фининвест;671;Санкт-Петербург и обл.;18 658 582,00;17 965 661,00;692 921,00;3,86
189;-4;Алмазэргиэнбанк;2602;Саха (Якутия);18 025 919,00;18 679 759,00;-653 840,00;-3,50
190;4;Норвик Банк;902;Кировская обл.;17 936 128,00;17 513 107,00;423 021,00;2,42
191;4;Инвесткапиталбанк;2377;Башкортостан;17 846 339,00;17 473 498,00;372 841,00;2,13
192;0;Первомайский;518;Краснодарский край;17 804 189,00;17 576 807,00;227 382,00;1,29
193;0;Эллипс Банк;1950;Нижегородская обл.;17 503 942,00;17 515 935,00;-11 993,00;-0,07
194;-5;Энергобанк;67;Татарстан;17 503 510,00;17 986 309,00;-482 799,00;-2,68
195;4;Газэнергобанк;3252;Калужская обл.;17 410 139,00;17 253 809,00;156 330,00;0,91
196;2;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;17 301 411,00;17 332 372,00;-30 961,00;-0,18
197;9;Гута-Банк;256;Москва и обл.;16 803 770,00;16 323 653,00;480 117,00;2,94
198;7;НБД-Банк;1966;Нижегородская обл.;16 459 375,00;16 336 854,00;122 521,00;0,75
199;10;Курскпромбанк;735;Курская обл.;16 448 814,00;16 134 870,00;313 944,00;1,95
200;-3;Форштадт;2208;Оренбургская обл.;16 339 248,00;17 333 244,00;-993 996,00;-5,73
201;-10;Развитие-Столица;3013;Москва и обл.;16 324 082,00;17 654 324,00;-1 330 242,00;-7,53
202;11;СтарБанк;548;Москва и обл.;16 261 146,00;15 675 799,00;585 347,00;3,73
203;-3;Тольяттихимбанк;2507;Самарская обл.;16 242 656,00;17 140 933,00;-898 277,00;-5,24
204;7;Держава;2738;Москва и обл.;16 183 690,00;16 106 900,00;76 790,00;0,48
205;24;АйСиБиСи Банк;3475;Москва и обл.;15 877 693,00;13 949 209,00;1 928 484,00;13,83
206;1;Новокузнецкий Муниципальный Банк;2865;Кемеровская обл.;15 799 140,00;16 159 714,00;-360 574,00;-2,23
207;3;Морской Банк;77;Москва и обл.;15 703 940,00;16 133 103,00;-429 163,00;-2,66
208;-30;МАСТ-Банк;3267;Москва и обл.;15 663 317,00;19 870 349,00;-4 207 032,00;-21,17
209;-7;Платежный Центр;3166;Новосибирская обл.;15 660 527,00;16 615 228,00;-954 701,00;-5,75
210;12;Транснациональный Банк;2108;Москва и обл.;15 570 644,00;14 507 083,00;1 063 561,00;7,33
211;6;Гаранти Банк — Москва;3275;Москва и обл.;15 433 708,00;14 899 407,00;534 301,00;3,59
212;3;ВУЗ-Банк;1557;Свердловская обл.;15 423 142,00;15 611 161,00;-188 019,00;-1,20
213;5;Расчетно-Кредитный Банк;103;Москва и обл.;15 391 240,00;14 885 447,00;505 793,00;3,40
214;-6;Энерготрансбанк;1307;Калининградская обл.;15 366 439,00;16 147 584,00;-781 145,00;-4,84
215;-3;Энергомашбанк;52;Санкт-Петербург и обл.;15 315 169,00;15 896 680,00;-581 511,00;-3,66
216;10;Интрастбанк;3144;Москва и обл.;15 294 384,00;14 124 028,00;1 170 356,00;8,29
217;-3;Банк Финсервис;3388;Москва и обл.;15 272 589,00;15 621 275,00;-348 686,00;-2,23
218;2;РосДорБанк;1573;Москва и обл.;14 997 851,00;14 547 295,00;450 556,00;3,10
219;-16;БКС Банк;101;Новосибирская обл.;14 697 834,00;16 483 260,00;-1 785 426,00;-10,83
220;-1;ТЭМБР-Банк;2764;Москва и обл.;14 599 972,00;14 598 508,00;1 464,00;0,01
221;2;АйМаниБанк;1975;Москва и обл.;14 517 101,00;14 430 446,00;86 655,00;0,60
222;-18;Национальная Факторинговая Компания;3437;Москва и обл.;14 446 027,00;16 414 974,00;-1 968 947,00;-11,99
223;1;Александровский;53;Санкт-Петербург и обл.;14 310 109,00;14 399 634,00;-89 525,00;-0,62
224;7;Хлынов;254;Кировская обл.;14 309 857,00;13 800 950,00;508 907,00;3,69
225;2;Московское Ипотечное Агентство;3344;Москва и обл.;14 258 947,00;14 114 771,00;144 176,00;1,02
226;-1;Банк ПСА Финанс Рус;3481;Москва и обл.;14 048 465,00;14 241 699,00;-193 234,00;-1,36
227;5;Квантмобайл Банк;1189;Омская обл.;14 007 361,00;13 604 719,00;402 642,00;2,96
228;6;Гранд Инвест Банк;3053;Москва и обл.;13 849 188,00;13 440 136,00;409 052,00;3,04
229;4;Рублев;3098;Москва и обл.;13 744 555,00;13 454 825,00;289 730,00;2,15
230;0;Национальный Банк Развития Бизнеса;2795;Москва и обл.;13 695 269,00;13 917 309,00;-222 040,00;-1,60
231;5;Центркомбанк;2983;Москва и обл.;13 692 290,00;12 644 456,00;1 047 834,00;8,29
232;39;Почта Банк;650;Москва и обл.;13 668 781,00;10 310 590,00;3 358 191,00;32,57
233;2;СИАБ;3245;Санкт-Петербург и обл.;13 392 360,00;13 356 903,00;35 457,00;0,27
234;-6;Сведбанк;3064;Москва и обл.;13 309 087,00;13 972 906,00;-663 819,00;-4,75
235;-19;Аресбанк;2914;Москва и обл.;13 179 110,00;15 359 618,00;-2 180 508,00;-14,20
236;3;Банк Расчетов и Сбережений;2617;Москва и обл.;13 101 918,00;12 493 506,00;608 412,00;4,87
237;-16;Нацинвестпромбанк;3077;Москва и обл.;12 939 451,00;14 540 676,00;-1 601 225,00;-11,01
238;5;Банк Город;2644;Москва и обл.;12 930 667,00;12 117 464,00;813 203,00;6,71
239;1;Денизбанк Москва;3330;Москва и обл.;12 746 844,00;12 424 124,00;322 720,00;2,60
240;18;Монолит;1967;Москва и обл.;12 519 070,00;11 086 609,00;1 432 461,00;12,92
241;-3;Банк24.ру;2227;Свердловская обл.;12 504 292,00;12 513 414,00;-9 122,00;-0,07
242;2;Миллениум Банк;3423;Москва и обл.;12 401 822,00;11 958 127,00;443 695,00;3,71
243;-6;НК Банк;2755;Москва и обл.;12 315 735,00;12 546 051,00;-230 316,00;-1,84
244;2;Метробанк;2548;Москва и обл.;12 034 761,00;11 544 099,00;490 662,00;4,25
245;16;Европейский;1616;Калининградская обл.;12 021 149,00;10 818 244,00;1 202 905,00;11,12
246;1;Солидарность (Москва);1555;Москва и обл.;11 944 194,00;11 523 988,00;420 206,00;3,65
247;4;Банк Акцепт;567;Новосибирская обл.;11 899 893,00;11 409 387,00;490 506,00;4,30
248;-3;БайкалБанк;2632;Бурятия;11 795 253,00;11 792 437,00;2 816,00;0,02
249;416;Расчетная Палата РТС;3335;Москва и обл.;11 529 631,00;1 380 719,00;10 148 912,00;735,05
250;-2;Русский Ипотечный Банк;1968;Москва и обл.;11 434 693,00;11 504 246,00;-69 553,00;-0,60
251;6;РусЮгбанк;2093;Волгоградская обл.;11 239 373,00;11 135 060,00;104 313,00;0,94
252;11;Банк Оренбург;3269;Оренбургская обл.;11 209 185,00;10 692 318,00;516 867,00;4,83
253;13;Русский Земельный Банк;2810;Москва и обл.;11 196 979,00;10 518 848,00;678 131,00;6,45
254;0;Экономбанк;1319;Саратовская обл.;11 195 199,00;11 230 350,00;-35 151,00;-0,31
255;-5;Прио-Внешторгбанк;212;Рязанская обл.;11 184 412,00;11 448 874,00;-264 462,00;-2,31
256;4;Социнвестбанк;1132;Башкортостан;11 028 550,00;10 822 535,00;206 015,00;1,90
257;7;ОФК Банк;2270;Москва и обл.;11 017 486,00;10 668 315,00;349 171,00;3,27
258;4;Росавтобанк;2767;Москва и обл.;10 997 208,00;10 815 544,00;181 664,00;1,68
259;-7;Адмиралтейский;3054;Москва и обл.;10 878 430,00;11 297 841,00;-419 411,00;-3,71
260;54;Ю Би Эс Банк;3463;Москва и обл.;10 866 030,00;7 830 856,00;3 035 174,00;38,76
