Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Апрель, 2011, тыс. рублей;Март, 2011, тыс. рублей;Изменение, тыс. рублей;Изменение, %
805;4;Идеалбанк;3491;Москва и обл.;569 260,00;562 555,00;6 705,00;1,19
806;-4;Народный Банк;2249;Карачаево-Черкесия;566 334,00;589 208,00;-22 874,00;-3,88
807;12;Классик Эконом Банк;3298;Северная Осетия — Алания;565 842,00;532 018,00;33 824,00;6,36
808;23;РУБанк;2813;Ростовская обл.;563 269,00;502 964,00;60 305,00;11,99
809;-69;Межбанковский Расчетный Центр;3325;Приморский край;561 130,00;840 868,00;-279 738,00;-33,27
810;-7;Старый Кремль;2657;Москва и обл.;556 521,00;587 981,00;-31 460,00;-5,35
811;2;ИстКом-Финанс;3435;Москва и обл.;555 038,00;547 564,00;7 474,00;1,36
812;-30;ИСБ;3010;Москва и обл.;551 352,00;680 610,00;-129 258,00;-18,99
813;3;Вакобанк;1291;Псковская обл.;550 190,00;543 301,00;6 889,00;1,27
814;10;Индустриальный Сберегательный Банк;3175;Москва и обл.;546 157,00;522 087,00;24 070,00;4,61
815;25;Прокоммерцбанк;2996;Москва и обл.;545 620,00;467 503,00;78 117,00;16,71
816;-12;Взаимодействие;1704;Новосибирская обл.;544 709,00;584 478,00;-39 769,00;-6,80
817;4;НСТ-Банк;1738;Оренбургская обл.;534 370,00;529 123,00;5 247,00;0,99
818;-18;Кодекс;2746;Москва и обл.;532 959,00;594 756,00;-61 797,00;-10,39
819;17;Инвестиционный Республиканский Банк;2571;Москва и обл.;532 844,00;486 952,00;45 892,00;9,42
820;0;Кутузовский;3190;Москва и обл.;529 805,00;529 790,00;15,00;0,00
821;-20;Тревел Банк;531;Москва и обл.;528 480,00;594 475,00;-65 995,00;-11,10
822;3;Стар Альянс;3433;Москва и обл.;527 606,00;518 594,00;9 012,00;1,74
823;-12;Востокбизнесбанк;1342;Приморский край;525 370,00;557 217,00;-31 847,00;-5,72
824;-2;Ауэрбанк;3105;Москва и обл.;520 066,00;524 088,00;-4 022,00;-0,77
825;7;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;517 323,00;500 998,00;16 325,00;3,26
826;-12;Банк ВВБ;1093;Ярославская обл.;515 594,00;545 994,00;-30 400,00;-5,57
827;7;Южный Региональный Банк;3015;Ростовская обл.;514 280,00;496 665,00;17 615,00;3,55
828;-13;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;514 215,00;543 630,00;-29 415,00;-5,41
829;-23;Ресурс-Траст;3122;Москва и обл.;512 549,00;577 821,00;-65 272,00;-11,30
830;5;Ростфинанс;481;Ростовская обл.;502 399,00;487 355,00;15 044,00;3,09
831;38;Сетевая Расчетная Палата;3332;Татарстан;500 829,00;383 805,00;117 024,00;30,49
832;-6;Сунжа;2023;Ингушетия;496 212,00;511 638,00;-15 426,00;-3,02
833;40;Си Ди Би Банк;3339;Краснодарский край;491 148,00;364 391,00;126 757,00;34,79
834;8;Рапида;3371;Москва и обл.;486 236,00;455 598,00;30 638,00;6,72
835;9;Акция;927;Ивановская обл.;486 070,00;453 180,00;32 890,00;7,26
836;12;Трансинвестбанк;3238;Москва и обл.;476 028,00;433 993,00;42 035,00;9,69
837;-10;Кубаньторгбанк;478;Краснодарский край;473 732,00;511 033,00;-37 301,00;-7,30
838;-8;Геобанк;2027;Москва и обл.;471 679,00;503 820,00;-32 141,00;-6,38
839;-2;Миръ;3089;Москва и обл.;470 259,00;479 165,00;-8 906,00;-1,86
840;5;Плато-Банк;2071;Свердловская обл.;466 068,00;451 590,00;14 478,00;3,21
841;5;Расчетный Дом;3350;Москва и обл.;466 059,00;446 192,00;19 867,00;4,45
842;-75;Элекснет;3314;Москва и обл.;455 348,00;740 106,00;-284 758,00;-38,48
843;16;ФинТех;3499;Москва и обл.;448 411,00;406 919,00;41 492,00;10,20
844;-6;Дагестан;543;Дагестан;447 465,00;478 621,00;-31 156,00;-6,51
845;-2;НКБ;2942;Калмыкия;442 232,00;454 184,00;-11 952,00;-2,63
846;-7;Паритет;1860;Москва и обл.;436 964,00;476 079,00;-39 115,00;-8,22
847;13;Региональный Коммерческий Банк;836;Ульяновская обл.;436 956,00;406 354,00;30 602,00;7,53
848;2;Анталбанк;3115;Москва и обл.;433 958,00;432 862,00;1 096,00;0,25
849;12;Банк Развития Бизнеса;1910;Кемеровская обл.;422 874,00;405 591,00;17 283,00;4,26
850;24;Удмуртинвестстройбанк;2447;Удмуртия;419 405,00;362 870,00;56 535,00;15,58
851;6;Принтбанк;546;Москва и обл.;418 141,00;410 638,00;7 503,00;1,83
852;29;Идея Банк;430;Краснодарский край;417 961,00;353 324,00;64 637,00;18,29
853;-2;ИР-Кредит;1724;Москва и обл.;414 850,00;429 535,00;-14 685,00;-3,42
854;0;Надежность;2425;Курганская обл.;411 253,00;422 243,00;-10 990,00;-2,60
855;77;Вайлдберриз Банк;841;Адыгея;409 308,00;236 515,00;172 793,00;73,06
856;-4;Евросиб Банк;594;Псковская обл.;408 998,00;429 018,00;-20 020,00;-4,67
857;-1;Вятич;2796;Рязанская обл.;408 149,00;417 594,00;-9 445,00;-2,26
858;-5;Имбанк;2098;Дагестан;401 298,00;422 720,00;-21 422,00;-5,07
859;9;Анджибанк;570;Дагестан;398 713,00;385 986,00;12 727,00;3,30
860;10;Техноком;2614;Москва и обл.;393 618,00;381 185,00;12 433,00;3,26
861;10;Дружба;990;Тюменская обл.;387 704,00;369 495,00;18 209,00;4,93
862;4;Максимум;466;Ростовская обл.;385 450,00;390 693,00;-5 243,00;-1,34
863;-16;Платежный Сервисный Банк;1943;Башкортостан;384 827,00;441 669,00;-56 842,00;-12,87
864;-9;Алданзолотобанк;854;Саха (Якутия);382 542,00;420 761,00;-38 219,00;-9,08
865;23;Далта-Банк;142;Приморский край;381 685,00;328 050,00;53 635,00;16,35
866;-4;Народный Инвестиционный Банк;2876;Самарская обл.;374 785,00;395 989,00;-21 204,00;-5,35
867;87;Евроинвест;3383;Москва и обл.;372 754,00;177 311,00;195 443,00;110,23
868;-4;РИТЦ Банк;2677;Москва и обл.;369 845,00;392 157,00;-22 312,00;-5,69
869;10;Природа;3399;Москва и обл.;364 975,00;355 340,00;9 635,00;2,71
870;32;Еврорасчет;3498;Москва и обл.;363 974,00;302 680,00;61 294,00;20,25
871;-13;Платежи и Расчеты;3324;Самарская обл.;361 635,00;407 799,00;-46 164,00;-11,32
872;-7;Промсвязьинвест;2761;Дагестан;359 551,00;391 421,00;-31 870,00;-8,14
873;56;Российская Финансовая Корпорация;3099;Москва и обл.;358 283,00;242 208,00;116 075,00;47,92
874;18;Русский Финансовый Альянс;2035;Москва и обл.;358 214,00;314 571,00;43 643,00;13,87
875;7;Заубер Банк;1614;Карачаево-Черкесия;358 063,00;350 827,00;7 236,00;2,06
876;23;Соверен Банк;3206;Татарстан;357 999,00;306 719,00;51 280,00;16,72
877;7;Таурус Банк;655;Челябинская обл.;354 913,00;337 064,00;17 849,00;5,30
878;-49;Мурманский Расчетный Центр;3341;Мурманская обл.;354 016,00;505 931,00;-151 915,00;-30,03
879;-1;Ипозембанк;3026;Самарская обл.;352 730,00;357 483,00;-4 753,00;-1,33
880;3;Кредпромбанк;1165;Ярославская обл.;351 124,00;343 257,00;7 867,00;2,29
881;-6;Сибирский Энергетический Банк;2604;Москва и обл.;349 580,00;360 275,00;-10 695,00;-2,97
882;36;Леноблбанк;1003;Санкт-Петербург и обл.;348 455,00;271 421,00;77 034,00;28,38
883;47;МВС Банк;2407;Дагестан;344 341,00;241 244,00;103 097,00;42,74
884;16;Махачкалинский Городской Муниципальный Банк;3192;Дагестан;337 388,00;304 936,00;32 452,00;10,64
885;16;Объединенный Национальный Банк;2074;Москва и обл.;333 498,00;304 097,00;29 401,00;9,67
886;27;Линк-Банк;2699;Москва и обл.;333 452,00;278 556,00;54 896,00;19,71
887;3;Внешфинбанк;3173;Дагестан;329 095,00;322 325,00;6 770,00;2,10
888;-12;Конгресс-Банк;2330;Москва и обл.;326 675,00;358 417,00;-31 742,00;-8,86
889;-22;Холдинвестбанк;2837;Москва и обл.;322 022,00;386 815,00;-64 793,00;-16,75
890;7;Европейский Индустриальный Банк;2503;Москва и обл.;320 627,00;307 999,00;12 628,00;4,10
891;7;Майский;1673;Кабардино-Балкария;318 674,00;307 038,00;11 636,00;3,79
892;-59;Газтрансбанк;665;Адыгея;317 649,00;499 265,00;-181 616,00;-36,38
893;-30;АлтайБизнес-Банк;2388;Алтайский край;317 400,00;395 638,00;-78 238,00;-19,78
894;-53;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;316 214,00;457 269,00;-141 055,00;-30,85
895;17;Энтузиастбанк;3048;Москва и обл.;315 916,00;280 846,00;35 070,00;12,49
896;-2;Онлайн Банк;2462;Москва и обл.;313 410,00;309 834,00;3 576,00;1,15
897;-17;Народный Банк Тувы;1309;Тыва;310 407,00;353 634,00;-43 227,00;-12,22
898;-11;АвтоКредитБанк;1973;Татарстан;308 807,00;328 950,00;-20 143,00;-6,12
899;5;Кредо Финанс;793;Дагестан;307 128,00;299 033,00;8 095,00;2,71
900;9;Церих;3278;Орловская обл.;305 786,00;283 459,00;22 327,00;7,88
901;-24;Гефест;1046;Тверская обл.;304 243,00;358 159,00;-53 916,00;-15,05
902;1;Камский Горизонт;2554;Татарстан;303 750,00;299 758,00;3 992,00;1,33
903;-14;Логос;3233;Москва и обл.;302 183,00;323 103,00;-20 920,00;-6,47
904;-18;Банк РСИ;3415;Москва и обл.;302 169,00;330 529,00;-28 360,00;-8,58
905;10;Тальменка-Банк;826;Алтайский край;301 672,00;276 916,00;24 756,00;8,94
906;-13;Азия Банк;3183;Москва и обл.;300 226,00;313 372,00;-13 146,00;-4,20
907;-16;Международный Торгово-Промышленный Банк;1203;Тверская обл.;298 368,00;320 312,00;-21 944,00;-6,85
908;12;Новый Коммерческий Банк;347;Дагестан;294 634,00;264 646,00;29 988,00;11,33
909;-37;Народный Земельно-Промышленный Банк;2873;Алтайский край;294 465,00;368 788,00;-74 323,00;-20,15
910;-5;ЭнергоБизнес;3485;Москва и обл.;289 378,00;298 120,00;-8 742,00;-2,93
911;0;Терра;3476;Москва и обл.;286 254,00;281 315,00;4 939,00;1,76
912;-6;Дорис Банк;1679;Москва и обл.;284 350,00;295 819,00;-11 469,00;-3,88
913;-3;Универсалтраст;3402;Москва и обл.;275 303,00;281 366,00;-6 063,00;-2,15
914;5;Информпрогресс;2166;Москва и обл.;273 094,00;269 972,00;3 122,00;1,16
915;2;Кошелев-Банк;3300;Нижегородская обл.;272 288,00;271 561,00;727,00;0,27
916;12;Айви Банк;2055;Москва и обл.;269 723,00;247 382,00;22 341,00;9,03
917;5;Еврокапитал-Альянс;2672;Дагестан;266 845,00;257 751,00;9 094,00;3,53
918;22;ПрестижКредитБанк;2922;Дагестан;263 542,00;213 929,00;49 613,00;23,19
919;-23;КБЦ;914;Тверская обл.;260 993,00;308 044,00;-47 051,00;-15,27
920;17;Регнум;3373;Москва и обл.;258 715,00;222 509,00;36 206,00;16,27
921;20;Городской Расчетный Центр;3346;Курганская обл.;256 243,00;213 741,00;42 502,00;19,88
922;5;Международный Строительный Банк;3484;Москва и обл.;255 844,00;251 360,00;4 484,00;1,78
923;0;Лидер;3304;Москва и обл.;253 675,00;255 946,00;-2 271,00;-0,89
924;-3;Континенталь;3184;Дагестан;252 737,00;259 021,00;-6 284,00;-2,43
925;0;ЮМК Банк;3495;Краснодарский край;252 150,00;251 773,00;377,00;0,15
926;-31;Басманный;2158;Москва и обл.;251 321,00;309 601,00;-58 280,00;-18,82
927;-11;Альтернатива;3452;Москва и обл.;249 135,00;274 845,00;-25 710,00;-9,35
928;3;Фреско Банк;1415;Ярославская обл.;234 947,00;236 797,00;-1 850,00;-0,78
929;4;Воронеж;654;Воронежская обл.;234 591,00;234 186,00;405,00;0,17
930;-23;Региональный Корпоративный Банк;1134;Ивановская обл.;232 660,00;290 795,00;-58 135,00;-19,99
931;3;Интеррасчет;1618;Карачаево-Черкесия;229 116,00;228 139,00;977,00;0,43
932;-47;Невастройинвест;1926;Санкт-Петербург и обл.;227 876,00;334 474,00;-106 598,00;-31,87
933;3;Центральная Расчетная Палата;3313;Москва и обл.;223 706,00;224 803,00;-1 097,00;-0,49
934;1;Женская Микрофинансовая Cеть;3458;Москва и обл.;219 634,00;227 886,00;-8 252,00;-3,62
935;12;Европейский Стандарт;3200;Кабардино-Балкария;218 141,00;202 513,00;15 628,00;7,72
936;6;Евросоюз;3411;Москва и обл.;217 243,00;213 520,00;3 723,00;1,74
937;52;Межрегиональный центр микрокредитования;3489;Воронежская обл.;217 196,00;24 363,00;192 833,00;791,50
938;0;Континент Финанс;149;Калужская обл.;217 063,00;215 740,00;1 323,00;0,61
939;-25;АББ;2937;Москва и обл.;216 769,00;277 092,00;-60 323,00;-21,77
940;4;ТЭСТ;3440;Москва и обл.;215 064,00;206 350,00;8 714,00;4,22
941;-15;Межрегиональный Банк Реконструкции;2620;Москва и обл.;211 496,00;251 684,00;-40 188,00;-15,97
942;1;1Банк;2896;Северная Осетия — Алания;210 567,00;213 130,00;-2 563,00;-1,20
943;-4;Таганрогбанк;3136;Ростовская обл.;210 300,00;214 551,00;-4 251,00;-1,98
944;-20;Дербент-Кредит;2090;Дагестан;209 673,00;252 494,00;-42 821,00;-16,96
945;1;Строительно-Коммерческий Банк;3050;Архангельская обл.;207 010,00;202 676,00;4 334,00;2,14
946;10;Тайдон;2085;Кемеровская обл.;197 835,00;162 176,00;35 659,00;21,99
947;-2;Эно;1988;Дагестан;197 681,00;204 690,00;-7 009,00;-3,42
948;0;Столичная расчетная палата;3419;Вологодская обл.;196 352,00;195 600,00;752,00;0,38
949;22;Платежный Клиринговый Дом;3343;Москва и обл.;192 925,00;116 226,00;76 699,00;65,99
951;0;Рента-Банк;3095;Москва и обл.;190 982,00;184 400,00;6 582,00;3,57
952;-2;Межбанковский Кредитный Союз;3242;Москва и обл.;190 020,00;186 117,00;3 903,00;2,10
953;-1;ГРиС-Банк;1928;Ставропольский край;187 008,00;183 276,00;3 732,00;2,04
954;-1;Лэнд Кредит;1478;Москва и обл.;179 264,00;177 508,00;1 756,00;0,99
955;0;Инстройбанк;2743;Москва и обл.;169 135,00;176 830,00;-7 695,00;-4,35
956;4;Нафтабанк;715;Дагестан;162 195,00;144 193,00;18 002,00;12,48
957;2;КредитАльянс;3472;Вологодская обл.;160 304,00;149 362,00;10 942,00;7,33
958;0;Дальний Восток;3318;Тульская обл.;154 766,00;156 295,00;-1 529,00;-0,98
959;5;Капиталбанк;2547;Ростовская обл.;154 489,00;132 647,00;21 842,00;16,47
960;7;Каспий;639;Дагестан;149 020,00;127 949,00;21 071,00;16,47
961;5;К2 Банк;2851;Дагестан;146 991,00;128 148,00;18 843,00;14,70
962;-13;Алжан;2491;Дагестан;146 983,00;192 284,00;-45 301,00;-23,56
963;-1;Зеленокумская;1239;Ставропольский край;145 192,00;140 316,00;4 876,00;3,48
964;13;Объединенная Расчетная Палата;3451;Москва и обл.;142 820,00;103 368,00;39 452,00;38,17
965;-4;Банк Фридом Финанс;1143;Сахалинская обл.;134 825,00;143 677,00;-8 852,00;-6,16
966;-9;Бизнесбанк;2862;Дагестан;131 852,00;157 276,00;-25 424,00;-16,17
967;2;Первый Депозитный Банк;1244;Тверская обл.;127 250,00;125 088,00;2 162,00;1,73
968;0;Расчетный Банковский Центр;3487;Москва и обл.;123 144,00;126 150,00;-3 006,00;-2,38
969;4;Красноярский Краевой Расчетный Центр;3483;Красноярский край;120 667,00;109 639,00;11 028,00;10,06
970;0;Рунэтбанк;2829;Москва и обл.;117 055,00;120 272,00;-3 217,00;-2,67
971;7;Мигом;3323;Москва и обл.;115 411,00;100 938,00;14 473,00;14,34
972;3;Майма;1037;Республика Алтай;106 175,00;108 831,00;-2 656,00;-2,44
973;3;Умут;2435;Дагестан;100 610,00;106 759,00;-6 149,00;-5,76
974;0;Финансовые Услуги;3496;Москва и обл.;100 414,00;108 863,00;-8 449,00;-7,76
975;-12;Уральская Расчетная Палата;3326;Москва и обл.;92 649,00;134 774,00;-42 125,00;-31,26
976;3;Транзит;2688;Дагестан;91 006,00;77 752,00;13 254,00;17,05
977;-5;Русское Финансовое Общество;3427;Москва и обл.;85 872,00;114 733,00;-28 861,00;-25,15
978;2;Национальная Расчетная Компания;3386;Москва и обл.;70 052,00;73 006,00;-2 954,00;-4,05
979;4;Единая Расчетная Палата;384;Москва и обл.;66 663,00;61 570,00;5 093,00;8,27
980;2;РИБ;2749;Москва и обл.;63 608,00;69 502,00;-5 894,00;-8,48
981;3;Вест;2605;Москва и обл.;51 506,00;52 920,00;-1 414,00;-2,67
982;-1;Тувакредит;1202;Тыва;49 810,00;72 185,00;-22 375,00;-31,00
983;3;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;38 971,00;31 635,00;7 336,00;23,19
984;1;Сулак;749;Дагестан;31 432,00;36 167,00;-4 735,00;-13,09
985;3;Инновационный Расчетный Центр;3447;Москва и обл.;27 144,00;29 227,00;-2 083,00;-7,13
986;1;Первый Земельный Расчетный Центр;3381;Курская обл.;25 398,00;30 582,00;-5 184,00;-16,95
987;3;Тор Кредит;3497;Москва и обл.;23 553,00;23 528,00;25,00;0,11
988;4;Депозитный Кредитный Дом;3474;Москва и обл.;17 681,00;17 771,00;-90,00;-0,51
989;2;Сибирский Расчетный Центр;3308;Новосибирская обл.;17 642,00;19 451,00;-1 809,00;-9,30
991;3;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;4 050,00;4 047,00;3,00;0,07
992;3;Межрегиональный Клиринговый Центр;3424;Москва и обл.;3 570,00;3 519,00;51,00;1,45
993;3;Международная Уральская Расчетная Палата;3322;Свердловская обл.;2 216,00;2 445,00;-229,00;-9,37
994;4;АРБ-Инкасс;3353;Москва и обл.;1 266,00;1 196,00;70,00;5,85
995;2;Финансово-Расчетный Центр;3319;Нижегородская обл.;1 147,00;1 223,00;-76,00;-6,21
