Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Апрель, 2011, тыс. рублей;Март, 2011, тыс. рублей;Изменение, тыс. рублей;Изменение, %
260;-57;Аресбанк;2914;Москва и обл.;7 158 883,00;10 115 314,00;-2 956 431,00;-29,23
261;-10;Национальный Банк Развития Бизнеса;2795;Москва и обл.;7 152 325,00;7 805 307,00;-652 982,00;-8,37
262;-22;Русьуниверсалбанк;3293;Москва и обл.;7 122 569,00;8 233 942,00;-1 111 373,00;-13,50
263;5;АктивКапитал Банк;3006;Самарская обл.;7 063 395,00;6 939 669,00;123 726,00;1,78
264;1;Ставропольпромстройбанк;1288;Ставропольский край;7 059 727,00;6 990 336,00;69 391,00;0,99
265;2;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 053 992,00;6 948 570,00;105 422,00;1,52
266;-4;Северная Казна;2083;Свердловская обл.;7 021 229,00;7 045 566,00;-24 337,00;-0,35
267;5;Волго-Камский Банк;282;Самарская обл.;6 998 606,00;6 731 968,00;266 638,00;3,96
268;-9;Нефтяной Альянс;2859;Москва и обл.;6 936 968,00;7 258 311,00;-321 343,00;-4,43
269;-8;Банк Премьер Кредит;1663;Коми;6 905 147,00;7 204 502,00;-299 355,00;-4,16
270;15;Пушкино;391;Москва и обл.;6 856 032,00;6 161 583,00;694 449,00;11,27
271;-5;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;6 851 395,00;6 978 308,00;-126 913,00;-1,82
272;11;Евромет;2902;Москва и обл.;6 803 402,00;6 181 874,00;621 528,00;10,05
273;5;АФ Банк;991;Башкортостан;6 779 055,00;6 419 232,00;359 823,00;5,61
274;2;БайкалБанк;2632;Бурятия;6 756 390,00;6 478 444,00;277 946,00;4,29
275;17;Банк Инноваций и Развития;2647;Москва и обл.;6 704 155,00;5 899 052,00;805 103,00;13,65
276;8;Рублев;3098;Москва и обл.;6 678 809,00;6 177 495,00;501 314,00;8,12
277;-14;Темпбанк;55;Москва и обл.;6 649 781,00;7 039 800,00;-390 019,00;-5,54
278;-9;Адмиралтейский;3054;Москва и обл.;6 633 250,00;6 859 182,00;-225 932,00;-3,29
279;-5;КС Банк;1752;Мордовия;6 611 104,00;6 625 940,00;-14 836,00;-0,22
280;-7;НОМОС-Банк-Сибирь;410;Новосибирская обл.;6 580 903,00;6 709 398,00;-128 495,00;-1,92
281;0;Банк Акцепт;567;Новосибирская обл.;6 386 033,00;6 290 222,00;95 811,00;1,52
282;72;Славия;2664;Москва и обл.;6 328 470,00;4 215 116,00;2 113 354,00;50,14
283;-4;Метробанк;2548;Москва и обл.;6 318 178,00;6 370 973,00;-52 795,00;-0,83
284;45;Генбанк;2490;Москва и обл.;6 267 044,00;4 830 515,00;1 436 529,00;29,74
285;5;Кредит-Москва;5;Москва и обл.;6 217 972,00;5 917 414,00;300 558,00;5,08
286;24;СИАБ;3245;Санкт-Петербург и обл.;6 197 349,00;5 438 171,00;759 178,00;13,96
287;-7;Русь;704;Оренбургская обл.;6 165 080,00;6 320 028,00;-154 948,00;-2,45
288;19;Банк Раунд;2506;Москва и обл.;6 123 711,00;5 509 431,00;614 280,00;11,15
289;-3;Белгородсоцбанк;760;Белгородская обл.;6 076 345,00;6 051 659,00;24 686,00;0,41
290;5;Унифин;2654;Москва и обл.;6 029 741,00;5 838 550,00;191 191,00;3,27
291;-3;Югра;880;Тюменская обл.;6 012 087,00;5 978 078,00;34 009,00;0,57
292;7;ОПМ-Банк;2734;Москва и обл.;6 011 380,00;5 786 541,00;224 839,00;3,89
293;11;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;6 003 851,00;5 543 745,00;460 106,00;8,30
294;9;ПИР Банк;2655;Москва и обл.;5 998 584,00;5 693 220,00;305 364,00;5,36
295;-43;Новый Московский Банк;2932;Москва и обл.;5 894 306,00;7 786 537,00;-1 892 231,00;-24,30
296;-5;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;5 816 239,00;5 906 560,00;-90 321,00;-1,53
297;-15;Данске Банк;3307;Санкт-Петербург и обл.;5 813 209,00;6 252 128,00;-438 919,00;-7,02
298;-2;Волга-Кредит;1153;Самарская обл.;5 749 110,00;5 817 348,00;-68 238,00;-1,17
299;2;Славянский Кредит;2960;Москва и обл.;5 738 150,00;5 742 011,00;-3 861,00;-0,07
300;-3;Томскпромстройбанк;1720;Томская обл.;5 721 972,00;5 798 169,00;-76 197,00;-1,31
301;5;РусЮгбанк;2093;Волгоградская обл.;5 721 611,00;5 533 242,00;188 369,00;3,40
302;3;СЭБ Банк;3235;Санкт-Петербург и обл.;5 715 457,00;5 539 864,00;175 593,00;3,17
303;-14;Лада-Кредит;2668;Самарская обл.;5 648 927,00;5 927 150,00;-278 223,00;-4,69
304;-4;Хованский;2145;Москва и обл.;5 621 208,00;5 771 606,00;-150 398,00;-2,61
305;8;ЕвроситиБанк;1869;Ставропольский край;5 592 878,00;5 398 956,00;193 922,00;3,59
306;-13;Огни Москвы;2328;Москва и обл.;5 580 441,00;5 873 371,00;-292 930,00;-4,99
307;-13;Датабанк;646;Удмуртия;5 560 831,00;5 862 825,00;-301 994,00;-5,15
308;3;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 557 113,00;5 427 382,00;129 731,00;2,39
309;5;Альба Альянс;2593;Москва и обл.;5 554 655,00;5 356 760,00;197 895,00;3,69
310;59;Сиббизнесбанк;2539;Тюменская обл.;5 513 276,00;3 970 861,00;1 542 415,00;38,84
311;-9;ПВ-Банк;634;Ульяновская обл.;5 459 232,00;5 708 854,00;-249 622,00;-4,37
312;10;Автоторгбанк;2776;Москва и обл.;5 428 425,00;5 041 751,00;386 674,00;7,67
313;-1;Первый Экспресс;3237;Тульская обл.;5 409 247,00;5 412 790,00;-3 543,00;-0,07
314;1;Экспресс;3084;Дагестан;5 369 702,00;5 302 530,00;67 172,00;1,27
315;4;Бинбанк Мурманск;1276;Мурманская обл.;5 300 726,00;5 148 364,00;152 362,00;2,96
316;1;Потенциал;1019;Самарская обл.;5 287 659,00;5 204 154,00;83 505,00;1,60
317;-8;Русский Земельный Банк;2810;Москва и обл.;5 275 221,00;5 451 389,00;-176 168,00;-3,23
318;23;Рост;2589;Москва и обл.;5 274 553,00;4 496 075,00;778 478,00;17,31
319;4;Тусар;2712;Москва и обл.;5 212 465,00;5 024 554,00;187 911,00;3,74
320;103;Пойдем!;2534;Москва и обл.;5 206 640,00;3 032 681,00;2 173 959,00;71,68
321;-13;Русич Центр Банк;2793;Москва и обл.;5 191 874,00;5 490 159,00;-298 285,00;-5,43
322;9;Холдинг-Кредит;3030;Москва и обл.;5 158 982,00;4 785 191,00;373 791,00;7,81
323;-2;Бинбанк Тверь;777;Тверская обл.;5 042 644,00;5 046 545,00;-3 901,00;-0,08
324;0;Рускобанк;138;Санкт-Петербург и обл.;5 001 952,00;5 020 605,00;-18 653,00;-0,37
325;3;Бланк Банк;2368;Москва и обл.;4 993 109,00;4 917 429,00;75 680,00;1,54
326;-1;Региональный Банк Развития;2782;Башкортостан;4 921 612,00;5 006 217,00;-84 605,00;-1,69
327;-9;Ишбанк;2867;Москва и обл.;4 898 441,00;5 180 799,00;-282 358,00;-5,45
328;-1;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;4 883 383,00;4 943 206,00;-59 823,00;-1,21
329;-13;Вега-Банк;3270;Москва и обл.;4 861 628,00;5 271 614,00;-409 986,00;-7,78
330;3;НИКО-Банк;702;Оренбургская обл.;4 829 723,00;4 756 178,00;73 545,00;1,55
331;-1;Северный Народный Банк;2721;Коми;4 826 974,00;4 826 343,00;631,00;0,01
332;101;АйСиБиСи Банк;3475;Москва и обл.;4 774 568,00;2 946 816,00;1 827 752,00;62,02
333;1;Автоградбанк;1455;Татарстан;4 774 355,00;4 662 381,00;111 974,00;2,40
334;21;Банк Торгового Финансирования;1982;Москва и обл.;4 756 816,00;4 186 693,00;570 123,00;13,62
335;-37;Солид Банк;1329;Камчатская обл.;4 707 464,00;5 794 326,00;-1 086 862,00;-18,76
336;-1;Банк Казани;708;Татарстан;4 678 548,00;4 642 778,00;35 770,00;0,77
337;-1;Сибнефтебанк;385;Тюменская обл.;4 630 496,00;4 597 932,00;32 564,00;0,71
338;-1;Банк Кремлевский;2905;Москва и обл.;4 628 372,00;4 573 923,00;54 449,00;1,19
339;-19;Аверс;415;Татарстан;4 584 449,00;5 138 162,00;-553 713,00;-10,78
340;-8;Росавтобанк;2767;Москва и обл.;4 583 124,00;4 757 980,00;-174 856,00;-3,68
341;1;Национальный Залоговый Банк;2944;Москва и обл.;4 573 809,00;4 460 304,00;113 505,00;2,54
342;-3;Финам Банк;2799;Москва и обл.;4 511 937,00;4 535 709,00;-23 772,00;-0,52
343;-17;Русский Ипотечный Банк;1968;Москва и обл.;4 508 506,00;4 983 097,00;-474 591,00;-9,52
344;3;Платина;2347;Москва и обл.;4 500 737,00;4 368 024,00;132 713,00;3,04
345;41;РАМ Банк;3480;Москва и обл.;4 500 290,00;3 584 737,00;915 553,00;25,54
346;-2;Юг-Инвестбанк;2772;Краснодарский край;4 495 495,00;4 397 058,00;98 437,00;2,24
347;-7;Актив Банк;2529;Мордовия;4 436 644,00;4 497 058,00;-60 414,00;-1,34
348;12;Енисейский Объединенный Банк;2645;Красноярский край;4 404 043,00;4 108 020,00;296 023,00;7,21
349;-1;Башинвестбанк;2189;Башкортостан;4 363 919,00;4 365 871,00;-1 952,00;-0,04
350;7;Витас Банк;1955;Москва и обл.;4 361 414,00;4 167 901,00;193 513,00;4,64
351;-2;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;4 361 009,00;4 329 369,00;31 640,00;0,73
352;7;Волжский Социальный Банк;2428;Самарская обл.;4 360 630,00;4 140 296,00;220 334,00;5,32
353;-2;Трансстройбанк;2807;Москва и обл.;4 315 546,00;4 270 698,00;44 848,00;1,05
354;26;Банк Заречье;817;Татарстан;4 315 103,00;3 715 036,00;600 067,00;16,15
355;-17;Международный Коммерческий Банк;2524;Москва и обл.;4 235 666,00;4 548 757,00;-313 091,00;-6,88
356;-10;Экспресс-Кредит;210;Москва и обл.;4 230 806,00;4 372 208,00;-141 402,00;-3,23
357;1;ФДБ;3071;Москва и обл.;4 218 841,00;4 154 773,00;64 068,00;1,54
358;3;Промтрансбанк;2638;Башкортостан;4 196 847,00;4 095 267,00;101 580,00;2,48
359;-3;Банк на Красных Воротах;2472;Москва и обл.;4 172 440,00;4 168 413,00;4 027,00;0,10
360;3;Чувашкредитпромбанк;1280;Чувашия;4 150 249,00;4 054 468,00;95 781,00;2,36
361;-9;Монолит;1967;Москва и обл.;4 149 033,00;4 247 919,00;-98 886,00;-2,33
362;-9;Сибсоцбанк;2015;Алтайский край;4 146 709,00;4 221 721,00;-75 012,00;-1,78
363;9;Стратегия;2801;Москва и обл.;4 131 922,00;3 902 327,00;229 595,00;5,88
364;-19;Кузнецкий Мост;2254;Москва и обл.;4 082 680,00;4 374 680,00;-292 000,00;-6,67
365;0;Экономикс-Банк;2136;Москва и обл.;4 058 572,00;4 016 582,00;41 990,00;1,05
366;0;Риабанк;3434;Москва и обл.;4 028 279,00;3 999 887,00;28 392,00;0,71
367;-135;Юникорбанк;2586;Москва и обл.;4 023 440,00;8 812 942,00;-4 789 502,00;-54,35
368;-18;Платежный Центр;3166;Новосибирская обл.;4 018 345,00;4 305 444,00;-287 099,00;-6,67
369;-2;Ассоциация;732;Нижегородская обл.;4 012 331,00;3 986 076,00;26 255,00;0,66
370;-6;Зернобанк;2337;Алтайский край;4 006 420,00;4 029 665,00;-23 245,00;-0,58
371;-3;Уралкапиталбанк;2519;Башкортостан;3 984 070,00;3 976 141,00;7 929,00;0,20
372;-2;Московский Нефтехимический Банк;1411;Москва и обл.;3 980 243,00;3 933 366,00;46 877,00;1,19
373;0;Белгородпромстройбанк;1816;Белгородская обл.;3 961 013,00;3 890 601,00;70 412,00;1,81
374;-3;Вокбанк;312;Нижегородская обл.;3 938 675,00;3 913 629,00;25 046,00;0,64
375;16;Голдман Сакс Банк;3490;Москва и обл.;3 912 715,00;3 481 803,00;430 912,00;12,38
376;0;Лесбанк;1598;Москва и обл.;3 910 945,00;3 799 981,00;110 964,00;2,92
377;-3;Софрино;2972;Москва и обл.;3 908 879,00;3 817 887,00;90 992,00;2,38
378;-35;Руссобанк;2313;Москва и обл.;3 881 218,00;4 410 134,00;-528 916,00;-11,99
379;3;Дагэнергобанк;3286;Дагестан;3 779 520,00;3 692 360,00;87 160,00;2,36
380;58;Промэнергобанк;2728;Вологодская обл.;3 764 489,00;2 866 636,00;897 853,00;31,32
381;-3;Международный Банк Развития;2704;Москва и обл.;3 745 020,00;3 733 059,00;11 961,00;0,32
382;-5;Миллениум Банк;3423;Москва и обл.;3 742 564,00;3 757 515,00;-14 951,00;-0,40
383;-2;Хлебобанк;1812;Москва и обл.;3 692 291,00;3 705 399,00;-13 108,00;-0,35
384;34;Профит Банк;3234;Москва и обл.;3 663 072,00;3 164 781,00;498 291,00;15,74
385;-23;Донкомбанк;492;Ростовская обл.;3 647 201,00;4 078 693,00;-431 492,00;-10,58
386;4;Новобанк;1352;Новгородская обл.;3 603 640,00;3 494 537,00;109 103,00;3,12
387;-2;ВостСибтранскомбанк;2731;Иркутская обл.;3 578 933,00;3 625 356,00;-46 423,00;-1,28
388;7;Банк Развития Региона;3315;Северная Осетия — Алания;3 574 089,00;3 428 327,00;145 762,00;4,25
389;-5;Бинбанк Смоленск;1957;Смоленская обл.;3 564 595,00;3 647 679,00;-83 084,00;-2,28
390;9;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;3 554 261,00;3 308 560,00;245 701,00;7,43
391;-4;Межрегиональный промышленно-строительный банк;752;Мордовия;3 548 964,00;3 580 275,00;-31 311,00;-0,87
392;5;Банк Развития Технологий;3441;Москва и обл.;3 538 454,00;3 409 685,00;128 769,00;3,78
393;23;Орловский Социальный Банк;2921;Орловская обл.;3 534 648,00;3 182 340,00;352 308,00;11,07
394;-1;ОФК Банк;2270;Москва и обл.;3 533 443,00;3 456 184,00;77 259,00;2,24
395;25;Реалист Банк;1067;Иркутская обл.;3 517 228,00;3 097 192,00;420 036,00;13,56
396;0;Роял Кредит Банк;783;Хабаровский край;3 506 574,00;3 419 576,00;86 998,00;2,54
397;-5;;;;3 487 306,00;3 480 493,00;6 813,00;0,20
398;16;Транснациональный Банк;2108;Москва и обл.;3 482 849,00;3 205 349,00;277 500,00;8,66
399;9;Банкхаус Эрбе;1717;Москва и обл.;3 481 011,00;3 248 849,00;232 162,00;7,15
400;1;Проминвестбанк;2433;Москва и обл.;3 459 072,00;3 305 228,00;153 844,00;4,65
401;1;Транспортный;3174;Москва и обл.;3 432 547,00;3 297 092,00;135 455,00;4,11
402;-4;Нижневолжский Коммерческий Банк;931;Саратовская обл.;3 410 602,00;3 370 590,00;40 012,00;1,19
403;0;Донинвест;1617;Ростовская обл.;3 404 872,00;3 288 486,00;116 386,00;3,54
404;-16;Евроальянс;1781;Ивановская обл.;3 397 684,00;3 517 031,00;-119 347,00;-3,39
405;17;Аскольд;2480;Смоленская обл.;3 387 016,00;3 049 343,00;337 673,00;11,07
406;5;Анкор Банк;889;Татарстан;3 343 204,00;3 245 297,00;97 907,00;3,02
407;3;Горбанк;2982;Санкт-Петербург и обл.;3 319 898,00;3 246 975,00;72 923,00;2,25
408;4;Хакасский Муниципальный Банк;1049;Хакасия;3 301 922,00;3 221 226,00;80 696,00;2,51
409;16;Дил-Банк;3384;Москва и обл.;3 290 447,00;3 024 347,00;266 100,00;8,80
410;-27;Лайтбанк;3177;Москва и обл.;3 270 018,00;3 652 567,00;-382 549,00;-10,47
411;-4;Кранбанк;2271;Ивановская обл.;3 264 512,00;3 257 162,00;7 350,00;0,23
412;1;Тюменьагропромбанк;917;Тюменская обл.;3 250 191,00;3 216 823,00;33 368,00;1,04
413;4;Промрегионбанк;2123;Томская обл.;3 247 361,00;3 179 548,00;67 813,00;2,13
414;32;Ураллига;1626;Челябинская обл.;3 190 077,00;2 797 169,00;392 908,00;14,05
415;12;Ермак;1809;Тюменская обл.;3 172 451,00;3 011 272,00;161 179,00;5,35
416;3;Профессионал Банк;3296;Москва и обл.;3 172 055,00;3 143 267,00;28 788,00;0,92
417;28;Сити Инвест Банк;3194;Санкт-Петербург и обл.;3 169 971,00;2 797 697,00;372 274,00;13,31
418;-12;Камский Коммерческий Банк;438;Татарстан;3 165 055,00;3 261 247,00;-96 192,00;-2,95
419;-14;Банк БФТ;2273;Москва и обл.;3 138 402,00;3 278 605,00;-140 203,00;-4,28
420;-11;Экси-Банк;2530;Санкт-Петербург и обл.;3 112 743,00;3 247 806,00;-135 063,00;-4,16
421;23;ЕвроАксис Банк;3273;Москва и обл.;3 108 113,00;2 802 956,00;305 157,00;10,89
422;8;Баренцбанк;2188;Мурманская обл.;3 096 303,00;2 995 530,00;100 773,00;3,36
423;35;ПК-Банк;2652;Нижегородская обл.;3 085 528,00;2 632 566,00;452 962,00;17,21
424;0;Крокус-Банк;2682;Москва и обл.;3 066 695,00;3 030 633,00;36 062,00;1,19
425;-36;Приоритет;3135;Самарская обл.;3 050 895,00;3 505 714,00;-454 819,00;-12,97
426;9;Инкаробанк;2696;Москва и обл.;3 038 724,00;2 910 861,00;127 863,00;4,39
427;-12;Капитал;575;Москва и обл.;3 019 753,00;3 189 544,00;-169 791,00;-5,32
428;-28;Развитие;2729;Карачаево-Черкесия;3 014 791,00;3 307 723,00;-292 932,00;-8,86
429;10;Бинбанк Сургут;1701;Тюменская обл.;2 990 128,00;2 865 578,00;124 550,00;4,35
430;1;Уралпромбанк;2964;Челябинская обл.;2 975 835,00;2 978 081,00;-2 246,00;-0,08
431;41;Эксперт Банк;2949;Омская обл.;2 971 696,00;2 548 556,00;423 140,00;16,60
432;0;РНКБ;1354;Москва и обл.;2 907 026,00;2 967 354,00;-60 328,00;-2,03
433;9;Система;2846;Москва и обл.;2 857 597,00;2 843 227,00;14 370,00;0,51
434;18;Балтика;967;Санкт-Петербург и обл.;2 834 462,00;2 697 063,00;137 399,00;5,09
435;-60;Сибирьгазбанк;3042;Тюменская обл.;2 834 209,00;3 817 076,00;-982 867,00;-25,75
436;7;Первый Инвестиционный Банк;604;Москва и обл.;2 815 594,00;2 812 331,00;3 263,00;0,12
437;-33;Азия-Инвест Банк;3303;Москва и обл.;2 815 398,00;3 281 299,00;-465 901,00;-14,20
438;10;Нефтепромбанк;2156;Москва и обл.;2 808 026,00;2 736 559,00;71 467,00;2,61
439;45;Торгово-Строительный Банк;1250;Москва и обл.;2 800 724,00;2 421 967,00;378 757,00;15,64
440;-14;Объединенный Банк Развития;3345;Москва и обл.;2 796 515,00;3 021 167,00;-224 652,00;-7,44
441;-62;Международный Инвестиционный Банк;2742;Москва и обл.;2 790 292,00;3 723 843,00;-933 551,00;-25,07
442;40;Стройлесбанк;2995;Тюменская обл.;2 786 376,00;2 433 292,00;353 084,00;14,51
443;23;2Т Банк;625;Москва и обл.;2 785 667,00;2 588 836,00;196 831,00;7,60
444;-4;Межрегиональный Почтовый Банк;3171;Москва и обл.;2 779 520,00;2 854 813,00;-75 293,00;-2,64
445;2;Стромкомбанк;404;Красноярский край;2 777 495,00;2 773 802,00;3 693,00;0,13
446;14;Джей энд Ти Банк;3061;Москва и обл.;2 771 698,00;2 630 387,00;141 311,00;5,37
447;14;Новопокровский;467;Краснодарский край;2 749 166,00;2 627 209,00;121 957,00;4,64
448;15;Клиентский;2324;Москва и обл.;2 735 734,00;2 607 072,00;128 662,00;4,94
449;-12;Русский Торговый Банк;2842;Москва и обл.;2 729 880,00;2 877 006,00;-147 126,00;-5,11
450;20;Интерактивный Банк;3378;Москва и обл.;2 728 004,00;2 556 768,00;171 236,00;6,70
451;-57;Агросоюз;1459;Оренбургская обл.;2 712 696,00;3 442 278,00;-729 582,00;-21,19
452;-23;ВЕБРР;3418;Москва и обл.;2 710 319,00;2 996 685,00;-286 366,00;-9,56
453;1;Нацпромбанк;2360;Москва и обл.;2 710 190,00;2 673 217,00;36 973,00;1,38
454;1;Алтайкапиталбанк;2659;Алтайский край;2 708 782,00;2 671 324,00;37 458,00;1,40
455;1;Ипотека-Инвест;3070;Татарстан;2 697 191,00;2 652 239,00;44 952,00;1,69
456;-35;Преодоление;2649;Москва и обл.;2 692 840,00;3 053 623,00;-360 783,00;-11,81
457;26;Траст Капитал Банк;2741;Москва и обл.;2 683 944,00;2 430 594,00;253 350,00;10,42
458;-7;ИТ Банк;2609;Омская обл.;2 675 119,00;2 703 327,00;-28 208,00;-1,04
459;0;РБА;3413;Ярославская обл.;2 641 346,00;2 631 612,00;9 734,00;0,37
460;13;Финансовый Стандарт;1053;Москва и обл.;2 628 063,00;2 537 543,00;90 520,00;3,57
461;-4;Камчаткомагропромбанк;545;Камчатская обл.;2 613 906,00;2 634 687,00;-20 781,00;-0,79
462;16;Нэклис-Банк;1671;Москва и обл.;2 613 479,00;2 492 366,00;121 113,00;4,86
463;4;Оргбанк;3312;Москва и обл.;2 592 041,00;2 573 746,00;18 295,00;0,71
464;1;Совинком;2302;Москва и обл.;2 589 925,00;2 595 136,00;-5 211,00;-0,20
465;40;Нейва;1293;Свердловская обл.;2 568 814,00;2 159 287,00;409 527,00;18,97
466;76;Крыловский;456;Краснодарский край;2 547 130,00;1 810 091,00;737 039,00;40,72
467;-3;Земский Банк;2900;Самарская обл.;2 541 108,00;2 604 330,00;-63 222,00;-2,43
468;1;Союзный;3236;Москва и обл.;2 536 505,00;2 570 103,00;-33 598,00;-1,31
469;-20;Универсальный Кредит;2903;Москва и обл.;2 532 409,00;2 722 890,00;-190 481,00;-7,00
470;27;Век;2299;Москва и обл.;2 531 960,00;2 246 713,00;285 247,00;12,70
471;3;НОКССбанк;3202;Волгоградская обл.;2 527 306,00;2 534 608,00;-7 302,00;-0,29
472;13;Интеркредит;3047;Москва и обл.;2 523 721,00;2 420 035,00;103 686,00;4,28
473;-2;Аспект;608;Москва и обл.;2 519 986,00;2 554 869,00;-34 883,00;-1,37
474;3;Вкабанк;1027;Астраханская обл.;2 499 476,00;2 495 612,00;3 864,00;0,15
475;4;Тульский Промышленник;2382;Тульская обл.;2 490 198,00;2 489 564,00;634,00;0,03
476;-26;Банк Город;2644;Коми;2 490 107,00;2 717 635,00;-227 528,00;-8,37
477;-2;Банк БКФ;2684;Москва и обл.;2 490 028,00;2 532 827,00;-42 799,00;-1,69
478;-37;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;2 450 611,00;2 846 793,00;-396 182,00;-13,92
479;7;Мастер-Капитал;3011;Москва и обл.;2 445 655,00;2 414 443,00;31 212,00;1,29
480;1;Московский Коммерческий Банк;3172;Москва и обл.;2 438 848,00;2 440 220,00;-1 372,00;-0,06
481;57;Банк Расчетов и Сбережений;2617;Москва и обл.;2 436 735,00;1 842 391,00;594 344,00;32,26
482;22;Констанс-Банк;2228;Санкт-Петербург и обл.;2 435 604,00;2 175 635,00;259 969,00;11,95
483;10;Газстройбанк;2919;Москва и обл.;2 434 550,00;2 310 652,00;123 898,00;5,36
484;-50;Социум-Банк;2881;Москва и обл.;2 418 327,00;2 946 807,00;-528 480,00;-17,93
485;-9;Живаго Банк;2065;Рязанская обл.;2 414 486,00;2 516 275,00;-101 789,00;-4,05
486;4;Зенит Сочи;232;Краснодарский край;2 410 243,00;2 353 131,00;57 112,00;2,43
487;0;Инкредбанк;3405;Москва и обл.;2 396 193,00;2 401 957,00;-5 764,00;-0,24
488;6;Мосуралбанк;2468;Москва и обл.;2 371 597,00;2 307 497,00;64 100,00;2,78
489;-61;РосинтерБанк;226;Москва и обл.;2 365 865,00;3 001 141,00;-635 276,00;-21,17
490;-22;Итуруп;2390;Сахалинская обл.;2 360 463,00;2 572 136,00;-211 673,00;-8,23
491;-29;Ноябрьскнефтекомбанк;2274;Тюменская обл.;2 354 714,00;2 614 097,00;-259 383,00;-9,92
492;-39;Спецсетьстройбанк;3062;Москва и обл.;2 352 090,00;2 675 669,00;-323 579,00;-12,09
493;-1;Енисей;474;Красноярский край;2 336 778,00;2 333 651,00;3 127,00;0,13
494;1;Милбанк;3256;Москва и обл.;2 321 289,00;2 305 008,00;16 281,00;0,71
495;13;Союзпромбанк;2965;Москва и обл.;2 309 182,00;2 104 382,00;204 800,00;9,73
496;2;Уссури;596;Хабаровский край;2 302 643,00;2 244 265,00;58 378,00;2,60
497;-17;Уралприватбанк;153;Свердловская обл.;2 272 276,00;2 461 137,00;-188 861,00;-7,67
498;2;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 251 519,00;2 230 431,00;21 088,00;0,95
499;-11;Кузнецкий;609;Пензенская обл.;2 247 786,00;2 374 816,00;-127 030,00;-5,35
500;10;Норвик Банк;1407;Москва и обл.;2 239 150,00;2 079 935,00;159 215,00;7,65
501;18;Вэлтон Банк;1105;Белгородская обл.;2 228 492,00;1 990 598,00;237 894,00;11,95
502;-6;Росбизнесбанк;1405;Москва и обл.;2 223 866,00;2 291 162,00;-67 296,00;-2,94
503;-14;Долинск;857;Сахалинская обл.;2 185 240,00;2 353 567,00;-168 327,00;-7,15
504;-5;Республиканский Банк;3277;Москва и обл.;2 180 690,00;2 232 485,00;-51 795,00;-2,32
505;-14;Гагаринский;606;Москва и обл.;2 174 174,00;2 346 953,00;-172 779,00;-7,36
506;-3;РН Банк;170;Омская обл.;2 159 182,00;2 178 583,00;-19 401,00;-0,89
507;-5;ИРС;272;Москва и обл.;2 138 788,00;2 199 404,00;-60 616,00;-2,76
508;-7;Тагилбанк;1635;Свердловская обл.;2 124 787,00;2 208 480,00;-83 693,00;-3,79
509;7;Киви Банк;2241;Москва и обл.;2 123 203,00;2 032 761,00;90 442,00;4,45
510;-4;Вологжанин;1896;Вологодская обл.;2 085 786,00;2 134 353,00;-48 567,00;-2,28
511;0;Аксонбанк;680;Костромская обл.;2 085 383,00;2 060 156,00;25 227,00;1,22
512;0;Коммерческий Индо Банк;3446;Москва и обл.;2 085 361,00;2 058 635,00;26 726,00;1,30
513;0;Витабанк;356;Санкт-Петербург и обл.;2 079 171,00;2 042 919,00;36 252,00;1,77
514;20;Финтрастбанк;3104;Москва и обл.;2 076 341,00;1 881 943,00;194 398,00;10,33
515;-79;Мосводоканалбанк;2863;Москва и обл.;2 075 335,00;2 898 907,00;-823 572,00;-28,41
516;-7;Городской Ипотечный Банк;1627;Москва и обл.;2 073 499,00;2 083 689,00;-10 190,00;-0,49
517;40;С банк;2581;Москва и обл.;2 051 137,00;1 730 093,00;321 044,00;18,56
518;6;Венец;524;Ульяновская обл.;2 049 719,00;1 958 887,00;90 832,00;4,64
519;-4;Региональный Кредитный Банк;1608;Калининградская обл.;2 042 499,00;2 041 621,00;878,00;0,04
520;5;Гринфилдбанк;2711;Москва и обл.;2 028 142,00;1 940 784,00;87 358,00;4,50
521;11;Братский АНКБ;1144;Иркутская обл.;2 019 782,00;1 895 753,00;124 029,00;6,54
522;-5;Бум-Банк;1137;Кабардино-Балкария;2 018 722,00;2 015 359,00;3 363,00;0,17
523;8;Костромаселькомбанк;1115;Костромская обл.;2 015 741,00;1 902 476,00;113 265,00;5,95
524;-6;Сберинвестбанк;1743;Свердловская обл.;2 015 219,00;2 005 151,00;10 068,00;0,50
525;43;Еврокоммерц;1777;Москва и обл.;2 008 143,00;1 657 373,00;350 770,00;21,16
526;28;Банк Экономический Союз;2798;Москва и обл.;2 007 530,00;1 745 598,00;261 932,00;15,01
527;69;Земкомбанк;574;Ростовская обл.;1 994 684,00;1 519 860,00;474 824,00;31,24
528;106;Сервис Резерв;2034;Москва и обл.;1 992 967,00;1 347 306,00;645 661,00;47,92
