Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Март, 2020, тыс. рублей;Февраль, 2020, тыс. рублей;Изменение, тыс. рублей;Изменение, %
260;-7;Икано Банк;3519;Москва и обл.;3 895 161,00;4 211 579,00;-316 418,00;-7,51
261;1;Уралпромбанк;2964;Челябинская обл.;3 795 603,00;3 780 319,00;15 284,00;0,40
262;-5;Объединенный Резервный Банк;937;Москва и обл.;3 763 634,00;3 998 246,00;-234 612,00;-5,87
263;0;Владбизнесбанк;903;Владимирская обл.;3 711 300,00;3 778 889,00;-67 589,00;-1,79
264;-3;Далена Банк;1948;Москва и обл.;3 705 224,00;3 852 986,00;-147 762,00;-3,83
265;2;Банк Реалист;2646;Москва и обл.;3 698 571,00;3 527 230,00;171 341,00;4,86
266;3;Первый Клиентский Банк;3436;Москва и обл.;3 577 413,00;3 454 831,00;122 582,00;3,55
267;-2;Коммерческий Индо Банк;3446;Москва и обл.;3 491 799,00;3 758 802,00;-267 003,00;-7,10
268;-4;Современные Стандарты Бизнеса;3397;Москва и обл.;3 368 874,00;3 774 669,00;-405 795,00;-10,75
269;9;Евразийский Банк;969;Москва и обл.;3 356 120,00;3 162 711,00;193 409,00;6,12
270;6;Элита;1399;Калужская обл.;3 325 892,00;3 196 947,00;128 945,00;4,03
271;1;Первоуральскбанк;965;Свердловская обл.;3 319 873,00;3 300 955,00;18 918,00;0,57
272;-4;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;3 312 844,00;3 503 082,00;-190 238,00;-5,43
273;1;БСТ-Банк;2883;Кемеровская обл.;3 300 671,00;3 248 616,00;52 055,00;1,60
274;5;Вестерн Юнион ДП Восток;2726;Москва и обл.;3 266 667,00;3 157 575,00;109 092,00;3,45
275;-2;Уралфинанс;1370;Свердловская обл.;3 231 436,00;3 250 533,00;-19 097,00;-0,59
276;-10;Севастопольский Морской Банк;3528;Севастополь;3 176 238,00;3 621 012,00;-444 774,00;-12,28
277;-6;Мобильная карта;3522;Санкт-Петербург и обл.;3 175 542,00;3 418 040,00;-242 498,00;-7,09
278;-1;Живаго Банк;2065;Рязанская обл.;3 149 493,00;3 186 880,00;-37 387,00;-1,17
279;1;Кетовский Коммерческий Банк;842;Курганская обл.;3 147 759,00;3 095 575,00;52 184,00;1,69
280;-10;Синко-Банк;2838;Москва и обл.;3 135 766,00;3 420 497,00;-284 731,00;-8,32
281;2;Унифондбанк;3416;Москва и обл.;3 084 685,00;3 035 240,00;49 445,00;1,63
282;0;Профессионал Банк;3296;Москва и обл.;3 076 609,00;3 071 318,00;5 291,00;0,17
283;-2;Банк ПСА Финанс Рус;3481;Москва и обл.;3 064 540,00;3 081 303,00;-16 763,00;-0,54
284;0;Тендер-Банк;2252;Москва и обл.;3 041 744,00;3 027 263,00;14 481,00;0,48
285;0;Внешфинбанк;3173;Краснодарский край;3 041 199,00;2 995 481,00;45 718,00;1,53
286;3;Система;2846;Москва и обл.;3 000 948,00;2 865 807,00;135 141,00;4,72
287;-12;Юнистрим;3467;Москва и обл.;2 988 646,00;3 226 638,00;-237 992,00;-7,38
288;-2;Экси-Банк;2530;Санкт-Петербург и обл.;2 905 106,00;2 931 374,00;-26 268,00;-0,90
289;11;Америкэн Экспресс Банк;3460;Москва и обл.;2 882 442,00;2 646 685,00;235 757,00;8,91
290;-2;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 871 261,00;2 866 873,00;4 388,00;0,15
291;-4;Банк Заречье;817;Татарстан;2 844 678,00;2 893 949,00;-49 271,00;-1,70
292;6;Расчетные Решения;3524;Москва и обл.;2 825 041,00;2 669 827,00;155 214,00;5,81
293;-2;Озон Банк;3516;Москва и обл.;2 800 737,00;2 829 069,00;-28 332,00;-1,00
294;-4;Яринтербанк;2564;Ярославская обл.;2 729 804,00;2 834 626,00;-104 822,00;-3,70
295;4;ИТ Банк;2609;Омская обл.;2 713 938,00;2 668 751,00;45 187,00;1,69
296;8;Первый Инвестиционный Банк;604;Москва и обл.;2 687 817,00;2 553 692,00;134 125,00;5,25
297;8;Международный Коммерческий Банк;2524;Москва и обл.;2 677 703,00;2 528 968,00;148 735,00;5,88
298;-1;Газнефтьбанк;3223;Саратовская обл.;2 658 809,00;2 673 843,00;-15 034,00;-0,56
299;3;Банк Глобус;2438;Москва и обл.;2 654 150,00;2 561 394,00;92 756,00;3,62
300;-5;Россита-Банк;3257;Москва и обл.;2 646 996,00;2 687 378,00;-40 382,00;-1,50
301;-9;Ермак;1809;Ханты-Мансийский АО — Югра;2 632 408,00;2 792 281,00;-159 873,00;-5,73
302;4;РБА;3413;Москва и обл.;2 553 641,00;2 517 294,00;36 347,00;1,44
303;-10;Московский Нефтехимический Банк;1411;Москва и обл.;2 546 182,00;2 723 031,00;-176 849,00;-6,49
304;13;Новый Московский Банк;2932;Москва и обл.;2 527 271,00;2 211 243,00;316 028,00;14,29
305;2;Йошкар-Ола;2802;Марий Эл;2 509 858,00;2 514 986,00;-5 128,00;-0,20
306;-12;Оргбанк;3312;Москва и обл.;2 494 754,00;2 690 229,00;-195 475,00;-7,27
307;-11;Социум-Банк;2881;Москва и обл.;2 463 669,00;2 674 562,00;-210 893,00;-7,89
308;0;Евроальянс;1781;Ивановская обл.;2 439 486,00;2 514 306,00;-74 820,00;-2,98
309;0;Первый Дортрансбанк;3271;Кировская обл.;2 400 986,00;2 446 384,00;-45 398,00;-1,86
310;16;Мурманский Расчетный Центр;3341;Мурманская обл.;2 370 653,00;1 945 320,00;425 333,00;21,86
311;1;РФИ Банк;3351;Москва и обл.;2 359 431,00;2 340 445,00;18 986,00;0,81
312;-1;Костромаселькомбанк;1115;Костромская обл.;2 344 768,00;2 377 200,00;-32 432,00;-1,36
313;-12;ИРС;272;Москва и обл.;2 276 441,00;2 596 126,00;-319 685,00;-12,31
314;-11;Витабанк;356;Санкт-Петербург и обл.;2 271 997,00;2 561 325,00;-289 328,00;-11,30
315;1;ИК Банк;1732;Татарстан;2 271 716,00;2 217 869,00;53 847,00;2,43
316;38;Межбанковский Кредитный Союз;3242;Москва и обл.;2 270 759,00;1 310 821,00;959 938,00;73,23
317;-4;Великие Луки Банк;598;Псковская обл.;2 270 599,00;2 259 969,00;10 630,00;0,47
318;-8;Викинг;2;Санкт-Петербург и обл.;2 249 004,00;2 419 125,00;-170 121,00;-7,03
319;-5;Приобье;537;Ханты-Мансийский АО — Югра;2 229 115,00;2 255 204,00;-26 089,00;-1,16
320;-5;Банк Пермь;875;Пермская обл.;2 225 877,00;2 240 837,00;-14 960,00;-0,67
321;2;Саратов;330;Саратовская обл.;2 161 107,00;2 074 571,00;86 536,00;4,17
322;-1;Капитал;575;Москва и обл.;2 154 707,00;2 159 349,00;-4 642,00;-0,21
323;-5;Вкабанк;1027;Астраханская обл.;2 147 545,00;2 211 103,00;-63 558,00;-2,87
324;-5;Арзамас;1281;Нижегородская обл.;2 111 408,00;2 210 404,00;-98 996,00;-4,48
325;-3;Народный Доверительный Банк;2374;Москва и обл.;2 103 138,00;2 137 677,00;-34 539,00;-1,62
326;-2;Ноосфера;2650;Республика Алтай;2 012 774,00;2 073 569,00;-60 795,00;-2,93
327;-7;Сельмашбанк;106;Ростовская обл.;2 011 732,00;2 165 299,00;-153 567,00;-7,09
328;11;Спутник;1071;Самарская обл.;1 844 217,00;1 603 408,00;240 809,00;15,02
329;0;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 839 704,00;1 835 653,00;4 051,00;0,22
330;2;Алтынбанк;2070;Татарстан;1 833 100,00;1 728 553,00;104 547,00;6,05
331;-3;Майкопбанк;1136;Адыгея;1 819 106,00;1 851 535,00;-32 429,00;-1,75
332;-5;АвтоКредитБанк;1973;Татарстан;1 800 442,00;1 861 716,00;-61 274,00;-3,29
333;-3;Примтеркомбанк;21;Приморский край;1 711 048,00;1 759 144,00;-48 096,00;-2,73
334;-3;Калуга;1151;Калужская обл.;1 701 225,00;1 748 095,00;-46 870,00;-2,68
335;1;Тексбанк;2756;Карачаево-Черкесия;1 673 565,00;1 642 094,00;31 471,00;1,92
336;1;Проинвестбанк;784;Пермская обл.;1 644 275,00;1 624 266,00;20 009,00;1,23
337;3;Промсельхозбанк;538;Москва и обл.;1 642 376,00;1 584 462,00;57 914,00;3,66
338;-5;Банк РМП;2574;Москва и обл.;1 627 067,00;1 728 246,00;-101 179,00;-5,85
339;-5;Дом-Банк;3209;Москва и обл.;1 623 573,00;1 719 694,00;-96 121,00;-5,59
340;-2;Кузбассхимбанк;2868;Кемеровская обл.;1 623 349,00;1 622 636,00;713,00;0,04
341;-6;Сервис Резерв;2034;Москва и обл.;1 606 396,00;1 714 499,00;-108 103,00;-6,31
342;5;Элекснет;3314;Москва и обл.;1 584 587,00;1 413 946,00;170 641,00;12,07
343;1;Новокиб;1747;Кемеровская обл.;1 548 867,00;1 516 074,00;32 793,00;2,16
344;-1;Вакобанк;1291;Псковская обл.;1 541 363,00;1 523 263,00;18 100,00;1,19
345;0;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 446 659,00;1 462 610,00;-15 951,00;-1,09
346;-5;Столичный Кредит;2853;Москва и обл.;1 443 037,00;1 537 149,00;-94 112,00;-6,12
347;-5;Яндекс Банк;3027;Москва и обл.;1 426 681,00;1 536 284,00;-109 603,00;-7,13
348;2;Крона-Банк;2499;Иркутская обл.;1 425 871,00;1 374 688,00;51 183,00;3,72
349;-3;Почтобанк;1788;Пермская обл.;1 425 601,00;1 427 109,00;-1 508,00;-0,11
350;10;Р-Инкас;3536;Москва и обл.;1 421 087,00;1 219 604,00;201 483,00;16,52
351;2;Росбизнесбанк;1405;Москва и обл.;1 405 708,00;1 310 976,00;94 732,00;7,23
352;0;Республиканский Кредитный Альянс;3017;Москва и обл.;1 376 875,00;1 347 322,00;29 553,00;2,19
353;-4;Прохладный;874;Кабардино-Балкария;1 372 228,00;1 404 602,00;-32 374,00;-2,30
354;-3;Кузнецкий Мост;2254;Москва и обл.;1 358 850,00;1 353 350,00;5 500,00;0,41
355;0;Курган;2568;Курганская обл.;1 312 002,00;1 309 188,00;2 814,00;0,21
356;2;Майский;1673;Кабардино-Балкария;1 311 085,00;1 244 856,00;66 229,00;5,32
357;0;Руна-Банк;3207;Москва и обл.;1 289 319,00;1 257 892,00;31 427,00;2,50
358;1;Нальчик;695;Кабардино-Балкария;1 266 594,00;1 235 930,00;30 664,00;2,48
359;-3;Агора;3231;Москва и обл.;1 257 965,00;1 267 571,00;-9 606,00;-0,76
360;2;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;1 231 207,00;1 204 238,00;26 969,00;2,24
361;3;Спецстройбанк;236;Москва и обл.;1 211 743,00;1 173 574,00;38 169,00;3,25
362;1;Саммит Банк;85;Приморский край;1 210 133,00;1 199 802,00;10 331,00;0,86
363;3;Невастройинвест;1926;Санкт-Петербург и обл.;1 193 446,00;1 153 794,00;39 652,00;3,44
364;-16;МТИ Банк;1052;Москва и обл.;1 188 573,00;1 410 274,00;-221 701,00;-15,72
365;-4;Русский Банк Сбережений;779;Ставропольский край;1 146 500,00;1 210 654,00;-64 154,00;-5,30
366;1;Байкалкредобанк;2990;Иркутская обл.;1 123 597,00;1 111 674,00;11 923,00;1,07
367;1;ЕАТП Банк;1765;Астраханская обл.;1 099 966,00;1 069 147,00;30 819,00;2,88
368;6;Финчер;3486;Москва и обл.;1 099 302,00;1 015 424,00;83 878,00;8,26
369;3;РусьРегионБанк;685;Москва и обл.;1 063 336,00;1 016 727,00;46 609,00;4,58
370;3;Народный Инвестиционный Банк;2876;Самарская обл.;1 061 291,00;1 016 413,00;44 878,00;4,42
371;0;Дон-Тексбанк;1818;Ростовская обл.;1 045 791,00;1 032 064,00;13 727,00;1,33
372;-2;Электронный платежный сервис;3509;Москва и обл.;1 042 961,00;1 042 961,00;0,00;0
373;-4;Банк РСИ;3415;Москва и обл.;1 031 031,00;1 067 306,00;-36 275,00;-3,40
374;1;Соколовский;2830;Москва и обл.;1 013 370,00;980 268,00;33 102,00;3,38
375;5;Химик;1114;Нижегородская обл.;1 005 752,00;882 687,00;123 065,00;13,94
376;3;Космос;2245;Москва и обл.;940 480,00;903 767,00;36 713,00;4,06
377;11;Деньги.Мэйл.Ру;3511;Москва и обл.;910 158,00;758 384,00;151 774,00;20,01
378;0;Классик Эконом Банк;3298;Северная Осетия — Алания;907 131,00;919 527,00;-12 396,00;-1,35
379;-3;Национальный Банк Сбережений;1949;Ивановская обл.;906 570,00;938 770,00;-32 200,00;-3,43
380;2;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;870 703,00;859 972,00;10 731,00;1,25
381;3;Металлург;2877;Москва и обл.;854 614,00;841 400,00;13 214,00;1,57
382;-5;Спиритбанк;2053;Тульская обл.;853 343,00;922 478,00;-69 135,00;-7,49
383;2;Балаково-Банк;444;Саратовская обл.;848 956,00;837 712,00;11 244,00;1,34
384;2;Максима;3379;Москва и обл.;844 674,00;835 999,00;8 675,00;1,04
385;-2;Единая Расчетная Палата;384;Москва и обл.;838 454,00;848 969,00;-10 515,00;-1,24
386;1;Моби.Деньги;3523;Москва и обл.;834 613,00;834 613,00;0,00;0
387;-22;Земкомбанк;574;Ростовская обл.;825 944,00;1 170 080,00;-344 136,00;-29,41
388;-7;Единая касса;3512;Москва и обл.;825 712,00;862 642,00;-36 930,00;-4,28
389;3;Прокоммерцбанк;2996;Москва и обл.;759 298,00;739 111,00;20 187,00;2,73
390;0;Вайлдберриз Банк;841;Москва и обл.;751 087,00;747 998,00;3 089,00;0,41
391;7;Рента-Банк;3095;Москва и обл.;744 739,00;641 247,00;103 492,00;16,14
392;-1;Объединенный Банк Республики;1016;Чувашия;737 203,00;746 031,00;-8 828,00;-1,18
393;2;Геобанк;2027;Москва и обл.;725 891,00;657 170,00;68 721,00;10,46
394;7;Ресурс-Траст;3122;Москва и обл.;713 383,00;591 216,00;122 167,00;20,66
395;1;Дружба;990;Тюменская обл.;678 160,00;653 169,00;24 991,00;3,83
396;-2;Гефест;1046;Тверская обл.;676 274,00;676 099,00;175,00;0,03
397;0;Славянбанк;804;Новгородская обл.;654 589,00;646 526,00;8 063,00;1,25
398;2;Эко-Инвест;3116;Москва и обл.;635 328,00;616 964,00;18 364,00;2,98
399;0;Онего;2484;Карелия;622 613,00;622 772,00;-159,00;-0,03
400;-7;Банк 131;3538;Татарстан;616 750,00;699 259,00;-82 509,00;-11,80
401;-12;РИБ;2749;Москва и обл.;606 977,00;752 449,00;-145 472,00;-19,33
402;0;Таганрогбанк;3136;Ростовская обл.;559 438,00;564 770,00;-5 332,00;-0,94
403;1;Вятич;2796;Рязанская обл.;554 943,00;525 617,00;29 326,00;5,58
404;-1;Монета.ру;3508;Марий Эл;518 707,00;541 966,00;-23 259,00;-4,29
405;0;МВС Банк;2407;Дагестан;514 676,00;501 902,00;12 774,00;2,55
406;10;Сетевая Расчетная Палата;3332;Татарстан;463 123,00;330 089,00;133 034,00;40,30
407;0;Холмск;503;Сахалинская обл.;459 506,00;428 940,00;30 566,00;7,13
408;0;Континенталь;3184;Ставропольский край;420 519,00;425 001,00;-4 482,00;-1,05
409;0;Банк Берейт;3505;Санкт-Петербург и обл.;414 653,00;417 227,00;-2 574,00;-0,62
410;1;Северстройбанк;3507;Вологодская обл.;378 877,00;377 261,00;1 616,00;0,43
411;1;Тайдон;2085;Кемеровская обл.;370 014,00;371 426,00;-1 412,00;-0,38
412;2;Платежный Стандарт;3530;Новосибирская обл.;368 958,00;368 958,00;0,00;0
413;-3;Народный Банк Тувы;1309;Тыва;353 604,00;383 933,00;-30 329,00;-7,90
414;3;Лэнд Кредит;1478;Москва и обл.;320 404,00;327 391,00;-6 987,00;-2,13
415;0;Платежи и Расчеты;3324;Самарская обл.;312 933,00;331 898,00;-18 965,00;-5,71
416;-10;Центрально-Азиатский;3037;Хакасия;304 819,00;443 219,00;-138 400,00;-31,23
417;1;Перспектива;3532;Омская обл.;294 928,00;294 928,00;0,00;0
418;-5;Альтернатива;3452;Москва и обл.;291 457,00;370 057,00;-78 600,00;-21,24
419;1;Элексир;3533;Москва и обл.;282 079,00;284 954,00;-2 875,00;-1,01
420;-1;Промсвязьинвест;2761;Дагестан;278 186,00;289 946,00;-11 760,00;-4,06
421;4;Красноярский Краевой Расчетный Центр;3483;Красноярский край;236 797,00;217 988,00;18 809,00;8,63
422;0;Премиум;3514;Москва и обл.;235 990,00;235 990,00;0,00;0
423;-2;Синергия;2884;Саратовская обл.;234 007,00;245 393,00;-11 386,00;-4,64
424;-1;ПэйЮ;3518;Москва и обл.;224 247,00;224 247,00;0,00;0
425;2;Русское Финансовое Общество;3427;Москва и обл.;222 784,00;196 518,00;26 266,00;13,37
426;0;Нарат;1902;Татарстан;211 078,00;210 893,00;185,00;0,09
427;-3;Объединенная Расчетная Система;3342;Москва и обл.;188 018,00;218 333,00;-30 315,00;-13,88
428;0;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;172 374,00;149 118,00;23 256,00;15,60
429;1;Дальний Восток;3318;Приморский край;136 705,00;116 359,00;20 346,00;17,49
430;-1;Элплат;3535;Удмуртия;118 095,00;118 095,00;0,00;0
431;0;Инэко;3520;Ивановская обл.;92 135,00;92 135,00;0,00;0
