Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Июнь, 2016, тыс. рублей;Май, 2016, тыс. рублей;Изменение, тыс. рублей;Изменение, %
40;-1;Восточный Банк;1460;Амурская обл.;228 511 426,00;232 615 787,00;-4 104 361,00;-1,76
41;0;Глобэкс;1942;Москва и обл.;227 022 661,00;228 909 444,00;-1 886 783,00;-0,82
42;1;Хоум Кредит Банк;316;Москва и обл.;223 862 195,00;221 277 132,00;2 585 063,00;1,17
43;-1;Транскапиталбанк;2210;Москва и обл.;221 061 567,00;221 752 221,00;-690 654,00;-0,31
44;0;Татфондбанк;3058;Татарстан;194 638 260,00;192 687 590,00;1 950 670,00;1,01
45;0;Пересвет;2110;Москва и обл.;190 932 733,00;188 435 306,00;2 497 427,00;1,33
46;0;РосЕвроБанк;3137;Москва и обл.;176 031 469,00;170 388 910,00;5 642 559,00;3,31
47;0;МТС Банк;2268;Москва и обл.;174 154 511,00;168 773 226,00;5 381 285,00;3,19
48;0;Тинькофф Банк;2673;Москва и обл.;167 078 551,00;165 126 314,00;1 952 237,00;1,18
49;2;Всероссийский Банк Развития Регионов;3287;Москва и обл.;160 652 684,00;150 831 258,00;9 821 426,00;6,51
50;-1;Экспресс-Волга;3085;Костромская обл.;158 290 801,00;158 842 769,00;-551 968,00;-0,35
51;-1;ДельтаКредит;3338;Москва и обл.;157 094 198,00;155 013 373,00;2 080 825,00;1,34
52;1;ОТП Банк;2766;Москва и обл.;150 148 531,00;145 790 122,00;4 358 409,00;2,99
53;2;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;141 170 045,00;140 616 116,00;553 929,00;0,39
54;0;Национальный Расчетный Депозитарий;3294;Москва и обл.;137 798 396,00;141 909 844,00;-4 111 448,00;-2,90
55;-3;РГС Банк;3073;Москва и обл.;137 011 492,00;147 545 406,00;-10 533 914,00;-7,14
56;1;Авангард;2879;Москва и обл.;134 604 399,00;131 051 892,00;3 552 507,00;2,71
57;-1;Кредит Европа Банк;3311;Москва и обл.;132 908 046,00;132 276 111,00;631 935,00;0,48
58;0;МСП Банк;3340;Москва и обл.;132 588 472,00;129 718 048,00;2 870 424,00;2,21
59;3;Аверс;415;Татарстан;124 947 269,00;110 126 953,00;14 820 316,00;13,46
60;-1;СКБ-Банк;705;Свердловская обл.;122 657 901,00;122 975 021,00;-317 120,00;-0,26
61;-1;Инвестторгбанк;2763;Москва и обл.;120 675 223,00;120 914 223,00;-239 000,00;-0,20
62;1;Запсибкомбанк;918;Тюменская обл.;110 916 090,00;107 962 791,00;2 953 299,00;2,74
63;-2;Ренессанс Кредит;3354;Москва и обл.;104 710 998,00;111 379 453,00;-6 668 455,00;-5,99
64;1;Роскосмосбанк;2989;Москва и обл.;102 539 483,00;102 421 164,00;118 319,00;0,12
65;-1;Сетелем Банк;2168;Москва и обл.;102 497 130,00;102 542 379,00;-45 249,00;-0,04
66;0;Русфинанс Банк;1792;Самарская обл.;98 143 616,00;96 504 547,00;1 639 069,00;1,70
67;0;Юниаструм Банк;2771;Москва и обл.;96 840 359,00;94 480 104,00;2 360 255,00;2,50
68;2;РосинтерБанк;226;Москва и обл.;94 561 994,00;93 316 544,00;1 245 450,00;1,33
69;-1;Локо-Банк;2707;Москва и обл.;92 978 475,00;94 453 989,00;-1 475 514,00;-1,56
70;-1;Центр-инвест;2225;Ростовская обл.;92 689 002,00;94 226 239,00;-1 537 237,00;-1,63
71;1;Таврический Банк;2304;Санкт-Петербург и обл.;88 639 052,00;91 293 549,00;-2 654 497,00;-2,91
72;3;ЦентроКредит;121;Москва и обл.;88 502 031,00;88 826 467,00;-324 436,00;-0,37
73;1;Балтийский Банк;128;Санкт-Петербург и обл.;87 542 161,00;89 038 784,00;-1 496 623,00;-1,68
74;-3;Банк БФА;3038;Санкт-Петербург и обл.;87 073 009,00;92 168 970,00;-5 095 961,00;-5,53
75;2;Союз;2307;Москва и обл.;86 673 343,00;81 943 332,00;4 730 011,00;5,77
76;-3;Сургутнефтегазбанк;588;Ханты-Мансийский АО — Югра;85 732 199,00;90 502 046,00;-4 769 847,00;-5,27
77;-1;Почта Банк;650;Москва и обл.;85 148 340,00;82 202 727,00;2 945 613,00;3,58
78;1;БНП Париба Банк;3407;Москва и обл.;83 126 060,00;79 920 489,00;3 205 571,00;4,01
79;5;Банк Финсервис;3388;Москва и обл.;76 590 068,00;73 503 133,00;3 086 935,00;4,20
80;1;Международный Финансовый Клуб;2618;Москва и обл.;74 239 434,00;77 710 889,00;-3 471 455,00;-4,47
81;-3;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;74 170 238,00;80 632 798,00;-6 462 560,00;-8,01
82;0;Бинбанк Диджитал;2827;Москва и обл.;74 151 332,00;77 560 037,00;-3 408 705,00;-4,39
83;0;Балтинвестбанк;3176;Санкт-Петербург и обл.;73 536 925,00;73 863 135,00;-326 210,00;-0,44
84;2;Банк Интеза;2216;Москва и обл.;71 353 880,00;71 964 258,00;-610 378,00;-0,85
85;0;Военно-Промышленный Банк;3065;Москва и обл.;71 277 240,00;73 104 437,00;-1 827 197,00;-2,50
86;1;Экспобанк;2998;Москва и обл.;71 094 691,00;71 942 624,00;-847 933,00;-1,18
87;1;Кубань Кредит;2518;Краснодарский край;69 693 076,00;69 441 610,00;251 466,00;0,36
88;1;РНКБ;1354;Симферополь;69 381 136,00;67 697 369,00;1 683 767,00;2,49
89;-9;Дойче Банк;3328;Москва и обл.;66 927 082,00;78 395 686,00;-11 468 604,00;-14,63
90;0;Металлинвестбанк;2440;Москва и обл.;66 332 391,00;64 378 160,00;1 954 231,00;3,04
91;0;Образование;1521;Москва и обл.;62 663 198,00;61 401 013,00;1 262 185,00;2,06
92;0;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;60 811 060,00;60 153 647,00;657 413,00;1,09
93;6;БКС Банк;101;Новосибирская обл.;60 479 560,00;56 229 168,00;4 250 392,00;7,56
94;0;Росэнергобанк;2211;Москва и обл.;58 536 591,00;58 798 093,00;-261 502,00;-0,44
95;1;БФГ-Кредит;3068;Москва и обл.;58 363 280,00;57 634 221,00;729 059,00;1,26
96;1;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;57 325 222,00;57 500 404,00;-175 182,00;-0,30
97;-2;РН Банк;170;Москва и обл.;56 070 955,00;57 643 013,00;-1 572 058,00;-2,73
98;-5;Финпромбанк (ФПБ Банк);2157;Москва и обл.;54 131 281,00;58 926 118,00;-4 794 837,00;-8,14
99;-1;АйСиБиСи Банк;3475;Москва и обл.;53 538 704,00;56 665 287,00;-3 126 583,00;-5,52
100;0;Росэксимбанк;2790;Москва и обл.;50 491 849,00;52 259 512,00;-1 767 663,00;-3,38
101;2;ББР Банк;2929;Москва и обл.;50 448 590,00;48 079 557,00;2 369 033,00;4,93
102;0;Крайинвестбанк;3360;Краснодарский край;49 997 242,00;49 137 282,00;859 960,00;1,75
103;2;Тойота Банк;3470;Москва и обл.;48 729 986,00;47 343 010,00;1 386 976,00;2,93
104;-3;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;48 085 413,00;51 934 201,00;-3 848 788,00;-7,41
105;-1;Межтопэнергобанк;2956;Москва и обл.;47 954 511,00;47 397 683,00;556 828,00;1,17
106;0;СДМ-Банк;1637;Москва и обл.;47 361 822,00;46 538 781,00;823 041,00;1,77
107;0;Банк «Советский»;558;Санкт-Петербург и обл.;47 147 479,00;46 340 991,00;806 488,00;1,74
108;0;Социнвестбанк;1132;Башкортостан;46 643 894,00;46 207 489,00;436 405,00;0,94
109;4;Фора-Банк;1885;Москва и обл.;45 051 912,00;43 264 787,00;1 787 125,00;4,13
110;1;Челябинвестбанк;493;Челябинская обл.;44 735 640,00;43 694 525,00;1 041 115,00;2,38
111;-1;Челиндбанк;485;Челябинская обл.;44 710 966,00;44 041 356,00;669 610,00;1,52
112;-3;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;43 937 365,00;45 151 902,00;-1 214 537,00;-2,69
113;-1;Газэнергобанк;3252;Калужская обл.;43 784 183,00;43 542 730,00;241 453,00;0,55
114;1;Примсоцбанк;2733;Приморский край;43 459 148,00;42 731 475,00;727 673,00;1,70
115;-1;Левобережный;1343;Новосибирская обл.;43 199 299,00;43 025 788,00;173 511,00;0,40
116;0;Первобанк;3461;Самарская обл.;41 640 650,00;42 285 476,00;-644 826,00;-1,52
117;2;Интерпрогрессбанк;600;Москва и обл.;39 805 253,00;38 979 497,00;825 756,00;2,12
118;3;Бэнк оф Чайна;2309;Москва и обл.;39 272 174,00;37 794 336,00;1 477 838,00;3,91
119;-1;Коммерцбанк (Евразия);3333;Москва и обл.;39 209 190,00;40 178 288,00;-969 098,00;-2,41
120;0;Саровбизнесбанк;2048;Нижегородская обл.;38 286 318,00;38 115 604,00;170 714,00;0,45
121;5;Меткомбанк (Череповец);901;Вологодская обл.;37 214 073,00;33 743 830,00;3 470 243,00;10,28
122;1;ОФК Банк;2270;Москва и обл.;35 458 055,00;35 232 815,00;225 240,00;0,64
123;1;ПЧРБ Банк;3291;Москва и обл.;34 558 528,00;34 355 057,00;203 471,00;0,59
124;4;Фольксваген Банк Рус;3500;Москва и обл.;33 913 871,00;33 561 613,00;352 258,00;1,05
125;2;Национальный Стандарт;3421;Москва и обл.;33 666 411,00;33 712 225,00;-45 814,00;-0,14
126;-1;Кольцо Урала;65;Свердловская обл.;33 405 740,00;33 994 095,00;-588 355,00;-1,73
127;-5;Еврофинанс Моснарбанк;2402;Москва и обл.;32 358 183,00;35 390 466,00;-3 032 283,00;-8,57
128;4;Кедр;1574;Красноярский край;32 046 879,00;31 937 159,00;109 720,00;0,34
129;1;Русский Международный Банк;3123;Москва и обл.;31 867 449,00;32 262 498,00;-395 049,00;-1,22
130;1;НС Банк;3124;Москва и обл.;31 245 599,00;31 951 126,00;-705 527,00;-2,21
131;4;Интерпромбанк;3266;Москва и обл.;30 727 467,00;29 358 810,00;1 368 657,00;4,66
132;2;Кредит Урал Банк;2584;Челябинская обл.;30 656 431,00;29 416 990,00;1 239 441,00;4,21
133;-4;ВУЗ-Банк;1557;Свердловская обл.;30 595 998,00;33 142 631,00;-2 546 633,00;-7,68
134;-1;Дальневосточный Банк;843;Приморский край;29 937 508,00;29 980 503,00;-42 995,00;-0,14
135;1;Солидарность;554;Самарская обл.;29 607 272,00;29 346 063,00;261 209,00;0,89
136;2;БыстроБанк;1745;Удмуртия;29 537 049,00;29 117 226,00;419 823,00;1,44
137;0;Интехбанк;2705;Татарстан;29 158 241,00;29 222 993,00;-64 752,00;-0,22
138;1;Севергазбанк;2816;Вологодская обл.;28 951 485,00;27 763 344,00;1 188 141,00;4,28
139;-22;МБА-Москва;3395;Москва и обл.;28 748 991,00;40 955 360,00;-12 206 369,00;-29,80
140;6;Объединенный Капитал;2611;Санкт-Петербург и обл.;28 463 980,00;26 118 597,00;2 345 383,00;8,98
141;1;Акибанк;2587;Татарстан;28 154 933,00;27 293 778,00;861 155,00;3,16
142;-2;Газбанк;2316;Самарская обл.;27 549 305,00;27 742 487,00;-193 182,00;-0,70
143;2;Алмазэргиэнбанк;2602;Саха (Якутия);27 488 939,00;26 704 680,00;784 259,00;2,94
144;0;Приморье;3001;Приморский край;27 313 886,00;26 748 174,00;565 712,00;2,11
145;-4;АйМаниБанк;1975;Москва и обл.;27 232 271,00;27 517 263,00;-284 992,00;-1,04
146;-3;Московское Ипотечное Агентство;3344;Москва и обл.;26 776 028,00;27 130 798,00;-354 770,00;-1,31
147;3;Москоммерцбанк;3365;Москва и обл.;26 364 856,00;25 456 767,00;908 089,00;3,57
148;1;АктивКапитал Банк;3006;Самарская обл.;26 348 358,00;25 622 480,00;725 878,00;2,83
149;-1;Квантмобайл Банк;1189;Москва и обл.;26 304 240,00;25 879 300,00;424 940,00;1,64
150;3;Генбанк;2490;Симферополь;26 153 610,00;24 579 047,00;1 574 563,00;6,41
151;0;Липецккомбанк;1242;Липецкая обл.;25 262 766,00;25 317 466,00;-54 700,00;-0,22
152;2;Девон-Кредит;1972;Татарстан;24 957 535,00;24 575 136,00;382 399,00;1,56
153;31;Российская Финансовая Корпорация;3099;Москва и обл.;24 937 421,00;16 371 712,00;8 565 709,00;52,32
154;-7;Платежный Центр;3166;Новосибирская обл.;24 611 465,00;26 007 387,00;-1 395 922,00;-5,37
155;0;Агропромкредит;2880;Москва и обл.;24 418 465,00;24 535 431,00;-116 966,00;-0,48
156;-4;Собинбанк;1317;Москва и обл.;24 363 426,00;24 975 985,00;-612 559,00;-2,45
157;-1;Урал ФД;249;Пермская обл.;23 752 348,00;24 216 761,00;-464 413,00;-1,92
158;2;Легион;3117;Москва и обл.;23 081 990,00;22 648 569,00;433 421,00;1,91
159;0;М2М Прайвет Банк;1414;Москва и обл.;22 781 082,00;22 906 440,00;-125 358,00;-0,55
160;-3;СЭБ Банк;3235;Санкт-Петербург и обл.;22 723 557,00;23 568 638,00;-845 081,00;-3,59
161;0;Спурт Банк;2207;Татарстан;22 685 680,00;22 524 524,00;161 156,00;0,72
162;2;Ланта-Банк;1920;Москва и обл.;22 348 793,00;21 201 916,00;1 146 877,00;5,41
163;-1;Энергобанк;67;Татарстан;22 202 972,00;21 879 816,00;323 156,00;1,48
164;-6;Натиксис Банк;3390;Москва и обл.;22 192 082,00;23 243 325,00;-1 051 243,00;-4,52
165;-2;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;21 978 410,00;21 211 694,00;766 716,00;3,61
166;4;Татсоцбанк;480;Татарстан;21 866 802,00;18 841 444,00;3 025 358,00;16,06
167;-2;Тольяттихимбанк;2507;Самарская обл.;21 642 089,00;20 649 484,00;992 605,00;4,81
168;-2;Курскпромбанк;735;Курская обл.;20 611 392,00;20 108 328,00;503 064,00;2,50
169;-2;НБД-Банк;1966;Нижегородская обл.;20 386 026,00;19 802 692,00;583 334,00;2,95
170;15;Данске Банк;3307;Санкт-Петербург и обл.;20 211 314,00;16 356 690,00;3 854 624,00;23,57
171;-2;Мерседес-Бенц Банк Рус;3473;Москва и обл.;19 858 348,00;19 040 192,00;818 156,00;4,30
172;49;Мир Бизнес Банк;3396;Москва и обл.;19 805 694,00;11 298 294,00;8 507 400,00;75,30
173;-2;БМВ Банк;3482;Москва и обл.;19 709 213,00;18 725 914,00;983 299,00;5,25
174;3;Морган Стэнли Банк;3456;Москва и обл.;19 576 252,00;16 956 728,00;2 619 524,00;15,45
175;-7;Рублев;3098;Москва и обл.;18 417 685,00;19 419 947,00;-1 002 262,00;-5,16
176;-1;Хлынов;254;Кировская обл.;18 238 029,00;17 728 146,00;509 883,00;2,88
177;-5;Джей энд Ти Банк;3061;Москва и обл.;17 682 360,00;18 103 477,00;-421 117,00;-2,33
178;-5;Банк Кредит Свисс;2494;Москва и обл.;17 628 414,00;18 011 100,00;-382 686,00;-2,12
179;-1;Алеф-Банк;2119;Москва и обл.;17 379 061,00;16 954 059,00;425 002,00;2,51
180;-6;Держава;2738;Москва и обл.;17 335 507,00;17 752 044,00;-416 537,00;-2,35
181;-1;Развитие-Столица;3013;Москва и обл.;17 241 991,00;16 767 304,00;474 687,00;2,83
182;0;НК Банк;2755;Москва и обл.;17 133 338,00;16 502 547,00;630 791,00;3,82
183;8;Аресбанк;2914;Москва и обл.;17 040 117,00;15 633 122,00;1 406 995,00;9,00
184;10;Чайна Констракшн;3515;Москва и обл.;16 975 278,00;15 178 275,00;1 797 003,00;11,84
185;-6;Уралтрансбанк;812;Свердловская обл.;16 904 200,00;16 775 064,00;129 136,00;0,77
186;-10;Энерготрансбанк;1307;Калининградская обл.;16 827 086,00;17 709 198,00;-882 112,00;-4,98
187;-4;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;16 779 925,00;16 379 871,00;400 054,00;2,44
188;-1;Денизбанк Москва;3330;Москва и обл.;16 596 772,00;16 081 631,00;515 141,00;3,20
189;-8;Нацинвестпромбанк;3077;Москва и обл.;16 184 794,00;16 555 111,00;-370 317,00;-2,24
190;-2;Расчетно-Кредитный Банк;103;Москва и обл.;16 066 792,00;15 745 428,00;321 364,00;2,04
191;-2;Форштадт;2208;Оренбургская обл.;15 778 444,00;15 703 798,00;74 646,00;0,48
192;1;Инбанк;1829;Москва и обл.;15 629 709,00;15 537 679,00;92 030,00;0,59
193;-1;Экспо Финанс;2594;Москва и обл.;15 584 630,00;15 552 259,00;32 371,00;0,21
194;3;Банк Акцепт;567;Новосибирская обл.;15 551 574,00;14 782 007,00;769 567,00;5,21
195;6;Темпбанк;55;Москва и обл.;15 526 235,00;14 604 084,00;922 151,00;6,31
196;-10;Морской Банк;77;Москва и обл.;15 430 741,00;16 120 722,00;-689 981,00;-4,28
197;-7;Гранд Инвест Банк;3053;Москва и обл.;15 380 314,00;15 700 491,00;-320 177,00;-2,04
198;-3;Пойдем!;2534;Москва и обл.;15 231 895,00;15 009 746,00;222 149,00;1,48
199;-1;Русский Ипотечный Банк;1968;Москва и обл.;15 017 099,00;14 772 697,00;244 402,00;1,65
200;0;Норвик Банк;902;Кировская обл.;14 781 711,00;14 660 490,00;121 221,00;0,83
201;-5;Гарант-Инвест;2576;Москва и обл.;14 720 756,00;14 789 457,00;-68 701,00;-0,46
202;-3;Национальный Резервный Банк;2170;Москва и обл.;14 665 041,00;14 681 776,00;-16 735,00;-0,11
203;3;Кошелев-Банк;3300;Самарская обл.;14 498 828,00;13 757 502,00;741 326,00;5,39
204;3;Солидарность (Москва);1555;Москва и обл.;14 215 694,00;13 717 774,00;497 920,00;3,63
205;0;Финанс Бизнес Банк;520;Москва и обл.;13 889 815,00;13 816 192,00;73 623,00;0,53
206;-4;РосДорБанк;1573;Москва и обл.;13 807 847,00;14 249 952,00;-442 105,00;-3,10
207;1;ТЭМБР-Банк;2764;Москва и обл.;13 791 300,00;13 689 548,00;101 752,00;0,74
208;-5;Ури Банк;3479;Москва и обл.;13 712 161,00;14 160 559,00;-448 398,00;-3,17
209;0;Объединенный Кредитный Банк;1118;Ярославская обл.;13 512 800,00;13 516 937,00;-4 137,00;-0,03
210;-6;Агросоюз;1459;Москва и обл.;13 312 301,00;13 832 561,00;-520 260,00;-3,76
211;0;Тройка-Д Банк;3431;Москва и обл.;12 884 249,00;13 284 316,00;-400 067,00;-3,01
212;1;Прио-Внешторгбанк;212;Рязанская обл.;12 823 497,00;12 350 352,00;473 145,00;3,83
213;3;Промтрансбанк;2638;Башкортостан;12 437 419,00;12 130 920,00;306 499,00;2,53
214;-4;Финансовый Стандарт;1053;Москва и обл.;12 334 172,00;13 469 856,00;-1 135 684,00;-8,43
215;-3;Стратегия;2801;Москва и обл.;12 291 156,00;12 539 032,00;-247 876,00;-1,98
216;1;Русьуниверсалбанк;3293;Москва и обл.;12 016 781,00;11 701 457,00;315 324,00;2,69
217;1;КС Банк;1752;Мордовия;11 944 818,00;11 695 326,00;249 492,00;2,13
218;39;Гута-Банк;256;Москва и обл.;11 942 152,00;8 407 523,00;3 534 629,00;42,04
219;8;Нижневолжский Коммерческий Банк;931;Саратовская обл.;11 903 488,00;10 989 408,00;914 080,00;8,32
220;5;Русский Торговый Банк;2842;Москва и обл.;11 356 575,00;11 127 167,00;229 408,00;2,06
221;3;Банк Жилищного Финансирования;3138;Москва и обл.;11 332 652,00;11 147 430,00;185 222,00;1,66
222;224;Банк ВВБ;1093;Севастополь;11 226 713,00;2 511 806,00;8 714 907,00;346,96
223;-1;Солид Банк;1329;Камчатская обл.;11 197 388,00;11 285 663,00;-88 275,00;-0,78
224;-1;Нефтяной Альянс;2859;Москва и обл.;11 191 787,00;11 214 432,00;-22 645,00;-0,20
225;1;Первомайский;518;Краснодарский край;11 053 845,00;11 063 933,00;-10 088,00;-0,09
226;5;Датабанк;646;Удмуртия;10 681 809,00;10 386 736,00;295 073,00;2,84
227;-8;Ишбанк;2867;Москва и обл.;10 672 134,00;11 363 191,00;-691 057,00;-6,08
228;1;НИКО-Банк;702;Оренбургская обл.;10 663 777,00;10 517 491,00;146 286,00;1,39
229;-1;Новопокровский;467;Краснодарский край;10 654 861,00;10 939 567,00;-284 706,00;-2,60
230;16;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;10 563 222,00;9 139 502,00;1 423 720,00;15,58
231;2;Банк Казани;708;Татарстан;10 475 324,00;10 162 713,00;312 611,00;3,08
232;0;Банк Оренбург;3269;Оренбургская обл.;10 378 997,00;10 323 900,00;55 097,00;0,53
233;-3;Центркомбанк;2983;Москва и обл.;10 308 590,00;10 475 205,00;-166 615,00;-1,59
234;1;Развитие;2729;Карачаево-Черкесия;10 271 527,00;10 119 915,00;151 612,00;1,50
235;-21;ГПБ-Ипотека;2403;Москва и обл.;10 118 629,00;12 244 098,00;-2 125 469,00;-17,36
236;-21;БайкалБанк;2632;Бурятия;9 994 489,00;12 164 736,00;-2 170 247,00;-17,84
237;0;Александровский;53;Санкт-Петербург и обл.;9 887 702,00;9 675 991,00;211 711,00;2,19
238;-4;СИАБ;3245;Санкт-Петербург и обл.;9 830 943,00;10 130 298,00;-299 355,00;-2,96
239;-1;ЕвроситиБанк;1869;Москва и обл.;9 584 950,00;9 672 772,00;-87 822,00;-0,91
240;0;Енисей;474;Красноярский край;9 507 170,00;9 494 029,00;13 141,00;0,14
241;7;Таатта;1249;Саха (Якутия);9 374 368,00;8 974 571,00;399 797,00;4,45
242;0;Снежинский;1376;Челябинская обл.;9 364 521,00;9 337 707,00;26 814,00;0,29
243;1;Екатеринбург;3161;Свердловская обл.;9 290 159,00;9 257 017,00;33 142,00;0,36
244;-1;Ассоциация;732;Нижегородская обл.;9 245 556,00;9 299 812,00;-54 256,00;-0,58
245;-4;Национальная Факторинговая Компания;3437;Москва и обл.;9 207 553,00;9 437 036,00;-229 483,00;-2,43
246;1;Энергомашбанк;52;Санкт-Петербург и обл.;9 145 540,00;9 082 399,00;63 141,00;0,70
247;-8;Вокбанк;312;Нижегородская обл.;9 091 587,00;9 613 867,00;-522 280,00;-5,43
248;3;Нефтепромбанк;2156;Москва и обл.;8 953 199,00;8 863 245,00;89 954,00;1,01
249;-29;Киви Банк;2241;Москва и обл.;8 927 410,00;11 301 578,00;-2 374 168,00;-21,01
250;4;РусЮгбанк;2093;Волгоградская обл.;8 853 602,00;8 634 259,00;219 343,00;2,54
251;-15;Автоторгбанк;2776;Москва и обл.;8 852 639,00;9 889 868,00;-1 037 229,00;-10,49
252;0;Славия;2664;Москва и обл.;8 782 499,00;8 639 222,00;143 277,00;1,66
253;-8;Современный Коммерческий Инновационный Банк;3329;Костромская обл.;8 767 685,00;9 144 716,00;-377 031,00;-4,12
254;8;Торговый Городской Банк;3180;Москва и обл.;8 759 587,00;8 041 282,00;718 305,00;8,93
255;-2;Арксбанк;1868;Москва и обл.;8 714 059,00;8 634 335,00;79 724,00;0,92
256;-7;Модульбанк;1927;Костромская обл.;8 710 084,00;8 945 194,00;-235 110,00;-2,63
257;-2;Юг-Инвестбанк;2772;Краснодарский край;8 705 846,00;8 565 705,00;140 141,00;1,64
258;5;Итуруп;2390;Сахалинская обл.;8 592 936,00;7 981 847,00;611 089,00;7,66
259;-3;Томскпромстройбанк;1720;Томская обл.;8 348 108,00;8 451 717,00;-103 609,00;-1,23
