Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Сентябрь, 2010, тыс. рублей;Август, 2010, тыс. рублей;Изменение, тыс. рублей;Изменение, %
60;1;Собинбанк;1317;Москва и обл.;57 129 255,00;57 161 455,00;-32 200,00;-0,06
61;5;Инвестторгбанк;2763;Москва и обл.;56 638 045,00;55 063 912,00;1 574 133,00;2,86
62;1;СМП Банк;3368;Москва и обл.;56 115 932,00;56 390 137,00;-274 205,00;-0,49
63;4;Запсибкомбанк;918;Тюменская обл.;55 975 308,00;54 932 885,00;1 042 423,00;1,90
64;1;Петровский;729;Санкт-Петербург и обл.;55 789 645,00;55 818 536,00;-28 891,00;-0,05
65;4;Внешпромбанк;3261;Москва и обл.;55 648 613,00;52 475 360,00;3 173 253,00;6,05
66;2;Национальный Резервный Банк;2170;Москва и обл.;55 597 052,00;54 768 068,00;828 984,00;1,51
67;-5;Экспо Финанс;2594;Москва и обл.;53 911 598,00;57 114 105,00;-3 202 507,00;-5,61
68;3;БНП Париба Банк;3407;Москва и обл.;51 455 117,00;49 048 019,00;2 407 098,00;4,91
69;1;Авангард;2879;Москва и обл.;51 031 526,00;49 320 951,00;1 710 575,00;3,47
70;5;Новикомбанк;2546;Москва и обл.;50 338 112,00;46 541 230,00;3 796 882,00;8,16
71;2;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;50 324 335,00;46 788 944,00;3 535 391,00;7,56
72;-8;Всероссийский Банк Развития Регионов;3287;Москва и обл.;50 295 731,00;55 927 010,00;-5 631 279,00;-10,07
73;3;Банк «Открытие»;2179;Москва и обл.;49 461 517,00;46 345 793,00;3 115 724,00;6,72
74;-2;Сведбанк;3064;Москва и обл.;47 872 793,00;47 816 544,00;56 249,00;0,12
75;6;Локо-Банк;2707;Москва и обл.;46 333 298,00;42 833 474,00;3 499 824,00;8,17
76;1;Ренессанс Кредит;3354;Москва и обл.;46 299 148,00;45 632 095,00;667 053,00;1,46
77;-3;АМТ Банк;2820;Москва и обл.;46 012 427,00;46 749 536,00;-737 109,00;-1,58
78;0;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;45 313 690,00;44 976 770,00;336 920,00;0,75
79;1;Сургутнефтегазбанк;588;Тюменская обл.;45 101 388,00;43 314 912,00;1 786 476,00;4,12
80;-1;Центр-инвест;2225;Ростовская обл.;45 025 982,00;43 807 854,00;1 218 128,00;2,78
81;6;Совкомбанк;963;Костромская обл.;41 710 301,00;38 599 782,00;3 110 519,00;8,06
82;0;Балтинвестбанк;3176;Санкт-Петербург и обл.;41 654 440,00;42 193 266,00;-538 826,00;-1,28
83;0;Роскосмосбанк;2989;Москва и обл.;41 127 059,00;42 074 969,00;-947 910,00;-2,25
84;2;Пересвет;2110;Москва и обл.;40 176 363,00;38 911 221,00;1 265 142,00;3,25
85;0;Еврофинанс Моснарбанк;2402;Москва и обл.;39 029 164,00;39 371 484,00;-342 320,00;-0,87
86;-2;Металлинвестбанк;2440;Москва и обл.;38 630 153,00;42 069 811,00;-3 439 658,00;-8,18
87;3;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;36 002 112,00;35 232 048,00;770 064,00;2,19
88;3;СБ Банк (Судостроительный банк);2999;Москва и обл.;35 608 315,00;34 874 875,00;733 440,00;2,10
89;-1;Инвестбанк;107;Калининградская обл.;35 245 672,00;35 402 058,00;-156 386,00;-0,44
90;-1;Первобанк;3461;Самарская обл.;34 100 276,00;35 314 638,00;-1 214 362,00;-3,44
91;3;Коммерцбанк (Евразия);3333;Москва и обл.;33 646 005,00;29 823 285,00;3 822 720,00;12,82
92;1;Национальный Стандарт;3421;Москва и обл.;32 175 843,00;30 422 735,00;1 753 108,00;5,76
93;12;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;31 319 894,00;25 280 674,00;6 039 220,00;23,89
94;-2;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;30 263 648,00;33 916 815,00;-3 653 167,00;-10,77
95;4;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;29 885 149,00;27 302 146,00;2 583 003,00;9,46
96;0;Москоммерцбанк;3365;Москва и обл.;29 761 647,00;29 420 151,00;341 496,00;1,16
97;0;Национальный Торговый Банк;3087;Самарская обл.;29 415 990,00;28 095 118,00;1 320 872,00;4,70
98;-3;Банк ДОМ.РФ;2312;Москва и обл.;29 403 010,00;29 447 466,00;-44 456,00;-0,15
99;-1;Бинбанк Диджитал;2827;Москва и обл.;28 354 581,00;27 573 740,00;780 841,00;2,83
100;0;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Москва и обл.;26 890 725,00;26 859 781,00;30 944,00;0,12
101;0;Челиндбанк;485;Челябинская обл.;26 864 058,00;26 453 498,00;410 560,00;1,55
102;0;Дальневосточный Банк;843;Приморский край;26 584 097,00;26 117 867,00;466 230,00;1,79
103;0;Экспобанк;2998;Москва и обл.;26 351 128,00;25 607 434,00;743 694,00;2,90
104;0;Кедр;1574;Москва и обл.;26 028 833,00;25 482 998,00;545 835,00;2,14
105;26;Меткомбанк (Череповец);901;Вологодская обл.;25 306 893,00;18 062 872,00;7 244 021,00;40,10
106;6;Расчетная Палата РТС;3335;Москва и обл.;25 209 540,00;22 534 985,00;2 674 555,00;11,87
107;-1;Акибанк;2587;Татарстан;24 809 812,00;24 760 578,00;49 234,00;0,20
108;-1;Кубань Кредит;2518;Краснодарский край;24 472 439,00;24 001 774,00;470 665,00;1,96
109;-1;Таврический Банк;2304;Санкт-Петербург и обл.;23 782 801,00;23 485 725,00;297 076,00;1,26
110;-1;Челябинвестбанк;493;Челябинская обл.;23 737 467,00;23 363 983,00;373 484,00;1,60
111;-1;Международный Финансовый Клуб;2618;Москва и обл.;23 436 025,00;22 698 430,00;737 595,00;3,25
112;1;Севергазбанк;2816;Вологодская обл.;22 706 001,00;22 042 768,00;663 233,00;3,01
113;-2;Газбанк;2316;Самарская обл.;22 688 486,00;22 552 627,00;135 859,00;0,60
114;6;НС Банк;3124;Москва и обл.;22 244 614,00;21 023 120,00;1 221 494,00;5,81
115;1;Крайинвестбанк;3360;Краснодарский край;21 884 465,00;21 449 238,00;435 227,00;2,03
116;-1;Далькомбанк;84;Хабаровский край;21 581 475,00;21 551 664,00;29 811,00;0,14
117;8;Девон-Кредит;1972;Татарстан;21 520 722,00;19 966 787,00;1 553 935,00;7,78
118;-4;СДМ-Банк;1637;Москва и обл.;21 195 222,00;21 980 745,00;-785 523,00;-3,57
119;3;Кредит Урал Банк;2584;Челябинская обл.;21 192 567,00;20 287 464,00;905 103,00;4,46
120;1;Интерпромбанк;3266;Москва и обл.;21 117 237,00;20 603 821,00;513 416,00;2,49
121;5;Мой Банк;2939;Москва и обл.;20 943 821,00;19 090 897,00;1 852 924,00;9,71
122;-4;Нота-Банк;2913;Москва и обл.;20 704 328,00;21 182 607,00;-478 279,00;-2,26
123;1;Экспресс-Волга;3085;Саратовская обл.;20 656 228,00;19 982 186,00;674 042,00;3,37
124;-1;Первый Республиканский Банк;1730;Москва и обл.;19 448 223,00;20 029 342,00;-581 119,00;-2,90
125;3;Русский Международный Банк;3123;Москва и обл.;19 397 204,00;18 530 831,00;866 373,00;4,68
126;1;Банк АВБ;23;Самарская обл.;19 301 472,00;18 694 924,00;606 548,00;3,24
127;-8;Саровбизнесбанк;2048;Нижегородская обл.;18 776 081,00;21 152 369,00;-2 376 288,00;-11,23
128;27;Банк Кредит Свисс;2494;Москва и обл.;18 610 275,00;14 418 187,00;4 192 088,00;29,08
129;3;М2М Прайвет Банк;1414;Москва и обл.;18 538 564,00;17 874 666,00;663 898,00;3,71
130;-1;ГПБ-Ипотека;2403;Москва и обл.;18 536 845,00;18 513 505,00;23 340,00;0,13
131;-14;Открытие / Инвестиционный банк;2901;Москва и обл.;18 243 724,00;21 422 837,00;-3 179 113,00;-14,84
132;3;Межтопэнергобанк;2956;Москва и обл.;17 923 564,00;17 152 424,00;771 140,00;4,50
133;-3;Агропромкредит;2880;Москва и обл.;17 919 919,00;18 347 386,00;-427 467,00;-2,33
134;-1;Липецккомбанк;1242;Липецкая обл.;17 896 580,00;17 399 329,00;497 251,00;2,86
135;6;Приморье;3001;Приморский край;17 573 422,00;16 212 218,00;1 361 204,00;8,40
136;0;Тройка-Д Банк;3431;Москва и обл.;17 284 161,00;16 999 652,00;284 509,00;1,67
137;-3;Фора-Банк;1885;Москва и обл.;17 268 660,00;17 271 309,00;-2 649,00;-0,02
138;4;БФГ-Кредит;3068;Москва и обл.;17 244 291,00;16 051 085,00;1 193 206,00;7,43
139;0;Солидарность;554;Самарская обл.;17 193 286,00;16 500 692,00;692 594,00;4,20
140;-2;Уралтрансбанк;812;Свердловская обл.;16 870 791,00;16 656 523,00;214 268,00;1,29
141;-1;МБА-Москва;3395;Москва и обл.;16 407 574,00;16 263 258,00;144 316,00;0,89
142;2;Соцгорбанк;1827;Москва и обл.;16 266 242,00;15 701 271,00;564 971,00;3,60
143;6;Модульбанк;1927;Костромская обл.;16 191 667,00;15 578 544,00;613 123,00;3,94
144;-7;Морской Банк;77;Москва и обл.;16 136 476,00;16 812 992,00;-676 516,00;-4,02
145;3;Примсоцбанк;2733;Приморский край;16 059 140,00;15 629 024,00;430 116,00;2,75
146;1;ФИА-Банк;2542;Самарская обл.;15 996 136,00;15 630 330,00;365 806,00;2,34
147;-4;Московский Областной Банк;1751;Москва и обл.;15 950 710,00;15 966 372,00;-15 662,00;-0,10
148;-2;Урал ФД;249;Пермская обл.;15 803 884,00;15 677 528,00;126 356,00;0,81
149;1;Российский Кредит;324;Москва и обл.;15 476 693,00;15 403 674,00;73 019,00;0,47
150;23;АМБ Банк;3036;Москва и обл.;15 360 841,00;12 214 372,00;3 146 469,00;25,76
151;1;Кольцо Урала;65;Свердловская обл.;15 356 835,00;14 919 081,00;437 754,00;2,93
152;1;Народный Кредит;2401;Москва и обл.;14 998 289,00;14 856 231,00;142 058,00;0,96
153;-8;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;14 967 492,00;15 683 445,00;-715 953,00;-4,57
154;0;Столичный Торговый Банк;2797;Москва и обл.;14 890 344,00;14 839 723,00;50 621,00;0,34
155;-4;ПЧРБ Банк;3291;Москва и обл.;14 547 004,00;15 232 750,00;-685 746,00;-4,50
156;2;Центркомбанк;2983;Москва и обл.;14 093 986,00;13 946 477,00;147 509,00;1,06
157;4;Натиксис Банк;3390;Москва и обл.;14 079 932,00;13 840 332,00;239 600,00;1,73
158;4;НОМОС-Региобанк;539;Хабаровский край;13 927 426,00;13 533 414,00;394 012,00;2,91
159;1;Сетелем Банк;2168;Москва и обл.;13 850 091,00;13 881 826,00;-31 735,00;-0,23
160;-4;Спурт Банк;2207;Татарстан;13 820 672,00;14 345 934,00;-525 262,00;-3,66
161;-2;Альта-Банк;2269;Москва и обл.;13 780 554,00;13 905 011,00;-124 457,00;-0,90
162;5;Банк Проектного Финансирования;1677;Москва и обл.;13 717 523,00;12 966 606,00;750 917,00;5,79
163;1;Энергобанк;67;Татарстан;13 415 924,00;13 178 854,00;237 070,00;1,80
164;-1;НБД-Банк;1966;Нижегородская обл.;13 348 123,00;13 248 308,00;99 815,00;0,75
165;0;Ланта-Банк;1920;Москва и обл.;13 344 039,00;13 170 553,00;173 486,00;1,32
166;-9;Стройкредит;18;Москва и обл.;13 031 106,00;14 215 417,00;-1 184 311,00;-8,33
167;-1;Славянский Банк;383;Москва и обл.;13 030 117,00;12 994 686,00;35 431,00;0,27
168;6;Мосстройэкономбанк (М Банк);948;Москва и обл.;12 847 092,00;12 155 101,00;691 991,00;5,69
169;1;Тимер Банк;1581;Татарстан;12 644 687,00;12 392 041,00;252 646,00;2,04
170;-2;Инвесткапиталбанк;2377;Башкортостан;12 600 763,00;12 666 794,00;-66 031,00;-0,52
171;10;Банк БФА;3038;Санкт-Петербург и обл.;12 526 345,00;11 009 134,00;1 517 211,00;13,78
172;-3;Левобережный;1343;Новосибирская обл.;12 426 696,00;12 423 692,00;3 004,00;0,02
173;-1;Петрофф-Банк;2466;Москва и обл.;12 297 010,00;12 315 547,00;-18 537,00;-0,15
174;-3;Рост Банк;2888;Татарстан;12 283 243,00;12 328 835,00;-45 592,00;-0,37
175;0;Росэнергобанк;2211;Москва и обл.;12 224 426,00;12 117 290,00;107 136,00;0,88
176;2;Эс-Би-Ай Банк;3185;Москва и обл.;12 103 647,00;11 550 940,00;552 707,00;4,78
177;7;Связной Банк;1961;Москва и обл.;12 091 343,00;10 880 146,00;1 211 197,00;11,13
178;-2;Углеметбанк;2997;Челябинская обл.;11 906 957,00;12 090 612,00;-183 655,00;-1,52
179;-2;Новокузнецкий Муниципальный Банк;2865;Кемеровская обл.;11 845 977,00;11 789 520,00;56 457,00;0,48
180;3;Смоленский Банк;2029;Смоленская обл.;11 771 409,00;10 937 025,00;834 384,00;7,63
181;-1;Московское Ипотечное Агентство;3344;Москва и обл.;11 095 918,00;11 073 045,00;22 873,00;0,21
182;0;Форштадт;2208;Оренбургская обл.;11 049 708,00;11 004 986,00;44 722,00;0,41
183;2;Курскпромбанк;735;Курская обл.;11 043 355,00;10 873 172,00;170 183,00;1,57
184;2;Европейский Трастовый Банк;2968;Москва и обл.;10 731 692,00;10 726 354,00;5 338,00;0,05
185;2;Банк24.ру;2227;Свердловская обл.;10 653 540,00;10 517 737,00;135 803,00;1,29
186;2;Интехбанк;2705;Татарстан;10 453 870,00;10 465 878,00;-12 008,00;-0,11
187;13;Тинькофф Банк;2673;Москва и обл.;10 344 432,00;9 212 591,00;1 131 841,00;12,29
188;2;Алмазэргиэнбанк;2602;Саха (Якутия);10 285 726,00;9 995 808,00;289 918,00;2,90
189;15;Энерготрансбанк;1307;Калининградская обл.;10 241 811,00;9 130 552,00;1 111 259,00;12,17
190;1;Развитие-Столица;3013;Москва и обл.;10 090 974,00;9 931 500,00;159 474,00;1,61
191;1;Нижегородпромстройбанк;1851;Нижегородская обл.;10 086 044,00;9 839 104,00;246 940,00;2,51
192;2;Норвик Банк;902;Кировская обл.;9 925 825,00;9 725 808,00;200 017,00;2,06
193;0;Эллипс Банк;1950;Нижегородская обл.;9 897 844,00;9 778 509,00;119 335,00;1,22
194;2;Алемар;2384;Новосибирская обл.;9 842 864,00;9 452 455,00;390 409,00;4,13
195;-6;БыстроБанк;1745;Удмуртия;9 795 110,00;10 222 592,00;-427 482,00;-4,18
196;5;Тольяттихимбанк;2507;Самарская обл.;9 508 871,00;9 195 287,00;313 584,00;3,41
197;5;Интеркоммерц Банк;1657;Москва и обл.;9 472 319,00;9 192 156,00;280 163,00;3,05
198;-3;Экопромбанк;2011;Пермская обл.;9 443 038,00;9 695 445,00;-252 407,00;-2,60
199;-20;Свенска Хандельсбанкен;3455;Москва и обл.;9 433 090,00;11 100 454,00;-1 667 364,00;-15,02
200;17;Тойота Банк;3470;Москва и обл.;9 395 045,00;8 469 783,00;925 262,00;10,92
201;2;Нацинвестпромбанк;3077;Москва и обл.;9 279 557,00;9 191 517,00;88 040,00;0,96
202;3;Гранд Инвест Банк;3053;Москва и обл.;9 246 097,00;9 126 913,00;119 184,00;1,31
203;13;Монетный Дом;419;Челябинская обл.;9 161 083,00;8 578 341,00;582 742,00;6,79
204;8;Первомайский;518;Краснодарский край;9 089 857,00;8 790 015,00;299 842,00;3,41
205;4;Хлынов;254;Кировская обл.;9 078 146,00;8 805 995,00;272 151,00;3,09
206;4;Интерпрогрессбанк;600;Москва и обл.;9 060 895,00;8 798 333,00;262 562,00;2,98
207;1;Русстройбанк;3205;Москва и обл.;9 051 567,00;8 962 885,00;88 682,00;0,99
208;-9;Банк Жилищного Финансирования;3138;Москва и обл.;9 004 023,00;9 220 744,00;-216 721,00;-2,35
209;-3;Держава;2738;Москва и обл.;8 879 350,00;9 093 325,00;-213 975,00;-2,35
210;3;Банк Оренбург;3269;Оренбургская обл.;8 784 109,00;8 775 418,00;8 691,00;0,10
211;-13;Северная Казна;2083;Свердловская обл.;8 755 262,00;9 265 232,00;-509 970,00;-5,50
212;3;ВУЗ-Банк;1557;Свердловская обл.;8 736 140,00;8 610 563,00;125 577,00;1,46
213;1;Северо-Восточный Альянс;2768;Москва и обл.;8 731 022,00;8 614 203,00;116 819,00;1,36
214;-7;Снежинский;1376;Челябинская обл.;8 700 085,00;9 001 213,00;-301 128,00;-3,35
215;7;НК Банк;2755;Москва и обл.;8 675 917,00;8 332 780,00;343 137,00;4,12
216;3;Росэксимбанк;2790;Москва и обл.;8 552 290,00;8 415 677,00;136 613,00;1,62
217;15;БМВ Банк;3482;Москва и обл.;8 467 104,00;7 769 494,00;697 610,00;8,98
218;5;Александровский;53;Санкт-Петербург и обл.;8 452 339,00;8 259 610,00;192 729,00;2,33
219;1;Солидарность (Москва);1555;Москва и обл.;8 343 703,00;8 378 839,00;-35 136,00;-0,42
220;1;Прио-Внешторгбанк;212;Рязанская обл.;8 312 510,00;8 356 823,00;-44 313,00;-0,53
221;-3;ТЭМБР-Банк;2764;Москва и обл.;8 300 407,00;8 448 449,00;-148 042,00;-1,75
222;3;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;8 278 544,00;8 104 317,00;174 227,00;2,15
223;1;Образование;1521;Москва и обл.;8 272 508,00;8 184 200,00;88 308,00;1,08
224;24;АБ Финанс;514;Москва и обл.;8 219 749,00;7 027 675,00;1 192 074,00;16,96
225;2;Промсбербанк;1043;Москва и обл.;8 212 874,00;7 998 833,00;214 041,00;2,68
226;4;Роспромбанк;3204;Москва и обл.;8 206 561,00;7 854 227,00;352 334,00;4,49
227;-30;Современный Коммерческий Инновационный Банк;3329;Калужская обл.;8 170 130,00;9 327 771,00;-1 157 641,00;-12,41
228;24;Аресбанк;2914;Москва и обл.;8 145 519,00;6 902 019,00;1 243 500,00;18,02
229;-1;РосДорБанк;1573;Москва и обл.;8 132 372,00;7 972 530,00;159 842,00;2,00
230;3;Легион;3117;Москва и обл.;7 933 457,00;7 716 875,00;216 582,00;2,81
231;-20;Гаранти Банк — Москва;3275;Москва и обл.;7 871 690,00;8 793 121,00;-921 431,00;-10,48
232;30;Русьуниверсалбанк;3293;Москва и обл.;7 861 045,00;6 561 545,00;1 299 500,00;19,80
233;1;Газэнергобанк;3252;Калужская обл.;7 775 008,00;7 647 451,00;127 557,00;1,67
234;-5;Национальная Факторинговая Компания;3437;Москва и обл.;7 726 019,00;7 911 609,00;-185 590,00;-2,35
235;-9;МАК-Банк;1088;Москва и обл.;7 717 062,00;8 033 481,00;-316 419,00;-3,94
236;0;Тарханы;459;Пензенская обл.;7 622 054,00;7 538 037,00;84 017,00;1,11
237;7;Екатеринбург;3161;Свердловская обл.;7 607 797,00;7 286 224,00;321 573,00;4,41
238;1;Экономбанк;1319;Саратовская обл.;7 606 339,00;7 427 080,00;179 259,00;2,41
239;-2;АйМаниБанк;1975;Республика Алтай;7 597 944,00;7 524 139,00;73 805,00;0,98
240;-5;Банк Премьер Кредит;1663;Коми;7 569 466,00;7 542 711,00;26 755,00;0,35
241;18;ББР Банк;2929;Москва и обл.;7 550 613,00;6 646 404,00;904 209,00;13,60
242;14;Лада-Кредит;2668;Самарская обл.;7 537 377,00;6 728 005,00;809 372,00;12,03
243;-3;Международный Акционерный Банк;1987;Москва и обл.;7 470 304,00;7 413 387,00;56 917,00;0,77
244;-2;Банк Финсервис;3388;Москва и обл.;7 461 707,00;7 322 587,00;139 120,00;1,90
245;1;Энергомашбанк;52;Санкт-Петербург и обл.;7 452 298,00;7 152 596,00;299 702,00;4,19
246;-15;СтарБанк;548;Тюменская обл.;7 379 396,00;7 783 880,00;-404 484,00;-5,20
247;4;Гута-Банк;256;Москва и обл.;7 188 497,00;6 914 797,00;273 700,00;3,96
248;22;Банк «Советский»;558;Санкт-Петербург и обл.;7 145 083,00;6 333 664,00;811 419,00;12,81
249;15;Гарант-Инвест;2576;Москва и обл.;7 117 435,00;6 534 043,00;583 392,00;8,93
250;-12;Расчетно-Кредитный Банк;103;Москва и обл.;7 096 289,00;7 463 065,00;-366 776,00;-4,91
251;-6;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;7 069 080,00;7 179 094,00;-110 014,00;-1,53
252;-3;Интрастбанк;3144;Москва и обл.;7 064 757,00;6 946 084,00;118 673,00;1,71
253;0;Алеф-Банк;2119;Москва и обл.;6 969 700,00;6 825 044,00;144 656,00;2,12
254;-4;Волго-Камский Банк;282;Самарская обл.;6 927 100,00;6 942 778,00;-15 678,00;-0,23
255;-1;Ставропольпромстройбанк;1288;Ставропольский край;6 907 009,00;6 802 743,00;104 266,00;1,53
256;-1;Юникорбанк;2586;Москва и обл.;6 871 059,00;6 741 884,00;129 175,00;1,92
257;0;Мерседес-Бенц Банк Рус;3473;Москва и обл.;6 857 479,00;6 703 900,00;153 579,00;2,29
258;10;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;6 769 005,00;6 386 926,00;382 079,00;5,98
259;4;Ярсоцбанк;828;Ярославская обл.;6 747 103,00;6 556 586,00;190 517,00;2,91
260;6;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;6 707 767,00;6 484 061,00;223 706,00;3,45
