Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Февраль, 2013, тыс. рублей;Январь, 2013, тыс. рублей;Изменение, тыс. рублей;Изменение, %
89;-4;Первобанк;3461;Самарская обл.;54 594 818,00;57 180 933,00;-2 586 115,00;-4,52
90;-1;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;53 676 357,00;52 056 401,00;1 619 956,00;3,11
91;-4;СБ Банк (Судостроительный банк);2999;Москва и обл.;52 904 363,00;54 949 476,00;-2 045 113,00;-3,72
92;-2;Национальный Стандарт;3421;Москва и обл.;50 785 399,00;51 687 335,00;-901 936,00;-1,74
93;-1;Бинбанк Диджитал;2827;Москва и обл.;50 680 185,00;51 038 703,00;-358 518,00;-0,70
94;-6;Международный Финансовый Клуб;2618;Москва и обл.;49 388 657,00;53 092 901,00;-3 704 244,00;-6,98
95;-2;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;47 191 456,00;51 015 742,00;-3 824 286,00;-7,50
96;-1;Интеркоммерц Банк;1657;Москва и обл.;45 858 157,00;47 517 935,00;-1 659 778,00;-3,49
97;3;Таврический Банк;2304;Санкт-Петербург и обл.;45 679 581,00;43 472 351,00;2 207 230,00;5,08
98;3;Экспо Финанс;2594;Москва и обл.;45 506 361,00;43 083 878,00;2 422 483,00;5,62
99;-1;Московский Областной Банк;1751;Москва и обл.;43 687 683,00;44 006 519,00;-318 836,00;-0,72
100;-1;Экспресс-Волга;3085;Саратовская обл.;43 583 712,00;43 477 455,00;106 257,00;0,24
101;1;Кубань Кредит;2518;Краснодарский край;42 245 361,00;42 981 620,00;-736 259,00;-1,71
102;1;Тойота Банк;3470;Москва и обл.;41 439 286,00;40 789 634,00;649 652,00;1,59
103;-6;НС Банк;3124;Москва и обл.;39 592 588,00;45 287 894,00;-5 695 306,00;-12,58
104;0;Народный Кредит;2401;Москва и обл.;39 254 510,00;40 566 440,00;-1 311 930,00;-3,23
105;0;Межтопэнергобанк;2956;Москва и обл.;37 113 342,00;37 670 059,00;-556 717,00;-1,48
106;1;Примсоцбанк;2733;Приморский край;36 586 809,00;35 803 131,00;783 678,00;2,19
107;4;Кольцо Урала;65;Свердловская обл.;36 459 623,00;33 944 479,00;2 515 144,00;7,41
108;0;Челябинвестбанк;493;Челябинская обл.;34 465 929,00;34 975 801,00;-509 872,00;-1,46
109;1;Челиндбанк;485;Челябинская обл.;34 243 609,00;33 959 957,00;283 652,00;0,84
110;6;Саровбизнесбанк;2048;Нижегородская обл.;33 747 449,00;33 232 110,00;515 339,00;1,55
111;6;СДМ-Банк;1637;Москва и обл.;33 155 010,00;33 150 606,00;4 404,00;0,01
112;9;Смоленский Банк;2029;Смоленская обл.;32 457 112,00;32 140 623,00;316 489,00;0,98
113;2;Фора-Банк;1885;Москва и обл.;32 299 739,00;33 533 818,00;-1 234 079,00;-3,68
114;4;Русский Международный Банк;3123;Москва и обл.;32 187 114,00;32 835 242,00;-648 128,00;-1,97
115;25;БФГ-Кредит;3068;Москва и обл.;32 163 203,00;25 207 031,00;6 956 172,00;27,60
116;6;Левобережный;1343;Новосибирская обл.;31 933 915,00;31 718 714,00;215 201,00;0,68
117;-11;Дальневосточный Банк;843;Приморский край;31 913 610,00;37 625 908,00;-5 712 298,00;-15,18
118;-4;Меткомбанк (Череповец);901;Вологодская обл.;31 858 310,00;33 650 306,00;-1 791 996,00;-5,33
119;-6;Российский Кредит;324;Москва и обл.;31 817 780,00;33 708 405,00;-1 890 625,00;-5,61
120;-1;Крайинвестбанк;3360;Краснодарский край;31 714 922,00;32 590 132,00;-875 210,00;-2,69
121;-9;Национальный Резервный Банк;2170;Москва и обл.;31 395 302,00;33 780 775,00;-2 385 473,00;-7,06
122;2;Первый Республиканский Банк;1730;Москва и обл.;31 114 576,00;30 835 634,00;278 942,00;0,90
123;-3;Кедр;1574;Москва и обл.;31 004 863,00;32 501 996,00;-1 497 133,00;-4,61
124;2;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Москва и обл.;30 493 727,00;30 654 097,00;-160 370,00;-0,52
125;0;Севергазбанк;2816;Вологодская обл.;30 485 538,00;30 741 231,00;-255 693,00;-0,83
126;-17;Коммерцбанк (Евразия);3333;Москва и обл.;30 311 351,00;34 706 431,00;-4 395 080,00;-12,66
127;4;Интерпромбанк;3266;Москва и обл.;30 252 791,00;29 253 543,00;999 248,00;3,42
128;1;Мой Банк;2939;Москва и обл.;30 222 499,00;30 008 324,00;214 175,00;0,71
129;1;Газбанк;2316;Самарская обл.;29 374 640,00;29 641 660,00;-267 020,00;-0,90
130;-7;Росэнергобанк;2211;Москва и обл.;28 995 962,00;31 213 655,00;-2 217 693,00;-7,10
131;1;Пушкино;391;Москва и обл.;28 882 375,00;28 874 841,00;7 534,00;0,03
132;-5;АМБ Банк;3036;Москва и обл.;28 475 111,00;30 548 411,00;-2 073 300,00;-6,79
133;0;Банк АВБ;23;Самарская обл.;28 211 720,00;28 487 685,00;-275 965,00;-0,97
134;0;Сетелем Банк;2168;Москва и обл.;27 862 028,00;27 408 447,00;453 581,00;1,65
135;4;БыстроБанк;1745;Удмуртия;27 784 379,00;25 662 433,00;2 121 946,00;8,27
136;-1;МБА-Москва;3395;Москва и обл.;27 091 612,00;26 984 069,00;107 543,00;0,40
137;-1;Липецккомбанк;1242;Липецкая обл.;26 643 235,00;26 402 539,00;240 696,00;0,91
138;-10;Экспобанк;2998;Москва и обл.;26 592 709,00;30 541 437,00;-3 948 728,00;-12,93
139;-2;Агропромкредит;2880;Москва и обл.;26 451 057,00;26 223 366,00;227 691,00;0,87
140;-2;Рост;2589;Москва и обл.;26 426 697,00;25 715 281,00;711 416,00;2,77
141;4;Банк Проектного Финансирования;1677;Москва и обл.;26 156 205,00;24 652 566,00;1 503 639,00;6,10
142;5;Интерпрогрессбанк;600;Москва и обл.;25 919 507,00;24 453 765,00;1 465 742,00;5,99
143;3;М2М Прайвет Банк;1414;Москва и обл.;25 730 703,00;24 567 866,00;1 162 837,00;4,73
144;5;Акибанк;2587;Татарстан;24 789 712,00;23 921 588,00;868 124,00;3,63
145;7;РосинтерБанк;226;Москва и обл.;24 603 707,00;23 122 638,00;1 481 069,00;6,41
146;-2;Образование;1521;Москва и обл.;24 525 289,00;24 879 661,00;-354 372,00;-1,42
147;4;Банк «Советский»;558;Санкт-Петербург и обл.;24 366 383,00;23 220 496,00;1 145 887,00;4,93
148;-6;Приморье;3001;Приморский край;24 053 425,00;24 954 473,00;-901 048,00;-3,61
149;-1;ГПБ-Ипотека;2403;Москва и обл.;23 938 548,00;24 107 144,00;-168 596,00;-0,70
150;11;Кредит Урал Банк;2584;Челябинская обл.;23 705 581,00;22 108 278,00;1 597 303,00;7,22
151;-8;Стройкредит;18;Москва и обл.;23 282 146,00;24 943 669,00;-1 661 523,00;-6,66
152;3;Девон-Кредит;1972;Татарстан;23 196 781,00;22 733 317,00;463 464,00;2,04
153;3;БМВ Банк;3482;Москва и обл.;22 902 618,00;22 730 847,00;171 771,00;0,76
154;-4;Русстройбанк;3205;Москва и обл.;22 850 725,00;23 708 325,00;-857 600,00;-3,62
155;17;Мосстройэкономбанк (М Банк);948;Москва и обл.;22 589 299,00;20 562 995,00;2 026 304,00;9,85
156;-3;Модульбанк;1927;Костромская обл.;22 463 181,00;23 050 219,00;-587 038,00;-2,55
157;-3;Аверс;415;Татарстан;22 245 693,00;22 928 941,00;-683 248,00;-2,98
158;-1;Солидарность;554;Самарская обл.;22 077 532,00;22 593 245,00;-515 713,00;-2,28
159;0;Альта-Банк;2269;Москва и обл.;21 725 627,00;22 365 215,00;-639 588,00;-2,86
160;0;Москоммерцбанк;3365;Москва и обл.;21 621 854,00;22 359 444,00;-737 590,00;-3,30
161;7;ФИА-Банк;2542;Самарская обл.;21 547 905,00;20 963 897,00;584 008,00;2,79
162;3;ПЧРБ Банк;3291;Москва и обл.;21 546 569,00;21 436 247,00;110 322,00;0,51
163;21;Аресбанк;2914;Москва и обл.;21 175 317,00;17 818 591,00;3 356 726,00;18,84
164;-1;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;21 108 026,00;21 594 408,00;-486 382,00;-2,25
165;-1;Урал ФД;249;Пермская обл.;20 914 373,00;21 588 683,00;-674 310,00;-3,12
166;5;Европейский Трастовый Банк;2968;Москва и обл.;20 707 847,00;20 585 573,00;122 274,00;0,59
167;2;Тимер Банк;1581;Татарстан;20 496 643,00;20 797 227,00;-300 584,00;-1,45
168;-1;С банк;2581;Москва и обл.;20 489 033,00;21 123 385,00;-634 352,00;-3,00
169;-11;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;20 466 369,00;22 424 456,00;-1 958 087,00;-8,73
170;-29;Натиксис Банк;3390;Москва и обл.;19 988 205,00;25 041 123,00;-5 052 918,00;-20,18
171;3;Спурт Банк;2207;Татарстан;19 959 121,00;20 139 870,00;-180 749,00;-0,90
172;1;НОМОС-Региобанк;539;Хабаровский край;19 794 533,00;20 164 443,00;-369 910,00;-1,83
173;-3;ББР Банк;2929;Москва и обл.;19 554 363,00;20 723 965,00;-1 169 602,00;-5,64
174;2;Огни Москвы;2328;Москва и обл.;19 129 867,00;19 183 291,00;-53 424,00;-0,28
175;4;Пойдем!;2534;Москва и обл.;18 839 175,00;18 711 513,00;127 662,00;0,68
176;-14;Сведбанк;3064;Москва и обл.;18 656 460,00;21 817 615,00;-3 161 155,00;-14,49
177;6;Инвесткапиталбанк;2377;Башкортостан;18 517 104,00;17 961 380,00;555 724,00;3,09
178;4;Финпромбанк (ФПБ Банк);2157;Москва и обл.;18 226 966,00;18 201 287,00;25 679,00;0,14
179;7;Уралтрансбанк;812;Свердловская обл.;18 149 056,00;17 490 860,00;658 196,00;3,76
180;-3;Фольксваген Банк Рус;3500;Москва и обл.;18 012 735,00;18 986 393,00;-973 658,00;-5,13
181;0;Рост Банк;2888;Татарстан;17 827 289,00;18 296 499,00;-469 210,00;-2,56
182;7;Энергобанк;67;Татарстан;17 356 528,00;17 321 813,00;34 715,00;0,20
183;8;МАСТ-Банк;3267;Москва и обл.;17 255 716,00;17 060 142,00;195 574,00;1,15
184;1;Легион;3117;Москва и обл.;17 255 054,00;17 683 334,00;-428 280,00;-2,42
185;-5;Развитие-Столица;3013;Москва и обл.;17 068 952,00;18 683 403,00;-1 614 451,00;-8,64
186;8;Фининвест;671;Москва и обл.;17 055 376,00;16 746 806,00;308 570,00;1,84
187;18;Балтика;967;Санкт-Петербург и обл.;16 891 802,00;15 718 020,00;1 173 782,00;7,47
188;10;Норвик Банк;902;Кировская обл.;16 871 148,00;16 372 668,00;498 480,00;3,04
189;23;Александровский;53;Санкт-Петербург и обл.;16 805 310,00;15 353 895,00;1 451 415,00;9,45
190;-3;Интехбанк;2705;Татарстан;16 753 747,00;17 432 545,00;-678 798,00;-3,89
191;8;Первомайский;518;Краснодарский край;16 718 225,00;16 359 847,00;358 378,00;2,19
192;-14;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;16 661 869,00;18 949 629,00;-2 287 760,00;-12,07
193;-1;Алмазэргиэнбанк;2602;Саха (Якутия);16 473 588,00;17 019 120,00;-545 532,00;-3,21
194;-1;Мерседес-Бенц Банк Рус;3473;Москва и обл.;16 447 292,00;16 812 884,00;-365 592,00;-2,17
195;6;Газэнергобанк;3252;Калужская обл.;16 173 971,00;15 997 567,00;176 404,00;1,10
196;-30;Мир Бизнес Банк;3396;Москва и обл.;16 053 438,00;21 241 316,00;-5 187 878,00;-24,42
197;3;Форштадт;2208;Оренбургская обл.;16 041 705,00;16 112 200,00;-70 495,00;-0,44
198;9;Эллипс Банк;1950;Нижегородская обл.;15 983 370,00;15 535 467,00;447 903,00;2,88
199;19;Западный;2598;Москва и обл.;15 856 156,00;14 828 732,00;1 027 424,00;6,93
200;2;НБД-Банк;1966;Нижегородская обл.;15 711 336,00;15 936 472,00;-225 136,00;-1,41
201;7;Новокузнецкий Муниципальный Банк;2865;Кемеровская обл.;15 641 290,00;15 488 038,00;153 252,00;0,99
202;-5;Морской Банк;77;Москва и обл.;15 578 397,00;16 417 200,00;-838 803,00;-5,11
203;1;Курскпромбанк;735;Курская обл.;15 530 193,00;15 756 327,00;-226 134,00;-1,44
204;6;АктивКапитал Банк;3006;Самарская обл.;15 439 592,00;15 455 177,00;-15 585,00;-0,10
205;9;Алеф-Банк;2119;Москва и обл.;15 237 227,00;15 260 917,00;-23 690,00;-0,16
206;5;Ланта-Банк;1920;Москва и обл.;15 172 343,00;15 378 484,00;-206 141,00;-1,34
207;-19;Тольяттихимбанк;2507;Самарская обл.;15 083 460,00;17 376 643,00;-2 293 183,00;-13,20
208;-18;БКС Банк;101;Новосибирская обл.;15 075 505,00;17 199 380,00;-2 123 875,00;-12,35
209;8;Банк ПСА Финанс Рус;3481;Москва и обл.;14 962 371,00;14 885 073,00;77 298,00;0,52
210;9;Гаранти Банк — Москва;3275;Москва и обл.;14 925 666,00;14 688 758,00;236 908,00;1,61
211;9;АйМаниБанк;1975;Москва и обл.;14 856 403,00;14 629 717,00;226 686,00;1,55
212;-6;Энерготрансбанк;1307;Калининградская обл.;14 791 406,00;15 669 868,00;-878 462,00;-5,61
213;2;Военно-Промышленный Банк;3065;Москва и обл.;14 732 090,00;15 213 889,00;-481 799,00;-3,17
214;-18;Квантмобайл Банк;1189;Омская обл.;14 689 350,00;16 455 062,00;-1 765 712,00;-10,73
215;1;ВУЗ-Банк;1557;Свердловская обл.;14 652 491,00;15 080 819,00;-428 328,00;-2,84
216;5;Гута-Банк;256;Москва и обл.;14 499 445,00;14 371 106,00;128 339,00;0,89
217;14;СтарБанк;548;Москва и обл.;14 175 035,00;12 836 814,00;1 338 221,00;10,42
218;-23;Держава;2738;Москва и обл.;14 094 147,00;16 605 547,00;-2 511 400,00;-15,12
219;-10;Энергомашбанк;52;Санкт-Петербург и обл.;13 991 812,00;15 484 869,00;-1 493 057,00;-9,64
220;5;ТЭМБР-Банк;2764;Москва и обл.;13 872 164,00;13 553 565,00;318 599,00;2,35
221;2;Центркомбанк;2983;Москва и обл.;13 634 498,00;13 824 629,00;-190 131,00;-1,38
222;4;Хлынов;254;Кировская обл.;13 057 291,00;13 406 869,00;-349 578,00;-2,61
223;10;Интрастбанк;3144;Москва и обл.;13 014 199,00;12 743 108,00;271 091,00;2,13
224;-11;Нацинвестпромбанк;3077;Москва и обл.;12 862 473,00;15 282 789,00;-2 420 316,00;-15,84
225;9;Национальный Банк Развития Бизнеса;2795;Москва и обл.;12 850 077,00;12 680 992,00;169 085,00;1,33
226;2;Гранд Инвест Банк;3053;Москва и обл.;12 788 124,00;13 203 122,00;-414 998,00;-3,14
227;5;Московское Ипотечное Агентство;3344;Москва и обл.;12 736 691,00;12 818 771,00;-82 080,00;-0,64
228;9;Расчетно-Кредитный Банк;103;Москва и обл.;12 697 262,00;12 561 800,00;135 462,00;1,08
229;-7;АйСиБиСи Банк;3475;Москва и обл.;12 493 532,00;14 266 435,00;-1 772 903,00;-12,43
230;-6;Национальная Факторинговая Компания;3437;Москва и обл.;12 347 378,00;13 770 922,00;-1 423 544,00;-10,34
231;15;Миллениум Банк;3423;Москва и обл.;12 097 873,00;11 358 239,00;739 634,00;6,51
232;-2;СИАБ;3245;Санкт-Петербург и обл.;12 068 786,00;12 839 605,00;-770 819,00;-6,00
233;6;Солидарность (Москва);1555;Москва и обл.;11 876 617,00;12 475 429,00;-598 812,00;-4,80
234;13;Транснациональный Банк;2108;Москва и обл.;11 663 883,00;11 217 950,00;445 933,00;3,98
235;-8;РосДорБанк;1573;Москва и обл.;11 463 558,00;13 324 452,00;-1 860 894,00;-13,97
236;2;Банк24.ру;2227;Свердловская обл.;11 439 569,00;12 478 188,00;-1 038 619,00;-8,32
237;6;Банк Расчетов и Сбережений;2617;Москва и обл.;11 416 719,00;11 652 746,00;-236 027,00;-2,03
238;-63;Платежный Центр;3166;Новосибирская обл.;11 317 649,00;19 416 566,00;-8 098 917,00;-41,71
239;10;Русский Ипотечный Банк;1968;Москва и обл.;11 159 876,00;11 111 628,00;48 248,00;0,43
240;177;Расчетная Палата РТС;3335;Москва и обл.;11 127 695,00;4 485 267,00;6 642 428,00;148,09
241;23;МАК-Банк;1088;Москва и обл.;11 048 517,00;10 217 342,00;831 175,00;8,13
242;0;Эс-Би-Ай Банк;3185;Москва и обл.;11 041 302,00;11 692 598,00;-651 296,00;-5,57
243;8;Экономбанк;1319;Саратовская обл.;11 038 655,00;11 021 408,00;17 247,00;0,16
244;0;Прио-Внешторгбанк;212;Рязанская обл.;10 721 603,00;11 537 147,00;-815 544,00;-7,07
245;13;Европейский;1616;Калининградская обл.;10 624 338,00;10 463 742,00;160 596,00;1,53
246;-5;Денизбанк Москва;3330;Москва и обл.;10 609 278,00;11 913 483,00;-1 304 205,00;-10,95
247;8;Банк Город;2644;Москва и обл.;10 548 245,00;10 582 321,00;-34 076,00;-0,32
248;6;Банк Акцепт;567;Новосибирская обл.;10 467 309,00;10 584 803,00;-117 494,00;-1,11
249;11;НК Банк;2755;Москва и обл.;10 436 347,00;10 339 231,00;97 116,00;0,94
250;16;Международный Акционерный Банк;1987;Москва и обл.;10 435 993,00;9 923 102,00;512 891,00;5,17
251;-3;Росавтобанк;2767;Москва и обл.;10 409 975,00;11 154 019,00;-744 044,00;-6,67
252;5;Рублев;3098;Москва и обл.;10 220 922,00;10 486 250,00;-265 328,00;-2,53
253;-8;РусЮгбанк;2093;Волгоградская обл.;10 209 717,00;11 434 197,00;-1 224 480,00;-10,71
254;7;Социнвестбанк;1132;Башкортостан;10 206 060,00;10 303 350,00;-97 290,00;-0,94
255;-3;ОФК Банк;2270;Москва и обл.;10 176 656,00;10 639 915,00;-463 259,00;-4,35
256;-21;Адмиралтейский;3054;Москва и обл.;10 109 270,00;12 624 824,00;-2 515 554,00;-19,93
