Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Апрель, 2020, тыс. рублей;Март, 2020, тыс. рублей;Изменение, тыс. рублей;Изменение, %
28;2;Пересвет;2110;Москва и обл.;349 470 856,00;343 035 460,00;6 435 396,00;1,88
29;-1;Русский Стандарт;2289;Москва и обл.;334 483 789,00;361 089 674,00;-26 605 885,00;-7,37
30;-3;ИНГ Банк;2495;Москва и обл.;327 639 387,00;364 939 535,00;-37 300 148,00;-10,22
31;0;Сургутнефтегазбанк;588;Ханты-Мансийский АО — Югра;285 825 206,00;292 299 818,00;-6 474 612,00;-2,22
32;0;Абсолют Банк;2306;Москва и обл.;285 362 863,00;287 540 893,00;-2 178 030,00;-0,76
33;2;Возрождение;1439;Москва и обл.;282 439 204,00;279 139 692,00;3 299 512,00;1,18
34;-1;Хоум Кредит Банк;316;Москва и обл.;276 601 122,00;287 304 788,00;-10 703 666,00;-3,73
35;-1;Связь-Банк;1470;Москва и обл.;275 643 109,00;281 022 367,00;-5 379 258,00;-1,91
36;2;Банк Зенит;3255;Москва и обл.;273 436 706,00;242 901 084,00;30 535 622,00;12,57
37;-1;РНКБ;1354;Симферополь;261 255 006,00;257 903 385,00;3 351 621,00;1,30
38;4;Национальный Расчетный Депозитарий;3294;Москва и обл.;255 800 385,00;182 383 022,00;73 417 363,00;40,25
39;-2;Уральский Банк Реконструкции и Развития;429;Свердловская обл.;248 327 944,00;243 931 720,00;4 396 224,00;1,80
40;-1;Восточный Банк;1460;Амурская обл.;238 388 080,00;233 546 100,00;4 841 980,00;2,07
41;-1;МТС Банк;2268;Москва и обл.;216 147 003,00;200 918 462,00;15 228 541,00;7,58
42;-1;Инвестторгбанк;2763;Москва и обл.;202 908 897,00;197 249 180,00;5 659 717,00;2,87
43;0;ОТП Банк;2766;Москва и обл.;179 650 909,00;178 538 364,00;1 112 545,00;0,62
44;0;Ренессанс Кредит;3354;Москва и обл.;177 184 962,00;177 650 379,00;-465 417,00;-0,26
45;1;Транскапиталбанк;2210;Москва и обл.;174 258 265,00;164 077 309,00;10 180 956,00;6,20
46;-1;Экспресс-Волга;3085;Костромская обл.;171 304 319,00;165 266 543,00;6 037 776,00;3,65
47;0;Русфинанс Банк;1792;Самарская обл.;158 498 790,00;159 565 321,00;-1 066 531,00;-0,67
48;0;Сетелем Банк;2168;Москва и обл.;154 755 479,00;154 432 311,00;323 168,00;0,21
49;5;Таврический Банк;2304;Санкт-Петербург и обл.;152 440 924,00;131 220 874,00;21 220 050,00;16,17
50;0;Росэксимбанк;2790;Москва и обл.;151 049 981,00;150 358 699,00;691 282,00;0,46
51;-2;Кредит Европа Банк;3311;Москва и обл.;149 868 310,00;151 205 525,00;-1 337 215,00;-0,88
52;-1;Запсибкомбанк;918;Тюменская обл.;145 646 126,00;147 146 541,00;-1 500 415,00;-1,02
53;-1;Авангард;2879;Москва и обл.;138 523 243,00;135 080 003,00;3 443 240,00;2,55
54;-1;Роскосмосбанк;2989;Москва и обл.;131 734 067,00;132 562 044,00;-827 977,00;-0,62
55;0;МСП Банк;3340;Москва и обл.;127 717 173,00;126 029 347,00;1 687 826,00;1,34
56;4;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;122 099 487,00;116 294 658,00;5 804 829,00;4,99
57;-1;Центр-инвест;2225;Ростовская обл.;121 655 464,00;122 767 894,00;-1 112 430,00;-0,91
58;0;ЦентроКредит;121;Москва и обл.;121 256 341,00;120 848 083,00;408 258,00;0,34
59;4;РН Банк;170;Москва и обл.;116 551 528,00;110 514 730,00;6 036 798,00;5,46
60;5;Дойче Банк;3328;Москва и обл.;115 327 816,00;106 464 359,00;8 863 457,00;8,33
61;0;Кубань Кредит;2518;Краснодарский край;113 456 356,00;113 679 419,00;-223 063,00;-0,20
62;-3;Аверс;415;Татарстан;113 144 533,00;116 787 943,00;-3 643 410,00;-3,12
63;1;Металлинвестбанк;2440;Москва и обл.;112 569 153,00;106 721 461,00;5 847 692,00;5,48
64;-7;Банк Финсервис;3388;Москва и обл.;112 317 319,00;121 966 937,00;-9 649 618,00;-7,91
65;-3;ВУЗ-Банк;1557;Свердловская обл.;108 330 446,00;110 623 074,00;-2 292 628,00;-2,07
66;3;Экспобанк;2998;Москва и обл.;103 609 737,00;89 153 171,00;14 456 566,00;16,22
67;4;Нордеа Банк;3016;Москва и обл.;100 904 531,00;82 293 453,00;18 611 078,00;22,62
68;4;Мидзухо Банк;3337;Москва и обл.;100 531 111,00;79 740 215,00;20 790 896,00;26,07
69;12;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;98 449 594,00;71 143 108,00;27 306 486,00;38,38
70;-3;СКБ-Банк;705;Свердловская обл.;96 424 149,00;97 570 289,00;-1 146 140,00;-1,17
71;-5;Союз;2307;Москва и обл.;94 146 399,00;106 439 224,00;-12 292 825,00;-11,55
72;2;ББР Банк;2929;Москва и обл.;89 962 935,00;77 450 817,00;12 512 118,00;16,15
73;-5;Локо-Банк;2707;Москва и обл.;89 559 416,00;92 765 787,00;-3 206 371,00;-3,46
74;24;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;85 400 515,00;51 370 931,00;34 029 584,00;66,24
75;-2;Тойота Банк;3470;Москва и обл.;80 664 163,00;77 536 592,00;3 127 571,00;4,03
76;9;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;80 338 269,00;66 676 063,00;13 662 206,00;20,49
77;1;Эм-Ю-Эф-Джи Банк (Евразия);3465;Москва и обл.;80 333 952,00;72 221 881,00;8 112 071,00;11,23
78;-2;Коммерцбанк (Евразия);3333;Москва и обл.;79 905 489,00;74 427 007,00;5 478 482,00;7,36
79;-4;Балтинвестбанк;3176;Санкт-Петербург и обл.;76 165 451,00;74 576 081,00;1 589 370,00;2,13
80;-1;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;73 524 917,00;71 911 806,00;1 613 111,00;2,24
81;2;Банк Интеза;2216;Москва и обл.;72 948 400,00;68 914 586,00;4 033 814,00;5,85
82;-5;СДМ-Банк;1637;Москва и обл.;71 018 580,00;72 619 922,00;-1 601 342,00;-2,21
83;11;СЭБ Банк;3235;Санкт-Петербург и обл.;70 443 882,00;53 682 201,00;16 761 681,00;31,22
84;-4;Левобережный;1343;Новосибирская обл.;69 676 124,00;71 194 311,00;-1 518 187,00;-2,13
85;-3;БКС Банк;101;Москва и обл.;69 541 731,00;70 307 922,00;-766 191,00;-1,09
86;0;АйСиБиСи Банк;3475;Москва и обл.;69 391 139,00;61 485 712,00;7 905 427,00;12,86
87;-3;Примсоцбанк;2733;Приморский край;68 894 029,00;68 035 706,00;858 323,00;1,26
88;8;Международный Финансовый Клуб;2618;Москва и обл.;65 561 047,00;52 091 183,00;13 469 864,00;25,86
89;4;РГС Банк;3073;Москва и обл.;61 889 292,00;53 925 762,00;7 963 530,00;14,77
90;-3;Фора-Банк;1885;Москва и обл.;59 007 005,00;59 395 371,00;-388 366,00;-0,65
91;-2;Челиндбанк;485;Челябинская обл.;57 189 859,00;57 438 708,00;-248 849,00;-0,43
92;-4;Севергазбанк;2816;Вологодская обл.;56 507 597,00;57 805 557,00;-1 297 960,00;-2,25
93;10;БНП Париба Банк;3407;Москва и обл.;56 435 922,00;47 928 811,00;8 507 111,00;17,75
94;-4;Челябинвестбанк;493;Челябинская обл.;55 786 342,00;56 771 160,00;-984 818,00;-1,73
95;2;Генбанк;2490;Симферополь;55 483 476,00;51 733 680,00;3 749 796,00;7,25
96;9;Объединенный Капитал;2611;Санкт-Петербург и обл.;55 350 304,00;47 766 444,00;7 583 860,00;15,88
97;11;Дж. П. Морган Банк;2629;Москва и обл.;55 348 981,00;41 858 110,00;13 490 871,00;32,23
98;1;Газэнергобанк;3252;Калужская обл.;52 955 933,00;50 795 944,00;2 159 989,00;4,25
99;2;Мир Бизнес Банк;3396;Москва и обл.;52 524 341,00;48 067 227,00;4 457 114,00;9,27
100;4;БМВ Банк;3482;Москва и обл.;51 829 750,00;47 777 811,00;4 051 939,00;8,48
101;-1;Платежный Центр;3166;Новосибирская обл.;51 711 230,00;49 961 621,00;1 749 609,00;3,50
102;9;Бэнк оф Чайна;2309;Москва и обл.;51 383 945,00;39 665 030,00;11 718 915,00;29,54
103;-12;Киви Банк;2241;Москва и обл.;48 098 782,00;54 481 098,00;-6 382 316,00;-11,71
104;-2;Саровбизнесбанк;2048;Нижегородская обл.;47 424 967,00;47 992 579,00;-567 612,00;-1,18
105;4;Фольксваген Банк Рус;3500;Москва и обл.;45 478 249,00;41 565 749,00;3 912 500,00;9,41
106;0;Солидарность;554;Самарская обл.;45 237 958,00;45 380 549,00;-142 591,00;-0,31
107;-15;Энерготрансбанк;1307;Калининградская обл.;42 406 015,00;54 043 590,00;-11 637 575,00;-21,53
108;-13;Аресбанк;2914;Москва и обл.;42 380 368,00;52 509 088,00;-10 128 720,00;-19,29
109;1;Голдман Сакс Банк;3490;Москва и обл.;42 310 196,00;40 886 304,00;1 423 892,00;3,48
110;-3;Интерпрогрессбанк;600;Москва и обл.;41 926 896,00;43 260 754,00;-1 333 858,00;-3,08
111;4;БыстроБанк;1745;Удмуртия;39 566 548,00;37 175 679,00;2 390 869,00;6,43
112;0;Кольцо Урала;65;Свердловская обл.;39 189 715,00;38 708 552,00;481 163,00;1,24
113;1;Приморье;3001;Приморский край;37 469 321,00;37 732 533,00;-263 212,00;-0,70
114;-1;Дальневосточный Банк;843;Приморский край;37 329 313,00;38 408 244,00;-1 078 931,00;-2,81
115;5;Держава;2738;Москва и обл.;35 579 179,00;32 048 176,00;3 531 003,00;11,02
116;-46;Банк Кредит Свисс;2494;Москва и обл.;35 471 611,00;83 979 556,00;-48 507 945,00;-57,76
117;1;Национальный Стандарт;3421;Москва и обл.;35 317 475,00;33 128 173,00;2 189 302,00;6,61
118;-1;Квантмобайл Банк;1189;Москва и обл.;34 904 526,00;34 795 864,00;108 662,00;0,31
119;-3;Кредит Урал Банк;2584;Челябинская обл.;34 511 382,00;34 927 089,00;-415 707,00;-1,19
120;3;МС Банк Рус;2789;Москва и обл.;32 531 948,00;29 877 974,00;2 653 974,00;8,88
121;-2;Алмазэргиэнбанк;2602;Саха (Якутия);31 855 312,00;32 084 607,00;-229 295,00;-0,71
122;15;Чайна Констракшн;3515;Москва и обл.;31 339 659,00;22 311 927,00;9 027 732,00;40,46
123;-2;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;31 260 212,00;31 395 531,00;-135 319,00;-0,43
124;-2;НС Банк;3124;Москва и обл.;31 122 302,00;31 204 839,00;-82 537,00;-0,26
125;8;Москоммерцбанк;3365;Москва и обл.;28 979 524,00;23 643 383,00;5 336 141,00;22,57
126;3;Ланта-Банк;1920;Москва и обл.;28 219 911,00;26 064 018,00;2 155 893,00;8,27
127;7;Натиксис Банк;3390;Москва и обл.;27 476 984,00;23 504 378,00;3 972 606,00;16,90
128;-4;Экономбанк;1319;Саратовская обл.;27 433 870,00;27 369 705,00;64 165,00;0,23
129;-1;Мерседес-Бенц Банк Рус;3473;Москва и обл.;27 372 460,00;26 097 908,00;1 274 552,00;4,88
130;-4;Урал ФД;249;Пермская обл.;26 550 175,00;26 442 877,00;107 298,00;0,41
131;-4;Интерпромбанк;3266;Москва и обл.;26 406 494,00;26 322 693,00;83 801,00;0,32
132;-1;Хлынов;254;Кировская обл.;25 475 595,00;25 816 315,00;-340 720,00;-1,32
133;2;Джей энд Ти Банк;3061;Москва и обл.;25 443 271,00;23 066 794,00;2 376 477,00;10,30
134;-4;Акибанк;2587;Татарстан;25 283 781,00;25 907 623,00;-623 842,00;-2,41
135;20;КЭБ ЭйчЭнБи Банк;3525;Москва и обл.;25 203 975,00;17 640 460,00;7 563 515,00;42,88
136;-4;Энергобанк;67;Татарстан;24 977 655,00;24 581 540,00;396 115,00;1,61
137;3;Модульбанк;1927;Костромская обл.;24 854 196,00;21 095 414,00;3 758 782,00;17,82
138;9;Ури Банк;3479;Москва и обл.;23 329 710,00;19 168 173,00;4 161 537,00;21,71
139;-3;НБД-Банк;1966;Нижегородская обл.;21 852 964,00;22 496 197,00;-643 233,00;-2,86
140;3;Агропромкредит;2880;Москва и обл.;21 559 317,00;20 540 810,00;1 018 507,00;4,96
141;3;Тольяттихимбанк;2507;Самарская обл.;21 502 228,00;20 291 095,00;1 211 133,00;5,97
142;-3;Банк Акцепт;567;Новосибирская обл.;21 348 527,00;21 339 827,00;8 700,00;0,04
143;3;Кошелев-Банк;3300;Самарская обл.;20 532 624,00;19 709 464,00;823 160,00;4,18
144;-6;Инбанк;1829;Москва и обл.;20 458 702,00;22 038 863,00;-1 580 161,00;-7,17
145;-4;Татсоцбанк;480;Татарстан;20 449 421,00;20 825 538,00;-376 117,00;-1,81
146;-4;Пойдем!;2534;Москва и обл.;20 220 227,00;20 648 216,00;-427 989,00;-2,07
147;-2;РосДорБанк;1573;Москва и обл.;19 269 425,00;19 913 129,00;-643 704,00;-3,23
148;5;Денизбанк Москва;3330;Москва и обл.;19 079 891,00;17 830 279,00;1 249 612,00;7,01
149;3;Алеф-Банк;2119;Москва и обл.;18 739 071,00;17 927 551,00;811 520,00;4,53
150;-1;Прио-Внешторгбанк;212;Рязанская обл.;18 568 576,00;18 387 695,00;180 881,00;0,98
151;-1;Развитие-Столица;3013;Москва и обл.;18 041 190,00;18 076 217,00;-35 027,00;-0,19
152;-4;Александровский;53;Санкт-Петербург и обл.;17 783 641,00;19 161 756,00;-1 378 115,00;-7,19
153;4;Морской Банк;77;Москва и обл.;17 672 946,00;17 366 965,00;305 981,00;1,76
154;2;Ишбанк;2867;Москва и обл.;17 653 108,00;17 454 998,00;198 110,00;1,13
155;7;РЕСО Кредит;3450;Москва и обл.;17 490 021,00;15 473 872,00;2 016 149,00;13,03
156;-5;Московское Ипотечное Агентство;3344;Москва и обл.;17 277 137,00;17 973 602,00;-696 465,00;-3,87
157;-3;Банк Оренбург;3269;Оренбургская обл.;17 258 589,00;17 823 574,00;-564 985,00;-3,17
158;3;Эс-Би-Ай Банк;3185;Москва и обл.;16 857 466,00;16 018 378,00;839 088,00;5,24
159;-1;Форштадт;2208;Оренбургская обл.;16 786 964,00;16 573 123,00;213 841,00;1,29
160;0;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;16 374 929,00;16 150 922,00;224 007,00;1,39
161;-2;Норвик Банк;902;Кировская обл.;16 094 778,00;16 296 104,00;-201 326,00;-1,24
162;7;Консервативный Коммерческий Банк;1087;Астраханская обл.;16 063 248,00;13 617 094,00;2 446 154,00;17,96
163;1;НК Банк;2755;Москва и обл.;16 047 711,00;15 043 824,00;1 003 887,00;6,67
164;-1;Финанс Бизнес Банк;520;Москва и обл.;15 681 148,00;15 166 380,00;514 768,00;3,39
165;0;Национальный Резервный Банк;2170;Москва и обл.;14 872 563,00;15 017 936,00;-145 373,00;-0,97
166;11;Нацинвестпромбанк;3077;Москва и обл.;14 125 551,00;12 555 803,00;1 569 748,00;12,50
167;21;Банк Раунд;2506;Москва и обл.;14 082 044,00;10 976 107,00;3 105 937,00;28,30
168;-2;Промтрансбанк;2638;Башкортостан;14 028 830,00;14 464 447,00;-435 617,00;-3,01
169;2;Гарант-Инвест;2576;Москва и обл.;13 895 163,00;13 382 005,00;513 158,00;3,83
170;-3;ЮMoney;3510;Россия;13 884 457,00;14 175 651,00;-291 194,00;-2,05
171;-3;Реалист Банк;1067;Москва и обл.;13 805 297,00;13 639 464,00;165 833,00;1,22
172;4;Чайнасельхозбанк;3529;Москва и обл.;13 719 133,00;12 590 023,00;1 129 110,00;8,97
173;-3;Банк Казани;708;Татарстан;13 358 904,00;13 517 933,00;-159 029,00;-1,18
174;9;Автоторгбанк;2776;Москва и обл.;13 271 209,00;11 797 306,00;1 473 903,00;12,49
175;3;Энергомашбанк;52;Санкт-Петербург и обл.;13 205 870,00;12 482 324,00;723 546,00;5,80
176;5;ТЭМБР-Банк;2764;Москва и обл.;13 147 274,00;11 995 727,00;1 151 547,00;9,60
177;-5;КС Банк;1752;Мордовия;12 943 788,00;13 117 086,00;-173 298,00;-1,32
178;-4;НИКО-Банк;702;Оренбургская обл.;12 838 480,00;12 925 005,00;-86 525,00;-0,67
179;6;Руснарбанк;3403;Москва и обл.;12 768 619,00;11 692 404,00;1 076 215,00;9,20
180;-1;Собинбанк;1317;Москва и обл.;12 493 974,00;12 309 066,00;184 908,00;1,50
181;-6;Датабанк;646;Удмуртия;12 344 597,00;12 601 937,00;-257 340,00;-2,04
182;-2;Юг-Инвестбанк;2772;Краснодарский край;12 251 860,00;12 292 773,00;-40 913,00;-0,33
183;1;Инкахран;3454;Москва и обл.;12 241 828,00;11 796 354,00;445 474,00;3,78
184;-2;Снежинский;1376;Челябинская обл.;12 005 566,00;11 808 817,00;196 749,00;1,67
185;6;МБА-Москва;3395;Москва и обл.;11 601 867,00;10 758 538,00;843 329,00;7,84
186;3;Русьуниверсалбанк;3293;Москва и обл.;11 325 484,00;10 811 411,00;514 073,00;4,75
187;13;Углеметбанк;2997;Челябинская обл.;11 131 877,00;8 552 417,00;2 579 460,00;30,16
188;5;Национальная Факторинговая Компания;3437;Москва и обл.;11 113 387,00;10 418 538,00;694 849,00;6,67
189;-3;Актив Банк;2529;Мордовия;11 109 911,00;11 466 916,00;-357 005,00;-3,11
190;0;Банк БКФ;2684;Москва и обл.;10 930 778,00;10 771 135,00;159 643,00;1,48
191;-4;Банк Жилищного Финансирования;3138;Москва и обл.;10 740 458,00;11 119 685,00;-379 227,00;-3,41
192;0;Солид Банк;1329;Приморский край;10 324 791,00;10 590 885,00;-266 094,00;-2,51
193;1;Екатеринбург;3161;Свердловская обл.;10 104 053,00;10 340 405,00;-236 352,00;-2,29
194;22;Нефтепромбанк;2156;Москва и обл.;9 511 343,00;6 947 151,00;2 564 192,00;36,91
195;0;Итуруп;2390;Сахалинская обл.;9 437 024,00;9 495 225,00;-58 201,00;-0,61
196;11;Финам Банк;2799;Москва и обл.;9 117 436,00;7 857 649,00;1 259 787,00;16,03
197;-1;Томскпромстройбанк;1720;Томская обл.;9 079 047,00;9 229 481,00;-150 434,00;-1,63
198;7;Сити Инвест Банк;3194;Санкт-Петербург и обл.;8 873 944,00;8 028 868,00;845 076,00;10,53
199;-1;Нейва;1293;Свердловская обл.;8 851 378,00;8 853 115,00;-1 737,00;-0,02
200;-3;Зираат Банк;2559;Москва и обл.;8 825 325,00;9 068 626,00;-243 301,00;-2,68
201;-2;Хакасский Муниципальный Банк;1049;Хакасия;8 714 299,00;8 830 631,00;-116 332,00;-1,32
202;12;Гута-Банк;256;Москва и обл.;8 575 358,00;6 996 131,00;1 579 227,00;22,57
203;-2;Кузнецкбизнесбанк;1158;Кемеровская обл.;8 238 533,00;8 429 534,00;-191 001,00;-2,27
204;9;Ю Би Эс Банк;3463;Москва и обл.;8 154 224,00;7 004 388,00;1 149 836,00;16,42
205;-2;Белгородсоцбанк;760;Белгородская обл.;8 097 364,00;8 181 256,00;-83 892,00;-1,03
206;-4;Трансстройбанк;2807;Москва и обл.;8 083 371,00;8 375 699,00;-292 328,00;-3,49
207;-3;Новобанк;1352;Новгородская обл.;8 069 782,00;8 156 385,00;-86 603,00;-1,06
208;2;Банк Оранжевый;1659;Санкт-Петербург и обл.;7 771 794,00;7 271 178,00;500 616,00;6,88
209;-3;Северный Народный Банк;2721;Коми;7 729 794,00;7 985 448,00;-255 654,00;-3,20
210;12;Азия-Инвест Банк;3303;Москва и обл.;7 722 746,00;6 552 827,00;1 169 919,00;17,85
211;4;Славия;2664;Москва и обл.;7 525 767,00;6 982 380,00;543 387,00;7,78
212;-3;Сибсоцбанк;2015;Алтайский край;7 381 025,00;7 469 298,00;-88 273,00;-1,18
213;-5;Ставропольпромстройбанк;1288;Ставропольский край;7 325 487,00;7 546 719,00;-221 232,00;-2,93
214;-2;Ростфинанс;481;Ростовская обл.;6 973 660,00;7 130 428,00;-156 768,00;-2,20
215;-4;Агророс;2860;Саратовская обл.;6 919 228,00;7 216 772,00;-297 544,00;-4,12
216;1;Черноморский банк развития и реконструкции;3527;Симферополь;6 773 953,00;6 817 351,00;-43 398,00;-0,64
217;1;Горбанк;2982;Санкт-Петербург и обл.;6 639 105,00;6 713 864,00;-74 759,00;-1,11
218;3;Венец;524;Ульяновская обл.;6 630 102,00;6 632 880,00;-2 778,00;-0,04
219;1;Кузнецкий;609;Пензенская обл.;6 547 200,00;6 641 032,00;-93 832,00;-1,41
220;-1;Земский Банк;2900;Самарская обл.;6 540 575,00;6 648 848,00;-108 273,00;-1,63
221;4;ФорБанк;2063;Москва и обл.;6 509 659,00;6 447 625,00;62 034,00;0,96
222;2;Енисейский Объединенный Банк;2645;Красноярский край;6 340 256,00;6 467 140,00;-126 884,00;-1,96
223;0;Автоградбанк;1455;Татарстан;6 257 545,00;6 535 385,00;-277 840,00;-4,25
224;3;Москва-Сити;3247;Москва и обл.;6 235 636,00;5 928 771,00;306 865,00;5,18
225;3;Индустриальный Сберегательный Банк;3175;Москва и обл.;6 003 395,00;5 851 568,00;151 827,00;2,59
226;0;Газтрансбанк;665;Краснодарский край;5 989 686,00;6 109 075,00;-119 389,00;-1,95
227;5;Роял Кредит Банк;783;Приморский край;5 868 254,00;5 491 789,00;376 465,00;6,86
228;1;Кубаньторгбанк;478;Краснодарский край;5 766 365,00;5 799 601,00;-33 236,00;-0,57
229;6;Бланк Банк;2368;Москва и обл.;5 648 997,00;5 200 296,00;448 701,00;8,63
230;4;Альба Альянс;2593;Москва и обл.;5 645 306,00;5 337 328,00;307 978,00;5,77
231;2;Стройлесбанк;2995;Тюменская обл.;5 536 288,00;5 475 738,00;60 550,00;1,11
232;-1;Банк Фридом Финанс;1143;Москва и обл.;5 373 737,00;5 558 182,00;-184 445,00;-3,32
233;-3;Бест Эффортс Банк;435;Москва и обл.;5 273 066,00;5 619 657,00;-346 591,00;-6,17
234;2;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;5 125 886,00;5 040 611,00;85 275,00;1,69
235;2;Проминвестбанк;2433;Москва и обл.;5 099 931,00;4 971 921,00;128 010,00;2,57
236;13;ФинТех;3499;Москва и обл.;4 926 480,00;4 376 218,00;550 262,00;12,57
237;23;Икано Банк;3519;Москва и обл.;4 849 690,00;3 895 161,00;954 529,00;24,51
238;1;СИАБ;3245;Санкт-Петербург и обл.;4 838 092,00;4 800 716,00;37 376,00;0,78
239;18;ПэйПал Ру;3517;Москва и обл.;4 836 564,00;3 988 777,00;847 787,00;21,25
240;1;Заубер Банк;1614;Санкт-Петербург и обл.;4 803 844,00;4 771 475,00;32 369,00;0,68
241;-1;НОКССбанк;3202;Волгоградская обл.;4 747 404,00;4 788 003,00;-40 599,00;-0,85
242;2;Крокус-Банк;2682;Москва и обл.;4 659 156,00;4 639 003,00;20 153,00;0,43
243;5;Братский АНКБ;1144;Иркутская обл.;4 634 229,00;4 440 536,00;193 693,00;4,36
244;-1;Зенит Сочи;232;Краснодарский край;4 525 477,00;4 730 554,00;-205 077,00;-4,34
245;8;Банк Кремлевский;2905;Москва и обл.;4 518 045,00;4 168 288,00;349 757,00;8,39
246;5;ЮМК Банк;3495;Краснодарский край;4 517 633,00;4 191 945,00;325 688,00;7,77
247;-5;Московский Коммерческий Банк;3172;Москва и обл.;4 489 931,00;4 740 890,00;-250 959,00;-5,29
248;-3;Долинск;857;Сахалинская обл.;4 443 519,00;4 491 766,00;-48 247,00;-1,07
249;1;Мегаполис;3265;Чувашия;4 391 169,00;4 372 828,00;18 341,00;0,42
250;-12;Народный Банк;2249;Москва и обл.;4 294 993,00;4 825 380,00;-530 387,00;-10,99
251;1;Славянский Кредит;2960;Москва и обл.;4 276 029,00;4 173 358,00;102 671,00;2,46
252;-5;Камский Коммерческий Банк;438;Татарстан;4 273 782,00;4 445 319,00;-171 537,00;-3,86
253;1;Новый Век;3417;Москва и обл.;4 185 655,00;4 154 864,00;30 791,00;0,74
254;-8;Платина;2347;Москва и обл.;4 143 232,00;4 478 922,00;-335 690,00;-7,49
255;17;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;3 985 779,00;3 312 844,00;672 935,00;20,31
256;2;Вологжанин;1896;Вологодская обл.;3 978 867,00;3 946 386,00;32 481,00;0,82
257;-1;Алтайкапиталбанк;2659;Алтайский край;3 964 411,00;4 052 858,00;-88 447,00;-2,18
258;7;Банк Реалист;2646;Москва и обл.;3 904 304,00;3 698 571,00;205 733,00;5,56
