Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Май, 2012, тыс. рублей;Апрель, 2012, тыс. рублей;Изменение, тыс. рублей;Изменение, %
20;0;Нордеа Банк;3016;Москва и обл.;262 063 003,00;269 204 404,00;-7 141 401,00;-2,65
21;0;Московский Кредитный Банк;1978;Москва и обл.;254 168 944,00;242 928 844,00;11 240 100,00;4,63
22;0;Ханты-Мансийский банк Открытие;1971;Тюменская обл.;243 255 609,00;235 573 822,00;7 681 787,00;3,26
23;1;Связь-Банк;1470;Москва и обл.;241 742 014,00;232 285 684,00;9 456 330,00;4,07
24;-1;Петрокоммерц;1776;Москва и обл.;228 028 370,00;233 835 694,00;-5 807 324,00;-2,48
25;0;ИНГ Банк;2495;Москва и обл.;220 267 574,00;218 136 971,00;2 130 603,00;0,98
26;0;Банк Зенит;3255;Москва и обл.;219 421 404,00;214 864 626,00;4 556 778,00;2,12
27;0;Русский Стандарт;2289;Москва и обл.;215 164 568,00;210 935 297,00;4 229 271,00;2,01
28;0;Глобэкс;1942;Москва и обл.;210 105 115,00;201 408 341,00;8 696 774,00;4,32
29;0;Возрождение;1439;Москва и обл.;195 340 810,00;193 020 319,00;2 320 491,00;1,20
30;0;Хоум Кредит Банк;316;Москва и обл.;193 340 505,00;185 287 603,00;8 052 902,00;4,35
31;0;Траст;3279;Москва и обл.;181 410 781,00;178 544 340,00;2 866 441,00;1,61
32;0;Банк «Открытие»;2179;Москва и обл.;158 263 676,00;158 853 906,00;-590 230,00;-0,37
33;0;Восточный Банк;1460;Амурская обл.;157 140 473,00;151 802 430,00;5 338 043,00;3,52
34;0;Московский Индустриальный Банк;912;Москва и обл.;153 312 119,00;143 505 600,00;9 806 519,00;6,83
35;0;МТС Банк;2268;Москва и обл.;139 528 024,00;142 204 919,00;-2 676 895,00;-1,88
36;0;ОТП Банк;2766;Москва и обл.;136 263 538,00;133 704 058,00;2 559 480,00;1,91
37;0;Бинбанк;323;Москва и обл.;135 615 449,00;129 824 091,00;5 791 358,00;4,46
38;0;СКБ-Банк;705;Свердловская обл.;116 015 530,00;117 981 608,00;-1 966 078,00;-1,67
39;0;Уральский Банк Реконструкции и Развития;429;Свердловская обл.;115 426 069,00;113 743 606,00;1 682 463,00;1,48
40;4;СМП Банк;3368;Москва и обл.;114 777 110,00;107 703 870,00;7 073 240,00;6,57
41;2;Транскапиталбанк;2210;Москва и обл.;111 457 069,00;107 833 909,00;3 623 160,00;3,36
42;5;Дойче Банк;3328;Москва и обл.;110 144 954,00;99 028 065,00;11 116 889,00;11,23
43;-3;Национальный Клиринговый Центр;3466;Москва и обл.;109 612 898,00;110 030 735,00;-417 837,00;-0,38
44;-3;Абсолют Банк;2306;Москва и обл.;106 698 373,00;109 707 037,00;-3 008 664,00;-2,74
45;1;Русфинанс Банк;1792;Самарская обл.;105 144 477,00;103 709 070,00;1 435 407,00;1,38
46;-1;Кредит Европа Банк;3311;Москва и обл.;103 575 495,00;103 970 808,00;-395 313,00;-0,38
47;4;БНП Париба Банк;3407;Москва и обл.;100 975 619,00;96 991 342,00;3 984 277,00;4,11
48;0;Инвестторгбанк;2763;Москва и обл.;99 009 164,00;98 691 312,00;317 852,00;0,32
49;3;Новикомбанк;2546;Москва и обл.;96 954 926,00;96 720 780,00;234 146,00;0,24
50;-8;РГС Банк;3073;Москва и обл.;94 360 109,00;109 509 463,00;-15 149 354,00;-13,83
51;2;РосЕвроБанк;3137;Москва и обл.;93 007 236,00;90 768 740,00;2 238 496,00;2,47
52;-2;Пробизнесбанк;2412;Москва и обл.;92 410 358,00;97 796 746,00;-5 386 388,00;-5,51
53;-4;МСП Банк;3340;Москва и обл.;92 279 671,00;97 868 039,00;-5 588 368,00;-5,71
54;2;Внешпромбанк;3261;Москва и обл.;87 754 886,00;85 933 837,00;1 821 049,00;2,12
55;3;Татфондбанк;3058;Татарстан;87 007 412,00;84 857 881,00;2 149 531,00;2,53
56;3;Юниаструм Банк;2771;Москва и обл.;85 858 034,00;83 402 037,00;2 455 997,00;2,94
57;-2;Авангард;2879;Москва и обл.;84 565 372,00;87 072 910,00;-2 507 538,00;-2,88
58;-4;Банк Интеза;2216;Москва и обл.;84 341 243,00;89 084 614,00;-4 743 371,00;-5,32
59;-2;Национальный Расчетный Депозитарий;3294;Москва и обл.;82 537 098,00;85 374 948,00;-2 837 850,00;-3,32
60;1;Балтийский Банк;128;Москва и обл.;80 367 706,00;80 484 023,00;-116 317,00;-0,14
61;1;Союз;2307;Москва и обл.;80 331 028,00;77 522 649,00;2 808 379,00;3,62
62;7;Всероссийский Банк Развития Регионов;3287;Москва и обл.;79 669 706,00;65 636 544,00;14 033 162,00;21,38
63;-3;КИТ Финанс Инвестиционный Банк;1911;Санкт-Петербург и обл.;78 437 913,00;81 577 215,00;-3 139 302,00;-3,85
64;2;Банк ДОМ.РФ;2312;Москва и обл.;76 619 365,00;72 259 033,00;4 360 332,00;6,03
65;-2;Запсибкомбанк;918;Тюменская обл.;74 625 901,00;73 368 648,00;1 257 253,00;1,71
66;1;ЦентроКредит;121;Москва и обл.;74 428 579,00;71 996 682,00;2 431 897,00;3,38
67;-2;Ренессанс Кредит;3354;Москва и обл.;73 455 780,00;72 409 047,00;1 046 733,00;1,45
68;2;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;72 281 635,00;65 073 918,00;7 207 717,00;11,08
69;-5;Мастер-Банк;2176;Москва и обл.;71 623 560,00;72 816 967,00;-1 193 407,00;-1,64
70;-2;Пересвет;2110;Москва и обл.;69 139 816,00;67 383 085,00;1 756 731,00;2,61
71;1;ДельтаКредит;3338;Москва и обл.;66 617 331,00;64 437 583,00;2 179 748,00;3,38
72;2;Совкомбанк;963;Костромская обл.;65 610 940,00;62 675 339,00;2 935 601,00;4,68
73;10;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;63 825 919,00;50 329 437,00;13 496 482,00;26,82
74;-3;Собинбанк;1317;Москва и обл.;63 378 603,00;64 645 589,00;-1 266 986,00;-1,96
75;-2;Роскосмосбанк;2989;Москва и обл.;61 535 658,00;63 540 421,00;-2 004 763,00;-3,16
76;0;Балтинвестбанк;3176;Санкт-Петербург и обл.;60 841 902,00;60 888 409,00;-46 507,00;-0,08
77;1;Центр-инвест;2225;Ростовская обл.;60 160 556,00;57 931 898,00;2 228 658,00;3,85
78;-1;Локо-Банк;2707;Москва и обл.;57 761 619,00;58 474 461,00;-712 842,00;-1,22
79;2;Экспо Финанс;2594;Москва и обл.;56 647 250,00;53 005 909,00;3 641 341,00;6,87
80;2;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;54 584 608,00;51 680 154,00;2 904 454,00;5,62
81;7;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;54 495 377,00;47 637 228,00;6 858 149,00;14,40
82;-3;Нота-Банк;2913;Москва и обл.;53 571 365,00;53 707 618,00;-136 253,00;-0,25
83;3;Связной Банк;1961;Москва и обл.;52 941 926,00;47 874 625,00;5 067 301,00;10,58
84;0;Металлинвестбанк;2440;Москва и обл.;52 852 656,00;49 488 895,00;3 363 761,00;6,80
85;-10;Банк Кредит Свисс;2494;Москва и обл.;52 079 175,00;61 076 154,00;-8 996 979,00;-14,73
86;-6;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;50 284 680,00;53 035 521,00;-2 750 841,00;-5,19
87;-2;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;47 290 280,00;47 989 487,00;-699 207,00;-1,46
88;28;Коммерцбанк (Евразия);3333;Москва и обл.;46 650 845,00;28 442 447,00;18 208 398,00;64,02
89;0;Инвестбанк;107;Москва и обл.;45 378 402,00;45 391 975,00;-13 573,00;-0,03
90;1;СБ Банк (Судостроительный банк);2999;Москва и обл.;44 410 604,00;44 195 215,00;215 389,00;0,49
91;-4;Сургутнефтегазбанк;588;Тюменская обл.;43 870 675,00;47 869 270,00;-3 998 595,00;-8,35
92;-2;Еврофинанс Моснарбанк;2402;Москва и обл.;42 705 363,00;44 903 201,00;-2 197 838,00;-4,89
93;-1;Первобанк;3461;Самарская обл.;41 697 934,00;42 167 974,00;-470 040,00;-1,11
94;1;Бинбанк Диджитал;2827;Москва и обл.;40 225 058,00;39 686 192,00;538 866,00;1,36
95;-1;Национальный Резервный Банк;2170;Москва и обл.;39 897 709,00;40 332 818,00;-435 109,00;-1,08
96;0;Международный Финансовый Клуб;2618;Москва и обл.;39 507 061,00;39 660 239,00;-153 178,00;-0,39
97;5;Тинькофф Банк;2673;Москва и обл.;38 630 852,00;35 336 951,00;3 293 901,00;9,32
98;-5;Национальный Стандарт;3421;Москва и обл.;38 281 900,00;41 359 535,00;-3 077 635,00;-7,44
99;2;Интеркоммерц Банк;1657;Москва и обл.;37 955 873,00;36 821 424,00;1 134 449,00;3,08
100;-3;Таврический Банк;2304;Санкт-Петербург и обл.;37 315 876,00;37 784 671,00;-468 795,00;-1,24
101;-2;Банк БФА;3038;Санкт-Петербург и обл.;36 143 806,00;37 385 181,00;-1 241 375,00;-3,32
102;2;Экспресс-Волга;3085;Саратовская обл.;34 023 896,00;33 602 625,00;421 271,00;1,25
103;0;Стройкредит;18;Москва и обл.;32 554 869,00;34 241 180,00;-1 686 311,00;-4,92
104;2;Челябинвестбанк;493;Челябинская обл.;32 306 233,00;31 560 085,00;746 148,00;2,36
105;2;Челиндбанк;485;Челябинская обл.;31 647 759,00;31 279 774,00;367 985,00;1,18
106;-8;Меткомбанк (Череповец);901;Вологодская обл.;31 598 302,00;37 395 739,00;-5 797 437,00;-15,50
107;1;Кубань Кредит;2518;Краснодарский край;31 487 201,00;31 265 389,00;221 812,00;0,71
108;-3;Дальневосточный Банк;843;Приморский край;31 290 763,00;32 459 519,00;-1 168 756,00;-3,60
109;0;Саровбизнесбанк;2048;Нижегородская обл.;31 263 209,00;30 382 913,00;880 296,00;2,90
110;1;Московский Областной Банк;1751;Москва и обл.;31 062 456,00;29 998 349,00;1 064 107,00;3,55
111;-1;Межтопэнергобанк;2956;Москва и обл.;30 960 317,00;30 278 004,00;682 313,00;2,25
112;2;Тойота Банк;3470;Москва и обл.;30 786 275,00;29 141 090,00;1 645 185,00;5,65
113;4;СДМ-Банк;1637;Москва и обл.;29 694 728,00;28 191 045,00;1 503 683,00;5,33
114;9;Интерпромбанк;3266;Москва и обл.;29 595 774,00;27 430 077,00;2 165 697,00;7,90
115;-2;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Москва и обл.;29 537 262,00;29 333 140,00;204 122,00;0,70
116;-4;Народный Кредит;2401;Москва и обл.;29 280 509,00;29 663 356,00;-382 847,00;-1,29
117;1;НС Банк;3124;Москва и обл.;29 224 565,00;28 145 483,00;1 079 082,00;3,83
118;-3;Русский Международный Банк;3123;Москва и обл.;29 058 606,00;28 651 869,00;406 737,00;1,42
119;6;Севергазбанк;2816;Вологодская обл.;28 913 347,00;26 906 523,00;2 006 824,00;7,46
120;2;Примсоцбанк;2733;Приморский край;28 256 337,00;27 524 320,00;732 017,00;2,66
121;0;Кедр;1574;Москва и обл.;28 136 106,00;27 605 448,00;530 658,00;1,92
122;-2;Газбанк;2316;Самарская обл.;27 981 761,00;27 672 482,00;309 279,00;1,12
123;-4;Первый Республиканский Банк;1730;Москва и обл.;27 781 429,00;27 746 675,00;34 754,00;0,13
124;2;Крайинвестбанк;3360;Краснодарский край;26 604 946,00;26 823 647,00;-218 701,00;-0,82
125;5;Мой Банк;2939;Москва и обл.;26 475 988,00;25 941 875,00;534 113,00;2,06
126;1;Далькомбанк;84;Хабаровский край;26 397 970,00;26 260 713,00;137 257,00;0,52
127;4;Приморье;3001;Приморский край;26 225 587,00;25 884 796,00;340 791,00;1,32
128;4;Фора-Банк;1885;Москва и обл.;26 047 107,00;25 807 018,00;240 089,00;0,93
129;4;Пушкино;391;Москва и обл.;25 967 291,00;25 513 302,00;453 989,00;1,78
130;8;Кольцо Урала;65;Свердловская обл.;25 919 698,00;24 542 870,00;1 376 828,00;5,61
131;3;Банк АВБ;23;Самарская обл.;25 322 247,00;25 345 580,00;-23 333,00;-0,09
132;-8;Сведбанк;3064;Москва и обл.;25 314 338,00;27 102 455,00;-1 788 117,00;-6,60
133;3;М2М Прайвет Банк;1414;Москва и обл.;24 986 200,00;25 162 411,00;-176 211,00;-0,70
134;-6;Смоленский Банк;2029;Смоленская обл.;24 968 064,00;26 043 403,00;-1 075 339,00;-4,13
135;5;БФГ-Кредит;3068;Москва и обл.;24 872 123,00;23 155 535,00;1 716 588,00;7,41
136;-1;Липецккомбанк;1242;Липецкая обл.;24 808 754,00;25 283 751,00;-474 997,00;-1,88
137;2;Москоммерцбанк;3365;Москва и обл.;24 397 297,00;24 060 011,00;337 286,00;1,40
138;4;Расчетная Палата РТС;3335;Москва и обл.;24 386 880,00;22 618 397,00;1 768 483,00;7,82
139;-2;Акибанк;2587;Татарстан;24 109 022,00;24 682 829,00;-573 807,00;-2,32
140;-40;Мир Бизнес Банк;3396;Москва и обл.;23 798 388,00;37 102 085,00;-13 303 697,00;-35,86
141;2;Кредит Урал Банк;2584;Челябинская обл.;23 482 999,00;22 172 841,00;1 310 158,00;5,91
142;-13;ПЧРБ Банк;3291;Москва и обл.;23 168 413,00;26 038 759,00;-2 870 346,00;-11,02
143;2;Левобережный;1343;Новосибирская обл.;23 053 137,00;21 891 858,00;1 161 279,00;5,30
144;-3;АМБ Банк;3036;Москва и обл.;22 907 565,00;22 680 099,00;227 466,00;1,00
145;1;Девон-Кредит;1972;Татарстан;21 538 439,00;21 727 177,00;-188 738,00;-0,87
146;-2;МБА-Москва;3395;Москва и обл.;21 326 473,00;21 974 241,00;-647 768,00;-2,95
147;6;Росэнергобанк;2211;Москва и обл.;20 888 649,00;20 135 185,00;753 464,00;3,74
148;2;ГПБ-Ипотека;2403;Москва и обл.;20 602 377,00;20 541 241,00;61 136,00;0,30
149;-2;Солидарность;554;Самарская обл.;20 514 203,00;20 904 129,00;-389 926,00;-1,87
150;2;ФИА-Банк;2542;Самарская обл.;20 272 326,00;20 165 177,00;107 149,00;0,53
151;-3;Интерпрогрессбанк;600;Москва и обл.;20 030 966,00;20 817 944,00;-786 978,00;-3,78
152;-1;Агропромкредит;2880;Москва и обл.;19 974 563,00;20 223 675,00;-249 112,00;-1,23
153;3;БМВ Банк;3482;Москва и обл.;19 850 038,00;18 830 129,00;1 019 909,00;5,42
154;-5;Альта-Банк;2269;Москва и обл.;19 797 527,00;20 716 497,00;-918 970,00;-4,44
155;4;Урал ФД;249;Пермская обл.;19 719 672,00;18 539 961,00;1 179 711,00;6,36
156;2;С банк;2581;Москва и обл.;19 348 685,00;18 764 793,00;583 892,00;3,11
157;3;Образование;1521;Москва и обл.;18 858 204,00;18 451 423,00;406 781,00;2,20
158;-3;Банк Проектного Финансирования;1677;Москва и обл.;18 668 906,00;18 895 540,00;-226 634,00;-1,20
159;2;Тимер Банк;1581;Татарстан;18 357 725,00;18 377 513,00;-19 788,00;-0,11
160;11;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;18 151 104,00;16 240 451,00;1 910 653,00;11,76
161;2;Спурт Банк;2207;Татарстан;18 039 764,00;17 526 723,00;513 041,00;2,93
162;-5;Натиксис Банк;3390;Москва и обл.;17 870 849,00;18 767 285,00;-896 436,00;-4,78
163;-9;Экспобанк;2998;Москва и обл.;17 678 041,00;19 606 855,00;-1 928 814,00;-9,84
164;-2;Русстройбанк;3205;Москва и обл.;17 550 114,00;17 866 211,00;-316 097,00;-1,77
165;-1;Уралтрансбанк;812;Свердловская обл.;17 383 139,00;17 467 306,00;-84 167,00;-0,48
166;3;БыстроБанк;1745;Удмуртия;17 045 549,00;16 295 670,00;749 879,00;4,60
167;7;Рост;2589;Москва и обл.;16 969 893,00;15 640 554,00;1 329 339,00;8,50
168;9;Морской Банк;77;Москва и обл.;16 907 560,00;15 193 721,00;1 713 839,00;11,28
169;-1;Модульбанк;1927;Костромская обл.;16 903 997,00;16 526 487,00;377 510,00;2,28
170;-5;Энергобанк;67;Татарстан;16 730 124,00;17 244 714,00;-514 590,00;-2,98
171;-1;Европейский Трастовый Банк;2968;Москва и обл.;16 604 562,00;16 251 157,00;353 405,00;2,17
172;-6;НОМОС-Региобанк;539;Хабаровский край;16 408 240,00;16 593 022,00;-184 782,00;-1,11
173;0;Инвесткапиталбанк;2377;Башкортостан;15 702 381,00;15 792 718,00;-90 337,00;-0,57
174;1;Норвик Банк;902;Кировская обл.;15 699 671,00;15 541 948,00;157 723,00;1,01
175;-8;ББР Банк;2929;Москва и обл.;15 345 942,00;16 579 167,00;-1 233 225,00;-7,44
176;0;Развитие-Столица;3013;Москва и обл.;15 094 172,00;15 278 270,00;-184 098,00;-1,20
177;16;Углеметбанк;2997;Челябинская обл.;15 042 931,00;13 835 196,00;1 207 735,00;8,73
178;5;Алмазэргиэнбанк;2602;Саха (Якутия);15 034 645,00;14 681 779,00;352 866,00;2,40
179;0;Мосстройэкономбанк (М Банк);948;Москва и обл.;14 990 297,00;15 100 645,00;-110 348,00;-0,73
180;0;НБД-Банк;1966;Нижегородская обл.;14 912 338,00;14 991 202,00;-78 864,00;-0,53
181;10;Рост Банк;2888;Татарстан;14 837 514,00;13 940 411,00;897 103,00;6,44
182;-1;Курскпромбанк;735;Курская обл.;14 726 346,00;14 839 657,00;-113 311,00;-0,76
183;13;Банк «Советский»;558;Санкт-Петербург и обл.;14 685 148,00;13 459 654,00;1 225 494,00;9,10
184;3;Аресбанк;2914;Москва и обл.;14 632 096,00;14 206 365,00;425 731,00;3,00
185;-1;Легион;3117;Москва и обл.;14 526 772,00;14 629 245,00;-102 473,00;-0,70
186;-1;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;14 424 118,00;14 298 972,00;125 146,00;0,88
187;2;Фининвест;671;Москва и обл.;14 391 965,00;14 050 462,00;341 503,00;2,43
188;2;БКС Банк;101;Новосибирская обл.;14 382 281,00;13 984 823,00;397 458,00;2,84
189;-7;Интехбанк;2705;Татарстан;14 296 223,00;14 769 932,00;-473 709,00;-3,21
190;-18;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;14 267 338,00;15 973 228,00;-1 705 890,00;-10,68
191;-3;Эллипс Банк;1950;Нижегородская обл.;14 190 848,00;14 114 146,00;76 702,00;0,54
192;32;Тольяттихимбанк;2507;Самарская обл.;14 161 279,00;11 341 258,00;2 820 021,00;24,87
193;2;Центркомбанк;2983;Москва и обл.;14 136 940,00;13 478 195,00;658 745,00;4,89
194;5;Сетелем Банк;2168;Москва и обл.;14 111 657,00;13 263 205,00;848 452,00;6,40
195;-3;Новокузнецкий Муниципальный Банк;2865;Кемеровская обл.;14 002 436,00;13 867 796,00;134 640,00;0,97
196;-18;Аверс;415;Татарстан;13 931 217,00;15 154 416,00;-1 223 199,00;-8,07
197;3;Пойдем!;2534;Москва и обл.;13 809 875,00;13 199 548,00;610 327,00;4,62
198;0;АйМаниБанк;1975;Республика Алтай;13 585 768,00;13 376 257,00;209 511,00;1,57
199;6;МАСТ-Банк;3267;Москва и обл.;13 232 295,00;12 618 753,00;613 542,00;4,86
200;-3;Ланта-Банк;1920;Москва и обл.;13 212 069,00;13 458 758,00;-246 689,00;-1,83
201;5;Газэнергобанк;3252;Калужская обл.;13 072 741,00;12 604 782,00;467 959,00;3,71
202;-16;Гута-Банк;256;Москва и обл.;13 072 735,00;14 270 063,00;-1 197 328,00;-8,39
203;1;Первомайский;518;Краснодарский край;13 063 260,00;12 762 664,00;300 596,00;2,36
204;-1;ВУЗ-Банк;1557;Свердловская обл.;12 863 329,00;12 827 865,00;35 464,00;0,28
205;6;Банк ПСА Финанс Рус;3481;Москва и обл.;12 817 819,00;12 245 819,00;572 000,00;4,67
206;-12;НК Банк;2755;Москва и обл.;12 721 424,00;13 519 284,00;-797 860,00;-5,90
207;-5;Александровский;53;Санкт-Петербург и обл.;12 716 478,00;12 933 398,00;-216 920,00;-1,68
208;28;АйСиБиСи Банк;3475;Москва и обл.;12 696 758,00;10 575 544,00;2 121 214,00;20,06
209;1;Огни Москвы;2328;Москва и обл.;12 680 713,00;12 276 114,00;404 599,00;3,30
210;-9;Гаранти Банк — Москва;3275;Москва и обл.;12 654 343,00;13 008 547,00;-354 204,00;-2,72
211;18;Мерседес-Бенц Банк Рус;3473;Москва и обл.;12 607 560,00;11 036 745,00;1 570 815,00;14,23
212;13;Балтика;967;Санкт-Петербург и обл.;12 505 474,00;11 339 411,00;1 166 063,00;10,28
213;-6;Российский Кредит;324;Москва и обл.;12 463 736,00;12 585 720,00;-121 984,00;-0,97
214;-2;Держава;2738;Москва и обл.;12 352 420,00;12 080 140,00;272 280,00;2,25
215;-1;РосДорБанк;1573;Москва и обл.;12 185 582,00;11 912 380,00;273 202,00;2,29
216;-7;Западный;2598;Москва и обл.;12 099 744,00;12 459 701,00;-359 957,00;-2,89
217;-4;Энерготрансбанк;1307;Калининградская обл.;12 032 248,00;11 914 547,00;117 701,00;0,99
218;-1;Национальная Факторинговая Компания;3437;Москва и обл.;11 948 880,00;11 650 751,00;298 129,00;2,56
219;-4;Форштадт;2208;Оренбургская обл.;11 905 655,00;11 849 720,00;55 935,00;0,47
220;-1;Энергомашбанк;52;Санкт-Петербург и обл.;11 685 986,00;11 606 191,00;79 795,00;0,69
221;12;АктивКапитал Банк;3006;Самарская обл.;11 426 648,00;10 623 547,00;803 101,00;7,56
222;-6;Финпромбанк (ФПБ Банк);2157;Москва и обл.;11 336 183,00;11 739 957,00;-403 774,00;-3,44
223;-3;Солидарность (Москва);1555;Москва и обл.;11 211 814,00;11 600 615,00;-388 801,00;-3,35
224;2;СтарБанк;548;Москва и обл.;11 102 938,00;11 168 422,00;-65 484,00;-0,59
225;-3;Гранд Инвест Банк;3053;Москва и обл.;11 098 244,00;11 515 325,00;-417 081,00;-3,62
226;6;Интрастбанк;3144;Москва и обл.;10 960 964,00;10 713 360,00;247 604,00;2,31
227;3;Алеф-Банк;2119;Москва и обл.;10 866 516,00;10 929 720,00;-63 204,00;-0,58
228;0;ТЭМБР-Банк;2764;Москва и обл.;10 801 839,00;11 061 080,00;-259 241,00;-2,34
229;2;Московское Ипотечное Агентство;3344;Москва и обл.;10 710 200,00;10 771 037,00;-60 837,00;-0,56
230;4;Хлынов;254;Кировская обл.;10 546 886,00;10 595 599,00;-48 713,00;-0,46
231;-23;Нацинвестпромбанк;3077;Москва и обл.;10 489 379,00;12 468 247,00;-1 978 868,00;-15,87
232;-5;Социнвестбанк;1132;Башкортостан;10 359 042,00;11 139 044,00;-780 002,00;-7,00
233;5;Квантмобайл Банк;1189;Омская обл.;10 281 331,00;9 980 107,00;301 224,00;3,02
234;5;Адмиралтейский;3054;Москва и обл.;10 166 209,00;9 927 744,00;238 465,00;2,40
235;2;Прио-Внешторгбанк;212;Рязанская обл.;10 088 396,00;10 163 419,00;-75 023,00;-0,74
236;-15;Банк24.ру;2227;Свердловская обл.;9 906 106,00;11 530 061,00;-1 623 955,00;-14,08
237;3;Расчетно-Кредитный Банк;103;Москва и обл.;9 854 567,00;9 829 779,00;24 788,00;0,25
238;-3;Бэнк оф Чайна;2309;Москва и обл.;9 841 167,00;10 585 394,00;-744 227,00;-7,03
239;86;ОФК Банк;2270;Москва и обл.;9 839 128,00;6 132 464,00;3 706 664,00;60,44
240;3;Роспромбанк;3204;Москва и обл.;9 825 462,00;9 690 560,00;134 902,00;1,39
241;7;МАК-Банк;1088;Москва и обл.;9 778 829,00;9 504 274,00;274 555,00;2,89
242;13;Денизбанк Москва;3330;Москва и обл.;9 728 294,00;9 008 533,00;719 761,00;7,99
243;25;Платежный Центр;3166;Новосибирская обл.;9 695 687,00;8 480 918,00;1 214 769,00;14,32
244;-26;Экопромбанк;2011;Пермская обл.;9 662 306,00;11 631 268,00;-1 968 962,00;-16,93
245;-4;Национальный Банк Развития Бизнеса;2795;Москва и обл.;9 620 624,00;9 822 043,00;-201 419,00;-2,05
246;0;Экономбанк;1319;Саратовская обл.;9 513 606,00;9 560 787,00;-47 181,00;-0,49
247;-5;СИАБ;3245;Санкт-Петербург и обл.;9 488 012,00;9 743 519,00;-255 507,00;-2,62
248;2;Банк Оренбург;3269;Оренбургская обл.;9 454 874,00;9 349 364,00;105 510,00;1,13
249;5;Международный Банк Развития;2704;Москва и обл.;9 322 593,00;9 068 050,00;254 543,00;2,81
250;27;Нефтяной Альянс;2859;Москва и обл.;9 282 386,00;8 004 129,00;1 278 257,00;15,97
251;-4;РосинтерБанк;226;Москва и обл.;9 238 594,00;9 525 793,00;-287 199,00;-3,01
252;11;Башинвестбанк;2189;Башкортостан;9 188 282,00;8 727 530,00;460 752,00;5,28
253;-2;РусЮгбанк;2093;Волгоградская обл.;9 169 055,00;9 314 419,00;-145 364,00;-1,56
254;7;Экспресс;3084;Дагестан;9 167 030,00;8 868 002,00;299 028,00;3,37
255;9;БайкалБанк;2632;Бурятия;9 160 998,00;8 698 832,00;462 166,00;5,31
256;10;Рублев;3098;Москва и обл.;9 084 515,00;8 594 472,00;490 043,00;5,70
257;-4;Банк Акцепт;567;Новосибирская обл.;9 022 951,00;9 103 650,00;-80 699,00;-0,89
258;-6;Росэксимбанк;2790;Москва и обл.;8 981 098,00;9 306 046,00;-324 948,00;-3,49
259;1;НОМОС-Банк-Сибирь;410;Новосибирская обл.;8 967 309,00;8 890 357,00;76 952,00;0,87
