Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Март, 2014, тыс. рублей;Февраль, 2014, тыс. рублей;Изменение, тыс. рублей;Изменение, %
38;-1;МТС Банк;2268;Москва и обл.;189 270 415,00;188 341 697,00;928 718,00;0,49
39;2;СМП Банк;3368;Москва и обл.;177 448 885,00;160 951 589,00;16 497 296,00;10,25
40;-2;ОТП Банк;2766;Москва и обл.;171 900 448,00;170 595 363,00;1 305 085,00;0,77
41;-1;Внешпромбанк;3261;Москва и обл.;170 459 990,00;165 842 977,00;4 617 013,00;2,78
42;0;Кредит Европа Банк;3311;Москва и обл.;155 959 338,00;160 546 578,00;-4 587 240,00;-2,86
43;3;Совкомбанк;963;Костромская обл.;147 243 072,00;131 601 487,00;15 641 585,00;11,89
44;-1;Транскапиталбанк;2210;Москва и обл.;145 878 018,00;148 209 772,00;-2 331 754,00;-1,57
45;-1;Дойче Банк;3328;Москва и обл.;140 694 093,00;139 663 336,00;1 030 757,00;0,74
46;-1;СКБ-Банк;705;Свердловская обл.;131 839 920,00;131 962 333,00;-122 413,00;-0,09
47;0;МСП Банк;3340;Москва и обл.;131 804 472,00;131 343 850,00;460 622,00;0,35
48;1;РосЕвроБанк;3137;Москва и обл.;130 759 215,00;126 568 215,00;4 191 000,00;3,31
49;-1;Татфондбанк;3058;Татарстан;129 473 219,00;127 976 674,00;1 496 545,00;1,17
50;0;Ренессанс Кредит;3354;Москва и обл.;125 674 797,00;123 185 735,00;2 489 062,00;2,02
51;3;Инвестторгбанк;2763;Москва и обл.;125 339 404,00;120 263 220,00;5 076 184,00;4,22
52;3;Абсолют Банк;2306;Москва и обл.;125 086 459,00;119 626 565,00;5 459 894,00;4,56
53;0;РГС Банк;3073;Москва и обл.;120 338 548,00;120 356 175,00;-17 627,00;-0,01
54;3;Банк ДОМ.РФ;2312;Москва и обл.;117 605 257,00;115 932 951,00;1 672 306,00;1,44
55;4;БНП Париба Банк;3407;Москва и обл.;117 598 031,00;111 681 854,00;5 916 177,00;5,30
56;-5;Русфинанс Банк;1792;Самарская обл.;116 136 727,00;121 618 684,00;-5 481 957,00;-4,51
57;-5;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;116 075 019,00;120 808 105,00;-4 733 086,00;-3,92
58;0;Тинькофф Банк;2673;Москва и обл.;114 289 325,00;115 567 581,00;-1 278 256,00;-1,11
59;2;Авангард;2879;Москва и обл.;110 886 175,00;106 706 266,00;4 179 909,00;3,92
60;-4;Национальный Расчетный Депозитарий;3294;Москва и обл.;109 873 576,00;117 031 893,00;-7 158 317,00;-6,12
61;1;ДельтаКредит;3338;Москва и обл.;106 643 154,00;101 041 849,00;5 601 305,00;5,54
62;-2;Пробизнесбанк;2412;Москва и обл.;106 061 206,00;107 762 271,00;-1 701 065,00;-1,58
63;0;Пересвет;2110;Москва и обл.;103 111 299,00;100 465 232,00;2 646 067,00;2,63
64;1;Запсибкомбанк;918;Тюменская обл.;93 450 397,00;93 877 525,00;-427 128,00;-0,45
65;8;Российский Кредит;324;Москва и обл.;88 221 353,00;77 204 520,00;11 016 833,00;14,27
66;0;Союз;2307;Москва и обл.;85 212 672,00;89 239 265,00;-4 026 593,00;-4,51
67;0;ЦентроКредит;121;Москва и обл.;83 266 848,00;86 755 224,00;-3 488 376,00;-4,02
68;1;Нота-Банк;2913;Москва и обл.;83 218 277,00;84 107 417,00;-889 140,00;-1,06
69;-1;Банк БФА;3038;Санкт-Петербург и обл.;83 047 171,00;85 660 922,00;-2 613 751,00;-3,05
70;-6;Всероссийский Банк Развития Регионов;3287;Москва и обл.;80 444 333,00;94 691 121,00;-14 246 788,00;-15,05
71;-1;Локо-Банк;2707;Москва и обл.;79 731 591,00;79 371 281,00;360 310,00;0,45
72;6;Рост Банк;2888;Москва и обл.;78 773 219,00;73 867 071,00;4 906 148,00;6,64
73;-1;Центр-инвест;2225;Ростовская обл.;77 871 190,00;77 381 490,00;489 700,00;0,63
74;-3;Связной Банк;1961;Москва и обл.;76 454 243,00;78 760 263,00;-2 306 020,00;-2,93
75;0;Роскосмосбанк;2989;Москва и обл.;75 179 592,00;75 409 497,00;-229 905,00;-0,30
76;1;Балтийский Банк;128;Москва и обл.;74 598 865,00;74 402 796,00;196 069,00;0,26
77;-3;Банк Интеза;2216;Москва и обл.;73 137 644,00;75 829 282,00;-2 691 638,00;-3,55
78;3;СБ Банк (Судостроительный банк);2999;Москва и обл.;72 220 544,00;68 402 763,00;3 817 781,00;5,58
79;6;Сургутнефтегазбанк;588;Тюменская обл.;71 818 661,00;64 539 666,00;7 278 995,00;11,28
80;-4;КИТ Финанс Инвестиционный Банк;1911;Санкт-Петербург и обл.;70 288 687,00;75 015 361,00;-4 726 674,00;-6,30
81;1;Балтинвестбанк;3176;Санкт-Петербург и обл.;70 120 201,00;66 175 853,00;3 944 348,00;5,96
82;1;Сетелем Банк;2168;Москва и обл.;70 019 391,00;65 984 334,00;4 035 057,00;6,12
83;-3;Юниаструм Банк;2771;Москва и обл.;67 841 147,00;68 661 608,00;-820 461,00;-1,19
84;0;Международный Финансовый Клуб;2618;Москва и обл.;67 391 427,00;65 581 672,00;1 809 755,00;2,76
85;2;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;65 355 557,00;61 850 156,00;3 505 401,00;5,67
86;-7;Металлинвестбанк;2440;Москва и обл.;64 811 599,00;70 094 660,00;-5 283 061,00;-7,54
87;-1;Московский Областной Банк;1751;Москва и обл.;63 697 714,00;62 960 682,00;737 032,00;1,17
88;2;Югра;880;Тюменская обл.;61 194 129,00;58 025 362,00;3 168 767,00;5,46
89;-1;Первобанк;3461;Самарская обл.;60 263 484,00;60 648 482,00;-384 998,00;-0,63
90;-1;Собинбанк;1317;Москва и обл.;57 626 793,00;58 722 709,00;-1 095 916,00;-1,87
91;0;Бинбанк Диджитал;2827;Москва и обл.;54 794 815,00;56 176 511,00;-1 381 696,00;-2,46
92;1;Интеркоммерц Банк;1657;Москва и обл.;53 555 625,00;51 993 439,00;1 562 186,00;3,00
93;-1;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;52 961 323,00;52 641 017,00;320 306,00;0,61
94;0;Тойота Банк;3470;Москва и обл.;51 293 993,00;51 414 809,00;-120 816,00;-0,23
95;0;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;49 945 474,00;51 177 116,00;-1 231 642,00;-2,41
96;0;Кубань Кредит;2518;Краснодарский край;49 774 982,00;50 151 069,00;-376 087,00;-0,75
97;1;Таврический Банк;2304;Санкт-Петербург и обл.;49 289 325,00;49 019 088,00;270 237,00;0,55
98;4;РосинтерБанк;226;Москва и обл.;48 342 877,00;44 832 710,00;3 510 167,00;7,83
99;2;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;46 111 553,00;46 101 952,00;9 601,00;0,02
100;-1;Еврофинанс Моснарбанк;2402;Москва и обл.;44 488 704,00;47 980 469,00;-3 491 765,00;-7,28
101;-1;Межтопэнергобанк;2956;Москва и обл.;44 130 733,00;47 924 093,00;-3 793 360,00;-7,92
102;-5;Национальный Стандарт;3421;Москва и обл.;43 491 398,00;49 640 693,00;-6 149 295,00;-12,39
103;1;Коммерцбанк (Евразия);3333;Москва и обл.;43 022 684,00;44 250 917,00;-1 228 233,00;-2,78
104;2;Экспресс-Волга;3085;Саратовская обл.;42 304 598,00;43 348 019,00;-1 043 421,00;-2,41
105;0;Экспобанк;2998;Москва и обл.;42 218 351,00;43 403 058,00;-1 184 707,00;-2,73
106;-3;Народный Кредит;2401;Москва и обл.;41 196 017,00;44 399 749,00;-3 203 732,00;-7,22
107;4;Первый Республиканский Банк;1730;Москва и обл.;40 054 725,00;39 246 216,00;808 509,00;2,06
108;2;Фора-Банк;1885;Москва и обл.;39 621 347,00;39 533 601,00;87 746,00;0,22
109;6;НС Банк;3124;Москва и обл.;39 269 614,00;38 258 542,00;1 011 072,00;2,64
110;-3;Экспо Финанс;2594;Москва и обл.;38 790 727,00;42 455 320,00;-3 664 593,00;-8,63
111;13;Интерпрогрессбанк;600;Москва и обл.;38 718 173,00;35 887 624,00;2 830 549,00;7,89
112;-3;Аверс;415;Татарстан;38 498 628,00;40 673 650,00;-2 175 022,00;-5,35
113;-5;Меткомбанк (Череповец);901;Вологодская обл.;38 418 943,00;41 253 114,00;-2 834 171,00;-6,87
114;-2;СДМ-Банк;1637;Москва и обл.;37 880 991,00;38 633 543,00;-752 552,00;-1,95
115;-1;Примсоцбанк;2733;Приморский край;37 872 572,00;38 265 424,00;-392 852,00;-1,03
116;3;Челябинвестбанк;493;Челябинская обл.;37 685 157,00;36 654 249,00;1 030 908,00;2,81
117;-4;БФГ-Кредит;3068;Москва и обл.;37 634 921,00;38 416 555,00;-781 634,00;-2,03
118;0;Русский Международный Банк;3123;Москва и обл.;36 894 162,00;36 721 153,00;173 009,00;0,47
119;6;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;36 880 122,00;34 485 058,00;2 395 064,00;6,95
120;-3;Крайинвестбанк;3360;Краснодарский край;36 862 187,00;36 944 838,00;-82 651,00;-0,22
121;-1;Челиндбанк;485;Челябинская обл.;36 677 007,00;36 508 113,00;168 894,00;0,46
122;-1;Интерпромбанк;3266;Москва и обл.;36 406 510,00;36 393 378,00;13 132,00;0,04
123;-7;Кольцо Урала;65;Свердловская обл.;36 336 688,00;36 964 994,00;-628 306,00;-1,70
124;-1;Банк «Советский»;558;Санкт-Петербург и обл.;36 097 407,00;36 170 248,00;-72 841,00;-0,20
125;-3;Саровбизнесбанк;2048;Нижегородская обл.;35 845 041,00;36 374 554,00;-529 513,00;-1,46
126;4;Почта Банк;650;Москва и обл.;34 758 084,00;33 433 991,00;1 324 093,00;3,96
127;1;Левобережный;1343;Новосибирская обл.;34 015 010,00;33 838 689,00;176 321,00;0,52
128;-2;БыстроБанк;1745;Удмуртия;33 702 575,00;34 479 264,00;-776 689,00;-2,25
129;2;МБА-Москва;3395;Москва и обл.;33 074 058,00;33 079 488,00;-5 430,00;-0,02
130;3;Росэнергобанк;2211;Москва и обл.;32 649 322,00;32 692 505,00;-43 183,00;-0,13
131;1;Агропромкредит;2880;Москва и обл.;32 412 429,00;32 912 749,00;-500 320,00;-1,52
132;-5;Образование;1521;Москва и обл.;32 282 072,00;34 311 458,00;-2 029 386,00;-5,91
133;3;Фольксваген Банк Рус;3500;Москва и обл.;32 058 071,00;31 153 193,00;904 878,00;2,90
134;1;Финпромбанк (ФПБ Банк);2157;Москва и обл.;32 018 970,00;31 771 221,00;247 749,00;0,78
135;-1;Газбанк;2316;Самарская обл.;31 862 721,00;32 038 187,00;-175 466,00;-0,55
136;9;Севергазбанк;2816;Вологодская обл.;31 684 286,00;29 269 844,00;2 414 442,00;8,25
137;7;Военно-Промышленный Банк;3065;Москва и обл.;31 294 756,00;29 380 584,00;1 914 172,00;6,52
138;1;Западный;2598;Москва и обл.;31 249 815,00;30 679 955,00;569 860,00;1,86
139;2;АМБ Банк;3036;Москва и обл.;31 238 143,00;30 342 558,00;895 585,00;2,95
140;-2;Банк АВБ;23;Самарская обл.;30 885 912,00;30 844 112,00;41 800,00;0,14
141;-1;Банк Финсервис;3388;Москва и обл.;30 823 991,00;30 636 725,00;187 266,00;0,61
142;11;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;30 357 303,00;26 238 729,00;4 118 574,00;15,70
143;0;Мосстройэкономбанк (М Банк);948;Москва и обл.;30 269 223,00;30 068 676,00;200 547,00;0,67
144;-7;ББР Банк;2929;Москва и обл.;30 245 136,00;30 869 452,00;-624 316,00;-2,02
145;-16;Банк Кредит Свисс;2494;Москва и обл.;30 130 008,00;33 650 342,00;-3 520 334,00;-10,46
146;-4;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Костромская обл.;29 661 697,00;30 146 458,00;-484 761,00;-1,61
147;-1;Дальневосточный Банк;843;Приморский край;29 013 260,00;28 936 045,00;77 215,00;0,27
148;-1;Кедр;1574;Красноярский край;28 798 964,00;28 849 836,00;-50 872,00;-0,18
149;1;Девон-Кредит;1972;Татарстан;27 710 687,00;27 284 171,00;426 516,00;1,56
150;1;М2М Прайвет Банк;1414;Москва и обл.;27 404 969,00;26 938 326,00;466 643,00;1,73
151;-2;Русстройбанк;3205;Москва и обл.;26 909 358,00;27 365 553,00;-456 195,00;-1,67
152;0;Липецккомбанк;1242;Липецкая обл.;26 656 979,00;26 349 495,00;307 484,00;1,17
153;-5;Акибанк;2587;Татарстан;25 879 681,00;28 017 784,00;-2 138 103,00;-7,63
154;3;Приморье;3001;Приморский край;25 832 731,00;24 109 581,00;1 723 150,00;7,15
155;0;Транспортный;3174;Москва и обл.;25 605 490,00;25 404 421,00;201 069,00;0,79
156;-2;ПЧРБ Банк;3291;Москва и обл.;25 602 554,00;25 544 404,00;58 150,00;0,23
157;4;Кредит Урал Банк;2584;Челябинская обл.;25 171 854,00;23 208 797,00;1 963 057,00;8,46
158;6;БКС Банк;101;Новосибирская обл.;24 636 283,00;22 669 556,00;1 966 727,00;8,68
159;-3;Урал ФД;249;Пермская обл.;24 081 141,00;24 863 301,00;-782 160,00;-3,15
160;3;Альта-Банк;2269;Москва и обл.;23 808 928,00;22 679 411,00;1 129 517,00;4,98
161;-2;Модульбанк;1927;Костромская обл.;23 733 191,00;23 584 560,00;148 631,00;0,63
162;7;Эллипс Банк;1950;Нижегородская обл.;23 262 461,00;20 989 931,00;2 272 530,00;10,83
163;-5;БМВ Банк;3482;Москва и обл.;23 122 353,00;23 689 989,00;-567 636,00;-2,40
164;22;Натиксис Банк;3390;Москва и обл.;22 842 349,00;19 413 216,00;3 429 133,00;17,66
165;-5;Москоммерцбанк;3365;Москва и обл.;22 572 998,00;23 269 542,00;-696 544,00;-2,99
166;-1;Балтика;967;Санкт-Петербург и обл.;22 227 307,00;22 293 647,00;-66 340,00;-0,30
167;-5;С банк;2581;Москва и обл.;22 180 949,00;22 705 679,00;-524 730,00;-2,31
168;7;АйСиБиСи Банк;3475;Москва и обл.;22 167 176,00;20 400 247,00;1 766 929,00;8,66
169;8;Солидарность;554;Самарская обл.;22 006 528,00;20 336 248,00;1 670 280,00;8,21
170;-3;Интехбанк;2705;Татарстан;21 914 346,00;21 964 164,00;-49 818,00;-0,23
171;-3;Спурт Банк;2207;Татарстан;21 717 914,00;21 447 118,00;270 796,00;1,26
172;-1;Огни Москвы;2328;Москва и обл.;21 294 814,00;20 913 505,00;381 309,00;1,82
173;-7;Стройкредит;18;Москва и обл.;20 860 432,00;22 151 935,00;-1 291 503,00;-5,83
174;-1;Тимер Банк;1581;Татарстан;20 792 353,00;20 728 550,00;63 803,00;0,31
175;5;Алмазэргиэнбанк;2602;Саха (Якутия);20 669 602,00;20 078 510,00;591 092,00;2,94
176;0;Легион;3117;Москва и обл.;20 506 937,00;20 348 697,00;158 240,00;0,78
177;-5;Мерседес-Бенц Банк Рус;3473;Москва и обл.;20 427 243,00;20 795 240,00;-367 997,00;-1,77
178;0;АктивКапитал Банк;3006;Самарская обл.;20 356 774,00;20 264 523,00;92 251,00;0,46
179;0;АйМаниБанк;1975;Москва и обл.;20 292 764,00;20 257 587,00;35 177,00;0,17
180;2;ФИА-Банк;2542;Самарская обл.;20 053 754,00;19 987 611,00;66 143,00;0,33
181;-7;Алеф-Банк;2119;Москва и обл.;19 702 291,00;20 568 137,00;-865 846,00;-4,21
182;2;Фининвест;671;Санкт-Петербург и обл.;19 631 913,00;19 751 858,00;-119 945,00;-0,61
183;-13;Гута-Банк;256;Москва и обл.;19 469 088,00;20 971 641,00;-1 502 553,00;-7,16
184;7;Держава;2738;Москва и обл.;19 402 233,00;18 460 221,00;942 012,00;5,10
185;-2;Национальный Резервный Банк;2170;Москва и обл.;19 362 013,00;19 783 420,00;-421 407,00;-2,13
186;1;Морской Банк;77;Москва и обл.;19 216 858,00;19 237 628,00;-20 770,00;-0,11
187;-2;ГПБ-Ипотека;2403;Москва и обл.;19 172 592,00;19 451 741,00;-279 149,00;-1,44
188;-7;Ланта-Банк;1920;Москва и обл.;18 730 289,00;20 051 033,00;-1 320 744,00;-6,59
189;-1;Энергобанк;67;Татарстан;18 536 972,00;18 945 964,00;-408 992,00;-2,16
190;3;Тольяттихимбанк;2507;Самарская обл.;18 097 846,00;18 032 507,00;65 339,00;0,36
191;1;Уралтрансбанк;812;Свердловская обл.;18 000 491,00;18 055 101,00;-54 610,00;-0,30
192;-2;Норвик Банк;902;Кировская обл.;17 785 351,00;18 557 000,00;-771 649,00;-4,16
193;5;Форштадт;2208;Оренбургская обл.;17 546 725,00;17 126 407,00;420 318,00;2,45
194;13;Гаранти Банк — Москва;3275;Москва и обл.;17 458 166,00;16 192 417,00;1 265 749,00;7,82
195;0;Платежный Центр;3166;Новосибирская обл.;17 288 886,00;17 870 355,00;-581 469,00;-3,25
196;0;Курскпромбанк;735;Курская обл.;17 268 542,00;17 435 541,00;-166 999,00;-0,96
197;2;НБД-Банк;1966;Нижегородская обл.;16 881 196,00;17 054 959,00;-173 763,00;-1,02
198;2;Московское Ипотечное Агентство;3344;Москва и обл.;16 820 800,00;16 872 024,00;-51 224,00;-0,30
199;2;Инвесткапиталбанк;2377;Башкортостан;16 798 326,00;16 812 201,00;-13 875,00;-0,08
200;-6;Пойдем!;2534;Москва и обл.;16 753 911,00;17 977 066,00;-1 223 155,00;-6,80
201;1;Транснациональный Банк;2108;Москва и обл.;16 610 735,00;16 470 767,00;139 968,00;0,85
202;7;Энерготрансбанк;1307;Калининградская обл.;16 572 862,00;15 962 170,00;610 692,00;3,83
203;-6;Объединенный Капитал;2611;Санкт-Петербург и обл.;16 564 335,00;17 328 346,00;-764 011,00;-4,41
204;11;МАСТ-Банк;3267;Москва и обл.;16 193 495,00;15 018 785,00;1 174 710,00;7,82
205;9;Аресбанк;2914;Москва и обл.;15 431 651,00;15 095 064,00;336 587,00;2,23
206;5;Газэнергобанк;3252;Калужская обл.;15 395 301,00;15 903 641,00;-508 340,00;-3,20
207;3;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;15 394 705,00;15 953 208,00;-558 503,00;-3,50
208;-3;Первомайский;518;Краснодарский край;15 306 335,00;16 262 776,00;-956 441,00;-5,88
209;-5;Развитие-Столица;3013;Москва и обл.;15 238 585,00;16 367 083,00;-1 128 498,00;-6,89
210;3;Александровский;53;Санкт-Петербург и обл.;15 222 009,00;15 318 844,00;-96 835,00;-0,63
211;-3;Интрастбанк;3144;Москва и обл.;15 219 924,00;16 002 744,00;-782 820,00;-4,89
212;14;Расчетно-Кредитный Банк;103;Москва и обл.;15 158 561,00;14 086 505,00;1 072 056,00;7,61
213;25;Автоторгбанк;2776;Москва и обл.;15 005 078,00;12 612 868,00;2 392 210,00;18,97
214;7;Гранд Инвест Банк;3053;Москва и обл.;14 931 859,00;14 585 870,00;345 989,00;2,37
215;4;СтарБанк;548;Москва и обл.;14 926 438,00;14 817 144,00;109 294,00;0,74
216;18;НК Банк;2755;Москва и обл.;14 896 461,00;12 756 249,00;2 140 212,00;16,78
217;-14;Банк Город;2644;Москва и обл.;14 863 394,00;16 462 990,00;-1 599 596,00;-9,72
218;-2;Квантмобайл Банк;1189;Омская обл.;14 855 836,00;15 007 122,00;-151 286,00;-1,01
219;-2;РосДорБанк;1573;Москва и обл.;14 758 233,00;14 885 678,00;-127 445,00;-0,86
220;0;Хлынов;254;Кировская обл.;14 708 411,00;14 602 947,00;105 464,00;0,72
221;-9;Рублев;3098;Москва и обл.;14 706 639,00;15 563 147,00;-856 508,00;-5,50
222;-16;Русский Земельный Банк;2810;Москва и обл.;14 526 034,00;16 209 698,00;-1 683 664,00;-10,39
223;0;Национальный Банк Развития Бизнеса;2795;Москва и обл.;14 427 461,00;14 444 938,00;-17 477,00;-0,12
224;-6;Национальная Факторинговая Компания;3437;Москва и обл.;14 425 444,00;14 866 264,00;-440 820,00;-2,97
225;0;ОФК Банк;2270;Москва и обл.;14 306 278,00;14 106 850,00;199 428,00;1,41
226;48;Татсоцбанк;480;Татарстан;13 913 889,00;10 014 673,00;3 899 216,00;38,94
227;-5;Нацинвестпромбанк;3077;Москва и обл.;13 702 770,00;14 475 166,00;-772 396,00;-5,34
228;-1;Клиентский;2324;Москва и обл.;13 580 799,00;13 497 313,00;83 486,00;0,62
229;6;Денизбанк Москва;3330;Москва и обл.;13 513 764,00;12 700 288,00;813 476,00;6,41
230;-1;БайкалБанк;2632;Бурятия;13 463 352,00;13 167 371,00;295 981,00;2,25
231;16;СЭБ Банк;3235;Санкт-Петербург и обл.;13 340 629,00;12 060 125,00;1 280 504,00;10,62
232;0;Анталбанк;3115;Москва и обл.;13 172 712,00;12 976 385,00;196 327,00;1,51
233;-2;ТЭМБР-Банк;2764;Москва и обл.;13 003 434,00;13 024 414,00;-20 980,00;-0,16
234;-1;Социнвестбанк;1132;Башкортостан;12 894 252,00;12 807 969,00;86 283,00;0,67
235;-7;ВУЗ-Банк;1557;Свердловская обл.;12 783 117,00;13 259 198,00;-476 081,00;-3,59
236;-6;Банк Акцепт;567;Новосибирская обл.;12 634 582,00;13 032 241,00;-397 659,00;-3,05
237;-1;Банк ПСА Финанс Рус;3481;Москва и обл.;12 512 509,00;12 652 383,00;-139 874,00;-1,11
238;8;Росавтобанк;2767;Москва и обл.;12 353 792,00;12 135 659,00;218 133,00;1,80
239;3;Хованский;2145;Москва и обл.;12 335 505,00;12 276 470,00;59 035,00;0,48
240;-3;Центркомбанк;2983;Москва и обл.;12 313 591,00;12 640 021,00;-326 430,00;-2,58
241;-1;СИАБ;3245;Санкт-Петербург и обл.;12 227 821,00;12 403 702,00;-175 881,00;-1,42
242;1;Экономбанк;1319;Саратовская обл.;12 139 525,00;12 246 230,00;-106 705,00;-0,87
243;1;Метробанк;2548;Москва и обл.;12 091 182,00;12 186 143,00;-94 961,00;-0,78
244;4;Тусар;2712;Москва и обл.;11 939 418,00;11 928 984,00;10 434,00;0,09
245;-6;Русский Ипотечный Банк;1968;Москва и обл.;11 814 592,00;12 421 410,00;-606 818,00;-4,89
246;-1;Данске Банк;3307;Санкт-Петербург и обл.;11 759 110,00;12 156 352,00;-397 242,00;-3,27
247;8;Миллениум Банк;3423;Москва и обл.;11 508 819,00;11 219 605,00;289 214,00;2,58
248;5;Экопромбанк;2011;Пермская обл.;11 500 420,00;11 337 100,00;163 320,00;1,44
249;1;Солидарность (Москва);1555;Москва и обл.;11 379 451,00;11 696 423,00;-316 972,00;-2,71
250;8;Унифин;2654;Москва и обл.;11 266 485,00;11 120 438,00;146 047,00;1,31
251;-10;Банк24.ру;2227;Свердловская обл.;11 179 097,00;12 340 922,00;-1 161 825,00;-9,41
252;0;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;11 165 825,00;11 356 981,00;-191 156,00;-1,68
253;3;Екатеринбург;3161;Свердловская обл.;11 045 059,00;11 189 495,00;-144 436,00;-1,29
254;-5;Эс-Би-Ай Банк;3185;Москва и обл.;11 036 827,00;11 923 744,00;-886 917,00;-7,44
255;5;Росэксимбанк;2790;Москва и обл.;11 031 411,00;10 922 586,00;108 825,00;1,00
256;5;Темпбанк;55;Москва и обл.;10 870 672,00;10 918 920,00;-48 248,00;-0,44
257;0;Русьуниверсалбанк;3293;Москва и обл.;10 851 700,00;11 125 179,00;-273 479,00;-2,46
258;7;Компания Розничного Кредитования;3385;Москва и обл.;10 714 995,00;10 661 867,00;53 128,00;0,50
