Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Май, 2013, тыс. рублей;Апрель, 2013, тыс. рублей;Изменение, тыс. рублей;Изменение, %
115;-2;СДМ-Банк;1637;Москва и обл.;34 379 652,00;34 354 912,00;24 740,00;0,07
116;-8;Фора-Банк;1885;Москва и обл.;34 295 139,00;36 174 124,00;-1 878 985,00;-5,19
117;-6;Меткомбанк (Череповец);901;Вологодская обл.;34 138 311,00;34 516 387,00;-378 076,00;-1,10
118;5;Сетелем Банк;2168;Москва и обл.;34 087 567,00;30 767 341,00;3 320 226,00;10,79
119;-1;Первый Республиканский Банк;1730;Москва и обл.;33 785 246,00;32 965 189,00;820 057,00;2,49
120;-6;Экспобанк;2998;Москва и обл.;33 578 969,00;34 121 098,00;-542 129,00;-1,59
121;1;Коммерцбанк (Евразия);3333;Москва и обл.;31 586 871,00;31 288 062,00;298 809,00;0,96
122;10;БФГ-Кредит;3068;Москва и обл.;31 429 400,00;29 213 374,00;2 216 026,00;7,59
123;-2;Кедр;1574;Москва и обл.;30 995 972,00;31 484 134,00;-488 162,00;-1,55
124;-4;Русский Международный Банк;3123;Москва и обл.;30 874 488,00;32 384 841,00;-1 510 353,00;-4,66
125;8;АМБ Банк;3036;Москва и обл.;30 579 377,00;28 920 755,00;1 658 622,00;5,74
126;4;Рост;2589;Москва и обл.;30 545 981,00;29 276 492,00;1 269 489,00;4,34
127;-2;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Москва и обл.;30 506 731,00;30 187 658,00;319 073,00;1,06
128;-4;Росэнергобанк;2211;Москва и обл.;30 333 463,00;30 647 636,00;-314 173,00;-1,03
129;-2;Интерпромбанк;3266;Москва и обл.;29 561 185,00;29 370 159,00;191 026,00;0,65
130;6;Банк АВБ;23;Самарская обл.;29 547 506,00;28 459 996,00;1 087 510,00;3,82
131;-3;Газбанк;2316;Самарская обл.;29 322 950,00;29 314 445,00;8 505,00;0,03
132;-1;Мой Банк;2939;Москва и обл.;28 859 808,00;29 223 359,00;-363 551,00;-1,24
133;6;Банк «Советский»;558;Санкт-Петербург и обл.;28 841 569,00;27 258 918,00;1 582 651,00;5,81
134;1;Агропромкредит;2880;Москва и обл.;28 839 718,00;28 707 254,00;132 464,00;0,46
135;-9;Дальневосточный Банк;843;Приморский край;28 839 335,00;30 120 477,00;-1 281 142,00;-4,25
136;-2;Пушкино;391;Москва и обл.;28 647 821,00;28 839 698,00;-191 877,00;-0,67
137;4;РосинтерБанк;226;Москва и обл.;27 628 464,00;26 600 930,00;1 027 534,00;3,86
138;6;Банк Проектного Финансирования;1677;Москва и обл.;27 538 628,00;25 571 689,00;1 966 939,00;7,69
139;-2;Севергазбанк;2816;Вологодская обл.;27 357 053,00;28 259 187,00;-902 134,00;-3,19
140;11;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;27 347 050,00;23 800 758,00;3 546 292,00;14,90
141;-3;Липецккомбанк;1242;Липецкая обл.;27 073 941,00;28 176 481,00;-1 102 540,00;-3,91
142;6;Образование;1521;Москва и обл.;27 055 025,00;24 470 966,00;2 584 059,00;10,56
143;-3;МБА-Москва;3395;Москва и обл.;26 682 327,00;27 007 525,00;-325 198,00;-1,20
144;-1;Интерпрогрессбанк;600;Москва и обл.;26 173 343,00;26 155 738,00;17 605,00;0,07
145;-16;Национальный Резервный Банк;2170;Москва и обл.;25 652 228,00;29 281 699,00;-3 629 471,00;-12,40
146;-1;Акибанк;2587;Татарстан;25 559 692,00;25 558 661,00;1 031,00;0,00
147;-1;Кредит Урал Банк;2584;Челябинская обл.;24 787 149,00;25 289 419,00;-502 270,00;-1,99
148;2;БыстроБанк;1745;Удмуртия;24 557 116,00;24 246 841,00;310 275,00;1,28
149;-7;М2М Прайвет Банк;1414;Москва и обл.;24 459 081,00;26 290 902,00;-1 831 821,00;-6,97
150;8;Европейский Трастовый Банк;2968;Москва и обл.;23 978 458,00;22 577 359,00;1 401 099,00;6,21
151;-4;Мосстройэкономбанк (М Банк);948;Москва и обл.;23 750 671,00;24 641 799,00;-891 128,00;-3,62
152;2;БМВ Банк;3482;Москва и обл.;23 714 736,00;23 355 793,00;358 943,00;1,54
153;2;Солидарность;554;Самарская обл.;23 632 744,00;23 218 021,00;414 723,00;1,79
154;-2;Русстройбанк;3205;Москва и обл.;23 561 825,00;23 788 129,00;-226 304,00;-0,95
155;4;Модульбанк;1927;Костромская обл.;23 442 800,00;22 369 406,00;1 073 394,00;4,80
156;1;Приморье;3001;Приморский край;23 218 193,00;22 625 838,00;592 355,00;2,62
157;-1;ГПБ-Ипотека;2403;Москва и обл.;22 923 561,00;23 124 803,00;-201 242,00;-0,87
158;2;ПЧРБ Банк;3291;Москва и обл.;22 743 523,00;22 229 495,00;514 028,00;2,31
159;-6;Стройкредит;18;Москва и обл.;22 643 042,00;23 497 322,00;-854 280,00;-3,64
160;5;Аверс;415;Татарстан;22 442 181,00;21 192 848,00;1 249 333,00;5,90
161;0;Москоммерцбанк;3365;Москва и обл.;22 131 026,00;22 220 549,00;-89 523,00;-0,40
162;-13;Девон-Кредит;1972;Татарстан;22 081 561,00;24 328 176,00;-2 246 615,00;-9,23
163;1;Натиксис Банк;3390;Москва и обл.;21 565 457,00;21 275 525,00;289 932,00;1,36
164;6;ББР Банк;2929;Москва и обл.;21 378 949,00;20 225 401,00;1 153 548,00;5,70
165;7;Финпромбанк (ФПБ Банк);2157;Москва и обл.;21 196 538,00;20 041 731,00;1 154 807,00;5,76
166;-3;Альта-Банк;2269;Москва и обл.;21 153 558,00;21 325 083,00;-171 525,00;-0,80
167;-1;ФИА-Банк;2542;Самарская обл.;21 110 385,00;21 043 568,00;66 817,00;0,32
168;0;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;21 103 757,00;20 317 666,00;786 091,00;3,87
169;-7;Урал ФД;249;Пермская обл.;20 980 671,00;21 391 833,00;-411 162,00;-1,92
170;6;Спурт Банк;2207;Татарстан;20 598 456,00;19 140 634,00;1 457 822,00;7,62
171;0;Тимер Банк;1581;Татарстан;20 563 953,00;20 167 832,00;396 121,00;1,96
172;-3;С банк;2581;Москва и обл.;20 506 150,00;20 305 957,00;200 193,00;0,99
173;7;Военно-Промышленный Банк;3065;Москва и обл.;20 122 206,00;18 617 325,00;1 504 881,00;8,08
174;-1;Огни Москвы;2328;Москва и обл.;20 051 136,00;19 929 707,00;121 429,00;0,61
175;21;Югра;880;Тюменская обл.;19 726 454,00;16 642 223,00;3 084 231,00;18,53
176;-2;Пойдем!;2534;Москва и обл.;19 556 353,00;19 465 810,00;90 543,00;0,47
177;2;Легион;3117;Москва и обл.;19 394 144,00;18 772 677,00;621 467,00;3,31
178;-3;НОМОС-Региобанк;539;Хабаровский край;19 260 880,00;19 237 469,00;23 411,00;0,12
179;-1;Интехбанк;2705;Татарстан;18 958 920,00;18 962 182,00;-3 262,00;-0,02
180;-3;Рост Банк;2888;Москва и обл.;18 812 656,00;18 971 547,00;-158 891,00;-0,84
181;-14;Фольксваген Банк Рус;3500;Москва и обл.;18 647 732,00;20 792 062,00;-2 144 330,00;-10,31
182;10;Алмазэргиэнбанк;2602;Саха (Якутия);18 317 436,00;16 981 906,00;1 335 530,00;7,86
183;4;Мерседес-Бенц Банк Рус;3473;Москва и обл.;18 181 279,00;17 286 029,00;895 250,00;5,18
184;0;МАСТ-Банк;3267;Москва и обл.;18 010 163,00;17 924 887,00;85 276,00;0,48
185;-2;Уралтрансбанк;812;Свердловская обл.;17 923 526,00;17 947 644,00;-24 118,00;-0,13
186;8;Западный;2598;Москва и обл.;17 760 753,00;16 891 616,00;869 137,00;5,15
187;4;Норвик Банк;902;Кировская обл.;17 598 751,00;16 998 016,00;600 735,00;3,53
188;-2;Фининвест;671;Санкт-Петербург и обл.;17 544 469,00;17 470 948,00;73 521,00;0,42
189;44;Платежный Центр;3166;Новосибирская обл.;17 316 616,00;12 885 863,00;4 430 753,00;34,38
190;5;Тольяттихимбанк;2507;Самарская обл.;17 263 321,00;16 867 331,00;395 990,00;2,35
191;-3;Балтика;967;Санкт-Петербург и обл.;17 173 277,00;17 067 617,00;105 660,00;0,62
192;-3;Энергобанк;67;Татарстан;17 139 579,00;17 014 497,00;125 082,00;0,74
193;-8;Инвесткапиталбанк;2377;Башкортостан;17 134 262,00;17 576 923,00;-442 661,00;-2,52
194;3;АктивКапитал Банк;3006;Самарская обл.;17 059 771,00;16 596 521,00;463 250,00;2,79
195;-14;Сведбанк;3064;Москва и обл.;17 050 120,00;18 605 838,00;-1 555 718,00;-8,36
196;-6;Первомайский;518;Краснодарский край;16 910 209,00;17 000 342,00;-90 133,00;-0,53
197;2;Газэнергобанк;3252;Калужская обл.;16 657 001,00;16 409 198,00;247 803,00;1,51
198;-5;Форштадт;2208;Оренбургская обл.;16 621 678,00;16 980 070,00;-358 392,00;-2,11
199;1;Эллипс Банк;1950;Нижегородская обл.;16 589 512,00;16 332 705,00;256 807,00;1,57
200;2;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;16 472 492,00;16 096 755,00;375 737,00;2,33
201;-3;Развитие-Столица;3013;Москва и обл.;16 371 981,00;16 468 967,00;-96 986,00;-0,59
202;2;НБД-Банк;1966;Нижегородская обл.;15 728 702,00;15 768 120,00;-39 418,00;-0,25
203;3;Курскпромбанк;735;Курская обл.;15 690 347,00;15 684 381,00;5 966,00;0,04
204;3;Новокузнецкий Муниципальный Банк;2865;Кемеровская обл.;15 575 933,00;15 609 637,00;-33 704,00;-0,22
205;7;Алеф-Банк;2119;Москва и обл.;15 515 315,00;15 127 843,00;387 472,00;2,56
206;7;ВУЗ-Банк;1557;Свердловская обл.;15 487 964,00;15 126 722,00;361 242,00;2,39
207;3;Ланта-Банк;1920;Москва и обл.;15 440 118,00;15 140 070,00;300 048,00;1,98
208;7;Гута-Банк;256;Москва и обл.;15 364 474,00;14 850 031,00;514 443,00;3,46
209;-6;Морской Банк;77;Москва и обл.;15 311 630,00;15 989 441,00;-677 811,00;-4,24
210;-2;Энергомашбанк;52;Санкт-Петербург и обл.;15 258 268,00;15 347 897,00;-89 629,00;-0,58
211;-29;БКС Банк;101;Новосибирская обл.;15 038 019,00;18 559 362,00;-3 521 343,00;-18,97
212;4;СтарБанк;548;Москва и обл.;14 954 510,00;14 649 524,00;304 986,00;2,08
213;-12;Александровский;53;Санкт-Петербург и обл.;14 906 594,00;16 197 605,00;-1 291 011,00;-7,97
214;-3;Энерготрансбанк;1307;Калининградская обл.;14 749 627,00;15 132 951,00;-383 324,00;-2,53
215;19;Гаранти Банк — Москва;3275;Москва и обл.;14 424 357,00;12 737 092,00;1 687 265,00;13,25
216;3;Банк ПСА Финанс Рус;3481;Москва и обл.;14 412 165,00;14 502 128,00;-89 963,00;-0,62
217;-12;Аресбанк;2914;Москва и обл.;14 297 551,00;15 688 150,00;-1 390 599,00;-8,86
218;8;РосДорБанк;1573;Москва и обл.;14 173 061,00;13 263 180,00;909 881,00;6,86
219;1;Квантмобайл Банк;1189;Омская обл.;14 105 851,00;14 192 915,00;-87 064,00;-0,61
220;-3;АйМаниБанк;1975;Москва и обл.;14 037 667,00;14 636 461,00;-598 794,00;-4,09
221;2;ТЭМБР-Банк;2764;Москва и обл.;13 981 559,00;13 555 186,00;426 373,00;3,15
222;13;АйСиБиСи Банк;3475;Москва и обл.;13 913 200,00;12 638 030,00;1 275 170,00;10,09
223;-1;Национальная Факторинговая Компания;3437;Москва и обл.;13 758 274,00;13 556 479,00;201 795,00;1,49
224;-15;Держава;2738;Москва и обл.;13 599 069,00;15 211 532,00;-1 612 463,00;-10,60
225;-11;Расчетно-Кредитный Банк;103;Москва и обл.;13 592 071,00;14 895 003,00;-1 302 932,00;-8,75
226;-5;Хлынов;254;Кировская обл.;13 574 851,00;13 616 823,00;-41 972,00;-0,31
227;3;Центркомбанк;2983;Москва и обл.;13 483 185,00;12 961 915,00;521 270,00;4,02
228;-4;СИАБ;3245;Санкт-Петербург и обл.;13 475 351,00;13 438 605,00;36 746,00;0,27
229;9;Транснациональный Банк;2108;Москва и обл.;13 080 795,00;12 290 937,00;789 858,00;6,43
230;2;Московское Ипотечное Агентство;3344;Москва и обл.;13 017 117,00;12 921 250,00;95 867,00;0,74
231;5;Гранд Инвест Банк;3053;Москва и обл.;12 885 358,00;12 629 827,00;255 531,00;2,02
232;5;Рублев;3098;Москва и обл.;12 818 244,00;12 341 064,00;477 180,00;3,87
233;-5;Интрастбанк;3144;Москва и обл.;12 788 135,00;13 060 922,00;-272 787,00;-2,09
234;-3;Национальный Банк Развития Бизнеса;2795;Москва и обл.;12 659 455,00;12 949 031,00;-289 576,00;-2,24
235;-6;Миллениум Банк;3423;Москва и обл.;12 497 717,00;13 017 922,00;-520 205,00;-4,00
236;-18;Нацинвестпромбанк;3077;Москва и обл.;12 461 273,00;14 627 640,00;-2 166 367,00;-14,81
237;13;Транспортный;3174;Москва и обл.;12 337 334,00;10 952 017,00;1 385 317,00;12,65
238;23;БайкалБанк;2632;Бурятия;12 088 471,00;10 340 770,00;1 747 701,00;16,90
239;4;Банк Город;2644;Москва и обл.;12 053 368,00;11 595 766,00;457 602,00;3,95
240;0;Банк Расчетов и Сбережений;2617;Москва и обл.;12 046 505,00;12 049 340,00;-2 835,00;-0,02
241;26;Банк Финсервис;3388;Москва и обл.;11 909 638,00;10 076 771,00;1 832 867,00;18,19
242;-3;МАК-Банк;1088;Москва и обл.;11 883 819,00;12 200 632,00;-316 813,00;-2,60
243;-2;Солидарность (Москва);1555;Москва и обл.;11 716 659,00;11 834 911,00;-118 252,00;-1,00
244;-2;Банк24.ру;2227;Свердловская обл.;11 266 829,00;11 689 255,00;-422 426,00;-3,61
245;7;Банк Акцепт;567;Новосибирская обл.;11 149 683,00;10 727 201,00;422 482,00;3,94
246;3;Метробанк;2548;Москва и обл.;11 137 398,00;11 034 323,00;103 075,00;0,93
247;-2;Денизбанк Москва;3330;Москва и обл.;11 084 263,00;11 280 606,00;-196 343,00;-1,74
248;-1;Экономбанк;1319;Саратовская обл.;11 058 767,00;11 155 625,00;-96 858,00;-0,87
249;-5;Русский Ипотечный Банк;1968;Москва и обл.;10 863 251,00;11 328 918,00;-465 667,00;-4,11
250;13;Углеметбанк;2997;Челябинская обл.;10 743 931,00;10 207 345,00;536 586,00;5,26
251;-3;НК Банк;2755;Москва и обл.;10 699 590,00;11 037 794,00;-338 204,00;-3,06
252;1;Прио-Внешторгбанк;212;Рязанская обл.;10 661 062,00;10 667 900,00;-6 838,00;-0,06
253;3;ОФК Банк;2270;Москва и обл.;10 623 448,00;10 554 703,00;68 745,00;0,65
254;5;Росавтобанк;2767;Москва и обл.;10 518 707,00;10 359 988,00;158 719,00;1,53
255;2;Европейский;1616;Калининградская обл.;10 468 301,00;10 464 491,00;3 810,00;0,04
256;15;Росэксимбанк;2790;Москва и обл.;10 437 475,00;9 891 808,00;545 667,00;5,52
257;3;Екатеринбург;3161;Свердловская обл.;10 437 371,00;10 354 879,00;82 492,00;0,80
258;4;Социнвестбанк;1132;Башкортостан;10 383 598,00;10 266 657,00;116 941,00;1,14
259;6;Международный Банк Развития;2704;Москва и обл.;10 308 441,00;10 137 947,00;170 494,00;1,68
