Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Январь, 2014, тыс. рублей;Декабрь, 2013, тыс. рублей;Изменение, тыс. рублей;Изменение, %
799;-11;Вайлдберриз Банк;841;Адыгея;625 959,00;655 060,00;-29 101,00;-4,44
800;0;Гефест;1046;Тверская обл.;624 182,00;609 260,00;14 922,00;2,45
801;5;Внешфинбанк;3173;Краснодарский край;623 294,00;576 146,00;47 148,00;8,18
802;-11;Эко-Инвест;3116;Москва и обл.;615 033,00;641 269,00;-26 236,00;-4,09
803;0;Народный Земельно-Промышленный Банк;2873;Алтайский край;601 426,00;589 183,00;12 243,00;2,08
804;15;Центрально-Европейский Банк;2670;Москва и обл.;594 437,00;539 544,00;54 893,00;10,17
805;34;Банк Берейт;3505;Санкт-Петербург и обл.;579 596,00;445 074,00;134 522,00;30,22
806;18;АвтоКредитБанк;1973;Татарстан;574 832,00;503 538,00;71 294,00;14,16
807;9;Новокиб;1747;Кемеровская обл.;565 807,00;553 287,00;12 520,00;2,26
808;1;Старый Кремль;2657;Москва и обл.;560 519,00;567 090,00;-6 571,00;-1,16
809;2;Арксбанк;1868;Воронежская обл.;559 339,00;566 591,00;-7 252,00;-1,28
810;27;Соверен Банк;3206;Москва и обл.;557 639,00;455 880,00;101 759,00;22,32
811;11;Кутузовский;3190;Москва и обл.;554 766,00;519 834,00;34 932,00;6,72
812;-2;Лада-Кредит;2668;Москва и обл.;552 854,00;566 756,00;-13 902,00;-2,45
813;-8;Стар Альянс;3433;Москва и обл.;549 557,00;587 130,00;-37 573,00;-6,40
814;22;Энтузиастбанк;3048;Москва и обл.;543 661,00;461 007,00;82 654,00;17,93
815;0;Имбанк;2098;Дагестан;543 090,00;558 912,00;-15 822,00;-2,83
816;12;Северная Клиринговая Палата;3317;Архангельская обл.;540 422,00;481 687,00;58 735,00;12,19
817;17;АлтайБизнес-Банк;2388;Алтайский край;530 608,00;464 556,00;66 052,00;14,22
818;-1;Межрегиональный Банк Реконструкции;2620;Москва и обл.;527 832,00;550 918,00;-23 086,00;-4,19
819;23;МВС Банк;2407;Дагестан;517 206,00;429 155,00;88 051,00;20,52
820;1;ФинТех;3499;Москва и обл.;515 815,00;521 755,00;-5 940,00;-1,14
821;-14;Рента-Банк;3095;Москва и обл.;515 479,00;568 529,00;-53 050,00;-9,33
822;3;Европейский Стандарт;3200;Кабардино-Балкария;513 259,00;494 084,00;19 175,00;3,88
823;-57;Идеалбанк;3491;Москва и обл.;511 078,00;752 872,00;-241 794,00;-32,12
824;25;Информпрогресс;2166;Москва и обл.;509 231,00;401 555,00;107 676,00;26,81
825;15;ИР-Кредит;1724;Москва и обл.;505 545,00;442 129,00;63 416,00;14,34
826;31;Кредо Финанс;793;Дагестан;493 769,00;350 824,00;142 945,00;40,75
827;6;Новый Коммерческий Банк;347;Дагестан;488 609,00;466 826,00;21 783,00;4,67
828;22;Логос;3233;Москва и обл.;484 778,00;396 538,00;88 240,00;22,25
829;1;АББ;2937;Москва и обл.;482 834,00;472 605,00;10 229,00;2,16
830;2;НКБ;2942;Калмыкия;481 064,00;467 447,00;13 617,00;2,91
831;-4;Дружба;990;Тюменская обл.;478 847,00;482 139,00;-3 292,00;-0,68
832;-6;Народный Банк Тувы;1309;Тыва;475 607,00;488 509,00;-12 902,00;-2,64
833;2;Надежность;2425;Курганская обл.;447 330,00;463 574,00;-16 244,00;-3,50
834;7;Южный Региональный Банк;3015;Ростовская обл.;443 582,00;430 843,00;12 739,00;2,96
835;-23;Мигом;3323;Москва и обл.;440 547,00;564 373,00;-123 826,00;-21,94
836;18;Эно;1988;Дагестан;432 330,00;352 668,00;79 662,00;22,59
837;35;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;429 987,00;270 280,00;159 707,00;59,09
838;-30;Аскания Траст;286;Москва и обл.;428 916,00;567 256,00;-138 340,00;-24,39
839;-19;ГРиС-Банк;1928;Ставропольский край;423 731,00;523 952,00;-100 221,00;-19,13
840;-9;Далта-Банк;142;Приморский край;423 252,00;470 775,00;-47 523,00;-10,09
841;6;Алжан;2491;Дагестан;422 140,00;403 727,00;18 413,00;4,56
842;-19;ПрестижКредитБанк;2922;Дагестан;414 590,00;506 388,00;-91 798,00;-18,13
843;-5;Таганрогбанк;3136;Ростовская обл.;409 092,00;448 748,00;-39 656,00;-8,84
844;-47;Первый Депозитный Банк;1244;Москва и обл.;407 392,00;622 440,00;-215 048,00;-34,55
845;-1;Максимум;466;Ростовская обл.;407 016,00;417 218,00;-10 202,00;-2,45
846;-3;Еврокапитал-Альянс;2672;Дагестан;400 997,00;424 608,00;-23 611,00;-5,56
847;1;Далетбанк;3049;Москва и обл.;397 430,00;402 242,00;-4 812,00;-1,20
848;-2;РИТЦ Банк;2677;Москва и обл.;396 766,00;411 436,00;-14 670,00;-3,57
849;7;Дагестан;543;Дагестан;389 238,00;351 100,00;38 138,00;10,86
850;3;Платежи и Расчеты;3324;Самарская обл.;372 507,00;366 563,00;5 944,00;1,62
851;-22;Объединенный Национальный Банк;2074;Нижегородская обл.;349 317,00;477 430,00;-128 113,00;-26,83
852;0;Альтернатива;3452;Москва и обл.;345 903,00;370 352,00;-24 449,00;-6,60
853;5;Сунжа;2023;Ингушетия;335 697,00;346 662,00;-10 965,00;-3,16
854;11;Сетевая Расчетная Палата;3332;Татарстан;329 964,00;296 419,00;33 545,00;11,32
855;7;Дорис Банк;1679;Москва и обл.;323 144,00;318 825,00;4 319,00;1,35
856;11;Лэнд Кредит;1478;Москва и обл.;316 690,00;286 466,00;30 224,00;10,55
857;7;Терра;3476;Москва и обл.;310 988,00;297 295,00;13 693,00;4,61
859;-14;Финчер;3486;Москва и обл.;292 824,00;412 988,00;-120 164,00;-29,10
860;11;Континент Финанс;149;Калужская обл.;290 119,00;274 586,00;15 533,00;5,66
861;5;Банк Фридом Финанс;1143;Сахалинская обл.;288 244,00;288 980,00;-736,00;-0,25
862;-1;Онлайн Банк;2462;Москва и обл.;286 545,00;321 793,00;-35 248,00;-10,95
863;5;Регнум;3373;Москва и обл.;283 411,00;284 317,00;-906,00;-0,32
864;5;Каспий;639;Дагестан;274 741,00;277 811,00;-3 070,00;-1,11
865;-6;Конгресс-Банк;2330;Москва и обл.;262 997,00;339 290,00;-76 293,00;-22,49
866;7;ТЭСТ;3440;Москва и обл.;259 656,00;240 106,00;19 550,00;8,14
867;7;Тайдон;2085;Кемеровская обл.;238 413,00;238 704,00;-291,00;-0,12
868;7;Рунэтбанк;2829;Москва и обл.;227 806,00;221 998,00;5 808,00;2,62
869;11;Красноярский Краевой Расчетный Центр;3483;Красноярский край;226 986,00;180 721,00;46 265,00;25,60
870;6;Майма;1037;Республика Алтай;207 678,00;211 610,00;-3 932,00;-1,86
871;22;Деньги.Мэйл.Ру;3511;Москва и обл.;203 787,00;82 417,00;121 370,00;147,26
872;6;Северстройбанк;3507;Вологодская обл.;201 064,00;195 846,00;5 218,00;2,66
873;-3;Расчетный Банковский Центр;3487;Москва и обл.;198 381,00;277 650,00;-79 269,00;-28,55
874;33;Ассигнация;865;Ставропольский край;192 711,00;10 165,00;182 546,00;1,795,83
875;10;Русское Финансовое Общество;3427;Москва и обл.;168 366,00;118 189,00;50 177,00;42,45
876;3;Евроинвест;3383;Москва и обл.;164 998,00;193 676,00;-28 678,00;-14,81
877;15;Умут;2435;Дагестан;152 493,00;85 977,00;66 516,00;77,36
878;8;Монета.ру;3508;Марий Эл;145 948,00;117 968,00;27 980,00;23,72
879;3;Платежный Клиринговый Дом;3343;Москва и обл.;145 344,00;145 160,00;184,00;0,13
880;8;Финансовые Услуги;3496;Москва и обл.;136 290,00;115 297,00;20 993,00;18,21
881;3;Дальний Восток;3318;Тульская обл.;130 988,00;133 147,00;-2 159,00;-1,62
882;7;РИБ;2749;Москва и обл.;130 231,00;112 849,00;17 382,00;15,40
883;-2;КредитАльянс;3472;Вологодская обл.;126 588,00;166 859,00;-40 271,00;-24,13
884;-1;Фидбэк;3502;Москва и обл.;117 824,00;143 837,00;-26 013,00;-18,09
885;2;Зеленокумская;1239;Ставропольский край;117 717,00;117 619,00;98,00;0,08
886;8;Вест;2605;Москва и обл.;77 281,00;72 740,00;4 541,00;6,24
887;3;Интеррасчет;1618;Карачаево-Черкесия;76 687,00;96 225,00;-19 538,00;-20,30
888;13;Первый Земельный Расчетный Центр;3381;Курская обл.;71 518,00;37 478,00;34 040,00;90,83
889;8;Сибирский Расчетный Центр;3308;Новосибирская обл.;64 855,00;47 405,00;17 450,00;36,81
890;6;Единая Расчетная Палата;384;Москва и обл.;58 090,00;49 326,00;8 764,00;17,77
891;4;ЭнергоБизнес;3485;Москва и обл.;56 475,00;66 445,00;-9 970,00;-15,00
892;7;Инновационный Расчетный Центр;3447;Москва и обл.;56 227,00;40 300,00;15 927,00;39,52
893;5;Межрегиональный центр микрокредитования;3489;Воронежская обл.;42 710,00;42 624,00;86,00;0,20
894;9;Транзит;2688;Дагестан;36 160,00;31 078,00;5 082,00;16,35
895;-4;Уральская Расчетная Палата;3326;Москва и обл.;34 511,00;86 651,00;-52 140,00;-60,17
896;6;Международная Уральская Расчетная Палата;3322;Москва и обл.;27 575,00;34 301,00;-6 726,00;-19,61
897;9;Тор Кредит;3497;Москва и обл.;24 400,00;24 315,00;85,00;0,35
898;2;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;24 381,00;38 723,00;-14 342,00;-37,04
899;6;Финансово-Расчетный Центр;3319;Астраханская обл.;15 063,00;25 239,00;-10 176,00;-40,32
900;4;Национальная Расчетная Компания;3386;Москва и обл.;10 568,00;27 085,00;-16 517,00;-60,98
901;7;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;4 251,00;4 284,00;-33,00;-0,77
902;7;АРБ-Инкасс;3353;Москва и обл.;2 767,00;2 581,00;186,00;7,21
