Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Март, 2018, тыс. рублей;Февраль, 2018, тыс. рублей;Изменение, тыс. рублей;Изменение, %
531;7;Платежи и Расчеты;3324;Самарская обл.;205 438,00;222 764,00;-17 326,00;-7,78
532;8;Красноярский Краевой Расчетный Центр;3483;Красноярский край;195 230,00;182 235,00;12 995,00;7,13
533;6;Электронный платежный сервис;3509;Москва и обл.;194 891,00;194 891,00;0,00;0
534;10;Русское Финансовое Общество;3427;Москва и обл.;177 476,00;153 173,00;24 303,00;15,87
535;7;Платежный Стандарт;3530;Новосибирская обл.;169 711,00;169 711,00;0,00;0
536;5;Элексир;3533;Москва и обл.;168 458,00;171 171,00;-2 713,00;-1,58
537;6;Моби.Деньги;3523;Москва и обл.;158 692,00;158 692,00;0,00;0
538;7;Премиум;3514;Москва и обл.;120 890,00;120 890,00;0,00;0
539;9;Р-Инкас;3536;Москва и обл.;112 048,00;106 005,00;6 043,00;5,70
540;7;Вест;2605;Москва и обл.;107 481,00;106 508,00;973,00;0,91
541;8;Умут;2435;Дагестан;82 631,00;94 488,00;-11 857,00;-12,55
542;4;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;77 969,00;108 684,00;-30 715,00;-28,26
543;7;Дальний Восток;3318;Приморский край;63 796,00;65 511,00;-1 715,00;-2,62
544;8;Элплат;3535;Удмуртия;47 345,00;47 345,00;0,00;0
545;8;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;41 764,00;37 771,00;3 993,00;10,57
546;5;Инновационный Расчетный Центр;3447;Москва и обл.;41 686,00;61 859,00;-20 173,00;-32,61
547;7;Перспектива;3532;Омская обл.;31 055,00;31 055,00;0,00;0
548;7;АРБ-Инкасс;3353;Москва и обл.;22 442,00;27 482,00;-5 040,00;-18,34
549;7;Инэко;3520;Ивановская обл.;20 747,00;20 747,00;0,00;0
550;7;21 Век;3309;Санкт-Петербург и обл.;12 749,00;12 667,00;82,00;0,65
