Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Декабрь, 2012, тыс. рублей;Ноябрь, 2012, тыс. рублей;Изменение, тыс. рублей;Изменение, %
259;8;Росавтобанк;2767;Москва и обл.;9 886 931,00;9 124 806,00;762 125,00;8,35
260;-3;Адмиралтейский;3054;Москва и обл.;9 795 300,00;9 782 956,00;12 344,00;0,13
261;-9;Русский Ипотечный Банк;1968;Москва и обл.;9 759 848,00;10 090 430,00;-330 582,00;-3,28
262;-3;Роспромбанк;3204;Москва и обл.;9 726 659,00;9 617 536,00;109 123,00;1,13
263;-1;Банк Город;2644;Москва и обл.;9 649 573,00;9 463 642,00;185 931,00;1,96
264;1;Росэксимбанк;2790;Москва и обл.;9 629 756,00;9 294 828,00;334 928,00;3,60
265;-9;Промсбербанк;1043;Москва и обл.;9 592 766,00;9 808 386,00;-215 620,00;-2,20
266;5;Екатеринбург;3161;Свердловская обл.;9 528 831,00;8 936 174,00;592 657,00;6,63
267;7;Международный Банк Развития;2704;Москва и обл.;9 455 037,00;8 821 863,00;633 174,00;7,18
268;7;Нефтяной Альянс;2859;Москва и обл.;9 440 011,00;8 765 307,00;674 704,00;7,70
269;50;Темпбанк;55;Москва и обл.;9 401 027,00;6 695 927,00;2 705 100,00;40,40
270;-7;Банк Оренбург;3269;Оренбургская обл.;9 310 292,00;9 383 018,00;-72 726,00;-0,78
271;-10;Рублев;3098;Москва и обл.;9 207 946,00;9 531 426,00;-323 480,00;-3,39
272;-22;Руснарбанк;3403;Москва и обл.;9 150 859,00;10 122 198,00;-971 339,00;-9,60
273;-5;Белгородсоцбанк;760;Белгородская обл.;9 135 345,00;9 107 160,00;28 185,00;0,31
274;60;Ю Би Эс Банк;3463;Москва и обл.;9 109 443,00;6 291 195,00;2 818 248,00;44,80
275;-9;Данске Банк;3307;Санкт-Петербург и обл.;9 079 022,00;9 266 423,00;-187 401,00;-2,02
276;0;Метробанк;2548;Москва и обл.;8 991 087,00;8 746 952,00;244 135,00;2,79
277;8;Башинвестбанк;2189;Башкортостан;8 967 904,00;8 167 338,00;800 566,00;9,80
278;-1;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;8 828 330,00;8 728 266,00;100 064,00;1,15
279;1;Миллениум Банк;3423;Москва и обл.;8 827 962,00;8 430 805,00;397 157,00;4,71
280;-1;Первый Экспресс;3237;Тульская обл.;8 722 123,00;8 667 653,00;54 470,00;0,63
281;7;Кредит-Москва;5;Москва и обл.;8 687 475,00;8 078 814,00;608 661,00;7,53
282;-4;Монолит;1967;Москва и обл.;8 681 627,00;8 713 108,00;-31 481,00;-0,36
283;-10;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;8 607 359,00;8 842 151,00;-234 792,00;-2,66
284;-12;Генбанк;2490;Москва и обл.;8 593 665,00;8 871 836,00;-278 171,00;-3,14
285;-4;РАМ Банк;3480;Москва и обл.;8 554 821,00;8 412 985,00;141 836,00;1,69
286;6;ОПМ-Банк;2734;Москва и обл.;8 428 005,00;7 969 949,00;458 056,00;5,75
287;-5;Уралкапиталбанк;2519;Башкортостан;8 351 835,00;8 301 678,00;50 157,00;0,60
288;3;Банк Жилищного Финансирования;3138;Москва и обл.;8 241 066,00;8 011 427,00;229 639,00;2,87
289;-3;Банк Торгового Финансирования;1982;Москва и обл.;8 190 713,00;8 102 880,00;87 833,00;1,08
290;-1;Русский Земельный Банк;2810;Москва и обл.;8 149 956,00;8 068 060,00;81 896,00;1,02
291;-1;Волго-Камский Банк;282;Самарская обл.;8 047 887,00;8 021 785,00;26 102,00;0,33
292;4;Транспортный;3174;Москва и обл.;8 020 312,00;7 784 833,00;235 479,00;3,02
293;-137;Расчетная Палата РТС;3335;Москва и обл.;7 999 225,00;22 034 398,00;-14 035 173,00;-63,70
294;0;Евромет;2902;Москва и обл.;7 808 405,00;7 857 951,00;-49 546,00;-0,63
295;-12;АФ Банк;991;Башкортостан;7 801 611,00;8 257 329,00;-455 718,00;-5,52
296;3;Тусар;2712;Москва и обл.;7 798 693,00;7 702 263,00;96 430,00;1,25
297;0;КС Банк;1752;Мордовия;7 761 414,00;7 773 058,00;-11 644,00;-0,15
298;19;Клиентский;2324;Москва и обл.;7 714 635,00;6 766 912,00;947 723,00;14,01
299;2;СЭБ Банк;3235;Санкт-Петербург и обл.;7 628 822,00;7 618 767,00;10 055,00;0,13
300;-7;Русьуниверсалбанк;3293;Москва и обл.;7 614 473,00;7 864 474,00;-250 001,00;-3,18
301;8;Волга-Кредит;1153;Самарская обл.;7 535 043,00;7 146 582,00;388 461,00;5,44
302;-2;Северо-Восточный Альянс;2768;Москва и обл.;7 506 203,00;7 640 786,00;-134 583,00;-1,76
303;1;НИКО-Банк;702;Оренбургская обл.;7 489 469,00;7 381 776,00;107 693,00;1,46
304;-2;Снежинский;1376;Челябинская обл.;7 447 758,00;7 493 676,00;-45 918,00;-0,61
305;3;Солид Банк;1329;Камчатская обл.;7 433 527,00;7 204 140,00;229 387,00;3,18
306;25;Хованский;2145;Москва и обл.;7 382 224,00;6 314 533,00;1 067 691,00;16,91
307;-12;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 359 359,00;7 803 023,00;-443 664,00;-5,69
308;-2;Современный Коммерческий Инновационный Банк;3329;Москва и обл.;7 347 023,00;7 279 681,00;67 342,00;0,93
309;-4;Бенифит-Банк;3229;Москва и обл.;7 337 333,00;7 373 074,00;-35 741,00;-0,48
310;3;Дил-Банк;3384;Москва и обл.;7 313 975,00;6 929 588,00;384 387,00;5,55
311;-13;Автоторгбанк;2776;Москва и обл.;7 306 551,00;7 721 516,00;-414 965,00;-5,37
312;-5;ПИР Банк;2655;Москва и обл.;7 159 465,00;7 258 904,00;-99 439,00;-1,37
313;-2;Финам Банк;2799;Москва и обл.;7 012 013,00;7 014 295,00;-2 282,00;-0,03
314;30;Ишбанк;2867;Москва и обл.;6 969 690,00;6 024 451,00;945 239,00;15,69
315;8;Финансовый Стандарт;1053;Москва и обл.;6 874 597,00;6 536 923,00;337 674,00;5,17
316;0;Ренессанс;1939;Москва и обл.;6 872 273,00;6 819 123,00;53 150,00;0,78
317;9;Развитие;2729;Карачаево-Черкесия;6 835 182,00;6 476 828,00;358 354,00;5,53
318;-31;Экспресс-Кредит;210;Москва и обл.;6 807 617,00;8 094 558,00;-1 286 941,00;-15,90
319;-5;Новый Московский Банк;2932;Москва и обл.;6 805 653,00;6 896 719,00;-91 066,00;-1,32
320;15;Югра;880;Тюменская обл.;6 785 789,00;6 283 209,00;502 580,00;8,00
321;3;Альба Альянс;2593;Москва и обл.;6 775 967,00;6 511 712,00;264 255,00;4,06
322;-12;Замоскворецкий;1640;Москва и обл.;6 771 040,00;7 107 696,00;-336 656,00;-4,74
323;2;Промтрансбанк;2638;Башкортостан;6 708 136,00;6 483 531,00;224 605,00;3,46
324;-9;Вега-Банк;3270;Москва и обл.;6 580 120,00;6 851 096,00;-270 976,00;-3,96
325;-4;Ставропольпромстройбанк;1288;Ставропольский край;6 541 331,00;6 584 490,00;-43 159,00;-0,66
326;6;Дагэнергобанк;3286;Дагестан;6 530 372,00;6 305 209,00;225 163,00;3,57
327;9;Автоградбанк;1455;Татарстан;6 528 729,00;6 242 434,00;286 295,00;4,59
328;-8;Банк Инноваций и Развития;2647;Москва и обл.;6 515 829,00;6 606 134,00;-90 305,00;-1,37
329;-7;Русь;704;Оренбургская обл.;6 502 736,00;6 565 557,00;-62 821,00;-0,96
330;0;Томскпромстройбанк;1720;Томская обл.;6 481 493,00;6 316 123,00;165 370,00;2,62
331;2;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;6 467 832,00;6 300 069,00;167 763,00;2,66
332;-5;Рускобанк;138;Санкт-Петербург и обл.;6 465 668,00;6 450 112,00;15 556,00;0,24
333;7;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;6 395 709,00;6 128 235,00;267 474,00;4,36
334;9;Славия;2664;Москва и обл.;6 378 922,00;6 067 136,00;311 786,00;5,14
335;-6;Датабанк;646;Удмуртия;6 349 967,00;6 361 310,00;-11 343,00;-0,18
336;-8;ЕвроситиБанк;1869;Ставропольский край;6 327 226,00;6 398 243,00;-71 017,00;-1,11
337;2;Бинбанк Тверь;777;Тверская обл.;6 222 825,00;6 170 319,00;52 506,00;0,85
338;11;Эксперт Банк;2949;Омская обл.;6 220 911,00;5 797 896,00;423 015,00;7,30
339;-36;Международный Коммерческий Банк;2524;Москва и обл.;6 133 659,00;7 445 601,00;-1 311 942,00;-17,62
340;10;Банк Казани;708;Татарстан;6 126 559,00;5 781 097,00;345 462,00;5,98
341;-3;Агросоюз;1459;Москва и обл.;6 085 728,00;6 182 254,00;-96 526,00;-1,56
342;-1;Славянский Кредит;2960;Москва и обл.;6 063 374,00;6 124 060,00;-60 686,00;-0,99
343;4;Юг-Инвестбанк;2772;Краснодарский край;6 034 947,00;5 908 539,00;126 408,00;2,14
344;-7;Национальный Залоговый Банк;2944;Москва и обл.;5 987 920,00;6 199 024,00;-211 104,00;-3,41
345;1;Софрино;2972;Москва и обл.;5 952 352,00;5 911 623,00;40 729,00;0,69
346;2;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;5 936 280,00;5 892 737,00;43 543,00;0,74
347;-35;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 918 891,00;6 974 928,00;-1 056 037,00;-15,14
348;-30;Экономикс-Банк;2136;Москва и обл.;5 888 372,00;6 745 979,00;-857 607,00;-12,71
349;21;Банк БФТ;2273;Москва и обл.;5 876 444,00;5 127 164,00;749 280,00;14,61
350;-8;Тройка-Д Банк;3431;Москва и обл.;5 840 998,00;6 091 458,00;-250 460,00;-4,11
351;-6;ФДБ;3071;Москва и обл.;5 737 681,00;5 981 823,00;-244 142,00;-4,08
352;0;Белгородпромстройбанк;1816;Белгородская обл.;5 727 420,00;5 613 639,00;113 781,00;2,03
353;9;Трансстройбанк;2807;Москва и обл.;5 699 185,00;5 409 354,00;289 831,00;5,36
354;-3;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;5 685 927,00;5 722 590,00;-36 663,00;-0,64
355;3;Волжский Социальный Банк;2428;Самарская обл.;5 676 960,00;5 524 364,00;152 596,00;2,76
356;65;Киви Банк;2241;Москва и обл.;5 671 151,00;3 916 506,00;1 754 645,00;44,80
357;0;Московский Нефтехимический Банк;1411;Москва и обл.;5 592 208,00;5 529 902,00;62 306,00;1,13
358;9;Татсоцбанк;480;Татарстан;5 565 030,00;5 312 452,00;252 578,00;4,75
359;20;Платина;2347;Москва и обл.;5 546 312,00;4 941 690,00;604 622,00;12,24
360;-6;Региональный Банк Развития — Московский филиал;2782;Россия;5 529 226,00;5 598 807,00;-69 581,00;-1,24
361;5;Руссобанк;2313;Москва и обл.;5 526 202,00;5 332 485,00;193 717,00;3,63
362;-9;Банк на Красных Воротах;2472;Москва и обл.;5 433 871,00;5 601 634,00;-167 763,00;-2,99
363;-8;Нижневолжский Коммерческий Банк;931;Саратовская обл.;5 432 410,00;5 549 285,00;-116 875,00;-2,11
364;4;Голдман Сакс Банк;3490;Москва и обл.;5 421 994,00;5 278 075,00;143 919,00;2,73
365;8;Бинбанк Мурманск;1276;Мурманская обл.;5 396 870,00;5 102 639,00;294 231,00;5,77
366;-6;Банк Финсервис;3388;Москва и обл.;5 384 689,00;5 460 212,00;-75 523,00;-1,38
367;212;РЕСО Кредит;3450;Москва и обл.;5 342 646,00;1 913 204,00;3 429 442,00;179,25
368;-5;Чувашкредитпромбанк;1280;Чувашия;5 327 010,00;5 392 981,00;-65 971,00;-1,22
369;-10;Ассоциация;732;Нижегородская обл.;5 309 099,00;5 470 602,00;-161 503,00;-2,95
370;-14;Вокбанк;312;Нижегородская обл.;5 265 948,00;5 549 076,00;-283 128,00;-5,10
371;5;Анкор Банк;889;Татарстан;5 243 414,00;5 029 769,00;213 645,00;4,25
372;2;Северный Народный Банк;2721;Коми;5 236 730,00;5 101 442,00;135 288,00;2,65
373;14;Русский Торговый Банк;2842;Москва и обл.;5 212 184,00;4 670 151,00;542 033,00;11,61
374;-9;Банк Раунд;2506;Москва и обл.;5 167 671,00;5 333 000,00;-165 329,00;-3,10
375;13;Лесбанк;1598;Москва и обл.;5 160 373,00;4 625 910,00;534 463,00;11,55
376;9;Риабанк;3434;Москва и обл.;5 156 165,00;4 732 555,00;423 610,00;8,95
377;9;Банк Кремлевский;2905;Москва и обл.;5 151 103,00;4 682 517,00;468 586,00;10,01
378;3;Сибнефтебанк;385;Тюменская обл.;5 141 097,00;4 861 412,00;279 685,00;5,75
379;-7;Актив Банк;2529;Мордовия;5 117 299,00;5 107 003,00;10 296,00;0,20
380;0;Профит Банк;3234;Москва и обл.;5 068 050,00;4 878 102,00;189 948,00;3,89
381;-12;Джей энд Ти Банк;3061;Москва и обл.;5 065 445,00;5 129 680,00;-64 235,00;-1,25
382;-7;Банк Развития Региона;3315;Северная Осетия — Алания;5 042 345,00;5 047 991,00;-5 646,00;-0,11
383;-12;Нэклис-Банк;1671;Москва и обл.;5 023 999,00;5 119 855,00;-95 856,00;-1,87
384;7;Бланк Банк;2368;Москва и обл.;5 023 467,00;4 592 177,00;431 290,00;9,39
385;-2;Бинбанк Смоленск;1957;Смоленская обл.;4 993 895,00;4 838 783,00;155 112,00;3,21
386;-2;Зернобанк;2337;Алтайский край;4 956 632,00;4 812 092,00;144 540,00;3,00
387;-23;Банк Развития Технологий;3441;Москва и обл.;4 950 525,00;5 387 523,00;-436 998,00;-8,11
388;-11;Камский Коммерческий Банк;438;Татарстан;4 933 782,00;4 957 730,00;-23 948,00;-0,48
389;-7;Сибсоцбанк;2015;Алтайский край;4 920 216,00;4 839 349,00;80 867,00;1,67
390;6;Торгово-Строительный Банк;1250;Москва и обл.;4 893 240,00;4 460 254,00;432 986,00;9,71
391;-13;Реалист Банк;1067;Иркутская обл.;4 859 008,00;4 957 712,00;-98 704,00;-1,99
392;0;Навигатор;2469;Москва и обл.;4 824 491,00;4 591 915,00;232 576,00;5,06
393;17;Объединенный Кредитный Банк;1118;Владимирская обл.;4 755 458,00;4 200 353,00;555 105,00;13,22
394;-4;Мой Банк. Ипотека;2436;Башкортостан;4 744 530,00;4 598 229,00;146 301,00;3,18
395;3;Кузнецкий Мост;2254;Москва и обл.;4 660 554,00;4 441 991,00;218 563,00;4,92
396;11;2Т Банк;625;Москва и обл.;4 657 987,00;4 265 339,00;392 648,00;9,21
397;0;Спецсетьстройбанк;3062;Москва и обл.;4 641 127,00;4 442 848,00;198 279,00;4,46
398;4;Стромкомбанк;404;Красноярский край;4 556 976,00;4 341 446,00;215 530,00;4,96
399;5;Банк БКФ;2684;Москва и обл.;4 541 122,00;4 315 246,00;225 876,00;5,23
400;-5;ВостСибтранскомбанк;2731;Иркутская обл.;4 499 453,00;4 472 688,00;26 765,00;0,60
401;0;Юникорбанк;2586;Москва и обл.;4 439 343,00;4 344 040,00;95 303,00;2,19
402;7;Кранбанк;2271;Ивановская обл.;4 436 349,00;4 216 664,00;219 685,00;5,21
403;-4;Век;2299;Москва и обл.;4 409 421,00;4 404 191,00;5 230,00;0,12
404;1;Объединенный Капитал;2611;Санкт-Петербург и обл.;4 407 536,00;4 309 950,00;97 586,00;2,26
405;-16;Банкхаус Эрбе;1717;Москва и обл.;4 400 858,00;4 598 402,00;-197 544,00;-4,30
406;-3;Таатта;1249;Саха (Якутия);4 368 236,00;4 329 531,00;38 705,00;0,89
407;-7;Промэнергобанк;2728;Вологодская обл.;4 339 758,00;4 370 141,00;-30 383,00;-0,70
408;-2;Межтрастбанк;2493;Москва и обл.;4 333 962,00;4 308 277,00;25 685,00;0,60
409;7;Ермак;1809;Тюменская обл.;4 328 525,00;4 049 038,00;279 487,00;6,90
410;-16;Инвестиционный Союз;637;Москва и обл.;4 276 592,00;4 473 589,00;-196 997,00;-4,40
411;-3;Зенит Сочи;232;Краснодарский край;4 222 613,00;4 221 039,00;1 574,00;0,04
412;43;Анталбанк;3115;Москва и обл.;4 210 533,00;3 147 916,00;1 062 617,00;33,76
413;1;Хакасский Муниципальный Банк;1049;Хакасия;4 167 018,00;4 087 602,00;79 416,00;1,94
414;3;Проминвестбанк;2433;Москва и обл.;4 117 482,00;4 003 161,00;114 321,00;2,86
415;-4;Межрегиональный Почтовый Банк;3171;Москва и обл.;4 116 730,00;4 170 876,00;-54 146,00;-1,30
416;11;Аскольд;2480;Смоленская обл.;4 077 099,00;3 717 957,00;359 142,00;9,66
417;6;Газстройбанк;2919;Москва и обл.;4 031 555,00;3 886 675,00;144 880,00;3,73
418;-3;Новобанк;1352;Новгородская обл.;4 026 321,00;4 063 614,00;-37 293,00;-0,92
419;17;Банк ИТБ;3128;Москва и обл.;4 007 485,00;3 479 596,00;527 889,00;15,17
420;-2;Енисейский Объединенный Банк;2645;Красноярский край;4 003 358,00;3 958 606,00;44 752,00;1,13
421;-9;Межрегиональный промышленно-строительный банк;752;Мордовия;3 997 300,00;4 144 681,00;-147 381,00;-3,56
422;2;Северный Кредит;2398;Вологодская обл.;3 970 313,00;3 853 690,00;116 623,00;3,03
423;-3;Экси-Банк;2530;Санкт-Петербург и обл.;3 966 152,00;3 922 024,00;44 128,00;1,13
424;2;Приоритет;3135;Самарская обл.;3 898 681,00;3 756 370,00;142 311,00;3,79
425;34;Финансовый Капитал;3288;Санкт-Петербург и обл.;3 874 277,00;3 099 877,00;774 400,00;24,98
426;-4;Промрегионбанк;2123;Томская обл.;3 839 599,00;3 892 435,00;-52 836,00;-1,36
427;-8;ИТ Банк;2609;Омская обл.;3 827 309,00;3 932 449,00;-105 140,00;-2,67
428;13;Нейва;1293;Свердловская обл.;3 803 657,00;3 358 580,00;445 077,00;13,25
429;6;Донкомбанк;492;Ростовская обл.;3 791 068,00;3 479 787,00;311 281,00;8,95
430;8;Стройлесбанк;2995;Тюменская обл.;3 784 803,00;3 444 609,00;340 194,00;9,88
431;1;Донинвест;1617;Ростовская обл.;3 743 519,00;3 570 768,00;172 751,00;4,84
432;-39;Банк Заречье;817;Татарстан;3 742 924,00;4 545 044,00;-802 120,00;-17,65
433;-5;Стратегия;2801;Москва и обл.;3 711 763,00;3 688 953,00;22 810,00;0,62
434;-9;Нефтепромбанк;2156;Москва и обл.;3 707 177,00;3 793 416,00;-86 239,00;-2,27
435;-330;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;3 676 332,00;36 431 009,00;-32 754 677,00;-89,91
436;6;Эл Банк;1025;Самарская обл.;3 633 027,00;3 343 149,00;289 878,00;8,67
437;-24;Сиббизнесбанк;2539;Тюменская обл.;3 630 058,00;4 119 661,00;-489 603,00;-11,88
438;-4;Новопокровский;467;Краснодарский край;3 621 039,00;3 505 689,00;115 350,00;3,29
439;-8;Кузнецкий;609;Пензенская обл.;3 610 836,00;3 576 440,00;34 396,00;0,96
440;-7;Азия-Инвест Банк;3303;Москва и обл.;3 593 673,00;3 517 781,00;75 892,00;2,16
441;11;Мастер-Капитал;3011;Москва и обл.;3 548 278,00;3 180 787,00;367 491,00;11,55
442;12;Еврокоммерц;1777;Москва и обл.;3 535 889,00;3 169 017,00;366 872,00;11,58
443;2;Витабанк;356;Санкт-Петербург и обл.;3 517 171,00;3 318 947,00;198 224,00;5,97
444;-15;Тюменьагропромбанк;917;Тюменская обл.;3 517 067,00;3 627 538,00;-110 471,00;-3,05
445;2;Милбанк;3256;Москва и обл.;3 494 595,00;3 289 408,00;205 187,00;6,24
446;-2;Универсальный Кредит;2903;Москва и обл.;3 418 301,00;3 319 425,00;98 876,00;2,98
447;28;Невский Банк;1068;Санкт-Петербург и обл.;3 400 924,00;2 961 724,00;439 200,00;14,83
448;-2;Земский Банк;2900;Самарская обл.;3 397 073,00;3 291 409,00;105 664,00;3,21
449;0;Оргбанк;3312;Москва и обл.;3 365 474,00;3 271 574,00;93 900,00;2,87
450;17;Мосуралбанк;2468;Москва и обл.;3 341 676,00;3 008 636,00;333 040,00;11,07
451;0;РБА;3413;Ярославская обл.;3 321 122,00;3 202 002,00;119 120,00;3,72
452;-15;Интерактивный Банк;3378;Москва и обл.;3 313 014,00;3 458 397,00;-145 383,00;-4,20
453;-5;Синко-Банк;2838;Москва и обл.;3 301 127,00;3 272 034,00;29 093,00;0,89
454;3;Роял Кредит Банк;783;Хабаровский край;3 286 020,00;3 125 886,00;160 134,00;5,12
455;-5;Алтайкапиталбанк;2659;Алтайский край;3 268 917,00;3 243 044,00;25 873,00;0,80
456;0;Форус Банк;3457;Нижегородская обл.;3 233 660,00;3 131 061,00;102 599,00;3,28
457;29;Кроссинвестбанк;2849;Москва и обл.;3 229 313,00;2 781 228,00;448 085,00;16,11
458;-28;Евроальянс;1781;Ивановская обл.;3 226 762,00;3 593 139,00;-366 377,00;-10,20
459;12;Объединенная Расчетная Система;3342;Москва и обл.;3 186 198,00;2 990 564,00;195 634,00;6,54
460;4;Смартбанк;3408;Москва и обл.;3 167 202,00;3 028 710,00;138 492,00;4,57
461;-1;Сберинвестбанк;1743;Свердловская обл.;3 152 883,00;3 094 926,00;57 957,00;1,87
462;47;ЕвроАксис Банк;3273;Москва и обл.;3 127 867,00;2 574 957,00;552 910,00;21,47
463;2;Русский Трастовый Банк;1139;Москва и обл.;3 118 152,00;3 024 987,00;93 165,00;3,08
464;-3;Горбанк;2982;Санкт-Петербург и обл.;3 116 004,00;3 067 725,00;48 279,00;1,57
465;1;Сити Инвест Банк;3194;Санкт-Петербург и обл.;3 100 069,00;3 010 579,00;89 490,00;2,97
466;-4;Камчаткомагропромбанк;545;Камчатская обл.;3 080 968,00;3 043 845,00;37 123,00;1,22
467;12;Живаго Банк;2065;Рязанская обл.;3 073 031,00;2 927 851,00;145 180,00;4,96
468;8;Банк Экономический Союз;2798;Москва и обл.;3 071 743,00;2 940 570,00;131 173,00;4,46
469;-26;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;3 070 193,00;3 323 191,00;-252 998,00;-7,61
470;-31;Профессионал Банк;3296;Москва и обл.;3 065 767,00;3 395 988,00;-330 221,00;-9,72
471;-13;Консервативный Коммерческий Банк;1087;Астраханская обл.;3 053 413,00;3 103 175,00;-49 762,00;-1,60
472;-19;Бинбанк Сургут;1701;Тюменская обл.;3 047 367,00;3 176 565,00;-129 198,00;-4,07
473;0;Ураллига;1626;Челябинская обл.;3 015 938,00;2 966 370,00;49 568,00;1,67
474;-11;Союзный;3236;Москва и обл.;3 002 800,00;3 041 217,00;-38 417,00;-1,26
475;15;Первый Инвестиционный Банк;604;Москва и обл.;2 974 877,00;2 759 054,00;215 823,00;7,82
476;20;УМ-Банк;1441;Свердловская обл.;2 955 755,00;2 697 586,00;258 169,00;9,57
477;1;Москва-Сити;3247;Москва и обл.;2 955 667,00;2 929 776,00;25 891,00;0,88
478;-1;Гринфилдбанк;2711;Москва и обл.;2 947 982,00;2 938 862,00;9 120,00;0,31
479;1;Венец;524;Ульяновская обл.;2 934 460,00;2 912 341,00;22 119,00;0,76
480;-12;Еврокредит;2957;Москва и обл.;2 932 419,00;3 001 031,00;-68 612,00;-2,29
481;-41;Долинск;857;Сахалинская обл.;2 915 386,00;3 387 035,00;-471 649,00;-13,93
482;-13;Уралпромбанк;2964;Челябинская обл.;2 911 327,00;3 000 959,00;-89 632,00;-2,99
483;14;Региональный Кредитный Банк;1608;Калининградская обл.;2 894 422,00;2 687 455,00;206 967,00;7,70
484;-1;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 889 231,00;2 845 058,00;44 173,00;1,55
485;-11;Итуруп;2390;Сахалинская обл.;2 886 917,00;2 962 170,00;-75 253,00;-2,54
486;28;Система;2846;Москва и обл.;2 858 064,00;2 529 114,00;328 950,00;13,01
487;-3;Профессионал Банк;2471;Москва и обл.;2 857 524,00;2 844 012,00;13 512,00;0,48
488;1;НОКССбанк;3202;Волгоградская обл.;2 836 107,00;2 767 409,00;68 698,00;2,48
489;-7;Коммерческий Индо Банк;3446;Москва и обл.;2 820 557,00;2 846 920,00;-26 363,00;-0,93
490;-20;ПК-Банк;2652;Москва и обл.;2 819 612,00;2 998 128,00;-178 516,00;-5,95
491;11;Преодоление;2649;Москва и обл.;2 800 732,00;2 603 009,00;197 723,00;7,60
492;-20;Океан Банк;1697;Москва и обл.;2 787 512,00;2 987 288,00;-199 776,00;-6,69
493;17;Банк РМП;2574;Москва и обл.;2 785 943,00;2 562 442,00;223 501,00;8,72
494;-2;Аксонбанк;680;Костромская обл.;2 766 178,00;2 719 731,00;46 447,00;1,71
495;-8;Коммерческий Банк Развития;3364;Москва и обл.;2 741 135,00;2 773 248,00;-32 113,00;-1,16
496;32;Риал-Кредит;3393;Москва и обл.;2 735 335,00;2 364 957,00;370 378,00;15,66
497;9;Крыловский;456;Краснодарский край;2 735 007,00;2 582 809,00;152 198,00;5,89
498;-10;Енисей;474;Красноярский край;2 709 707,00;2 772 231,00;-62 524,00;-2,26
499;-1;Тульский Промышленник;2382;Тульская обл.;2 706 404,00;2 676 557,00;29 847,00;1,12
500;-1;Интеркапитал-Банк;2706;Мордовия;2 697 193,00;2 633 987,00;63 206,00;2,40
501;-10;Уссури;596;Хабаровский край;2 693 689,00;2 744 207,00;-50 518,00;-1,84
502;-8;Уралприватбанк;153;Свердловская обл.;2 657 476,00;2 709 491,00;-52 015,00;-1,92
503;19;Эргобанк;2856;Москва и обл.;2 644 656,00;2 440 560,00;204 096,00;8,36
504;-19;ИпоТек Банк;2794;Москва и обл.;2 642 731,00;2 781 311,00;-138 580,00;-4,98
505;-10;Московский Коммерческий Банк;3172;Москва и обл.;2 640 151,00;2 709 004,00;-68 853,00;-2,54
506;2;Совинком;2302;Москва и обл.;2 627 473,00;2 575 207,00;52 266,00;2,03
507;39;НБК-Банк;3283;Москва и обл.;2 622 057,00;2 183 123,00;438 934,00;20,11
508;3;Интеркредит;3047;Москва и обл.;2 621 907,00;2 562 049,00;59 858,00;2,34
509;3;Гагаринский;606;Москва и обл.;2 607 051,00;2 536 093,00;70 958,00;2,80
510;7;Финансово-Промышленный Капитал;3295;Москва и обл.;2 598 490,00;2 516 332,00;82 158,00;3,26
511;23;Евразийский Банк;969;Москва и обл.;2 594 912,00;2 271 463,00;323 449,00;14,24
512;-9;Костромаселькомбанк;1115;Костромская обл.;2 584 227,00;2 590 810,00;-6 583,00;-0,25
513;-13;Капитал;575;Москва и обл.;2 583 567,00;2 623 703,00;-40 136,00;-1,53
514;-21;Богородский;1277;Нижегородская обл.;2 564 483,00;2 709 907,00;-145 424,00;-5,37
515;-8;Инкаробанк;2696;Москва и обл.;2 558 776,00;2 579 934,00;-21 158,00;-0,82
516;-11;Аспект;608;Москва и обл.;2 558 080,00;2 586 418,00;-28 338,00;-1,10
517;-36;Агророс;2860;Саратовская обл.;2 548 664,00;2 910 551,00;-361 887,00;-12,43
518;2;Траст Капитал Банк;2741;Москва и обл.;2 513 093,00;2 471 610,00;41 483,00;1,68
519;-15;Национальный Банк Сбережений;1949;Ивановская обл.;2 507 708,00;2 586 479,00;-78 771,00;-3,05
520;-5;Вкабанк;1027;Астраханская обл.;2 507 310,00;2 525 105,00;-17 795,00;-0,70
521;-2;Вологжанин;1896;Вологодская обл.;2 507 147,00;2 475 687,00;31 460,00;1,27
522;-21;Росбизнесбанк;1405;Москва и обл.;2 457 122,00;2 610 742,00;-153 620,00;-5,88
523;1;Мираф-Банк;2244;Омская обл.;2 448 387,00;2 396 528,00;51 859,00;2,16
524;36;Витязь;2890;Москва и обл.;2 434 713,00;2 033 807,00;400 906,00;19,71
525;-4;Крокус-Банк;2682;Москва и обл.;2 411 253,00;2 446 107,00;-34 854,00;-1,42
