Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Декабрь, 2012, тыс. рублей;Ноябрь, 2012, тыс. рублей;Изменение, тыс. рублей;Изменение, %
799;-3;Региональный Корпоративный Банк;1134;Ивановская обл.;645 440,00;644 899,00;541,00;0,08
800;2;Одинбанк;3197;Москва и обл.;639 725,00;613 831,00;25 894,00;4,22
801;-7;Анджибанк;570;Дагестан;638 384,00;666 801,00;-28 417,00;-4,26
802;2;Рингкомбанк;1909;Ингушетия;637 452,00;600 212,00;37 240,00;6,20
803;7;Центр Межбанковских Расчетов;3400;Москва и обл.;633 232,00;591 461,00;41 771,00;7,06
804;-15;Каспий;639;Дагестан;632 844,00;688 465,00;-55 621,00;-8,08
805;11;Старый Кремль;2657;Москва и обл.;609 503,00;555 219,00;54 284,00;9,78
806;15;Дагестан;543;Дагестан;592 808,00;538 602,00;54 206,00;10,06
807;47;Линк-Банк;2699;Москва и обл.;591 083,00;425 143,00;165 940,00;39,03
808;7;Майский;1673;Кабардино-Балкария;590 090,00;562 914,00;27 176,00;4,83
809;2;Ресурс-Траст;3122;Москва и обл.;589 248,00;586 852,00;2 396,00;0,41
810;-7;Банк ВВБ;1093;Ярославская обл.;584 644,00;605 222,00;-20 578,00;-3,40
811;2;Элекснет;3314;Москва и обл.;575 829,00;575 829,00;0,00;0
812;2;Межотраслевая Банковская Корпорация;3471;Москва и обл.;569 150,00;568 654,00;496,00;0,09
813;6;Внешфинбанк;3173;Краснодарский край;552 131,00;542 075,00;10 056,00;1,86
814;11;Европейский Экспресс;3449;Москва и обл.;550 953,00;505 343,00;45 610,00;9,03
815;77;ЭнергоБизнес;3485;Москва и обл.;549 243,00;282 063,00;267 180,00;94,72
816;-26;Еврокапитал-Альянс;2672;Дагестан;545 111,00;687 085,00;-141 974,00;-20,66
817;1;Центрально-Европейский Банк;2670;Москва и обл.;543 000,00;543 910,00;-910,00;-0,17
818;14;Конгресс-Банк;2330;Москва и обл.;541 680,00;478 755,00;62 925,00;13,14
819;-2;Далетбанк;3049;Москва и обл.;538 257,00;550 718,00;-12 461,00;-2,26
820;29;АББ;2937;Москва и обл.;532 651,00;438 390,00;94 261,00;21,50
821;-21;Объединенный Национальный Банк;2074;Москва и обл.;527 346,00;623 726,00;-96 380,00;-15,45
822;-2;Имбанк;2098;Дагестан;526 383,00;539 794,00;-13 411,00;-2,48
823;-1;Тальменка-Банк;826;Алтайский край;524 059,00;535 594,00;-11 535,00;-2,15
824;2;Алданзолотобанк;854;Саха (Якутия);514 485,00;501 355,00;13 130,00;2,62
825;3;РУБанк;2813;Ростовская обл.;511 895,00;496 083,00;15 812,00;3,19
826;-20;Холдинвестбанк;2837;Москва и обл.;506 677,00;598 809,00;-92 132,00;-15,39
827;-26;Стар Альянс;3433;Москва и обл.;496 212,00;613 954,00;-117 742,00;-19,18
828;9;Северная Клиринговая Палата;3317;Архангельская обл.;495 189,00;469 039,00;26 150,00;5,58
829;-5;Надежность;2425;Курганская обл.;491 332,00;509 444,00;-18 112,00;-3,56
830;-3;Ауэрбанк;3105;Москва и обл.;486 028,00;497 012,00;-10 984,00;-2,21
831;-24;ФинТех;3499;Москва и обл.;484 746,00;596 220,00;-111 474,00;-18,70
832;3;Дружба;990;Тюменская обл.;482 728,00;471 943,00;10 785,00;2,29
833;6;Москва;1661;Москва и обл.;481 100,00;464 192,00;16 908,00;3,64
834;13;Гефест;1046;Тверская обл.;476 929,00;442 734,00;34 195,00;7,72
835;7;Ростфинанс;481;Ростовская обл.;476 144,00;459 941,00;16 203,00;3,52
836;9;МВС Банк;2407;Дагестан;474 794,00;444 763,00;30 031,00;6,75
837;-14;Евросиб Банк;594;Псковская обл.;472 002,00;520 771,00;-48 769,00;-9,36
838;14;НКБ;2942;Калмыкия;470 118,00;428 767,00;41 351,00;9,64
839;-10;Природа;3399;Москва и обл.;468 996,00;490 619,00;-21 623,00;-4,41
840;6;ИР-Кредит;1724;Москва и обл.;468 867,00;444 753,00;24 114,00;5,42
841;39;Вестинтербанк;3398;Москва и обл.;466 857,00;322 923,00;143 934,00;44,57
842;-12;Европейский Стандарт;3200;Кабардино-Балкария;466 509,00;483 025,00;-16 516,00;-3,42
843;-5;Принтбанк;546;Москва и обл.;463 762,00;468 506,00;-4 744,00;-1,01
844;-4;Кредпромбанк;1165;Ярославская обл.;463 056,00;463 797,00;-741,00;-0,16
845;15;Сунжа;2023;Ингушетия;462 491,00;398 321,00;64 170,00;16,11
846;9;АлтайБизнес-Банк;2388;Алтайский край;461 801,00;416 188,00;45 613,00;10,96
847;-6;Банк РСИ;3415;Москва и обл.;457 447,00;462 712,00;-5 265,00;-1,14
848;-17;Махачкалинский Городской Муниципальный Банк;3192;Дагестан;454 309,00;482 991,00;-28 682,00;-5,94
849;33;Сетевая Расчетная Палата;3332;Татарстан;449 065,00;316 555,00;132 510,00;41,86
850;8;Далта-Банк;142;Приморский край;446 595,00;403 779,00;42 816,00;10,60
851;-8;Бизнесбанк;2862;Дагестан;441 309,00;459 301,00;-17 992,00;-3,92
852;14;Еврокапитал-Альянс;3459;Ярославская обл.;435 641,00;381 757,00;53 884,00;14,11
853;4;Максимум;466;Ростовская обл.;434 532,00;410 266,00;24 266,00;5,91
854;5;Басманный;2158;Москва и обл.;433 084,00;398 908,00;34 176,00;8,57
855;-2;Промсвязьинвест;2761;Дагестан;430 516,00;426 500,00;4 016,00;0,94
856;-6;Русский Финансовый Альянс;2035;Москва и обл.;429 417,00;435 930,00;-6 513,00;-1,49
857;-6;РИТЦ Банк;2677;Москва и обл.;425 412,00;432 519,00;-7 107,00;-1,64
858;-24;Южный Региональный Банк;3015;Ростовская обл.;420 797,00;472 585,00;-51 788,00;-10,96
859;26;ТЭСТ;3440;Москва и обл.;411 265,00;304 022,00;107 243,00;35,27
860;12;Невастройинвест;1926;Санкт-Петербург и обл.;404 363,00;358 484,00;45 879,00;12,80
861;-25;Новый Коммерческий Банк;347;Дагестан;397 434,00;469 299,00;-71 865,00;-15,31
862;-6;Российская Финансовая Корпорация;3099;Москва и обл.;395 892,00;413 483,00;-17 591,00;-4,25
863;-15;Энтузиастбанк;3048;Москва и обл.;388 487,00;442 340,00;-53 853,00;-12,17
864;6;1Банк;2896;Северная Осетия — Алания;388 483,00;364 394,00;24 089,00;6,61
865;9;ПрестижКредитБанк;2922;Дагестан;388 287,00;352 158,00;36 129,00;10,26
866;-3;Кредо Финанс;793;Дагестан;386 316,00;386 640,00;-324,00;-0,08
867;-2;ГРиС-Банк;1928;Ставропольский край;373 140,00;383 941,00;-10 801,00;-2,81
868;-6;Народный Инвестиционный Банк;2876;Самарская обл.;371 887,00;387 699,00;-15 812,00;-4,08
869;-8;Межрегиональный Банк Реконструкции;2620;Москва и обл.;371 799,00;389 374,00;-17 575,00;-4,51
870;-2;Народный Банк Тувы;1309;Тыва;370 388,00;369 227,00;1 161,00;0,31
871;8;Соверен Банк;3206;Москва и обл.;370 138,00;323 221,00;46 917,00;14,52
872;-8;КБЦ;914;Тверская обл.;367 258,00;384 784,00;-17 526,00;-4,55
873;0;Алжан;2491;Дагестан;361 506,00;356 755,00;4 751,00;1,33
874;3;Таганрогбанк;3136;Ростовская обл.;360 530,00;329 075,00;31 455,00;9,56
875;3;Альтернатива;3452;Москва и обл.;341 492,00;326 966,00;14 526,00;4,44
876;5;Рента-Банк;3095;Москва и обл.;340 502,00;321 975,00;18 527,00;5,75
877;12;К2 Банк;2851;Дагестан;339 353,00;291 691,00;47 662,00;16,34
878;-34;АвтоКредитБанк;1973;Татарстан;338 694,00;452 340,00;-113 646,00;-25,12
879;-4;Лидер;3304;Москва и обл.;330 845,00;344 754,00;-13 909,00;-4,03
881;3;Континенталь;3184;Ставропольский край;321 100,00;311 284,00;9 816,00;3,15
882;-90;Регнум;3373;Москва и обл.;320 339,00;678 140,00;-357 801,00;-52,76
883;15;Джаст Банк;3503;Москва и обл.;316 759,00;268 297,00;48 462,00;18,06
884;-1;Эно;1988;Дагестан;316 221,00;316 422,00;-201,00;-0,06
885;5;Дорис Банк;1679;Москва и обл.;313 049,00;288 743,00;24 306,00;8,42
886;-10;Логос;3233;Москва и обл.;308 457,00;338 831,00;-30 374,00;-8,96
887;-1;Информпрогресс;2166;Москва и обл.;291 929,00;302 964,00;-11 035,00;-3,64
888;15;Тайдон;2085;Кемеровская обл.;285 893,00;245 857,00;40 036,00;16,28
889;2;Терра;3476;Москва и обл.;285 052,00;287 273,00;-2 221,00;-0,77
890;5;Онлайн Банк;2462;Москва и обл.;278 860,00;273 092,00;5 768,00;2,11
891;5;Континент Финанс;149;Калужская обл.;276 314,00;272 545,00;3 769,00;1,38
892;7;Кошелев-Банк;3300;Нижегородская обл.;268 886,00;267 849,00;1 037,00;0,39
893;22;Уральская Расчетная Палата;3326;Москва и обл.;256 053,00;149 554,00;106 499,00;71,21
894;-7;Банк Берейт;3505;Санкт-Петербург и обл.;250 282,00;301 396,00;-51 114,00;-16,96
895;-1;Русское Финансовое Общество;3427;Москва и обл.;249 676,00;276 643,00;-26 967,00;-9,75
896;5;Воронеж;654;Воронежская обл.;248 512,00;247 825,00;687,00;0,28
897;-4;Трастовый Банк;2780;Дагестан;246 400,00;280 872,00;-34 472,00;-12,27
898;2;Майма;1037;Республика Алтай;244 984,00;252 528,00;-7 544,00;-2,99
899;3;Лэнд Кредит;1478;Москва и обл.;242 274,00;245 971,00;-3 697,00;-1,50
900;5;Инстройбанк;2743;Москва и обл.;234 061,00;231 416,00;2 645,00;1,14
901;7;Банк Фридом Финанс;1143;Сахалинская обл.;230 891,00;217 654,00;13 237,00;6,08
902;-5;Мигом;3323;Москва и обл.;229 912,00;269 366,00;-39 454,00;-14,65
903;9;Финчер;3486;Москва и обл.;228 285,00;175 572,00;52 713,00;30,02
904;0;Дальний Восток;3318;Тульская обл.;224 521,00;232 162,00;-7 641,00;-3,29
905;2;Первый Депозитный Банк;1244;Тверская обл.;222 277,00;219 503,00;2 774,00;1,26
906;-37;КредитАльянс;3472;Вологодская обл.;221 024,00;365 460,00;-144 436,00;-39,52
907;2;Фреско Банк;1415;Ярославская обл.;220 014,00;216 695,00;3 319,00;1,53
908;-2;Рунэтбанк;2829;Москва и обл.;215 550,00;220 803,00;-5 253,00;-2,38
909;2;Сириус;3506;Москва и обл.;201 582,00;201 189,00;393,00;0,20
910;0;Платежи и Расчеты;3324;Самарская обл.;195 670,00;214 777,00;-19 107,00;-8,90
911;14;Межрегиональный Клиринговый Центр;3424;Москва и обл.;183 947,00;94 089,00;89 858,00;95,50
912;1;Красноярский Краевой Расчетный Центр;3483;Красноярский край;176 528,00;161 894,00;14 634,00;9,04
913;4;Фидбэк;3502;Воронежская обл.;164 075,00;131 600,00;32 475,00;24,68
914;-47;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;148 681,00;377 195,00;-228 514,00;-60,58
915;8;Инновационный Расчетный Центр;3447;Москва и обл.;146 864,00;97 507,00;49 357,00;50,62
916;-2;Умут;2435;Дагестан;145 672,00;157 178,00;-11 506,00;-7,32
917;3;Финансовые Услуги;3496;Москва и обл.;129 623,00;113 529,00;16 094,00;14,18
918;12;Евроинвест;3383;Москва и обл.;126 960,00;72 358,00;54 602,00;75,46
919;0;Расчетный Банковский Центр;3487;Москва и обл.;120 727,00;125 234,00;-4 507,00;-3,60
920;2;Интеррасчет;1618;Карачаево-Черкесия;114 710,00;108 080,00;6 630,00;6,13
921;0;Зеленокумская;1239;Ставропольский край;114 207,00;113 498,00;709,00;0,62
922;5;Единая Расчетная Палата;384;Москва и обл.;99 983,00;84 651,00;15 332,00;18,11
923;1;Платежный Клиринговый Дом;3343;Москва и обл.;95 653,00;94 806,00;847,00;0,89
924;9;Национальная Расчетная Компания;3386;Москва и обл.;90 047,00;65 192,00;24 855,00;38,13
925;1;Паритет;1860;Москва и обл.;80 875,00;85 554,00;-4 679,00;-5,47
926;2;Вест;2605;Москва и обл.;77 329,00;78 545,00;-1 216,00;-1,55
927;7;РИБ;2749;Москва и обл.;72 995,00;61 922,00;11 073,00;17,88
928;-12;Международная Уральская Расчетная Палата;3322;Москва и обл.;72 450,00;135 454,00;-63 004,00;-46,51
929;-11;Сулак;749;Дагестан;70 484,00;126 619,00;-56 135,00;-44,33
930;2;Межрегиональный центр микрокредитования;3489;Воронежская обл.;69 519,00;69 347,00;172,00;0,25
931;-2;Транзит;2688;Дагестан;43 730,00;78 074,00;-34 344,00;-43,99
932;3;Первый Земельный Расчетный Центр;3381;Курская обл.;34 209,00;29 535,00;4 674,00;15,83
933;5;Сибирский Расчетный Центр;3308;Новосибирская обл.;24 339,00;20 641,00;3 698,00;17,92
934;3;Тор Кредит;3497;Москва и обл.;23 971,00;23 893,00;78,00;0,33
935;1;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;21 016,00;28 377,00;-7 361,00;-25,94
936;3;Депозитный Кредитный Дом;3474;Москва и обл.;19 148,00;19 348,00;-200,00;-1,03
937;6;Финансово-Расчетный Центр;3319;Астраханская обл.;6 117,00;3 872,00;2 245,00;57,98
938;3;Ассигнация;865;Ставропольский край;5 545,00;5 808,00;-263,00;-4,53
939;3;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;4 120,00;4 188,00;-68,00;-1,62
940;4;АРБ-Инкасс;3353;Москва и обл.;2 945,00;2 897,00;48,00;1,66
