Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Ноябрь, 2012, тыс. рублей;Октябрь, 2012, тыс. рублей;Изменение, тыс. рублей;Изменение, %
100;3;Тойота Банк;3470;Москва и обл.;40 272 547,00;38 593 337,00;1 679 210,00;4,35
101;-1;Московский Областной Банк;1751;Москва и обл.;40 018 291,00;39 717 547,00;300 744,00;0,76
102;-3;Национальный Резервный Банк;2170;Москва и обл.;39 687 272,00;40 528 681,00;-841 409,00;-2,08
103;-2;Интеркоммерц Банк;1657;Москва и обл.;39 155 618,00;39 525 812,00;-370 194,00;-0,94
104;0;Кубань Кредит;2518;Краснодарский край;37 817 445,00;36 855 269,00;962 176,00;2,61
105;-8;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;36 431 009,00;42 253 823,00;-5 822 814,00;-13,78
106;0;Дальневосточный Банк;843;Приморский край;35 560 071,00;34 638 522,00;921 549,00;2,66
107;-2;Народный Кредит;2401;Москва и обл.;35 461 417,00;35 835 718,00;-374 301,00;-1,04
108;0;Коммерцбанк (Евразия);3333;Москва и обл.;35 269 909,00;34 105 405,00;1 164 504,00;3,41
109;1;Челиндбанк;485;Челябинская обл.;33 265 927,00;32 640 338,00;625 589,00;1,92
110;-1;Челябинвестбанк;493;Челябинская обл.;33 216 095,00;32 889 081,00;327 014,00;0,99
111;7;Примсоцбанк;2733;Приморский край;32 930 973,00;30 553 217,00;2 377 756,00;7,78
112;-1;Межтопэнергобанк;2956;Москва и обл.;32 449 317,00;32 625 993,00;-176 676,00;-0,54
113;3;Кольцо Урала;65;Свердловская обл.;32 172 590,00;30 800 229,00;1 372 361,00;4,46
114;-2;Саровбизнесбанк;2048;Нижегородская обл.;32 104 605,00;32 191 736,00;-87 131,00;-0,27
115;0;Кедр;1574;Москва и обл.;31 652 993,00;31 126 386,00;526 607,00;1,69
116;4;Фора-Банк;1885;Москва и обл.;30 845 773,00;30 370 977,00;474 796,00;1,56
117;0;Стройкредит;18;Москва и обл.;30 755 098,00;30 742 929,00;12 169,00;0,04
118;-5;Русский Международный Банк;3123;Москва и обл.;30 466 384,00;31 649 553,00;-1 183 169,00;-3,74
119;2;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Москва и обл.;29 874 177,00;29 796 304,00;77 873,00;0,26
120;-1;СДМ-Банк;1637;Москва и обл.;29 688 436,00;30 465 014,00;-776 578,00;-2,55
121;1;Севергазбанк;2816;Вологодская обл.;29 523 192,00;29 438 175,00;85 017,00;0,29
122;28;Натиксис Банк;3390;Москва и обл.;29 414 519,00;22 516 137,00;6 898 382,00;30,64
123;5;Приморье;3001;Приморский край;29 321 317,00;28 461 519,00;859 798,00;3,02
124;0;Газбанк;2316;Самарская обл.;29 114 278,00;28 973 079,00;141 199,00;0,49
125;5;НС Банк;3124;Москва и обл.;28 997 628,00;27 801 652,00;1 195 976,00;4,30
126;-12;Крайинвестбанк;3360;Краснодарский край;28 931 941,00;31 572 449,00;-2 640 508,00;-8,36
127;0;Пушкино;391;Москва и обл.;28 872 073,00;28 567 366,00;304 707,00;1,07
128;7;Интерпромбанк;3266;Москва и обл.;28 858 908,00;26 247 364,00;2 611 544,00;9,95
129;-6;Смоленский Банк;2029;Смоленская обл.;28 838 551,00;29 254 413,00;-415 862,00;-1,42
130;-5;Первый Республиканский Банк;1730;Москва и обл.;28 606 008,00;28 879 460,00;-273 452,00;-0,95
131;1;М2М Прайвет Банк;1414;Москва и обл.;28 350 375,00;27 142 756,00;1 207 619,00;4,45
132;1;Левобережный;1343;Новосибирская обл.;27 849 291,00;27 032 737,00;816 554,00;3,02
133;-4;Росэнергобанк;2211;Москва и обл.;27 831 020,00;27 803 897,00;27 123,00;0,10
134;-3;Банк АВБ;23;Самарская обл.;27 542 922,00;27 265 619,00;277 303,00;1,02
135;19;Мир Бизнес Банк;3396;Москва и обл.;27 137 391,00;22 057 326,00;5 080 065,00;23,03
136;0;МБА-Москва;3395;Москва и обл.;26 946 193,00;25 573 661,00;1 372 532,00;5,37
137;-11;Мой Банк;2939;Москва и обл.;26 622 845,00;28 577 637,00;-1 954 792,00;-6,84
138;0;АМБ Банк;3036;Москва и обл.;26 470 071,00;24 934 140,00;1 535 931,00;6,16
139;-5;БФГ-Кредит;3068;Москва и обл.;26 418 658,00;26 750 953,00;-332 295,00;-1,24
140;13;Сетелем Банк;2168;Москва и обл.;26 119 510,00;22 060 467,00;4 059 043,00;18,40
141;14;Российский Кредит;324;Москва и обл.;25 859 319,00;21 896 700,00;3 962 619,00;18,10
142;0;Экспобанк;2998;Москва и обл.;25 504 745,00;24 128 325,00;1 376 420,00;5,70
143;-2;Агропромкредит;2880;Москва и обл.;25 133 944,00;24 170 089,00;963 855,00;3,99
144;-7;Липецккомбанк;1242;Липецкая обл.;25 009 916,00;25 143 147,00;-133 231,00;-0,53
145;-5;ГПБ-Ипотека;2403;Москва и обл.;24 807 930,00;24 341 751,00;466 179,00;1,92
146;-7;Акибанк;2587;Татарстан;24 598 048,00;24 558 411,00;39 637,00;0,16
147;-2;Сведбанк;3064;Москва и обл.;24 508 597,00;23 410 755,00;1 097 842,00;4,69
148;-2;Интерпрогрессбанк;600;Москва и обл.;24 425 701,00;23 289 389,00;1 136 312,00;4,88
149;-6;Москоммерцбанк;3365;Москва и обл.;23 807 923,00;24 049 697,00;-241 774,00;-1,01
150;1;Рост;2589;Москва и обл.;23 742 190,00;22 472 647,00;1 269 543,00;5,65
151;1;Альта-Банк;2269;Москва и обл.;22 868 983,00;22 225 687,00;643 296,00;2,89
152;5;БМВ Банк;3482;Москва и обл.;22 507 312,00;21 762 134,00;745 178,00;3,42
153;-4;Аверс;415;Татарстан;22 493 127,00;22 547 488,00;-54 361,00;-0,24
154;4;Образование;1521;Москва и обл.;22 381 116,00;21 308 962,00;1 072 154,00;5,03
155;1;Солидарность;554;Самарская обл.;22 059 307,00;21 859 746,00;199 561,00;0,91
156;4;Расчетная Палата РТС;3335;Москва и обл.;22 034 398,00;20 981 095,00;1 053 303,00;5,02
157;-9;Девон-Кредит;1972;Татарстан;21 980 639,00;22 636 850,00;-656 211,00;-2,90
158;1;Банк Проектного Финансирования;1677;Москва и обл.;21 604 024,00;21 000 806,00;603 218,00;2,87
159;-15;Кредит Урал Банк;2584;Челябинская обл.;21 535 290,00;23 754 203,00;-2 218 913,00;-9,34
160;1;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;21 267 993,00;20 979 957,00;288 036,00;1,37
161;9;Мосстройэкономбанк (М Банк);948;Москва и обл.;20 973 032,00;18 561 330,00;2 411 702,00;12,99
162;0;ФИА-Банк;2542;Самарская обл.;20 915 018,00;20 746 979,00;168 039,00;0,81
163;1;Банк «Советский»;558;Санкт-Петербург и обл.;20 876 531,00;20 353 824,00;522 707,00;2,57
164;-17;ПЧРБ Банк;3291;Москва и обл.;20 755 787,00;23 184 477,00;-2 428 690,00;-10,48
165;-2;С банк;2581;Москва и обл.;20 470 414,00;20 362 515,00;107 899,00;0,53
166;-1;Тимер Банк;1581;Татарстан;20 436 853,00;20 010 502,00;426 351,00;2,13
167;0;Урал ФД;249;Пермская обл.;20 321 928,00;19 637 071,00;684 857,00;3,49
168;0;Русстройбанк;3205;Москва и обл.;20 080 119,00;19 440 674,00;639 445,00;3,29
169;-3;Спурт Банк;2207;Татарстан;19 929 669,00;19 750 999,00;178 670,00;0,90
170;2;НОМОС-Региобанк;539;Хабаровский край;19 820 741,00;18 403 693,00;1 417 048,00;7,70
171;0;БыстроБанк;1745;Удмуртия;19 793 042,00;18 518 659,00;1 274 383,00;6,88
172;-3;Европейский Трастовый Банк;2968;Москва и обл.;19 281 549,00;19 092 554,00;188 995,00;0,99
173;0;Модульбанк;1927;Костромская обл.;19 163 665,00;18 260 693,00;902 972,00;4,94
174;10;РосинтерБанк;226;Москва и обл.;19 003 276,00;15 956 096,00;3 047 180,00;19,10
175;-1;Огни Москвы;2328;Москва и обл.;18 596 339,00;17 881 622,00;714 717,00;4,00
176;0;ББР Банк;2929;Москва и обл.;18 212 541,00;17 453 490,00;759 051,00;4,35
177;-2;Пойдем!;2534;Москва и обл.;17 811 680,00;17 702 596,00;109 084,00;0,62
178;3;Морской Банк;77;Москва и обл.;17 388 484,00;16 475 399,00;913 085,00;5,54
179;-2;Уралтрансбанк;812;Свердловская обл.;17 328 986,00;17 451 709,00;-122 723,00;-0,70
180;-2;Энергобанк;67;Татарстан;17 131 984,00;17 122 858,00;9 126,00;0,05
181;-1;Инвесткапиталбанк;2377;Башкортостан;16 981 639,00;16 943 171,00;38 468,00;0,23
182;11;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;16 632 094,00;15 325 832,00;1 306 262,00;8,52
183;0;Интехбанк;2705;Татарстан;16 384 100,00;16 215 905,00;168 195,00;1,04
184;-2;Мерседес-Бенц Банк Рус;3473;Москва и обл.;16 349 955,00;16 297 603,00;52 352,00;0,32
185;3;Рост Банк;2888;Татарстан;16 286 480,00;15 614 149,00;672 331,00;4,31
186;-1;Форштадт;2208;Оренбургская обл.;16 242 048,00;15 823 357,00;418 691,00;2,65
187;-8;Легион;3117;Москва и обл.;16 187 961,00;16 974 337,00;-786 376,00;-4,63
188;-1;Развитие-Столица;3013;Москва и обл.;16 032 382,00;15 627 218,00;405 164,00;2,59
189;-3;НБД-Банк;1966;Нижегородская обл.;15 964 289,00;15 701 521,00;262 768,00;1,67
190;4;Фининвест;671;Москва и обл.;15 679 864,00;15 279 722,00;400 142,00;2,62
191;-1;Алмазэргиэнбанк;2602;Саха (Якутия);15 629 528,00;15 588 418,00;41 110,00;0,26
192;11;МАСТ-Банк;3267;Москва и обл.;15 547 023,00;14 736 449,00;810 574,00;5,50
193;5;Финпромбанк (ФПБ Банк);2157;Москва и обл.;15 452 661,00;14 915 569,00;537 092,00;3,60
194;1;Курскпромбанк;735;Курская обл.;15 402 991,00;15 188 308,00;214 683,00;1,41
195;9;Ланта-Банк;1920;Москва и обл.;15 346 160,00;14 692 956,00;653 204,00;4,45
196;-4;Гаранти Банк — Москва;3275;Москва и обл.;15 280 825,00;15 538 892,00;-258 067,00;-1,66
197;-1;Первомайский;518;Краснодарский край;15 173 724,00;15 033 186,00;140 538,00;0,93
198;4;Газэнергобанк;3252;Калужская обл.;15 164 161,00;14 766 791,00;397 370,00;2,69
199;-2;Эллипс Банк;1950;Нижегородская обл.;15 108 270,00;15 008 324,00;99 946,00;0,67
200;1;Новокузнецкий Муниципальный Банк;2865;Кемеровская обл.;15 086 360,00;14 801 773,00;284 587,00;1,92
201;15;Энерготрансбанк;1307;Калининградская обл.;15 077 626,00;13 127 236,00;1 950 390,00;14,86
202;-3;Норвик Банк;902;Кировская обл.;15 045 071,00;14 849 935,00;195 136,00;1,31
203;-14;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;14 984 446,00;15 605 602,00;-621 156,00;-3,98
204;2;Банк ПСА Финанс Рус;3481;Москва и обл.;14 964 691,00;14 425 875,00;538 816,00;3,74
205;-14;Тольяттихимбанк;2507;Самарская обл.;14 963 063,00;15 573 709,00;-610 646,00;-3,92
206;-6;Центркомбанк;2983;Москва и обл.;14 474 334,00;14 818 356,00;-344 022,00;-2,32
207;8;Квантмобайл Банк;1189;Омская обл.;14 358 352,00;13 139 879,00;1 218 473,00;9,27
208;-3;Гута-Банк;256;Москва и обл.;14 303 538,00;14 651 705,00;-348 167,00;-2,38
209;0;ВУЗ-Банк;1557;Свердловская обл.;14 289 362,00;13 961 230,00;328 132,00;2,35
210;0;Александровский;53;Санкт-Петербург и обл.;14 185 260,00;13 862 279,00;322 981,00;2,33
211;2;Балтика;967;Санкт-Петербург и обл.;14 150 574,00;13 336 736,00;813 838,00;6,10
212;8;Алеф-Банк;2119;Москва и обл.;14 121 661,00;12 703 352,00;1 418 309,00;11,16
213;-1;Западный;2598;Москва и обл.;14 084 116,00;13 607 110,00;477 006,00;3,51
214;-3;АктивКапитал Банк;3006;Самарская обл.;14 050 729,00;13 652 196,00;398 533,00;2,92
215;-8;АйМаниБанк;1975;Республика Алтай;13 628 470,00;14 085 832,00;-457 362,00;-3,25
216;9;Фольксваген Банк Рус;3500;Москва и обл.;13 554 577,00;12 057 383,00;1 497 194,00;12,42
217;-9;Нацинвестпромбанк;3077;Москва и обл.;13 547 419,00;14 005 288,00;-457 869,00;-3,27
218;-4;Энергомашбанк;52;Санкт-Петербург и обл.;13 338 273,00;13 321 637,00;16 636,00;0,12
219;4;Держава;2738;Москва и обл.;13 256 161,00;12 127 592,00;1 128 569,00;9,31
220;-1;Гранд Инвест Банк;3053;Москва и обл.;13 255 165,00;12 837 232,00;417 933,00;3,26
221;-3;ТЭМБР-Банк;2764;Москва и обл.;13 011 028,00;12 848 836,00;162 192,00;1,26
222;40;РусЮгбанк;2093;Волгоградская обл.;12 936 028,00;9 423 371,00;3 512 657,00;37,28
223;-6;Национальная Факторинговая Компания;3437;Москва и обл.;12 580 615,00;12 928 850,00;-348 235,00;-2,69
224;2;Интрастбанк;3144;Москва и обл.;12 517 895,00;11 986 034,00;531 861,00;4,44
225;5;Расчетно-Кредитный Банк;103;Москва и обл.;12 281 286,00;11 735 084,00;546 202,00;4,65
226;5;СИАБ;3245;Санкт-Петербург и обл.;12 192 134,00;11 705 997,00;486 137,00;4,15
227;17;Военно-Промышленный Банк;3065;Москва и обл.;12 175 500,00;10 595 323,00;1 580 177,00;14,91
228;0;РосДорБанк;1573;Москва и обл.;12 124 838,00;11 810 022,00;314 816,00;2,67
229;0;Хлынов;254;Кировская обл.;12 060 835,00;11 754 793,00;306 042,00;2,60
230;2;Углеметбанк;2997;Челябинская обл.;11 904 153,00;11 693 987,00;210 166,00;1,80
231;9;БКС Банк;101;Новосибирская обл.;11 849 406,00;10 846 903,00;1 002 503,00;9,24
232;2;СтарБанк;548;Москва и обл.;11 836 451,00;11 133 895,00;702 556,00;6,31
233;3;НК Банк;2755;Москва и обл.;11 741 821,00;11 035 507,00;706 314,00;6,40
234;-1;Национальный Банк Развития Бизнеса;2795;Москва и обл.;11 717 760,00;11 459 574,00;258 186,00;2,25
235;7;Аресбанк;2914;Москва и обл.;11 387 078,00;10 779 969,00;607 109,00;5,63
236;-9;Солидарность (Москва);1555;Москва и обл.;11 215 401,00;11 817 639,00;-602 238,00;-5,10
237;4;Денизбанк Москва;3330;Москва и обл.;11 185 045,00;10 820 505,00;364 540,00;3,37
238;-14;АйСиБиСи Банк;3475;Москва и обл.;11 089 408,00;12 070 086,00;-980 678,00;-8,12
239;0;Московское Ипотечное Агентство;3344;Москва и обл.;11 012 805,00;10 878 738,00;134 067,00;1,23
240;-5;Эс-Би-Ай Банк;3185;Москва и обл.;10 882 116,00;11 041 478,00;-159 362,00;-1,44
241;2;Европейский;1616;Калининградская обл.;10 836 327,00;10 777 391,00;58 936,00;0,55
242;3;Прио-Внешторгбанк;212;Рязанская обл.;10 738 913,00;10 512 919,00;225 994,00;2,15
243;-5;Банк24.ру;2227;Свердловская обл.;10 702 385,00;10 925 061,00;-222 676,00;-2,04
244;-23;Платежный Центр;3166;Новосибирская обл.;10 631 694,00;12 439 081,00;-1 807 387,00;-14,53
245;3;Экономбанк;1319;Саратовская обл.;10 508 143,00;10 175 184,00;332 959,00;3,27
246;4;БайкалБанк;2632;Бурятия;10 381 170,00;10 099 438,00;281 732,00;2,79
247;-1;Социнвестбанк;1132;Башкортостан;10 295 604,00;10 294 931,00;673,00;0,01
248;20;Банк Расчетов и Сбережений;2617;Москва и обл.;10 194 906,00;9 275 903,00;919 003,00;9,91
249;-2;ОФК Банк;2270;Москва и обл.;10 193 462,00;10 240 421,00;-46 959,00;-0,46
250;7;Руснарбанк;3403;Москва и обл.;10 122 198,00;9 691 286,00;430 912,00;4,45
251;30;Унифин;2654;Москва и обл.;10 107 679,00;8 299 549,00;1 808 130,00;21,79
252;14;Русский Ипотечный Банк;1968;Москва и обл.;10 090 430,00;9 295 783,00;794 647,00;8,55
253;-31;Экопромбанк;2011;Пермская обл.;10 075 709,00;12 200 772,00;-2 125 063,00;-17,42
254;16;Транснациональный Банк;2108;Москва и обл.;10 024 524,00;9 126 183,00;898 341,00;9,84
255;-2;Банк Акцепт;567;Новосибирская обл.;10 002 330,00;9 911 424,00;90 906,00;0,92
256;-7;Промсбербанк;1043;Москва и обл.;9 808 386,00;10 130 135,00;-321 749,00;-3,18
257;-20;Адмиралтейский;3054;Москва и обл.;9 782 956,00;10 942 769,00;-1 159 813,00;-10,60
258;11;НОМОС-Банк-Сибирь;410;Новосибирская обл.;9 735 302,00;9 150 000,00;585 302,00;6,40
259;5;Роспромбанк;3204;Москва и обл.;9 617 536,00;9 347 504,00;270 032,00;2,89
260;0;Экспресс;3084;Дагестан;9 533 299,00;9 426 549,00;106 750,00;1,13
