Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Апрель, 2010, тыс. рублей;Март, 2010, тыс. рублей;Изменение, тыс. рублей;Изменение, %
33;-3;Национальный Клиринговый Центр;3466;Москва и обл.;129 946 352,00;133 305 224,00;-3 358 872,00;-2,52
34;-1;КИТ Финанс Инвестиционный Банк;1911;Санкт-Петербург и обл.;124 471 372,00;128 241 918,00;-3 770 546,00;-2,94
35;0;Хоум Кредит Банк;316;Москва и обл.;108 508 452,00;110 721 949,00;-2 213 497,00;-2,00
36;4;ЦентроКредит;121;Москва и обл.;106 989 786,00;90 986 473,00;16 003 313,00;17,59
37;-1;Россия;328;Санкт-Петербург и обл.;105 900 449,00;110 193 647,00;-4 293 198,00;-3,90
38;1;ИНГ Банк;2495;Москва и обл.;100 285 594,00;94 464 514,00;5 821 080,00;6,16
39;-2;ОТП Банк;2766;Москва и обл.;98 532 641,00;98 981 263,00;-448 622,00;-0,45
40;-2;Московский Кредитный Банк;1978;Москва и обл.;97 956 118,00;95 368 063,00;2 588 055,00;2,71
41;1;РГС Банк;3073;Москва и обл.;92 316 558,00;89 819 107,00;2 497 451,00;2,78
42;-1;Московский Индустриальный Банк;912;Москва и обл.;89 929 112,00;90 965 844,00;-1 036 732,00;-1,14
43;0;Русфинанс Банк;1792;Самарская обл.;83 685 929,00;85 617 795,00;-1 931 866,00;-2,26
44;0;Бинбанк;323;Москва и обл.;83 082 595,00;82 977 288,00;105 307,00;0,13
45;0;Дойче Банк;3328;Москва и обл.;80 033 892,00;75 808 676,00;4 225 216,00;5,57
46;2;Глобэкс;1942;Москва и обл.;78 882 264,00;71 706 895,00;7 175 369,00;10,01
47;-1;Союз;2307;Москва и обл.;75 128 562,00;72 403 564,00;2 724 998,00;3,76
48;-1;Банк Интеза;2216;Москва и обл.;72 426 965,00;71 719 460,00;707 505,00;0,99
49;1;Национальный Резервный Банк;2170;Москва и обл.;70 346 754,00;66 599 497,00;3 747 257,00;5,63
50;-1;Юниаструм Банк;2771;Москва и обл.;69 044 658,00;67 277 062,00;1 767 596,00;2,63
51;0;Уральский Банк Реконструкции и Развития;429;Свердловская обл.;67 447 692,00;65 524 557,00;1 923 135,00;2,93
52;3;Пробизнесбанк;2412;Москва и обл.;66 009 350,00;62 841 126,00;3 168 224,00;5,04
53;3;Кредит Европа Банк;3311;Москва и обл.;64 250 167,00;62 588 053,00;1 662 114,00;2,66
54;-2;МСП Банк;3340;Москва и обл.;63 126 343,00;64 172 791,00;-1 046 448,00;-1,63
55;-2;Транскапиталбанк;2210;Москва и обл.;62 613 058,00;63 791 095,00;-1 178 037,00;-1,85
56;1;Балтийский Банк;128;Москва и обл.;62 559 507,00;62 498 121,00;61 386,00;0,10
57;2;Татфондбанк;3058;Татарстан;60 763 459,00;58 096 576,00;2 666 883,00;4,59
58;0;Восточный Банк;1460;Амурская обл.;59 319 274,00;59 039 454,00;279 820,00;0,47
59;2;Мастер-Банк;2176;Москва и обл.;59 023 253,00;55 569 461,00;3 453 792,00;6,22
60;-6;Сведбанк;3064;Москва и обл.;57 818 000,00;63 017 373,00;-5 199 373,00;-8,25
61;-1;СКБ-Банк;705;Свердловская обл.;57 706 174,00;56 510 635,00;1 195 539,00;2,12
62;;Экспо Финанс;2594;Москва и обл.;56 270 023,00;-;-;
63;0;РосЕвроБанк;3137;Москва и обл.;53 083 466,00;54 575 571,00;-1 492 105,00;-2,73
64;2;Петровский;729;Санкт-Петербург и обл.;51 563 422,00;50 274 287,00;1 289 135,00;2,56
65;0;Сургутнефтегазбанк;588;Тюменская обл.;50 731 445,00;51 674 486,00;-943 041,00;-1,82
66;-2;Запсибкомбанк;918;Тюменская обл.;50 105 364,00;52 077 450,00;-1 972 086,00;-3,79
67;1;Инвестторгбанк;2763;Москва и обл.;49 466 612,00;49 136 970,00;329 642,00;0,67
68;-6;Всероссийский Банк Развития Регионов;3287;Москва и обл.;49 445 737,00;55 315 605,00;-5 869 868,00;-10,61
69;9;СМП Банк;3368;Москва и обл.;49 259 915,00;39 768 619,00;9 491 296,00;23,87
70;-3;Собинбанк;1317;Москва и обл.;48 516 544,00;49 766 722,00;-1 250 178,00;-2,51
71;-1;АМТ Банк;2820;Москва и обл.;45 374 385,00;45 698 628,00;-324 243,00;-0,71
72;-1;Новикомбанк;2546;Москва и обл.;44 523 129,00;45 543 945,00;-1 020 816,00;-2,24
73;2;Авангард;2879;Москва и обл.;44 479 271,00;41 131 382,00;3 347 889,00;8,14
74;-1;Внешпромбанк;3261;Москва и обл.;43 269 823,00;42 489 987,00;779 836,00;1,84
75;1;Металлинвестбанк;2440;Москва и обл.;43 036 814,00;41 098 777,00;1 938 037,00;4,72
76;1;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;42 820 554,00;40 972 656,00;1 847 898,00;4,51
77;-3;Центр-инвест;2225;Ростовская обл.;42 320 342,00;41 453 259,00;867 083,00;2,09
78;-6;Ренессанс Кредит;3354;Москва и обл.;42 101 232,00;43 704 159,00;-1 602 927,00;-3,67
79;-10;Банк «Открытие»;2179;Москва и обл.;40 394 041,00;47 155 096,00;-6 761 055,00;-14,34
80;0;Роскосмосбанк;2989;Москва и обл.;39 986 692,00;37 731 047,00;2 255 645,00;5,98
81;0;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;38 071 066,00;36 143 108,00;1 927 958,00;5,33
82;4;Локо-Банк;2707;Москва и обл.;37 892 973,00;33 886 722,00;4 006 251,00;11,82
83;-1;Балтинвестбанк;3176;Санкт-Петербург и обл.;37 108 654,00;35 681 022,00;1 427 632,00;4,00
84;0;БНП Париба Банк;3407;Москва и обл.;36 809 214,00;34 235 138,00;2 574 076,00;7,52
85;-2;Совкомбанк;963;Костромская обл.;36 785 608,00;35 651 553,00;1 134 055,00;3,18
86;2;Пересвет;2110;Москва и обл.;34 243 876,00;33 461 165,00;782 711,00;2,34
87;-2;СБ Банк (Судостроительный банк);2999;Москва и обл.;33 855 904,00;33 944 349,00;-88 445,00;-0,26
88;-9;Еврофинанс Моснарбанк;2402;Москва и обл.;33 742 984,00;38 040 304,00;-4 297 320,00;-11,30
89;2;Инвестбанк;107;Калининградская обл.;33 585 509,00;33 137 546,00;447 963,00;1,35
90;-3;Первобанк;3461;Самарская обл.;33 416 386,00;33 551 468,00;-135 082,00;-0,40
91;3;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;32 556 296,00;28 536 049,00;4 020 247,00;14,09
92;-2;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;32 312 797,00;33 264 340,00;-951 543,00;-2,86
93;-4;Коммерцбанк (Евразия);3333;Москва и обл.;29 137 745,00;33 376 863,00;-4 239 118,00;-12,70
94;1;Экспобанк;2998;Москва и обл.;29 034 853,00;27 518 482,00;1 516 371,00;5,51
95;-2;Уралсиб-Юг Банк;457;Краснодарский край;28 880 788,00;28 549 594,00;331 194,00;1,16
96;0;Национальный Торговый Банк;3087;Самарская обл.;27 904 013,00;25 994 960,00;1 909 053,00;7,34
97;-5;Москоммерцбанк;3365;Москва и обл.;26 941 139,00;31 134 501,00;-4 193 362,00;-13,47
98;-1;Челиндбанк;485;Челябинская обл.;25 786 970,00;25 923 666,00;-136 696,00;-0,53
99;40;Расчетная Палата РТС;3335;Москва и обл.;25 220 560,00;15 589 808,00;9 630 752,00;61,78
100;0;Национальный Стандарт;3421;Москва и обл.;24 725 874,00;24 717 687,00;8 187,00;0,03
101;-2;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Москва и обл.;24 542 790,00;24 847 983,00;-305 193,00;-1,23
102;-4;Дальневосточный Банк;843;Приморский край;24 230 714,00;25 093 605,00;-862 891,00;-3,44
103;0;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;23 777 947,00;22 722 627,00;1 055 320,00;4,64
104;0;Банк ДОМ.РФ;2312;Москва и обл.;23 772 779,00;22 534 170,00;1 238 609,00;5,50
105;-3;Газбанк;2316;Самарская обл.;23 625 887,00;23 206 740,00;419 147,00;1,81
106;-5;Кедр;1574;Москва и обл.;23 427 832,00;23 405 958,00;21 874,00;0,09
107;0;Бинбанк Диджитал;2827;Москва и обл.;22 806 555,00;21 466 164,00;1 340 391,00;6,24
108;-3;Челябинвестбанк;493;Челябинская обл.;22 218 970,00;21 928 744,00;290 226,00;1,32
109;0;Акибанк;2587;Татарстан;22 174 566,00;20 959 988,00;1 214 578,00;5,79
110;0;Таврический Банк;2304;Санкт-Петербург и обл.;21 744 844,00;20 903 265,00;841 579,00;4,03
111;-5;Меткомбанк (Череповец);901;Вологодская обл.;20 983 447,00;21 491 789,00;-508 342,00;-2,37
112;20;Банк Кредит Свисс;2494;Москва и обл.;20 888 708,00;16 230 679,00;4 658 029,00;28,70
113;0;Кубань Кредит;2518;Краснодарский край;20 689 706,00;20 284 372,00;405 334,00;2,00
114;-2;Девон-Кредит;1972;Татарстан;20 431 559,00;20 372 324,00;59 235,00;0,29
115;-4;Далькомбанк;84;Хабаровский край;20 388 976,00;20 394 500,00;-5 524,00;-0,03
116;2;Интерпромбанк;3266;Москва и обл.;20 263 968,00;18 460 048,00;1 803 920,00;9,77
117;-2;Севергазбанк;2816;Вологодская обл.;20 204 334,00;20 000 982,00;203 352,00;1,02
118;-1;Агропромкредит;2880;Москва и обл.;20 111 952,00;18 548 461,00;1 563 491,00;8,43
119;-3;СДМ-Банк;1637;Москва и обл.;19 129 263,00;19 071 238,00;58 025,00;0,30
120;-6;Кредит Урал Банк;2584;Челябинская обл.;18 673 020,00;20 082 934,00;-1 409 914,00;-7,02
121;-13;Саровбизнесбанк;2048;Нижегородская обл.;18 632 100,00;21 090 529,00;-2 458 429,00;-11,66
122;-3;Экспресс-Волга;3085;Саратовская обл.;18 391 199,00;18 012 031,00;379 168,00;2,11
123;-2;Липецккомбанк;1242;Липецкая обл.;18 217 311,00;17 735 546,00;481 765,00;2,72
124;21;Нота-Банк;2913;Москва и обл.;17 986 087,00;14 669 882,00;3 316 205,00;22,61
125;3;Мой Банк;2939;Москва и обл.;17 872 219,00;16 592 178,00;1 280 041,00;7,71
126;-6;Русский Международный Банк;3123;Москва и обл.;17 807 330,00;17 988 755,00;-181 425,00;-1,01
127;-2;Банк АВБ;23;Самарская обл.;17 803 699,00;17 339 025,00;464 674,00;2,68
128;1;Крайинвестбанк;3360;Краснодарский край;17 706 682,00;16 458 657,00;1 248 025,00;7,58
129;-7;ГПБ-Ипотека;2403;Москва и обл.;17 532 180,00;17 660 020,00;-127 840,00;-0,72
130;8;Фора-Банк;1885;Москва и обл.;17 361 483,00;15 725 408,00;1 636 075,00;10,40
131;-8;НС Банк;3124;Москва и обл.;17 157 920,00;17 455 755,00;-297 835,00;-1,71
132;-6;Солидарность;554;Самарская обл.;17 039 580,00;17 332 001,00;-292 421,00;-1,69
133;8;Первый Республиканский Банк;1730;Москва и обл.;16 596 646,00;15 348 878,00;1 247 768,00;8,13
134;-10;М2М Прайвет Банк;1414;Москва и обл.;16 528 441,00;17 342 844,00;-814 403,00;-4,70
135;-8;Натиксис Банк;3390;Москва и обл.;16 479 633,00;17 127 025,00;-647 392,00;-3,78
136;-5;Уралтрансбанк;812;Свердловская обл.;16 440 092,00;16 341 678,00;98 414,00;0,60
137;-4;МБА-Москва;3395;Москва и обл.;16 106 350,00;16 159 317,00;-52 967,00;-0,33
138;-4;ПЧРБ Банк;3291;Москва и обл.;16 040 098,00;16 040 805,00;-707,00;-0,00
139;-4;Столичный Торговый Банк;2797;Москва и обл.;15 949 300,00;15 925 753,00;23 547,00;0,15
140;-3;Межтопэнергобанк;2956;Москва и обл.;15 680 092,00;15 767 668,00;-87 576,00;-0,56
141;1;Урал ФД;249;Пермская обл.;15 573 128,00;15 334 966,00;238 162,00;1,55
142;1;Российский Кредит;324;Москва и обл.;15 343 470,00;14 788 469,00;555 001,00;3,75
143;5;Модульбанк;1927;Костромская обл.;15 067 590,00;14 149 945,00;917 645,00;6,49
144;-4;Соцгорбанк;1827;Москва и обл.;14 917 530,00;15 541 655,00;-624 125,00;-4,02
145;-15;Сетелем Банк;2168;Москва и обл.;14 870 858,00;16 373 100,00;-1 502 242,00;-9,18
146;24;Народный Кредит;2401;Москва и обл.;14 742 257,00;11 194 653,00;3 547 604,00;31,69
147;-3;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;14 664 152,00;14 679 387,00;-15 235,00;-0,10
148;-12;БФГ-Кредит;3068;Москва и обл.;14 386 416,00;15 785 807,00;-1 399 391,00;-8,86
149;1;Примсоцбанк;2733;Приморский край;14 353 625,00;14 040 071,00;313 554,00;2,23
150;1;ФИА-Банк;2542;Самарская обл.;14 301 811,00;13 860 616,00;441 195,00;3,18
151;-4;Открытие / Инвестиционный банк;2901;Москва и обл.;14 025 190,00;14 267 900,00;-242 710,00;-1,70
152;-3;Стройкредит;18;Москва и обл.;13 696 944,00;14 081 600,00;-384 656,00;-2,73
153;-7;Центркомбанк;2983;Москва и обл.;13 281 526,00;14 369 998,00;-1 088 472,00;-7,57
154;7;Московский Областной Банк;1751;Москва и обл.;13 152 098,00;12 072 539,00;1 079 559,00;8,94
155;2;Альта-Банк;2269;Москва и обл.;13 133 367,00;12 685 270,00;448 097,00;3,53
156;12;Банк Проектного Финансирования;1677;Москва и обл.;13 087 328,00;11 538 559,00;1 548 769,00;13,42
157;-5;Международный Финансовый Клуб;2618;Москва и обл.;13 046 614,00;13 364 654,00;-318 040,00;-2,38
158;-3;Ланта-Банк;1920;Москва и обл.;12 890 519,00;12 906 122,00;-15 603,00;-0,12
159;-5;Приморье;3001;Приморский край;12 822 503,00;12 992 602,00;-170 099,00;-1,31
160;-2;НОМОС-Региобанк;539;Хабаровский край;12 725 826,00;12 607 765,00;118 061,00;0,94
161;-5;Петрофф-Банк;2466;Москва и обл.;12 643 846,00;12 760 203,00;-116 357,00;-0,91
162;2;Кольцо Урала;65;Свердловская обл.;12 596 217,00;11 814 430,00;781 787,00;6,62
163;0;Энергобанк;67;Татарстан;12 542 969,00;11 871 761,00;671 208,00;5,65
164;-5;НБД-Банк;1966;Нижегородская обл.;12 406 461,00;12 163 296,00;243 165,00;2,00
165;-12;Северная Казна;2083;Свердловская обл.;12 304 194,00;13 137 124,00;-832 930,00;-6,34
166;-6;Рост Банк;2888;Татарстан;12 037 331,00;12 099 843,00;-62 512,00;-0,52
167;9;Современный Коммерческий Инновационный Банк;3329;Калужская обл.;11 999 735,00;10 625 156,00;1 374 579,00;12,94
168;-2;Спурт Банк;2207;Татарстан;11 840 559,00;11 594 461,00;246 098,00;2,12
169;-4;Городской Ипотечный Банк;1627;Москва и обл.;11 286 401,00;11 681 010,00;-394 609,00;-3,38
170;-1;Мосстройэкономбанк (М Банк);948;Москва и обл.;11 229 058,00;11 484 357,00;-255 299,00;-2,22
171;0;Московское Ипотечное Агентство;3344;Москва и обл.;11 212 954,00;11 191 201,00;21 753,00;0,19
172;1;Новокузнецкий Муниципальный Банк;2865;Кемеровская обл.;11 208 358,00;11 019 397,00;188 961,00;1,71
173;5;Левобережный;1343;Новосибирская обл.;11 154 157,00;10 555 658,00;598 499,00;5,67
174;6;Связной Банк;1961;Москва и обл.;10 937 288,00;10 326 087,00;611 201,00;5,92
175;4;Эс-Би-Ай Банк;3185;Москва и обл.;10 821 853,00;10 463 643,00;358 210,00;3,42
176;-2;Курскпромбанк;735;Курская обл.;10 801 789,00;10 751 638,00;50 151,00;0,47
177;0;Тимер Банк;1581;Татарстан;10 789 516,00;10 578 516,00;211 000,00;1,99
178;-3;Европейский Трастовый Банк;2968;Москва и обл.;10 718 098,00;10 704 593,00;13 505,00;0,13
179;-12;Банк БФА;3038;Санкт-Петербург и обл.;10 656 315,00;11 545 533,00;-889 218,00;-7,70
180;4;Смоленский Банк;2029;Смоленская обл.;10 576 534,00;9 881 444,00;695 090,00;7,03
181;0;Форштадт;2208;Оренбургская обл.;10 464 610,00;10 213 908,00;250 702,00;2,45
182;0;Инвесткапиталбанк;2377;Башкортостан;10 204 877,00;10 172 738,00;32 139,00;0,32
183;2;БыстроБанк;1745;Удмуртия;10 008 109,00;9 876 601,00;131 508,00;1,33
184;3;Алемар;2384;Новосибирская обл.;10 005 329,00;9 795 103,00;210 226,00;2,15
185;18;Держава;2738;Москва и обл.;9 961 813,00;8 426 082,00;1 535 731,00;18,23
186;-24;Свенска Хандельсбанкен;3455;Москва и обл.;9 915 006,00;11 877 939,00;-1 962 933,00;-16,53
187;-4;Банк24.ру;2227;Свердловская обл.;9 825 856,00;9 970 807,00;-144 951,00;-1,45
188;0;Морской Банк;77;Москва и обл.;9 737 356,00;9 611 689,00;125 667,00;1,31
189;10;Гаранти Банк — Москва;3275;Москва и обл.;9 707 623,00;8 738 083,00;969 540,00;11,10
190;1;Тольяттихимбанк;2507;Самарская обл.;9 647 140,00;9 506 451,00;140 689,00;1,48
191;5;Интерпрогрессбанк;600;Москва и обл.;9 559 018,00;9 028 429,00;530 589,00;5,88
192;32;Роспромбанк;3204;Москва и обл.;9 555 044,00;7 352 412,00;2 202 632,00;29,96
193;42;Росэксимбанк;2790;Москва и обл.;9 530 181,00;6 799 482,00;2 730 699,00;40,16
194;-5;Славянский Банк;383;Москва и обл.;9 471 313,00;9 538 661,00;-67 348,00;-0,71
195;26;МАК-Банк;1088;Москва и обл.;9 301 171,00;7 615 857,00;1 685 314,00;22,13
196;-24;Тройка-Д Банк;3431;Москва и обл.;9 296 348,00;11 025 276,00;-1 728 928,00;-15,68
197;-11;ВУЗ-Банк;1557;Свердловская обл.;9 285 602,00;9 853 994,00;-568 392,00;-5,77
198;-5;Нижегородпромстройбанк;1851;Нижегородская обл.;9 253 529,00;9 314 871,00;-61 342,00;-0,66
199;3;НК Банк;2755;Москва и обл.;9 184 290,00;8 433 710,00;750 580,00;8,90
200;-3;Углеметбанк;2997;Челябинская обл.;9 154 503,00;8 976 356,00;178 147,00;1,98
201;8;Норвик Банк;902;Кировская обл.;9 131 527,00;8 287 412,00;844 115,00;10,19
202;-4;Интехбанк;2705;Татарстан;9 118 524,00;8 773 862,00;344 662,00;3,93
203;22;АМБ Банк;3036;Москва и обл.;9 112 613,00;7 314 098,00;1 798 515,00;24,59
204;-4;Росэнергобанк;2211;Москва и обл.;9 050 899,00;8 727 757,00;323 142,00;3,70
205;-10;Алмазэргиэнбанк;2602;Саха (Якутия);9 002 284,00;9 051 636,00;-49 352,00;-0,55
206;1;Энерготрансбанк;1307;Калининградская обл.;8 964 411,00;8 325 639,00;638 772,00;7,67
207;-13;Банк Жилищного Финансирования;3138;Москва и обл.;8 921 534,00;9 098 497,00;-176 963,00;-1,94
208;2;Эллипс Банк;1950;Нижегородская обл.;8 864 634,00;8 279 194,00;585 440,00;7,07
209;-5;Северо-Восточный Альянс;2768;Москва и обл.;8 779 065,00;8 386 197,00;392 868,00;4,68
210;-4;Развитие-Столица;3013;Москва и обл.;8 662 697,00;8 334 630,00;328 067,00;3,94
211;-3;Банк Оренбург;3269;Оренбургская обл.;8 560 287,00;8 323 734,00;236 553,00;2,84
212;-1;Снежинский;1376;Челябинская обл.;8 501 190,00;8 152 418,00;348 772,00;4,28
213;-21;Нацинвестпромбанк;3077;Москва и обл.;8 429 988,00;9 421 715,00;-991 727,00;-10,53
214;-24;Аресбанк;2914;Москва и обл.;8 282 590,00;9 523 836,00;-1 241 246,00;-13,03
215;3;Первомайский;518;Краснодарский край;8 052 135,00;7 822 879,00;229 256,00;2,93
216;-1;Хлынов;254;Кировская обл.;8 005 425,00;7 959 031,00;46 394,00;0,58
217;-16;Банк Премьер Кредит;1663;Коми;7 821 471,00;8 554 611,00;-733 140,00;-8,57
218;-6;Гранд Инвест Банк;3053;Москва и обл.;7 788 862,00;8 109 279,00;-320 417,00;-3,95
219;-5;Дрезднер Банк;2455;Санкт-Петербург и обл.;7 780 887,00;8 011 457,00;-230 570,00;-2,88
220;-1;Александровский;53;Санкт-Петербург и обл.;7 740 994,00;7 808 904,00;-67 910,00;-0,87
221;8;РосДорБанк;1573;Москва и обл.;7 708 895,00;6 944 502,00;764 393,00;11,01
222;-5;ТЭМБР-Банк;2764;Москва и обл.;7 662 164,00;7 827 846,00;-165 682,00;-2,12
223;-18;Интеркоммерц Банк;1657;Москва и обл.;7 576 122,00;8 342 824,00;-766 702,00;-9,19
224;10;Руснарбанк;3403;Москва и обл.;7 575 177,00;6 843 700,00;731 477,00;10,69
225;-12;Солидарность (Москва);1555;Москва и обл.;7 539 152,00;8 098 967,00;-559 815,00;-6,91
226;-4;Русьуниверсалбанк;3293;Москва и обл.;7 491 031,00;7 601 222,00;-110 191,00;-1,45
227;-4;Экономбанк;1319;Саратовская обл.;7 484 626,00;7 409 861,00;74 765,00;1,01
228;-12;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;7 431 900,00;7 927 194,00;-495 294,00;-6,25
229;10;Русстройбанк;3205;Москва и обл.;7 403 445,00;6 724 063,00;679 382,00;10,10
230;10;Монетный Дом;419;Челябинская обл.;7 155 948,00;6 723 084,00;432 864,00;6,44
231;-5;Международный Акционерный Банк;1987;Москва и обл.;7 152 222,00;7 094 720,00;57 502,00;0,81
232;-12;Огни Москвы;2328;Москва и обл.;7 112 376,00;7 627 532,00;-515 156,00;-6,75
233;3;Юникорбанк;2586;Москва и обл.;7 103 481,00;6 790 500,00;312 981,00;4,61
234;-7;Прио-Внешторгбанк;212;Рязанская обл.;7 063 244,00;7 058 336,00;4 908,00;0,07
235;23;Лада-Кредит;2668;Самарская обл.;6 995 057,00;6 112 937,00;882 120,00;14,43
236;-6;Межпромбанк Плюс;3282;Москва и обл.;6 932 409,00;6 941 694,00;-9 285,00;-0,13
237;10;Екатеринбург;3161;Свердловская обл.;6 870 211,00;6 606 755,00;263 456,00;3,99
238;7;СтарБанк;548;Тюменская обл.;6 858 085,00;6 642 529,00;215 556,00;3,25
239;10;Тинькофф Банк;2673;Москва и обл.;6 833 413,00;6 575 171,00;258 242,00;3,93
240;2;Легион;3117;Москва и обл.;6 812 399,00;6 696 711,00;115 688,00;1,73
241;-9;Национальная Факторинговая Компания;3437;Москва и обл.;6 812 050,00;6 895 033,00;-82 983,00;-1,20
242;13;Темпбанк;55;Москва и обл.;6 787 834,00;6 297 793,00;490 041,00;7,78
243;3;Экопромбанк;2011;Пермская обл.;6 775 848,00;6 618 821,00;157 027,00;2,37
244;4;Газэнергобанк;3252;Калужская обл.;6 766 229,00;6 586 854,00;179 375,00;2,72
245;-2;Промсбербанк;1043;Москва и обл.;6 741 862,00;6 680 598,00;61 264,00;0,92
246;-9;Нефтяной Альянс;2859;Москва и обл.;6 675 137,00;6 783 691,00;-108 554,00;-1,60
247;-14;НОМОС-Банк-Сибирь;410;Новосибирская обл.;6 629 392,00;6 849 939,00;-220 547,00;-3,22
248;-17;Финпромбанк (ФПБ Банк);2157;Москва и обл.;6 611 027,00;6 902 366,00;-291 339,00;-4,22
249;5;Тойота Банк;3470;Москва и обл.;6 604 750,00;6 315 619,00;289 131,00;4,58
250;-12;Социнвестбанк;1132;Башкортостан;6 600 436,00;6 771 420,00;-170 984,00;-2,53
251;-1;Тарханы;459;Пензенская обл.;6 597 648,00;6 563 462,00;34 186,00;0,52
252;85;Русич Центр Банк;2793;Москва и обл.;6 593 977,00;3 842 775,00;2 751 202,00;71,59
253;-2;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;6 523 327,00;6 552 152,00;-28 825,00;-0,44
254;29;Алеф-Банк;2119;Москва и обл.;6 490 556,00;5 493 085,00;997 471,00;18,16
255;20;Банк Инноваций и Развития;2647;Москва и обл.;6 431 127,00;5 681 557,00;749 570,00;13,19
256;-3;Гута-Банк;256;Москва и обл.;6 387 190,00;6 429 982,00;-42 792,00;-0,67
257;-5;Ставропольпромстройбанк;1288;Ставропольский край;6 344 854,00;6 438 637,00;-93 783,00;-1,46
258;4;Интрастбанк;3144;Москва и обл.;6 331 335,00;5 981 292,00;350 043,00;5,85
