Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Декабрь, 2013, тыс. рублей;Ноябрь, 2013, тыс. рублей;Изменение, тыс. рублей;Изменение, %
83;0;Балтинвестбанк;3176;Санкт-Петербург и обл.;65 643 657,00;67 559 735,00;-1 916 078,00;-2,84
84;3;Собинбанк;1317;Москва и обл.;63 928 525,00;64 613 243,00;-684 718,00;-1,06
85;-5;Сургутнефтегазбанк;588;Тюменская обл.;63 538 881,00;69 796 299,00;-6 257 418,00;-8,97
86;-4;Металлинвестбанк;2440;Москва и обл.;63 154 265,00;67 721 954,00;-4 567 689,00;-6,74
87;2;Международный Финансовый Клуб;2618;Москва и обл.;60 861 248,00;61 395 272,00;-534 024,00;-0,87
88;3;Первобанк;3461;Самарская обл.;60 100 830,00;60 421 595,00;-320 765,00;-0,53
89;-1;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;59 920 166,00;64 610 742,00;-4 690 576,00;-7,26
90;15;Югра;880;Тюменская обл.;58 677 580,00;43 537 565,00;15 140 015,00;34,77
91;7;Сетелем Банк;2168;Москва и обл.;58 331 652,00;51 221 235,00;7 110 417,00;13,88
92;0;Бинбанк Диджитал;2827;Москва и обл.;57 781 515,00;57 889 247,00;-107 732,00;-0,19
93;0;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;54 308 629,00;54 929 625,00;-620 996,00;-1,13
94;1;Национальный Стандарт;3421;Москва и обл.;53 351 701,00;53 306 064,00;45 637,00;0,09
95;2;Тойота Банк;3470;Москва и обл.;52 542 836,00;51 573 705,00;969 131,00;1,88
96;4;Кубань Кредит;2518;Краснодарский край;51 660 440,00;48 236 752,00;3 423 688,00;7,10
97;-1;Интеркоммерц Банк;1657;Москва и обл.;51 294 791,00;51 700 163,00;-405 372,00;-0,78
98;1;Таврический Банк;2304;Санкт-Петербург и обл.;49 648 441,00;50 255 309,00;-606 868,00;-1,21
99;9;Экспо Финанс;2594;Москва и обл.;48 622 754,00;41 509 323,00;7 113 431,00;17,14
100;14;Коммерцбанк (Евразия);3333;Москва и обл.;47 664 660,00;37 783 116,00;9 881 544,00;26,15
101;1;Межтопэнергобанк;2956;Москва и обл.;45 490 576,00;45 028 393,00;462 183,00;1,03
102;-1;Экспресс-Волга;3085;Саратовская обл.;45 405 190,00;45 595 281,00;-190 091,00;-0,42
103;-9;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;44 580 413,00;53 758 241,00;-9 177 828,00;-17,07
104;-1;Экспобанк;2998;Москва и обл.;44 330 974,00;43 923 545,00;407 429,00;0,93
105;1;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;43 875 662,00;43 036 425,00;839 237,00;1,95
106;-2;Народный Кредит;2401;Москва и обл.;41 753 282,00;43 608 190,00;-1 854 908,00;-4,25
107;3;Примсоцбанк;2733;Приморский край;40 555 421,00;39 948 926,00;606 495,00;1,52
108;-1;Еврофинанс Моснарбанк;2402;Москва и обл.;40 106 224,00;42 128 600,00;-2 022 376,00;-4,80
109;2;РосинтерБанк;226;Москва и обл.;39 997 277,00;39 184 574,00;812 703,00;2,07
110;3;НС Банк;3124;Москва и обл.;38 995 005,00;38 859 643,00;135 362,00;0,35
111;4;Первый Республиканский Банк;1730;Москва и обл.;38 464 071,00;37 742 336,00;721 735,00;1,91
112;6;Крайинвестбанк;3360;Краснодарский край;37 979 189,00;37 044 694,00;934 495,00;2,52
113;-1;Челябинвестбанк;493;Челябинская обл.;37 951 942,00;39 043 771,00;-1 091 829,00;-2,80
114;3;Челиндбанк;485;Челябинская обл.;37 497 941,00;37 524 724,00;-26 783,00;-0,07
115;6;Меткомбанк (Череповец);901;Вологодская обл.;37 403 093,00;36 244 779,00;1 158 314,00;3,20
116;0;Фора-Банк;1885;Москва и обл.;37 305 002,00;37 625 981,00;-320 979,00;-0,85
117;11;Аверс;415;Татарстан;36 664 861,00;34 170 623,00;2 494 238,00;7,30
118;11;Русский Международный Банк;3123;Москва и обл.;36 659 033,00;34 106 709,00;2 552 324,00;7,48
119;0;СДМ-Банк;1637;Москва и обл.;36 433 522,00;36 935 502,00;-501 980,00;-1,36
120;4;Банк Кредит Свисс;2494;Москва и обл.;36 374 406,00;35 172 612,00;1 201 794,00;3,42
121;1;Левобережный;1343;Новосибирская обл.;35 797 058,00;36 179 311,00;-382 253,00;-1,06
122;1;Кольцо Урала;65;Свердловская обл.;35 323 538,00;35 813 406,00;-489 868,00;-1,37
123;-3;БФГ-Кредит;3068;Москва и обл.;35 207 758,00;36 867 980,00;-1 660 222,00;-4,50
124;2;Саровбизнесбанк;2048;Нижегородская обл.;35 177 850,00;34 906 668,00;271 182,00;0,78
125;0;Банк «Советский»;558;Санкт-Петербург и обл.;34 780 199,00;34 974 886,00;-194 687,00;-0,56
126;-17;Смоленский Банк;2029;Смоленская обл.;34 677 813,00;41 107 550,00;-6 429 737,00;-15,64
127;0;Интерпромбанк;3266;Москва и обл.;34 248 976,00;34 759 950,00;-510 974,00;-1,47
128;4;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;33 049 132,00;32 490 572,00;558 560,00;1,72
129;2;Интерпрогрессбанк;600;Москва и обл.;32 230 302,00;32 985 249,00;-754 947,00;-2,29
130;7;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Москва и обл.;32 067 892,00;31 169 640,00;898 252,00;2,88
131;3;Образование;1521;Москва и обл.;31 792 856,00;32 101 926,00;-309 070,00;-0,96
132;3;Газбанк;2316;Самарская обл.;31 747 540,00;31 677 996,00;69 544,00;0,22
133;5;БыстроБанк;1745;Удмуртия;31 647 511,00;31 088 281,00;559 230,00;1,80
134;-1;Росэнергобанк;2211;Москва и обл.;31 406 533,00;32 261 398,00;-854 865,00;-2,65
135;12;МБА-Москва;3395;Москва и обл.;31 278 606,00;27 584 682,00;3 693 924,00;13,39
136;8;Финпромбанк (ФПБ Банк);2157;Москва и обл.;31 191 647,00;28 773 939,00;2 417 708,00;8,40
137;-7;АМБ Банк;3036;Москва и обл.;31 063 753,00;33 286 061,00;-2 222 308,00;-6,68
138;1;Кедр;1574;Красноярский край;30 798 956,00;30 925 040,00;-126 084,00;-0,41
139;-3;Банк АВБ;23;Самарская обл.;30 507 993,00;31 361 089,00;-853 096,00;-2,72
140;12;Фольксваген Банк Рус;3500;Москва и обл.;30 265 745,00;26 387 066,00;3 878 679,00;14,70
141;0;Агропромкредит;2880;Москва и обл.;30 248 298,00;30 059 604,00;188 694,00;0,63
142;-2;Дальневосточный Банк;843;Приморский край;30 140 721,00;30 730 848,00;-590 127,00;-1,92
143;0;Севергазбанк;2816;Вологодская обл.;28 818 306,00;29 223 986,00;-405 680,00;-1,39
144;6;ББР Банк;2929;Москва и обл.;28 714 379,00;27 007 957,00;1 706 422,00;6,32
145;1;Западный;2598;Москва и обл.;28 658 238,00;27 908 228,00;750 010,00;2,69
146;8;Девон-Кредит;1972;Татарстан;28 065 451,00;26 103 637,00;1 961 814,00;7,52
147;2;Липецккомбанк;1242;Липецкая обл.;27 516 241,00;27 325 276,00;190 965,00;0,70
148;9;Модульбанк;1927;Костромская обл.;26 659 867,00;25 650 164,00;1 009 703,00;3,94
149;-4;Мосстройэкономбанк (М Банк);948;Москва и обл.;26 614 801,00;28 467 183,00;-1 852 382,00;-6,51
150;-2;Национальный Резервный Банк;2170;Москва и обл.;26 589 118,00;27 572 983,00;-983 865,00;-3,57
151;2;Акибанк;2587;Татарстан;26 489 887,00;26 150 217,00;339 670,00;1,30
152;4;Русстройбанк;3205;Москва и обл.;26 103 590,00;25 820 578,00;283 012,00;1,10
153;11;Почта Банк;650;Москва и обл.;25 950 019,00;23 632 383,00;2 317 636,00;9,81
154;-3;М2М Прайвет Банк;1414;Москва и обл.;25 088 051,00;26 577 101,00;-1 489 050,00;-5,60
155;8;ПЧРБ Банк;3291;Москва и обл.;25 047 136,00;24 485 915,00;561 221,00;2,29
156;6;Военно-Промышленный Банк;3065;Москва и обл.;25 006 411,00;24 725 730,00;280 681,00;1,14
157;10;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;24 302 419,00;23 532 917,00;769 502,00;3,27
158;7;Урал ФД;249;Пермская обл.;24 206 661,00;23 613 492,00;593 169,00;2,51
159;20;С банк;2581;Москва и обл.;24 057 620,00;21 291 969,00;2 765 651,00;12,99
160;-1;Приморье;3001;Приморский край;23 836 631,00;25 283 200,00;-1 446 569,00;-5,72
161;-6;Кредит Урал Банк;2584;Челябинская обл.;23 819 980,00;25 859 871,00;-2 039 891,00;-7,89
162;9;Альта-Банк;2269;Москва и обл.;23 709 959,00;22 878 702,00;831 257,00;3,63
163;6;БМВ Банк;3482;Москва и обл.;23 595 726,00;23 191 994,00;403 732,00;1,74
164;-3;Натиксис Банк;3390;Москва и обл.;23 512 002,00;24 802 173,00;-1 290 171,00;-5,20
165;3;Стройкредит;18;Москва и обл.;23 451 074,00;23 259 664,00;191 410,00;0,82
166;6;Мой Банк;2939;Москва и обл.;23 427 218,00;22 447 954,00;979 264,00;4,36
167;-25;Банк Проектного Финансирования;1677;Москва и обл.;23 125 290,00;29 733 691,00;-6 608 401,00;-22,23
168;2;Балтика;967;Санкт-Петербург и обл.;23 023 435,00;23 109 107,00;-85 672,00;-0,37
169;5;Банк Финсервис;3388;Москва и обл.;22 577 302,00;21 844 404,00;732 898,00;3,36
170;3;Москоммерцбанк;3365;Москва и обл.;22 550 248,00;22 261 746,00;288 502,00;1,30
171;-5;Транспортный;3174;Москва и обл.;22 374 155,00;23 552 398,00;-1 178 243,00;-5,00
172;4;Мерседес-Бенц Банк Рус;3473;Москва и обл.;21 458 325,00;21 541 226,00;-82 901,00;-0,38
173;4;Спурт Банк;2207;Татарстан;21 414 354,00;21 312 700,00;101 654,00;0,48
174;4;Интехбанк;2705;Татарстан;21 188 830,00;21 297 433,00;-108 603,00;-0,51
175;11;Алеф-Банк;2119;Москва и обл.;21 081 348,00;20 051 052,00;1 030 296,00;5,14
176;4;Легион;3117;Москва и обл.;20 975 421,00;21 130 082,00;-154 661,00;-0,73
177;5;Огни Москвы;2328;Москва и обл.;20 880 666,00;20 413 143,00;467 523,00;2,29
178;-3;Тимер Банк;1581;Татарстан;20 738 434,00;21 599 604,00;-861 170,00;-3,99
179;5;БКС Банк;101;Новосибирская обл.;20 713 116,00;20 212 493,00;500 623,00;2,48
180;1;ФИА-Банк;2542;Самарская обл.;20 531 826,00;21 042 213,00;-510 387,00;-2,43
181;2;ГПБ-Ипотека;2403;Москва и обл.;19 979 033,00;20 265 641,00;-286 608,00;-1,41
182;-22;Европейский Трастовый Банк;2968;Москва и обл.;19 937 820,00;24 968 378,00;-5 030 558,00;-20,15
183;2;Пойдем!;2534;Москва и обл.;19 409 673,00;20 100 473,00;-690 800,00;-3,44
184;6;Уралтрансбанк;812;Свердловская обл.;19 308 229,00;19 222 739,00;85 490,00;0,44
185;2;Гута-Банк;256;Москва и обл.;19 207 030,00;20 025 783,00;-818 753,00;-4,09
186;17;АйМаниБанк;1975;Москва и обл.;19 170 401,00;17 503 570,00;1 666 831,00;9,52
187;6;Ланта-Банк;1920;Москва и обл.;19 121 179,00;18 824 000,00;297 179,00;1,58
188;3;Морской Банк;77;Москва и обл.;19 112 394,00;19 176 108,00;-63 714,00;-0,33
189;0;АктивКапитал Банк;3006;Самарская обл.;19 075 837,00;19 424 936,00;-349 099,00;-1,80
190;-2;Фининвест;671;Санкт-Петербург и обл.;18 974 389,00;19 605 354,00;-630 965,00;-3,22
191;7;Энергобанк;67;Татарстан;18 648 817,00;17 902 749,00;746 068,00;4,17
192;16;Энерготрансбанк;1307;Калининградская обл.;18 622 090,00;17 047 077,00;1 575 013,00;9,24
193;-1;Эллипс Банк;1950;Нижегородская обл.;18 565 798,00;19 133 745,00;-567 947,00;-2,97
194;0;Алмазэргиэнбанк;2602;Саха (Якутия);18 534 576,00;18 643 066,00;-108 490,00;-0,58
195;5;АйСиБиСи Банк;3475;Москва и обл.;18 103 025,00;17 710 715,00;392 310,00;2,22
196;17;Держава;2738;Москва и обл.;18 092 837,00;16 292 908,00;1 799 929,00;11,05
197;14;Платежный Центр;3166;Новосибирская обл.;17 995 165,00;16 555 919,00;1 439 246,00;8,69
198;-40;Солидарность;554;Самарская обл.;17 959 410,00;25 296 774,00;-7 337 364,00;-29,01
199;-2;Норвик Банк;902;Кировская обл.;17 818 047,00;18 109 186,00;-291 139,00;-1,61
200;-4;Транснациональный Банк;2108;Москва и обл.;17 759 620,00;18 310 876,00;-551 256,00;-3,01
201;0;Первомайский;518;Краснодарский край;17 503 471,00;17 688 954,00;-185 483,00;-1,05
202;2;НБД-Банк;1966;Нижегородская обл.;17 365 477,00;17 332 267,00;33 210,00;0,19
203;-4;Инвесткапиталбанк;2377;Башкортостан;17 294 981,00;17 825 242,00;-530 261,00;-2,97
204;6;Форштадт;2208;Оренбургская обл.;17 243 308,00;16 634 750,00;608 558,00;3,66
205;0;Курскпромбанк;735;Курская обл.;17 050 505,00;17 258 426,00;-207 921,00;-1,20
206;3;Развитие-Столица;3013;Москва и обл.;17 038 364,00;16 736 744,00;301 620,00;1,80
207;-1;СтарБанк;548;Москва и обл.;16 867 834,00;17 153 772,00;-285 938,00;-1,67
208;-1;Газэнергобанк;3252;Калужская обл.;16 735 431,00;17 144 307,00;-408 876,00;-2,38
209;5;Гаранти Банк — Москва;3275;Москва и обл.;16 531 573,00;16 108 867,00;422 706,00;2,62
210;13;Московское Ипотечное Агентство;3344;Москва и обл.;16 389 433,00;14 964 380,00;1 425 053,00;9,52
211;1;Тольяттихимбанк;2507;Самарская обл.;16 279 499,00;16 458 353,00;-178 854,00;-1,09
212;-17;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;15 989 992,00;18 500 283,00;-2 510 291,00;-13,57
213;-11;Данске Банк;3307;Санкт-Петербург и обл.;15 463 422,00;17 555 697,00;-2 092 275,00;-11,92
214;14;Рублев;3098;Москва и обл.;15 449 882,00;14 727 042,00;722 840,00;4,91
215;14;Квантмобайл Банк;1189;Омская обл.;15 321 448,00;14 681 809,00;639 639,00;4,36
216;-1;Новокузнецкий Муниципальный Банк;2865;Кемеровская обл.;15 284 484,00;16 032 896,00;-748 412,00;-4,67
217;0;МАСТ-Банк;3267;Москва и обл.;15 235 557,00;15 348 333,00;-112 776,00;-0,73
218;12;Национальный Банк Развития Бизнеса;2795;Москва и обл.;15 161 854,00;14 598 748,00;563 106,00;3,86
219;19;Александровский;53;Санкт-Петербург и обл.;15 108 925,00;13 783 305,00;1 325 620,00;9,62
220;-1;РосДорБанк;1573;Москва и обл.;14 984 766,00;15 238 069,00;-253 303,00;-1,66
221;11;Гранд Инвест Банк;3053;Москва и обл.;14 912 696,00;14 422 484,00;490 212,00;3,40
222;0;Русский Земельный Банк;2810;Москва и обл.;14 851 950,00;15 105 227,00;-253 277,00;-1,68
223;1;Национальная Факторинговая Компания;3437;Москва и обл.;14 836 306,00;14 864 225,00;-27 919,00;-0,19
224;-3;Интрастбанк;3144;Москва и обл.;14 802 350,00;15 132 614,00;-330 264,00;-2,18
225;2;Хлынов;254;Кировская обл.;14 602 887,00;14 764 475,00;-161 588,00;-1,09
226;8;Нацинвестпромбанк;3077;Москва и обл.;14 596 325,00;14 117 138,00;479 187,00;3,39
227;-2;ВУЗ-Банк;1557;Свердловская обл.;14 506 329,00;14 848 153,00;-341 824,00;-2,30
228;7;СИАБ;3245;Санкт-Петербург и обл.;14 356 208,00;14 031 277,00;324 931,00;2,32
229;2;Монолит;1967;Москва и обл.;14 348 171,00;14 559 058,00;-210 887,00;-1,45
230;9;Банк Город;2644;Москва и обл.;13 862 951,00;13 722 357,00;140 594,00;1,02
231;5;Банк Расчетов и Сбережений;2617;Москва и обл.;13 774 839,00;13 991 266,00;-216 427,00;-1,55
232;-14;Расчетно-Кредитный Банк;103;Москва и обл.;13 634 688,00;15 282 515,00;-1 647 827,00;-10,78
233;0;Банк24.ру;2227;Свердловская обл.;13 571 888,00;14 225 809,00;-653 921,00;-4,60
234;3;БайкалБанк;2632;Бурятия;13 498 424,00;13 803 933,00;-305 509,00;-2,21
235;5;ТЭМБР-Банк;2764;Москва и обл.;13 477 949,00;13 278 665,00;199 284,00;1,50
236;12;Социнвестбанк;1132;Башкортостан;13 094 309,00;12 759 275,00;335 034,00;2,63
237;5;РусЮгбанк;2093;Волгоградская обл.;13 068 442,00;13 170 799,00;-102 357,00;-0,78
238;5;Центркомбанк;2983;Москва и обл.;12 991 430,00;13 052 179,00;-60 749,00;-0,47
239;6;Банк ПСА Финанс Рус;3481;Москва и обл.;12 784 422,00;12 847 648,00;-63 226,00;-0,49
240;10;Европейский;1616;Калининградская обл.;12 735 327,00;12 326 496,00;408 831,00;3,32
241;6;НК Банк;2755;Москва и обл.;12 689 145,00;12 799 866,00;-110 721,00;-0,87
242;4;Банк Акцепт;567;Новосибирская обл.;12 651 546,00;12 834 909,00;-183 363,00;-1,43
243;6;Клиентский;2324;Москва и обл.;12 546 241,00;12 548 533,00;-2 292,00;-0,02
244;0;Солидарность (Москва);1555;Москва и обл.;12 520 199,00;13 025 357,00;-505 158,00;-3,88
245;-4;Аресбанк;2914;Москва и обл.;12 454 084,00;13 202 013,00;-747 929,00;-5,67
246;7;Метробанк;2548;Москва и обл.;12 397 232,00;12 134 409,00;262 823,00;2,17
247;10;Росавтобанк;2767;Москва и обл.;12 271 121,00;11 615 572,00;655 549,00;5,64
248;3;Русский Ипотечный Банк;1968;Москва и обл.;12 250 066,00;12 183 766,00;66 300,00;0,54
249;-23;Росэксимбанк;2790;Москва и обл.;12 149 136,00;14 846 420,00;-2 697 284,00;-18,17
250;4;Тусар;2712;Москва и обл.;12 082 930,00;12 079 038,00;3 892,00;0,03
251;10;ОФК Банк;2270;Москва и обл.;11 996 258,00;11 152 618,00;843 640,00;7,56
252;3;Денизбанк Москва;3330;Москва и обл.;11 990 711,00;12 012 962,00;-22 251,00;-0,19
253;18;Анталбанк;3115;Москва и обл.;11 674 444,00;10 306 810,00;1 367 634,00;13,27
254;-34;Энергомашбанк;52;Санкт-Петербург и обл.;11 671 396,00;15 155 859,00;-3 484 463,00;-22,99
255;1;Унифин;2654;Москва и обл.;11 641 164,00;11 942 048,00;-300 884,00;-2,52
256;6;Объединенный Капитал;2611;Санкт-Петербург и обл.;11 622 261,00;10 958 826,00;663 435,00;6,05
257;1;Экономбанк;1319;Саратовская обл.;11 558 722,00;11 461 425,00;97 297,00;0,85
258;10;Гарант-Инвест;2576;Москва и обл.;11 342 653,00;10 449 724,00;892 929,00;8,55
259;0;Прио-Внешторгбанк;212;Рязанская обл.;11 302 579,00;11 277 044,00;25 535,00;0,23
