Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Декабрь, 2013, тыс. рублей;Ноябрь, 2013, тыс. рублей;Изменение, тыс. рублей;Изменение, %
527;7;Вкабанк;1027;Астраханская обл.;2 608 142,00;2 586 832,00;21 310,00;0,82
528;74;Риал-Кредит;3393;Москва и обл.;2 602 021,00;1 940 930,00;661 091,00;34,06
529;8;Таурус Банк;655;Челябинская обл.;2 597 939,00;2 558 522,00;39 417,00;1,54
530;9;Мегаполис;3265;Чувашия;2 594 276,00;2 542 231,00;52 045,00;2,05
531;-3;Резерв;2364;Челябинская обл.;2 588 347,00;2 640 959,00;-52 612,00;-1,99
532;-2;Русский Национальный Банк;469;Ростовская обл.;2 573 101,00;2 627 690,00;-54 589,00;-2,08
533;-8;Проинвестбанк;784;Пермская обл.;2 556 269,00;2 675 027,00;-118 758,00;-4,44
534;8;Аспект;608;Москва и обл.;2 553 257,00;2 477 105,00;76 152,00;3,07
535;8;Пурпе;709;Тюменская обл.;2 539 101,00;2 467 272,00;71 829,00;2,91
536;-7;МФБанк;3163;Москва и обл.;2 538 648,00;2 627 762,00;-89 114,00;-3,39
537;33;Констанс-Банк;2228;Санкт-Петербург и обл.;2 537 927,00;2 243 979,00;293 948,00;13,10
538;14;Газтрансбанк;665;Адыгея;2 534 841,00;2 347 302,00;187 539,00;7,99
539;5;Радиотехбанк;1166;Нижегородская обл.;2 533 724,00;2 460 827,00;72 897,00;2,96
540;-18;Финтрастбанк;3104;Москва и обл.;2 529 179,00;2 746 487,00;-217 308,00;-7,91
541;28;Заубер Банк;1614;Карачаево-Черкесия;2 471 846,00;2 255 190,00;216 656,00;9,61
542;8;Богородский;1277;Нижегородская обл.;2 467 181,00;2 406 126,00;61 055,00;2,54
543;16;Национальный Корпоративный Банк;3422;Москва и обл.;2 463 850,00;2 299 944,00;163 906,00;7,13
544;11;Капитал;575;Москва и обл.;2 456 452,00;2 327 128,00;129 324,00;5,56
545;-9;Первый Инвестиционный Банк;604;Москва и обл.;2 453 334,00;2 562 047,00;-108 713,00;-4,24
546;1;Национальный Банк Сбережений;1949;Ивановская обл.;2 451 803,00;2 433 796,00;18 007,00;0,74
547;49;Кошелев-Банк;3300;Самарская обл.;2 450 465,00;1 974 081,00;476 384,00;24,13
548;-7;Бум-Банк;1137;Кабардино-Балкария;2 449 950,00;2 485 182,00;-35 232,00;-1,42
549;11;Иваново;1763;Ивановская обл.;2 446 950,00;2 299 809,00;147 141,00;6,40
550;1;Объединенный Резервный Банк;937;Москва и обл.;2 440 652,00;2 395 009,00;45 643,00;1,91
551;-16;Пульс Столицы;3002;Москва и обл.;2 429 539,00;2 580 523,00;-150 984,00;-5,85
552;30;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 421 051,00;2 116 721,00;304 330,00;14,38
553;-59;Витязь;2890;Москва и обл.;2 409 609,00;3 195 579,00;-785 970,00;-24,60
554;-9;Крокус-Банк;2682;Москва и обл.;2 386 583,00;2 436 062,00;-49 479,00;-2,03
555;-2;Кубанский Универсальный Банк;2898;Краснодарский край;2 380 738,00;2 343 910,00;36 828,00;1,57
556;6;Апабанк;2404;Москва и обл.;2 379 610,00;2 293 928,00;85 682,00;3,74
557;-1;Зираат Банк;2559;Москва и обл.;2 367 237,00;2 321 137,00;46 100,00;1,99
558;5;ИК Банк;1732;Татарстан;2 355 213,00;2 288 236,00;66 977,00;2,93
559;-11;ИРС;272;Москва и обл.;2 350 189,00;2 433 301,00;-83 112,00;-3,42
560;-11;КОР;2148;Волгоградская обл.;2 326 563,00;2 426 675,00;-100 112,00;-4,13
561;-4;Выборг-Банк;720;Санкт-Петербург и обл.;2 318 807,00;2 310 017,00;8 790,00;0,38
562;14;Стелла-Банк;2948;Ростовская обл.;2 310 635,00;2 187 308,00;123 327,00;5,64
563;3;Йошкар-Ола;2802;Марий Эл;2 303 853,00;2 274 347,00;29 506,00;1,30
564;4;Яринтербанк;2564;Ярославская обл.;2 300 042,00;2 267 298,00;32 744,00;1,44
565;13;Россита-Банк;3257;Москва и обл.;2 287 706,00;2 154 507,00;133 199,00;6,18
566;-1;Ринвестбанк;3262;Рязанская обл.;2 272 824,00;2 281 707,00;-8 883,00;-0,39
567;20;Мострансбанк;2258;Москва и обл.;2 266 880,00;2 039 938,00;226 942,00;11,12
568;-10;Банк Пермь;875;Пермская обл.;2 238 918,00;2 305 876,00;-66 958,00;-2,90
569;6;Союзпромбанк;2965;Москва и обл.;2 227 817,00;2 201 021,00;26 796,00;1,22
570;34;Социум-Банк;2881;Москва и обл.;2 226 721,00;1 934 624,00;292 097,00;15,10
571;1;Крона-Банк;2499;Иркутская обл.;2 223 638,00;2 229 645,00;-6 007,00;-0,27
572;-1;Кросна-Банк;2607;Москва и обл.;2 216 187,00;2 235 359,00;-19 172,00;-0,86
573;11;Татагропромбанк;728;Татарстан;2 210 648,00;2 074 397,00;136 251,00;6,57
574;14;Межбанковский Кредитный Союз;3242;Москва и обл.;2 203 586,00;2 032 346,00;171 240,00;8,43
575;4;Юнистрим;3467;Москва и обл.;2 201 910,00;2 140 867,00;61 043,00;2,85
576;-12;Спиритбанк;2053;Тульская обл.;2 193 153,00;2 285 156,00;-92 003,00;-4,03
577;64;РФИ Банк;3351;Москва и обл.;2 185 832,00;1 591 348,00;594 484,00;37,36
578;8;Банкирский Дом;2928;Санкт-Петербург и обл.;2 182 802,00;2 063 930,00;118 872,00;5,76
579;54;Воронеж;654;Воронежская обл.;2 175 164,00;1 657 348,00;517 816,00;31,24
580;1;Новация;840;Адыгея;2 161 844,00;2 128 362,00;33 482,00;1,57
581;-27;Банк МБФИ;2073;Москва и обл.;2 156 197,00;2 328 548,00;-172 351,00;-7,40
582;-5;ФорБанк;2063;Алтайский край;2 128 848,00;2 186 943,00;-58 095,00;-2,66
583;-10;Инкаробанк;2696;Москва и обл.;2 126 185,00;2 225 795,00;-99 610,00;-4,48
584;-46;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;2 122 252,00;2 545 142,00;-422 890,00;-16,62
585;8;Владбизнесбанк;903;Владимирская обл.;2 108 239,00;1 999 145,00;109 094,00;5,46
586;-6;Тульский Промышленник;2382;Тульская обл.;2 090 062,00;2 140 082,00;-50 020,00;-2,34
587;-70;Евразийский Банк;969;Москва и обл.;2 074 923,00;2 792 544,00;-717 621,00;-25,70
588;1;Новый Символ;370;Москва и обл.;2 073 989,00;2 031 057,00;42 932,00;2,11
589;5;Донхлеббанк;2285;Ростовская обл.;2 044 321,00;1 987 560,00;56 761,00;2,86
590;13;Тендер-Банк;2252;Москва и обл.;2 025 889,00;1 939 519,00;86 370,00;4,45
591;43;Межотраслевая Банковская Корпорация;3471;Москва и обл.;2 025 042,00;1 653 111,00;371 931,00;22,50
592;17;Кредит Экспресс;3186;Ростовская обл.;2 023 140,00;1 852 375,00;170 765,00;9,22
593;-19;Современные Стандарты Бизнеса;3397;Москва и обл.;2 006 152,00;2 201 645,00;-195 493,00;-8,88
594;43;Интеркоопбанк;2803;Москва и обл.;1 992 349,00;1 600 090,00;392 259,00;24,51
595;-3;Нальчик;695;Кабардино-Балкария;1 980 540,00;2 000 250,00;-19 710,00;-0,99
596;-1;Викинг;2;Санкт-Петербург и обл.;1 980 326,00;1 977 943,00;2 383,00;0,12
597;8;Канский;860;Красноярский край;1 970 971,00;1 922 252,00;48 719,00;2,53
598;-8;Новое Время;3492;Москва и обл.;1 969 788,00;2 020 801,00;-51 013,00;-2,52
599;2;Дом-Банк;3209;Москва и обл.;1 943 443,00;1 954 763,00;-11 320,00;-0,58
600;7;Эльбин;2267;Дагестан;1 940 476,00;1 873 055,00;67 421,00;3,60
601;5;Нарат;1902;Саратовская обл.;1 929 223,00;1 915 955,00;13 268,00;0,69
602;-5;Приобье;537;Тюменская обл.;1 928 396,00;1 967 307,00;-38 911,00;-1,98
603;19;Мурманский Расчетный Центр;3341;Мурманская обл.;1 914 499,00;1 758 156,00;156 343,00;8,89
604;-13;Холмск;503;Сахалинская обл.;1 913 854,00;2 003 175,00;-89 321,00;-4,46
605;-6;БСТ-Банк;2883;Кемеровская обл.;1 909 824,00;1 961 297,00;-51 473,00;-2,62
606;2;Газнефтьбанк;3223;Саратовская обл.;1 879 877,00;1 866 671,00;13 206,00;0,71
607;45;Максима;3379;Москва и обл.;1 861 721,00;1 537 327,00;324 394,00;21,10
608;-10;Московский Вексельный Банк;2697;Москва и обл.;1 861 205,00;1 964 452,00;-103 247,00;-5,26
609;1;Приско Капитал Банк;2537;Москва и обл.;1 859 897,00;1 846 351,00;13 546,00;0,73
610;48;Сибэс;208;Омская обл.;1 828 004,00;1 489 736,00;338 268,00;22,71
611;1;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 814 504,00;1 803 857,00;10 647,00;0,59
612;18;Михайловский ПЖСБ;2961;Волгоградская обл.;1 807 186,00;1 671 262,00;135 924,00;8,13
613;3;Старооскольский Агропромбанк;1050;Белгородская обл.;1 797 925,00;1 782 423,00;15 502,00;0,87
614;15;Вэлтон Банк;1105;Белгородская обл.;1 797 298,00;1 690 051,00;107 247,00;6,35
615;0;РНКБ;1354;Москва и обл.;1 790 545,00;1 788 194,00;2 351,00;0,13
616;-16;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;1 772 270,00;1 955 910,00;-183 640,00;-9,39
617;11;Интеркапитал-Банк;2706;Мордовия;1 771 400,00;1 696 188,00;75 212,00;4,43
618;-51;Совинком;2302;Москва и обл.;1 769 374,00;2 268 950,00;-499 576,00;-22,02
619;-1;Тагилбанк;1635;Свердловская обл.;1 750 644,00;1 762 822,00;-12 178,00;-0,69
620;3;Единственный;3187;Москва и обл.;1 748 046,00;1 741 331,00;6 715,00;0,39
621;6;Ростфинанс;481;Ростовская обл.;1 741 583,00;1 702 681,00;38 902,00;2,28
622;-1;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 736 846,00;1 758 958,00;-22 112,00;-1,26
623;-3;Бумеранг;1002;Вологодская обл.;1 736 836,00;1 759 826,00;-22 990,00;-1,31
624;60;Рапида;3371;Москва и обл.;1 714 407,00;1 308 771,00;405 636,00;30,99
625;-6;Екатерининский;2167;Москва и обл.;1 707 209,00;1 762 527,00;-55 318,00;-3,14
626;-12;Эсидбанк;1991;Дагестан;1 692 118,00;1 790 077,00;-97 959,00;-5,47
627;-10;Далена Банк;1948;Москва и обл.;1 680 089,00;1 778 456,00;-98 367,00;-5,53
628;-4;Геленджик-Банк;790;Краснодарский край;1 670 091,00;1 710 915,00;-40 824,00;-2,39
629;-18;Соколовский;2830;Москва и обл.;1 666 741,00;1 824 029,00;-157 288,00;-8,62
630;18;Сириус;3506;Омская обл.;1 665 497,00;1 559 554,00;105 943,00;6,79
631;25;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;1 658 013,00;1 498 212,00;159 801,00;10,67
632;-6;Кемсоцинбанк;96;Кемеровская обл.;1 629 435,00;1 703 872,00;-74 437,00;-4,37
633;-20;Банк Реалист;2646;Москва и обл.;1 615 506,00;1 795 593,00;-180 087,00;-10,03
634;6;Уралприватбанк;153;Свердловская обл.;1 612 529,00;1 591 432,00;21 097,00;1,33
635;11;Банк Глобус;2438;Москва и обл.;1 604 549,00;1 568 645,00;35 904,00;2,29
636;-4;Смолевич;1121;Смоленская обл.;1 600 454,00;1 663 177,00;-62 723,00;-3,77
637;-6;Агора;3231;Москва и обл.;1 599 022,00;1 666 006,00;-66 984,00;-4,02
638;9;Сталь Банк;2248;Москва и обл.;1 591 034,00;1 563 144,00;27 890,00;1,78
639;27;Почтобанк;1788;Пермская обл.;1 577 395,00;1 439 004,00;138 391,00;9,62
640;2;Кетовский Коммерческий Банк;842;Курганская обл.;1 575 024,00;1 584 284,00;-9 260,00;-0,58
641;2;Калуга;1151;Калужская обл.;1 552 639,00;1 580 803,00;-28 164,00;-1,78
642;27;Акцент;696;Оренбургская обл.;1 541 550,00;1 386 905,00;154 645,00;11,15
643;-4;Арт-Банк;2779;Северная Осетия — Алания;1 539 189,00;1 592 744,00;-53 555,00;-3,36
644;5;Межрегиональный Клиринговый Банк;2543;Москва и обл.;1 535 679,00;1 551 210,00;-15 531,00;-1,00
645;9;БВА Банк;1684;Москва и обл.;1 524 707,00;1 522 422,00;2 285,00;0,15
646;17;Майкопбанк;1136;Адыгея;1 521 128,00;1 451 311,00;69 817,00;4,81
647;10;Златкомбанк;568;Москва и обл.;1 518 276,00;1 497 066,00;21 210,00;1,42
648;-3;ГринКомБанк;1184;Иркутская обл.;1 514 183,00;1 573 495,00;-59 312,00;-3,77
649;49;Азимут;3154;Москва и обл.;1 514 125,00;1 244 874,00;269 251,00;21,63
650;10;Примтеркомбанк;21;Приморский край;1 509 094,00;1 471 040,00;38 054,00;2,59
651;-16;Жилкредит;1736;Москва и обл.;1 502 632,00;1 646 394,00;-143 762,00;-8,73
652;3;Новый Кредитный Союз;3139;Москва и обл.;1 492 251,00;1 522 079,00;-29 828,00;-1,96
653;14;Кредпромбанк;1165;Ярославская обл.;1 488 873,00;1 428 158,00;60 715,00;4,25
654;14;Сервис Резерв;2034;Москва и обл.;1 487 176,00;1 398 590,00;88 586,00;6,33
655;7;Саратов;330;Саратовская обл.;1 478 192,00;1 455 065,00;23 127,00;1,59
656;-20;Тайм Банк;3120;Москва и обл.;1 477 274,00;1 643 618,00;-166 344,00;-10,12
657;-74;Европейский Экспресс;3449;Москва и обл.;1 466 577,00;2 080 180,00;-613 603,00;-29,50
658;-8;Академический Русский Банк;622;Москва и обл.;1 463 799,00;1 549 367,00;-85 568,00;-5,52
659;17;Метрополь;1639;Москва и обл.;1 461 216,00;1 353 177,00;108 039,00;7,98
660;-9;Кредитинвест;1197;Дагестан;1 454 289,00;1 542 307,00;-88 018,00;-5,71
661;21;Республиканский Кредитный Альянс;3017;Москва и обл.;1 445 887,00;1 335 592,00;110 295,00;8,26
662;-37;Рублевский;2192;Москва и обл.;1 439 095,00;1 705 254,00;-266 159,00;-15,61
663;44;КИП-Банк;2843;Москва и обл.;1 427 002,00;1 137 947,00;289 055,00;25,40
664;0;Первый Клиентский Банк;3436;Москва и обл.;1 421 818,00;1 450 972,00;-29 154,00;-2,01
665;32;Народный Банк;2249;Карачаево-Черкесия;1 413 262,00;1 251 751,00;161 511,00;12,90
666;12;Строительно-Коммерческий Банк;3050;Архангельская обл.;1 406 616,00;1 345 264,00;61 352,00;4,56
667;4;Алтынбанк;2070;Татарстан;1 404 206,00;1 380 261,00;23 945,00;1,73
668;21;Мосводоканалбанк;2863;Москва и обл.;1 403 003,00;1 282 441,00;120 562,00;9,40
669;-8;Радиан;1675;Иркутская обл.;1 385 615,00;1 466 453,00;-80 838,00;-5,51
670;10;Великие Луки Банк;598;Псковская обл.;1 375 762,00;1 341 456,00;34 306,00;2,56
671;-1;Уралфинанс;1370;Свердловская обл.;1 360 048,00;1 382 721,00;-22 673,00;-1,64
672;3;ЮMoney;3510;Россия;1 359 201,00;1 359 201,00;0,00;0
673;-29;Руна-Банк;3207;Москва и обл.;1 359 113,00;1 580 686,00;-221 573,00;-14,02
674;-36;Вологдабанк;992;Вологодская обл.;1 357 533,00;1 595 980,00;-238 447,00;-14,94
675;-459;Расчетная Палата РТС;3335;Москва и обл.;1 355 955,00;15 411 100,00;-14 055 145,00;-91,20
676;-3;ИстКом-Финанс;3435;Москва и обл.;1 340 139,00;1 366 326,00;-26 187,00;-1,92
677;-5;Региональный Коммерческий Банк;836;Ульяновская обл.;1 336 684,00;1 373 338,00;-36 654,00;-2,67
678;23;Динамичные Системы;3439;Москва и обл.;1 329 212,00;1 173 000,00;156 212,00;13,32
679;0;Курган;2568;Курганская обл.;1 328 790,00;1 343 660,00;-14 870,00;-1,11
680;29;Тексбанк;2756;Карачаево-Черкесия;1 328 262,00;1 124 514,00;203 748,00;18,12
681;10;Арзамас;1281;Нижегородская обл.;1 307 388,00;1 270 961,00;36 427,00;2,87
682;-17;Нерюнгрибанк;825;Саха (Якутия);1 307 343,00;1 439 400,00;-132 057,00;-9,17
683;-9;Булгар Банк;1917;Татарстан;1 306 158,00;1 366 319,00;-60 161,00;-4,40
684;2;Симбирск;653;Ульяновская обл.;1 295 109,00;1 289 606,00;5 503,00;0,43
685;-4;Тандем;1951;Москва и обл.;1 285 819,00;1 340 953,00;-55 134,00;-4,11
686;48;Азия Банк;3183;Москва и обл.;1 285 047,00;977 261,00;307 786,00;31,49
687;0;Объединенный Банк Республики;1016;Чувашия;1 280 202,00;1 284 642,00;-4 440,00;-0,35
688;5;Первый Дортрансбанк;3271;Кировская обл.;1 276 009,00;1 268 815,00;7 194,00;0,57
689;-4;Спутник;1071;Оренбургская обл.;1 267 906,00;1 295 145,00;-27 239,00;-2,10
690;-37;Новый Промышленный Банк;930;Москва и обл.;1 260 204,00;1 523 288,00;-263 084,00;-17,27
691;9;Саммит Банк;85;Приморский край;1 257 415,00;1 191 142,00;66 273,00;5,56
692;-33;Ганзакомбанк;1734;Санкт-Петербург и обл.;1 240 005,00;1 480 735,00;-240 730,00;-16,26
693;-5;Еврокапитал-Альянс;3459;Ярославская обл.;1 239 379,00;1 284 092,00;-44 713,00;-3,48
694;1;Капиталбанк;2547;Ростовская обл.;1 224 916,00;1 258 603,00;-33 687,00;-2,68
695;-3;Онего;2484;Карелия;1 219 846,00;1 270 887,00;-51 041,00;-4,02
696;-19;Приполярком;507;Тюменская обл.;1 217 981,00;1 345 397,00;-127 416,00;-9,47
697;8;Синергия;2884;Саратовская обл.;1 215 514,00;1 158 530,00;56 984,00;4,92
698;10;Местный Кредит;3370;Москва и обл.;1 210 475,00;1 125 617,00;84 858,00;7,54
699;24;Расчетный Дом;3350;Москва и обл.;1 203 736,00;1 028 934,00;174 802,00;16,99
700;4;Дон-Тексбанк;1818;Ростовская обл.;1 182 769,00;1 160 217,00;22 552,00;1,94
701;-11;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;1 176 569,00;1 273 283,00;-96 714,00;-7,60
702;-3;Бизнес для Бизнеса;1060;Чувашия;1 176 310,00;1 237 746,00;-61 436,00;-4,96
703;66;Жилстройбанк;2769;Москва и обл.;1 165 403,00;768 356,00;397 047,00;51,67
704;-2;Агроинкомбанк;1946;Астраханская обл.;1 158 288,00;1 166 900,00;-8 612,00;-0,74
705;11;Си Ди Би Банк;3339;Краснодарский край;1 150 481,00;1 063 232,00;87 249,00;8,21
706;9;Флора-Москва;533;Москва и обл.;1 148 253,00;1 070 574,00;77 679,00;7,26
707;50;Кредитбанк;1035;Калмыкия;1 144 510,00;849 857,00;294 653,00;34,67
708;-2;Яндекс Банк;3027;Москва и обл.;1 143 575,00;1 147 931,00;-4 356,00;-0,38
709;1;Америкэн Экспресс Банк;3460;Москва и обл.;1 138 181,00;1 114 422,00;23 759,00;2,13
710;40;Евросиб Банк;594;Псковская обл.;1 136 311,00;886 838,00;249 473,00;28,13
711;52;Кубаньторгбанк;478;Краснодарский край;1 113 685,00;820 439,00;293 246,00;35,74
712;6;Химик;1114;Нижегородская обл.;1 108 694,00;1 058 557,00;50 137,00;4,74
713;1;Металлург;2877;Москва и обл.;1 090 259,00;1 078 300,00;11 959,00;1,11
714;29;Международный Строительный Банк;3484;Москва и обл.;1 083 336,00;926 742,00;156 594,00;16,90
715;-4;Регионфинансбанк;3357;Москва и обл.;1 081 093,00;1 094 032,00;-12 939,00;-1,18
716;26;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 071 528,00;929 162,00;142 366,00;15,32
717;0;Ноосфера;2650;Республика Алтай;1 068 624,00;1 058 866,00;9 758,00;0,92
718;-5;Сельмашбанк;106;Ростовская обл.;1 062 940,00;1 087 012,00;-24 072,00;-2,21
719;1;Северинвестбанк;2264;Белгородская обл.;1 032 164,00;1 046 111,00;-13 947,00;-1,33
720;1;Турбобанк;3203;Санкт-Петербург и обл.;1 028 017,00;1 043 785,00;-15 768,00;-1,51
721;31;Ипозембанк;3026;Самарская обл.;1 027 571,00;876 468,00;151 103,00;17,24
722;14;ЕАТП Банк;1765;Астраханская обл.;1 021 534,00;964 205,00;57 329,00;5,95
723;9;Взаимодействие;1704;Новосибирская обл.;1 016 096,00;1 015 948,00;148,00;0,01
724;5;Финарс Банк;2938;Москва и обл.;1 015 454,00;1 022 864,00;-7 410,00;-0,72
725;22;Инвест-Экобанк;1956;Санкт-Петербург и обл.;1 014 235,00;893 143,00;121 092,00;13,56
726;-1;Новый Век;3417;Москва и обл.;1 013 609,00;1 026 303,00;-12 694,00;-1,24
727;-15;Содружество;2923;Москва и обл.;1 007 058,00;1 093 122,00;-86 064,00;-7,87
728;3;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;1 000 352,00;1 016 591,00;-16 239,00;-1,60
729;-33;Центрально-Азиатский;3037;Хакасия;999 038,00;1 257 843,00;-258 805,00;-20,58
730;-3;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;989 112,00;1 024 549,00;-35 437,00;-3,46
731;2;Мико-Банк;3195;Москва и обл.;979 028,00;989 137,00;-10 109,00;-1,02
732;9;Камский Горизонт;2554;Татарстан;976 059,00;942 098,00;33 961,00;3,60
733;-3;Тетраполис;1586;Санкт-Петербург и обл.;974 467,00;1 019 842,00;-45 375,00;-4,45
734;3;Прайм Финанс;2758;Санкт-Петербург и обл.;971 524,00;958 851,00;12 673,00;1,32
735;0;Элекснет;3314;Москва и обл.;970 622,00;970 622,00;0,00;0
736;2;Бузулукбанк;1282;Оренбургская обл.;958 971,00;957 054,00;1 917,00;0,20
737;7;Байкалкредобанк;2990;Иркутская обл.;946 468,00;925 618,00;20 850,00;2,25
738;-44;Атлас Банк;3477;Москва и обл.;945 307,00;1 261 553,00;-316 246,00;-25,07
739;-20;Миръ;3089;Москва и обл.;943 772,00;1 048 963,00;-105 191,00;-10,03
740;25;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;934 698,00;802 222,00;132 476,00;16,51
741;4;Месед;184;Дагестан;922 162,00;919 356,00;2 806,00;0,31
742;4;Плато-Банк;2071;Свердловская обл.;919 333,00;911 291,00;8 042,00;0,88
743;6;Арсенал;3000;Москва и обл.;907 153,00;890 288,00;16 865,00;1,89
744;7;Первоуральскбанк;965;Свердловская обл.;903 980,00;882 221,00;21 759,00;2,47
745;-17;Международный Расчетный Банк;3028;Москва и обл.;902 036,00;1 024 038,00;-122 002,00;-11,91
746;8;Вакобанк;1291;Псковская обл.;898 566,00;856 945,00;41 621,00;4,86
747;11;МТИ Банк;1052;Москва и обл.;897 017,00;847 756,00;49 261,00;5,81
748;-24;Линк-Банк;2699;Москва и обл.;892 582,00;1 027 200,00;-134 618,00;-13,11
749;29;1Банк;2896;Северная Осетия — Алания;885 561,00;727 699,00;157 862,00;21,69
750;18;Региональный Банк Сбережений;3367;Москва и обл.;878 156,00;785 229,00;92 927,00;11,83
751;-29;Кузбассхимбанк;2868;Кемеровская обл.;877 743,00;1 030 646,00;-152 903,00;-14,84
752;-4;Спецстройбанк;236;Москва и обл.;875 971,00;891 550,00;-15 579,00;-1,75
753;6;Акция;927;Ивановская обл.;865 593,00;844 984,00;20 609,00;2,44
754;1;Платежный Сервисный Банк;1943;Башкортостан;862 273,00;852 399,00;9 874,00;1,16
755;26;Региональный Корпоративный Банк;1134;Москва и обл.;833 782,00;710 738,00;123 044,00;17,31
756;11;Прохладный;874;Кабардино-Балкария;830 087,00;793 582,00;36 505,00;4,60
757;-18;Москва;1661;Москва и обл.;829 353,00;945 033,00;-115 680,00;-12,24
758;6;Классик Эконом Банк;3298;Северная Осетия — Алания;815 687,00;810 557,00;5 130,00;0,63
759;33;Алданзолотобанк;854;Саха (Якутия);804 056,00;660 435,00;143 621,00;21,75
760;-4;Промсвязьинвест;2761;Дагестан;798 451,00;850 785,00;-52 334,00;-6,15
761;18;Прокоммерцбанк;2996;Москва и обл.;792 601,00;725 802,00;66 799,00;9,20
762;11;Славянбанк;804;Новгородская обл.;789 465,00;751 825,00;37 640,00;5,01
763;-3;НСТ-Банк;1738;Оренбургская обл.;782 666,00;839 927,00;-57 261,00;-6,82
764;-11;Русский Банк Сбережений;779;Ставропольский край;778 766,00;862 804,00;-84 038,00;-9,74
765;5;РусьРегионБанк;685;Москва и обл.;759 405,00;766 072,00;-6 667,00;-0,87
766;-83;Идеалбанк;3491;Москва и обл.;752 872,00;1 321 729,00;-568 857,00;-43,04
767;7;СМБ-Банк;3504;Санкт-Петербург и обл.;749 915,00;750 443,00;-528,00;-0,07
768;23;Невастройинвест;1926;Санкт-Петербург и обл.;747 488,00;663 914,00;83 574,00;12,59
769;11;Сургутский Центральный Коммерческий Банк;684;Тюменская обл.;747 005,00;722 563,00;24 442,00;3,38
770;2;ЮМК Банк;3495;Краснодарский край;746 862,00;755 592,00;-8 730,00;-1,16
771;-10;Космос;2245;Москва и обл.;741 997,00;832 087,00;-90 090,00;-10,83
772;21;Центр Межбанковских Расчетов;3400;Москва и обл.;736 658,00;659 898,00;76 760,00;11,63
773;-7;Межрегионбанк;1059;Москва и обл.;725 799,00;797 232,00;-71 433,00;-8,96
774;36;Банк Премьер Кредит;1663;Москва и обл.;720 006,00;585 085,00;134 921,00;23,06
775;0;Анелик РУ;3443;Москва и обл.;713 806,00;740 970,00;-27 164,00;-3,67
776;26;Джаст Банк;3503;Москва и обл.;712 326,00;616 737,00;95 589,00;15,50
777;8;Аделантбанк;1835;Москва и обл.;711 876,00;699 372,00;12 504,00;1,79
778;4;Трастовый Республиканский Банк;3404;Москва и обл.;709 908,00;709 558,00;350,00;0,05
779;9;Банк Развития Бизнеса;1910;Кемеровская обл.;695 362,00;678 773,00;16 589,00;2,44
780;4;Банк ВВБ;1093;Ярославская обл.;694 770,00;700 377,00;-5 607,00;-0,80
781;-10;Ресурс-Траст;3122;Москва и обл.;678 533,00;762 248,00;-83 715,00;-10,98
782;4;Русский Финансовый Альянс;2035;Москва и обл.;678 487,00;685 658,00;-7 171,00;-1,05
783;7;Майский;1673;Кабардино-Балкария;674 598,00;666 137,00;8 461,00;1,27
784;5;Адам Интернэшнл;2232;Дагестан;672 091,00;669 505,00;2 586,00;0,39
785;16;Рингкомбанк;1909;Ингушетия;669 090,00;621 375,00;47 715,00;7,68
786;1;Вятич;2796;Рязанская обл.;659 905,00;681 331,00;-21 426,00;-3,14
787;12;Народный Инвестиционный Банк;2876;Самарская обл.;655 102,00;635 772,00;19 330,00;3,04
788;17;Вайлдберриз Банк;841;Адыгея;655 060,00;607 737,00;47 323,00;7,79
789;7;Кредитимпэкс Банк;2037;Москва и обл.;649 676,00;649 949,00;-273,00;-0,04
790;8;Башпромбанк;1006;Башкортостан;649 593,00;640 863,00;8 730,00;1,36
791;6;Эко-Инвест;3116;Москва и обл.;641 269,00;648 709,00;-7 440,00;-1,15
792;68;Фреско Банк;1415;Москва и обл.;640 909,00;350 289,00;290 620,00;82,97
793;11;РУБанк;2813;Ростовская обл.;628 372,00;612 163,00;16 209,00;2,65
794;1;Балаково-Банк;444;Саратовская обл.;626 957,00;650 546,00;-23 589,00;-3,63
795;26;Природа;3399;Москва и обл.;625 435,00;539 743,00;85 692,00;15,88
796;-20;Геобанк;2027;Москва и обл.;625 314,00;731 966,00;-106 652,00;-14,57
797;15;Первый Депозитный Банк;1244;Москва и обл.;622 440,00;579 518,00;42 922,00;7,41
798;2;Телекоммерц Банк;3380;Тульская обл.;618 451,00;633 826,00;-15 375,00;-2,43
799;-22;Тальменка-Банк;826;Алтайский край;610 418,00;729 450,00;-119 032,00;-16,32
800;23;Гефест;1046;Тверская обл.;609 260,00;533 014,00;76 246,00;14,30
