Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Август, 2014, тыс. рублей;Июль, 2014, тыс. рублей;Изменение, тыс. рублей;Изменение, %
803;10;Банк Фридом Финанс;1143;Сахалинская обл.;399 325,00;399 802,00;-477,00;-0,12
804;6;Логос;3233;Москва и обл.;397 078,00;410 379,00;-13 301,00;-3,24
805;13;ПрестижКредитБанк;2922;Дагестан;390 441,00;369 755,00;20 686,00;5,59
806;-25;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;387 823,00;539 665,00;-151 842,00;-28,14
807;8;Информпрогресс;2166;Москва и обл.;384 573,00;385 861,00;-1 288,00;-0,33
808;-10;Финчер;3486;Москва и обл.;380 109,00;453 161,00;-73 052,00;-16,12
809;10;Таганрогбанк;3136;Ростовская обл.;373 868,00;357 598,00;16 270,00;4,55
810;-1;НКБ;2942;Калмыкия;371 673,00;413 103,00;-41 430,00;-10,03
811;12;Еврокапитал-Альянс;2672;Дагестан;367 070,00;316 840,00;50 230,00;15,85
812;8;Народный Банк Тувы;1309;Тыва;358 512,00;350 896,00;7 616,00;2,17
813;4;Платежи и Расчеты;3324;Самарская обл.;357 246,00;372 826,00;-15 580,00;-4,18
814;2;Алжан;2491;Дагестан;352 326,00;374 457,00;-22 131,00;-5,91
815;6;Альтернатива;3452;Москва и обл.;345 471,00;337 931,00;7 540,00;2,23
816;11;Дорис Банк;1679;Москва и обл.;333 083,00;309 616,00;23 467,00;7,58
817;5;Лэнд Кредит;1478;Москва и обл.;323 998,00;322 872,00;1 126,00;0,35
818;-4;Северная Клиринговая Палата;3317;Архангельская обл.;313 746,00;392 943,00;-79 197,00;-20,15
819;5;Терра;3476;Москва и обл.;309 205,00;313 366,00;-4 161,00;-1,33
820;9;Арсенал;3000;Москва и обл.;305 450,00;297 696,00;7 754,00;2,60
821;5;Сетевая Расчетная Палата;3332;Татарстан;304 053,00;309 851,00;-5 798,00;-1,87
822;11;Континент Финанс;149;Калужская обл.;302 813,00;285 912,00;16 901,00;5,91
823;9;Первый Депозитный Банк;1244;Москва и обл.;297 850,00;293 005,00;4 845,00;1,65
824;7;Идеалбанк;3491;Москва и обл.;285 453,00;294 308,00;-8 855,00;-3,01
825;10;Дельта Кей;3513;Москва и обл.;278 967,00;278 967,00;0,00;0
826;4;Регнум;3373;Москва и обл.;278 021,00;296 536,00;-18 515,00;-6,24
827;1;Эно;1988;Дагестан;269 255,00;299 060,00;-29 805,00;-9,97
829;7;Конгресс-Банк;2330;Москва и обл.;252 314,00;261 363,00;-9 049,00;-3,46
830;9;Тайдон;2085;Кемеровская обл.;239 296,00;238 774,00;522,00;0,22
831;9;Рунэтбанк;2829;Москва и обл.;212 856,00;221 279,00;-8 423,00;-3,81
832;6;Майма;1037;Республика Алтай;204 044,00;250 220,00;-46 176,00;-18,45
833;8;Северстройбанк;3507;Вологодская обл.;202 549,00;208 501,00;-5 952,00;-2,85
834;8;Евроинвест;3383;Москва и обл.;178 577,00;194 950,00;-16 373,00;-8,40
835;9;РИБ;2749;Москва и обл.;175 383,00;159 169,00;16 214,00;10,19
836;7;Красноярский Краевой Расчетный Центр;3483;Красноярский край;168 479,00;193 585,00;-25 106,00;-12,97
837;13;Русское Финансовое Общество;3427;Москва и обл.;153 436,00;127 819,00;25 617,00;20,04
838;8;КредитАльянс;3472;Вологодская обл.;142 360,00;140 291,00;2 069,00;1,47
839;8;Деньги.Мэйл.Ру;3511;Москва и обл.;130 356,00;130 356,00;0,00;0
840;14;Международная Уральская Расчетная Палата;3322;Москва и обл.;128 361,00;105 807,00;22 554,00;21,32
841;14;Фидбэк;3502;Москва и обл.;123 133,00;102 469,00;20 664,00;20,17
842;10;Зеленокумская;1239;Ставропольский край;122 586,00;122 291,00;295,00;0,24
843;2;Умут;2435;Дагестан;122 149,00;150 766,00;-28 617,00;-18,98
844;4;Дальний Восток;3318;Тульская обл.;115 877,00;129 205,00;-13 328,00;-10,32
845;4;Монета.ру;3508;Марий Эл;112 578,00;128 889,00;-16 311,00;-12,66
846;-58;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;106 941,00;491 185,00;-384 244,00;-78,23
847;12;Платежный Клиринговый Дом;3343;Москва и обл.;103 292,00;70 782,00;32 510,00;45,93
848;;Расчетные Решения;3524;Москва и обл.;86 352,00;-;-;
849;8;Вест;2605;Москва и обл.;84 666,00;83 996,00;670,00;0,80
850;6;Финансовые Услуги;3496;Москва и обл.;81 849,00;93 342,00;-11 493,00;-12,31
851;9;Единая касса;3512;Москва и обл.;67 275,00;67 275,00;0,00;0
852;6;Интеррасчет;1618;Карачаево-Черкесия;64 774,00;73 983,00;-9 209,00;-12,45
853;8;Единая Расчетная Палата;384;Москва и обл.;59 391,00;56 841,00;2 550,00;4,49
854;8;Сибирский Расчетный Центр;3308;Новосибирская обл.;55 084,00;47 862,00;7 222,00;15,09
855;8;Первый Земельный Расчетный Центр;3381;Курская обл.;36 521,00;36 140,00;381,00;1,05
856;11;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;25 376,00;24 776,00;600,00;2,42
857;8;Транзит;2688;Дагестан;24 725,00;29 710,00;-4 985,00;-16,78
858;10;Тор Кредит;3497;Москва и обл.;24 298,00;24 323,00;-25,00;-0,10
859;11;Премиум;3514;Москва и обл.;20 339,00;20 339,00;0,00;0
860;9;Инновационный Расчетный Центр;3447;Москва и обл.;19 584,00;20 925,00;-1 341,00;-6,41
861;-8;Ютикпэй;3521;Москва и обл.;14 315,00;106 138,00;-91 823,00;-86,51
862;9;21 Век;3309;Санкт-Петербург и обл.;13 699,00;17 372,00;-3 673,00;-21,14
863;9;Моби.Деньги;3523;Москва и обл.;11 785,00;11 785,00;0,00;0
864;-13;Расчетный Банковский Центр;3487;Москва и обл.;10 722,00;125 322,00;-114 600,00;-91,44
865;8;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;4 194,00;4 179,00;15,00;0,36
866;8;АРБ-Инкасс;3353;Москва и обл.;2 042,00;2 332,00;-290,00;-12,44
867;-3;Финансово-Расчетный Центр;3319;Астраханская обл.;1 808,00;32 966,00;-31 158,00;-94,52
