Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Октябрь, 2011, тыс. рублей;Сентябрь, 2011, тыс. рублей;Изменение, тыс. рублей;Изменение, %
48;1;Кредит Европа Банк;3311;Москва и обл.;95 958 804,00;93 971 365,00;1 987 439,00;2,11
49;1;Уральский Банк Реконструкции и Развития;429;Свердловская обл.;94 165 745,00;91 880 526,00;2 285 219,00;2,49
50;-5;Банк Интеза;2216;Москва и обл.;92 632 668,00;95 884 644,00;-3 251 976,00;-3,39
51;-9;КИТ Финанс Инвестиционный Банк;1911;Санкт-Петербург и обл.;92 072 512,00;102 333 422,00;-10 260 910,00;-10,03
52;0;Юниаструм Банк;2771;Москва и обл.;91 841 032,00;86 684 052,00;5 156 980,00;5,95
53;9;ЦентроКредит;121;Москва и обл.;90 363 161,00;72 586 941,00;17 776 220,00;24,49
54;-1;Пробизнесбанк;2412;Москва и обл.;87 808 014,00;84 136 946,00;3 671 068,00;4,36
55;-1;Инвестторгбанк;2763;Москва и обл.;87 548 969,00;83 114 956,00;4 434 013,00;5,33
56;1;Союз;2307;Москва и обл.;82 522 055,00;78 098 308,00;4 423 747,00;5,66
57;-1;Новикомбанк;2546;Москва и обл.;81 369 945,00;79 093 474,00;2 276 471,00;2,88
58;0;РосЕвроБанк;3137;Москва и обл.;80 933 933,00;76 735 140,00;4 198 793,00;5,47
59;-4;СМП Банк;3368;Москва и обл.;80 766 043,00;79 594 341,00;1 171 702,00;1,47
60;-1;Балтийский Банк;128;Москва и обл.;76 690 507,00;76 213 787,00;476 720,00;0,63
61;-1;Внешпромбанк;3261;Москва и обл.;75 411 523,00;75 951 650,00;-540 127,00;-0,71
62;2;Мастер-Банк;2176;Москва и обл.;73 762 506,00;71 822 009,00;1 940 497,00;2,70
63;0;Татфондбанк;3058;Татарстан;73 484 511,00;72 360 438,00;1 124 073,00;1,55
64;1;Собинбанк;1317;Москва и обл.;73 141 648,00;68 712 536,00;4 429 112,00;6,45
65;1;Авангард;2879;Москва и обл.;72 237 345,00;67 601 067,00;4 636 278,00;6,86
66;-5;Запсибкомбанк;918;Тюменская обл.;68 589 815,00;73 347 106,00;-4 757 291,00;-6,49
67;0;Всероссийский Банк Развития Регионов;3287;Москва и обл.;66 677 740,00;65 942 906,00;734 834,00;1,11
68;1;Пересвет;2110;Москва и обл.;62 572 035,00;57 583 085,00;4 988 950,00;8,66
69;-1;ДельтаКредит;3338;Москва и обл.;59 517 141,00;58 460 805,00;1 056 336,00;1,81
70;2;Локо-Банк;2707;Москва и обл.;57 472 085,00;54 931 078,00;2 541 007,00;4,63
71;-1;Балтинвестбанк;3176;Санкт-Петербург и обл.;57 336 455,00;56 015 150,00;1 321 305,00;2,36
72;3;Банк ДОМ.РФ;2312;Москва и обл.;56 686 727,00;54 120 060,00;2 566 667,00;4,74
73;0;Роскосмосбанк;2989;Москва и обл.;56 629 875,00;54 570 721,00;2 059 154,00;3,77
74;-3;Центр-инвест;2225;Ростовская обл.;55 828 771,00;55 081 717,00;747 054,00;1,36
75;8;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;54 908 165,00;43 867 034,00;11 041 131,00;25,17
76;5;Совкомбанк;963;Костромская обл.;54 844 182,00;49 543 141,00;5 301 041,00;10,70
77;0;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;54 460 423,00;52 374 764,00;2 085 659,00;3,98
78;-2;Ренессанс Кредит;3354;Москва и обл.;54 193 638,00;53 380 268,00;813 370,00;1,52
79;-1;Экспо Финанс;2594;Москва и обл.;53 339 740,00;52 357 124,00;982 616,00;1,88
80;10;Еврофинанс Моснарбанк;2402;Москва и обл.;52 482 482,00;39 825 041,00;12 657 441,00;31,78
81;1;Металлинвестбанк;2440;Москва и обл.;52 342 334,00;48 134 902,00;4 207 432,00;8,74
82;-2;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;52 023 551,00;51 134 090,00;889 461,00;1,74
83;-9;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;51 519 652,00;54 347 573,00;-2 827 921,00;-5,20
84;3;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;51 169 222,00;40 939 878,00;10 229 344,00;24,99
85;-6;Национальный Резервный Банк;2170;Москва и обл.;49 961 038,00;51 721 969,00;-1 760 931,00;-3,40
86;-1;Сургутнефтегазбанк;588;Тюменская обл.;49 034 035,00;42 654 030,00;6 380 005,00;14,96
87;-1;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;44 504 196,00;41 899 406,00;2 604 790,00;6,22
88;1;Национальный Стандарт;3421;Москва и обл.;43 585 718,00;40 271 673,00;3 314 045,00;8,23
89;-5;Инвестбанк;107;Калининградская обл.;42 509 699,00;43 839 090,00;-1 329 391,00;-3,03
90;-2;СБ Банк (Судостроительный банк);2999;Москва и обл.;41 275 821,00;40 671 589,00;604 232,00;1,49
91;1;Первобанк;3461;Самарская обл.;37 842 146,00;36 375 695,00;1 466 451,00;4,03
92;1;Бинбанк Диджитал;2827;Москва и обл.;37 687 013,00;35 572 051,00;2 114 962,00;5,95
93;2;Национальный Торговый Банк;3087;Самарская обл.;37 509 704,00;34 768 386,00;2 741 318,00;7,88
94;2;Международный Финансовый Клуб;2618;Москва и обл.;36 017 852,00;34 306 587,00;1 711 265,00;4,99
95;-1;Коммерцбанк (Евразия);3333;Москва и обл.;35 789 366,00;35 399 586,00;389 780,00;1,10
96;2;Нота-Банк;2913;Москва и обл.;33 567 201,00;31 964 437,00;1 602 764,00;5,01
97;0;Дальневосточный Банк;843;Приморский край;33 410 678,00;34 246 337,00;-835 659,00;-2,44
98;7;Стройкредит;18;Москва и обл.;32 905 911,00;28 566 289,00;4 339 622,00;15,19
99;-8;Расчетная Палата РТС;3335;Москва и обл.;31 983 251,00;37 197 942,00;-5 214 691,00;-14,02
100;3;Меткомбанк (Череповец);901;Вологодская обл.;31 363 284,00;29 693 162,00;1 670 122,00;5,62
101;-2;Таврический Банк;2304;Санкт-Петербург и обл.;31 315 678,00;31 536 068,00;-220 390,00;-0,70
102;36;Саровбизнесбанк;2048;Нижегородская обл.;30 991 270,00;21 226 881,00;9 764 389,00;46,00
103;-3;Челябинвестбанк;493;Челябинская обл.;30 497 020,00;30 172 997,00;324 023,00;1,07
104;-3;Челиндбанк;485;Челябинская обл.;30 318 000,00;30 015 188,00;302 812,00;1,01
105;-3;НС Банк;3124;Москва и обл.;29 237 169,00;30 000 524,00;-763 355,00;-2,54
106;4;Сведбанк;3064;Москва и обл.;29 195 259,00;27 478 684,00;1 716 575,00;6,25
107;-1;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Москва и обл.;29 147 224,00;28 168 228,00;978 996,00;3,48
108;-4;Кубань Кредит;2518;Краснодарский край;29 021 298,00;28 601 983,00;419 315,00;1,47
109;-1;Экспресс-Волга;3085;Саратовская обл.;28 698 623,00;27 508 952,00;1 189 671,00;4,32
110;-1;Кедр;1574;Москва и обл.;27 997 133,00;27 482 992,00;514 141,00;1,87
111;-4;Межтопэнергобанк;2956;Москва и обл.;27 970 208,00;27 632 603,00;337 605,00;1,22
112;1;СДМ-Банк;1637;Москва и обл.;27 585 983,00;26 742 558,00;843 425,00;3,15
113;2;Интеркоммерц Банк;1657;Москва и обл.;27 492 133,00;25 518 937,00;1 973 196,00;7,73
114;-2;Газбанк;2316;Самарская обл.;27 288 119,00;26 996 611,00;291 508,00;1,08
115;5;Связной Банк;1961;Москва и обл.;26 799 611,00;25 225 105,00;1 574 506,00;6,24
116;3;Далькомбанк;84;Хабаровский край;26 482 862,00;25 319 100,00;1 163 762,00;4,60
117;4;Первый Республиканский Банк;1730;Москва и обл.;25 954 558,00;24 983 208,00;971 350,00;3,89
118;-1;Приморье;3001;Приморский край;25 900 043,00;25 376 815,00;523 228,00;2,06
119;8;Экспобанк;2998;Москва и обл.;25 722 355,00;23 660 472,00;2 061 883,00;8,71
120;-9;Севергазбанк;2816;Вологодская обл.;25 673 999,00;27 309 227,00;-1 635 228,00;-5,99
121;-3;Московский Областной Банк;1751;Москва и обл.;25 434 257,00;25 352 668,00;81 589,00;0,32
122;-6;Крайинвестбанк;3360;Краснодарский край;25 168 910,00;25 510 431,00;-341 521,00;-1,34
123;1;Москоммерцбанк;3365;Москва и обл.;24 960 745,00;23 927 176,00;1 033 569,00;4,32
124;5;Русский Международный Банк;3123;Москва и обл.;24 865 642,00;23 397 326,00;1 468 316,00;6,28
125;-2;Интерпромбанк;3266;Москва и обл.;24 841 096,00;24 016 707,00;824 389,00;3,43
126;6;Тинькофф Банк;2673;Москва и обл.;24 809 619,00;22 902 929,00;1 906 690,00;8,33
127;4;Банк АВБ;23;Самарская обл.;24 619 831,00;22 964 095,00;1 655 736,00;7,21
128;-3;Акибанк;2587;Татарстан;24 205 590,00;23 880 381,00;325 209,00;1,36
129;-7;Банк БФА;3038;Санкт-Петербург и обл.;24 156 755,00;24 844 440,00;-687 685,00;-2,77
130;0;Примсоцбанк;2733;Приморский край;23 498 145,00;23 130 613,00;367 532,00;1,59
131;2;Фора-Банк;1885;Москва и обл.;23 428 187,00;22 644 067,00;784 120,00;3,46
132;2;Липецккомбанк;1242;Липецкая обл.;23 250 566,00;22 371 878,00;878 688,00;3,93
133;-7;АМБ Банк;3036;Москва и обл.;23 073 869,00;23 844 843,00;-770 974,00;-3,23
134;3;Народный Кредит;2401;Москва и обл.;22 606 155,00;21 515 106,00;1 091 049,00;5,07
135;6;Девон-Кредит;1972;Татарстан;22 046 867,00;20 230 857,00;1 816 010,00;8,98
136;-1;Кредит Урал Банк;2584;Челябинская обл.;21 823 277,00;21 947 788,00;-124 511,00;-0,57
137;-9;БФГ-Кредит;3068;Москва и обл.;21 680 457,00;23 455 157,00;-1 774 700,00;-7,57
138;1;М2М Прайвет Банк;1414;Москва и обл.;21 391 559,00;20 625 528,00;766 031,00;3,71
139;-3;Тойота Банк;3470;Москва и обл.;21 181 917,00;21 777 302,00;-595 385,00;-2,73
140;2;Смоленский Банк;2029;Смоленская обл.;21 022 663,00;19 658 229,00;1 364 434,00;6,94
141;-1;Кольцо Урала;65;Свердловская обл.;20 950 520,00;20 429 985,00;520 535,00;2,55
142;1;Мой Банк;2939;Москва и обл.;20 680 288,00;19 331 621,00;1 348 667,00;6,98
143;-29;Банк Кредит Свисс;2494;Москва и обл.;20 458 047,00;25 687 880,00;-5 229 833,00;-20,36
144;10;Модульбанк;1927;Костромская обл.;19 965 646,00;17 674 938,00;2 290 708,00;12,96
145;-1;Альта-Банк;2269;Москва и обл.;19 761 176,00;19 256 324,00;504 852,00;2,62
146;-1;ФИА-Банк;2542;Самарская обл.;19 675 929,00;19 108 288,00;567 641,00;2,97
147;-1;Агропромкредит;2880;Москва и обл.;19 399 025,00;19 088 539,00;310 486,00;1,63
148;1;Росэнергобанк;2211;Москва и обл.;19 128 862,00;18 568 783,00;560 079,00;3,02
149;-2;Натиксис Банк;3390;Москва и обл.;18 995 903,00;18 842 400,00;153 503,00;0,81
150;6;МБА-Москва;3395;Москва и обл.;18 625 858,00;17 222 892,00;1 402 966,00;8,15
151;-3;Уралтрансбанк;812;Свердловская обл.;18 545 683,00;18 586 537,00;-40 854,00;-0,22
152;1;Банк Проектного Финансирования;1677;Москва и обл.;18 455 890,00;17 828 458,00;627 432,00;3,52
153;-1;Спурт Банк;2207;Татарстан;18 026 360,00;17 863 515,00;162 845,00;0,91
154;-4;Урал ФД;249;Пермская обл.;17 894 920,00;18 471 338,00;-576 418,00;-3,12
155;-4;Солидарность;554;Самарская обл.;17 678 591,00;18 432 124,00;-753 533,00;-4,09
156;-1;С банк;2581;Москва и обл.;17 574 837,00;17 390 550,00;184 287,00;1,06
157;1;Левобережный;1343;Новосибирская обл.;17 390 111,00;16 801 040,00;589 071,00;3,51
158;-1;Тимер Банк;1581;Татарстан;16 955 962,00;17 159 408,00;-203 446,00;-1,19
159;1;НОМОС-Региобанк;539;Хабаровский край;16 707 948,00;16 275 908,00;432 040,00;2,65
160;2;ГПБ-Ипотека;2403;Москва и обл.;16 619 234,00;16 204 565,00;414 669,00;2,56
161;0;ПЧРБ Банк;3291;Москва и обл.;16 506 911,00;16 243 940,00;262 971,00;1,62
162;2;Ланта-Банк;1920;Москва и обл.;15 909 794,00;15 556 100,00;353 694,00;2,27
163;-4;Европейский Трастовый Банк;2968;Москва и обл.;15 678 895,00;16 285 967,00;-607 072,00;-3,73
164;11;Образование;1521;Москва и обл.;15 654 730,00;13 727 434,00;1 927 296,00;14,04
165;0;Энергобанк;67;Татарстан;15 590 631,00;15 380 080,00;210 551,00;1,37
166;51;Углеметбанк;2997;Челябинская обл.;15 576 869,00;10 151 254,00;5 425 615,00;53,45
167;-1;БМВ Банк;3482;Москва и обл.;15 538 191,00;14 910 304,00;627 887,00;4,21
168;-5;Западный;2598;Москва и обл.;15 191 525,00;15 854 477,00;-662 952,00;-4,18
169;12;Сетелем Банк;2168;Москва и обл.;14 987 879,00;13 289 931,00;1 697 948,00;12,78
170;8;Интерпрогрессбанк;600;Москва и обл.;14 949 204,00;13 386 142,00;1 563 062,00;11,68
171;2;Русстройбанк;3205;Москва и обл.;14 785 347,00;13 932 362,00;852 985,00;6,12
172;-4;Норвик Банк;902;Кировская обл.;14 438 984,00;14 168 186,00;270 798,00;1,91
173;-2;НБД-Банк;1966;Нижегородская обл.;14 351 491,00;14 082 385,00;269 106,00;1,91
174;-7;Инвесткапиталбанк;2377;Башкортостан;14 256 849,00;14 437 678,00;-180 829,00;-1,25
175;-3;БыстроБанк;1745;Удмуртия;14 157 212,00;14 047 540,00;109 672,00;0,78
176;-7;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;14 101 198,00;14 118 647,00;-17 449,00;-0,12
177;-7;Морской Банк;77;Москва и обл.;13 890 599,00;14 087 260,00;-196 661,00;-1,40
178;2;Курскпромбанк;735;Курская обл.;13 848 834,00;13 350 037,00;498 797,00;3,74
179;-2;Центркомбанк;2983;Москва и обл.;13 649 844,00;13 530 868,00;118 976,00;0,88
180;-4;Гута-Банк;256;Москва и обл.;13 513 686,00;13 534 290,00;-20 604,00;-0,15
181;-7;Мосстройэкономбанк (М Банк);948;Москва и обл.;13 465 230,00;13 744 583,00;-279 353,00;-2,03
182;-3;Алмазэргиэнбанк;2602;Саха (Якутия);13 406 686,00;13 369 192,00;37 494,00;0,28
183;1;Интехбанк;2705;Татарстан;13 120 810,00;12 860 869,00;259 941,00;2,02
184;2;Развитие-Столица;3013;Москва и обл.;12 960 380,00;12 704 291,00;256 089,00;2,02
185;0;Новокузнецкий Муниципальный Банк;2865;Кемеровская обл.;12 854 645,00;12 761 871,00;92 774,00;0,73
186;2;Александровский;53;Санкт-Петербург и обл.;12 763 276,00;12 663 345,00;99 931,00;0,79
187;-5;Рост Банк;2888;Татарстан;12 762 707,00;13 181 340,00;-418 633,00;-3,18
188;-1;Эллипс Банк;1950;Нижегородская обл.;12 728 185,00;12 697 395,00;30 790,00;0,24
189;7;Легион;3117;Москва и обл.;12 704 613,00;11 914 320,00;790 293,00;6,63
190;2;ББР Банк;2929;Москва и обл.;12 582 508,00;12 215 216,00;367 292,00;3,01
191;3;Гаранти Банк — Москва;3275;Москва и обл.;12 528 604,00;11 989 127,00;539 477,00;4,50
192;-9;Фининвест;671;Москва и обл.;12 446 356,00;12 930 333,00;-483 977,00;-3,74
193;17;Держава;2738;Москва и обл.;12 361 203,00;10 586 197,00;1 775 006,00;16,77
194;-4;Эс-Би-Ай Банк;3185;Москва и обл.;12 054 633,00;12 520 854,00;-466 221,00;-3,72
195;0;Первомайский;518;Краснодарский край;12 000 844,00;11 974 781,00;26 063,00;0,22
196;25;Национальная Факторинговая Компания;3437;Москва и обл.;11 998 214,00;10 101 946,00;1 896 268,00;18,77
197;-6;Российский Кредит;324;Москва и обл.;11 941 008,00;12 422 040,00;-481 032,00;-3,87
198;-1;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;11 914 762,00;11 620 859,00;293 903,00;2,53
199;6;Тольяттихимбанк;2507;Самарская обл.;11 909 475,00;11 001 539,00;907 936,00;8,25
200;7;Банк «Советский»;558;Санкт-Петербург и обл.;11 866 420,00;10 921 879,00;944 541,00;8,65
201;3;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;11 775 420,00;11 192 752,00;582 668,00;5,21
202;4;ВУЗ-Банк;1557;Свердловская обл.;11 712 696,00;10 922 228,00;790 468,00;7,24
203;0;СтарБанк;548;Москва и обл.;11 700 213,00;11 215 984,00;484 229,00;4,32
204;7;МАК-Банк;1088;Москва и обл.;11 622 521,00;10 347 290,00;1 275 231,00;12,32
205;-4;Форштадт;2208;Оренбургская обл.;11 518 787,00;11 224 937,00;293 850,00;2,62
206;30;Алеф-Банк;2119;Москва и обл.;11 412 540,00;9 269 717,00;2 142 823,00;23,12
207;-8;Солидарность (Москва);1555;Москва и обл.;11 306 555,00;11 365 363,00;-58 808,00;-0,52
208;-6;АйМаниБанк;1975;Республика Алтай;11 179 482,00;11 220 403,00;-40 921,00;-0,36
209;-11;БКС Банк;101;Новосибирская обл.;11 131 397,00;11 407 102,00;-275 705,00;-2,42
210;29;Расчетно-Кредитный Банк;103;Москва и обл.;11 063 914,00;9 041 381,00;2 022 533,00;22,37
211;-3;ТЭМБР-Банк;2764;Москва и обл.;10 907 896,00;10 750 167,00;157 729,00;1,47
212;19;Огни Москвы;2328;Москва и обл.;10 709 713,00;9 425 668,00;1 284 045,00;13,62
213;1;Энергомашбанк;52;Санкт-Петербург и обл.;10 659 246,00;10 270 795,00;388 451,00;3,78
214;14;Рост;2589;Москва и обл.;10 614 891,00;9 587 643,00;1 027 248,00;10,71
215;-2;РосДорБанк;1573;Москва и обл.;10 603 022,00;10 284 319,00;318 703,00;3,10
216;-7;Московское Ипотечное Агентство;3344;Москва и обл.;10 572 038,00;10 608 395,00;-36 357,00;-0,34
217;-28;Мерседес-Бенц Банк Рус;3473;Москва и обл.;10 549 174,00;12 545 146,00;-1 995 972,00;-15,91
218;-3;Банк ПСА Финанс Рус;3481;Москва и обл.;10 507 396,00;10 247 259,00;260 137,00;2,54
219;0;Роспромбанк;3204;Москва и обл.;10 479 834,00;10 121 506,00;358 328,00;3,54
220;2;НК Банк;2755;Москва и обл.;10 478 734,00;10 074 071,00;404 663,00;4,02
221;2;МАСТ-Банк;3267;Москва и обл.;10 471 194,00;10 051 504,00;419 690,00;4,18
222;5;Пушкино;391;Москва и обл.;10 452 900,00;9 630 607,00;822 293,00;8,54
223;-7;Интрастбанк;3144;Москва и обл.;10 268 345,00;10 194 315,00;74 030,00;0,73
224;-24;Финпромбанк (ФПБ Банк);2157;Москва и обл.;10 238 702,00;11 295 592,00;-1 056 890,00;-9,36
225;-13;Аресбанк;2914;Москва и обл.;10 164 410,00;10 292 393,00;-127 983,00;-1,24
226;-2;Социнвестбанк;1132;Башкортостан;10 113 486,00;10 028 139,00;85 347,00;0,85
227;37;Рублев;3098;Москва и обл.;10 110 708,00;7 781 937,00;2 328 771,00;29,93
228;13;Энерготрансбанк;1307;Калининградская обл.;10 106 854,00;9 027 451,00;1 079 403,00;11,96
229;3;Газэнергобанк;3252;Калужская обл.;10 088 205,00;9 412 564,00;675 641,00;7,18
230;-12;Хлынов;254;Кировская обл.;10 037 679,00;10 142 724,00;-105 045,00;-1,04
231;-6;Гранд Инвест Банк;3053;Москва и обл.;10 036 283,00;9 933 175,00;103 108,00;1,04
232;-2;Мир Бизнес Банк;3396;Москва и обл.;10 013 131,00;9 437 999,00;575 132,00;6,09
233;21;Гарант-Инвест;2576;Москва и обл.;9 987 022,00;8 315 442,00;1 671 580,00;20,10
234;3;Европейский;1616;Калининградская обл.;9 982 135,00;9 266 627,00;715 508,00;7,72
235;27;Нацинвестпромбанк;3077;Москва и обл.;9 924 189,00;7 889 604,00;2 034 585,00;25,79
236;-1;Банк24.ру;2227;Свердловская обл.;9 702 417,00;9 278 982,00;423 435,00;4,56
237;1;Росэксимбанк;2790;Москва и обл.;9 700 217,00;9 185 687,00;514 530,00;5,60
238;-18;АБ Финанс;514;Москва и обл.;9 674 991,00;10 105 832,00;-430 841,00;-4,26
239;8;Аверс;415;Татарстан;9 505 664,00;8 709 406,00;796 258,00;9,14
240;-6;Прио-Внешторгбанк;212;Рязанская обл.;9 394 785,00;9 291 030,00;103 755,00;1,12
241;5;Банк Оренбург;3269;Оренбургская обл.;9 279 227,00;8 720 514,00;558 713,00;6,41
242;0;Банк Жилищного Финансирования;3138;Москва и обл.;9 217 165,00;8 944 582,00;272 583,00;3,05
243;18;СЭБ Банк;3235;Санкт-Петербург и обл.;9 164 696,00;7 923 347,00;1 241 349,00;15,67
244;4;Пойдем!;2534;Москва и обл.;9 079 621,00;8 637 191,00;442 430,00;5,12
245;6;Квантмобайл Банк;1189;Омская обл.;9 041 172,00;8 554 486,00;486 686,00;5,69
246;-3;АктивКапитал Банк;3006;Самарская обл.;9 017 551,00;8 902 191,00;115 360,00;1,30
247;6;Экопромбанк;2011;Пермская обл.;8 924 641,00;8 399 389,00;525 252,00;6,25
248;41;Крокус-Банк;2682;Москва и обл.;8 922 871,00;6 788 894,00;2 133 977,00;31,43
249;10;Холдинг-Кредит;3030;Москва и обл.;8 888 920,00;7 977 136,00;911 784,00;11,43
250;5;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;8 878 542,00;8 202 550,00;675 992,00;8,24
251;-58;Тройка-Д Банк;3431;Москва и обл.;8 872 029,00;12 048 092,00;-3 176 063,00;-26,36
252;-7;Экономбанк;1319;Саратовская обл.;8 827 876,00;8 731 799,00;96 077,00;1,10
253;-9;Современный Коммерческий Инновационный Банк;3329;Калужская обл.;8 649 669,00;8 740 551,00;-90 882,00;-1,04
254;-14;Национальный Банк Развития Бизнеса;2795;Москва и обл.;8 629 112,00;9 038 271,00;-409 159,00;-4,53
255;-22;Свенска Хандельсбанкен;3455;Москва и обл.;8 607 632,00;9 328 091,00;-720 459,00;-7,72
256;-7;Бэнк оф Чайна;2309;Москва и обл.;8 496 049,00;8 597 183,00;-101 134,00;-1,18
257;3;Денизбанк Москва;3330;Москва и обл.;8 386 776,00;7 959 792,00;426 984,00;5,36
258;11;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;8 343 777,00;7 497 064,00;846 713,00;11,29
259;6;СИАБ;3245;Санкт-Петербург и обл.;8 338 432,00;7 767 633,00;570 799,00;7,35
