Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Июль, 2019, тыс. рублей;Июнь, 2019, тыс. рублей;Изменение, тыс. рублей;Изменение, %
25;0;Почта Банк;650;Москва и обл.;458 439 249,00;444 796 571,00;13 642 678,00;3,07
26;-2;Новикомбанк;2546;Москва и обл.;445 506 696,00;447 977 578,00;-2 470 882,00;-0,55
27;2;ИНГ Банк;2495;Москва и обл.;345 510 846,00;315 917 570,00;29 593 276,00;9,37
28;-2;Русский Стандарт;2289;Москва и обл.;337 140 424,00;340 079 859,00;-2 939 435,00;-0,86
29;-1;Пересвет;2110;Москва и обл.;330 524 269,00;327 565 777,00;2 958 492,00;0,90
30;-3;Связь-Банк;1470;Москва и обл.;316 884 745,00;337 297 727,00;-20 412 982,00;-6,05
31;-1;Банк ДОМ.РФ;2312;Москва и обл.;304 015 319,00;295 078 344,00;8 936 975,00;3,03
32;0;Возрождение;1439;Москва и обл.;289 843 517,00;282 802 324,00;7 041 193,00;2,49
33;-2;Московский Индустриальный Банк;912;Москва и обл.;285 301 167,00;284 482 924,00;818 243,00;0,29
34;0;Абсолют Банк;2306;Москва и обл.;274 556 751,00;272 299 530,00;2 257 221,00;0,83
35;-2;Восточный Банк;1460;Амурская обл.;272 746 594,00;273 140 314,00;-393 720,00;-0,14
36;0;Сургутнефтегазбанк;588;Ханты-Мансийский АО — Югра;263 578 616,00;258 308 503,00;5 270 113,00;2,04
37;-2;Хоум Кредит Банк;316;Москва и обл.;261 481 052,00;260 212 008,00;1 269 044,00;0,49
38;-1;Уральский Банк Реконструкции и Развития;429;Свердловская обл.;247 859 548,00;255 951 950,00;-8 092 402,00;-3,16
39;-1;Банк Зенит;3255;Москва и обл.;212 494 448,00;216 742 886,00;-4 248 438,00;-1,96
40;0;Инвестторгбанк;2763;Москва и обл.;202 286 078,00;198 577 961,00;3 708 117,00;1,87
41;1;РНКБ;1354;Симферополь;190 964 513,00;184 960 289,00;6 004 224,00;3,25
42;2;Ренессанс Кредит;3354;Москва и обл.;179 999 468,00;174 737 434,00;5 262 034,00;3,01
43;0;МТС Банк;2268;Москва и обл.;179 273 459,00;184 086 389,00;-4 812 930,00;-2,61
44;-3;Экспресс-Волга;3085;Костромская обл.;177 205 260,00;185 970 299,00;-8 765 039,00;-4,71
45;0;ОТП Банк;2766;Москва и обл.;175 347 836,00;170 299 524,00;5 048 312,00;2,96
46;1;Кредит Европа Банк;3311;Москва и обл.;156 923 579,00;155 438 952,00;1 484 627,00;0,96
47;1;Национальный Расчетный Депозитарий;3294;Москва и обл.;153 907 679,00;153 782 151,00;125 528,00;0,08
48;-2;Транскапиталбанк;2210;Москва и обл.;151 482 826,00;159 292 227,00;-7 809 401,00;-4,90
49;1;Русфинанс Банк;1792;Самарская обл.;148 013 873,00;147 779 465,00;234 408,00;0,16
50;1;Сетелем Банк;2168;Москва и обл.;143 715 799,00;145 673 683,00;-1 957 884,00;-1,34
51;1;Запсибкомбанк;918;Тюменская обл.;137 252 935,00;136 189 232,00;1 063 703,00;0,78
52;-3;Росэксимбанк;2790;Москва и обл.;135 726 418,00;150 967 292,00;-15 240 874,00;-10,10
53;0;Авангард;2879;Москва и обл.;131 587 284,00;134 199 194,00;-2 611 910,00;-1,95
54;4;МСП Банк;3340;Москва и обл.;129 551 036,00;117 172 091,00;12 378 945,00;10,56
55;-1;Роскосмосбанк;2989;Москва и обл.;126 702 146,00;127 656 076,00;-953 930,00;-0,75
56;-1;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;125 304 886,00;123 974 775,00;1 330 111,00;1,07
57;0;ЦентроКредит;121;Москва и обл.;124 395 577,00;117 837 498,00;6 558 079,00;5,57
58;-2;Банк Финсервис;3388;Москва и обл.;122 927 115,00;122 142 140,00;784 975,00;0,64
59;1;Локо-Банк;2707;Москва и обл.;119 702 179,00;114 627 267,00;5 074 912,00;4,43
60;-1;Центр-инвест;2225;Ростовская обл.;115 294 241,00;115 072 318,00;221 923,00;0,19
61;1;ВУЗ-Банк;1557;Свердловская обл.;107 458 560,00;104 998 812,00;2 459 748,00;2,34
62;4;РН Банк;170;Москва и обл.;105 871 263,00;102 820 331,00;3 050 932,00;2,97
63;-2;СКБ-Банк;705;Свердловская обл.;105 512 073,00;109 329 704,00;-3 817 631,00;-3,49
64;-1;Таврический Банк;2304;Санкт-Петербург и обл.;104 152 123,00;104 701 815,00;-549 692,00;-0,53
65;3;Кубань Кредит;2518;Краснодарский край;101 466 870,00;98 843 365,00;2 623 505,00;2,65
66;1;Аверс;415;Татарстан;99 336 406,00;102 630 622,00;-3 294 216,00;-3,21
67;4;Балтинвестбанк;3176;Санкт-Петербург и обл.;99 176 955,00;97 131 343,00;2 045 612,00;2,11
68;1;Союз;2307;Москва и обл.;98 202 308,00;98 641 553,00;-439 245,00;-0,45
69;-4;Нордеа Банк;3016;Москва и обл.;96 983 735,00;103 172 514,00;-6 188 779,00;-6,00
70;0;Экспобанк;2998;Москва и обл.;92 731 065,00;97 917 179,00;-5 186 114,00;-5,30
71;1;Металлинвестбанк;2440;Москва и обл.;89 787 752,00;90 936 244,00;-1 148 492,00;-1,26
72;3;Дойче Банк;3328;Москва и обл.;81 314 315,00;75 785 875,00;5 528 440,00;7,29
73;-9;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;80 764 497,00;103 403 516,00;-22 639 019,00;-21,89
74;7;Мидзухо Банк;3337;Москва и обл.;78 858 604,00;67 499 918,00;11 358 686,00;16,83
75;3;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;77 167 492,00;72 210 259,00;4 957 233,00;6,86
76;0;Тойота Банк;3470;Москва и обл.;74 145 750,00;73 767 483,00;378 267,00;0,51
77;-4;РГС Банк;3073;Москва и обл.;73 200 606,00;80 623 233,00;-7 422 627,00;-9,21
78;2;БКС Банк;101;Москва и обл.;70 366 428,00;69 793 988,00;572 440,00;0,82
79;0;Эм-Ю-Эф-Джи Банк (Евразия);3465;Москва и обл.;66 163 946,00;71 460 436,00;-5 296 490,00;-7,41
80;3;Банк Интеза;2216;Москва и обл.;64 219 547,00;63 645 889,00;573 658,00;0,90
81;8;Тимер Банк;1581;Татарстан;63 608 902,00;60 829 011,00;2 779 891,00;4,57
82;3;Примсоцбанк;2733;Приморский край;63 352 547,00;63 035 477,00;317 070,00;0,50
83;1;Левобережный;1343;Новосибирская обл.;63 249 871,00;63 197 563,00;52 308,00;0,08
84;3;Севергазбанк;2816;Вологодская обл.;63 004 539,00;61 638 651,00;1 365 888,00;2,22
85;-3;СДМ-Банк;1637;Москва и обл.;62 940 236,00;67 479 241,00;-4 539 005,00;-6,73
86;-9;АйСиБиСи Банк;3475;Москва и обл.;61 303 907,00;73 513 383,00;-12 209 476,00;-16,61
87;-1;Мир Бизнес Банк;3396;Москва и обл.;60 496 486,00;61 900 144,00;-1 403 658,00;-2,27
88;2;Крайинвестбанк;3360;Краснодарский край;60 237 830,00;59 591 837,00;645 993,00;1,08
89;-1;Коммерцбанк (Евразия);3333;Москва и обл.;59 636 834,00;61 232 937,00;-1 596 103,00;-2,61
90;6;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;57 224 564,00;52 268 292,00;4 956 272,00;9,48
91;3;ББР Банк;2929;Москва и обл.;55 208 336,00;53 262 267,00;1 946 069,00;3,65
92;-1;БНП Париба Банк;3407;Москва и обл.;54 913 982,00;54 946 226,00;-32 244,00;-0,06
93;0;Челиндбанк;485;Челябинская обл.;54 136 959,00;53 545 828,00;591 131,00;1,10
94;5;Энерготрансбанк;1307;Калининградская обл.;53 631 842,00;48 902 443,00;4 729 399,00;9,67
95;0;Челябинвестбанк;493;Челябинская обл.;53 486 358,00;52 960 333,00;526 025,00;0,99
96;2;Фора-Банк;1885;Москва и обл.;50 362 807,00;49 128 015,00;1 234 792,00;2,51
97;-5;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;48 593 952,00;54 298 778,00;-5 704 826,00;-10,51
98;3;Газэнергобанк;3252;Калужская обл.;48 587 285,00;48 218 985,00;368 300,00;0,76
99;3;Генбанк;2490;Симферополь;48 582 817,00;47 982 233,00;600 584,00;1,25
100;3;Киви Банк;2241;Москва и обл.;47 635 494,00;47 923 024,00;-287 530,00;-0,60
101;-27;Банк Кредит Свисс;2494;Москва и обл.;46 522 835,00;80 132 422,00;-33 609 587,00;-41,94
102;2;Саровбизнесбанк;2048;Нижегородская обл.;45 451 262,00;44 351 917,00;1 099 345,00;2,48
103;8;Бэнк оф Чайна;2309;Москва и обл.;45 174 056,00;38 795 106,00;6 378 950,00;16,44
104;1;Фольксваген Банк Рус;3500;Москва и обл.;44 095 349,00;42 326 625,00;1 768 724,00;4,18
105;-8;СЭБ Банк;3235;Санкт-Петербург и обл.;43 932 467,00;51 124 706,00;-7 192 239,00;-14,07
106;0;Объединенный Капитал;2611;Санкт-Петербург и обл.;43 258 642,00;42 323 203,00;935 439,00;2,21
107;-7;Дж. П. Морган Банк;2629;Москва и обл.;43 138 094,00;48 716 714,00;-5 578 620,00;-11,45
108;-1;Платежный Центр;3166;Новосибирская обл.;42 764 607,00;41 256 628,00;1 507 979,00;3,66
109;-1;Международный Финансовый Клуб;2618;Москва и обл.;41 745 452,00;39 536 980,00;2 208 472,00;5,59
110;7;Аресбанк;2914;Москва и обл.;41 226 604,00;35 793 558,00;5 433 046,00;15,18
111;-1;Солидарность;554;Самарская обл.;40 195 415,00;39 191 502,00;1 003 913,00;2,56
112;1;БМВ Банк;3482;Москва и обл.;39 962 481,00;37 652 615,00;2 309 866,00;6,13
113;-1;БыстроБанк;1745;Удмуртия;39 463 260,00;38 762 331,00;700 929,00;1,81
114;-5;Интерпрогрессбанк;600;Москва и обл.;38 414 276,00;39 456 044,00;-1 041 768,00;-2,64
115;0;Кольцо Урала;65;Свердловская обл.;37 971 609,00;36 869 836,00;1 101 773,00;2,99
116;0;Дальневосточный Банк;843;Приморский край;35 837 076,00;36 251 530,00;-414 454,00;-1,14
117;2;Кредит Урал Банк;2584;Челябинская обл.;33 923 716,00;33 746 981,00;176 735,00;0,52
118;0;Приморье;3001;Приморский край;33 765 799,00;34 202 334,00;-436 535,00;-1,28
119;-5;Национальный Стандарт;3421;Москва и обл.;33 132 473,00;37 463 504,00;-4 331 031,00;-11,56
120;2;НС Банк;3124;Москва и обл.;31 791 881,00;30 794 536,00;997 345,00;3,24
121;18;Натиксис Банк;3390;Москва и обл.;31 573 582,00;22 393 119,00;9 180 463,00;41,00
122;2;Алмазэргиэнбанк;2602;Саха (Якутия);31 528 406,00;28 843 675,00;2 684 731,00;9,31
123;-3;Интерпромбанк;3266;Москва и обл.;31 404 342,00;31 617 098,00;-212 756,00;-0,67
124;-1;Квантмобайл Банк;1189;Москва и обл.;31 306 296,00;30 611 230,00;695 066,00;2,27
125;-4;Девон-Кредит;1972;Татарстан;30 397 582,00;31 081 275,00;-683 693,00;-2,20
126;19;Чайна Констракшн;3515;Москва и обл.;28 369 851,00;19 882 657,00;8 487 194,00;42,69
127;-1;МС Банк Рус;2789;Москва и обл.;27 207 574,00;26 266 648,00;940 926,00;3,58
128;-3;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;26 769 060,00;27 962 388,00;-1 193 328,00;-4,27
129;-1;Урал ФД;249;Пермская обл.;26 350 946,00;25 893 996,00;456 950,00;1,76
130;-1;Держава;2738;Москва и обл.;25 696 650,00;25 322 816,00;373 834,00;1,48
131;-1;Курскпромбанк;735;Курская обл.;25 515 708,00;25 242 474,00;273 234,00;1,08
132;-1;Ланта-Банк;1920;Москва и обл.;25 103 952,00;24 808 340,00;295 612,00;1,19
133;-1;Акибанк;2587;Татарстан;24 764 921,00;24 544 638,00;220 283,00;0,90
134;-1;Мерседес-Бенц Банк Рус;3473;Москва и обл.;24 175 160,00;24 160 798,00;14 362,00;0,06
135;1;Хлынов;254;Кировская обл.;24 115 253,00;23 397 373,00;717 880,00;3,07
136;-2;Энергобанк;67;Татарстан;23 919 785,00;23 863 215,00;56 570,00;0,24
137;1;Экономбанк;1319;Саратовская обл.;23 449 412,00;23 099 558,00;349 854,00;1,51
138;56;Инкахран;3454;Москва и обл.;22 317 963,00;10 293 955,00;12 024 008,00;116,81
139;2;НБД-Банк;1966;Нижегородская обл.;21 142 917,00;21 037 082,00;105 835,00;0,50
140;-13;ЦМРБанк;3531;Москва и обл.;21 038 793,00;25 906 098,00;-4 867 305,00;-18,79
141;2;Банк Акцепт;567;Новосибирская обл.;20 938 051,00;20 514 159,00;423 892,00;2,07
142;-2;Москоммерцбанк;3365;Москва и обл.;20 862 967,00;22 200 499,00;-1 337 532,00;-6,02
143;-1;Джей энд Ти Банк;3061;Москва и обл.;20 142 423,00;20 800 523,00;-658 100,00;-3,16
144;12;Денизбанк Москва;3330;Москва и обл.;20 037 823,00;17 065 049,00;2 972 774,00;17,42
145;3;Пойдем!;2534;Москва и обл.;19 561 612,00;19 263 011,00;298 601,00;1,55
146;0;Агропромкредит;2880;Москва и обл.;19 336 823,00;19 734 154,00;-397 331,00;-2,01
147;-3;Ури Банк;3479;Москва и обл.;19 322 599,00;20 343 803,00;-1 021 204,00;-5,02
148;-1;Татсоцбанк;480;Татарстан;18 970 866,00;19 672 879,00;-702 013,00;-3,57
149;1;Александровский;53;Санкт-Петербург и обл.;18 893 920,00;18 596 901,00;297 019,00;1,60
150;-13;Тольяттихимбанк;2507;Самарская обл.;18 871 734,00;23 269 604,00;-4 397 870,00;-18,90
151;-2;Липецккомбанк;1242;Липецкая обл.;18 295 250,00;18 857 526,00;-562 276,00;-2,98
152;1;Инбанк;1829;Москва и обл.;18 202 124,00;17 414 106,00;788 018,00;4,53
153;-1;Московское Ипотечное Агентство;3344;Москва и обл.;18 186 774,00;17 498 252,00;688 522,00;3,93
154;15;Национальная Факторинговая Компания;3437;Москва и обл.;18 066 489,00;14 657 647,00;3 408 842,00;23,26
155;-1;Кошелев-Банк;3300;Самарская обл.;17 651 029,00;17 403 739,00;247 290,00;1,42
156;-1;Алеф-Банк;2119;Москва и обл.;17 015 408,00;17 198 838,00;-183 430,00;-1,07
157;-22;Данске Банк;3307;Санкт-Петербург и обл.;16 968 759,00;23 539 198,00;-6 570 439,00;-27,91
158;-7;Ишбанк;2867;Москва и обл.;16 253 367,00;17 723 759,00;-1 470 392,00;-8,30
159;0;Развитие-Столица;3013;Москва и обл.;16 178 604,00;15 803 078,00;375 526,00;2,38
160;-3;Прио-Внешторгбанк;212;Рязанская обл.;16 165 637,00;16 275 043,00;-109 406,00;-0,67
161;-1;Модульбанк;1927;Костромская обл.;16 111 454,00;15 619 919,00;491 535,00;3,15
162;2;РосДорБанк;1573;Москва и обл.;15 148 020,00;15 199 898,00;-51 878,00;-0,34
163;-2;Морской Банк;77;Москва и обл.;15 132 058,00;15 440 325,00;-308 267,00;-2,00
164;4;Ассоциация;732;Нижегородская обл.;15 109 239,00;14 709 564,00;399 675,00;2,72
165;0;Норвик Банк;902;Кировская обл.;15 095 870,00;14 955 149,00;140 721,00;0,94
166;0;Форштадт;2208;Оренбургская обл.;15 064 660,00;14 901 293,00;163 367,00;1,10
167;0;Собинбанк;1317;Москва и обл.;14 788 765,00;14 880 120,00;-91 355,00;-0,61
168;-6;Гарант-Инвест;2576;Москва и обл.;14 625 517,00;15 219 761,00;-594 244,00;-3,90
169;-11;Консервативный Коммерческий Банк;1087;Астраханская обл.;14 454 528,00;16 033 561,00;-1 579 033,00;-9,85
170;1;Национальный Резервный Банк;2170;Москва и обл.;14 300 833,00;14 350 833,00;-50 000,00;-0,35
171;1;Финанс Бизнес Банк;520;Москва и обл.;14 108 640,00;14 199 414,00;-90 774,00;-0,64
172;1;Банк Казани;708;Татарстан;13 912 402,00;13 470 184,00;442 218,00;3,28
173;-10;НК Банк;2755;Москва и обл.;13 867 561,00;15 202 680,00;-1 335 119,00;-8,78
174;-4;Промтрансбанк;2638;Башкортостан;12 619 875,00;14 375 533,00;-1 755 658,00;-12,21
175;11;ЮMoney;3510;Россия;12 601 180,00;11 069 774,00;1 531 406,00;13,83
176;1;КС Банк;1752;Мордовия;12 521 882,00;12 417 608,00;104 274,00;0,84
177;-2;Реалист Банк;1067;Иркутская обл.;12 460 016,00;13 068 644,00;-608 628,00;-4,66
178;1;Нижневолжский Коммерческий Банк;931;Саратовская обл.;12 324 643,00;11 964 861,00;359 782,00;3,01
179;1;НИКО-Банк;702;Оренбургская обл.;12 311 555,00;11 766 924,00;544 631,00;4,63
180;3;Датабанк;646;Удмуртия;12 077 275,00;11 534 593,00;542 682,00;4,70
181;-5;Чайнасельхозбанк;3529;Москва и обл.;12 044 522,00;12 553 052,00;-508 530,00;-4,05
182;-1;Банк Оренбург;3269;Оренбургская обл.;11 976 130,00;11 642 854,00;333 276,00;2,86
183;-5;Нацинвестпромбанк;3077;Москва и обл.;11 910 013,00;12 341 798,00;-431 785,00;-3,50
184;0;Руснарбанк;3403;Москва и обл.;11 726 098,00;11 451 145,00;274 953,00;2,40
185;10;РЕСО Кредит;3450;Москва и обл.;11 648 135,00;10 094 578,00;1 553 557,00;15,39
186;-4;ТЭМБР-Банк;2764;Москва и обл.;11 526 499,00;11 639 824,00;-113 325,00;-0,97
187;3;Банк БКФ;2684;Москва и обл.;11 461 086,00;10 709 974,00;751 112,00;7,01
188;-14;КЭБ ЭйчЭнБи Банк;3525;Москва и обл.;11 293 401,00;13 462 875,00;-2 169 474,00;-16,11
189;0;Снежинский;1376;Челябинская обл.;11 137 233,00;10 857 024,00;280 209,00;2,58
190;10;Голдман Сакс Банк;3490;Москва и обл.;11 017 908,00;8 781 974,00;2 235 934,00;25,46
191;0;Юг-Инвестбанк;2772;Краснодарский край;10 873 534,00;10 681 191,00;192 343,00;1,80
192;-5;МБА-Москва;3395;Москва и обл.;10 766 882,00;10 966 638,00;-199 756,00;-1,82
193;3;Екатеринбург;3161;Свердловская обл.;10 742 152,00;9 858 016,00;884 136,00;8,97
194;-2;Русьуниверсалбанк;3293;Москва и обл.;10 325 163,00;10 662 400,00;-337 237,00;-3,16
195;-7;Солид Банк;1329;Приморский край;10 095 256,00;10 917 597,00;-822 341,00;-7,53
196;15;Ростфинанс;481;Ростовская обл.;10 090 753,00;7 605 750,00;2 485 003,00;32,67
197;-4;Углеметбанк;2997;Челябинская обл.;9 965 104,00;10 387 864,00;-422 760,00;-4,07
198;-13;Банк Раунд;2506;Москва и обл.;9 926 820,00;11 128 894,00;-1 202 074,00;-10,80
199;-2;Банк Жилищного Финансирования;3138;Москва и обл.;9 903 274,00;9 447 897,00;455 377,00;4,82
200;9;Морган Стэнли Банк;3456;Москва и обл.;9 743 239,00;7 733 487,00;2 009 752,00;25,99
201;-3;Эс-Би-Ай Банк;3185;Москва и обл.;9 553 569,00;8 976 481,00;577 088,00;6,43
202;0;Автоторгбанк;2776;Москва и обл.;9 122 124,00;8 653 284,00;468 840,00;5,42
203;14;Зираат Банк;2559;Москва и обл.;9 050 813,00;7 233 351,00;1 817 462,00;25,13
204;-1;Томскпромстройбанк;1720;Томская обл.;8 612 508,00;8 540 218,00;72 290,00;0,85
205;-4;Энергомашбанк;52;Санкт-Петербург и обл.;8 428 118,00;8 745 906,00;-317 788,00;-3,63
206;-2;Хакасский Муниципальный Банк;1049;Хакасия;8 414 385,00;8 300 284,00;114 101,00;1,37
207;-8;Эксперт Банк;2949;Омская обл.;8 376 494,00;8 798 689,00;-422 195,00;-4,80
208;-2;Нейва;1293;Свердловская обл.;8 189 967,00;7 890 842,00;299 125,00;3,79
209;-4;Кузнецкбизнесбанк;1158;Кемеровская обл.;8 019 563,00;7 925 167,00;94 396,00;1,19
210;-2;Кранбанк;2271;Ивановская обл.;7 868 421,00;7 818 690,00;49 731,00;0,64
211;-1;Трансстройбанк;2807;Москва и обл.;7 719 030,00;7 728 847,00;-9 817,00;-0,13
212;-5;Ю Би Эс Банк;3463;Москва и обл.;7 686 109,00;7 882 703,00;-196 594,00;-2,49
213;29;Альба Альянс;2593;Москва и обл.;7 668 076,00;5 809 838,00;1 858 238,00;31,98
214;-1;Актив Банк;2529;Мордовия;7 643 609,00;7 512 529,00;131 080,00;1,74
215;-3;Московский Нефтехимический Банк;1411;Москва и обл.;7 566 097,00;7 576 085,00;-9 988,00;-0,13
216;0;Белгородсоцбанк;760;Белгородская обл.;7 474 756,00;7 406 917,00;67 839,00;0,92
217;-2;Нефтепромбанк;2156;Москва и обл.;7 361 523,00;7 424 984,00;-63 461,00;-0,85
218;-4;Гута-Банк;256;Москва и обл.;7 240 193,00;7 469 479,00;-229 286,00;-3,07
219;28;Банк Фридом Финанс;1143;Москва и обл.;7 229 628,00;4 984 644,00;2 244 984,00;45,04
220;2;Ставропольпромстройбанк;1288;Ставропольский край;7 104 550,00;6 799 634,00;304 916,00;4,48
221;-2;Сибсоцбанк;2015;Алтайский край;7 025 526,00;6 983 248,00;42 278,00;0,61
222;-2;Вокбанк;312;Нижегородская обл.;6 962 468,00;6 888 935,00;73 533,00;1,07
223;-5;Сити Инвест Банк;3194;Санкт-Петербург и обл.;6 944 840,00;7 050 963,00;-106 123,00;-1,51
224;-1;Северный Народный Банк;2721;Коми;6 860 444,00;6 697 871,00;162 573,00;2,43
225;-1;Проминвестбанк;2433;Москва и обл.;6 757 372,00;6 646 334,00;111 038,00;1,67
226;-5;СИАБ;3245;Санкт-Петербург и обл.;6 664 981,00;6 853 725,00;-188 744,00;-2,75
227;9;Финам Банк;2799;Москва и обл.;6 654 610,00;6 107 102,00;547 508,00;8,97
228;-3;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;6 570 005,00;6 620 477,00;-50 472,00;-0,76
229;-1;Новобанк;1352;Новгородская обл.;6 552 605,00;6 404 467,00;148 138,00;2,31
230;-4;Земский Банк;2900;Самарская обл.;6 488 612,00;6 495 873,00;-7 261,00;-0,11
231;-1;Енисейский Объединенный Банк;2645;Красноярский край;6 464 967,00;6 393 389,00;71 578,00;1,12
232;-5;Банк Оранжевый;1659;Санкт-Петербург и обл.;6 453 315,00;6 456 332,00;-3 017,00;-0,05
233;-4;Агророс;2860;Саратовская обл.;6 443 756,00;6 399 470,00;44 286,00;0,69
234;7;Азия-Инвест Банк;3303;Москва и обл.;6 439 314,00;5 851 086,00;588 228,00;10,05
235;-2;Кузнецкий;609;Пензенская обл.;6 292 091,00;6 270 790,00;21 301,00;0,34
236;-4;Венец;524;Ульяновская обл.;6 214 951,00;6 275 433,00;-60 482,00;-0,96
237;0;ФорБанк;2063;Москва и обл.;6 152 711,00;6 060 164,00;92 547,00;1,53
238;-3;Автоградбанк;1455;Татарстан;6 134 495,00;6 112 966,00;21 529,00;0,35
239;-5;Славия;2664;Москва и обл.;6 130 700,00;6 241 829,00;-111 129,00;-1,78
240;-1;Черноморский банк развития и реконструкции;3527;Симферополь;6 020 636,00;5 929 020,00;91 616,00;1,55
241;-10;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;5 899 891,00;6 326 047,00;-426 156,00;-6,74
242;-4;Русь;704;Оренбургская обл.;5 880 006,00;6 051 874,00;-171 868,00;-2,84
243;-3;Кубаньторгбанк;478;Краснодарский край;5 814 677,00;5 875 361,00;-60 684,00;-1,03
244;-1;Газтрансбанк;665;Краснодарский край;5 753 482,00;5 779 894,00;-26 412,00;-0,46
245;11;Индустриальный Сберегательный Банк;3175;Москва и обл.;5 397 979,00;4 544 463,00;853 516,00;18,78
246;-2;Зенит Сочи;232;Краснодарский край;5 345 872,00;5 447 796,00;-101 924,00;-1,87
247;-1;Нэклис-Банк;1671;Москва и обл.;5 183 544,00;5 209 589,00;-26 045,00;-0,50
248;0;Банк ПСА Финанс Рус;3481;Москва и обл.;5 136 156,00;4 972 075,00;164 081,00;3,30
249;0;Москва-Сити;3247;Москва и обл.;5 087 376,00;4 901 138,00;186 238,00;3,80
250;9;Стройлесбанк;2995;Тюменская обл.;5 031 559,00;4 266 796,00;764 763,00;17,92
251;-1;Платина;2347;Москва и обл.;4 980 390,00;4 865 739,00;114 651,00;2,36
252;12;Икано Банк;3519;Москва и обл.;4 784 111,00;4 067 795,00;716 316,00;17,61
253;-1;Роял Кредит Банк;783;Приморский край;4 686 658,00;4 663 595,00;23 063,00;0,49
254;-1;Горбанк;2982;Санкт-Петербург и обл.;4 667 754,00;4 662 532,00;5 222,00;0,11
255;-4;Севастопольский Морской Банк;3528;Севастополь;4 655 744,00;4 747 108,00;-91 364,00;-1,92
256;-1;Чувашкредитпромбанк;1280;Чувашия;4 630 732,00;4 643 260,00;-12 528,00;-0,27
257;-3;Камский Коммерческий Банк;438;Татарстан;4 501 095,00;4 650 744,00;-149 649,00;-3,22
258;-13;Крокус-Банк;2682;Москва и обл.;4 485 485,00;5 256 097,00;-770 612,00;-14,66
