Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Ноябрь, 2017, тыс. рублей;Октябрь, 2017, тыс. рублей;Изменение, тыс. рублей;Изменение, %
23;0;Ситибанк;2557;Москва и обл.;505 717 632,00;474 959 861,00;30 757 771,00;6,48
24;0;Ак Барс;2590;Татарстан;451 102 567,00;454 954 724,00;-3 852 157,00;-0,85
25;0;Русский Стандарт;2289;Москва и обл.;389 401 184,00;393 183 206,00;-3 782 022,00;-0,96
26;3;Всероссийский Банк Развития Регионов;3287;Москва и обл.;384 941 982,00;350 110 467,00;34 831 515,00;9,95
27;1;СМП Банк;3368;Москва и обл.;356 680 946,00;355 636 166,00;1 044 780,00;0,29
28;-2;Банк ДОМ.РФ;2312;Москва и обл.;333 332 284,00;376 874 897,00;-43 542 613,00;-11,55
29;-2;Уральский Банк Реконструкции и Развития;429;Свердловская обл.;330 868 465,00;362 994 007,00;-32 125 542,00;-8,85
30;0;Восточный Банк;1460;Амурская обл.;278 427 140,00;277 691 769,00;735 371,00;0,26
31;0;Новикомбанк;2546;Москва и обл.;276 502 167,00;274 852 342,00;1 649 825,00;0,60
32;0;Московский Индустриальный Банк;912;Москва и обл.;275 709 030,00;273 249 480,00;2 459 550,00;0,90
33;0;Тинькофф Банк;2673;Москва и обл.;266 376 497,00;260 132 687,00;6 243 810,00;2,40
34;0;Связь-Банк;1470;Москва и обл.;261 804 323,00;259 562 800,00;2 241 523,00;0,86
35;0;Возрождение;1439;Москва и обл.;253 730 190,00;259 392 965,00;-5 662 775,00;-2,18
36;1;Хоум Кредит Банк;316;Москва и обл.;253 497 672,00;251 109 393,00;2 388 279,00;0,95
37;-1;Абсолют Банк;2306;Москва и обл.;251 630 029,00;254 901 111,00;-3 271 082,00;-1,28
38;1;Пересвет;2110;Москва и обл.;236 936 561,00;244 019 126,00;-7 082 565,00;-2,90
39;-1;Банк Зенит;3255;Москва и обл.;235 493 175,00;244 502 366,00;-9 009 191,00;-3,68
40;1;Сургутнефтегазбанк;588;Ханты-Мансийский АО — Югра;225 048 976,00;225 377 785,00;-328 809,00;-0,15
41;-1;ИНГ Банк;2495;Москва и обл.;224 997 374,00;226 423 873,00;-1 426 499,00;-0,63
42;0;Транскапиталбанк;2210;Москва и обл.;220 652 003,00;209 695 340,00;10 956 663,00;5,23
43;0;Почта Банк;650;Москва и обл.;217 866 854,00;209 546 870,00;8 319 984,00;3,97
44;1;Экспресс-Волга;3085;Костромская обл.;209 949 352,00;198 068 870,00;11 880 482,00;6,00
45;2;РосЕвроБанк;3137;Москва и обл.;193 196 829,00;183 543 775,00;9 653 054,00;5,26
46;-2;Банк АВБ;23;Самарская обл.;187 372 802,00;201 252 629,00;-13 879 827,00;-6,90
47;-1;Нордеа Банк;3016;Москва и обл.;181 813 663,00;187 934 205,00;-6 120 542,00;-3,26
48;0;ДельтаКредит;3338;Москва и обл.;176 808 290,00;176 836 932,00;-28 642,00;-0,02
49;0;МТС Банк;2268;Москва и обл.;163 217 625,00;158 829 592,00;4 388 033,00;2,76
50;0;РГС Банк;3073;Москва и обл.;152 064 156,00;154 924 425,00;-2 860 269,00;-1,85
51;0;Глобэкс;1942;Москва и обл.;138 250 389,00;138 561 868,00;-311 479,00;-0,22
52;1;Инвестторгбанк;2763;Москва и обл.;138 030 072,00;137 799 378,00;230 694,00;0,17
53;-1;ОТП Банк;2766;Москва и обл.;136 553 207,00;138 058 945,00;-1 505 738,00;-1,09
54;0;Авангард;2879;Москва и обл.;136 089 937,00;137 061 606,00;-971 669,00;-0,71
55;0;Аверс;415;Татарстан;133 537 352,00;130 274 978,00;3 262 374,00;2,50
56;1;Кредит Европа Банк;3311;Москва и обл.;126 985 762,00;123 828 788,00;3 156 974,00;2,55
57;-1;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;125 331 862,00;127 372 173,00;-2 040 311,00;-1,60
58;0;Сетелем Банк;2168;Москва и обл.;124 396 304,00;123 364 479,00;1 031 825,00;0,84
59;0;Ренессанс Кредит;3354;Москва и обл.;123 722 157,00;121 340 237,00;2 381 920,00;1,96
60;0;СКБ-Банк;705;Свердловская обл.;119 617 858,00;120 656 281,00;-1 038 423,00;-0,86
61;2;Русфинанс Банк;1792;Самарская обл.;116 598 444,00;114 449 204,00;2 149 240,00;1,88
62;0;Запсибкомбанк;918;Тюменская обл.;115 063 337,00;116 383 933,00;-1 320 596,00;-1,13
63;-2;РНКБ;1354;Симферополь;113 629 308,00;117 855 935,00;-4 226 627,00;-3,59
64;1;Роскосмосбанк;2989;Москва и обл.;113 155 912,00;110 514 968,00;2 640 944,00;2,39
65;-1;МСП Банк;3340;Москва и обл.;110 370 515,00;114 232 717,00;-3 862 202,00;-3,38
66;0;Банк Финсервис;3388;Москва и обл.;110 068 678,00;106 138 005,00;3 930 673,00;3,70
67;2;Национальный Расчетный Депозитарий;3294;Москва и обл.;107 155 118,00;92 874 161,00;14 280 957,00;15,38
68;-1;Центр-инвест;2225;Ростовская обл.;103 587 008,00;104 689 603,00;-1 102 595,00;-1,05
69;-1;Таврический Банк;2304;Санкт-Петербург и обл.;99 959 086,00;100 298 213,00;-339 127,00;-0,34
70;0;Балтинвестбанк;3176;Санкт-Петербург и обл.;90 911 185,00;90 765 158,00;146 027,00;0,16
71;9;ЦентроКредит;121;Москва и обл.;88 746 640,00;65 852 922,00;22 893 718,00;34,76
72;1;Кубань Кредит;2518;Краснодарский край;86 265 894,00;85 316 009,00;949 885,00;1,11
73;1;Локо-Банк;2707;Москва и обл.;83 142 714,00;78 110 555,00;5 032 159,00;6,44
74;1;Росэксимбанк;2790;Москва и обл.;81 200 997,00;77 009 445,00;4 191 552,00;5,44
75;-4;Союз;2307;Москва и обл.;79 289 177,00;89 565 860,00;-10 276 683,00;-11,47
76;1;РН Банк;170;Москва и обл.;78 462 792,00;73 899 939,00;4 562 853,00;6,17
77;-5;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;73 548 475,00;88 656 476,00;-15 108 001,00;-17,04
78;-2;Металлинвестбанк;2440;Москва и обл.;72 100 138,00;75 364 836,00;-3 264 698,00;-4,33
79;-1;ВУЗ-Банк;1557;Свердловская обл.;69 319 909,00;68 291 255,00;1 028 654,00;1,51
80;4;Банк Интеза;2216;Москва и обл.;66 730 944,00;59 001 330,00;7 729 614,00;13,10
81;8;БКС Банк;101;Новосибирская обл.;66 097 030,00;56 131 507,00;9 965 523,00;17,75
82;-3;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;65 678 326,00;67 081 335,00;-1 403 009,00;-2,09
83;-2;ОФК Банк;2270;Москва и обл.;65 608 396,00;64 107 539,00;1 500 857,00;2,34
84;-1;Дойче Банк;3328;Москва и обл.;62 862 455,00;59 180 993,00;3 681 462,00;6,22
85;-3;Экспобанк;2998;Москва и обл.;62 747 168,00;63 431 186,00;-684 018,00;-1,08
86;12;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;61 608 724,00;49 141 676,00;12 467 048,00;25,37
87;-1;БНП Париба Банк;3407;Москва и обл.;58 844 556,00;57 430 075,00;1 414 481,00;2,46
88;-3;Крайинвестбанк;3360;Краснодарский край;58 128 035,00;58 106 125,00;21 910,00;0,04
89;-2;Балтийский Банк;128;Санкт-Петербург и обл.;57 016 024,00;57 275 420,00;-259 396,00;-0,45
90;-2;СДМ-Банк;1637;Москва и обл.;56 445 421,00;56 391 443,00;53 978,00;0,10
91;1;Международный Финансовый Клуб;2618;Москва и обл.;54 963 484,00;53 552 632,00;1 410 852,00;2,63
92;1;Социнвестбанк;1132;Башкортостан;54 417 404,00;53 060 825,00;1 356 579,00;2,56
93;-3;ББР Банк;2929;Москва и обл.;54 401 195,00;53 767 266,00;633 929,00;1,18
94;0;Тойота Банк;3470;Москва и обл.;53 862 021,00;52 808 246,00;1 053 775,00;2,00
95;-4;Примсоцбанк;2733;Приморский край;53 210 184,00;53 716 240,00;-506 056,00;-0,94
96;13;Еврофинанс Моснарбанк;2402;Москва и обл.;50 733 707,00;43 798 501,00;6 935 206,00;15,83
97;8;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;49 742 146,00;46 959 312,00;2 782 834,00;5,93
98;-2;Интерпрогрессбанк;600;Москва и обл.;49 664 350,00;50 430 974,00;-766 624,00;-1,52
99;-4;АйСиБиСи Банк;3475;Москва и обл.;49 377 478,00;51 546 935,00;-2 169 457,00;-4,21
100;-1;Челябинвестбанк;493;Челябинская обл.;49 222 248,00;49 075 817,00;146 431,00;0,30
101;-4;Левобережный;1343;Новосибирская обл.;49 182 665,00;49 173 026,00;9 639,00;0,02
102;1;Челиндбанк;485;Челябинская обл.;48 477 477,00;47 658 697,00;818 780,00;1,72
103;-3;Газэнергобанк;3252;Калужская обл.;48 431 032,00;48 267 955,00;163 077,00;0,34
104;-3;Мидзухо Банк;3337;Москва и обл.;48 308 953,00;48 102 369,00;206 584,00;0,43
105;10;Банк Кредит Свисс;2494;Москва и обл.;47 667 084,00;36 943 380,00;10 723 704,00;29,03
106;1;Севергазбанк;2816;Вологодская обл.;46 239 138,00;46 210 627,00;28 511,00;0,06
107;-5;Эм-Ю-Эф-Джи Банк (Евразия);3465;Москва и обл.;46 177 593,00;47 801 425,00;-1 623 832,00;-3,40
108;0;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;46 166 240,00;46 148 539,00;17 701,00;0,04
109;-3;Банк «Советский»;558;Санкт-Петербург и обл.;46 022 272,00;46 416 719,00;-394 447,00;-0,85
110;1;Фора-Банк;1885;Москва и обл.;44 626 766,00;43 152 311,00;1 474 455,00;3,42
111;2;Коммерцбанк (Евразия);3333;Москва и обл.;44 425 613,00;39 779 839,00;4 645 774,00;11,68
112;0;Саровбизнесбанк;2048;Нижегородская обл.;42 287 142,00;42 009 419,00;277 723,00;0,66
113;-9;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;42 254 724,00;47 430 205,00;-5 175 481,00;-10,91
114;0;Объединенный Капитал;2611;Санкт-Петербург и обл.;38 660 033,00;37 846 785,00;813 248,00;2,15
115;1;БыстроБанк;1745;Удмуртия;36 953 337,00;36 763 804,00;189 533,00;0,52
116;-6;Финанс Бизнес Банк;520;Москва и обл.;36 884 221,00;43 596 438,00;-6 712 217,00;-15,40
117;0;Квантмобайл Банк;1189;Москва и обл.;35 928 389,00;36 738 080,00;-809 691,00;-2,20
118;37;ЦМРБанк;3531;Москва и обл.;35 438 828,00;21 189 985,00;14 248 843,00;67,24
119;0;Бэнк оф Чайна;2309;Москва и обл.;34 345 547,00;35 131 330,00;-785 783,00;-2,24
120;2;Кольцо Урала;65;Свердловская обл.;33 429 901,00;32 926 009,00;503 892,00;1,53
121;14;Аресбанк;2914;Москва и обл.;33 144 119,00;28 567 777,00;4 576 342,00;16,02
122;-1;Дальневосточный Банк;843;Приморский край;33 125 282,00;33 233 470,00;-108 188,00;-0,33
123;-5;Платежный Центр;3166;Новосибирская обл.;32 555 439,00;35 174 651,00;-2 619 212,00;-7,45
124;0;НС Банк;3124;Москва и обл.;32 373 297,00;31 684 534,00;688 763,00;2,17
125;-5;Фольксваген Банк Рус;3500;Москва и обл.;32 359 139,00;33 528 824,00;-1 169 685,00;-3,49
126;-3;АктивКапитал Банк;3006;Самарская обл.;32 214 901,00;32 275 489,00;-60 588,00;-0,19
127;30;Чайна Констракшн;3515;Москва и обл.;32 188 293,00;21 148 714,00;11 039 579,00;52,20
128;-1;Приморье;3001;Приморский край;31 879 694,00;31 270 575,00;609 119,00;1,95
129;1;Кредит Урал Банк;2584;Челябинская обл.;31 833 386,00;29 972 261,00;1 861 125,00;6,21
130;-5;Солидарность;554;Самарская обл.;31 814 330,00;31 594 561,00;219 769,00;0,70
131;-5;Бинбанк Диджитал;2827;Москва и обл.;30 436 224,00;31 325 298,00;-889 074,00;-2,84
132;0;Энерготрансбанк;1307;Калининградская обл.;30 390 039,00;29 097 377,00;1 292 662,00;4,44
133;-5;СЭБ Банк;3235;Санкт-Петербург и обл.;30 387 932,00;30 967 052,00;-579 120,00;-1,87
134;-1;БМВ Банк;3482;Москва и обл.;30 237 183,00;28 930 515,00;1 306 668,00;4,52
135;-6;Тимер Банк;1581;Татарстан;29 463 642,00;30 298 867,00;-835 225,00;-2,76
136;2;Мир Бизнес Банк;3396;Москва и обл.;29 459 541,00;27 836 088,00;1 623 453,00;5,83
137;-6;Алмазэргиэнбанк;2602;Саха (Якутия);29 185 052,00;29 354 194,00;-169 142,00;-0,58
138;5;Данске Банк;3307;Санкт-Петербург и обл.;28 351 482,00;25 054 820,00;3 296 662,00;13,16
139;-5;Генбанк;2490;Симферополь;27 800 531,00;28 786 917,00;-986 386,00;-3,43
140;-4;Газбанк;2316;Самарская обл.;27 146 018,00;28 260 829,00;-1 114 811,00;-3,94
141;-4;Девон-Кредит;1972;Татарстан;27 094 788,00;27 837 260,00;-742 472,00;-2,67
142;-2;Интерпромбанк;3266;Москва и обл.;26 704 597,00;26 824 797,00;-120 200,00;-0,45
143;-4;Ланта-Банк;1920;Москва и обл.;26 300 834,00;26 996 955,00;-696 121,00;-2,58
144;-3;Акибанк;2587;Татарстан;25 360 090,00;25 650 853,00;-290 763,00;-1,13
145;-1;Национальный Стандарт;3421;Москва и обл.;24 375 940,00;24 691 530,00;-315 590,00;-1,28
146;0;Курскпромбанк;735;Курская обл.;23 984 038,00;23 643 832,00;340 206,00;1,44
147;3;Мерседес-Бенц Банк Рус;3473;Москва и обл.;23 576 363,00;22 281 719,00;1 294 644,00;5,81
148;-6;Татсоцбанк;480;Татарстан;23 361 731,00;25 399 865,00;-2 038 134,00;-8,02
149;-4;Липецккомбанк;1242;Липецкая обл.;23 291 360,00;23 736 349,00;-444 989,00;-1,87
150;-2;Урал ФД;249;Пермская обл.;23 095 432,00;22 776 769,00;318 663,00;1,40
151;-4;Энергобанк;67;Татарстан;22 676 377,00;22 841 683,00;-165 306,00;-0,72
152;-3;Экономбанк;1319;Саратовская обл.;22 505 491,00;22 503 514,00;1 977,00;0,01
153;-1;Хлынов;254;Кировская обл.;22 043 752,00;21 975 613,00;68 139,00;0,31
154;0;Кошелев-Банк;3300;Самарская обл.;21 644 001,00;21 503 791,00;140 210,00;0,65
155;-2;Московское Ипотечное Агентство;3344;Москва и обл.;21 354 343,00;21 557 318,00;-202 975,00;-0,94
156;4;Москоммерцбанк;3365;Москва и обл.;20 929 619,00;20 449 182,00;480 437,00;2,35
157;1;Дж. П. Морган Банк;2629;Москва и обл.;20 641 408,00;20 717 425,00;-76 017,00;-0,37
158;1;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;20 389 000,00;20 481 870,00;-92 870,00;-0,45
159;3;МБА-Москва;3395;Москва и обл.;20 156 657,00;19 922 888,00;233 769,00;1,17
160;3;НБД-Банк;1966;Нижегородская обл.;19 945 415,00;19 916 148,00;29 267,00;0,15
161;-10;Собинбанк;1317;Москва и обл.;19 941 664,00;22 011 854,00;-2 070 190,00;-9,40
162;-6;Агропромкредит;2880;Москва и обл.;19 834 578,00;21 180 053,00;-1 345 475,00;-6,35
163;-2;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;19 769 443,00;20 198 728,00;-429 285,00;-2,13
164;6;Джей энд Ти Банк;3061;Москва и обл.;19 694 461,00;17 677 311,00;2 017 150,00;11,41
165;-1;Натиксис Банк;3390;Москва и обл.;19 595 633,00;19 439 442,00;156 191,00;0,80
166;-1;Александровский;53;Санкт-Петербург и обл.;19 581 039,00;19 018 005,00;563 034,00;2,96
167;0;Алеф-Банк;2119;Москва и обл.;19 525 854,00;18 352 563,00;1 173 291,00;6,39
168;50;Морган Стэнли Банк;3456;Москва и обл.;18 163 305,00;10 065 736,00;8 097 569,00;80,45
169;2;Пойдем!;2534;Москва и обл.;17 604 255,00;17 463 749,00;140 506,00;0,80
170;-2;Рублев;3098;Москва и обл.;17 593 568,00;17 944 350,00;-350 782,00;-1,95
171;9;Инбанк;1829;Москва и обл.;17 454 613,00;15 502 864,00;1 951 749,00;12,59
172;1;Банк Акцепт;567;Новосибирская обл.;17 409 498,00;17 296 698,00;112 800,00;0,65
173;-7;Тольяттихимбанк;2507;Самарская обл.;17 276 561,00;18 643 931,00;-1 367 370,00;-7,33
174;3;НК Банк;2755;Москва и обл.;16 955 422,00;16 135 276,00;820 146,00;5,08
175;-1;Киви Банк;2241;Москва и обл.;16 666 230,00;16 920 653,00;-254 423,00;-1,50
176;3;Объединенный Кредитный Банк;1118;Ярославская обл.;16 501 611,00;15 980 606,00;521 005,00;3,26
177;-8;Развитие-Столица;3013;Москва и обл.;16 455 035,00;17 733 857,00;-1 278 822,00;-7,21
178;-2;Денизбанк Москва;3330;Москва и обл.;16 285 448,00;16 149 608,00;135 840,00;0,84
179;3;Банк ВВБ;1093;Севастополь;16 237 454,00;15 212 030,00;1 025 424,00;6,74
180;-5;Держава;2738;Москва и обл.;16 069 977,00;16 354 742,00;-284 765,00;-1,74
181;0;Прио-Внешторгбанк;212;Рязанская обл.;15 598 996,00;15 491 761,00;107 235,00;0,69
182;1;Нацинвестпромбанк;3077;Москва и обл.;15 262 141,00;15 195 814,00;66 327,00;0,44
183;1;Норвик Банк;902;Кировская обл.;15 210 299,00;15 080 575,00;129 724,00;0,86
184;-6;Расчетно-Кредитный Банк;103;Москва и обл.;15 041 146,00;16 059 236,00;-1 018 090,00;-6,34
185;0;Солидарность (Москва);1555;Москва и обл.;14 840 952,00;14 779 676,00;61 276,00;0,41
186;1;Форштадт;2208;Оренбургская обл.;14 676 370,00;14 499 605,00;176 765,00;1,22
187;-1;Национальный Резервный Банк;2170;Москва и обл.;14 526 852,00;14 520 555,00;6 297,00;0,04
188;5;Морской Банк;77;Москва и обл.;14 486 572,00;14 242 472,00;244 100,00;1,71
189;2;РосДорБанк;1573;Москва и обл.;14 392 502,00;14 278 521,00;113 981,00;0,80
190;0;Руснарбанк;3403;Москва и обл.;14 373 444,00;14 319 227,00;54 217,00;0,38
191;1;Гарант-Инвест;2576;Москва и обл.;14 265 221,00;14 271 173,00;-5 952,00;-0,04
192;2;Национальная Факторинговая Компания;3437;Москва и обл.;13 842 769,00;14 197 382,00;-354 613,00;-2,50
193;-5;Банк Казани;708;Татарстан;13 636 559,00;14 372 452,00;-735 893,00;-5,12
194;3;Уралтрансбанк;812;Свердловская обл.;13 385 460,00;13 334 732,00;50 728,00;0,38
195;-6;Ишбанк;2867;Москва и обл.;13 327 690,00;14 349 968,00;-1 022 278,00;-7,12
196;0;КС Банк;1752;Мордовия;13 308 484,00;13 335 445,00;-26 961,00;-0,20
197;1;Нижневолжский Коммерческий Банк;931;Саратовская обл.;13 167 793,00;13 321 825,00;-154 032,00;-1,16
198;1;Русский Ипотечный Банк;1968;Москва и обл.;12 858 931,00;12 957 523,00;-98 592,00;-0,76
199;3;Тройка-Д Банк;3431;Москва и обл.;12 332 257,00;12 309 833,00;22 424,00;0,18
200;3;ТЭМБР-Банк;2764;Москва и обл.;12 297 981,00;12 209 796,00;88 185,00;0,72
201;0;Агросоюз;1459;Москва и обл.;12 219 829,00;12 357 195,00;-137 366,00;-1,11
202;-2;НИКО-Банк;702;Оренбургская обл.;12 154 316,00;12 492 988,00;-338 672,00;-2,71
203;2;Ассоциация;732;Нижегородская обл.;11 846 274,00;11 943 105,00;-96 831,00;-0,81
204;3;Первомайский;518;Краснодарский край;11 507 559,00;11 490 498,00;17 061,00;0,15
205;7;Ури Банк;3479;Москва и обл.;11 403 563,00;10 830 826,00;572 737,00;5,29
206;5;Юг-Инвестбанк;2772;Краснодарский край;11 264 320,00;11 268 364,00;-4 044,00;-0,04
207;2;Банк Оренбург;3269;Оренбургская обл.;11 187 438,00;11 368 959,00;-181 521,00;-1,60
208;-4;Современный Коммерческий Инновационный Банк;3329;Костромская обл.;11 140 338,00;12 135 965,00;-995 627,00;-8,20
209;-1;Новопокровский;467;Краснодарский край;11 092 755,00;11 386 986,00;-294 231,00;-2,58
210;0;Датабанк;646;Удмуртия;11 085 508,00;11 320 511,00;-235 003,00;-2,08
211;-16;Автоторгбанк;2776;Москва и обл.;10 889 718,00;13 473 206,00;-2 583 488,00;-19,18
212;3;КЭБ ЭйчЭнБи Банк;3525;Москва и обл.;10 821 512,00;10 306 852,00;514 660,00;4,99
213;0;Русский Торговый Банк;2842;Москва и обл.;10 788 657,00;10 673 987,00;114 670,00;1,07
214;10;Модульбанк;1927;Костромская обл.;10 773 154,00;9 359 757,00;1 413 397,00;15,10
215;-9;Солид Банк;1329;Приморский край;10 690 483,00;11 576 513,00;-886 030,00;-7,65
216;-2;Таатта;1249;Саха (Якутия);10 311 420,00;10 673 978,00;-362 558,00;-3,40
217;0;Снежинский;1376;Челябинская обл.;10 192 925,00;10 247 614,00;-54 689,00;-0,53
218;7;Консервативный Коммерческий Банк;1087;Астраханская обл.;9 862 711,00;9 338 490,00;524 221,00;5,61
219;2;Банк Жилищного Финансирования;3138;Москва и обл.;9 771 645,00;9 661 785,00;109 860,00;1,14
220;3;Воронеж;654;Воронежская обл.;9 760 276,00;9 427 097,00;333 179,00;3,53
221;-1;Русьуниверсалбанк;3293;Москва и обл.;9 752 943,00;9 749 853,00;3 090,00;0,03
222;-3;Реалист Банк;1067;Иркутская обл.;9 749 966,00;9 896 463,00;-146 497,00;-1,48
223;4;МС Банк Рус;2789;Москва и обл.;9 683 319,00;9 198 431,00;484 888,00;5,27
224;-2;РусЮгбанк;2093;Волгоградская обл.;9 646 591,00;9 429 313,00;217 278,00;2,30
225;-9;Гранд Инвест Банк;3053;Москва и обл.;9 513 034,00;10 251 659,00;-738 625,00;-7,20
226;0;Екатеринбург;3161;Свердловская обл.;9 376 804,00;9 285 747,00;91 057,00;0,98
227;5;Трансстройбанк;2807;Москва и обл.;8 573 486,00;8 383 136,00;190 350,00;2,27
228;2;Томскпромстройбанк;1720;Томская обл.;8 509 951,00;8 544 943,00;-34 992,00;-0,41
229;-1;Гута-Банк;256;Москва и обл.;8 398 597,00;9 169 609,00;-771 012,00;-8,41
230;3;Славия;2664;Москва и обл.;8 381 377,00;8 278 940,00;102 437,00;1,24
231;4;Энергомашбанк;52;Санкт-Петербург и обл.;8 356 516,00;8 225 154,00;131 362,00;1,60
232;8;Углеметбанк;2997;Челябинская обл.;8 265 664,00;7 866 731,00;398 933,00;5,07
233;16;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;8 233 581,00;7 344 443,00;889 138,00;12,11
234;0;Московский Нефтехимический Банк;1411;Москва и обл.;8 173 856,00;8 236 689,00;-62 833,00;-0,76
235;2;Кранбанк;2271;Ивановская обл.;8 108 117,00;8 113 064,00;-4 947,00;-0,06
236;0;Белгородсоцбанк;760;Белгородская обл.;8 061 231,00;8 206 794,00;-145 563,00;-1,77
237;-8;Банк Раунд;2506;Москва и обл.;8 049 647,00;8 602 038,00;-552 391,00;-6,42
238;45;Российская Финансовая Корпорация;3099;Москва и обл.;7 921 987,00;5 648 964,00;2 273 023,00;40,24
239;5;Северный Кредит;2398;Вологодская обл.;7 862 308,00;7 500 460,00;361 848,00;4,82
240;-2;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 834 440,00;7 926 360,00;-91 920,00;-1,16
241;2;Уралкапиталбанк;2519;Башкортостан;7 831 088,00;7 520 013,00;311 075,00;4,14
242;-3;СИАБ;3245;Санкт-Петербург и обл.;7 825 616,00;7 912 777,00;-87 161,00;-1,10
243;-12;Эксперт Банк;2949;Омская обл.;7 728 340,00;8 518 158,00;-789 818,00;-9,27
244;-3;Ставропольпромстройбанк;1288;Ставропольский край;7 448 853,00;7 852 899,00;-404 046,00;-5,15
245;3;Хакасский Муниципальный Банк;1049;Хакасия;7 424 934,00;7 356 691,00;68 243,00;0,93
246;-1;Актив Банк;2529;Мордовия;7 421 322,00;7 495 114,00;-73 792,00;-0,98
247;81;Межбанковский Кредитный Союз;3242;Москва и обл.;7 420 683,00;3 665 968,00;3 754 715,00;102,42
248;-1;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;7 355 961,00;7 393 948,00;-37 987,00;-0,51
249;-7;Вокбанк;312;Нижегородская обл.;7 339 526,00;7 656 405,00;-316 879,00;-4,14
250;7;РЕСО Кредит;3450;Москва и обл.;7 334 306,00;6 938 592,00;395 714,00;5,70
251;0;Нейва;1293;Свердловская обл.;7 291 846,00;7 230 687,00;61 159,00;0,85
252;0;ФорБанк;2063;Москва и обл.;7 202 962,00;7 217 723,00;-14 761,00;-0,20
253;0;Промтрансбанк;2638;Башкортостан;7 194 361,00;7 132 517,00;61 844,00;0,87
254;-8;Азия-Инвест Банк;3303;Москва и обл.;7 105 066,00;7 415 852,00;-310 786,00;-4,19
255;11;Коммерческий Индо Банк;3446;Москва и обл.;7 097 864,00;6 558 276,00;539 588,00;8,23
256;-1;Нефтепромбанк;2156;Москва и обл.;7 087 228,00;6 986 470,00;100 758,00;1,44
257;-3;Мосуралбанк;2468;Москва и обл.;7 043 172,00;7 121 676,00;-78 504,00;-1,10
