Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Январь, 2019, тыс. рублей;Декабрь, 2018, тыс. рублей;Изменение, тыс. рублей;Изменение, %
259;9;Коммерческий Индо Банк;3446;Москва и обл.;5 177 140,00;4 661 514,00;515 626,00;11,06
260;14;Крокус-Банк;2682;Москва и обл.;5 056 735,00;3 961 985,00;1 094 750,00;27,63
261;-6;Камский Коммерческий Банк;438;Татарстан;5 037 247,00;5 285 360,00;-248 113,00;-4,69
262;1;Роял Кредит Банк;783;Приморский край;4 994 051,00;4 895 978,00;98 073,00;2,00
263;-1;Банк ПСА Финанс Рус;3481;Москва и обл.;4 942 197,00;4 925 818,00;16 379,00;0,33
264;-7;Индустриальный Сберегательный Банк;3175;Москва и обл.;4 778 661,00;5 127 092,00;-348 431,00;-6,80
265;11;Долинск;857;Сахалинская обл.;4 719 141,00;3 917 230,00;801 911,00;20,47
266;-7;Горбанк;2982;Санкт-Петербург и обл.;4 712 402,00;4 996 325,00;-283 923,00;-5,68
267;-7;Славянский Кредит;2960;Москва и обл.;4 478 364,00;4 961 611,00;-483 247,00;-9,74
268;3;Донкомбанк;492;Ростовская обл.;4 442 619,00;4 285 676,00;156 943,00;3,66
269;8;Бест Эффортс Банк;435;Москва и обл.;4 424 958,00;3 900 168,00;524 790,00;13,46
270;-1;Стройлесбанк;2995;Тюменская обл.;4 417 958,00;4 481 228,00;-63 270,00;-1,41
271;23;Объединенный Резервный Банк;937;Москва и обл.;4 395 441,00;3 497 069,00;898 372,00;25,69
272;-5;Икано Банк;3519;Москва и обл.;4 358 756,00;4 672 326,00;-313 570,00;-6,71
273;-1;Мегаполис;3265;Чувашия;4 239 097,00;4 219 855,00;19 242,00;0,46
274;-4;Радиотехбанк;1166;Нижегородская обл.;4 203 570,00;4 292 486,00;-88 916,00;-2,07
275;18;Первый Клиентский Банк;3436;Москва и обл.;4 190 848,00;3 520 957,00;669 891,00;19,03
276;85;ФинТех;3499;Москва и обл.;3 964 199,00;1 883 102,00;2 081 097,00;110,51
277;15;Банк Реалист;2646;Москва и обл.;3 961 005,00;3 521 781,00;439 224,00;12,47
278;3;Банк Кремлевский;2905;Москва и обл.;3 959 491,00;3 816 927,00;142 564,00;3,74
279;0;Московский Коммерческий Банк;3172;Москва и обл.;3 954 598,00;3 875 346,00;79 252,00;2,05
280;2;НОКССбанк;3202;Волгоградская обл.;3 919 337,00;3 806 451,00;112 886,00;2,97
281;-3;Уралпромбанк;2964;Челябинская обл.;3 906 310,00;3 878 134,00;28 176,00;0,73
282;-7;Вологжанин;1896;Вологодская обл.;3 897 652,00;3 949 740,00;-52 088,00;-1,32
283;-10;Братский АНКБ;1144;Иркутская обл.;3 808 856,00;4 083 095,00;-274 239,00;-6,72
284;5;Заубер Банк;1614;Санкт-Петербург и обл.;3 779 608,00;3 582 937,00;196 671,00;5,49
285;-5;Алтайкапиталбанк;2659;Алтайский край;3 773 330,00;3 848 610,00;-75 280,00;-1,96
286;4;Бланк Банк;2368;Москва и обл.;3 760 621,00;3 550 072,00;210 549,00;5,93
287;-2;ЮМК Банк;3495;Краснодарский край;3 749 447,00;3 707 573,00;41 874,00;1,13
288;17;Унифондбанк;3416;Москва и обл.;3 740 395,00;3 184 381,00;556 014,00;17,46
289;-6;Евразийский Банк;969;Москва и обл.;3 684 806,00;3 742 257,00;-57 451,00;-1,54
290;-3;Межрегиональный промышленно-строительный банк;752;Мордовия;3 628 696,00;3 664 229,00;-35 533,00;-0,97
291;0;Оргбанк;3312;Москва и обл.;3 565 446,00;3 533 251,00;32 195,00;0,91
292;6;Владбизнесбанк;903;Владимирская обл.;3 545 786,00;3 401 650,00;144 136,00;4,24
293;-9;Витабанк;356;Санкт-Петербург и обл.;3 488 928,00;3 730 967,00;-242 039,00;-6,49
294;35;Юнистрим;3467;Москва и обл.;3 463 467,00;2 563 836,00;899 631,00;35,09
295;12;ПэйПал Ру;3517;Москва и обл.;3 453 999,00;3 156 329,00;297 670,00;9,43
296;1;Камчаткомагропромбанк;545;Камчатская обл.;3 429 191,00;3 407 348,00;21 843,00;0,64
297;16;Элита;1399;Калужская обл.;3 427 132,00;2 982 833,00;444 299,00;14,90
298;-12;Уралфинанс;1370;Свердловская обл.;3 427 056,00;3 705 048,00;-277 992,00;-7,50
299;27;Внешфинбанк;3173;Краснодарский край;3 398 326,00;2 643 017,00;755 309,00;28,58
300;-39;Итуруп;2390;Сахалинская обл.;3 388 079,00;4 943 753,00;-1 555 674,00;-31,47
301;2;Банкхаус Эрбе;1717;Москва и обл.;3 378 280,00;3 219 166,00;159 114,00;4,94
302;-14;Экси-Банк;2530;Санкт-Петербург и обл.;3 357 691,00;3 601 355,00;-243 664,00;-6,77
303;-1;Иваново;1763;Ивановская обл.;3 353 133,00;3 278 315,00;74 818,00;2,28
304;-9;Современные Стандарты Бизнеса;3397;Москва и обл.;3 342 451,00;3 494 750,00;-152 299,00;-4,36
305;-5;Международный Коммерческий Банк;2524;Москва и обл.;3 331 290,00;3 331 330,00;-40,00;-0,00
306;9;Далена Банк;1948;Москва и обл.;3 177 402,00;2 860 864,00;316 538,00;11,06
307;10;Новокиб;1747;Кемеровская обл.;3 164 512,00;2 833 701,00;330 811,00;11,67
308;1;Живаго Банк;2065;Рязанская обл.;3 157 052,00;3 102 559,00;54 493,00;1,76
309;-5;БСТ-Банк;2883;Кемеровская обл.;3 152 597,00;3 189 970,00;-37 373,00;-1,17
310;-4;ИТ Банк;2609;Омская обл.;3 130 820,00;3 158 873,00;-28 053,00;-0,89
311;0;Банк Заречье;817;Татарстан;3 086 813,00;3 060 319,00;26 494,00;0,87
312;4;Синко-Банк;2838;Москва и обл.;3 050 207,00;2 851 813,00;198 394,00;6,96
313;6;Вестерн Юнион ДП Восток;2726;Москва и обл.;3 020 434,00;2 781 138,00;239 296,00;8,60
314;0;Евроальянс;1781;Ивановская обл.;3 003 611,00;2 933 884,00;69 727,00;2,38
315;-7;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;3 001 796,00;3 146 540,00;-144 744,00;-4,60
316;-15;РАМ Банк;3480;Москва и обл.;2 966 874,00;3 315 946,00;-349 072,00;-10,53
317;-5;Банк Фридом Финанс;1143;Москва и обл.;2 953 461,00;3 033 281,00;-79 820,00;-2,63
318;-19;Сельмашбанк;106;Ростовская обл.;2 909 464,00;3 338 044,00;-428 580,00;-12,84
319;-9;Еврокапитал-Альянс;2672;Ярославская обл.;2 880 193,00;3 092 742,00;-212 549,00;-6,87
320;-2;Ермак;1809;Ханты-Мансийский АО — Югра;2 862 732,00;2 819 993,00;42 739,00;1,52
321;0;РБА;3413;Москва и обл.;2 851 026,00;2 751 961,00;99 065,00;3,60
322;0;Система;2846;Москва и обл.;2 795 977,00;2 718 355,00;77 622,00;2,86
323;-3;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 774 671,00;2 757 063,00;17 608,00;0,64
324;1;Новый Век;3417;Москва и обл.;2 764 450,00;2 657 206,00;107 244,00;4,04
325;-1;Газнефтьбанк;3223;Саратовская обл.;2 649 051,00;2 660 208,00;-11 157,00;-0,42
326;2;Америкэн Экспресс Банк;3460;Москва и обл.;2 638 321,00;2 565 499,00;72 822,00;2,84
327;4;Кемсоцинбанк;96;Кемеровская обл.;2 630 088,00;2 507 560,00;122 528,00;4,89
328;4;Народный Банк;2249;Карачаево-Черкесия;2 553 060,00;2 452 225,00;100 835,00;4,11
329;59;Мобильная карта;3522;Санкт-Петербург и обл.;2 531 803,00;1 498 199,00;1 033 604,00;68,99
330;20;Первый Инвестиционный Банк;604;Москва и обл.;2 527 913,00;2 145 254,00;382 659,00;17,84
331;-8;Невский Банк;1068;Санкт-Петербург и обл.;2 522 895,00;2 704 366,00;-181 471,00;-6,71
332;-5;Йошкар-Ола;2802;Марий Эл;2 499 745,00;2 594 897,00;-95 152,00;-3,67
333;-3;Социум-Банк;2881;Москва и обл.;2 495 501,00;2 530 164,00;-34 663,00;-1,37
334;1;Кетовский Коммерческий Банк;842;Курганская обл.;2 491 182,00;2 432 878,00;58 304,00;2,40
335;3;Банк Пермь;875;Пермская обл.;2 465 853,00;2 389 490,00;76 363,00;3,20
336;4;АвтоКредитБанк;1973;Татарстан;2 416 393,00;2 318 062,00;98 331,00;4,24
337;10;Банк Глобус;2438;Москва и обл.;2 371 288,00;2 175 789,00;195 499,00;8,99
338;6;Кросна-Банк;2607;Москва и обл.;2 368 838,00;2 215 765,00;153 073,00;6,91
339;14;Аспект;608;Москва и обл.;2 364 072,00;2 114 711,00;249 361,00;11,79
340;-6;Костромаселькомбанк;1115;Костромская обл.;2 363 932,00;2 437 877,00;-73 945,00;-3,03
341;-2;Первоуральскбанк;965;Свердловская обл.;2 350 810,00;2 345 267,00;5 543,00;0,24
342;21;Дом-Банк;3209;Москва и обл.;2 341 872,00;1 815 522,00;526 350,00;28,99
343;-10;Озон Банк;3516;Москва и обл.;2 340 651,00;2 441 014,00;-100 363,00;-4,11
344;-2;Профессионал Банк;3296;Москва и обл.;2 329 974,00;2 244 896,00;85 078,00;3,79
345;-4;Яринтербанк;2564;Ярославская обл.;2 316 197,00;2 251 499,00;64 698,00;2,87
346;-3;ИК Банк;1732;Татарстан;2 279 192,00;2 216 234,00;62 958,00;2,84
347;-10;Приобье;537;Ханты-Мансийский АО — Югра;2 271 631,00;2 400 921,00;-129 290,00;-5,39
348;-2;Вкабанк;1027;Астраханская обл.;2 228 961,00;2 200 342,00;28 619,00;1,30
349;-1;ИРС;272;Москва и обл.;2 227 575,00;2 171 123,00;56 452,00;2,60
350;4;Тендер-Банк;2252;Москва и обл.;2 227 494,00;2 101 087,00;126 407,00;6,02
351;-15;Викинг;2;Санкт-Петербург и обл.;2 222 835,00;2 431 163,00;-208 328,00;-8,57
352;-7;РТС-Банк;3401;Самарская обл.;2 181 825,00;2 202 759,00;-20 934,00;-0,95
353;15;Сервис Резерв;2034;Москва и обл.;2 178 433,00;1 714 877,00;463 556,00;27,03
354;3;Великие Луки Банк;598;Псковская обл.;2 115 800,00;2 005 790,00;110 010,00;5,48
355;-6;Старооскольский Агропромбанк;1050;Белгородская обл.;2 089 850,00;2 161 279,00;-71 429,00;-3,30
356;-5;Капитал;575;Москва и обл.;2 087 872,00;2 143 432,00;-55 560,00;-2,59
357;-1;Кредпромбанк;1165;Ярославская обл.;2 032 474,00;2 068 302,00;-35 828,00;-1,73
358;-3;Саратов;330;Саратовская обл.;1 980 222,00;2 085 057,00;-104 835,00;-5,03
359;-1;Первый Дортрансбанк;3271;Кировская обл.;1 966 788,00;1 964 825,00;1 963,00;0,10
360;7;Новый Московский Банк;2932;Москва и обл.;1 927 536,00;1 723 097,00;204 439,00;11,86
361;14;Кузнецкий Мост;2254;Москва и обл.;1 917 016,00;1 638 487,00;278 529,00;17,00
362;-10;Россита-Банк;3257;Москва и обл.;1 912 328,00;2 125 409,00;-213 081,00;-10,03
363;-3;Арзамас;1281;Нижегородская обл.;1 895 055,00;1 909 794,00;-14 739,00;-0,77
364;0;Спиритбанк;2053;Тульская обл.;1 812 123,00;1 810 385,00;1 738,00;0,10
365;7;Росбизнесбанк;1405;Москва и обл.;1 811 024,00;1 647 419,00;163 605,00;9,93
366;-7;Майкопбанк;1136;Адыгея;1 774 731,00;1 916 150,00;-141 419,00;-7,38
367;59;Элекснет;3314;Москва и обл.;1 742 834,00;968 177,00;774 657,00;80,01
368;1;Калуга;1151;Калужская обл.;1 725 239,00;1 701 249,00;23 990,00;1,41
369;-7;Спутник;1071;Самарская обл.;1 716 296,00;1 816 346,00;-100 050,00;-5,51
370;0;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 676 003,00;1 683 013,00;-7 010,00;-0,42
371;-6;Народный Доверительный Банк;2374;Москва и обл.;1 649 697,00;1 805 885,00;-156 188,00;-8,65
372;-1;Руна-Банк;3207;Москва и обл.;1 647 600,00;1 652 978,00;-5 378,00;-0,33
373;5;Кузбассхимбанк;2868;Кемеровская обл.;1 644 549,00;1 606 992,00;37 557,00;2,34
374;20;Апабанк;2404;Москва и обл.;1 639 087,00;1 369 490,00;269 597,00;19,69
375;-9;Прайм Финанс;2758;Санкт-Петербург и обл.;1 616 080,00;1 753 221,00;-137 141,00;-7,82
376;9;Крона-Банк;2499;Иркутская обл.;1 595 392,00;1 524 264,00;71 128,00;4,67
377;5;Столичный Кредит;2853;Москва и обл.;1 581 175,00;1 572 116,00;9 059,00;0,58
378;-5;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 578 592,00;1 645 921,00;-67 329,00;-4,09
379;17;Агора;3231;Москва и обл.;1 563 984,00;1 338 665,00;225 319,00;16,83
380;-4;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 563 620,00;1 635 360,00;-71 740,00;-4,39
381;3;Алтынбанк;2070;Татарстан;1 546 342,00;1 526 974,00;19 368,00;1,27
382;4;Ноосфера;2650;Республика Алтай;1 535 463,00;1 520 891,00;14 572,00;0,96
383;0;Межбанковский Кредитный Союз;3242;Москва и обл.;1 505 870,00;1 553 367,00;-47 497,00;-3,06
384;6;Проинвестбанк;784;Пермская обл.;1 503 234,00;1 489 215,00;14 019,00;0,94
385;2;Промсельхозбанк;538;Москва и обл.;1 499 003,00;1 515 741,00;-16 738,00;-1,10
386;-12;Республиканский Кредитный Альянс;3017;Москва и обл.;1 476 302,00;1 640 451,00;-164 149,00;-10,01
387;13;Спецстройбанк;236;Москва и обл.;1 467 352,00;1 304 103,00;163 249,00;12,52
388;22;Расчетные Решения;3524;Москва и обл.;1 428 397,00;1 119 381,00;309 016,00;27,61
389;-10;Примтеркомбанк;21;Приморский край;1 425 381,00;1 605 289,00;-179 908,00;-11,21
390;16;Монета.ру;3508;Марий Эл;1 410 501,00;1 191 346,00;219 155,00;18,40
391;7;Почтобанк;1788;Пермская обл.;1 386 440,00;1 330 095,00;56 345,00;4,24
392;-1;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;1 384 083,00;1 442 254,00;-58 171,00;-4,03
393;0;Вакобанк;1291;Псковская обл.;1 380 964,00;1 400 969,00;-20 005,00;-1,43
394;-14;Нальчик;695;Кабардино-Балкария;1 332 196,00;1 589 081,00;-256 885,00;-16,17
395;2;Яндекс Банк;3027;Москва и обл.;1 326 954,00;1 333 549,00;-6 595,00;-0,49
396;3;Курган;2568;Курганская обл.;1 319 205,00;1 310 808,00;8 397,00;0,64
397;5;Прохладный;874;Кабардино-Балкария;1 317 118,00;1 291 840,00;25 278,00;1,96
398;-17;Банк РМП;2574;Москва и обл.;1 304 630,00;1 572 313,00;-267 683,00;-17,02
399;24;Кредитинвест;1197;Дагестан;1 267 051,00;1 005 675,00;261 376,00;25,99
400;1;Тексбанк;2756;Карачаево-Черкесия;1 265 709,00;1 303 910,00;-38 201,00;-2,93
401;2;Невастройинвест;1926;Санкт-Петербург и обл.;1 264 121,00;1 280 210,00;-16 089,00;-1,26
402;26;Национальный Банк Сбережений;1949;Ивановская обл.;1 259 320,00;922 118,00;337 202,00;36,57
403;2;Саммит Банк;85;Приморский край;1 244 253,00;1 192 365,00;51 888,00;4,35
404;-9;ИСБ;3010;Москва и обл.;1 231 935,00;1 339 202,00;-107 267,00;-8,01
405;-1;Земкомбанк;574;Ростовская обл.;1 227 356,00;1 272 686,00;-45 330,00;-3,56
406;11;Международный Расчетный Банк;3028;Москва и обл.;1 224 279,00;1 040 456,00;183 823,00;17,67
407;0;Майский;1673;Кабардино-Балкария;1 206 364,00;1 190 141,00;16 223,00;1,36
408;0;Дон-Тексбанк;1818;Ростовская обл.;1 165 066,00;1 147 986,00;17 080,00;1,49
409;44;Деньги.Мэйл.Ру;3511;Москва и обл.;1 140 655,00;513 318,00;627 337,00;122,21
410;1;ЕАТП Банк;1765;Астраханская обл.;1 139 704,00;1 115 923,00;23 781,00;2,13
411;-2;Химик;1114;Нижегородская обл.;1 105 656,00;1 134 512,00;-28 856,00;-2,54
412;-23;РФИ Банк;3351;Москва и обл.;1 093 501,00;1 489 610,00;-396 109,00;-26,59
413;8;Синергия;2884;Саратовская обл.;1 080 042,00;1 009 680,00;70 362,00;6,97
414;0;Космос;2245;Москва и обл.;1 078 018,00;1 065 944,00;12 074,00;1,13
415;-3;Мурманский Расчетный Центр;3341;Мурманская обл.;1 073 682,00;1 080 160,00;-6 478,00;-0,60
416;15;Народный Банк Тувы;1309;Тыва;1 056 778,00;833 091,00;223 687,00;26,85
417;-4;Байкалкредобанк;2990;Иркутская обл.;1 054 026,00;1 071 042,00;-17 016,00;-1,59
418;1;Русский Банк Сбережений;779;Ставропольский край;1 037 982,00;1 028 026,00;9 956,00;0,97
419;10;Классик Эконом Банк;3298;Северная Осетия — Алания;1 026 362,00;880 593,00;145 769,00;16,55
420;5;Народный Инвестиционный Банк;2876;Самарская обл.;978 653,00;971 292,00;7 361,00;0,76
421;-3;МТИ Банк;1052;Москва и обл.;978 310,00;1 035 022,00;-56 712,00;-5,48
422;2;Банк РСИ;3415;Москва и обл.;978 184,00;981 366,00;-3 182,00;-0,32
423;-7;Соколовский;2830;Москва и обл.;977 883,00;1 053 167,00;-75 284,00;-7,15
424;-2;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;952 600,00;1 006 030,00;-53 430,00;-5,31
425;2;Металлург;2877;Москва и обл.;921 273,00;954 599,00;-33 326,00;-3,49
426;14;Финчер;3486;Москва и обл.;901 188,00;666 994,00;234 194,00;35,11
427;3;Объединенный Банк Республики;1016;Чувашия;876 742,00;855 657,00;21 085,00;2,46
428;16;Геобанк;2027;Москва и обл.;867 172,00;617 387,00;249 785,00;40,46
429;6;Холмск;503;Сахалинская обл.;865 216,00;763 062,00;102 154,00;13,39
430;-10;Максима;3379;Москва и обл.;864 488,00;1 013 868,00;-149 380,00;-14,73
431;1;ГринКомБанк;1184;Иркутская обл.;856 393,00;822 336,00;34 057,00;4,14
432;1;Балаково-Банк;444;Саратовская обл.;831 323,00;815 447,00;15 876,00;1,95
433;1;Холдинвестбанк;2837;Москва и обл.;790 260,00;785 332,00;4 928,00;0,63
434;17;РИБ;2749;Москва и обл.;759 725,00;531 736,00;227 989,00;42,88
435;6;Гефест;1046;Тверская обл.;747 664,00;665 317,00;82 347,00;12,38
436;11;Вятич;2796;Рязанская обл.;744 558,00;582 116,00;162 442,00;27,91
437;0;Центрально-Азиатский;3037;Хакасия;696 491,00;709 579,00;-13 088,00;-1,84
438;5;Славянбанк;804;Новгородская обл.;671 649,00;652 174,00;19 475,00;2,99
439;6;Единая касса;3512;Москва и обл.;663 978,00;601 653,00;62 325,00;10,36
440;-1;Прокоммерцбанк;2996;Москва и обл.;654 627,00;684 566,00;-29 939,00;-4,37
441;-3;РусьРегионБанк;685;Москва и обл.;651 573,00;703 645,00;-52 072,00;-7,40
442;19;Жилкредит;1736;Москва и обл.;639 274,00;398 747,00;240 527,00;60,32
443;-1;Вайлдберриз Банк;841;Адыгея;632 513,00;661 525,00;-29 012,00;-4,39
444;4;Ресурс-Траст;3122;Москва и обл.;619 508,00;576 164,00;43 344,00;7,52
445;-68;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;610 759,00;1 608 309,00;-997 550,00;-62,02
446;-10;Взаимодействие;1704;Новосибирская обл.;581 905,00;737 657,00;-155 752,00;-21,11
447;2;Рента-Банк;3095;Москва и обл.;578 186,00;556 094,00;22 092,00;3,97
448;-2;Онего;2484;Карелия;562 787,00;594 302,00;-31 515,00;-5,30
449;7;Дружба;990;Тюменская обл.;562 186,00;470 385,00;91 801,00;19,52
450;0;МВС Банк;2407;Дагестан;508 433,00;532 446,00;-24 013,00;-4,51
451;1;Лэнд Кредит;1478;Москва и обл.;474 982,00;514 973,00;-39 991,00;-7,77
452;2;Таганрогбанк;3136;Ростовская обл.;468 304,00;489 191,00;-20 887,00;-4,27
453;4;Эко-Инвест;3116;Москва и обл.;464 056,00;465 780,00;-1 724,00;-0,37
454;8;Альтернатива;3452;Москва и обл.;451 425,00;375 779,00;75 646,00;20,13
455;3;Континенталь;3184;Ставропольский край;450 704,00;438 269,00;12 435,00;2,84
456;8;Электронный платежный сервис;3509;Москва и обл.;428 689,00;360 172,00;68 517,00;19,02
457;-2;Жилстройбанк;2769;Москва и обл.;411 902,00;472 002,00;-60 100,00;-12,73
458;2;Банк Берейт;3505;Санкт-Петербург и обл.;406 496,00;403 850,00;2 646,00;0,66
459;8;Единая Расчетная Палата;384;Москва и обл.;380 177,00;340 065,00;40 112,00;11,80
460;19;Платежный Стандарт;3530;Новосибирская обл.;368 269,00;160 378,00;207 891,00;129,63
461;4;Северстройбанк;3507;Вологодская обл.;364 238,00;359 727,00;4 511,00;1,25
462;1;Тайдон;2085;Кемеровская обл.;362 194,00;364 262,00;-2 068,00;-0,57
463;6;Промсвязьинвест;2761;Дагестан;347 454,00;324 906,00;22 548,00;6,94
464;2;Русское Финансовое Общество;3427;Москва и обл.;343 826,00;341 859,00;1 967,00;0,58
465;3;Сетевая Расчетная Палата;3332;Татарстан;325 444,00;328 581,00;-3 137,00;-0,95
466;4;Объединенная Расчетная Система;3342;Москва и обл.;304 136,00;307 256,00;-3 120,00;-1,02
467;14;Дальний Восток;3318;Приморский край;301 248,00;99 357,00;201 891,00;203,20
468;7;Платежи и Расчеты;3324;Самарская обл.;291 821,00;236 079,00;55 742,00;23,61
469;4;ПэйЮ;3518;Москва и обл.;264 056,00;241 404,00;22 652,00;9,38
470;2;Моби.Деньги;3523;Москва и обл.;255 041,00;270 052,00;-15 011,00;-5,56
471;3;Нарат;1902;Татарстан;238 902,00;238 617,00;285,00;0,12
472;5;Красноярский Краевой Расчетный Центр;3483;Красноярский край;210 396,00;178 125,00;32 271,00;18,12
473;5;Р-Инкас;3536;Москва и обл.;207 639,00;166 226,00;41 413,00;24,91
474;2;Элексир;3533;Москва и обл.;190 772,00;190 668,00;104,00;0,05
475;7;Премиум;3514;Москва и обл.;184 002,00;81 321,00;102 681,00;126,27
476;4;Вест;2605;Москва и обл.;116 431,00;117 133,00;-702,00;-0,60
477;8;Перспектива;3532;Омская обл.;89 532,00;31 725,00;57 807,00;182,21
478;6;Элплат;3535;Удмуртия;67 480,00;51 767,00;15 713,00;30,35
479;4;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;63 527,00;75 257,00;-11 730,00;-15,59
480;6;Инэко;3520;Ивановская обл.;20 926,00;20 294,00;632,00;3,11
481;6;21 Век;3309;Санкт-Петербург и обл.;16 130,00;16 997,00;-867,00;-5,10
482;6;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;10 988,00;12 975,00;-1 987,00;-15,31
483;6;АРБ-Инкасс;3353;Москва и обл.;9 758,00;11 621,00;-1 863,00;-16,03
