Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Декабрь, 2020, тыс. рублей;Ноябрь, 2020, тыс. рублей;Изменение, тыс. рублей;Изменение, %
120;-3;Квантмобайл Банк;1189;Москва и обл.;31 932 137,00;33 322 699,00;-1 390 562,00;-4,17
121;1;Национальный Стандарт;3421;Москва и обл.;31 916 936,00;31 843 771,00;73 165,00;0,23
122;-1;Алмазэргиэнбанк;2602;Саха (Якутия);31 701 280,00;31 910 837,00;-209 557,00;-0,66
123;2;Банк Кредит Свисс;2494;Москва и обл.;30 998 949,00;29 505 189,00;1 493 760,00;5,06
124;-1;Натиксис Банк;3390;Москва и обл.;30 836 673,00;31 687 053,00;-850 380,00;-2,68
125;-1;Ури Банк;3479;Москва и обл.;29 577 401,00;30 992 624,00;-1 415 223,00;-4,57
126;1;Хлынов;254;Кировская обл.;28 291 612,00;28 311 638,00;-20 026,00;-0,07
127;-1;Мерседес-Бенц Банк Рус;3473;Москва и обл.;27 661 718,00;28 367 198,00;-705 480,00;-2,49
128;4;Москоммерцбанк;3365;Москва и обл.;27 417 887,00;25 065 561,00;2 352 326,00;9,38
129;-1;Экономбанк;1319;Саратовская обл.;25 733 986,00;26 157 999,00;-424 013,00;-1,62
130;-1;Энергобанк;67;Татарстан;25 672 078,00;25 439 640,00;232 438,00;0,91
131;3;Модульбанк;1927;Костромская обл.;25 052 773,00;24 722 895,00;329 878,00;1,33
132;1;Урал ФД;249;Пермская обл.;24 713 154,00;24 999 699,00;-286 545,00;-1,15
133;-2;Акибанк;2587;Татарстан;24 633 903,00;25 190 777,00;-556 874,00;-2,21
134;2;НБД-Банк;1966;Нижегородская обл.;24 338 513,00;24 093 318,00;245 195,00;1,02
135;-5;Чайна Констракшн;3515;Москва и обл.;24 006 247,00;25 409 570,00;-1 403 323,00;-5,52
136;5;Автоторгбанк;2776;Москва и обл.;23 906 972,00;22 473 455,00;1 433 517,00;6,38
137;-2;Интерпромбанк;3266;Москва и обл.;23 448 319,00;24 343 944,00;-895 625,00;-3,68
138;1;Инбанк;1829;Москва и обл.;23 161 388,00;23 327 166,00;-165 778,00;-0,71
139;-1;Денизбанк Москва;3330;Москва и обл.;23 066 085,00;23 768 162,00;-702 077,00;-2,95
140;-3;РосДорБанк;1573;Москва и обл.;23 010 525,00;23 873 316,00;-862 791,00;-3,61
141;2;ЮMoney;3510;Россия;22 752 836,00;21 768 834,00;984 002,00;4,52
142;-2;Развитие-Столица;3013;Москва и обл.;21 907 718,00;22 953 413,00;-1 045 695,00;-4,56
143;21;РЕСО Кредит;3450;Москва и обл.;21 673 485,00;14 624 635,00;7 048 850,00;48,20
144;0;Тольяттихимбанк;2507;Самарская обл.;21 030 916,00;21 535 566,00;-504 650,00;-2,34
145;1;Джей энд Ти Банк;3061;Москва и обл.;20 997 882,00;21 046 238,00;-48 356,00;-0,23
146;-4;Консервативный Коммерческий Банк;1087;Астраханская обл.;20 938 366,00;22 004 305,00;-1 065 939,00;-4,84
147;-2;Банк Акцепт;567;Новосибирская обл.;20 523 794,00;21 080 515,00;-556 721,00;-2,64
148;-1;Пойдем!;2534;Москва и обл.;19 668 064,00;19 816 655,00;-148 591,00;-0,75
149;1;Кошелев-Банк;3300;Самарская обл.;19 343 865,00;19 156 106,00;187 759,00;0,98
150;-1;Энергомашбанк;52;Санкт-Петербург и обл.;19 308 683,00;19 415 818,00;-107 135,00;-0,55
151;-3;Алеф-Банк;2119;Москва и обл.;19 102 185,00;19 810 793,00;-708 608,00;-3,58
152;1;Агропромкредит;2880;Москва и обл.;18 934 075,00;18 854 883,00;79 192,00;0,42
153;-2;Прио-Внешторгбанк;212;Рязанская обл.;18 866 847,00;19 118 314,00;-251 467,00;-1,32
154;2;Морской Банк;77;Москва и обл.;18 800 049,00;18 429 896,00;370 153,00;2,01
155;55;Ю Би Эс Банк;3463;Москва и обл.;18 701 438,00;6 754 642,00;11 946 796,00;176,87
156;1;Норвик Банк;902;Кировская обл.;18 354 611,00;18 414 459,00;-59 848,00;-0,33
157;-2;Эс-Би-Ай Банк;3185;Москва и обл.;18 333 119,00;18 497 327,00;-164 208,00;-0,89
158;-4;Реалист Банк;1067;Москва и обл.;18 211 457,00;18 545 326,00;-333 869,00;-1,80
159;-1;Банк Оренбург;3269;Оренбургская обл.;17 846 093,00;18 055 975,00;-209 882,00;-1,16
160;-1;Александровский;53;Санкт-Петербург и обл.;17 663 757,00;17 971 331,00;-307 574,00;-1,71
161;-9;НК Банк;2755;Москва и обл.;17 503 701,00;19 085 796,00;-1 582 095,00;-8,29
162;0;Форштадт;2208;Оренбургская обл.;16 716 688,00;15 581 214,00;1 135 474,00;7,29
163;-3;Промтрансбанк;2638;Башкортостан;16 225 032,00;15 899 387,00;325 645,00;2,05
164;-3;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;15 687 341,00;15 650 932,00;36 409,00;0,23
165;5;Национальная Факторинговая Компания;3437;Москва и обл.;15 460 945,00;13 414 468,00;2 046 477,00;15,26
166;0;Гарант-Инвест;2576;Москва и обл.;13 749 060,00;13 848 194,00;-99 134,00;-0,72
167;4;Датабанк;646;Удмуртия;13 728 429,00;13 368 527,00;359 902,00;2,69
168;1;НИКО-Банк;702;Оренбургская обл.;13 659 409,00;13 468 545,00;190 864,00;1,42
169;-1;Банк Казани;708;Татарстан;13 483 078,00;13 477 145,00;5 933,00;0,04
170;2;Нацинвестпромбанк;3077;Москва и обл.;13 347 430,00;13 349 133,00;-1 703,00;-0,01
171;2;Чайнасельхозбанк;3529;Москва и обл.;12 979 740,00;13 191 597,00;-211 857,00;-1,61
172;4;Юг-Инвестбанк;2772;Краснодарский край;12 850 922,00;12 989 660,00;-138 738,00;-1,07
173;7;Финам Банк;2799;Москва и обл.;12 632 884,00;11 652 025,00;980 859,00;8,42
174;0;Банк Раунд;2506;Москва и обл.;12 614 289,00;13 147 675,00;-533 386,00;-4,06
175;-10;Национальный Резервный Банк;2170;Москва и обл.;12 595 099,00;14 340 846,00;-1 745 747,00;-12,17
176;-1;Ишбанк;2867;Москва и обл.;12 493 910,00;13 078 632,00;-584 722,00;-4,47
177;1;Банк Жилищного Финансирования;3138;Москва и обл.;12 365 040,00;11 865 272,00;499 768,00;4,21
178;-1;КС Банк;1752;Мордовия;12 102 633,00;12 164 862,00;-62 229,00;-0,51
179;2;Итуруп;2390;Сахалинская обл.;11 983 167,00;11 529 944,00;453 223,00;3,93
180;-1;Снежинский;1376;Челябинская обл.;11 970 537,00;11 809 422,00;161 115,00;1,36
181;1;Руснарбанк;3403;Москва и обл.;11 675 287,00;11 513 701,00;161 586,00;1,40
182;-19;Банк Фридом Финанс;1143;Москва и обл.;11 391 255,00;15 223 618,00;-3 832 363,00;-25,17
183;0;Русьуниверсалбанк;3293;Москва и обл.;11 343 577,00;11 459 225,00;-115 648,00;-1,01
184;0;Актив Банк;2529;Мордовия;11 184 487,00;11 326 163,00;-141 676,00;-1,25
185;0;Банк БКФ;2684;Москва и обл.;10 453 200,00;10 432 276,00;20 924,00;0,20
186;0;Екатеринбург;3161;Свердловская обл.;10 068 552,00;10 301 182,00;-232 630,00;-2,26
187;1;Новобанк;1352;Новгородская обл.;9 623 726,00;9 487 485,00;136 241,00;1,44
188;-1;Солид Банк;1329;Приморский край;9 551 851,00;9 680 724,00;-128 873,00;-1,33
189;1;Томскпромстройбанк;1720;Томская обл.;9 534 045,00;9 270 161,00;263 884,00;2,85
190;-1;Нейва;1293;Свердловская обл.;9 507 688,00;9 474 068,00;33 620,00;0,35
191;43;Бест Эффортс Банк;435;Москва и обл.;9 471 628,00;4 774 939,00;4 696 689,00;98,36
192;-1;Сити Инвест Банк;3194;Санкт-Петербург и обл.;9 252 872,00;9 167 642,00;85 230,00;0,93
193;-26;Инкахран;3454;Москва и обл.;9 032 418,00;13 608 405,00;-4 575 987,00;-33,63
194;3;Зираат Банк;2559;Москва и обл.;9 013 586,00;8 035 327,00;978 259,00;12,17
195;-2;Нефтепромбанк;2156;Москва и обл.;9 001 174,00;8 836 596,00;164 578,00;1,86
196;-4;Хакасский Муниципальный Банк;1049;Хакасия;8 847 242,00;8 935 248,00;-88 006,00;-0,98
197;-2;МБА-Москва;3395;Москва и обл.;8 770 631,00;8 258 269,00;512 362,00;6,20
198;-4;Агророс;2860;Саратовская обл.;8 459 107,00;8 310 752,00;148 355,00;1,79
199;0;Сибсоцбанк;2015;Алтайский край;8 146 703,00;7 988 999,00;157 704,00;1,97
200;-4;Трансстройбанк;2807;Москва и обл.;8 138 177,00;8 045 584,00;92 593,00;1,15
201;-3;Белгородсоцбанк;760;Белгородская обл.;8 014 955,00;8 022 296,00;-7 341,00;-0,09
202;-2;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 947 345,00;7 898 098,00;49 247,00;0,62
203;-2;Ставропольпромстройбанк;1288;Ставропольский край;7 714 325,00;7 825 688,00;-111 363,00;-1,42
204;10;Коммерческий Индо Банк;3446;Москва и обл.;7 647 964,00;6 460 412,00;1 187 552,00;18,38
205;-3;Черноморский банк развития и реконструкции;3527;Симферополь;7 558 538,00;7 591 893,00;-33 355,00;-0,44
206;-3;Северный Народный Банк;2721;Коми;7 449 889,00;7 587 569,00;-137 680,00;-1,81
207;-2;Азия-Инвест Банк;3303;Москва и обл.;7 271 729,00;7 513 071,00;-241 342,00;-3,21
208;-2;Углеметбанк;2997;Челябинская обл.;7 243 765,00;7 413 926,00;-170 161,00;-2,30
209;-2;Банк Оранжевый;1659;Санкт-Петербург и обл.;7 227 746,00;7 239 530,00;-11 784,00;-0,16
210;-2;Кузнецкий;609;Пензенская обл.;7 169 100,00;6 979 426,00;189 674,00;2,72
211;-2;Ростфинанс;481;Ростовская обл.;6 898 621,00;6 801 285,00;97 336,00;1,43
212;0;Гута-Банк;256;Москва и обл.;6 874 117,00;6 616 338,00;257 779,00;3,90
213;-2;ФорБанк;2063;Москва и обл.;6 624 712,00;6 648 618,00;-23 906,00;-0,36
214;-10;Славия;2664;Москва и обл.;6 615 736,00;7 568 690,00;-952 954,00;-12,59
215;-2;Горбанк;2982;Санкт-Петербург и обл.;6 561 539,00;6 609 254,00;-47 715,00;-0,72
216;-1;Венец;524;Ульяновская обл.;6 338 955,00;6 447 216,00;-108 261,00;-1,68
217;1;Автоградбанк;1455;Татарстан;6 267 530,00;6 222 551,00;44 979,00;0,72
218;-1;Земский Банк;2900;Самарская обл.;6 249 138,00;6 361 659,00;-112 521,00;-1,77
219;0;ПэйПал Ру;3517;Москва и обл.;6 144 714,00;6 144 714,00;0,00;0
220;-4;Бланк Банк;2368;Москва и обл.;6 065 821,00;6 411 089,00;-345 268,00;-5,39
221;-1;Газтрансбанк;665;Краснодарский край;5 953 588,00;5 946 827,00;6 761,00;0,11
222;-1;Енисейский Объединенный Банк;2645;Красноярский край;5 941 840,00;5 804 004,00;137 836,00;2,37
223;0;Роял Кредит Банк;783;Приморский край;5 534 009,00;5 521 464,00;12 545,00;0,23
224;-2;НОКССбанк;3202;Волгоградская обл.;5 502 017,00;5 568 923,00;-66 906,00;-1,20
225;1;Крокус-Банк;2682;Москва и обл.;5 407 235,00;5 154 906,00;252 329,00;4,89
226;1;СИАБ;3245;Санкт-Петербург и обл.;5 363 763,00;5 031 722,00;332 041,00;6,60
227;-2;ЮМК Банк;3495;Краснодарский край;5 361 990,00;5 397 660,00;-35 670,00;-0,66
228;2;Заубер Банк;1614;Санкт-Петербург и обл.;5 310 091,00;4 926 958,00;383 133,00;7,78
229;-5;Стройлесбанк;2995;Тюменская обл.;5 267 270,00;5 444 792,00;-177 522,00;-3,26
230;-1;Индустриальный Сберегательный Банк;3175;Москва и обл.;5 164 039,00;4 997 129,00;166 910,00;3,34
231;9;Вестерн Юнион ДП Восток;2726;Москва и обл.;5 108 133,00;4 445 123,00;663 010,00;14,92
232;1;Новый Век;3417;Москва и обл.;5 052 830,00;4 780 808,00;272 022,00;5,69
233;-1;Москва-Сити;3247;Москва и обл.;4 965 482,00;4 874 207,00;91 275,00;1,87
234;-6;Кубаньторгбанк;478;Краснодарский край;4 889 850,00;5 019 388,00;-129 538,00;-2,58
235;-4;Мегаполис;3265;Чувашия;4 851 718,00;4 921 421,00;-69 703,00;-1,42
236;7;ФинТех;3499;Москва и обл.;4 678 765,00;4 308 902,00;369 863,00;8,58
237;-1;Банк Кремлевский;2905;Москва и обл.;4 666 453,00;4 575 922,00;90 531,00;1,98
238;1;Московский Коммерческий Банк;3172;Москва и обл.;4 529 575,00;4 465 410,00;64 165,00;1,44
239;-2;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;4 484 739,00;4 559 372,00;-74 633,00;-1,64
240;35;Банк Заречье;817;Татарстан;4 483 919,00;2 956 959,00;1 526 960,00;51,64
241;4;Братский АНКБ;1144;Иркутская обл.;4 303 441,00;4 276 976,00;26 465,00;0,62
242;0;Долинск;857;Сахалинская обл.;4 283 776,00;4 318 346,00;-34 570,00;-0,80
243;-2;Мобильная карта;3522;Санкт-Петербург и обл.;4 273 661,00;4 398 309,00;-124 648,00;-2,83
244;2;Алтайкапиталбанк;2659;Алтайский край;4 268 559,00;4 149 744,00;118 815,00;2,86
245;-7;Далена Банк;1948;Москва и обл.;4 260 096,00;4 475 576,00;-215 480,00;-4,81
246;-11;Платина;2347;Москва и обл.;4 247 988,00;4 751 713,00;-503 725,00;-10,60
247;1;Владбизнесбанк;903;Владимирская обл.;4 178 887,00;4 040 569,00;138 318,00;3,42
248;-4;Донкомбанк;492;Ростовская обл.;4 119 907,00;4 304 779,00;-184 872,00;-4,29
249;0;Вологжанин;1896;Вологодская обл.;4 079 275,00;4 021 537,00;57 738,00;1,44
250;5;Живаго Банк;2065;Рязанская обл.;4 028 331,00;3 624 042,00;404 289,00;11,16
251;-4;Камский Коммерческий Банк;438;Татарстан;3 935 650,00;4 099 183,00;-163 533,00;-3,99
252;2;Первоуральскбанк;965;Свердловская обл.;3 870 786,00;3 677 526,00;193 260,00;5,26
253;-2;Уралпромбанк;2964;Челябинская обл.;3 765 439,00;3 803 449,00;-38 010,00;-1,00
254;10;Унифондбанк;3416;Москва и обл.;3 682 048,00;3 343 047,00;339 001,00;10,14
255;-2;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;3 621 320,00;3 739 908,00;-118 588,00;-3,17
256;-4;Альба Альянс;2593;Москва и обл.;3 620 593,00;3 747 151,00;-126 558,00;-3,38
257;0;Первый Клиентский Банк;3436;Москва и обл.;3 537 009,00;3 516 168,00;20 841,00;0,59
258;4;Евразийский Банк;969;Москва и обл.;3 479 866,00;3 387 459,00;92 407,00;2,73
