Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Апрель, 2018, тыс. рублей;Март, 2018, тыс. рублей;Изменение, тыс. рублей;Изменение, %
51;0;ОТП Банк;2766;Москва и обл.;136 467 056,00;138 514 524,00;-2 047 468,00;-1,48
52;2;Ренессанс Кредит;3354;Москва и обл.;136 086 636,00;133 082 502,00;3 004 134,00;2,26
53;0;Аверс;415;Татарстан;135 913 604,00;133 742 045,00;2 171 559,00;1,62
54;-2;Авангард;2879;Москва и обл.;135 507 294,00;136 795 058,00;-1 287 764,00;-0,94
55;0;Кредит Европа Банк;3311;Москва и обл.;134 038 466,00;132 346 631,00;1 691 835,00;1,28
56;0;Глобэкс;1942;Москва и обл.;128 783 471,00;130 098 138,00;-1 314 667,00;-1,01
57;1;Сетелем Банк;2168;Москва и обл.;127 023 217,00;127 998 747,00;-975 530,00;-0,76
58;1;Запсибкомбанк;918;Тюменская обл.;124 518 716,00;123 454 401,00;1 064 315,00;0,86
59;5;Национальный Расчетный Депозитарий;3294;Москва и обл.;124 323 771,00;115 314 488,00;9 009 283,00;7,81
60;-3;Банк АВБ;23;Самарская обл.;121 922 317,00;128 757 140,00;-6 834 823,00;-5,31
61;0;Русфинанс Банк;1792;Самарская обл.;120 515 429,00;120 760 920,00;-245 491,00;-0,20
62;0;Банк Финсервис;3388;Москва и обл.;119 664 048,00;118 661 001,00;1 003 047,00;0,85
63;0;СКБ-Банк;705;Свердловская обл.;119 471 568,00;116 529 086,00;2 942 482,00;2,53
64;-4;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;118 245 611,00;123 023 779,00;-4 778 168,00;-3,88
65;1;МСП Банк;3340;Москва и обл.;110 592 268,00;107 311 405,00;3 280 863,00;3,06
66;-1;Роскосмосбанк;2989;Москва и обл.;110 346 367,00;108 984 088,00;1 362 279,00;1,25
67;1;Таврический Банк;2304;Санкт-Петербург и обл.;106 240 591,00;105 602 984,00;637 607,00;0,60
68;-1;Центр-инвест;2225;Ростовская обл.;105 716 336,00;106 294 299,00;-577 963,00;-0,54
69;0;Росэксимбанк;2790;Москва и обл.;100 125 624,00;100 466 189,00;-340 565,00;-0,34
70;1;ЦентроКредит;121;Москва и обл.;91 991 646,00;90 032 598,00;1 959 048,00;2,18
71;1;Кубань Кредит;2518;Краснодарский край;89 119 493,00;88 403 158,00;716 335,00;0,81
72;-2;Балтинвестбанк;3176;Санкт-Петербург и обл.;88 606 220,00;90 684 821,00;-2 078 601,00;-2,29
73;0;Локо-Банк;2707;Москва и обл.;85 285 388,00;84 439 953,00;845 435,00;1,00
74;0;Союз;2307;Москва и обл.;83 969 588,00;83 916 063,00;53 525,00;0,06
75;0;РН Банк;170;Москва и обл.;82 982 384,00;80 191 576,00;2 790 808,00;3,48
76;1;Металлинвестбанк;2440;Москва и обл.;78 956 985,00;76 588 511,00;2 368 474,00;3,09
77;1;ВУЗ-Банк;1557;Свердловская обл.;76 409 399,00;72 995 226,00;3 414 173,00;4,68
78;1;Дойче Банк;3328;Москва и обл.;72 212 997,00;67 717 239,00;4 495 758,00;6,64
79;2;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;71 193 714,00;62 038 564,00;9 155 150,00;14,76
80;0;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;68 633 987,00;64 462 435,00;4 171 552,00;6,47
81;8;Севергазбанк;2816;Вологодская обл.;68 334 688,00;57 118 221,00;11 216 467,00;19,64
82;2;Мидзухо Банк;3337;Москва и обл.;66 674 671,00;59 470 007,00;7 204 664,00;12,11
83;0;Экспобанк;2998;Москва и обл.;61 469 205,00;61 031 679,00;437 526,00;0,72
84;-2;Тимер Банк;1581;Татарстан;61 350 612,00;61 598 665,00;-248 053,00;-0,40
85;9;Тойота Банк;3470;Москва и обл.;58 501 599,00;55 278 057,00;3 223 542,00;5,83
86;9;Еврофинанс Моснарбанк;2402;Москва и обл.;58 339 416,00;54 345 596,00;3 993 820,00;7,35
87;4;ББР Банк;2929;Москва и обл.;57 470 750,00;56 867 505,00;603 245,00;1,06
88;2;Балтийский Банк;128;Санкт-Петербург и обл.;57 203 552,00;57 061 831,00;141 721,00;0,25
89;-1;Крайинвестбанк;3360;Краснодарский край;56 784 759,00;57 119 138,00;-334 379,00;-0,59
90;-3;СДМ-Банк;1637;Москва и обл.;55 907 417,00;57 285 331,00;-1 377 914,00;-2,41
91;-6;Банк Интеза;2216;Москва и обл.;55 898 657,00;59 397 695,00;-3 499 038,00;-5,89
92;6;Эм-Ю-Эф-Джи Банк (Евразия);3465;Москва и обл.;55 861 513,00;52 349 944,00;3 511 569,00;6,71
93;4;БНП Париба Банк;3407;Москва и обл.;55 582 041,00;52 612 943,00;2 969 098,00;5,64
94;-1;Социнвестбанк;1132;Башкортостан;55 327 336,00;55 278 934,00;48 402,00;0,09
95;1;Примсоцбанк;2733;Приморский край;54 548 679,00;52 813 219,00;1 735 460,00;3,29
96;5;Левобережный;1343;Новосибирская обл.;52 632 220,00;51 698 644,00;933 576,00;1,81
97;3;АйСиБиСи Банк;3475;Москва и обл.;52 503 854,00;51 901 356,00;602 498,00;1,16
98;-6;БКС Банк;101;Новосибирская обл.;52 202 018,00;56 432 680,00;-4 230 662,00;-7,50
99;0;Челябинвестбанк;493;Челябинская обл.;51 206 969,00;51 944 501,00;-737 532,00;-1,42
100;4;Челиндбанк;485;Челябинская обл.;49 871 724,00;50 130 208,00;-258 484,00;-0,52
101;8;Фора-Банк;1885;Москва и обл.;49 211 304,00;47 168 778,00;2 042 526,00;4,33
102;-16;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;49 189 182,00;59 203 277,00;-10 014 095,00;-16,91
103;2;Генбанк;2490;Симферополь;47 974 755,00;49 511 005,00;-1 536 250,00;-3,10
104;3;Международный Финансовый Клуб;2618;Москва и обл.;47 324 585,00;47 886 164,00;-561 579,00;-1,17
105;3;Газэнергобанк;3252;Калужская обл.;47 238 057,00;47 385 635,00;-147 578,00;-0,31
106;4;Банк «Советский»;558;Санкт-Петербург и обл.;46 828 495,00;46 462 206,00;366 289,00;0,79
107;4;Саровбизнесбанк;2048;Нижегородская обл.;44 339 393,00;44 971 623,00;-632 230,00;-1,41
108;4;Коммерцбанк (Евразия);3333;Москва и обл.;42 864 693,00;44 129 618,00;-1 264 925,00;-2,87
109;-3;Интерпрогрессбанк;600;Москва и обл.;42 526 134,00;48 126 081,00;-5 599 947,00;-11,64
110;4;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;42 140 118,00;40 473 990,00;1 666 128,00;4,12
111;5;Объединенный Капитал;2611;Санкт-Петербург и обл.;40 285 524,00;38 401 545,00;1 883 979,00;4,91
112;3;БыстроБанк;1745;Удмуртия;38 947 084,00;38 612 020,00;335 064,00;0,87
113;0;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;38 287 551,00;43 250 962,00;-4 963 411,00;-11,48
114;11;Фольксваген Банк Рус;3500;Москва и обл.;36 290 197,00;32 141 416,00;4 148 781,00;12,91
115;8;Дальневосточный Банк;843;Приморский край;36 202 106,00;33 839 544,00;2 362 562,00;6,98
116;19;Энерготрансбанк;1307;Калининградская обл.;36 191 152,00;29 999 689,00;6 191 463,00;20,64
117;0;Кольцо Урала;65;Свердловская обл.;36 147 827,00;36 271 790,00;-123 963,00;-0,34
118;6;Платежный Центр;3166;Новосибирская обл.;35 908 659,00;32 708 810,00;3 199 849,00;9,78
119;1;Финанс Бизнес Банк;520;Москва и обл.;35 177 984,00;34 994 737,00;183 247,00;0,52
120;11;СЭБ Банк;3235;Санкт-Петербург и обл.;34 599 273,00;31 384 421,00;3 214 852,00;10,24
121;0;Дж. П. Морган Банк;2629;Москва и обл.;34 454 231,00;34 818 917,00;-364 686,00;-1,05
122;4;БМВ Банк;3482;Москва и обл.;33 350 512,00;32 087 942,00;1 262 570,00;3,93
123;-1;Мир Бизнес Банк;3396;Москва и обл.;32 847 979,00;34 742 015,00;-1 894 036,00;-5,45
124;-21;ОФК Банк;2270;Москва и обл.;32 302 785,00;50 444 297,00;-18 141 512,00;-35,96
125;-6;Бэнк оф Чайна;2309;Москва и обл.;32 181 373,00;35 356 426,00;-3 175 053,00;-8,98
126;2;Солидарность;554;Самарская обл.;32 169 217,00;31 680 539,00;488 678,00;1,54
127;2;Кредит Урал Банк;2584;Челябинская обл.;31 793 191,00;31 608 812,00;184 379,00;0,58
128;-1;Квантмобайл Банк;1189;Москва и обл.;31 661 508,00;31 893 405,00;-231 897,00;-0,73
129;3;Национальный Стандарт;3421;Москва и обл.;31 434 056,00;31 281 406,00;152 650,00;0,49
130;3;Приморье;3001;Приморский край;30 776 422,00;30 971 817,00;-195 395,00;-0,63
131;3;Интерпромбанк;3266;Москва и обл.;30 168 801,00;30 291 590,00;-122 789,00;-0,41
132;-2;Девон-Кредит;1972;Татарстан;30 010 489,00;31 516 128,00;-1 505 639,00;-4,78
133;3;НС Банк;3124;Москва и обл.;29 359 808,00;29 561 533,00;-201 725,00;-0,68
134;3;Бинбанк Диджитал;2827;Москва и обл.;28 883 061,00;28 359 421,00;523 640,00;1,85
135;9;Морган Стэнли Банк;3456;Москва и обл.;27 729 050,00;24 865 050,00;2 864 000,00;11,52
136;-34;Данске Банк;3307;Санкт-Петербург и обл.;27 467 531,00;51 513 127,00;-24 045 596,00;-46,68
137;2;Алмазэргиэнбанк;2602;Саха (Якутия);27 295 516,00;27 664 105,00;-368 589,00;-1,33
138;4;Ланта-Банк;1920;Москва и обл.;27 130 052,00;26 219 645,00;910 407,00;3,47
139;2;Газбанк;2316;Самарская обл.;26 285 707,00;26 275 878,00;9 829,00;0,04
140;-2;Чайна Констракшн;3515;Москва и обл.;26 049 140,00;28 014 687,00;-1 965 547,00;-7,02
141;-1;Татсоцбанк;480;Татарстан;25 440 067,00;26 499 988,00;-1 059 921,00;-4,00
142;8;Липецккомбанк;1242;Липецкая обл.;24 742 848,00;23 513 538,00;1 229 310,00;5,23
143;2;Урал ФД;249;Пермская обл.;24 552 436,00;24 647 079,00;-94 643,00;-0,38
144;3;Курскпромбанк;735;Курская обл.;24 061 753,00;24 138 405,00;-76 652,00;-0,32
145;6;Мерседес-Бенц Банк Рус;3473;Москва и обл.;23 787 541,00;23 483 509,00;304 032,00;1,29
146;2;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;23 615 055,00;23 849 442,00;-234 387,00;-0,98
147;-1;Акибанк;2587;Татарстан;23 454 559,00;24 390 447,00;-935 888,00;-3,84
148;-72;Банк Кредит Свисс;2494;Москва и обл.;23 136 107,00;77 747 606,00;-54 611 499,00;-70,24
149;3;Энергобанк;67;Татарстан;22 813 380,00;23 153 650,00;-340 270,00;-1,47
150;4;Собинбанк;1317;Москва и обл.;22 719 952,00;22 796 401,00;-76 449,00;-0,34
151;2;Хлынов;254;Кировская обл.;22 593 241,00;22 863 150,00;-269 909,00;-1,18
152;3;Москоммерцбанк;3365;Москва и обл.;22 305 111,00;22 765 111,00;-460 000,00;-2,02
153;-4;Агропромкредит;2880;Москва и обл.;22 218 759,00;23 562 066,00;-1 343 307,00;-5,70
154;2;Экономбанк;1319;Саратовская обл.;22 030 389,00;22 213 047,00;-182 658,00;-0,82
155;3;Александровский;53;Санкт-Петербург и обл.;21 552 087,00;21 140 140,00;411 947,00;1,95
156;7;Киви Банк;2241;Москва и обл.;21 542 675,00;20 059 519,00;1 483 156,00;7,39
157;3;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;21 358 991,00;20 711 196,00;647 795,00;3,13
158;17;Инбанк;1829;Москва и обл.;21 047 953,00;16 411 996,00;4 635 957,00;28,25
159;-2;Московское Ипотечное Агентство;3344;Москва и обл.;20 433 668,00;22 071 462,00;-1 637 794,00;-7,42
160;-17;ЦМРБанк;3531;Москва и обл.;20 308 271,00;24 937 800,00;-4 629 529,00;-18,56
161;1;НБД-Банк;1966;Нижегородская обл.;20 025 573,00;20 273 903,00;-248 330,00;-1,22
162;2;Джей энд Ти Банк;3061;Москва и обл.;19 369 488,00;19 896 651,00;-527 163,00;-2,65
163;8;Тольяттихимбанк;2507;Самарская обл.;19 352 387,00;18 335 877,00;1 016 510,00;5,54
164;-3;Кошелев-Банк;3300;Самарская обл.;19 193 518,00;20 395 894,00;-1 202 376,00;-5,90
165;-6;Натиксис Банк;3390;Москва и обл.;19 110 303,00;20 747 025,00;-1 636 722,00;-7,89
166;2;Держава;2738;Москва и обл.;18 742 750,00;18 845 865,00;-103 115,00;-0,55
167;-2;Алеф-Банк;2119;Москва и обл.;18 663 181,00;19 105 493,00;-442 312,00;-2,32
168;2;Банк Акцепт;567;Новосибирская обл.;18 186 071,00;18 688 964,00;-502 893,00;-2,69
169;-2;Денизбанк Москва;3330;Москва и обл.;18 172 594,00;18 891 908,00;-719 314,00;-3,81
170;3;Пойдем!;2534;Москва и обл.;17 434 556,00;17 506 620,00;-72 064,00;-0,41
171;-2;МБА-Москва;3395;Москва и обл.;16 656 621,00;18 778 901,00;-2 122 280,00;-11,30
172;-6;Аресбанк;2914;Москва и обл.;16 608 260,00;18 900 855,00;-2 292 595,00;-12,13
173;1;Руснарбанк;3403;Москва и обл.;16 579 518,00;16 646 815,00;-67 297,00;-0,40
174;2;Прио-Внешторгбанк;212;Рязанская обл.;15 879 170,00;15 880 222,00;-1 052,00;-0,01
175;-3;Рублев;3098;Москва и обл.;15 792 546,00;17 632 477,00;-1 839 931,00;-10,43
176;2;Гарант-Инвест;2576;Москва и обл.;15 614 375,00;15 063 654,00;550 721,00;3,66
177;0;Банк ВВБ;1093;Севастополь;15 252 161,00;15 310 307,00;-58 146,00;-0,38
178;1;НК Банк;2755;Москва и обл.;15 084 884,00;14 928 822,00;156 062,00;1,05
179;2;Развитие-Столица;3013;Москва и обл.;14 954 041,00;14 894 921,00;59 120,00;0,40
180;2;Форштадт;2208;Оренбургская обл.;14 896 057,00;14 754 630,00;141 427,00;0,96
181;3;Национальный Резервный Банк;2170;Москва и обл.;14 876 935,00;14 668 897,00;208 038,00;1,42
182;5;Нацинвестпромбанк;3077;Москва и обл.;14 623 222,00;14 317 695,00;305 527,00;2,13
183;0;Морской Банк;77;Москва и обл.;14 489 614,00;14 671 152,00;-181 538,00;-1,24
184;1;Норвик Банк;902;Кировская обл.;14 447 419,00;14 510 254,00;-62 835,00;-0,43
185;3;Ишбанк;2867;Москва и обл.;14 351 451,00;13 762 711,00;588 740,00;4,28
186;0;Российская Финансовая Корпорация;3099;Москва и обл.;14 325 027,00;14 440 768,00;-115 741,00;-0,80
187;11;МС Банк Рус;2789;Москва и обл.;13 881 034,00;12 450 598,00;1 430 436,00;11,49
188;-8;Объединенный Кредитный Банк;1118;Ярославская обл.;13 860 114,00;14 922 397,00;-1 062 283,00;-7,12
189;2;Национальная Факторинговая Компания;3437;Москва и обл.;13 690 631,00;13 525 549,00;165 082,00;1,22
190;-1;Модульбанк;1927;Костромская обл.;13 640 112,00;13 691 253,00;-51 141,00;-0,37
191;-1;КС Банк;1752;Мордовия;13 465 079,00;13 535 389,00;-70 310,00;-0,52
192;3;Банк Казани;708;Татарстан;13 428 385,00;13 089 806,00;338 579,00;2,59
193;0;РосДорБанк;1573;Москва и обл.;13 261 882,00;13 148 177,00;113 705,00;0,86
194;8;Тройка-Д Банк;3431;Москва и обл.;13 128 349,00;11 821 304,00;1 307 045,00;11,06
195;-3;Нижневолжский Коммерческий Банк;931;Саратовская обл.;13 102 476,00;13 203 568,00;-101 092,00;-0,77
196;0;Ури Банк;3479;Москва и обл.;13 095 955,00;12 856 168,00;239 787,00;1,87
197;-3;Уралтрансбанк;812;Свердловская обл.;12 979 748,00;13 121 316,00;-141 568,00;-1,08
198;1;НИКО-Банк;702;Оренбургская обл.;12 734 868,00;12 367 109,00;367 759,00;2,97
199;1;Ассоциация;732;Нижегородская обл.;12 575 772,00;12 210 970,00;364 802,00;2,99
200;9;Агросоюз;1459;Москва и обл.;12 226 539,00;11 155 626,00;1 070 913,00;9,60
201;3;Современный Коммерческий Инновационный Банк;3329;Костромская обл.;12 191 960,00;11 704 645,00;487 315,00;4,16
202;5;КЭБ ЭйчЭнБи Банк;3525;Москва и обл.;12 188 193,00;11 325 199,00;862 994,00;7,62
203;-6;Русский Ипотечный Банк;1968;Москва и обл.;11 995 218,00;12 719 994,00;-724 776,00;-5,70
204;1;Банк Оренбург;3269;Оренбургская обл.;11 963 581,00;11 504 449,00;459 132,00;3,99
205;-4;Первомайский;518;Краснодарский край;11 952 411,00;11 861 249,00;91 162,00;0,77
206;2;Консервативный Коммерческий Банк;1087;Астраханская обл.;11 880 464,00;11 212 555,00;667 909,00;5,96
207;-1;ТЭМБР-Банк;2764;Москва и обл.;11 343 567,00;11 486 118,00;-142 551,00;-1,24
208;8;Датабанк;646;Удмуртия;11 094 429,00;10 716 752,00;377 677,00;3,52
209;1;Юг-Инвестбанк;2772;Краснодарский край;10 956 700,00;11 085 514,00;-128 814,00;-1,16
210;3;Воронеж;654;Воронежская обл.;10 718 921,00;10 837 700,00;-118 779,00;-1,10
211;4;Снежинский;1376;Челябинская обл.;10 559 519,00;10 767 344,00;-207 825,00;-1,93
212;-9;Реалист Банк;1067;Иркутская обл.;10 557 495,00;11 811 381,00;-1 253 886,00;-10,62
213;-1;Русский Торговый Банк;2842;Москва и обл.;10 337 803,00;10 964 404,00;-626 601,00;-5,71
214;-3;Автоторгбанк;2776;Москва и обл.;10 262 031,00;11 021 282,00;-759 251,00;-6,89
215;-1;Солид Банк;1329;Приморский край;10 227 765,00;10 810 445,00;-582 680,00;-5,39
216;2;Русьуниверсалбанк;3293;Москва и обл.;9 834 487,00;9 764 899,00;69 588,00;0,71
217;7;РЕСО Кредит;3450;Москва и обл.;9 638 716,00;8 675 110,00;963 606,00;11,11
218;3;Банк Жилищного Финансирования;3138;Москва и обл.;9 562 086,00;9 168 643,00;393 443,00;4,29
219;1;Екатеринбург;3161;Свердловская обл.;9 532 674,00;9 628 493,00;-95 819,00;-1,00
220;-3;Таатта;1249;Саха (Якутия);9 474 163,00;9 924 512,00;-450 349,00;-4,54
221;-2;Азия-Инвест Банк;3303;Москва и обл.;9 239 161,00;9 677 432,00;-438 271,00;-4,53
222;21;ЮMoney;3510;Россия;9 057 960,00;7 343 997,00;1 713 963,00;23,34
223;4;Банк Раунд;2506;Москва и обл.;9 005 749,00;8 092 073,00;913 676,00;11,29
224;-2;РусЮгбанк;2093;Волгоградская обл.;8 897 365,00;9 166 214,00;-268 849,00;-2,93
225;1;Промтрансбанк;2638;Башкортостан;8 678 348,00;8 153 547,00;524 801,00;6,44
226;-3;Ю Би Эс Банк;3463;Москва и обл.;8 668 036,00;8 876 581,00;-208 545,00;-2,35
227;2;Московский Нефтехимический Банк;1411;Москва и обл.;8 635 936,00;7 973 860,00;662 076,00;8,30
228;-3;Томскпромстройбанк;1720;Томская обл.;8 347 421,00;8 486 842,00;-139 421,00;-1,64
229;1;Кранбанк;2271;Ивановская обл.;8 023 167,00;7 963 860,00;59 307,00;0,74
230;-2;Энергомашбанк;52;Санкт-Петербург и обл.;7 970 362,00;8 046 882,00;-76 520,00;-0,95
231;1;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 932 699,00;7 932 390,00;309,00;0,00
232;5;Эксперт Банк;2949;Омская обл.;7 902 711,00;7 708 682,00;194 029,00;2,52
233;6;ФорБанк;2063;Москва и обл.;7 784 872,00;7 613 549,00;171 323,00;2,25
234;-3;Трансстройбанк;2807;Москва и обл.;7 728 434,00;7 940 471,00;-212 037,00;-2,67
235;3;Актив Банк;2529;Мордовия;7 697 570,00;7 652 480,00;45 090,00;0,59
236;-3;Хакасский Муниципальный Банк;1049;Хакасия;7 645 663,00;7 874 604,00;-228 941,00;-2,91
237;4;Белгородсоцбанк;760;Белгородская обл.;7 619 796,00;7 553 477,00;66 319,00;0,88
238;-4;Углеметбанк;2997;Челябинская обл.;7 548 988,00;7 833 282,00;-284 294,00;-3,63
239;-3;Ставропольпромстройбанк;1288;Ставропольский край;7 548 887,00;7 718 765,00;-169 878,00;-2,20
240;0;СИАБ;3245;Санкт-Петербург и обл.;7 536 974,00;7 605 359,00;-68 385,00;-0,90
241;1;Славия;2664;Москва и обл.;7 516 432,00;7 445 295,00;71 137,00;0,96
242;3;Нейва;1293;Свердловская обл.;7 221 056,00;7 234 829,00;-13 773,00;-0,19
243;22;Коммерческий Индо Банк;3446;Москва и обл.;7 216 926,00;6 384 555,00;832 371,00;13,04
244;3;Ростфинанс;481;Ростовская обл.;7 144 114,00;7 171 824,00;-27 710,00;-0,39
245;5;Сибсоцбанк;2015;Алтайский край;7 081 738,00;7 056 563,00;25 175,00;0,36
246;-2;Финам Банк;2799;Москва и обл.;7 052 149,00;7 254 142,00;-201 993,00;-2,78
247;4;Союзный;3236;Москва и обл.;6 983 536,00;6 972 498,00;11 038,00;0,16
248;13;Нефтепромбанк;2156;Москва и обл.;6 982 258,00;6 535 195,00;447 063,00;6,84
249;-3;Северный Народный Банк;2721;Коми;6 936 648,00;7 209 857,00;-273 209,00;-3,79
250;3;Новобанк;1352;Новгородская обл.;6 895 239,00;6 897 078,00;-1 839,00;-0,03
251;1;Газтрансбанк;665;Краснодарский край;6 862 024,00;6 951 103,00;-89 079,00;-1,28
252;-3;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;6 742 581,00;7 061 368,00;-318 787,00;-4,51
253;-5;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;6 622 148,00;7 123 340,00;-501 192,00;-7,04
254;4;Енисейский Объединенный Банк;2645;Красноярский край;6 595 815,00;6 683 594,00;-87 779,00;-1,31
255;7;Русь;704;Оренбургская обл.;6 509 269,00;6 516 990,00;-7 721,00;-0,12
256;3;Вокбанк;312;Нижегородская обл.;6 502 797,00;6 639 462,00;-136 665,00;-2,06
257;-1;Проминвестбанк;2433;Москва и обл.;6 501 459,00;6 718 054,00;-216 595,00;-3,22
258;-3;Гранд Инвест Банк;3053;Москва и обл.;6 440 734,00;6 748 613,00;-307 879,00;-4,56
