Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Июнь, 2020, тыс. рублей;Май, 2020, тыс. рублей;Изменение, тыс. рублей;Изменение, %
260;2;Владбизнесбанк;903;Владимирская обл.;3 696 572,00;3 642 316,00;54 256,00;1,49
261;2;Далена Банк;1948;Москва и обл.;3 478 019,00;3 576 152,00;-98 133,00;-2,74
262;3;ФинТех;3499;Москва и обл.;3 473 609,00;3 418 887,00;54 722,00;1,60
263;8;Современные Стандарты Бизнеса;3397;Москва и обл.;3 363 454,00;3 290 986,00;72 468,00;2,20
264;6;БСТ-Банк;2883;Кемеровская обл.;3 360 534,00;3 348 253,00;12 281,00;0,37
265;1;Элита;1399;Калужская обл.;3 340 303,00;3 407 659,00;-67 356,00;-1,98
266;9;Первоуральскбанк;965;Свердловская обл.;3 335 028,00;3 142 901,00;192 127,00;6,11
267;-3;Первый Клиентский Банк;3436;Москва и обл.;3 285 006,00;3 554 335,00;-269 329,00;-7,58
268;10;Синко-Банк;2838;Москва и обл.;3 206 778,00;3 089 900,00;116 878,00;3,78
269;0;Расчетные Решения;3524;Москва и обл.;3 157 064,00;3 353 996,00;-196 932,00;-5,87
270;-3;Внешфинбанк;3173;Краснодарский край;3 127 238,00;3 397 208,00;-269 970,00;-7,95
271;8;Банк ПСА Финанс Рус;3481;Москва и обл.;3 091 909,00;3 084 727,00;7 182,00;0,23
272;10;Унифондбанк;3416;Москва и обл.;3 071 932,00;3 037 486,00;34 446,00;1,13
273;3;Тендер-Банк;2252;Москва и обл.;3 048 504,00;3 130 263,00;-81 759,00;-2,61
274;3;Профессионал Банк;3296;Москва и обл.;3 034 498,00;3 091 393,00;-56 895,00;-1,84
275;5;Экси-Банк;2530;Санкт-Петербург и обл.;3 017 442,00;3 050 271,00;-32 829,00;-1,08
276;-2;Первый Инвестиционный Банк;604;Москва и обл.;2 998 845,00;3 193 700,00;-194 855,00;-6,10
277;12;Россита-Банк;3257;Москва и обл.;2 991 223,00;2 813 505,00;177 718,00;6,32
278;9;Мобильная карта;3522;Санкт-Петербург и обл.;2 970 553,00;2 823 428,00;147 125,00;5,21
279;2;Банк Заречье;817;Татарстан;2 933 682,00;3 043 305,00;-109 623,00;-3,60
280;4;Кетовский Коммерческий Банк;842;Курганская обл.;2 911 889,00;2 943 025,00;-31 136,00;-1,06
281;7;Живаго Банк;2065;Рязанская обл.;2 898 990,00;2 820 692,00;78 298,00;2,78
282;4;Юнистрим;3467;Москва и обл.;2 832 328,00;2 888 311,00;-55 983,00;-1,94
283;60;Онего;2484;Карелия;2 729 347,00;1 488 179,00;1 241 168,00;83,40
284;-12;Кросна-Банк;2607;Москва и обл.;2 725 082,00;3 254 842,00;-529 760,00;-16,28
285;-2;Народный Банк;2249;Москва и обл.;2 722 879,00;3 033 237,00;-310 358,00;-10,23
286;-1;Уралфинанс;1370;Свердловская обл.;2 722 282,00;2 929 592,00;-207 310,00;-7,08
287;8;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 720 170,00;2 690 928,00;29 242,00;1,09
288;4;Севастопольский Морской Банк;3528;Севастополь;2 684 065,00;2 772 343,00;-88 278,00;-3,18
289;4;Система;2846;Москва и обл.;2 671 702,00;2 735 508,00;-63 806,00;-2,33
290;1;Международный Коммерческий Банк;2524;Москва и обл.;2 651 483,00;2 784 695,00;-133 212,00;-4,78
291;5;Озон Банк;3516;Москва и обл.;2 603 299,00;2 586 273,00;17 026,00;0,66
292;7;Яринтербанк;2564;Ярославская обл.;2 596 018,00;2 520 670,00;75 348,00;2,99
293;5;ИТ Банк;2609;Омская обл.;2 545 353,00;2 560 147,00;-14 794,00;-0,58
294;3;Газнефтьбанк;3223;Саратовская обл.;2 529 703,00;2 563 188,00;-33 485,00;-1,31
295;5;АвтоКредитБанк;1973;Татарстан;2 489 274,00;2 506 768,00;-17 494,00;-0,70
296;7;Йошкар-Ола;2802;Марий Эл;2 478 938,00;2 451 682,00;27 256,00;1,11
297;7;РБА;3413;Москва и обл.;2 442 914,00;2 415 211,00;27 703,00;1,15
298;9;Евроальянс;1781;Ивановская обл.;2 429 140,00;2 298 019,00;131 121,00;5,71
299;2;Банк Глобус;2438;Москва и обл.;2 388 734,00;2 488 874,00;-100 140,00;-4,02
300;2;Ермак;1809;Ханты-Мансийский АО — Югра;2 356 149,00;2 468 625,00;-112 476,00;-4,56
301;8;Великие Луки Банк;598;Псковская обл.;2 321 653,00;2 277 945,00;43 708,00;1,92
302;11;Банк Пермь;875;Пермская обл.;2 319 532,00;2 171 113,00;148 419,00;6,84
303;-13;РФИ Банк;3351;Москва и обл.;2 306 212,00;2 794 499,00;-488 287,00;-17,47
304;77;Металлург;2877;Москва и обл.;2 293 517,00;820 083,00;1 473 434,00;179,67
305;1;Социум-Банк;2881;Москва и обл.;2 282 319,00;2 310 554,00;-28 235,00;-1,22
306;-1;Витабанк;356;Санкт-Петербург и обл.;2 243 773,00;2 333 171,00;-89 398,00;-3,83
307;4;Приобье;537;Ханты-Мансийский АО — Югра;2 243 029,00;2 201 508,00;41 521,00;1,89
308;2;Костромаселькомбанк;1115;Костромская обл.;2 240 001,00;2 220 203,00;19 798,00;0,89
309;-1;Капитал;575;Москва и обл.;2 236 551,00;2 292 116,00;-55 565,00;-2,42
310;7;Арзамас;1281;Нижегородская обл.;2 210 684,00;2 101 959,00;108 725,00;5,17
311;5;Саратов;330;Саратовская обл.;2 203 114,00;2 120 759,00;82 355,00;3,88
312;2;Первый Дортрансбанк;3271;Кировская обл.;2 203 109,00;2 145 824,00;57 285,00;2,67
313;-1;ИК Банк;1732;Татарстан;2 189 484,00;2 193 808,00;-4 324,00;-0,20
314;4;ИРС;272;Москва и обл.;2 139 941,00;2 097 919,00;42 022,00;2,00
315;0;Спутник;1071;Самарская обл.;2 126 272,00;2 144 921,00;-18 649,00;-0,87
316;4;Русский Банк Сбережений;779;Ставропольский край;2 054 490,00;1 995 724,00;58 766,00;2,94
317;2;Вкабанк;1027;Астраханская обл.;2 022 930,00;2 017 931,00;4 999,00;0,25
318;3;Викинг;2;Санкт-Петербург и обл.;1 983 625,00;1 980 247,00;3 378,00;0,17
319;3;Новый Московский Банк;2932;Москва и обл.;1 921 798,00;1 941 546,00;-19 748,00;-1,02
320;-26;Оргбанк;3312;Москва и обл.;1 905 478,00;2 702 803,00;-797 325,00;-29,50
321;2;Сельмашбанк;106;Ростовская обл.;1 890 312,00;1 916 451,00;-26 139,00;-1,36
322;4;Майкопбанк;1136;Адыгея;1 842 863,00;1 802 430,00;40 433,00;2,24
323;2;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 818 549,00;1 808 918,00;9 631,00;0,53
324;12;Примтеркомбанк;21;Приморский край;1 776 574,00;1 603 499,00;173 075,00;10,79
325;-1;Ноосфера;2650;Республика Алтай;1 764 977,00;1 824 445,00;-59 468,00;-3,26
326;7;Тексбанк;2756;Карачаево-Черкесия;1 758 492,00;1 648 478,00;110 014,00;6,67
327;7;Дом-Банк;3209;Москва и обл.;1 754 646,00;1 638 686,00;115 960,00;7,08
328;2;Алтынбанк;2070;Татарстан;1 752 711,00;1 690 847,00;61 864,00;3,66
329;2;Банк РМП;2574;Москва и обл.;1 744 345,00;1 652 232,00;92 113,00;5,58
330;2;Мурманский Расчетный Центр;3341;Мурманская обл.;1 742 590,00;1 649 458,00;93 132,00;5,65
331;-3;Народный Доверительный Банк;2374;Москва и обл.;1 729 741,00;1 747 844,00;-18 103,00;-1,04
332;3;Новокиб;1747;Кемеровская обл.;1 708 034,00;1 626 561,00;81 473,00;5,01
333;4;Кузбассхимбанк;2868;Кемеровская обл.;1 622 372,00;1 593 008,00;29 364,00;1,84
334;6;Проинвестбанк;784;Пермская обл.;1 610 222,00;1 523 965,00;86 257,00;5,66
335;3;Сервис Резерв;2034;Москва и обл.;1 599 784,00;1 588 686,00;11 098,00;0,70
336;3;Калуга;1151;Калужская обл.;1 599 039,00;1 578 996,00;20 043,00;1,27
337;4;Промсельхозбанк;538;Москва и обл.;1 579 396,00;1 513 844,00;65 552,00;4,33
338;10;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 560 122,00;1 427 431,00;132 691,00;9,30
339;-12;Америкэн Экспресс Банк;3460;Москва и обл.;1 559 569,00;1 782 918,00;-223 349,00;-12,53
340;4;Республиканский Кредитный Альянс;3017;Москва и обл.;1 526 827,00;1 482 252,00;44 575,00;3,01
341;18;Р-Инкас;3536;Москва и обл.;1 487 827,00;1 240 123,00;247 704,00;19,97
342;4;Вакобанк;1291;Псковская обл.;1 463 357,00;1 463 542,00;-185,00;-0,01
343;4;Крона-Банк;2499;Иркутская обл.;1 459 683,00;1 437 239,00;22 444,00;1,56
344;-2;МТИ Банк;1052;Москва и обл.;1 424 526,00;1 504 033,00;-79 507,00;-5,29
345;4;Яндекс Банк;3027;Москва и обл.;1 416 658,00;1 358 976,00;57 682,00;4,24
346;5;Столичный Кредит;2853;Москва и обл.;1 396 667,00;1 328 561,00;68 106,00;5,13
347;29;РИБ;2749;Москва и обл.;1 385 936,00;986 997,00;398 939,00;40,42
348;45;Деньги.Мэйл.Ру;3511;Москва и обл.;1 355 953,00;690 096,00;665 857,00;96,49
349;5;Курган;2568;Курганская обл.;1 346 867,00;1 308 619,00;38 248,00;2,92
350;0;Прохладный;874;Кабардино-Балкария;1 337 960,00;1 347 376,00;-9 416,00;-0,70
351;-6;Финчер;3486;Москва и обл.;1 331 120,00;1 478 545,00;-147 425,00;-9,97
352;3;Элекснет;3314;Москва и обл.;1 330 448,00;1 302 666,00;27 782,00;2,13
353;-1;Почтобанк;1788;Пермская обл.;1 301 451,00;1 320 444,00;-18 993,00;-1,44
354;4;Майский;1673;Кабардино-Балкария;1 297 997,00;1 250 673,00;47 324,00;3,78
355;5;Невастройинвест;1926;Санкт-Петербург и обл.;1 290 901,00;1 219 131,00;71 770,00;5,89
356;1;Нальчик;695;Кабардино-Балкария;1 268 869,00;1 255 176,00;13 693,00;1,09
357;-1;Руна-Банк;3207;Москва и обл.;1 206 105,00;1 266 727,00;-60 622,00;-4,79
358;4;Кузнецкий Мост;2254;Москва и обл.;1 182 630,00;1 186 536,00;-3 906,00;-0,33
359;5;Саммит Банк;85;Приморский край;1 182 375,00;1 172 310,00;10 065,00;0,86
360;-7;Росбизнесбанк;1405;Москва и обл.;1 180 234,00;1 316 610,00;-136 376,00;-10,36
361;0;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;1 173 979,00;1 194 462,00;-20 483,00;-1,71
362;1;Народный Инвестиционный Банк;2876;Самарская обл.;1 173 778,00;1 177 043,00;-3 265,00;-0,28
363;2;ЕАТП Банк;1765;Астраханская обл.;1 173 048,00;1 170 089,00;2 959,00;0,25
364;3;Агора;3231;Москва и обл.;1 129 849,00;1 106 849,00;23 000,00;2,08
365;1;Спецстройбанк;236;Москва и обл.;1 103 781,00;1 135 022,00;-31 241,00;-2,75
366;2;Соколовский;2830;Москва и обл.;1 081 413,00;1 088 068,00;-6 655,00;-0,61
367;3;Байкалкредобанк;2990;Иркутская обл.;1 066 984,00;1 069 098,00;-2 114,00;-0,20
368;1;Вятич;2796;Рязанская обл.;1 058 595,00;1 073 762,00;-15 167,00;-1,41
369;2;Банк РСИ;3415;Москва и обл.;1 050 182,00;1 059 233,00;-9 051,00;-0,85
370;2;Дон-Тексбанк;1818;Ростовская обл.;1 036 624,00;1 009 334,00;27 290,00;2,70
371;4;Электронный платежный сервис;3509;Москва и обл.;997 168,00;997 168,00;0,00;0
372;6;Классик Эконом Банк;3298;Северная Осетия — Алания;973 831,00;929 051,00;44 780,00;4,82
373;4;Национальный Банк Сбережений;1949;Ивановская обл.;970 875,00;978 808,00;-7 933,00;-0,81
374;6;Единая касса;3512;Москва и обл.;947 305,00;899 209,00;48 096,00;5,35
375;-2;Химик;1114;Нижегородская обл.;899 208,00;1 002 499,00;-103 291,00;-10,30
376;3;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;892 412,00;909 000,00;-16 588,00;-1,82
377;-3;Межбанковский Кредитный Союз;3242;Москва и обл.;881 703,00;1 001 753,00;-120 050,00;-11,98
378;6;Банк 131;3538;Татарстан;835 527,00;791 231,00;44 296,00;5,60
379;-50;Земкомбанк;574;Ростовская обл.;809 985,00;1 704 572,00;-894 587,00;-52,48
380;2;Балаково-Банк;444;Саратовская обл.;805 889,00;814 895,00;-9 006,00;-1,11
381;7;РусьРегионБанк;685;Москва и обл.;801 345,00;774 152,00;27 193,00;3,51
382;1;Космос;2245;Москва и обл.;789 403,00;797 138,00;-7 735,00;-0,97
383;6;Объединенный Банк Республики;1016;Чувашия;768 570,00;758 755,00;9 815,00;1,29
384;2;Прокоммерцбанк;2996;Москва и обл.;768 545,00;783 002,00;-14 457,00;-1,85
385;6;Максима;3379;Москва и обл.;743 840,00;703 968,00;39 872,00;5,66
386;4;Дружба;990;Тюменская обл.;742 995,00;724 564,00;18 431,00;2,54
387;7;Гефест;1046;Тверская обл.;706 716,00;679 093,00;27 623,00;4,07
388;8;Геобанк;2027;Москва и обл.;697 890,00;654 877,00;43 013,00;6,57
389;6;Эко-Инвест;3116;Москва и обл.;680 094,00;670 380,00;9 714,00;1,45
390;7;Славянбанк;804;Новгородская обл.;659 863,00;623 567,00;36 296,00;5,82
391;1;Вайлдберриз Банк;841;Москва и обл.;656 467,00;696 396,00;-39 929,00;-5,73
392;-7;Ресурс-Траст;3122;Москва и обл.;640 956,00;784 257,00;-143 301,00;-18,27
393;5;Монета.ру;3508;Марий Эл;575 843,00;574 679,00;1 164,00;0,20
394;6;Рента-Банк;3095;Москва и обл.;535 199,00;531 673,00;3 526,00;0,66
395;4;Таганрогбанк;3136;Ростовская обл.;530 050,00;560 944,00;-30 894,00;-5,51
396;7;МВС Банк;2407;Дагестан;511 968,00;521 471,00;-9 503,00;-1,82
397;7;Холмск;503;Сахалинская обл.;477 641,00;450 175,00;27 466,00;6,10
398;4;Сетевая Расчетная Палата;3332;Татарстан;476 564,00;525 548,00;-48 984,00;-9,32
399;9;Северстройбанк;3507;Вологодская обл.;434 334,00;389 921,00;44 413,00;11,39
400;5;Континенталь;3184;Ставропольский край;433 930,00;424 917,00;9 013,00;2,12
401;5;Банк Берейт;3505;Санкт-Петербург и обл.;429 213,00;413 034,00;16 179,00;3,92
402;5;Платежи и Расчеты;3324;Самарская обл.;423 011,00;401 796,00;21 215,00;5,28
403;-2;Единая Расчетная Палата;384;Москва и обл.;394 966,00;530 014,00;-135 048,00;-25,48
404;5;Моби.Деньги;3523;Москва и обл.;378 626,00;378 626,00;0,00;0
405;5;Тайдон;2085;Кемеровская обл.;372 208,00;371 270,00;938,00;0,25
406;5;Платежный Стандарт;3530;Новосибирская обл.;354 755,00;320 287,00;34 468,00;10,76
407;5;Лэнд Кредит;1478;Москва и обл.;316 392,00;317 336,00;-944,00;-0,30
408;9;Синергия;2884;Саратовская обл.;315 366,00;277 146,00;38 220,00;13,79
409;4;Народный Банк Тувы;1309;Тыва;305 164,00;301 776,00;3 388,00;1,12
410;6;Промсвязьинвест;2761;Дагестан;302 867,00;291 773,00;11 094,00;3,80
411;4;Перспектива;3532;Омская обл.;294 928,00;294 928,00;0,00;0
412;2;Альтернатива;3452;Москва и обл.;284 632,00;297 605,00;-12 973,00;-4,36
413;5;Центрально-Азиатский;3037;Хакасия;270 724,00;275 392,00;-4 668,00;-1,70
414;6;ПэйЮ;3518;Москва и обл.;262 942,00;262 942,00;0,00;0
415;4;Элексир;3533;Москва и обл.;259 255,00;267 635,00;-8 380,00;-3,13
416;5;Красноярский Краевой Расчетный Центр;3483;Красноярский край;243 005,00;237 979,00;5 026,00;2,11
417;5;Премиум;3514;Москва и обл.;235 990,00;235 990,00;0,00;0
418;5;Нарат;1902;Татарстан;214 897,00;215 337,00;-440,00;-0,20
419;5;Русское Финансовое Общество;3427;Москва и обл.;207 826,00;210 053,00;-2 227,00;-1,06
420;6;Дальний Восток;3318;Приморский край;129 257,00;115 825,00;13 432,00;11,60
421;4;Элплат;3535;Удмуртия;118 095,00;118 095,00;0,00;0
422;5;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;113 895,00;111 990,00;1 905,00;1,70
423;5;Инэко;3520;Ивановская обл.;92 135,00;92 135,00;0,00;0
