Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Март, 2011, тыс. рублей;Февраль, 2011, тыс. рублей;Изменение, тыс. рублей;Изменение, %
259;-1;Нефтяной Альянс;2859;Москва и обл.;7 258 311,00;7 205 990,00;52 321,00;0,73
260;7;МАСТ-Банк;3267;Москва и обл.;7 226 616,00;6 750 845,00;475 771,00;7,05
261;-10;Банк Премьер Кредит;1663;Коми;7 204 502,00;7 376 814,00;-172 312,00;-2,34
262;-12;Северная Казна;2083;Свердловская обл.;7 045 566,00;7 408 572,00;-363 006,00;-4,90
263;-7;Темпбанк;55;Москва и обл.;7 039 800,00;7 237 065,00;-197 265,00;-2,73
264;-9;СтарБанк;548;Тюменская обл.;7 014 360,00;7 258 576,00;-244 216,00;-3,36
265;-6;Ставропольпромстройбанк;1288;Ставропольский край;6 990 336,00;7 130 216,00;-139 880,00;-1,96
266;-3;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;6 978 308,00;6 957 929,00;20 379,00;0,29
267;-5;Кузнецкбизнесбанк;1158;Кемеровская обл.;6 948 570,00;6 999 869,00;-51 299,00;-0,73
268;8;АктивКапитал Банк;3006;Самарская обл.;6 939 669,00;6 459 303,00;480 366,00;7,44
269;1;Адмиралтейский;3054;Москва и обл.;6 859 182,00;6 646 280,00;212 902,00;3,20
270;21;Ури Банк;3479;Москва и обл.;6 834 791,00;5 968 130,00;866 661,00;14,52
271;9;Банк ПСА Финанс Рус;3481;Москва и обл.;6 802 222,00;6 302 073,00;500 149,00;7,94
272;-4;Волго-Камский Банк;282;Самарская обл.;6 731 968,00;6 702 509,00;29 459,00;0,44
273;-8;НОМОС-Банк-Сибирь;410;Новосибирская обл.;6 709 398,00;6 871 731,00;-162 333,00;-2,36
274;1;КС Банк;1752;Мордовия;6 625 940,00;6 478 072,00;147 868,00;2,28
275;-6;Финпромбанк (ФПБ Банк);2157;Москва и обл.;6 487 931,00;6 681 387,00;-193 456,00;-2,90
276;-4;БайкалБанк;2632;Бурятия;6 478 444,00;6 507 610,00;-29 166,00;-0,45
277;39;Западный;2598;Москва и обл.;6 468 217,00;5 248 863,00;1 219 354,00;23,23
278;-4;АФ Банк;991;Башкортостан;6 419 232,00;6 479 794,00;-60 562,00;-0,93
279;0;Метробанк;2548;Москва и обл.;6 370 973,00;6 328 060,00;42 913,00;0,68
280;-3;Русь;704;Оренбургская обл.;6 320 028,00;6 415 020,00;-94 992,00;-1,48
281;8;Банк Акцепт;567;Новосибирская обл.;6 290 222,00;6 073 968,00;216 254,00;3,56
282;-11;Данске Банк;3307;Санкт-Петербург и обл.;6 252 128,00;6 640 246,00;-388 118,00;-5,84
283;-2;Евромет;2902;Москва и обл.;6 181 874,00;6 301 474,00;-119 600,00;-1,90
284;-6;Рублев;3098;Москва и обл.;6 177 495,00;6 374 803,00;-197 308,00;-3,10
285;7;Пушкино;391;Москва и обл.;6 161 583,00;5 907 230,00;254 353,00;4,31
286;17;Белгородсоцбанк;760;Белгородская обл.;6 051 659,00;5 615 671,00;435 988,00;7,76
287;-23;Замоскворецкий;1640;Москва и обл.;6 037 725,00;6 937 162,00;-899 437,00;-12,97
288;-4;Югра;880;Тюменская обл.;5 978 078,00;6 253 977,00;-275 899,00;-4,41
289;-3;Лада-Кредит;2668;Самарская обл.;5 927 150,00;6 195 882,00;-268 732,00;-4,34
290;-5;Кредит-Москва;5;Москва и обл.;5 917 414,00;6 199 956,00;-282 542,00;-4,56
291;22;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;5 906 560,00;5 324 245,00;582 315,00;10,94
292;-19;Банк Инноваций и Развития;2647;Москва и обл.;5 899 052,00;6 493 495,00;-594 443,00;-9,15
293;-10;Огни Москвы;2328;Москва и обл.;5 873 371,00;6 258 475,00;-385 104,00;-6,15
294;3;Датабанк;646;Удмуртия;5 862 825,00;5 756 678,00;106 147,00;1,84
295;-2;Унифин;2654;Москва и обл.;5 838 550,00;5 838 897,00;-347,00;-0,01
296;-8;Волга-Кредит;1153;Самарская обл.;5 817 348,00;6 085 928,00;-268 580,00;-4,41
297;-10;Томскпромстройбанк;1720;Томская обл.;5 798 169,00;6 087 634,00;-289 465,00;-4,75
298;52;Солид Банк;1329;Камчатская обл.;5 794 326,00;4 399 545,00;1 394 781,00;31,70
299;8;ОПМ-Банк;2734;Москва и обл.;5 786 541,00;5 538 498,00;248 043,00;4,48
300;-4;Хованский;2145;Москва и обл.;5 771 606,00;5 769 212,00;2 394,00;0,04
301;-7;Славянский Кредит;2960;Москва и обл.;5 742 011,00;5 783 960,00;-41 949,00;-0,73
302;9;ПВ-Банк;634;Ульяновская обл.;5 708 854,00;5 406 244,00;302 610,00;5,60
303;-2;ПИР Банк;2655;Москва и обл.;5 693 220,00;5 623 051,00;70 169,00;1,25
304;4;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;5 543 745,00;5 475 544,00;68 201,00;1,25
305;-6;СЭБ Банк;3235;Санкт-Петербург и обл.;5 539 864,00;5 659 689,00;-119 825,00;-2,12
306;0;РусЮгбанк;2093;Волгоградская обл.;5 533 242,00;5 585 062,00;-51 820,00;-0,93
307;-2;Банк Раунд;2506;Москва и обл.;5 509 431,00;5 610 481,00;-101 050,00;-1,80
308;-8;Русич Центр Банк;2793;Москва и обл.;5 490 159,00;5 637 458,00;-147 299,00;-2,61
309;-27;Русский Земельный Банк;2810;Москва и обл.;5 451 389,00;6 295 358,00;-843 969,00;-13,41
310;5;СИАБ;3245;Санкт-Петербург и обл.;5 438 171,00;5 278 374,00;159 797,00;3,03
311;3;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 427 382,00;5 279 801,00;147 581,00;2,80
312;7;Первый Экспресс;3237;Тульская обл.;5 412 790,00;5 213 062,00;199 728,00;3,83
313;20;ЕвроситиБанк;1869;Ставропольский край;5 398 956,00;4 796 241,00;602 715,00;12,57
314;-12;Альба Альянс;2593;Москва и обл.;5 356 760,00;5 616 201,00;-259 441,00;-4,62
315;2;Экспресс;3084;Дагестан;5 302 530,00;5 226 523,00;76 007,00;1,45
316;-18;Вега-Банк;3270;Москва и обл.;5 271 614,00;5 738 003,00;-466 389,00;-8,13
317;3;Потенциал;1019;Самарская обл.;5 204 154,00;5 209 465,00;-5 311,00;-0,10
318;5;Ишбанк;2867;Москва и обл.;5 180 799,00;5 145 920,00;34 879,00;0,68
319;-10;Бинбанк Мурманск;1276;Мурманская обл.;5 148 364,00;5 424 680,00;-276 316,00;-5,09
320;-25;Аверс;415;Татарстан;5 138 162,00;5 777 072,00;-638 910,00;-11,06
321;1;Бинбанк Тверь;777;Тверская обл.;5 046 545,00;5 156 622,00;-110 077,00;-2,13
322;8;Автоторгбанк;2776;Москва и обл.;5 041 751,00;4 865 654,00;176 097,00;3,62
323;4;Тусар;2712;Москва и обл.;5 024 554,00;4 969 437,00;55 117,00;1,11
324;2;Рускобанк;138;Санкт-Петербург и обл.;5 020 605,00;5 008 959,00;11 646,00;0,23
325;3;Региональный Банк Развития;2782;Башкортостан;5 006 217,00;4 886 925,00;119 292,00;2,44
326;10;Русский Ипотечный Банк;1968;Москва и обл.;4 983 097,00;4 725 612,00;257 485,00;5,45
327;-3;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;4 943 206,00;5 039 650,00;-96 444,00;-1,91
328;16;Бланк Банк;2368;Москва и обл.;4 917 429,00;4 538 631,00;378 798,00;8,35
329;-17;Генбанк;2490;Москва и обл.;4 830 515,00;5 373 734,00;-543 219,00;-10,11
330;-5;Северный Народный Банк;2721;Коми;4 826 343,00;5 031 632,00;-205 289,00;-4,08
331;9;Холдинг-Кредит;3030;Москва и обл.;4 785 191,00;4 611 389,00;173 802,00;3,77
332;2;Росавтобанк;2767;Москва и обл.;4 757 980,00;4 767 068,00;-9 088,00;-0,19
333;4;НИКО-Банк;702;Оренбургская обл.;4 756 178,00;4 720 121,00;36 057,00;0,76
334;7;Автоградбанк;1455;Татарстан;4 662 381,00;4 606 336,00;56 045,00;1,22
335;4;Банк Казани;708;Татарстан;4 642 778,00;4 656 838,00;-14 060,00;-0,30
336;10;Сибнефтебанк;385;Тюменская обл.;4 597 932,00;4 460 289,00;137 643,00;3,09
337;-8;Банк Кремлевский;2905;Москва и обл.;4 573 923,00;4 881 947,00;-308 024,00;-6,31
338;-20;Международный Коммерческий Банк;2524;Москва и обл.;4 548 757,00;5 220 053,00;-671 296,00;-12,86
339;-29;Финам Банк;2799;Москва и обл.;4 535 709,00;5 407 744,00;-872 035,00;-16,13
340;3;Актив Банк;2529;Мордовия;4 497 058,00;4 564 842,00;-67 784,00;-1,48
341;-3;Рост;2589;Москва и обл.;4 496 075,00;4 676 572,00;-180 497,00;-3,86
342;22;Национальный Залоговый Банк;2944;Москва и обл.;4 460 304,00;4 039 000,00;421 304,00;10,43
343;-12;Руссобанк;2313;Москва и обл.;4 410 134,00;4 841 600,00;-431 466,00;-8,91
344;3;Юг-Инвестбанк;2772;Краснодарский край;4 397 058,00;4 454 003,00;-56 945,00;-1,28
345;33;Кузнецкий Мост;2254;Москва и обл.;4 374 680,00;3 703 490,00;671 190,00;18,12
346;16;Экспресс-Кредит;210;Москва и обл.;4 372 208,00;4 071 637,00;300 571,00;7,38
347;-5;Платина;2347;Москва и обл.;4 368 024,00;4 571 473,00;-203 449,00;-4,45
348;1;Башинвестбанк;2189;Башкортостан;4 365 871,00;4 406 869,00;-40 998,00;-0,93
349;-1;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;4 329 369,00;4 452 009,00;-122 640,00;-2,75
350;1;Платежный Центр;3166;Новосибирская обл.;4 305 444,00;4 290 734,00;14 710,00;0,34
351;7;Трансстройбанк;2807;Москва и обл.;4 270 698,00;4 187 736,00;82 962,00;1,98
352;4;Монолит;1967;Москва и обл.;4 247 919,00;4 200 280,00;47 639,00;1,13
353;7;Сибсоцбанк;2015;Алтайский край;4 221 721,00;4 142 621,00;79 100,00;1,91
354;-9;Славия;2664;Москва и обл.;4 215 116,00;4 516 495,00;-301 379,00;-6,67
355;-3;Банк Торгового Финансирования;1982;Москва и обл.;4 186 693,00;4 262 143,00;-75 450,00;-1,77
356;-24;Банк на Красных Воротах;2472;Москва и обл.;4 168 413,00;4 808 324,00;-639 911,00;-13,31
357;4;Витас Банк;1955;Москва и обл.;4 167 901,00;4 124 835,00;43 066,00;1,04
358;-5;ФДБ;3071;Москва и обл.;4 154 773,00;4 236 078,00;-81 305,00;-1,92
359;10;Волжский Социальный Банк;2428;Самарская обл.;4 140 296,00;3 935 816,00;204 480,00;5,20
360;-1;Енисейский Объединенный Банк;2645;Красноярский край;4 108 020,00;4 183 166,00;-75 146,00;-1,80
361;4;Промтрансбанк;2638;Башкортостан;4 095 267,00;4 020 985,00;74 282,00;1,85
362;8;Донкомбанк;492;Ростовская обл.;4 078 693,00;3 910 406,00;168 287,00;4,30
363;3;Чувашкредитпромбанк;1280;Чувашия;4 054 468,00;4 014 152,00;40 316,00;1,00
364;7;Зернобанк;2337;Алтайский край;4 029 665,00;3 908 283,00;121 382,00;3,11
365;51;Экономикс-Банк;2136;Москва и обл.;4 016 582,00;3 200 705,00;815 877,00;25,49
366;2;Риабанк;3434;Москва и обл.;3 999 887,00;3 975 930,00;23 957,00;0,60
367;19;Ассоциация;732;Нижегородская обл.;3 986 076,00;3 641 007,00;345 069,00;9,48
368;-1;Уралкапиталбанк;2519;Башкортостан;3 976 141,00;3 990 383,00;-14 242,00;-0,36
369;-34;Сиббизнесбанк;2539;Тюменская обл.;3 970 861,00;4 746 469,00;-775 608,00;-16,34
370;-7;Московский Нефтехимический Банк;1411;Москва и обл.;3 933 366,00;4 046 003,00;-112 637,00;-2,78
371;5;Вокбанк;312;Нижегородская обл.;3 913 629,00;3 795 768,00;117 861,00;3,11
372;0;Стратегия;2801;Москва и обл.;3 902 327,00;3 902 857,00;-530,00;-0,01
373;1;Белгородпромстройбанк;1816;Белгородская обл.;3 890 601,00;3 894 952,00;-4 351,00;-0,11
374;11;Софрино;2972;Москва и обл.;3 817 887,00;3 654 348,00;163 539,00;4,48
375;-21;Сибирьгазбанк;3042;Тюменская обл.;3 817 076,00;4 232 450,00;-415 374,00;-9,81
376;25;Лесбанк;1598;Москва и обл.;3 799 981,00;3 458 015,00;341 966,00;9,89
377;-56;Миллениум Банк;3423;Москва и обл.;3 757 515,00;5 178 369,00;-1 420 854,00;-27,44
378;-23;Международный Банк Развития;2704;Москва и обл.;3 733 059,00;4 200 877,00;-467 818,00;-11,14
379;-4;Международный Инвестиционный Банк;2742;Москва и обл.;3 723 843,00;3 814 291,00;-90 448,00;-2,37
380;-76;Банк Заречье;817;Татарстан;3 715 036,00;5 614 552,00;-1 899 516,00;-33,83
381;-4;Хлебобанк;1812;Москва и обл.;3 705 399,00;3 791 675,00;-86 276,00;-2,28
382;0;Дагэнергобанк;3286;Дагестан;3 692 360,00;3 663 422,00;28 938,00;0,79
383;-4;Лайтбанк;3177;Москва и обл.;3 652 567,00;3 701 280,00;-48 713,00;-1,32
384;3;Бинбанк Смоленск;1957;Смоленская обл.;3 647 679,00;3 632 121,00;15 558,00;0,43
385;3;ВостСибтранскомбанк;2731;Иркутская обл.;3 625 356,00;3 629 946,00;-4 590,00;-0,13
386;3;РАМ Банк;3480;Москва и обл.;3 584 737,00;3 578 177,00;6 560,00;0,18
387;3;Межрегиональный промышленно-строительный банк;752;Мордовия;3 580 275,00;3 559 434,00;20 841,00;0,59
388;5;Евроальянс;1781;Ивановская обл.;3 517 031,00;3 530 984,00;-13 953,00;-0,40
389;5;Приоритет;3135;Самарская обл.;3 505 714,00;3 513 662,00;-7 948,00;-0,23
390;10;Новобанк;1352;Новгородская обл.;3 494 537,00;3 458 863,00;35 674,00;1,03
391;12;Голдман Сакс Банк;3490;Москва и обл.;3 481 803,00;3 415 045,00;66 758,00;1,95
392;13;;;;3 480 493,00;3 405 521,00;74 972,00;2,20
393;55;ОФК Банк;2270;Москва и обл.;3 456 184,00;2 807 212,00;648 972,00;23,12
394;2;Агросоюз;1459;Оренбургская обл.;3 442 278,00;3 478 970,00;-36 692,00;-1,05
395;-11;Банк Развития Региона;3315;Северная Осетия — Алания;3 428 327,00;3 660 045,00;-231 718,00;-6,33
396;2;Роял Кредит Банк;783;Хабаровский край;3 419 576,00;3 475 707,00;-56 131,00;-1,61
397;-5;Банк Развития Технологий;3441;Москва и обл.;3 409 685,00;3 541 143,00;-131 458,00;-3,71
398;8;Нижневолжский Коммерческий Банк;931;Саратовская обл.;3 370 590,00;3 391 742,00;-21 152,00;-0,62
399;-8;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;3 308 560,00;3 552 760,00;-244 200,00;-6,87
400;174;Развитие;2729;Карачаево-Черкесия;3 307 723,00;1 634 362,00;1 673 361,00;102,39
401;3;Проминвестбанк;2433;Москва и обл.;3 305 228,00;3 411 012,00;-105 784,00;-3,10
402;23;Транспортный;3174;Москва и обл.;3 297 092,00;3 079 297,00;217 795,00;7,07
403;-8;Донинвест;1617;Ростовская обл.;3 288 486,00;3 487 221,00;-198 735,00;-5,70
404;3;Азия-Инвест Банк;3303;Москва и обл.;3 281 299,00;3 368 653,00;-87 354,00;-2,59
405;15;Банк БФТ;2273;Москва и обл.;3 278 605,00;3 183 451,00;95 154,00;2,99
406;11;Камский Коммерческий Банк;438;Татарстан;3 261 247,00;3 197 762,00;63 485,00;1,99
407;5;Кранбанк;2271;Ивановская обл.;3 257 162,00;3 247 045,00;10 117,00;0,31
408;-25;Банкхаус Эрбе;1717;Москва и обл.;3 248 849,00;3 661 197,00;-412 348,00;-11,26
409;-29;Экси-Банк;2530;Санкт-Петербург и обл.;3 247 806,00;3 696 642,00;-448 836,00;-12,14
410;1;Горбанк;2982;Санкт-Петербург и обл.;3 246 975,00;3 254 184,00;-7 209,00;-0,22
411;-14;Анкор Банк;889;Татарстан;3 245 297,00;3 477 128,00;-231 831,00;-6,67
412;11;Хакасский Муниципальный Банк;1049;Хакасия;3 221 226,00;3 082 653,00;138 573,00;4,50
413;2;Тюменьагропромбанк;917;Тюменская обл.;3 216 823,00;3 206 214,00;10 609,00;0,33
414;7;Транснациональный Банк;2108;Москва и обл.;3 205 349,00;3 179 965,00;25 384,00;0,80
415;11;Капитал;575;Москва и обл.;3 189 544,00;3 077 647,00;111 897,00;3,64
416;-8;Орловский Социальный Банк;2921;Орловская обл.;3 182 340,00;3 308 441,00;-126 101,00;-3,81
417;-7;Промрегионбанк;2123;Томская обл.;3 179 548,00;3 298 273,00;-118 725,00;-3,60
418;-4;Профит Банк;3234;Москва и обл.;3 164 781,00;3 216 998,00;-52 217,00;-1,62
419;-1;Профессионал Банк;3296;Москва и обл.;3 143 267,00;3 196 115,00;-52 848,00;-1,65
420;-18;Реалист Банк;1067;Иркутская обл.;3 097 192,00;3 419 507,00;-322 315,00;-9,43
421;10;Преодоление;2649;Москва и обл.;3 053 623,00;2 963 438,00;90 185,00;3,04
422;23;Аскольд;2480;Смоленская обл.;3 049 343,00;2 857 826,00;191 517,00;6,70
423;6;Пойдем!;2534;Москва и обл.;3 032 681,00;3 058 619,00;-25 938,00;-0,85
424;0;Крокус-Банк;2682;Москва и обл.;3 030 633,00;3 081 693,00;-51 060,00;-1,66
425;-26;Дил-Банк;3384;Москва и обл.;3 024 347,00;3 474 889,00;-450 542,00;-12,97
426;11;Объединенный Банк Развития;3345;Москва и обл.;3 021 167,00;2 924 898,00;96 269,00;3,29
427;0;Ермак;1809;Тюменская обл.;3 011 272,00;3 067 195,00;-55 923,00;-1,82
428;80;РосинтерБанк;226;Москва и обл.;3 001 141,00;2 125 009,00;876 132,00;41,23
429;4;ВЕБРР;3418;Москва и обл.;2 996 685,00;2 956 466,00;40 219,00;1,36
430;-2;Баренцбанк;2188;Мурманская обл.;2 995 530,00;3 066 351,00;-70 821,00;-2,31
431;-1;Уралпромбанк;2964;Челябинская обл.;2 978 081,00;3 058 597,00;-80 516,00;-2,63
432;6;РНКБ;1354;Москва и обл.;2 967 354,00;2 921 170,00;46 184,00;1,58
433;1;АйСиБиСи Банк;3475;Москва и обл.;2 946 816,00;2 950 739,00;-3 923,00;-0,13
434;70;Социум-Банк;2881;Москва и обл.;2 946 807,00;2 198 075,00;748 732,00;34,06
435;18;Инкаробанк;2696;Москва и обл.;2 910 861,00;2 722 437,00;188 424,00;6,92
436;48;Мосводоканалбанк;2863;Москва и обл.;2 898 907,00;2 423 054,00;475 853,00;19,64
437;35;Русский Торговый Банк;2842;Москва и обл.;2 877 006,00;2 527 154,00;349 852,00;13,84
438;-2;Промэнергобанк;2728;Вологодская обл.;2 866 636,00;2 940 418,00;-73 782,00;-2,51
439;17;Бинбанк Сургут;1701;Тюменская обл.;2 865 578,00;2 702 999,00;162 579,00;6,01
440;-5;Межрегиональный Почтовый Банк;3171;Москва и обл.;2 854 813,00;2 945 789,00;-90 976,00;-3,09
441;-84;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;2 846 793,00;4 189 420,00;-1 342 627,00;-32,05
442;-10;Система;2846;Москва и обл.;2 843 227,00;2 957 929,00;-114 702,00;-3,88
443;-62;Первый Инвестиционный Банк;604;Москва и обл.;2 812 331,00;3 665 903,00;-853 572,00;-23,28
444;-22;ЕвроАксис Банк;3273;Москва и обл.;2 802 956,00;3 087 140,00;-284 184,00;-9,21
445;-5;Сити Инвест Банк;3194;Санкт-Петербург и обл.;2 797 697,00;2 905 179,00;-107 482,00;-3,70
446;1;Ураллига;1626;Челябинская обл.;2 797 169,00;2 848 278,00;-51 109,00;-1,79
447;-3;Стромкомбанк;404;Красноярский край;2 773 802,00;2 886 769,00;-112 967,00;-3,91
448;1;Нефтепромбанк;2156;Москва и обл.;2 736 559,00;2 790 711,00;-54 152,00;-1,94
449;-3;Универсальный Кредит;2903;Москва и обл.;2 722 890,00;2 856 249,00;-133 359,00;-4,67
450;11;Банк Город;2644;Коми;2 717 635,00;2 633 172,00;84 463,00;3,21
451;-10;ИТ Банк;2609;Омская обл.;2 703 327,00;2 896 922,00;-193 595,00;-6,68
452;51;Балтика;967;Санкт-Петербург и обл.;2 697 063,00;2 212 107,00;484 956,00;21,92
453;-34;Спецсетьстройбанк;3062;Москва и обл.;2 675 669,00;3 186 439,00;-510 770,00;-16,03
454;1;Нацпромбанк;2360;Москва и обл.;2 673 217,00;2 703 585,00;-30 368,00;-1,12
455;12;Алтайкапиталбанк;2659;Алтайский край;2 671 324,00;2 570 322,00;101 002,00;3,93
456;-5;Ипотека-Инвест;3070;Татарстан;2 652 239,00;2 746 244,00;-94 005,00;-3,42
457;5;Камчаткомагропромбанк;545;Камчатская обл.;2 634 687,00;2 631 175,00;3 512,00;0,13
458;37;ПК-Банк;2652;Нижегородская обл.;2 632 566,00;2 310 708,00;321 858,00;13,93
459;-5;РБА;3413;Ярославская обл.;2 631 612,00;2 710 545,00;-78 933,00;-2,91
460;-51;Джей энд Ти Банк;3061;Москва и обл.;2 630 387,00;3 307 870,00;-677 483,00;-20,48
461;39;Новопокровский;467;Краснодарский край;2 627 209,00;2 263 502,00;363 707,00;16,07
462;11;Ноябрьскнефтекомбанк;2274;Тюменская обл.;2 614 097,00;2 525 216,00;88 881,00;3,52
463;5;Клиентский;2324;Москва и обл.;2 607 072,00;2 543 905,00;63 167,00;2,48
464;11;Земский Банк;2900;Самарская обл.;2 604 330,00;2 496 691,00;107 639,00;4,31
465;9;Совинком;2302;Москва и обл.;2 595 136,00;2 498 043,00;97 093,00;3,89
466;-24;2Т Банк;625;Москва и обл.;2 588 836,00;2 894 525,00;-305 689,00;-10,56
467;16;Оргбанк;3312;Москва и обл.;2 573 746,00;2 442 205,00;131 541,00;5,39
468;11;Итуруп;2390;Сахалинская обл.;2 572 136,00;2 465 295,00;106 841,00;4,33
469;-4;Союзный;3236;Москва и обл.;2 570 103,00;2 602 136,00;-32 033,00;-1,23
470;-31;Интерактивный Банк;3378;Москва и обл.;2 556 768,00;2 916 692,00;-359 924,00;-12,34
471;-14;Аспект;608;Москва и обл.;2 554 869,00;2 694 814,00;-139 945,00;-5,19
472;-29;Эксперт Банк;2949;Омская обл.;2 548 556,00;2 889 052,00;-340 496,00;-11,79
473;-10;Финансовый Стандарт;1053;Москва и обл.;2 537 543,00;2 621 494,00;-83 951,00;-3,20
474;-8;НОКССбанк;3202;Волгоградская обл.;2 534 608,00;2 588 113,00;-53 505,00;-2,07
475;-4;Банк БКФ;2684;Москва и обл.;2 532 827,00;2 533 203,00;-376,00;-0,01
476;-16;Живаго Банк;2065;Рязанская обл.;2 516 275,00;2 639 950,00;-123 675,00;-4,68
477;-8;Вкабанк;1027;Астраханская обл.;2 495 612,00;2 540 553,00;-44 941,00;-1,77
478;14;Нэклис-Банк;1671;Москва и обл.;2 492 366,00;2 336 374,00;155 992,00;6,68
479;-9;Тульский Промышленник;2382;Тульская обл.;2 489 564,00;2 535 954,00;-46 390,00;-1,83
480;-4;Уралприватбанк;153;Свердловская обл.;2 461 137,00;2 494 878,00;-33 741,00;-1,35
481;-29;Московский Коммерческий Банк;3172;Москва и обл.;2 440 220,00;2 724 994,00;-284 774,00;-10,45
482;4;Стройлесбанк;2995;Тюменская обл.;2 433 292,00;2 391 578,00;41 714,00;1,74
483;-33;Траст Капитал Банк;2741;Москва и обл.;2 430 594,00;2 749 299,00;-318 705,00;-11,59
484;3;Торгово-Строительный Банк;1250;Москва и обл.;2 421 967,00;2 385 856,00;36 111,00;1,51
485;-72;Интеркредит;3047;Москва и обл.;2 420 035,00;3 227 530,00;-807 495,00;-25,02
486;-8;Мастер-Капитал;3011;Москва и обл.;2 414 443,00;2 478 000,00;-63 557,00;-2,56
487;3;Инкредбанк;3405;Москва и обл.;2 401 957,00;2 363 471,00;38 486,00;1,63
488;5;Кузнецкий;609;Пензенская обл.;2 374 816,00;2 323 510,00;51 306,00;2,21
489;2;Долинск;857;Сахалинская обл.;2 353 567,00;2 344 545,00;9 022,00;0,38
490;-5;Зенит Сочи;232;Краснодарский край;2 353 131,00;2 401 555,00;-48 424,00;-2,02
491;-10;Гагаринский;606;Москва и обл.;2 346 953,00;2 452 632,00;-105 679,00;-4,31
492;-15;Енисей;474;Красноярский край;2 333 651,00;2 481 765,00;-148 114,00;-5,97
493;-4;Газстройбанк;2919;Москва и обл.;2 310 652,00;2 377 605,00;-66 953,00;-2,82
494;22;Мосуралбанк;2468;Москва и обл.;2 307 497,00;2 083 886,00;223 611,00;10,73
495;6;Милбанк;3256;Москва и обл.;2 305 008,00;2 238 811,00;66 197,00;2,96
496;9;Росбизнесбанк;1405;Москва и обл.;2 291 162,00;2 161 332,00;129 830,00;6,01
497;-1;Век;2299;Москва и обл.;2 246 713,00;2 300 312,00;-53 599,00;-2,33
498;0;Уссури;596;Хабаровский край;2 244 265,00;2 275 492,00;-31 227,00;-1,37
499;14;Республиканский Банк;3277;Москва и обл.;2 232 485,00;2 089 381,00;143 104,00;6,85
500;2;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 230 431,00;2 230 891,00;-460,00;-0,02
501;-13;Тагилбанк;1635;Свердловская обл.;2 208 480,00;2 383 991,00;-175 511,00;-7,36
502;-5;ИРС;272;Москва и обл.;2 199 404,00;2 291 032,00;-91 628,00;-4,00
503;4;РН Банк;170;Омская обл.;2 178 583,00;2 146 304,00;32 279,00;1,50
504;29;Констанс-Банк;2228;Санкт-Петербург и обл.;2 175 635,00;1 899 040,00;276 595,00;14,56
505;13;Нейва;1293;Свердловская обл.;2 159 287,00;2 074 107,00;85 180,00;4,11
506;5;Вологжанин;1896;Вологодская обл.;2 134 353,00;2 101 175,00;33 178,00;1,58
507;17;Еврокредит;2957;Москва и обл.;2 116 561,00;2 006 341,00;110 220,00;5,49
508;-26;Союзпромбанк;2965;Москва и обл.;2 104 382,00;2 446 234,00;-341 852,00;-13,97
509;1;Городской Ипотечный Банк;1627;Москва и обл.;2 083 689,00;2 107 329,00;-23 640,00;-1,12
510;9;Норвик Банк;1407;Москва и обл.;2 079 935,00;2 046 026,00;33 909,00;1,66
511;10;Аксонбанк;680;Костромская обл.;2 060 156,00;2 023 962,00;36 194,00;1,79
512;5;Коммерческий Индо Банк;3446;Москва и обл.;2 058 635,00;2 080 154,00;-21 519,00;-1,03
513;9;Витабанк;356;Санкт-Петербург и обл.;2 042 919,00;2 016 581,00;26 338,00;1,31
514;6;Синко-Банк;2838;Москва и обл.;2 041 833,00;2 043 551,00;-1 718,00;-0,08
515;-3;Региональный Кредитный Банк;1608;Калининградская обл.;2 041 621,00;2 093 469,00;-51 848,00;-2,48
516;-52;Киви Банк;2241;Москва и обл.;2 032 761,00;2 615 162,00;-582 401,00;-22,27
517;-3;Бум-Банк;1137;Кабардино-Балкария;2 015 359,00;2 085 366,00;-70 007,00;-3,36
518;23;Сберинвестбанк;1743;Свердловская обл.;2 005 151,00;1 847 793,00;157 358,00;8,52
519;23;Вэлтон Банк;1105;Белгородская обл.;1 990 598,00;1 847 181,00;143 417,00;7,76
520;9;Профессионал Банк;2471;Москва и обл.;1 983 591,00;1 928 353,00;55 238,00;2,86
521;25;Татсоцбанк;480;Татарстан;1 972 912,00;1 837 075,00;135 837,00;7,39
522;1;Финансовый Капитал;3288;Санкт-Петербург и обл.;1 967 431,00;2 007 366,00;-39 935,00;-1,99
523;3;Бест Эффортс Банк;435;Москва и обл.;1 960 333,00;1 963 716,00;-3 383,00;-0,17
524;3;Венец;524;Ульяновская обл.;1 958 887,00;1 945 153,00;13 734,00;0,71
525;7;Гринфилдбанк;2711;Москва и обл.;1 940 784,00;1 899 360,00;41 424,00;2,18
