Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Март, 2011, тыс. рублей;Февраль, 2011, тыс. рублей;Изменение, тыс. рублей;Изменение, %
801;6;Тревел Банк;531;Москва и обл.;594 475,00;567 567,00;26 908,00;4,74
802;27;Народный Банк;2249;Карачаево-Черкесия;589 208,00;504 511,00;84 697,00;16,79
803;3;Старый Кремль;2657;Москва и обл.;587 981,00;570 159,00;17 822,00;3,13
804;-13;Взаимодействие;1704;Новосибирская обл.;584 478,00;623 172,00;-38 694,00;-6,21
805;-21;Мико-Банк;3195;Москва и обл.;580 342,00;666 023,00;-85 681,00;-12,86
806;-10;Ресурс-Траст;3122;Москва и обл.;577 821,00;616 194,00;-38 373,00;-6,23
807;3;Северная Клиринговая Палата;3317;Архангельская обл.;571 114,00;561 467,00;9 647,00;1,72
808;24;Олма-Банк;3250;Москва и обл.;568 149,00;501 362,00;66 787,00;13,32
809;19;Идеалбанк;3491;Москва и обл.;562 555,00;504 861,00;57 694,00;11,43
810;1;Америкэн Экспресс Банк;3460;Москва и обл.;557 484,00;557 314,00;170,00;0,03
811;20;Востокбизнесбанк;1342;Приморский край;557 217,00;502 158,00;55 059,00;10,96
812;-9;Прохладный;874;Кабардино-Балкария;556 965,00;579 006,00;-22 041,00;-3,81
813;-15;ИстКом-Финанс;3435;Москва и обл.;547 564,00;605 565,00;-58 001,00;-9,58
814;4;Банк ВВБ;1093;Ярославская обл.;545 994,00;530 452,00;15 542,00;2,93
815;6;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;543 630,00;521 718,00;21 912,00;4,20
816;-7;Вакобанк;1291;Псковская обл.;543 301,00;563 332,00;-20 031,00;-3,56
817;18;Адам Интернэшнл;2232;Дагестан;536 418,00;492 899,00;43 519,00;8,83
818;6;Телекоммерц Банк;3380;Тульская обл.;535 882,00;510 668,00;25 214,00;4,94
819;-2;Классик Эконом Банк;3298;Северная Осетия — Алания;532 018,00;530 960,00;1 058,00;0,20
820;-16;Кутузовский;3190;Москва и обл.;529 790,00;577 787,00;-47 997,00;-8,31
821;-16;НСТ-Банк;1738;Оренбургская обл.;529 123,00;576 269,00;-47 146,00;-8,18
822;18;Ауэрбанк;3105;Москва и обл.;524 088,00;468 749,00;55 339,00;11,81
823;-9;Кредитбанк;1035;Калмыкия;523 666,00;541 035,00;-17 369,00;-3,21
824;26;Индустриальный Сберегательный Банк;3175;Москва и обл.;522 087,00;442 685,00;79 402,00;17,94
825;-5;Стар Альянс;3433;Москва и обл.;518 594,00;528 513,00;-9 919,00;-1,88
826;-14;Сунжа;2023;Ингушетия;511 638,00;556 028,00;-44 390,00;-7,98
827;-5;Кубаньторгбанк;478;Краснодарский край;511 033,00;520 392,00;-9 359,00;-1,80
828;79;Рингкомбанк;1909;Ингушетия;507 119,00;295 909,00;211 210,00;71,38
829;-35;Мурманский Расчетный Центр;3341;Мурманская обл.;505 931,00;619 927,00;-113 996,00;-18,39
830;15;Геобанк;2027;Москва и обл.;503 820,00;453 654,00;50 166,00;11,06
831;-15;РУБанк;2813;Ростовская обл.;502 964,00;536 696,00;-33 732,00;-6,29
832;-5;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;500 998,00;507 516,00;-6 518,00;-1,28
833;16;Газтрансбанк;665;Адыгея;499 265,00;446 308,00;52 957,00;11,87
834;-8;Южный Региональный Банк;3015;Ростовская обл.;496 665,00;507 584,00;-10 919,00;-2,15
835;-2;Ростфинанс;481;Ростовская обл.;487 355,00;496 442,00;-9 087,00;-1,83
836;2;Инвестиционный Республиканский Банк;2571;Москва и обл.;486 952,00;474 317,00;12 635,00;2,66
837;2;Миръ;3089;Москва и обл.;479 165,00;471 881,00;7 284,00;1,54
838;-4;Дагестан;543;Дагестан;478 621,00;493 875,00;-15 254,00;-3,09
839;-2;Паритет;1860;Москва и обл.;476 079,00;478 422,00;-2 343,00;-0,49
840;-10;Прокоммерцбанк;2996;Москва и обл.;467 503,00;503 887,00;-36 384,00;-7,22
841;-468;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;457 269,00;3 902 280,00;-3 445 011,00;-88,28
842;-17;Рапида;3371;Москва и обл.;455 598,00;509 060,00;-53 462,00;-10,50
843;-1;НКБ;2942;Калмыкия;454 184,00;458 276,00;-4 092,00;-0,89
844;9;Акция;927;Ивановская обл.;453 180,00;436 470,00;16 710,00;3,83
845;3;Плато-Банк;2071;Свердловская обл.;451 590,00;446 679,00;4 911,00;1,10
846;11;Расчетный Дом;3350;Москва и обл.;446 192,00;428 687,00;17 505,00;4,08
847;13;Платежный Сервисный Банк;1943;Башкортостан;441 669,00;420 343,00;21 326,00;5,07
848;-7;Трансинвестбанк;3238;Москва и обл.;433 993,00;460 989,00;-26 996,00;-5,86
849;19;Галабанк;3090;Адыгея;433 450,00;386 724,00;46 726,00;12,08
850;5;Анталбанк;3115;Москва и обл.;432 862,00;432 881,00;-19,00;-0,00
851;-5;ИР-Кредит;1724;Москва и обл.;429 535,00;453 005,00;-23 470,00;-5,18
852;-1;Евросиб Банк;594;Псковская обл.;429 018,00;439 715,00;-10 697,00;-2,43
853;-1;Имбанк;2098;Дагестан;422 720,00;436 947,00;-14 227,00;-3,26
854;5;Надежность;2425;Курганская обл.;422 243,00;421 113,00;1 130,00;0,27
855;1;Алданзолотобанк;854;Саха (Якутия);420 761,00;429 621,00;-8 860,00;-2,06
856;5;Вятич;2796;Рязанская обл.;417 594,00;414 123,00;3 471,00;0,84
857;-10;Принтбанк;546;Москва и обл.;410 638,00;450 595,00;-39 957,00;-8,87
858;9;Платежи и Расчеты;3324;Самарская обл.;407 799,00;388 949,00;18 850,00;4,85
859;33;ФинТех;3499;Москва и обл.;406 919,00;328 674,00;78 245,00;23,81
860;9;Региональный Коммерческий Банк;836;Ульяновская обл.;406 354,00;386 369,00;19 985,00;5,17
861;3;Банк Развития Бизнеса;1910;Кемеровская обл.;405 591,00;406 627,00;-1 036,00;-0,25
862;-4;Народный Инвестиционный Банк;2876;Самарская обл.;395 989,00;425 845,00;-29 856,00;-7,01
863;27;АлтайБизнес-Банк;2388;Алтайский край;395 638,00;330 912,00;64 726,00;19,56
864;8;РИТЦ Банк;2677;Москва и обл.;392 157,00;377 210,00;14 947,00;3,96
865;-2;Промсвязьинвест;2761;Дагестан;391 421,00;413 795,00;-22 374,00;-5,41
866;-1;Максимум;466;Ростовская обл.;390 693,00;404 586,00;-13 893,00;-3,43
867;28;Холдинвестбанк;2837;Москва и обл.;386 815,00;324 074,00;62 741,00;19,36
868;-24;Анджибанк;570;Дагестан;385 986,00;453 699,00;-67 713,00;-14,92
869;-26;Сетевая Расчетная Палата;3332;Татарстан;383 805,00;455 155,00;-71 350,00;-15,68
870;-4;Техноком;2614;Москва и обл.;381 185,00;397 207,00;-16 022,00;-4,03
871;6;Дружба;990;Тюменская обл.;369 495,00;354 889,00;14 606,00;4,12
872;-1;Народный Земельно-Промышленный Банк;2873;Алтайский край;368 788,00;380 299,00;-11 511,00;-3,03
873;-3;Си Ди Би Банк;3339;Краснодарский край;364 391,00;382 328,00;-17 937,00;-4,69
874;4;Удмуртинвестстройбанк;2447;Удмуртия;362 870,00;354 803,00;8 067,00;2,27
875;66;Сибирский Энергетический Банк;2604;Москва и обл.;360 275,00;223 126,00;137 149,00;61,47
876;8;Конгресс-Банк;2330;Москва и обл.;358 417,00;337 614,00;20 803,00;6,16
877;11;Гефест;1046;Тверская обл.;358 159,00;331 721,00;26 438,00;7,97
878;7;Ипозембанк;3026;Самарская обл.;357 483,00;337 203,00;20 280,00;6,01
879;-5;Природа;3399;Москва и обл.;355 340,00;369 426,00;-14 086,00;-3,81
880;3;Народный Банк Тувы;1309;Тыва;353 634,00;340 809,00;12 825,00;3,76
881;0;Идея Банк;430;Краснодарский край;353 324,00;348 531,00;4 793,00;1,38
882;-3;Заубер Банк;1614;Карачаево-Черкесия;350 827,00;353 191,00;-2 364,00;-0,67
883;-8;Кредпромбанк;1165;Ярославская обл.;343 257,00;368 410,00;-25 153,00;-6,83
884;13;Таурус Банк;655;Челябинская обл.;337 064,00;321 861,00;15 203,00;4,72
885;75;Невастройинвест;1926;Санкт-Петербург и обл.;334 474,00;148 634,00;185 840,00;125,03
886;-4;Банк РСИ;3415;Москва и обл.;330 529,00;344 765,00;-14 236,00;-4,13
887;21;АвтоКредитБанк;1973;Татарстан;328 950,00;295 879,00;33 071,00;11,18
888;-12;Далта-Банк;142;Приморский край;328 050,00;364 037,00;-35 987,00;-9,89
889;14;Логос;3233;Москва и обл.;323 103,00;305 748,00;17 355,00;5,68
890;25;Внешфинбанк;3173;Дагестан;322 325,00;284 168,00;38 157,00;13,43
891;-4;Международный Торгово-Промышленный Банк;1203;Тверская обл.;320 312,00;335 377,00;-15 065,00;-4,49
892;-12;Русский Финансовый Альянс;2035;Москва и обл.;314 571,00;352 651,00;-38 080,00;-10,80
893;-20;Азия Банк;3183;Москва и обл.;313 372,00;373 935,00;-60 563,00;-16,20
894;0;Онлайн Банк;2462;Москва и обл.;309 834,00;325 285,00;-15 451,00;-4,75
895;24;Басманный;2158;Москва и обл.;309 601,00;278 515,00;31 086,00;11,16
896;0;КБЦ;914;Тверская обл.;308 044,00;324 065,00;-16 021,00;-4,94
897;3;Европейский Индустриальный Банк;2503;Москва и обл.;307 999,00;312 604,00;-4 605,00;-1,47
898;8;Майский;1673;Кабардино-Балкария;307 038,00;296 303,00;10 735,00;3,62
899;-1;Соверен Банк;3206;Татарстан;306 719,00;320 405,00;-13 686,00;-4,27
900;10;Махачкалинский Городской Муниципальный Банк;3192;Дагестан;304 936,00;294 035,00;10 901,00;3,71
901;-8;Объединенный Национальный Банк;2074;Москва и обл.;304 097,00;325 695,00;-21 598,00;-6,63
902;0;Еврорасчет;3498;Москва и обл.;302 680,00;306 320,00;-3 640,00;-1,19
903;13;Камский Горизонт;2554;Татарстан;299 758,00;283 191,00;16 567,00;5,85
904;-15;Кредо Финанс;793;Дагестан;299 033,00;331 396,00;-32 363,00;-9,77
905;-19;ЭнергоБизнес;3485;Москва и обл.;298 120,00;336 767,00;-38 647,00;-11,48
906;-1;Дорис Банк;1679;Москва и обл.;295 819,00;300 202,00;-4 383,00;-1,46
907;-8;Региональный Корпоративный Банк;1134;Ивановская обл.;290 795,00;318 127,00;-27 332,00;-8,59
908;-141;Трансэнергобанк;3106;Дагестан;283 961,00;734 503,00;-450 542,00;-61,34
909;18;Церих;3278;Орловская обл.;283 459,00;252 362,00;31 097,00;12,32
910;7;Универсалтраст;3402;Москва и обл.;281 366,00;282 491,00;-1 125,00;-0,40
911;7;Терра;3476;Москва и обл.;281 315,00;280 621,00;694,00;0,25
912;-8;Энтузиастбанк;3048;Москва и обл.;280 846,00;301 697,00;-20 851,00;-6,91
913;22;Линк-Банк;2699;Москва и обл.;278 556,00;234 427,00;44 129,00;18,82
914;12;АББ;2937;Москва и обл.;277 092,00;256 376,00;20 716,00;8,08
915;15;Тальменка-Банк;826;Алтайский край;276 916,00;243 320,00;33 596,00;13,81
916;-5;Альтернатива;3452;Москва и обл.;274 845,00;291 115,00;-16 270,00;-5,59
917;5;Кошелев-Банк;3300;Нижегородская обл.;271 561,00;271 620,00;-59,00;-0,02
918;-9;Леноблбанк;1003;Санкт-Петербург и обл.;271 421,00;295 797,00;-24 376,00;-8,24
919;2;Информпрогресс;2166;Москва и обл.;269 972,00;276 502,00;-6 530,00;-2,36
920;-66;Новый Коммерческий Банк;347;Дагестан;264 646,00;435 115,00;-170 469,00;-39,18
921;4;Континенталь;3184;Дагестан;259 021,00;260 486,00;-1 465,00;-0,56
922;-31;Еврокапитал-Альянс;2672;Дагестан;257 751,00;329 033,00;-71 282,00;-21,66
923;0;Лидер;3304;Москва и обл.;255 946,00;269 927,00;-13 981,00;-5,18
924;-11;Дербент-Кредит;2090;Дагестан;252 494,00;286 454,00;-33 960,00;-11,86
925;-5;ЮМК Банк;3495;Краснодарский край;251 773,00;277 417,00;-25 644,00;-9,24
926;-25;Межрегиональный Банк Реконструкции;2620;Москва и обл.;251 684,00;308 279,00;-56 595,00;-18,36
927;2;Международный Строительный Банк;3484;Москва и обл.;251 360,00;248 521,00;2 839,00;1,14
928;-4;Айви Банк;2055;Москва и обл.;247 382,00;262 040,00;-14 658,00;-5,59
929;-1;Российская Финансовая Корпорация;3099;Москва и обл.;242 208,00;249 884,00;-7 676,00;-3,07
930;-16;МВС Банк;2407;Дагестан;241 244,00;286 186,00;-44 942,00;-15,70
931;5;Фреско Банк;1415;Ярославская обл.;236 797,00;233 915,00;2 882,00;1,23
932;17;Вайлдберриз Банк;841;Адыгея;236 515,00;202 445,00;34 070,00;16,83
933;1;Воронеж;654;Воронежская обл.;234 186,00;234 483,00;-297,00;-0,13
934;3;Интеррасчет;1618;Карачаево-Черкесия;228 139,00;227 717,00;422,00;0,19
935;-3;Женская Микрофинансовая Cеть;3458;Москва и обл.;227 886,00;238 513,00;-10 627,00;-4,46
936;4;Центральная Расчетная Палата;3313;Москва и обл.;224 803,00;223 941,00;862,00;0,38
937;-6;Регнум;3373;Москва и обл.;222 509,00;241 863,00;-19 354,00;-8,00
938;0;Континент Финанс;149;Калужская обл.;215 740,00;227 585,00;-11 845,00;-5,20
939;6;Таганрогбанк;3136;Ростовская обл.;214 551,00;216 026,00;-1 475,00;-0,68
940;-7;ПрестижКредитБанк;2922;Дагестан;213 929,00;237 490,00;-23 561,00;-9,92
941;20;Городской Расчетный Центр;3346;Курганская обл.;213 741,00;148 151,00;65 590,00;44,27
942;-3;Евросоюз;3411;Москва и обл.;213 520,00;225 180,00;-11 660,00;-5,18
943;3;1Банк;2896;Северная Осетия — Алания;213 130,00;211 547,00;1 583,00;0,75
944;4;ТЭСТ;3440;Москва и обл.;206 350,00;205 315,00;1 035,00;0,50
945;10;Эно;1988;Дагестан;204 690,00;184 003,00;20 687,00;11,24
946;-2;Строительно-Коммерческий Банк;3050;Архангельская обл.;202 676,00;216 987,00;-14 311,00;-6,60
947;-4;Европейский Стандарт;3200;Кабардино-Балкария;202 513,00;221 114,00;-18 601,00;-8,41
948;6;Столичная расчетная палата;3419;Вологодская обл.;195 600,00;186 302,00;9 298,00;4,99
949;2;Алжан;2491;Дагестан;192 284,00;196 685,00;-4 401,00;-2,24
950;-8;Межбанковский Кредитный Союз;3242;Москва и обл.;186 117,00;222 639,00;-36 522,00;-16,40
951;1;Рента-Банк;3095;Москва и обл.;184 400,00;192 718,00;-8 318,00;-4,32
952;1;ГРиС-Банк;1928;Ставропольский край;183 276,00;188 648,00;-5 372,00;-2,85
953;-3;Лэнд Кредит;1478;Москва и обл.;177 508,00;202 204,00;-24 696,00;-12,21
954;25;Евроинвест;3383;Москва и обл.;177 311,00;94 363,00;82 948,00;87,90
955;1;Инстройбанк;2743;Москва и обл.;176 830,00;180 226,00;-3 396,00;-1,88
956;-44;Тайдон;2085;Кемеровская обл.;162 176,00;288 439,00;-126 263,00;-43,77
957;8;Бизнесбанк;2862;Дагестан;157 276,00;138 916,00;18 360,00;13,22
958;-11;Дальний Восток;3318;Тульская обл.;156 295,00;205 478,00;-49 183,00;-23,94
959;-1;КредитАльянс;3472;Вологодская обл.;149 362,00;159 672,00;-10 310,00;-6,46
960;-3;Нафтабанк;715;Дагестан;144 193,00;174 234,00;-30 041,00;-17,24
961;3;Банк Фридом Финанс;1143;Сахалинская обл.;143 677,00;141 147,00;2 530,00;1,79
962;1;Зеленокумская;1239;Ставропольский край;140 316,00;146 733,00;-6 417,00;-4,37
963;4;Уральская Расчетная Палата;3326;Москва и обл.;134 774,00;134 319,00;455,00;0,34
964;-2;Капиталбанк;2547;Ростовская обл.;132 647,00;147 116,00;-14 469,00;-9,84
966;3;К2 Банк;2851;Дагестан;128 148,00;133 020,00;-4 872,00;-3,66
967;3;Каспий;639;Дагестан;127 949,00;130 473,00;-2 524,00;-1,93
968;3;Расчетный Банковский Центр;3487;Москва и обл.;126 150,00;130 170,00;-4 020,00;-3,09
969;4;Первый Депозитный Банк;1244;Тверская обл.;125 088,00;124 313,00;775,00;0,62
970;4;Рунэтбанк;2829;Москва и обл.;120 272,00;117 216,00;3 056,00;2,61
971;10;Платежный Клиринговый Дом;3343;Москва и обл.;116 226,00;79 308,00;36 918,00;46,55
972;4;Русское Финансовое Общество;3427;Москва и обл.;114 733,00;110 328,00;4 405,00;3,99
973;2;Красноярский Краевой Расчетный Центр;3483;Красноярский край;109 639,00;113 192,00;-3 553,00;-3,14
974;4;Финансовые Услуги;3496;Москва и обл.;108 863,00;101 120,00;7 743,00;7,66
975;-9;Майма;1037;Республика Алтай;108 831,00;137 478,00;-28 647,00;-20,84
976;-4;Умут;2435;Дагестан;106 759,00;125 080,00;-18 321,00;-14,65
977;-18;Объединенная Расчетная Палата;3451;Москва и обл.;103 368,00;157 619,00;-54 251,00;-34,42
978;-1;Мигом;3323;Москва и обл.;100 938,00;101 801,00;-863,00;-0,85
979;7;Транзит;2688;Дагестан;77 752,00;44 282,00;33 470,00;75,58
980;0;Национальная Расчетная Компания;3386;Москва и обл.;73 006,00;90 838,00;-17 832,00;-19,63
981;2;Тувакредит;1202;Тыва;72 185,00;63 672,00;8 513,00;13,37
982;2;РИБ;2749;Москва и обл.;69 502,00;59 166,00;10 336,00;17,47
983;-1;Единая Расчетная Палата;384;Москва и обл.;61 570,00;71 176,00;-9 606,00;-13,50
984;1;Вест;2605;Москва и обл.;52 920,00;52 959,00;-39,00;-0,07
985;2;Сулак;749;Дагестан;36 167,00;36 351,00;-184,00;-0,51
986;6;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;31 635,00;22 970,00;8 665,00;37,72
987;2;Первый Земельный Расчетный Центр;3381;Курская обл.;30 582,00;26 181,00;4 401,00;16,81
988;0;Инновационный Расчетный Центр;3447;Москва и обл.;29 227,00;30 913,00;-1 686,00;-5,45
989;1;Межрегиональный центр микрокредитования;3489;Воронежская обл.;24 363,00;24 566,00;-203,00;-0,83
990;1;Тор Кредит;3497;Москва и обл.;23 528,00;23 493,00;35,00;0,15
991;6;Сибирский Расчетный Центр;3308;Новосибирская обл.;19 451,00;11 550,00;7 901,00;68,41
992;1;Депозитный Кредитный Дом;3474;Москва и обл.;17 771,00;17 813,00;-42,00;-0,24
994;4;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;4 047,00;4 026,00;21,00;0,52
995;-1;Межрегиональный Клиринговый Центр;3424;Москва и обл.;3 519,00;17 440,00;-13 921,00;-79,82
996;-1;Международная Уральская Расчетная Палата;3322;Свердловская обл.;2 445,00;13 653,00;-11 208,00;-82,09
997;3;Финансово-Расчетный Центр;3319;Нижегородская обл.;1 223,00;1 241,00;-18,00;-1,45
998;1;АРБ-Инкасс;3353;Москва и обл.;1 196,00;1 313,00;-117,00;-8,91
