Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Июнь, 2018, тыс. рублей;Май, 2018, тыс. рублей;Изменение, тыс. рублей;Изменение, %
260;-2;Енисейский Объединенный Банк;2645;Красноярский край;6 130 892,00;6 318 614,00;-187 722,00;-2,97
261;4;Агророс;2860;Саратовская обл.;6 094 528,00;6 152 018,00;-57 490,00;-0,93
262;4;Славянский Кредит;2960;Москва и обл.;6 071 568,00;6 055 413,00;16 155,00;0,27
263;6;Земский Банк;2900;Самарская обл.;6 065 560,00;5 984 547,00;81 013,00;1,35
264;8;Кузнецкий;609;Пензенская обл.;6 052 164,00;5 840 571,00;211 593,00;3,62
265;-3;Банк Оранжевый;1659;Санкт-Петербург и обл.;6 036 081,00;6 231 620,00;-195 539,00;-3,14
266;4;Индустриальный Сберегательный Банк;3175;Москва и обл.;5 983 706,00;5 976 407,00;7 299,00;0,12
267;1;Чувашкредитпромбанк;1280;Чувашия;5 975 020,00;6 005 171,00;-30 151,00;-0,50
268;-1;Альба Альянс;2593;Москва и обл.;5 842 419,00;6 005 969,00;-163 550,00;-2,72
269;2;Гута-Банк;256;Москва и обл.;5 616 902,00;5 875 925,00;-259 023,00;-4,41
270;8;Венец;524;Ульяновская обл.;5 557 740,00;5 293 955,00;263 785,00;4,98
271;2;Бест Эффортс Банк;435;Москва и обл.;5 511 090,00;5 774 251,00;-263 161,00;-4,56
272;-8;Гранд Инвест Банк;3053;Москва и обл.;5 467 203,00;6 189 223,00;-722 020,00;-11,67
273;1;Инкахран;3454;Москва и обл.;5 346 356,00;5 708 123,00;-361 767,00;-6,34
274;2;Горбанк;2982;Санкт-Петербург и обл.;5 304 304,00;5 547 024,00;-242 720,00;-4,38
275;5;Камский Коммерческий Банк;438;Татарстан;5 292 123,00;5 170 950,00;121 173,00;2,34
276;6;Черноморский банк развития и реконструкции;3527;Симферополь;5 207 614,00;5 115 751,00;91 863,00;1,80
277;-17;Платина;2347;Москва и обл.;5 137 601,00;6 296 664,00;-1 159 063,00;-18,41
278;1;Мосуралбанк;2468;Москва и обл.;5 098 392,00;5 214 231,00;-115 839,00;-2,22
279;5;Москва-Сити;3247;Москва и обл.;5 096 550,00;5 081 457,00;15 093,00;0,30
280;3;Зенит Сочи;232;Краснодарский край;5 091 649,00;5 115 383,00;-23 734,00;-0,46
281;4;Банк ПСА Финанс Рус;3481;Москва и обл.;5 074 237,00;4 998 075,00;76 162,00;1,52
282;5;Банк Инноваций и Развития;2647;Москва и обл.;5 065 004,00;4 836 756,00;228 248,00;4,72
283;5;Севастопольский Морской Банк;3528;Севастополь;5 047 628,00;4 809 616,00;238 012,00;4,95
284;12;Руссобанк;2313;Москва и обл.;4 780 280,00;4 376 297,00;403 983,00;9,23
285;5;Стройлесбанк;2995;Тюменская обл.;4 748 404,00;4 703 009,00;45 395,00;0,97
286;28;Оргбанк;3312;Москва и обл.;4 664 216,00;3 545 900,00;1 118 316,00;31,54
287;2;Кубаньторгбанк;478;Краснодарский край;4 661 197,00;4 765 686,00;-104 489,00;-2,19
288;3;Роял Кредит Банк;783;Приморский край;4 595 600,00;4 646 885,00;-51 285,00;-1,10
289;5;Московский Коммерческий Банк;3172;Москва и обл.;4 410 837,00;4 403 927,00;6 910,00;0,16
290;2;Нэклис-Банк;1671;Москва и обл.;4 401 815,00;4 548 922,00;-147 107,00;-3,23
291;8;Аксонбанк;680;Костромская обл.;4 310 217,00;4 209 684,00;100 533,00;2,39
292;5;Братский АНКБ;1144;Иркутская обл.;4 298 253,00;4 373 931,00;-75 678,00;-1,73
293;12;Экси-Банк;2530;Санкт-Петербург и обл.;4 296 191,00;3 953 938,00;342 253,00;8,66
294;-8;Итуруп;2390;Сахалинская обл.;4 269 397,00;4 870 289,00;-600 892,00;-12,34
295;3;Вологжанин;1896;Вологодская обл.;4 164 442,00;4 225 549,00;-61 107,00;-1,45
296;4;Донкомбанк;492;Ростовская обл.;4 144 655,00;4 184 422,00;-39 767,00;-0,95
297;-16;Долинск;857;Сахалинская обл.;4 126 546,00;5 141 137,00;-1 014 591,00;-19,73
298;9;Межрегиональный промышленно-строительный банк;752;Мордовия;4 030 302,00;3 864 396,00;165 906,00;4,29
299;4;Радиотехбанк;1166;Нижегородская обл.;4 006 277,00;4 025 764,00;-19 487,00;-0,48
300;2;Мегаполис;3265;Чувашия;3 985 295,00;4 101 777,00;-116 482,00;-2,84
301;3;УМ-Банк;1441;Москва и обл.;3 959 181,00;3 978 094,00;-18 913,00;-0,48
302;4;Объединенный Резервный Банк;937;Москва и обл.;3 898 830,00;3 942 570,00;-43 740,00;-1,11
303;12;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;3 887 042,00;3 530 260,00;356 782,00;10,11
304;5;Банк Кремлевский;2905;Москва и обл.;3 850 326,00;3 763 421,00;86 905,00;2,31
305;7;Крокус-Банк;2682;Москва и обл.;3 782 236,00;3 651 006,00;131 230,00;3,59
306;5;Алтайкапиталбанк;2659;Алтайский край;3 774 773,00;3 675 761,00;99 012,00;2,69
307;1;ВостСибтранскомбанк;2731;Иркутская обл.;3 739 025,00;3 778 623,00;-39 598,00;-1,05
308;22;Еврокапитал-Альянс;2672;Ярославская обл.;3 726 428,00;3 303 117,00;423 311,00;12,82
309;-16;Банкхаус Эрбе;1717;Москва и обл.;3 713 618,00;4 448 784,00;-735 166,00;-16,53
310;0;НОКССбанк;3202;Волгоградская обл.;3 709 194,00;3 697 863,00;11 331,00;0,31
311;-16;Юнистрим;3467;Москва и обл.;3 682 474,00;4 400 838,00;-718 364,00;-16,32
312;7;Икано Банк;3519;Центр;3 636 948,00;3 404 599,00;232 349,00;6,82
313;4;Иваново;1763;Ивановская обл.;3 590 144,00;3 474 233,00;115 911,00;3,34
314;4;ЮМК Банк;3495;Краснодарский край;3 551 781,00;3 466 685,00;85 096,00;2,45
315;1;Современные Стандарты Бизнеса;3397;Москва и обл.;3 548 581,00;3 514 087,00;34 494,00;0,98
316;-3;Новокиб;1747;Кемеровская обл.;3 543 280,00;3 610 833,00;-67 553,00;-1,87
317;28;Первый Клиентский Банк;3436;Москва и обл.;3 456 423,00;2 990 482,00;465 941,00;15,58
318;2;Инкаробанк;2696;Москва и обл.;3 434 013,00;3 402 828,00;31 185,00;0,92
319;14;Международный Коммерческий Банк;2524;Москва и обл.;3 418 763,00;3 279 528,00;139 235,00;4,25
320;3;Банк Реалист;2646;Москва и обл.;3 411 237,00;3 354 309,00;56 928,00;1,70
321;1;Витабанк;356;Санкт-Петербург и обл.;3 359 113,00;3 391 429,00;-32 316,00;-0,95
322;5;Донхлеббанк;2285;Ростовская обл.;3 356 629,00;3 327 434,00;29 195,00;0,88
323;11;Камчаткомагропромбанк;545;Камчатская обл.;3 348 408,00;3 185 336,00;163 072,00;5,12
324;2;Живаго Банк;2065;Рязанская обл.;3 338 428,00;3 330 957,00;7 471,00;0,22
325;7;Евразийский Банк;969;Москва и обл.;3 328 904,00;3 282 028,00;46 876,00;1,43
326;3;Уралпромбанк;2964;Челябинская обл.;3 326 365,00;3 312 671,00;13 694,00;0,41
327;1;ИТ Банк;2609;Омская обл.;3 313 130,00;3 316 493,00;-3 363,00;-0,10
328;9;Уралфинанс;1370;Свердловская обл.;3 281 217,00;3 136 846,00;144 371,00;4,60
329;-5;ПИР Банк;2655;Москва и обл.;3 268 799,00;3 343 345,00;-74 546,00;-2,23
330;-5;Унифондбанк;3416;Москва и обл.;3 242 624,00;3 338 562,00;-95 938,00;-2,87
331;0;Банк Заречье;817;Татарстан;3 217 961,00;3 301 379,00;-83 418,00;-2,53
332;-11;Система;2846;Москва и обл.;3 207 221,00;3 400 931,00;-193 710,00;-5,70
333;7;Ермак;1809;Ханты-Мансийский АО — Югра;3 187 971,00;3 063 579,00;124 392,00;4,06
334;4;Синко-Банк;2838;Москва и обл.;3 177 981,00;3 130 238,00;47 743,00;1,53
335;0;БСТ-Банк;2883;Кемеровская обл.;3 169 042,00;3 149 272,00;19 770,00;0,63
336;10;Банк Торгового Финансирования;1982;Москва и обл.;3 116 513,00;2 984 661,00;131 852,00;4,42
337;7;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 034 221,00;3 006 312,00;27 909,00;0,93
338;10;Далена Банк;1948;Москва и обл.;3 019 864,00;2 951 202,00;68 662,00;2,33
339;2;Заубер Банк;1614;Санкт-Петербург и обл.;2 964 431,00;3 052 839,00;-88 408,00;-2,90
340;-4;Невский Банк;1068;Санкт-Петербург и обл.;2 947 458,00;3 139 808,00;-192 350,00;-6,13
341;1;Взаимодействие;1704;Новосибирская обл.;2 928 735,00;3 037 501,00;-108 766,00;-3,58
342;-3;Кузнецкий Мост;2254;Москва и обл.;2 912 781,00;3 072 892,00;-160 111,00;-5,21
343;0;РБА;3413;Москва и обл.;2 903 498,00;3 036 512,00;-133 014,00;-4,38
344;5;Владбизнесбанк;903;Владимирская обл.;2 880 277,00;2 862 853,00;17 424,00;0,61
345;5;Центрально-Европейский Банк;2670;Забайкальский край;2 819 142,00;2 843 194,00;-24 052,00;-0,85
346;7;Евроальянс;1781;Ивановская обл.;2 815 222,00;2 734 237,00;80 985,00;2,96
347;4;РАМ Банк;3480;Москва и обл.;2 798 677,00;2 799 660,00;-983,00;-0,04
348;4;Внешфинбанк;3173;Краснодарский край;2 788 278,00;2 796 346,00;-8 068,00;-0,29
349;6;Костромаселькомбанк;1115;Костромская обл.;2 758 513,00;2 673 944,00;84 569,00;3,16
350;6;Йошкар-Ола;2802;Марий Эл;2 690 326,00;2 671 965,00;18 361,00;0,69
351;14;Сельмашбанк;106;Ростовская обл.;2 675 996,00;2 478 984,00;197 012,00;7,95
352;6;ПэйПал Ру;3517;Москва и обл.;2 653 987,00;2 653 987,00;0,00;0
353;8;Кемсоцинбанк;96;Кемеровская обл.;2 616 200,00;2 620 987,00;-4 787,00;-0,18
354;0;Америкэн Экспресс Банк;3460;Москва и обл.;2 613 103,00;2 685 268,00;-72 165,00;-2,69
355;2;Викинг;2;Санкт-Петербург и обл.;2 601 585,00;2 659 893,00;-58 308,00;-2,19
356;3;Элита;1399;Калужская обл.;2 584 485,00;2 629 999,00;-45 514,00;-1,73
357;10;Бланк Банк;2368;Москва и обл.;2 556 145,00;2 440 466,00;115 679,00;4,74
358;6;Газнефтьбанк;3223;Саратовская обл.;2 553 943,00;2 480 205,00;73 738,00;2,97
359;1;Старооскольский Агропромбанк;1050;Белгородская обл.;2 432 433,00;2 625 527,00;-193 094,00;-7,35
360;9;Банк Пермь;875;Пермская обл.;2 423 550,00;2 354 798,00;68 752,00;2,92
361;7;Озон Банк;3516;Москва и обл.;2 409 066,00;2 386 924,00;22 142,00;0,93
362;10;РТС-Банк;3401;Самарская обл.;2 404 209,00;2 320 954,00;83 255,00;3,59
363;11;Приобье;537;Ханты-Мансийский АО — Югра;2 385 073,00;2 295 957,00;89 116,00;3,88
364;9;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 369 290,00;2 310 752,00;58 538,00;2,53
365;1;ИСБ;3010;Москва и обл.;2 358 235,00;2 468 938,00;-110 703,00;-4,48
366;4;Аспект;608;Москва и обл.;2 306 537,00;2 337 825,00;-31 288,00;-1,34
367;-20;Русский Национальный Банк;469;Ростовская обл.;2 300 823,00;2 951 871,00;-651 048,00;-22,06
368;-5;Новый Век;3417;Москва и обл.;2 287 140,00;2 555 046,00;-267 906,00;-10,49
369;10;Первоуральскбанк;965;Свердловская обл.;2 254 688,00;2 190 145,00;64 543,00;2,95
370;5;Кетовский Коммерческий Банк;842;Курганская обл.;2 243 123,00;2 285 814,00;-42 691,00;-1,87
371;0;Народный Банк;2249;Карачаево-Черкесия;2 221 623,00;2 331 307,00;-109 684,00;-4,70
372;6;К2 Банк;2851;Карачаево-Черкесия;2 217 581,00;2 193 190,00;24 391,00;1,11
373;3;Кросна-Банк;2607;Москва и обл.;2 202 846,00;2 260 594,00;-57 748,00;-2,55
374;6;Вкабанк;1027;Астраханская обл.;2 177 651,00;2 175 100,00;2 551,00;0,12
375;2;Бум-Банк;1137;Кабардино-Балкария;2 164 649,00;2 206 575,00;-41 926,00;-1,90
376;18;Яринтербанк;2564;Ярославская обл.;2 157 357,00;1 967 672,00;189 685,00;9,64
377;7;Социум-Банк;2881;Москва и обл.;2 154 980,00;2 071 708,00;83 272,00;4,02
378;11;Профессионал Банк;3296;Москва и обл.;2 151 463,00;2 044 692,00;106 771,00;5,22
379;4;Банк Глобус;2438;Москва и обл.;2 121 419,00;2 115 608,00;5 811,00;0,27
380;8;Экономикс-Банк;2136;Москва и обл.;2 109 825,00;2 048 707,00;61 118,00;2,98
381;6;Прайм Финанс;2758;Санкт-Петербург и обл.;2 103 075,00;2 058 935,00;44 140,00;2,14
382;0;ИРС;272;Москва и обл.;2 097 785,00;2 118 839,00;-21 054,00;-0,99
383;-2;Кредпромбанк;1165;Ярославская обл.;2 085 753,00;2 163 199,00;-77 446,00;-3,58
384;6;Спутник;1071;Самарская обл.;2 013 143,00;2 021 462,00;-8 319,00;-0,41
385;1;Первый Инвестиционный Банк;604;Москва и обл.;2 009 090,00;2 064 177,00;-55 087,00;-2,67
386;5;Капитал;575;Москва и обл.;2 004 566,00;2 004 994,00;-428,00;-0,02
387;12;Великие Луки Банк;598;Псковская обл.;1 957 823,00;1 924 189,00;33 634,00;1,75
388;-3;Ноосфера;2650;Республика Алтай;1 952 298,00;2 064 655,00;-112 357,00;-5,44
389;11;Саратов;330;Саратовская обл.;1 944 479,00;1 921 527,00;22 952,00;1,19
390;6;Нальчик;695;Кабардино-Балкария;1 924 672,00;1 960 972,00;-36 300,00;-1,85
391;10;Арзамас;1281;Нижегородская обл.;1 924 455,00;1 909 493,00;14 962,00;0,78
392;11;Калуга;1151;Калужская обл.;1 894 471,00;1 809 545,00;84 926,00;4,69
393;5;Столичный Кредит;2853;Москва и обл.;1 882 043,00;1 941 304,00;-59 261,00;-3,05
394;3;Майкопбанк;1136;Адыгея;1 878 314,00;1 943 788,00;-65 474,00;-3,37
395;11;КОР;2148;Волгоградская обл.;1 866 300,00;1 779 888,00;86 412,00;4,85
396;6;Первый Дортрансбанк;3271;Кировская обл.;1 863 358,00;1 810 805,00;52 553,00;2,90
397;15;Банк Фридом Финанс;1143;Москва и обл.;1 861 489,00;1 719 599,00;141 890,00;8,25
398;-3;Дом-Банк;3209;Москва и обл.;1 842 909,00;1 963 032,00;-120 123,00;-6,12
399;8;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;1 828 389,00;1 777 362,00;51 027,00;2,87
400;-7;Россита-Банк;3257;Москва и обл.;1 823 822,00;1 971 384,00;-147 562,00;-7,49
401;3;Спиритбанк;2053;Тульская обл.;1 783 374,00;1 800 622,00;-17 248,00;-0,96
402;6;Тендер-Банк;2252;Москва и обл.;1 747 933,00;1 760 447,00;-12 514,00;-0,71
403;10;Росбизнесбанк;1405;Москва и обл.;1 722 808,00;1 716 046,00;6 762,00;0,39
404;1;Новое Время;3492;Москва и обл.;1 696 720,00;1 786 253,00;-89 533,00;-5,01
405;16;Крона-Банк;2499;Иркутская обл.;1 668 685,00;1 568 258,00;100 427,00;6,40
406;-105;Межбанковский Кредитный Союз;3242;Москва и обл.;1 661 891,00;4 125 679,00;-2 463 788,00;-59,72
407;21;Примтеркомбанк;21;Приморский край;1 646 860,00;1 456 712,00;190 148,00;13,05
408;2;Руна-Банк;3207;Москва и обл.;1 635 009,00;1 730 023,00;-95 014,00;-5,49
409;6;Народный Доверительный Банк;2374;Москва и обл.;1 629 526,00;1 611 216,00;18 310,00;1,14
410;6;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 610 339,00;1 602 153,00;8 186,00;0,51
411;0;Апабанк;2404;Москва и обл.;1 601 136,00;1 728 974,00;-127 838,00;-7,39
412;6;Республиканский Кредитный Альянс;3017;Москва и обл.;1 579 580,00;1 595 097,00;-15 517,00;-0,97
413;4;Промсельхозбанк;538;Москва и обл.;1 578 731,00;1 596 302,00;-17 571,00;-1,10
414;0;Новый Московский Банк;2932;Москва и обл.;1 575 786,00;1 618 150,00;-42 364,00;-2,62
415;7;Кузбассхимбанк;2868;Кемеровская обл.;1 555 811,00;1 557 373,00;-1 562,00;-0,10
416;8;АвтоКредитБанк;1973;Татарстан;1 543 416,00;1 540 319,00;3 097,00;0,20
417;3;ИК Банк;1732;Татарстан;1 541 784,00;1 573 813,00;-32 029,00;-2,04
418;8;Сервис Резерв;2034;Москва и обл.;1 513 047,00;1 493 111,00;19 936,00;1,34
419;4;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 510 105,00;1 549 467,00;-39 362,00;-2,54
420;5;Тагилбанк;1635;Свердловская обл.;1 508 969,00;1 506 499,00;2 470,00;0,16
421;6;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 502 190,00;1 465 935,00;36 255,00;2,47
422;7;Проинвестбанк;784;Пермская обл.;1 496 804,00;1 436 278,00;60 526,00;4,21
423;12;Алтынбанк;2070;Татарстан;1 482 875,00;1 333 581,00;149 294,00;11,19
424;-15;Банк РМП;2574;Москва и обл.;1 444 580,00;1 747 992,00;-303 412,00;-17,36
425;-6;МТИ Банк;1052;Москва и обл.;1 435 470,00;1 592 448,00;-156 978,00;-9,86
426;4;Московский Вексельный Банк;2697;Москва и обл.;1 414 211,00;1 416 890,00;-2 679,00;-0,19
427;9;Космос;2245;Москва и обл.;1 399 807,00;1 331 789,00;68 018,00;5,11
428;6;Почтобанк;1788;Пермская обл.;1 385 431,00;1 357 733,00;27 698,00;2,04
429;16;Агора;3231;Москва и обл.;1 385 037,00;1 195 898,00;189 139,00;15,82
430;-38;ФинТех;3499;Ярославская обл.;1 384 969,00;2 004 028,00;-619 059,00;-30,89
431;2;Элекснет;3314;Москва и обл.;1 358 466,00;1 358 466,00;0,00;0
432;-1;Земкомбанк;574;Ростовская обл.;1 357 924,00;1 382 340,00;-24 416,00;-1,77
433;5;Вакобанк;1291;Псковская обл.;1 348 452,00;1 294 106,00;54 346,00;4,20
434;3;Курган;2568;Курганская обл.;1 343 464,00;1 304 122,00;39 342,00;3,02
435;4;Златкомбанк;568;Москва и обл.;1 340 964,00;1 287 268,00;53 696,00;4,17
436;4;Холмск;503;Сахалинская обл.;1 329 263,00;1 283 101,00;46 162,00;3,60
437;5;Прохладный;874;Кабардино-Балкария;1 323 869,00;1 212 981,00;110 888,00;9,14
438;9;Тексбанк;2756;Карачаево-Черкесия;1 291 289,00;1 178 227,00;113 062,00;9,60
439;10;Саммит Банк;85;Приморский край;1 245 791,00;1 161 075,00;84 716,00;7,30
440;14;Металлург;2877;Москва и обл.;1 229 312,00;1 062 377,00;166 935,00;15,71
441;7;Дон-Тексбанк;1818;Ростовская обл.;1 209 154,00;1 167 148,00;42 006,00;3,60
442;4;Михайловский ПЖСБ;2961;Волгоградская обл.;1 200 652,00;1 184 218,00;16 434,00;1,39
443;-11;Риал-Кредит;3393;Москва и обл.;1 159 916,00;1 358 949,00;-199 033,00;-14,65
444;-1;Невастройинвест;1926;Санкт-Петербург и обл.;1 137 678,00;1 200 648,00;-62 970,00;-5,24
445;6;Спецстройбанк;236;Москва и обл.;1 123 764,00;1 132 261,00;-8 497,00;-0,75
446;4;Химик;1114;Нижегородская обл.;1 120 405,00;1 151 998,00;-31 593,00;-2,74
447;10;Майский;1673;Кабардино-Балкария;1 101 033,00;1 045 220,00;55 813,00;5,34
448;4;РФИ Банк;3351;Москва и обл.;1 090 684,00;1 120 576,00;-29 892,00;-2,67
449;4;ЕАТП Банк;1765;Астраханская обл.;1 078 925,00;1 081 273,00;-2 348,00;-0,22
450;5;Новый Промышленный Банк;930;Москва и обл.;1 076 667,00;1 056 257,00;20 410,00;1,93
451;-7;Синергия;2884;Саратовская обл.;1 073 057,00;1 197 443,00;-124 386,00;-10,39
452;10;Соколовский;2830;Москва и обл.;1 055 656,00;999 493,00;56 163,00;5,62
453;-12;Русский Банк Сбережений;779;Ставропольский край;1 054 258,00;1 223 882,00;-169 624,00;-13,86
454;2;Байкалкредобанк;2990;Иркутская обл.;1 052 535,00;1 047 710,00;4 825,00;0,46
455;3;Международный Расчетный Банк;3028;Москва и обл.;1 046 298,00;1 031 447,00;14 851,00;1,44
456;8;Народный Инвестиционный Банк;2876;Самарская обл.;992 989,00;984 810,00;8 179,00;0,83
457;6;Мобильная карта;3522;Санкт-Петербург и обл.;992 969,00;992 969,00;0,00;0
458;7;Москва;1661;Москва и обл.;979 092,00;978 790,00;302,00;0,03
459;7;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;972 634,00;946 292,00;26 342,00;2,78
460;0;Флора-Москва;533;Москва и обл.;959 933,00;1 016 288,00;-56 355,00;-5,55
461;-2;Максима;3379;Москва и обл.;931 982,00;1 026 875,00;-94 893,00;-9,24
462;-1;Кредитинвест;1197;Дагестан;930 303,00;1 011 451,00;-81 148,00;-8,02
463;4;ГринКомБанк;1184;Иркутская обл.;908 516,00;926 544,00;-18 028,00;-1,95
464;5;Банк РСИ;3415;Москва и обл.;894 218,00;889 431,00;4 787,00;0,54
465;7;Холдинвестбанк;2837;Москва и обл.;882 458,00;824 139,00;58 319,00;7,08
466;-104;Мурманский Расчетный Центр;3341;Мурманская обл.;874 437,00;2 594 043,00;-1 719 606,00;-66,29
467;3;Классик Эконом Банк;3298;Северная Осетия — Алания;850 889,00;830 365,00;20 524,00;2,47
468;15;Вайлдберриз Банк;841;Адыгея;814 179,00;651 069,00;163 110,00;25,05
469;5;Балаково-Банк;444;Саратовская обл.;805 622,00;774 226,00;31 396,00;4,06
470;1;Вятич;2796;Рязанская обл.;780 288,00;825 194,00;-44 906,00;-5,44
471;4;Центрально-Азиатский;3037;Хакасия;753 212,00;760 677,00;-7 465,00;-0,98
472;4;Объединенный Банк Республики;1016;Чувашия;748 920,00;759 494,00;-10 574,00;-1,39
473;5;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;727 522,00;727 671,00;-149,00;-0,02
474;5;Прокоммерцбанк;2996;Москва и обл.;711 699,00;713 526,00;-1 827,00;-0,26
475;5;Национальный Банк Сбережений;1949;Ивановская обл.;695 442,00;673 049,00;22 393,00;3,33
476;-3;Гефест;1046;Тверская обл.;694 718,00;820 463,00;-125 745,00;-15,33
477;4;РусьРегионБанк;685;Москва и обл.;670 763,00;670 395,00;368,00;0,05
478;4;Монета.ру;3508;Марий Эл;667 626,00;663 850,00;3 776,00;0,57
479;5;Яндекс Банк;3027;Москва и обл.;651 144,00;650 034,00;1 110,00;0,17
480;9;Онего;2484;Карелия;635 046,00;617 652,00;17 394,00;2,82
481;6;Расчетные Решения;3524;Москва и обл.;622 780,00;629 138,00;-6 358,00;-1,01
482;6;Си Ди Би Банк;3339;Краснодарский край;618 352,00;623 311,00;-4 959,00;-0,80
483;2;Славянбанк;804;Новгородская обл.;611 598,00;640 410,00;-28 812,00;-4,50
484;-7;Геобанк;2027;Москва и обл.;609 876,00;753 089,00;-143 213,00;-19,02
485;5;Ресурс-Траст;3122;Москва и обл.;605 281,00;614 267,00;-8 986,00;-1,46
486;7;МВС Банк;2407;Дагестан;597 511,00;584 906,00;12 605,00;2,16
487;-1;Единая касса;3512;Москва и обл.;530 155,00;640 004,00;-109 849,00;-17,16
488;9;Рента-Банк;3095;Москва и обл.;528 726,00;531 706,00;-2 980,00;-0,56
489;7;Южный Региональный Банк;3015;Ростовская обл.;523 197,00;533 785,00;-10 588,00;-1,98
490;5;Финчер;3486;Москва и обл.;519 531,00;534 748,00;-15 217,00;-2,85
491;3;Жилстройбанк;2769;Москва и обл.;514 746,00;544 622,00;-29 876,00;-5,49
492;7;Таганрогбанк;3136;Ростовская обл.;508 270,00;510 314,00;-2 044,00;-0,40
493;8;Жилкредит;1736;Москва и обл.;506 470,00;465 646,00;40 824,00;8,77
494;6;Лэнд Кредит;1478;Москва и обл.;491 246,00;504 917,00;-13 671,00;-2,71
495;9;Эко-Инвест;3116;Москва и обл.;477 497,00;446 158,00;31 339,00;7,02
496;-4;РИБ;2749;Москва и обл.;469 706,00;589 722,00;-120 016,00;-20,35
497;6;Дружба;990;Тюменская обл.;466 516,00;457 684,00;8 832,00;1,93
498;0;Народный Банк Тувы;1309;Тыва;456 090,00;516 505,00;-60 415,00;-11,70
499;3;Континенталь;3184;Ставропольский край;447 759,00;461 874,00;-14 115,00;-3,06
500;5;Северстройбанк;3507;Вологодская обл.;410 641,00;417 915,00;-7 274,00;-1,74
501;6;Банк Берейт;3505;Санкт-Петербург и обл.;398 009,00;394 645,00;3 364,00;0,85
502;4;Объединенная Расчетная Система;3342;Москва и обл.;383 556,00;397 397,00;-13 841,00;-3,48
503;5;Альтернатива;3452;Москва и обл.;381 689,00;389 879,00;-8 190,00;-2,10
504;6;Тайдон;2085;Кемеровская обл.;371 375,00;372 159,00;-784,00;-0,21
505;6;Промсвязьинвест;2761;Дагестан;348 104,00;359 255,00;-11 151,00;-3,10
506;6;Рунэтбанк;2829;Москва и обл.;323 127,00;322 704,00;423,00;0,13
507;6;Сетевая Расчетная Палата;3332;Татарстан;313 198,00;314 030,00;-832,00;-0,26
508;1;Единая Расчетная Палата;384;Москва и обл.;308 556,00;377 558,00;-69 002,00;-18,28
509;8;Русское Финансовое Общество;3427;Москва и обл.;294 811,00;206 758,00;88 053,00;42,59
510;-19;Деньги.Мэйл.Ру;3511;Москва и обл.;250 771,00;603 938,00;-353 167,00;-58,48
511;7;Платежи и Расчеты;3324;Самарская обл.;242 246,00;205 631,00;36 615,00;17,81
512;2;Нарат;1902;Саратовская обл.;240 387,00;239 937,00;450,00;0,19
513;2;ПэйЮ;3518;Москва и обл.;238 464,00;238 464,00;0,00;0
514;5;Электронный платежный сервис;3509;Москва и обл.;192 360,00;192 360,00;0,00;0
515;1;Красноярский Краевой Расчетный Центр;3483;Красноярский край;169 936,00;219 826,00;-49 890,00;-22,70
516;4;Платежный Стандарт;3530;Новосибирская обл.;169 711,00;169 711,00;0,00;0
517;4;Элексир;3533;Москва и обл.;148 451,00;165 064,00;-16 613,00;-10,06
518;5;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;143 806,00;134 129,00;9 677,00;7,21
519;5;Премиум;3514;Москва и обл.;120 890,00;120 890,00;0,00;0
520;5;Моби.Деньги;3523;Москва и обл.;116 575,00;116 575,00;0,00;0
521;1;Р-Инкас;3536;Москва и обл.;110 343,00;156 294,00;-45 951,00;-29,40
522;4;Вест;2605;Москва и обл.;109 605,00;109 083,00;522,00;0,48
523;4;Дальний Восток;3318;Приморский край;73 680,00;64 946,00;8 734,00;13,45
524;5;Инновационный Расчетный Центр;3447;Москва и обл.;59 340,00;35 444,00;23 896,00;67,42
525;3;Элплат;3535;Удмуртия;47 345,00;47 345,00;0,00;0
526;4;Перспектива;3532;Омская обл.;31 055,00;31 055,00;0,00;0
527;7;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;20 944,00;9 203,00;11 741,00;127,58
528;3;Инэко;3520;Ивановская обл.;20 747,00;20 747,00;0,00;0
529;3;АРБ-Инкасс;3353;Москва и обл.;17 990,00;19 180,00;-1 190,00;-6,20
530;3;21 Век;3309;Санкт-Петербург и обл.;12 637,00;12 436,00;201,00;1,62
