Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Октябрь, 2010, тыс. рублей;Сентябрь, 2010, тыс. рублей;Изменение, тыс. рублей;Изменение, %
532;7;Спецсетьстройбанк;3062;Москва и обл.;1 826 494,00;1 746 023,00;80 471,00;4,61
533;31;Профессионал Банк;2471;Москва и обл.;1 818 838,00;1 585 152,00;233 686,00;14,74
534;-14;Констанс-Банк;2228;Санкт-Петербург и обл.;1 805 215,00;1 882 539,00;-77 324,00;-4,11
535;28;Соколовский;2830;Москва и обл.;1 803 941,00;1 591 298,00;212 643,00;13,36
536;9;Выборг-Банк;720;Санкт-Петербург и обл.;1 799 285,00;1 708 774,00;90 511,00;5,30
537;18;Донхлеббанк;2285;Ростовская обл.;1 780 844,00;1 676 291,00;104 553,00;6,24
538;3;Новый Век;3417;Москва и обл.;1 779 392,00;1 733 005,00;46 387,00;2,68
539;46;Нейва;1293;Свердловская обл.;1 776 154,00;1 458 585,00;317 569,00;21,77
540;0;Банк Пермь;875;Пермская обл.;1 773 645,00;1 745 274,00;28 371,00;1,63
541;5;Братский АНКБ;1144;Иркутская обл.;1 772 778,00;1 706 002,00;66 776,00;3,91
542;;Фольксваген Банк Рус;3500;Москва и обл.;1 763 632,00;-;-;
543;-15;Яринтербанк;2564;Ярославская обл.;1 756 829,00;1 830 469,00;-73 640,00;-4,02
544;0;Межрегионбанк;1059;Москва и обл.;1 750 538,00;1 715 713,00;34 825,00;2,03
545;7;Уралфинанс;1370;Свердловская обл.;1 749 019,00;1 691 721,00;57 298,00;3,39
546;12;Форус Банк;3457;Нижегородская обл.;1 736 673,00;1 636 447,00;100 226,00;6,12
547;6;Новый Символ;370;Москва и обл.;1 731 515,00;1 686 725,00;44 790,00;2,66
548;0;Еврокредит;2957;Москва и обл.;1 708 836,00;1 703 278,00;5 558,00;0,33
549;156;Мосуралбанк;2468;Москва и обл.;1 688 613,00;886 079,00;802 534,00;90,57
550;0;ФорБанк;2063;Алтайский край;1 676 686,00;1 700 818,00;-24 132,00;-1,42
551;-13;Агророс;2860;Саратовская обл.;1 652 844,00;1 749 282,00;-96 438,00;-5,51
552;8;Регион;233;Ярославская обл.;1 651 182,00;1 610 625,00;40 557,00;2,52
553;-10;Вестерн Юнион ДП Восток;2726;Москва и обл.;1 644 442,00;1 717 229,00;-72 787,00;-4,24
554;-19;Балтика;967;Санкт-Петербург и обл.;1 643 186,00;1 773 690,00;-130 504,00;-7,36
555;22;Липецкий Областной Банк;1794;Липецкая обл.;1 635 455,00;1 509 451,00;126 004,00;8,35
556;5;Интеркапитал-Банк;2706;Мордовия;1 635 304,00;1 605 426,00;29 878,00;1,86
557;87;Соцэкономбанк;2917;Москва и обл.;1 634 624,00;1 159 881,00;474 743,00;40,93
558;4;Газнефтьбанк;3223;Саратовская обл.;1 632 147,00;1 593 623,00;38 524,00;2,42
559;-10;Костромаселькомбанк;1115;Костромская обл.;1 615 980,00;1 701 349,00;-85 369,00;-5,02
560;21;Таатта;1249;Саха (Якутия);1 601 888,00;1 487 262,00;114 626,00;7,71
561;-10;Ренессанс;1939;Москва и обл.;1 600 333,00;1 697 374,00;-97 041,00;-5,72
562;-26;Межтрастбанк;2493;Москва и обл.;1 582 902,00;1 771 820,00;-188 918,00;-10,66
563;11;КОР;2148;Волгоградская обл.;1 579 622,00;1 521 329,00;58 293,00;3,83
564;4;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 578 862,00;1 565 281,00;13 581,00;0,87
565;6;Северный Кредит;2398;Вологодская обл.;1 577 886,00;1 538 616,00;39 270,00;2,55
566;17;Банк Экономический Союз;2798;Москва и обл.;1 577 465,00;1 481 653,00;95 812,00;6,47
567;12;НБК-Банк;3283;Москва и обл.;1 566 308,00;1 492 034,00;74 274,00;4,98
568;25;Саратов;330;Саратовская обл.;1 565 229,00;1 428 683,00;136 546,00;9,56
569;3;Иваново;1763;Ивановская обл.;1 561 329,00;1 533 496,00;27 833,00;1,82
570;32;Торгово-Строительный Банк;1250;Москва и обл.;1 551 415,00;1 369 719,00;181 696,00;13,27
571;9;РЕСО Кредит;3450;Москва и обл.;1 547 336,00;1 488 984,00;58 352,00;3,92
572;40;Гринфилдбанк;2711;Москва и обл.;1 542 654,00;1 317 790,00;224 864,00;17,06
573;3;Кросна-Банк;2607;Москва и обл.;1 540 546,00;1 511 978,00;28 568,00;1,89
574;4;РСКБ;2050;Москва и обл.;1 538 651,00;1 493 200,00;45 451,00;3,04
575;7;Приско Капитал Банк;2537;Москва и обл.;1 537 470,00;1 486 185,00;51 285,00;3,45
576;-6;Уральский Трастовый Банк;2523;Удмуртия;1 531 491,00;1 547 015,00;-15 524,00;-1,00
577;-4;Владпромбанк;870;Владимирская обл.;1 522 586,00;1 532 345,00;-9 759,00;-0,64
578;8;Ринвестбанк;3262;Рязанская обл.;1 518 861,00;1 457 675,00;61 186,00;4,20
579;5;Радиотехбанк;1166;Нижегородская обл.;1 517 487,00;1 474 043,00;43 444,00;2,95
580;-14;Еврокоммерц;1777;Москва и обл.;1 503 045,00;1 576 438,00;-73 393,00;-4,66
581;29;Банк Расчетов и Сбережений;2617;Москва и обл.;1 498 120,00;1 338 348,00;159 772,00;11,94
582;16;Сберинвестбанк;1743;Свердловская обл.;1 495 218,00;1 387 648,00;107 570,00;7,75
583;22;Банк МБФИ;2073;Москва и обл.;1 492 229,00;1 349 151,00;143 078,00;10,61
584;4;Банк РМП;2574;Москва и обл.;1 477 021,00;1 439 287,00;37 734,00;2,62
585;-73;Земкомбанк;574;Ростовская обл.;1 475 966,00;1 985 453,00;-509 487,00;-25,66
586;10;Новация;840;Адыгея;1 475 215,00;1 397 512,00;77 703,00;5,56
587;19;2Т Банк;625;Москва и обл.;1 463 887,00;1 345 280,00;118 607,00;8,82
588;4;Кубанский Универсальный Банк;2898;Краснодарский край;1 461 854,00;1 430 307,00;31 547,00;2,21
589;-24;Михайловский ПЖСБ;2961;Волгоградская обл.;1 458 157,00;1 576 750,00;-118 593,00;-7,52
590;13;МФБанк;3163;Москва и обл.;1 450 815,00;1 358 205,00;92 610,00;6,82
591;-24;Юнистрим;3467;Москва и обл.;1 447 686,00;1 570 397,00;-122 711,00;-7,81
592;12;Объединенный Банк Республики;1016;Чувашия;1 437 558,00;1 355 056,00;82 502,00;6,09
593;-56;Новое Время;3492;Москва и обл.;1 432 856,00;1 766 207,00;-333 351,00;-18,87
594;-62;Банк Реалист;2646;Москва и обл.;1 428 647,00;1 795 340,00;-366 693,00;-20,42
595;75;Сталь Банк;2248;Москва и обл.;1 414 270,00;1 043 039,00;371 231,00;35,59
596;-2;Венец;524;Ульяновская обл.;1 406 489,00;1 424 120,00;-17 631,00;-1,24
597;12;Спиритбанк;2053;Тульская обл.;1 404 130,00;1 339 102,00;65 028,00;4,86
598;15;Йошкар-Ола;2802;Марий Эл;1 400 769,00;1 316 188,00;84 581,00;6,43
599;-8;Зираат Банк;2559;Москва и обл.;1 400 017,00;1 431 254,00;-31 237,00;-2,18
600;16;Дом-Банк;3209;Москва и обл.;1 397 905,00;1 306 747,00;91 158,00;6,98
601;-6;Викинг;2;Санкт-Петербург и обл.;1 397 727,00;1 414 187,00;-16 460,00;-1,16
602;65;Бумеранг;1002;Вологодская обл.;1 377 175,00;1 061 586,00;315 589,00;29,73
603;15;Ваш Личный Банк;1222;Иркутская обл.;1 374 065,00;1 296 098,00;77 967,00;6,02
604;20;Банк ИТБ;3128;Москва и обл.;1 373 448,00;1 263 332,00;110 116,00;8,72
605;2;Спутник;1071;Оренбургская обл.;1 372 070,00;1 343 727,00;28 343,00;2,11
606;-5;Мираф-Банк;2244;Омская обл.;1 369 615,00;1 374 806,00;-5 191,00;-0,38
607;-38;Бенифит-Банк;3229;Москва и обл.;1 368 424,00;1 550 671,00;-182 247,00;-11,75
608;-21;Татагропромбанк;728;Татарстан;1 367 936,00;1 453 498,00;-85 562,00;-5,89
609;5;Пульс Столицы;3002;Москва и обл.;1 365 620,00;1 314 254,00;51 366,00;3,91
610;-11;Вэлтон Банк;1105;Белгородская обл.;1 357 509,00;1 376 057,00;-18 548,00;-1,35
611;6;Навигатор;2469;Москва и обл.;1 353 300,00;1 304 587,00;48 713,00;3,73
612;9;Нальчик;695;Кабардино-Балкария;1 349 059,00;1 272 082,00;76 977,00;6,05
613;-83;Мегаполис;3265;Чувашия;1 348 353,00;1 812 313,00;-463 960,00;-25,60
614;1;Эсидбанк;1991;Дагестан;1 341 279,00;1 313 994,00;27 285,00;2,08
615;-15;Единственный;3187;Москва и обл.;1 335 857,00;1 375 353,00;-39 496,00;-2,87
616;18;Владбизнесбанк;903;Владимирская обл.;1 324 881,00;1 235 181,00;89 700,00;7,26
617;16;Приобье;537;Тюменская обл.;1 321 592,00;1 240 953,00;80 639,00;6,50
618;19;Мой Банк. Новосибирск;2787;Новосибирская обл.;1 301 804,00;1 227 077,00;74 727,00;6,09
619;79;Вестинтербанк;3398;Москва и обл.;1 301 444,00;922 101,00;379 343,00;41,14
620;2;Вологдабанк;992;Вологодская обл.;1 297 038,00;1 267 177,00;29 861,00;2,36
621;-31;Сервис Резерв;2034;Москва и обл.;1 292 807,00;1 436 380,00;-143 573,00;-10,00
622;-25;Метрополь;1639;Москва и обл.;1 291 829,00;1 392 892,00;-101 063,00;-7,26
623;2;Новый Кредитный Союз;3139;Москва и обл.;1 289 556,00;1 262 066,00;27 490,00;2,18
624;-4;Рабобанк;3488;Москва и обл.;1 288 671,00;1 292 095,00;-3 424,00;-0,26
625;-17;Тандем;1951;Москва и обл.;1 285 784,00;1 342 538,00;-56 754,00;-4,23
626;14;Современные Стандарты Бизнеса;3397;Москва и обл.;1 285 300,00;1 200 654,00;84 646,00;7,05
627;30;Одинбанк;3197;Москва и обл.;1 282 603,00;1 090 517,00;192 086,00;17,61
628;-2;Объединенный Резервный Банк;937;Москва и обл.;1 281 624,00;1 256 685,00;24 939,00;1,98
629;2;Развитие;2729;Карачаево-Черкесия;1 276 463,00;1 249 107,00;27 356,00;2,19
630;-19;Геленджик-Банк;790;Краснодарский край;1 275 507,00;1 328 205,00;-52 698,00;-3,97
631;-3;Старооскольский Агропромбанк;1050;Белгородская обл.;1 269 860,00;1 255 254,00;14 606,00;1,16
632;-9;Нерюнгрибанк;825;Саха (Якутия);1 264 627,00;1 264 509,00;118,00;0,01
633;142;Москва-Сити;3247;Москва и обл.;1 254 060,00;670 007,00;584 053,00;87,17
634;-15;Контраст-Банк;2857;Москва и обл.;1 248 303,00;1 292 841,00;-44 538,00;-3,44
635;-3;Мобилбанк;532;Удмуртия;1 242 958,00;1 248 743,00;-5 785,00;-0,46
636;-1;УМ-Банк;1441;Свердловская обл.;1 239 367,00;1 230 193,00;9 174,00;0,75
637;-10;Финансово-Промышленный Капитал;3295;Москва и обл.;1 238 789,00;1 255 629,00;-16 840,00;-1,34
638;-8;УИК-Банк;1300;Челябинская обл.;1 237 580,00;1 249 296,00;-11 716,00;-0,94
639;13;БСТ-Банк;2883;Кемеровская обл.;1 230 289,00;1 119 185,00;111 104,00;9,93
640;-2;Нарат;1902;Саратовская обл.;1 218 727,00;1 215 756,00;2 971,00;0,24
641;0;Инвестиционный Союз;637;Москва и обл.;1 218 293,00;1 184 624,00;33 669,00;2,84
642;40;Пурпе;709;Тюменская обл.;1 215 308,00;995 699,00;219 609,00;22,06
643;-54;Интеркоопбанк;2803;Москва и обл.;1 202 072,00;1 438 791,00;-236 719,00;-16,45
644;24;Яндекс Банк;3027;Москва и обл.;1 187 058,00;1 058 544,00;128 514,00;12,14
645;55;Русский Торговый Банк;2842;Москва и обл.;1 183 934,00;917 033,00;266 901,00;29,10
646;12;Элита;1399;Калужская обл.;1 178 710,00;1 084 837,00;93 873,00;8,65
647;-5;Национальный Корпоративный Банк;3422;Москва и обл.;1 177 303,00;1 181 696,00;-4 393,00;-0,37
648;2;Донбанк;2984;Ростовская обл.;1 170 318,00;1 128 522,00;41 796,00;3,70
649;-10;Русский Трастовый Банк;1139;Москва и обл.;1 168 849,00;1 210 164,00;-41 315,00;-3,41
650;-3;Арт-Банк;2779;Северная Осетия — Алания;1 156 669,00;1 132 941,00;23 728,00;2,09
651;-6;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;1 156 136,00;1 154 261,00;1 875,00;0,16
652;-6;Инбанк;1829;Москва и обл.;1 154 435,00;1 138 025,00;16 410,00;1,44
653;-5;Златкомбанк;568;Москва и обл.;1 153 418,00;1 130 006,00;23 412,00;2,07
654;0;Холмск;503;Сахалинская обл.;1 151 699,00;1 114 510,00;37 189,00;3,34
655;127;Первый Клиентский Банк;3436;Москва и обл.;1 149 065,00;635 059,00;514 006,00;80,94
656;21;Новый Промышленный Банк;930;Москва и обл.;1 143 401,00;1 011 205,00;132 196,00;13,07
657;14;Радиан;1675;Иркутская обл.;1 131 018,00;1 042 225,00;88 793,00;8,52
658;45;Столичный Кредит;2853;Москва и обл.;1 123 881,00;905 181,00;218 700,00;24,16
659;4;Богородский;1277;Нижегородская обл.;1 122 486,00;1 067 686,00;54 800,00;5,13
660;20;Национальный Банк Сбережений;1949;Ивановская обл.;1 120 772,00;1 002 868,00;117 904,00;11,76
661;-10;Тексбанк;2756;Карачаево-Черкесия;1 118 253,00;1 121 344,00;-3 091,00;-0,28
662;-2;Крона-Банк;2499;Иркутская обл.;1 097 679,00;1 077 012,00;20 667,00;1,92
663;34;Регионфинансбанк;3357;Москва и обл.;1 097 119,00;925 732,00;171 387,00;18,51
664;88;Жилстройбанк;2769;Москва и обл.;1 096 263,00;732 853,00;363 410,00;49,59
665;-6;Сетевая Расчетная Палата;3332;Татарстан;1 096 029,00;1 081 791,00;14 238,00;1,32
666;8;Екатерининский;2167;Москва и обл.;1 094 533,00;1 022 566,00;71 967,00;7,04
667;6;Сибэс;208;Омская обл.;1 088 382,00;1 032 206,00;56 176,00;5,44
668;22;Азимут;3154;Москва и обл.;1 079 818,00;960 378,00;119 440,00;12,44
669;-20;Эргобанк;2856;Москва и обл.;1 075 671,00;1 129 222,00;-53 551,00;-4,74
670;96;Неополис-Банк;2809;Москва и обл.;1 074 783,00;693 337,00;381 446,00;55,02
671;42;Межрегиональный Клиринговый Банк;2543;Москва и обл.;1 069 006,00;863 926,00;205 080,00;23,74
672;-3;Ноосфера;2650;Республика Алтай;1 064 976,00;1 053 572,00;11 404,00;1,08
673;-9;ГринКомБанк;1184;Иркутская обл.;1 063 258,00;1 065 657,00;-2 399,00;-0,23
674;-13;Трастовый Республиканский Банк;3404;Москва и обл.;1 060 803,00;1 073 447,00;-12 644,00;-1,18
675;11;Приполярком;507;Тюменская обл.;1 058 982,00;978 037,00;80 945,00;8,28
676;-47;Далетбанк;3049;Москва и обл.;1 058 760,00;1 254 882,00;-196 122,00;-15,63
677;4;Невский Банк;1068;Санкт-Петербург и обл.;1 049 802,00;999 810,00;49 992,00;5,00
678;15;Диг-Банк;2423;Северная Осетия — Алания;1 048 001,00;953 132,00;94 869,00;9,95
679;-4;Русский Национальный Банк;469;Ростовская обл.;1 038 123,00;1 021 453,00;16 670,00;1,63
680;19;Охотный Ряд;3375;Москва и обл.;1 037 510,00;919 734,00;117 776,00;12,81
681;14;Флора-Москва;533;Москва и обл.;1 036 471,00;933 629,00;102 842,00;11,02
682;-6;Сембанк;2606;Москва и обл.;1 030 196,00;1 018 693,00;11 503,00;1,13
683;2;Великие Луки Банк;598;Псковская обл.;1 021 732,00;980 927,00;40 805,00;4,16
684;17;Саммит Банк;85;Приморский край;1 019 102,00;915 926,00;103 176,00;11,26
685;-6;РТС-Банк;3401;Самарская обл.;1 012 484,00;1 008 269,00;4 215,00;0,42
686;-14;Богородский Муниципальный Банк;2992;Москва и обл.;1 007 900,00;1 036 206,00;-28 306,00;-2,73
687;9;Металлург;2877;Москва и обл.;1 004 858,00;929 267,00;75 591,00;8,13
688;42;Сельмашбанк;106;Ростовская обл.;995 399,00;794 121,00;201 278,00;25,35
689;-6;Арсенал;3000;Москва и обл.;993 381,00;994 370,00;-989,00;-0,10
690;-24;Почта Банк;650;Брянская обл.;992 621,00;1 063 329,00;-70 708,00;-6,65
691;-4;Башпромбанк;1006;Башкортостан;992 595,00;975 355,00;17 240,00;1,77
692;-4;Дон-Тексбанк;1818;Ростовская обл.;988 088,00;964 714,00;23 374,00;2,42
693;-31;Республиканский Кредитный Альянс;3017;Москва и обл.;979 077,00;1 073 305,00;-94 228,00;-8,78
694;21;МС Банк Рус;2789;Москва и обл.;965 179,00;846 389,00;118 790,00;14,03
695;-52;Татсоцбанк;480;Татарстан;955 643,00;1 177 580,00;-221 937,00;-18,85
696;59;ИпоТек Банк — Северо-Западный филиал;0;Россия;955 079,00;726 683,00;228 396,00;31,43
697;11;С банк;2581;Москва и обл.;949 928,00;876 218,00;73 710,00;8,41
698;19;Северинвестбанк;2264;Белгородская обл.;945 206,00;833 818,00;111 388,00;13,36
699;12;Агора;3231;Москва и обл.;943 030,00;872 202,00;70 828,00;8,12
700;19;Первоуральскбанк;965;Свердловская обл.;941 304,00;821 430,00;119 874,00;14,59
701;-17;Калуга;1151;Калужская обл.;937 618,00;986 331,00;-48 713,00;-4,94
702;7;Эко-Инвест;3116;Москва и обл.;937 233,00;875 665,00;61 568,00;7,03
703;-25;Кредитимпэкс Банк;2037;Москва и обл.;924 089,00;1 009 510,00;-85 421,00;-8,46
704;-15;Московский Вексельный Банк;2697;Москва и обл.;919 518,00;961 158,00;-41 640,00;-4,33
705;-3;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;917 261,00;908 612,00;8 649,00;0,95
706;51;Тревел Банк;531;Москва и обл.;916 712,00;717 855,00;198 857,00;27,70
707;-15;Алтынбанк;2070;Татарстан;913 902,00;953 245,00;-39 343,00;-4,13
708;-4;Проинвестбанк;784;Пермская обл.;910 137,00;905 091,00;5 046,00;0,56
709;-15;Эльбин;2267;Дагестан;907 490,00;935 924,00;-28 434,00;-3,04
710;12;Примтеркомбанк;21;Приморский край;897 708,00;807 948,00;89 760,00;11,11
711;47;Байкалкредобанк;2990;Иркутская обл.;897 300,00;717 579,00;179 721,00;25,05
712;20;Промсельхозбанк;538;Москва и обл.;894 558,00;790 299,00;104 259,00;13,19
713;-1;Местный Кредит;3370;Москва и обл.;890 791,00;869 233,00;21 558,00;2,48
714;4;Стройиндбанк;155;Москва и обл.;888 446,00;821 639,00;66 807,00;8,13
715;-60;Объединенная Расчетная Система;3342;Москва и обл.;885 234,00;1 111 444,00;-226 210,00;-20,35
716;-10;Динамичные Системы;3439;Москва и обл.;875 413,00;883 486,00;-8 073,00;-0,91
717;-10;Торговый Городской Банк;3180;Тверская обл.;874 130,00;881 990,00;-7 860,00;-0,89
718;18;Максима;3379;Москва и обл.;868 342,00;774 511,00;93 831,00;12,11
719;28;Тайм Банк;3120;Москва и обл.;865 374,00;749 232,00;116 142,00;15,50
720;22;Риал-Кредит;3393;Москва и обл.;851 192,00;756 746,00;94 446,00;12,48
721;-65;Аскания Траст;286;Москва и обл.;843 659,00;1 109 770,00;-266 111,00;-23,98
722;-12;Унифондбанк;3416;Москва и обл.;843 315,00;872 634,00;-29 319,00;-3,36
723;2;Банкирский Дом;2928;Санкт-Петербург и обл.;840 472,00;799 482,00;40 990,00;5,13
724;15;Восточно-Европейский Трастовый Банк;2253;Москва и обл.;836 404,00;760 946,00;75 458,00;9,92
725;3;Рублевский;2192;Москва и обл.;831 731,00;796 751,00;34 980,00;4,39
726;-3;Синергия;2884;Саратовская обл.;830 073,00;802 998,00;27 075,00;3,37
727;42;Балаково-Банк;444;Саратовская обл.;830 009,00;679 771,00;150 238,00;22,10
728;-8;Жилкредит;1736;Москва и обл.;828 408,00;818 078,00;10 330,00;1,26
729;-5;Онего;2484;Карелия;827 965,00;801 458,00;26 507,00;3,31
730;19;Ресурс-Траст;3122;Москва и обл.;821 138,00;744 214,00;76 924,00;10,34
731;17;БВА Банк;1684;Москва и обл.;819 573,00;745 967,00;73 606,00;9,87
732;13;КИП-Банк;2843;Москва и обл.;819 370,00;750 749,00;68 621,00;9,14
733;-42;Кредитинвест;1197;Дагестан;817 850,00;959 903,00;-142 053,00;-14,80
734;7;Финанс Бизнес Банк;520;Краснодарский край;799 719,00;759 880,00;39 839,00;5,24
735;11;Майкопбанк;1136;Адыгея;798 623,00;750 342,00;48 281,00;6,43
736;-20;Канский;860;Красноярский край;797 503,00;834 316,00;-36 813,00;-4,41
737;13;Верхневолжский;1084;Ярославская обл.;797 474,00;743 986,00;53 488,00;7,19
738;-3;Церих;2627;Москва и обл.;790 359,00;777 013,00;13 346,00;1,72
739;-1;Объединенный Капитал;2611;Санкт-Петербург и обл.;788 540,00;770 337,00;18 203,00;2,36
740;-6;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;785 930,00;780 312,00;5 618,00;0,72
741;-10;Анелик РУ;3443;Москва и обл.;777 014,00;792 226,00;-15 212,00;-1,92
742;11;Первый Дортрансбанк;3271;Кировская обл.;775 957,00;732 404,00;43 553,00;5,95
743;-14;Арксбанк;1868;Москва и обл.;775 416,00;794 442,00;-19 026,00;-2,39
744;-11;Спецстройбанк;236;Москва и обл.;770 434,00;781 783,00;-11 349,00;-1,45
745;-2;Бузулукбанк;1282;Оренбургская обл.;770 300,00;755 602,00;14 698,00;1,95
746;-32;МФТ-Банк;3356;Москва и обл.;763 040,00;855 097,00;-92 057,00;-10,77
747;-20;Аделантбанк;1835;Москва и обл.;758 668,00;797 552,00;-38 884,00;-4,88
748;3;Руна-Банк;3207;Москва и обл.;758 620,00;735 107,00;23 513,00;3,20
749;-12;Содружество;2923;Москва и обл.;756 606,00;773 714,00;-17 108,00;-2,21
750;-6;Верхне-Волжский Нефтебанк;3033;Нижегородская обл.;752 791,00;753 844,00;-1 053,00;-0,14
751;14;Кемсоцинбанк;96;Кемеровская обл.;751 198,00;695 853,00;55 345,00;7,95
752;-12;Финарс Банк;2938;Москва и обл.;748 560,00;760 306,00;-11 746,00;-1,54
753;7;Вэлкомбанк;589;Ставропольский край;744 203,00;715 492,00;28 711,00;4,01
754;13;Евразийский Банк;969;Забайкальский край;731 299,00;689 505,00;41 794,00;6,06
755;9;ЕАТП Банк;1765;Астраханская обл.;729 659,00;698 100,00;31 559,00;4,52
756;3;Далена Банк;1948;Москва и обл.;729 265,00;715 996,00;13 269,00;1,85
757;-3;Сургутский Центральный Коммерческий Банк;684;Тюменская обл.;728 636,00;730 595,00;-1 959,00;-0,27
758;22;Военно-Промышленный Банк;3065;Москва и обл.;726 491,00;641 326,00;85 165,00;13,28
759;17;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;716 059,00;663 419,00;52 640,00;7,93
760;3;Месед;184;Дагестан;714 388,00;705 413,00;8 975,00;1,27
761;-5;Смолевич;1121;Смоленская обл.;705 923,00;725 209,00;-19 286,00;-2,66
762;10;Почтобанк;1788;Пермская обл.;700 664,00;671 880,00;28 784,00;4,28
763;5;Кетовский Коммерческий Банк;842;Курганская обл.;697 487,00;683 617,00;13 870,00;2,03
764;-43;Далта-Банк;142;Приморский край;691 782,00;814 281,00;-122 499,00;-15,04
765;-3;Булгар Банк;1917;Татарстан;686 561,00;707 464,00;-20 903,00;-2,95
766;4;Трансинвестбанк;3238;Москва и обл.;675 913,00;679 505,00;-3 592,00;-0,53
767;16;Инвест-Экобанк;1956;Санкт-Петербург и обл.;671 609,00;630 182,00;41 427,00;6,57
768;10;Турбобанк;3203;Санкт-Петербург и обл.;659 861,00;645 261,00;14 600,00;2,26
769;-8;Бизнес для Бизнеса;1060;Чувашия;659 144,00;715 123,00;-55 979,00;-7,83
770;15;Химик;1114;Нижегородская обл.;657 916,00;625 326,00;32 590,00;5,21
771;-106;ИСБ;3010;Москва и обл.;654 959,00;1 064 373,00;-409 414,00;-38,47
772;15;Ратибор-Банк;2174;Москва и обл.;652 150,00;621 502,00;30 648,00;4,93
773;51;Ганзакомбанк;1734;Санкт-Петербург и обл.;648 949,00;508 075,00;140 874,00;27,73
774;3;Центрально-Европейский Банк;2670;Москва и обл.;648 019,00;646 408,00;1 611,00;0,25
775;11;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;641 941,00;623 356,00;18 585,00;2,98
776;12;Симбирск;653;Ульяновская обл.;639 835,00;619 542,00;20 293,00;3,28
777;18;Конфидэнс Банк;970;Костромская обл.;636 814,00;591 680,00;45 134,00;7,63
778;3;Взаимодействие;1704;Новосибирская обл.;635 901,00;639 808,00;-3 907,00;-0,61
779;61;Паритет;1860;Москва и обл.;633 569,00;454 661,00;178 908,00;39,35
780;9;Мико-Банк;3195;Москва и обл.;627 438,00;616 753,00;10 685,00;1,73
781;66;Центрально-Азиатский;3037;Хакасия;626 874,00;438 131,00;188 743,00;43,08
782;70;Мострансбанк;2258;Москва и обл.;626 587,00;425 203,00;201 384,00;47,36
783;14;Индустриальный Сберегательный Банк;3175;Москва и обл.;624 029,00;584 678,00;39 351,00;6,73
784;28;Кодекс;2746;Москва и обл.;623 161,00;542 535,00;80 626,00;14,86
785;15;Академический Русский Банк;622;Москва и обл.;621 198,00;575 534,00;45 664,00;7,93
786;13;Москва;1661;Москва и обл.;620 519,00;577 432,00;43 087,00;7,46
787;-16;Русский Банк Сбережений;779;Ставропольский край;620 505,00;675 923,00;-55 418,00;-8,20
788;-15;Кредит Экспресс;3186;Ростовская обл.;617 919,00;671 330,00;-53 411,00;-7,96
789;1;Акцент;696;Оренбургская обл.;617 216,00;611 013,00;6 203,00;1,02
790;17;Курган;2568;Курганская обл.;614 568,00;562 123,00;52 445,00;9,33
791;5;РФИ Банк;3351;Москва и обл.;613 660,00;584 914,00;28 746,00;4,91
792;-66;Русско-Германский Торговый Банк;2747;Москва и обл.;613 313,00;798 652,00;-185 339,00;-23,21
793;63;Народный Банк;2249;Карачаево-Черкесия;612 604,00;400 992,00;211 612,00;52,77
794;-10;Региональный Банк Сбережений;3367;Москва и обл.;606 901,00;628 795,00;-21 894,00;-3,48
795;6;Арзамас;1281;Нижегородская обл.;603 834,00;574 677,00;29 157,00;5,07
796;-4;МТИ Банк;1052;Москва и обл.;599 827,00;606 111,00;-6 284,00;-1,04
797;5;Тетраполис;1586;Санкт-Петербург и обл.;599 588,00;573 843,00;25 745,00;4,49
798;34;Телекоммерц Банк;3380;Тульская обл.;598 256,00;485 265,00;112 991,00;23,28
799;50;Ауэрбанк;3105;Москва и обл.;593 978,00;432 704,00;161 274,00;37,27
800;8;НСТ-Банк;1738;Оренбургская обл.;593 047,00;551 830,00;41 217,00;7,47
801;8;Славянбанк;804;Новгородская обл.;587 029,00;545 764,00;41 265,00;7,56
802;-11;Старый Кремль;2657;Москва и обл.;585 653,00;610 279,00;-24 626,00;-4,04
803;12;Трансэнергобанк;3106;Дагестан;585 313,00;540 346,00;44 967,00;8,32
804;-10;Востокбизнесбанк;1342;Приморский край;585 010,00;602 556,00;-17 546,00;-2,91
805;-26;Объединенный Кредитный Банк;1118;Владимирская обл.;575 373,00;642 976,00;-67 603,00;-10,51
806;-2;Апабанк;2404;Москва и обл.;573 924,00;569 543,00;4 381,00;0,77
807;32;Алданзолотобанк;854;Саха (Якутия);567 353,00;455 669,00;111 684,00;24,51
808;35;Витязь;2890;Москва и обл.;564 335,00;446 057,00;118 278,00;26,52
809;-35;Кутузовский;3190;Москва и обл.;562 961,00;670 595,00;-107 634,00;-16,05
810;8;Центр Межбанковских Расчетов;3400;Москва и обл.;562 591,00;520 976,00;41 615,00;7,99
811;-18;Прайм Финанс;2758;Санкт-Петербург и обл.;562 465,00;604 339,00;-41 874,00;-6,93
