Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Октябрь, 2010, тыс. рублей;Сентябрь, 2010, тыс. рублей;Изменение, тыс. рублей;Изменение, %
68;-1;Экспо Финанс;2594;Москва и обл.;52 920 156,00;53 911 598,00;-991 442,00;-1,84
69;1;Новикомбанк;2546;Москва и обл.;52 457 786,00;50 338 112,00;2 119 674,00;4,21
70;1;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;51 141 058,00;50 324 335,00;816 723,00;1,62
71;1;Всероссийский Банк Развития Регионов;3287;Москва и обл.;47 741 300,00;50 295 731,00;-2 554 431,00;-5,08
72;2;Сведбанк;3064;Москва и обл.;47 487 875,00;47 872 793,00;-384 918,00;-0,80
73;9;Балтинвестбанк;3176;Санкт-Петербург и обл.;47 212 871,00;41 654 440,00;5 558 431,00;13,34
74;6;Центр-инвест;2225;Ростовская обл.;47 032 148,00;45 025 982,00;2 006 166,00;4,46
75;1;Ренессанс Кредит;3354;Москва и обл.;46 683 281,00;46 299 148,00;384 133,00;0,83
76;2;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;46 538 233,00;45 313 690,00;1 224 543,00;2,70
77;-2;Локо-Банк;2707;Москва и обл.;46 394 026,00;46 333 298,00;60 728,00;0,13
78;-1;АМТ Банк;2820;Москва и обл.;46 300 734,00;46 012 427,00;288 307,00;0,63
79;4;Роскосмосбанк;2989;Москва и обл.;42 414 077,00;41 127 059,00;1 287 018,00;3,13
80;-1;Сургутнефтегазбанк;588;Тюменская обл.;41 110 276,00;45 101 388,00;-3 991 112,00;-8,85
81;13;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;40 668 964,00;30 263 648,00;10 405 316,00;34,38
82;-1;Совкомбанк;963;Костромская обл.;40 027 959,00;41 710 301,00;-1 682 342,00;-4,03
83;8;Коммерцбанк (Евразия);3333;Москва и обл.;39 297 893,00;33 646 005,00;5 651 888,00;16,80
84;0;Пересвет;2110;Москва и обл.;39 128 938,00;40 176 363,00;-1 047 425,00;-2,61
85;1;Металлинвестбанк;2440;Москва и обл.;38 848 172,00;38 630 153,00;218 019,00;0,56
86;3;Инвестбанк;107;Калининградская обл.;37 998 902,00;35 245 672,00;2 753 230,00;7,81
87;1;СБ Банк (Судостроительный банк);2999;Москва и обл.;37 831 279,00;35 608 315,00;2 222 964,00;6,24
88;-3;Еврофинанс Моснарбанк;2402;Москва и обл.;37 465 197,00;39 029 164,00;-1 563 967,00;-4,01
89;-2;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;36 908 182,00;36 002 112,00;906 070,00;2,52
90;2;Национальный Стандарт;3421;Москва и обл.;34 971 411,00;32 175 843,00;2 795 568,00;8,69
91;-1;Первобанк;3461;Самарская обл.;34 958 885,00;34 100 276,00;858 609,00;2,52
92;1;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;33 789 079,00;31 319 894,00;2 469 185,00;7,88
93;5;Банк ДОМ.РФ;2312;Москва и обл.;33 525 107,00;29 403 010,00;4 122 097,00;14,02
94;1;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;32 911 923,00;29 885 149,00;3 026 774,00;10,13
95;2;Национальный Торговый Банк;3087;Самарская обл.;30 326 528,00;29 415 990,00;910 538,00;3,10
96;3;Бинбанк Диджитал;2827;Москва и обл.;29 123 272,00;28 354 581,00;768 691,00;2,71
97;10;Акибанк;2587;Татарстан;28 912 971,00;24 809 812,00;4 103 159,00;16,54
98;-2;Москоммерцбанк;3365;Москва и обл.;28 753 525,00;29 761 647,00;-1 008 122,00;-3,39
99;1;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Москва и обл.;27 481 618,00;26 890 725,00;590 893,00;2,20
100;2;Дальневосточный Банк;843;Приморский край;27 437 052,00;26 584 097,00;852 955,00;3,21
101;0;Челиндбанк;485;Челябинская обл.;27 108 916,00;26 864 058,00;244 858,00;0,91
102;2;Кедр;1574;Москва и обл.;26 186 760,00;26 028 833,00;157 927,00;0,61
103;8;Международный Финансовый Клуб;2618;Москва и обл.;25 465 426,00;23 436 025,00;2 029 401,00;8,66
104;-1;Экспобанк;2998;Москва и обл.;25 261 250,00;26 351 128,00;-1 089 878,00;-4,14
105;3;Кубань Кредит;2518;Краснодарский край;24 737 521,00;24 472 439,00;265 082,00;1,08
106;3;Таврический Банк;2304;Санкт-Петербург и обл.;24 476 859,00;23 782 801,00;694 058,00;2,92
107;3;Челябинвестбанк;493;Челябинская обл.;24 333 747,00;23 737 467,00;596 280,00;2,51
108;-2;Расчетная Палата РТС;3335;Москва и обл.;23 582 744,00;25 209 540,00;-1 626 796,00;-6,45
109;5;НС Банк;3124;Москва и обл.;23 390 570,00;22 244 614,00;1 145 956,00;5,15
110;2;Севергазбанк;2816;Вологодская обл.;23 340 613,00;22 706 001,00;634 612,00;2,79
111;2;Газбанк;2316;Самарская обл.;23 211 250,00;22 688 486,00;522 764,00;2,30
112;3;Крайинвестбанк;3360;Краснодарский край;22 618 565,00;21 884 465,00;734 100,00;3,35
113;7;Интерпромбанк;3266;Москва и обл.;22 460 332,00;21 117 237,00;1 343 095,00;6,36
114;2;Далькомбанк;84;Хабаровский край;22 309 654,00;21 581 475,00;728 179,00;3,37
115;12;Саровбизнесбанк;2048;Нижегородская обл.;21 892 326,00;18 776 081,00;3 116 245,00;16,60
116;2;СДМ-Банк;1637;Москва и обл.;21 697 308,00;21 195 222,00;502 086,00;2,37
117;5;Нота-Банк;2913;Москва и обл.;21 516 885,00;20 704 328,00;812 557,00;3,92
118;1;Кредит Урал Банк;2584;Челябинская обл.;21 340 129,00;21 192 567,00;147 562,00;0,70
119;-2;Девон-Кредит;1972;Татарстан;21 203 687,00;21 520 722,00;-317 035,00;-1,47
120;3;Экспресс-Волга;3085;Саратовская обл.;21 199 387,00;20 656 228,00;543 159,00;2,63
121;4;Русский Международный Банк;3123;Москва и обл.;21 039 414,00;19 397 204,00;1 642 210,00;8,47
122;2;Первый Республиканский Банк;1730;Москва и обл.;20 323 973,00;19 448 223,00;875 750,00;4,50
123;3;Банк АВБ;23;Самарская обл.;19 749 375,00;19 301 472,00;447 903,00;2,32
124;11;Приморье;3001;Приморский край;19 569 815,00;17 573 422,00;1 996 393,00;11,36
125;4;М2М Прайвет Банк;1414;Москва и обл.;19 219 905,00;18 538 564,00;681 341,00;3,68
126;6;Межтопэнергобанк;2956;Москва и обл.;19 066 144,00;17 923 564,00;1 142 580,00;6,37
127;-6;Мой Банк;2939;Москва и обл.;18 911 427,00;20 943 821,00;-2 032 394,00;-9,70
128;29;Натиксис Банк;3390;Москва и обл.;18 879 317,00;14 079 932,00;4 799 385,00;34,09
129;1;ГПБ-Ипотека;2403;Москва и обл.;18 649 253,00;18 536 845,00;112 408,00;0,61
130;3;Агропромкредит;2880;Москва и обл.;18 023 192,00;17 919 919,00;103 273,00;0,58
131;21;Народный Кредит;2401;Москва и обл.;17 844 971,00;14 998 289,00;2 846 682,00;18,98
132;2;Липецккомбанк;1242;Липецкая обл.;17 741 971,00;17 896 580,00;-154 609,00;-0,86
133;5;БФГ-Кредит;3068;Москва и обл.;17 714 701,00;17 244 291,00;470 410,00;2,73
134;3;Фора-Банк;1885;Москва и обл.;17 704 561,00;17 268 660,00;435 901,00;2,52
135;5;Уралтрансбанк;812;Свердловская обл.;17 444 636,00;16 870 791,00;573 845,00;3,40
136;9;Примсоцбанк;2733;Приморский край;17 414 371,00;16 059 140,00;1 355 231,00;8,44
137;2;Солидарность;554;Самарская обл.;17 342 426,00;17 193 286,00;149 140,00;0,87
138;13;Кольцо Урала;65;Свердловская обл.;17 061 107,00;15 356 835,00;1 704 272,00;11,10
139;3;Соцгорбанк;1827;Москва и обл.;16 800 474,00;16 266 242,00;534 232,00;3,28
140;-12;Банк Кредит Свисс;2494;Москва и обл.;16 760 152,00;18 610 275,00;-1 850 123,00;-9,94
141;0;МБА-Москва;3395;Москва и обл.;16 647 905,00;16 407 574,00;240 331,00;1,46
142;5;Московский Областной Банк;1751;Москва и обл.;16 562 146,00;15 950 710,00;611 436,00;3,83
143;7;АМБ Банк;3036;Москва и обл.;16 457 257,00;15 360 841,00;1 096 416,00;7,14
144;-39;Меткомбанк (Череповец);901;Вологодская обл.;16 444 600,00;25 306 893,00;-8 862 293,00;-35,02
145;52;Интеркоммерц Банк;1657;Москва и обл.;16 379 478,00;9 472 319,00;6 907 159,00;72,92
146;2;Урал ФД;249;Пермская обл.;16 261 030,00;15 803 884,00;457 146,00;2,89
147;-3;Морской Банк;77;Москва и обл.;16 220 539,00;16 136 476,00;84 063,00;0,52
148;-5;Модульбанк;1927;Костромская обл.;16 156 055,00;16 191 667,00;-35 612,00;-0,22
149;-3;ФИА-Банк;2542;Самарская обл.;15 982 528,00;15 996 136,00;-13 608,00;-0,09
150;-1;Российский Кредит;324;Москва и обл.;15 835 366,00;15 476 693,00;358 673,00;2,32
151;15;Стройкредит;18;Москва и обл.;15 768 332,00;13 031 106,00;2 737 226,00;21,01
152;1;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;14 988 790,00;14 967 492,00;21 298,00;0,14
153;9;Банк Проектного Финансирования;1677;Москва и обл.;14 893 396,00;13 717 523,00;1 175 873,00;8,57
154;-18;Тройка-Д Банк;3431;Москва и обл.;14 786 847,00;17 284 161,00;-2 497 314,00;-14,45
155;-1;Столичный Торговый Банк;2797;Москва и обл.;14 768 243,00;14 890 344,00;-122 101,00;-0,82
156;-1;ПЧРБ Банк;3291;Москва и обл.;14 719 167,00;14 547 004,00;172 163,00;1,18
157;14;Банк БФА;3038;Санкт-Петербург и обл.;14 691 333,00;12 526 345,00;2 164 988,00;17,28
158;0;НОМОС-Региобанк;539;Хабаровский край;14 683 740,00;13 927 426,00;756 314,00;5,43
159;1;Спурт Банк;2207;Татарстан;14 650 138,00;13 820 672,00;829 466,00;6,00
160;18;Углеметбанк;2997;Челябинская обл.;14 576 979,00;11 906 957,00;2 670 022,00;22,42
161;4;Ланта-Банк;1920;Москва и обл.;14 544 256,00;13 344 039,00;1 200 217,00;8,99
162;-1;Альта-Банк;2269;Москва и обл.;14 246 271,00;13 780 554,00;465 717,00;3,38
163;-7;Центркомбанк;2983;Москва и обл.;14 155 106,00;14 093 986,00;61 120,00;0,43
164;0;НБД-Банк;1966;Нижегородская обл.;13 775 894,00;13 348 123,00;427 771,00;3,20
165;-2;Энергобанк;67;Татарстан;13 694 573,00;13 415 924,00;278 649,00;2,08
166;9;Росэнергобанк;2211;Москва и обл.;13 378 061,00;12 224 426,00;1 153 635,00;9,44
167;-8;Сетелем Банк;2168;Москва и обл.;13 178 704,00;13 850 091,00;-671 387,00;-4,85
168;2;Инвесткапиталбанк;2377;Башкортостан;12 884 007,00;12 600 763,00;283 244,00;2,25
169;-1;Мосстройэкономбанк (М Банк);948;Москва и обл.;12 826 792,00;12 847 092,00;-20 300,00;-0,16
170;-1;Тимер Банк;1581;Татарстан;12 776 293,00;12 644 687,00;131 606,00;1,04
171;1;Левобережный;1343;Новосибирская обл.;12 633 821,00;12 426 696,00;207 125,00;1,67
172;2;Рост Банк;2888;Татарстан;12 484 454,00;12 283 243,00;201 211,00;1,64
173;7;Смоленский Банк;2029;Смоленская обл.;12 264 556,00;11 771 409,00;493 147,00;4,19
174;-1;Петрофф-Банк;2466;Москва и обл.;12 232 913,00;12 297 010,00;-64 097,00;-0,52
175;2;Связной Банк;1961;Москва и обл.;12 222 475,00;12 091 343,00;131 132,00;1,08
176;-9;Славянский Банк;383;Москва и обл.;12 195 148,00;13 030 117,00;-834 969,00;-6,41
177;2;Новокузнецкий Муниципальный Банк;2865;Кемеровская обл.;11 960 074,00;11 845 977,00;114 097,00;0,96
178;9;Тинькофф Банк;2673;Москва и обл.;11 493 938,00;10 344 432,00;1 149 506,00;11,11
179;4;Курскпромбанк;735;Курская обл.;11 323 789,00;11 043 355,00;280 434,00;2,54
180;2;Форштадт;2208;Оренбургская обл.;11 230 832,00;11 049 708,00;181 124,00;1,64
181;5;Интехбанк;2705;Татарстан;11 202 528,00;10 453 870,00;748 658,00;7,16
182;-1;Московское Ипотечное Агентство;3344;Москва и обл.;11 122 312,00;11 095 918,00;26 394,00;0,24
183;1;Европейский Трастовый Банк;2968;Москва и обл.;11 103 166,00;10 731 692,00;371 474,00;3,46
184;25;Держава;2738;Москва и обл.;10 560 810,00;8 879 350,00;1 681 460,00;18,94
185;0;Банк24.ру;2227;Свердловская обл.;10 489 719,00;10 653 540,00;-163 821,00;-1,54
186;5;Нижегородпромстройбанк;1851;Нижегородская обл.;10 447 550,00;10 086 044,00;361 506,00;3,58
187;2;Энерготрансбанк;1307;Калининградская обл.;10 426 779,00;10 241 811,00;184 968,00;1,81
188;13;Нацинвестпромбанк;3077;Москва и обл.;10 402 508,00;9 279 557,00;1 122 951,00;12,10
189;17;Интерпрогрессбанк;600;Москва и обл.;10 267 573,00;9 060 895,00;1 206 678,00;13,32
190;2;Норвик Банк;902;Кировская обл.;10 195 517,00;9 925 825,00;269 692,00;2,72
191;-3;Алмазэргиэнбанк;2602;Саха (Якутия);10 149 640,00;10 285 726,00;-136 086,00;-1,32
192;1;Эллипс Банк;1950;Нижегородская обл.;10 119 927,00;9 897 844,00;222 083,00;2,24
193;7;Тойота Банк;3470;Москва и обл.;10 020 000,00;9 395 045,00;624 955,00;6,65
194;-4;Развитие-Столица;3013;Москва и обл.;10 017 282,00;10 090 974,00;-73 692,00;-0,73
195;28;Образование;1521;Москва и обл.;10 005 241,00;8 272 508,00;1 732 733,00;20,95
196;-1;БыстроБанк;1745;Удмуртия;9 938 881,00;9 795 110,00;143 771,00;1,47
197;-3;Алемар;2384;Новосибирская обл.;9 832 781,00;9 842 864,00;-10 083,00;-0,10
198;21;Солидарность (Москва);1555;Москва и обл.;9 748 102,00;8 343 703,00;1 404 399,00;16,83
199;-3;Тольяттихимбанк;2507;Самарская обл.;9 740 850,00;9 508 871,00;231 979,00;2,44
200;2;Гранд Инвест Банк;3053;Москва и обл.;9 663 157,00;9 246 097,00;417 060,00;4,51
201;30;Гаранти Банк — Москва;3275;Москва и обл.;9 647 817,00;7 871 690,00;1 776 127,00;22,56
202;1;Монетный Дом;419;Челябинская обл.;9 621 636,00;9 161 083,00;460 553,00;5,03
203;-5;Экопромбанк;2011;Пермская обл.;9 324 447,00;9 443 038,00;-118 591,00;-1,26
204;1;Хлынов;254;Кировская обл.;9 314 016,00;9 078 146,00;235 870,00;2,60
205;3;Банк Жилищного Финансирования;3138;Москва и обл.;9 302 918,00;9 004 023,00;298 895,00;3,32
206;-2;Первомайский;518;Краснодарский край;9 288 310,00;9 089 857,00;198 453,00;2,18
207;37;Банк Финсервис;3388;Москва и обл.;9 227 141,00;7 461 707,00;1 765 434,00;23,66
208;7;НК Банк;2755;Москва и обл.;9 189 588,00;8 675 917,00;513 671,00;5,92
209;13;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;9 156 730,00;8 278 544,00;878 186,00;10,61
210;16;Роспромбанк;3204;Москва и обл.;9 133 910,00;8 206 561,00;927 349,00;11,30
211;6;БМВ Банк;3482;Москва и обл.;9 129 188,00;8 467 104,00;662 084,00;7,82
212;12;АБ Финанс;514;Москва и обл.;9 104 570,00;8 219 749,00;884 821,00;10,76
213;-6;Русстройбанк;3205;Москва и обл.;9 095 157,00;9 051 567,00;43 590,00;0,48
214;-4;Банк Оренбург;3269;Оренбургская обл.;9 036 647,00;8 784 109,00;252 538,00;2,87
215;14;РосДорБанк;1573;Москва и обл.;9 008 728,00;8 132 372,00;876 356,00;10,78
216;-3;Северо-Восточный Альянс;2768;Москва и обл.;8 959 093,00;8 731 022,00;228 071,00;2,61
217;-5;ВУЗ-Банк;1557;Свердловская обл.;8 939 685,00;8 736 140,00;203 545,00;2,33
218;0;Александровский;53;Санкт-Петербург и обл.;8 799 754,00;8 452 339,00;347 415,00;4,11
219;6;Промсбербанк;1043;Москва и обл.;8 713 361,00;8 212 874,00;500 487,00;6,09
220;-21;Свенска Хандельсбанкен;3455;Москва и обл.;8 710 342,00;9 433 090,00;-722 748,00;-7,66
221;20;ББР Банк;2929;Москва и обл.;8 665 825,00;7 550 613,00;1 115 212,00;14,77
222;8;Легион;3117;Москва и обл.;8 609 289,00;7 933 457,00;675 832,00;8,52
223;-47;Эс-Би-Ай Банк;3185;Москва и обл.;8 603 335,00;12 103 647,00;-3 500 312,00;-28,92
224;-3;ТЭМБР-Банк;2764;Москва и обл.;8 590 613,00;8 300 407,00;290 206,00;3,50
225;-11;Снежинский;1376;Челябинская обл.;8 519 395,00;8 700 085,00;-180 690,00;-2,08
226;-6;Прио-Внешторгбанк;212;Рязанская обл.;8 492 144,00;8 312 510,00;179 634,00;2,16
227;-11;Росэксимбанк;2790;Москва и обл.;8 476 005,00;8 552 290,00;-76 285,00;-0,89
228;-1;Современный Коммерческий Инновационный Банк;3329;Калужская обл.;8 337 070,00;8 170 130,00;166 940,00;2,04
229;27;Юникорбанк;2586;Москва и обл.;8 035 787,00;6 871 059,00;1 164 728,00;16,95
230;22;Интрастбанк;3144;Москва и обл.;7 933 808,00;7 064 757,00;869 051,00;12,30
231;22;Алеф-Банк;2119;Москва и обл.;7 929 546,00;6 969 700,00;959 846,00;13,77
232;7;АйМаниБанк;1975;Республика Алтай;7 921 319,00;7 597 944,00;323 375,00;4,26
233;4;Екатеринбург;3161;Свердловская обл.;7 880 756,00;7 607 797,00;272 959,00;3,59
234;-1;Газэнергобанк;3252;Калужская обл.;7 827 521,00;7 775 008,00;52 513,00;0,68
235;-7;Аресбанк;2914;Москва и обл.;7 811 674,00;8 145 519,00;-333 845,00;-4,10
236;-25;Северная Казна;2083;Свердловская обл.;7 805 975,00;8 755 262,00;-949 287,00;-10,84
237;-2;МАК-Банк;1088;Москва и обл.;7 779 009,00;7 717 062,00;61 947,00;0,80
238;-2;Тарханы;459;Пензенская обл.;7 758 344,00;7 622 054,00;136 290,00;1,79
239;8;Гута-Банк;256;Москва и обл.;7 716 662,00;7 188 497,00;528 165,00;7,35
240;-2;Экономбанк;1319;Саратовская обл.;7 625 351,00;7 606 339,00;19 012,00;0,25
241;2;Международный Акционерный Банк;1987;Москва и обл.;7 590 052,00;7 470 304,00;119 748,00;1,60
242;-8;Национальная Факторинговая Компания;3437;Москва и обл.;7 482 530,00;7 726 019,00;-243 489,00;-3,15
243;5;Банк «Советский»;558;Санкт-Петербург и обл.;7 465 740,00;7 145 083,00;320 657,00;4,49
244;-4;Банк Премьер Кредит;1663;Коми;7 461 630,00;7 569 466,00;-107 836,00;-1,42
245;12;Мерседес-Бенц Банк Рус;3473;Москва и обл.;7 433 675,00;6 857 479,00;576 196,00;8,40
246;-1;Энергомашбанк;52;Санкт-Петербург и обл.;7 424 039,00;7 452 298,00;-28 259,00;-0,38
247;-5;Лада-Кредит;2668;Самарская обл.;7 398 157,00;7 537 377,00;-139 220,00;-1,85
248;1;Гарант-Инвест;2576;Москва и обл.;7 264 196,00;7 117 435,00;146 761,00;2,06
249;6;Ставропольпромстройбанк;1288;Ставропольский край;7 217 014,00;6 907 009,00;310 005,00;4,49
250;-18;Русьуниверсалбанк;3293;Москва и обл.;7 198 158,00;7 861 045,00;-662 887,00;-8,43
251;20;Бэнк оф Чайна;2309;Москва и обл.;7 169 138,00;6 274 658,00;894 480,00;14,26
252;-2;Расчетно-Кредитный Банк;103;Москва и обл.;7 077 841,00;7 096 289,00;-18 448,00;-0,26
253;-2;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;7 003 507,00;7 069 080,00;-65 573,00;-0,93
254;6;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;7 000 940,00;6 707 767,00;293 173,00;4,37
255;-1;Волго-Камский Банк;282;Самарская обл.;6 948 091,00;6 927 100,00;20 991,00;0,30
256;7;Нефтяной Альянс;2859;Москва и обл.;6 907 704,00;6 614 595,00;293 109,00;4,43
257;5;НОМОС-Банк-Сибирь;410;Новосибирская обл.;6 868 783,00;6 644 491,00;224 292,00;3,38
258;1;Ярсоцбанк;828;Ярославская обл.;6 833 253,00;6 747 103,00;86 150,00;1,28
259;-1;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;6 809 915,00;6 769 005,00;40 910,00;0,60
260;7;Фининвест;671;Москва и обл.;6 770 752,00;6 401 431,00;369 321,00;5,77
