Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Март, 2016, тыс. рублей;Февраль, 2016, тыс. рублей;Изменение, тыс. рублей;Изменение, %
260;6;Альба Альянс;2593;Москва и обл.;8 861 069,00;8 983 311,00;-122 242,00;-1,36
261;1;Нефтепромбанк;2156;Москва и обл.;8 748 562,00;9 056 299,00;-307 737,00;-3,40
262;3;Кредит-Москва;5;Москва и обл.;8 661 536,00;9 022 572,00;-361 036,00;-4,00
263;10;Юг-Инвестбанк;2772;Краснодарский край;8 557 137,00;8 479 294,00;77 843,00;0,92
264;19;Северный Кредит;2398;Вологодская обл.;8 544 884,00;7 979 056,00;565 828,00;7,09
265;11;Томскпромстройбанк;1720;Томская обл.;8 522 651,00;8 398 367,00;124 284,00;1,48
266;-5;Ставропольпромстройбанк;1288;Ставропольский край;8 517 664,00;9 067 418,00;-549 754,00;-6,06
267;11;Эксперт Банк;2949;Омская обл.;8 423 024,00;8 315 039,00;107 985,00;1,30
268;2;Северо-Восточный Альянс;2768;Москва и обл.;8 413 729,00;8 682 044,00;-268 315,00;-3,09
269;-1;Союзный;3236;Москва и обл.;8 301 821,00;8 703 232,00;-401 411,00;-4,61
270;-7;Вега-Банк;3270;Москва и обл.;8 282 649,00;9 047 667,00;-765 018,00;-8,46
271;17;Торговый Городской Банк;3180;Москва и обл.;8 171 427,00;7 690 044,00;481 383,00;6,26
272;0;Голдман Сакс Банк;3490;Москва и обл.;8 145 221,00;8 581 795,00;-436 574,00;-5,09
273;7;Эс-Би-Ай Банк;3185;Москва и обл.;8 096 912,00;8 091 096,00;5 816,00;0,07
274;5;Анкор Банк;889;Татарстан;8 045 579,00;8 218 844,00;-173 265,00;-2,11
275;11;Белгородсоцбанк;760;Белгородская обл.;8 018 198,00;7 859 883,00;158 315,00;2,01
276;1;Московский Нефтехимический Банк;1411;Москва и обл.;8 011 528,00;8 374 003,00;-362 475,00;-4,33
277;4;Финам Банк;2799;Москва и обл.;7 993 218,00;7 993 325,00;-107,00;-0,00
278;42;КЭБ ЭйчЭнБи Банк;3525;Москва и обл.;7 944 443,00;6 415 471,00;1 528 972,00;23,83
279;-21;Синко-Банк;2838;Москва и обл.;7 911 990,00;9 283 461,00;-1 371 471,00;-14,77
280;7;Рускобанк;138;Санкт-Петербург и обл.;7 909 198,00;7 723 100,00;186 098,00;2,41
281;1;Бинбанк Тверь;777;Тверская обл.;7 861 983,00;7 984 056,00;-122 073,00;-1,53
282;-23;Гаранти Банк — Москва;3275;Москва и обл.;7 757 026,00;9 184 378,00;-1 427 352,00;-15,54
283;6;Азия-Инвест Банк;3303;Москва и обл.;7 749 876,00;7 672 100,00;77 776,00;1,01
284;1;Славянский Кредит;2960;Москва и обл.;7 708 903,00;7 891 912,00;-183 009,00;-2,32
285;14;Современный Коммерческий Инновационный Банк;3329;Костромская обл.;7 639 467,00;7 002 694,00;636 773,00;9,09
286;6;Бинбанк Мурманск;1276;Мурманская обл.;7 566 466,00;7 446 247,00;120 219,00;1,61
287;4;Углеметбанк;2997;Челябинская обл.;7 467 591,00;7 472 246,00;-4 655,00;-0,06
288;18;Банк Кремлевский;2905;Москва и обл.;7 425 351,00;6 821 565,00;603 786,00;8,85
289;4;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;7 411 688,00;7 412 203,00;-515,00;-0,01
290;6;Воронеж;654;Воронежская обл.;7 380 619,00;7 191 858,00;188 761,00;2,62
291;-17;ПИР Банк;2655;Москва и обл.;7 335 964,00;8 458 137,00;-1 122 173,00;-13,27
292;-2;МС Банк Рус;2789;Москва и обл.;7 261 934,00;7 589 040,00;-327 106,00;-4,31
293;16;Кранбанк;2271;Ивановская обл.;7 232 046,00;6 732 251,00;499 795,00;7,42
294;14;Руснарбанк;3403;Москва и обл.;7 121 276,00;6 802 367,00;318 909,00;4,69
295;2;Кубаньторгбанк;478;Краснодарский край;7 065 746,00;7 072 366,00;-6 620,00;-0,09
296;5;Чувашкредитпромбанк;1280;Чувашия;6 989 144,00;6 967 885,00;21 259,00;0,31
297;1;Век;2299;Москва и обл.;6 980 582,00;7 022 562,00;-41 980,00;-0,60
298;2;Риабанк;3434;Москва и обл.;6 969 962,00;6 994 606,00;-24 644,00;-0,35
299;3;Трансстройбанк;2807;Москва и обл.;6 968 025,00;6 906 130,00;61 895,00;0,90
300;-5;Русский Трастовый Банк;1139;Москва и обл.;6 936 077,00;7 306 280,00;-370 203,00;-5,07
301;6;Коммерческий Индо Банк;3446;Москва и обл.;6 903 744,00;6 807 558,00;96 186,00;1,41
302;11;РАМ Банк;3480;Москва и обл.;6 889 738,00;6 637 916,00;251 822,00;3,79
303;1;Кузнецкбизнесбанк;1158;Кемеровская обл.;6 876 764,00;6 871 213,00;5 551,00;0,08
304;6;Актив Банк;2529;Мордовия;6 858 464,00;6 716 775,00;141 689,00;2,11
305;12;Проминвестбанк;2433;Москва и обл.;6 858 034,00;6 514 906,00;343 128,00;5,27
306;6;Эл Банк;1025;Самарская обл.;6 648 222,00;6 672 984,00;-24 762,00;-0,37
307;7;Бинбанк Смоленск;1957;Смоленская обл.;6 633 888,00;6 603 412,00;30 476,00;0,46
308;-3;Русь;704;Оренбургская обл.;6 609 219,00;6 825 106,00;-215 887,00;-3,16
309;-15;Банкхаус Эрбе;1717;Москва и обл.;6 567 021,00;7 319 634,00;-752 613,00;-10,28
310;16;Ю Би Эс Банк;3463;Москва и обл.;6 476 087,00;6 151 381,00;324 706,00;5,28
311;7;Банк на Красных Воротах;2472;Москва и обл.;6 442 838,00;6 491 567,00;-48 729,00;-0,75
312;3;РЕСО Кредит;3450;Москва и обл.;6 436 010,00;6 579 253,00;-143 243,00;-2,18
313;17;Уралкапиталбанк;2519;Башкортостан;6 409 177,00;6 050 661,00;358 516,00;5,93
314;2;Нэклис-Банк;1671;Москва и обл.;6 405 470,00;6 526 495,00;-121 025,00;-1,85
315;9;Экспресс-Кредит;210;Москва и обл.;6 401 337,00;6 260 175,00;141 162,00;2,25
316;5;Хакасский Муниципальный Банк;1049;Хакасия;6 368 366,00;6 395 223,00;-26 857,00;-0,42
317;6;Идея Банк;430;Краснодарский край;6 304 358,00;6 298 176,00;6 182,00;0,10
318;1;Ринвестбанк;3262;Рязанская обл.;6 300 560,00;6 477 454,00;-176 894,00;-2,73
319;3;Северный Народный Банк;2721;Коми;6 288 246,00;6 381 786,00;-93 540,00;-1,47
320;-9;Банк Оранжевый;1659;Санкт-Петербург и обл.;6 287 893,00;6 674 185,00;-386 292,00;-5,79
321;-18;Банк Торгового Финансирования;1982;Москва и обл.;6 253 599,00;6 877 120,00;-623 521,00;-9,07
322;;Севастопольский Морской Банк;3528;Севастополь;6 176 533,00;-;-;
323;6;Банк Раунд;2506;Москва и обл.;6 171 668,00;6 058 384,00;113 284,00;1,87
324;3;Экси-Банк;2530;Санкт-Петербург и обл.;6 065 752,00;6 150 560,00;-84 808,00;-1,38
325;13;Итуруп;2390;Сахалинская обл.;5 999 761,00;5 565 239,00;434 522,00;7,81
326;-1;НБК-Банк;3283;Москва и обл.;5 999 444,00;6 217 370,00;-217 926,00;-3,51
327;6;Нейва;1293;Свердловская обл.;5 894 946,00;5 706 967,00;187 979,00;3,29
328;0;Сити Инвест Банк;3194;Санкт-Петербург и обл.;5 812 455,00;6 081 261,00;-268 806,00;-4,42
329;5;Роспромбанк;3204;Москва и обл.;5 791 543,00;5 682 098,00;109 445,00;1,93
330;6;Автоградбанк;1455;Татарстан;5 778 765,00;5 637 110,00;141 655,00;2,51
331;0;Мосуралбанк;2468;Москва и обл.;5 764 123,00;5 740 562,00;23 561,00;0,41
332;10;Новый Московский Банк;2932;Москва и обл.;5 757 299,00;5 392 102,00;365 197,00;6,77
333;6;Камский Коммерческий Банк;438;Татарстан;5 714 739,00;5 521 952,00;192 787,00;3,49
334;6;Газтрансбанк;665;Адыгея;5 591 577,00;5 484 837,00;106 740,00;1,95
335;24;ФорБанк;2063;Москва и обл.;5 474 361,00;4 838 896,00;635 465,00;13,13
336;-4;Банк ПСА Финанс Рус;3481;Москва и обл.;5 415 583,00;5 731 718,00;-316 135,00;-5,52
337;9;Москва-Сити;3247;Москва и обл.;5 406 495,00;5 239 705,00;166 790,00;3,18
338;5;Енисейский Объединенный Банк;2645;Красноярский край;5 320 570,00;5 350 500,00;-29 930,00;-0,56
339;9;Владпромбанк;870;Владимирская обл.;5 274 247,00;5 196 654,00;77 593,00;1,49
340;13;Конфидэнс Банк;970;Костромская обл.;5 171 614,00;4 986 500,00;185 114,00;3,71
341;-6;Газстройбанк;2919;Москва и обл.;5 121 402,00;5 642 221,00;-520 819,00;-9,23
342;24;Приско Капитал Банк;2537;Москва и обл.;5 119 166,00;4 519 885,00;599 281,00;13,26
343;19;Банк Заречье;817;Татарстан;5 108 888,00;4 701 697,00;407 191,00;8,66
344;6;Национальный Залоговый Банк;2944;Москва и обл.;5 079 553,00;5 162 517,00;-82 964,00;-1,61
345;6;Промрегионбанк;2123;Москва и обл.;5 022 255,00;5 044 680,00;-22 425,00;-0,44
346;11;Московский Коммерческий Банк;3172;Москва и обл.;4 977 231,00;4 934 033,00;43 198,00;0,88
347;5;Межрегиональный промышленно-строительный банк;752;Мордовия;4 932 814,00;5 041 354,00;-108 540,00;-2,15
348;17;Форус Банк;3457;Нижегородская обл.;4 900 088,00;4 576 617,00;323 471,00;7,07
349;7;Новобанк;1352;Новгородская обл.;4 834 318,00;4 934 150,00;-99 832,00;-2,02
350;-3;Платина;2347;Москва и обл.;4 818 352,00;5 203 633,00;-385 281,00;-7,40
351;10;Земский Банк;2900;Самарская обл.;4 790 629,00;4 750 658,00;39 971,00;0,84
352;8;Сибсоцбанк;2015;Алтайский край;4 788 125,00;4 753 025,00;35 100,00;0,74
353;5;Уссури;596;Хабаровский край;4 775 153,00;4 913 875,00;-138 722,00;-2,82
354;14;Зенит Сочи;232;Краснодарский край;4 741 846,00;4 463 016,00;278 830,00;6,25
355;-1;Донкомбанк;492;Ростовская обл.;4 729 998,00;4 969 230,00;-239 232,00;-4,81
356;7;Финансово-Промышленный Капитал;3295;Москва и обл.;4 723 153,00;4 603 927,00;119 226,00;2,59
357;7;Витабанк;356;Санкт-Петербург и обл.;4 650 728,00;4 587 934,00;62 794,00;1,37
358;9;ВостСибтранскомбанк;2731;Иркутская обл.;4 479 525,00;4 519 231,00;-39 706,00;-0,88
359;12;Кузнецкий;609;Пензенская обл.;4 389 698,00;4 420 715,00;-31 017,00;-0,70
360;9;Банк Инноваций и Развития;2647;Москва и обл.;4 386 131,00;4 442 558,00;-56 427,00;-1,27
361;11;Бинбанк Столица;3052;Москва и обл.;4 364 012,00;4 399 613,00;-35 601,00;-0,81
362;14;Венец;524;Ульяновская обл.;4 355 491,00;4 285 999,00;69 492,00;1,62
363;20;Стройлесбанк;2995;Тюменская обл.;4 338 994,00;4 118 050,00;220 944,00;5,37
364;11;Промэнергобанк;2728;Вологодская обл.;4 334 383,00;4 347 582,00;-13 199,00;-0,30
365;13;Вологжанин;1896;Вологодская обл.;4 329 594,00;4 232 048,00;97 546,00;2,30
366;-22;РТС-Банк;3401;Самарская обл.;4 302 428,00;5 278 705,00;-976 277,00;-18,49
367;12;Агророс;2860;Саратовская обл.;4 282 203,00;4 220 426,00;61 777,00;1,46
368;2;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 250 459,00;4 435 061,00;-184 602,00;-4,16
369;27;Смартбанк;3408;Москва и обл.;4 234 677,00;3 867 847,00;366 830,00;9,48
370;27;Долинск;857;Сахалинская обл.;4 217 115,00;3 855 254,00;361 861,00;9,39
371;-22;Банк Развития Технологий;3441;Москва и обл.;4 155 138,00;5 176 236,00;-1 021 098,00;-19,73
372;12;Кузнецкий Мост;2254;Москва и обл.;4 150 964,00;4 109 830,00;41 134,00;1,00
373;8;Роял Кредит Банк;783;Хабаровский край;4 146 085,00;4 153 473,00;-7 388,00;-0,18
374;15;Реалист Банк;1067;Иркутская обл.;4 111 185,00;3 931 312,00;179 873,00;4,58
375;11;Международный Коммерческий Банк;2524;Москва и обл.;4 093 846,00;3 995 131,00;98 715,00;2,47
376;-2;Народный Доверительный Банк;2374;Москва и обл.;4 086 093,00;4 359 613,00;-273 520,00;-6,27
377;10;Выборг-Банк;720;Санкт-Петербург и обл.;4 072 426,00;3 969 874,00;102 552,00;2,58
378;-5;Юнистрим;3467;Москва и обл.;4 053 188,00;4 389 411,00;-336 223,00;-7,66
379;35;Банк Реалист;2646;Москва и обл.;4 037 263,00;3 570 909,00;466 354,00;13,06
380;13;Руссобанк;2313;Москва и обл.;4 036 803,00;3 880 925,00;155 878,00;4,02
381;1;Евразийский Банк;969;Москва и обл.;4 036 080,00;4 121 116,00;-85 036,00;-2,06
382;10;Мико-Банк;3195;Москва и обл.;3 969 642,00;3 905 874,00;63 768,00;1,63
383;-6;Объединенный Резервный Банк;937;Москва и обл.;3 941 973,00;4 232 332,00;-290 359,00;-6,86
384;10;Айви Банк;2055;Москва и обл.;3 929 759,00;3 880 123,00;49 636,00;1,28
385;0;Чайнасельхозбанк;3529;Москва и обл.;3 896 420,00;4 047 612,00;-151 192,00;-3,74
386;9;Горбанк;2982;Санкт-Петербург и обл.;3 888 809,00;3 871 442,00;17 367,00;0,45
387;4;Метрополь;1639;Москва и обл.;3 886 481,00;3 912 174,00;-25 693,00;-0,66
388;11;Камчаткомагропромбанк;545;Камчатская обл.;3 886 221,00;3 826 788,00;59 433,00;1,55
389;-48;Невский Банк;1068;Санкт-Петербург и обл.;3 875 506,00;5 475 489,00;-1 599 983,00;-29,22
390;0;Мастер-Капитал;3011;Москва и обл.;3 846 857,00;3 913 834,00;-66 977,00;-1,71
391;14;Аксонбанк;680;Костромская обл.;3 837 581,00;3 758 155,00;79 426,00;2,11
392;8;Первый Клиентский Банк;3436;Москва и обл.;3 829 215,00;3 793 302,00;35 913,00;0,95
393;8;ИТ Банк;2609;Омская обл.;3 807 880,00;3 791 732,00;16 148,00;0,43
394;-6;Русский Национальный Банк;469;Ростовская обл.;3 795 705,00;3 934 773,00;-139 068,00;-3,53
395;11;Бланк Банк;2368;Москва и обл.;3 782 137,00;3 745 444,00;36 693,00;0,98
396;2;Констанс-Банк;2228;Санкт-Петербург и обл.;3 760 817,00;3 831 078,00;-70 261,00;-1,83
397;11;МФБанк;3163;Москва и обл.;3 710 704,00;3 709 951,00;753,00;0,02
398;9;Профессионал Банк;3296;Москва и обл.;3 696 776,00;3 724 587,00;-27 811,00;-0,75
399;31;Радиотехбанк;1166;Нижегородская обл.;3 680 242,00;3 227 450,00;452 792,00;14,03
400;9;Бест Эффортс Банк;435;Москва и обл.;3 675 456,00;3 694 205,00;-18 749,00;-0,51
401;2;Зираат Банк;2559;Москва и обл.;3 656 327,00;3 782 123,00;-125 796,00;-3,33
402;47;Индустриальный Сберегательный Банк;3175;Москва и обл.;3 623 139,00;2 903 728,00;719 411,00;24,78
403;8;Уралпромбанк;2964;Челябинская обл.;3 615 811,00;3 662 815,00;-47 004,00;-1,28
404;8;Банкирский Дом;2928;Санкт-Петербург и обл.;3 599 613,00;3 599 613,00;0,00;0
405;-1;ЮMoney;3510;Россия;3 574 842,00;3 772 685,00;-197 843,00;-5,24
406;38;Первый Инвестиционный Банк;604;Москва и обл.;3 571 794,00;3 007 449,00;564 345,00;18,76
407;10;Ростфинанс;481;Ростовская обл.;3 526 549,00;3 478 891,00;47 658,00;1,37
408;2;УМ-Банк;1441;Свердловская обл.;3 506 637,00;3 679 408,00;-172 771,00;-4,70
409;-29;Крыловский;456;Краснодарский край;3 439 097,00;4 167 187,00;-728 090,00;-17,47
410;28;Новое Время;3492;Москва и обл.;3 437 422,00;3 076 044,00;361 378,00;11,75
411;-66;Прайм Финанс;2758;Санкт-Петербург и обл.;3 424 935,00;5 271 631,00;-1 846 696,00;-35,03
412;1;Донхлеббанк;2285;Ростовская обл.;3 406 904,00;3 589 358,00;-182 454,00;-5,08
413;8;Братский АНКБ;1144;Иркутская обл.;3 384 541,00;3 311 615,00;72 926,00;2,20
414;4;Живаго Банк;2065;Рязанская обл.;3 357 765,00;3 346 914,00;10 851,00;0,32
415;14;Иваново;1763;Ивановская обл.;3 340 202,00;3 239 263,00;100 939,00;3,12
416;9;Мегаполис;3265;Чувашия;3 316 028,00;3 280 208,00;35 820,00;1,09
417;7;Сибэс;208;Омская обл.;3 302 728,00;3 281 309,00;21 419,00;0,65
418;-3;Международный Банк Развития;2704;Москва и обл.;3 293 637,00;3 524 774,00;-231 137,00;-6,56
419;-3;Крокус-Банк;2682;Москва и обл.;3 285 667,00;3 492 729,00;-207 062,00;-5,93
420;3;Ермак;1809;Ханты-Мансийский АО — Югра;3 266 284,00;3 295 988,00;-29 704,00;-0,90
421;11;Интеркредит;3047;Москва и обл.;3 258 343,00;3 175 948,00;82 395,00;2,59
422;5;Кубанский Универсальный Банк;2898;Краснодарский край;3 256 158,00;3 265 515,00;-9 357,00;-0,29
423;11;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 244 167,00;3 161 227,00;82 940,00;2,62
424;4;Алтайкапиталбанк;2659;Алтайский край;3 203 355,00;3 240 245,00;-36 890,00;-1,14
425;6;Рапида;3371;Москва и обл.;3 167 999,00;3 205 517,00;-37 518,00;-1,17
426;34;Татагропромбанк;728;Татарстан;3 140 022,00;2 698 457,00;441 565,00;16,36
427;-25;Межбанковский Кредитный Союз;3242;Москва и обл.;3 137 234,00;3 785 516,00;-648 282,00;-17,13
428;-9;Лайтбанк;3177;Москва и обл.;3 129 517,00;3 338 289,00;-208 772,00;-6,25
429;17;Евроальянс;1781;Ивановская обл.;3 107 404,00;2 981 569,00;125 835,00;4,22
430;-8;ИСБ;3010;Москва и обл.;3 101 729,00;3 301 550,00;-199 821,00;-6,05
431;10;Интерактивный Банк;3378;Москва и обл.;3 096 571,00;3 039 542,00;57 029,00;1,88
432;4;Региональный Коммерческий Банк;836;Ульяновская обл.;3 096 216,00;3 124 880,00;-28 664,00;-0,92
433;-7;НОКССбанк;3202;Волгоградская обл.;3 086 318,00;3 266 401,00;-180 083,00;-5,51
434;-1;Экономикс-Банк;2136;Москва и обл.;3 086 094,00;3 163 077,00;-76 983,00;-2,43
435;5;Центрально-Европейский Банк;2670;Москва и обл.;3 047 010,00;3 055 137,00;-8 127,00;-0,27
436;11;Оргбанк;3312;Москва и обл.;3 029 528,00;2 947 971,00;81 557,00;2,77
437;5;Промсельхозбанк;538;Москва и обл.;3 015 511,00;3 017 146,00;-1 635,00;-0,05
438;13;Банк Экономический Союз;2798;Москва и обл.;3 006 252,00;2 856 730,00;149 522,00;5,23
439;11;РБА;3413;Москва и обл.;2 947 433,00;2 896 651,00;50 782,00;1,75
440;13;ЕвроАксис Банк;3273;Москва и обл.;2 916 237,00;2 821 399,00;94 838,00;3,36
441;4;Кросна-Банк;2607;Москва и обл.;2 906 275,00;2 988 410,00;-82 135,00;-2,75
442;1;Банк Премьер Кредит;1663;Москва и обл.;2 880 339,00;3 012 726,00;-132 387,00;-4,39
443;12;Костромаселькомбанк;1115;Костромская обл.;2 878 366,00;2 786 672,00;91 694,00;3,29
444;8;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 875 359,00;2 834 187,00;41 172,00;1,45
445;-8;Росбизнесбанк;1405;Москва и обл.;2 857 025,00;3 114 581,00;-257 556,00;-8,27
446;2;Аспект;608;Москва и обл.;2 843 770,00;2 923 879,00;-80 109,00;-2,74
447;-8;Океан Банк;1697;Москва и обл.;2 805 481,00;3 070 613,00;-265 132,00;-8,63
448;35;ЮМК Банк;3495;Краснодарский край;2 792 387,00;2 385 961,00;406 426,00;17,03
449;-29;Межрегиональный Почтовый Банк;3171;Москва и обл.;2 776 236,00;3 317 840,00;-541 604,00;-16,32
450;12;Йошкар-Ола;2802;Марий Эл;2 755 784,00;2 665 705,00;90 079,00;3,38
451;3;Заубер Банк;1614;Санкт-Петербург и обл.;2 734 047,00;2 807 933,00;-73 886,00;-2,63
452;6;Элита;1399;Калужская обл.;2 718 912,00;2 720 031,00;-1 119,00;-0,04
453;6;Еврокапитал-Альянс;2672;Ярославская обл.;2 678 761,00;2 707 592,00;-28 831,00;-1,06
454;3;Апабанк;2404;Москва и обл.;2 672 641,00;2 745 143,00;-72 502,00;-2,64
455;41;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;2 639 835,00;2 255 041,00;384 794,00;17,06
456;5;Михайловский ПЖСБ;2961;Волгоградская обл.;2 638 407,00;2 685 702,00;-47 295,00;-1,76
457;23;Система;2846;Москва и обл.;2 627 614,00;2 419 631,00;207 983,00;8,60
458;12;Народный Банк;2249;Карачаево-Черкесия;2 625 121,00;2 547 556,00;77 565,00;3,04
459;9;Унифондбанк;3416;Москва и обл.;2 598 644,00;2 552 826,00;45 818,00;1,79
460;3;Владбизнесбанк;903;Владимирская обл.;2 597 315,00;2 648 336,00;-51 021,00;-1,93
461;5;К2 Банк;2851;Карачаево-Черкесия;2 585 324,00;2 603 265,00;-17 941,00;-0,69
462;26;БСТ-Банк;2883;Кемеровская обл.;2 530 743,00;2 345 081,00;185 662,00;7,92
463;2;Новый Символ;370;Москва и обл.;2 524 847,00;2 624 180,00;-99 333,00;-3,79
464;10;Резерв;2364;Челябинская обл.;2 510 125,00;2 489 042,00;21 083,00;0,85
465;6;Кредит Экспресс;3186;Ростовская обл.;2 502 147,00;2 523 755,00;-21 608,00;-0,86
466;6;ИРС;272;Москва и обл.;2 488 120,00;2 507 534,00;-19 414,00;-0,77
467;15;Миръ;3089;Москва и обл.;2 476 540,00;2 403 857,00;72 683,00;3,02
468;8;Газнефтьбанк;3223;Саратовская обл.;2 454 600,00;2 459 151,00;-4 551,00;-0,19
469;8;Кредпромбанк;1165;Ярославская обл.;2 440 260,00;2 454 376,00;-14 116,00;-0,58
470;3;Канский;860;Красноярский край;2 437 998,00;2 497 306,00;-59 308,00;-2,37
471;-7;Кроссинвестбанк;2849;Москва и обл.;2 424 391,00;2 636 824,00;-212 433,00;-8,06
472;12;Соверен Банк;3206;Москва и обл.;2 423 677,00;2 379 308,00;44 369,00;1,86
473;2;Банк ВВБ;1093;Севастополь;2 397 524,00;2 471 955,00;-74 431,00;-3,01
474;-5;Далена Банк;1948;Москва и обл.;2 388 212,00;2 551 615,00;-163 403,00;-6,40
475;15;Новация;840;Адыгея;2 365 230,00;2 316 602,00;48 628,00;2,10
476;-20;Национальный Корпоративный Банк;3422;Москва и обл.;2 360 086,00;2 773 379,00;-413 293,00;-14,90
477;10;Международный Строительный Банк;3484;Москва и обл.;2 355 712,00;2 347 518,00;8 194,00;0,35
478;0;Внешфинбанк;3173;Краснодарский край;2 332 886,00;2 451 372,00;-118 486,00;-4,83
479;24;Россита-Банк;3257;Москва и обл.;2 306 286,00;2 160 853,00;145 433,00;6,73
480;11;Проинвестбанк;784;Пермская обл.;2 305 072,00;2 297 314,00;7 758,00;0,34
481;14;Екатерининский;2167;Москва и обл.;2 302 126,00;2 256 758,00;45 368,00;2,01
482;-3;Богородский;1277;Нижегородская обл.;2 299 209,00;2 421 172,00;-121 963,00;-5,04
483;6;Столичный Кредит;2853;Москва и обл.;2 290 319,00;2 337 862,00;-47 543,00;-2,03
484;-3;Викинг;2;Санкт-Петербург и обл.;2 272 593,00;2 407 248,00;-134 655,00;-5,59
485;12;Преодоление;2649;Москва и обл.;2 260 874,00;2 242 535,00;18 339,00;0,82
486;-1;Стелла-Банк;2948;Ростовская обл.;2 238 800,00;2 376 097,00;-137 297,00;-5,78
487;13;Бинбанк Сургут;1701;Ханты-Мансийский АО — Югра;2 220 557,00;2 198 434,00;22 123,00;1,01
488;18;Вологдабанк;992;Вологодская обл.;2 217 662,00;2 134 966,00;82 696,00;3,87
489;3;Тальменка-Банк;826;Алтайский край;2 195 686,00;2 271 957,00;-76 271,00;-3,36
490;9;Яринтербанк;2564;Ярославская обл.;2 194 432,00;2 223 611,00;-29 179,00;-1,31
491;3;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;2 174 914,00;2 257 162,00;-82 248,00;-3,64
492;-25;Земкомбанк;574;Ростовская обл.;2 153 205,00;2 599 979,00;-446 774,00;-17,18
493;17;Банк Пермь;875;Пермская обл.;2 150 800,00;2 085 123,00;65 677,00;3,15
494;14;Современные Стандарты Бизнеса;3397;Москва и обл.;2 150 416,00;2 106 104,00;44 312,00;2,10
495;7;Вкабанк;1027;Астраханская обл.;2 149 939,00;2 175 174,00;-25 235,00;-1,16
496;2;Златкомбанк;568;Москва и обл.;2 127 172,00;2 223 793,00;-96 621,00;-4,34
497;4;Америкэн Экспресс Банк;3460;Москва и обл.;2 121 342,00;2 185 854,00;-64 512,00;-2,95
498;27;Вестинтербанк;3398;Москва и обл.;2 116 300,00;1 793 816,00;322 484,00;17,98
499;10;Капитал;575;Москва и обл.;2 109 778,00;2 095 218,00;14 560,00;0,69
500;-7;Московский Вексельный Банк;2697;Москва и обл.;2 092 234,00;2 262 703,00;-170 469,00;-7,53
501;3;Спиритбанк;2053;Тульская обл.;2 090 521,00;2 144 569,00;-54 048,00;-2,52
502;11;Банк Глобус;2438;Москва и обл.;2 052 196,00;2 028 578,00;23 618,00;1,16
503;11;Вятич;2796;Рязанская обл.;2 041 331,00;2 026 040,00;15 291,00;0,75
504;11;Бум-Банк;1137;Кабардино-Балкария;2 029 278,00;2 002 200,00;27 078,00;1,35
505;63;РФИ Банк;3351;Москва и обл.;2 027 487,00;1 400 063,00;627 424,00;44,81
506;6;Старооскольский Агропромбанк;1050;Белгородская обл.;1 991 216,00;2 039 320,00;-48 104,00;-2,36
507;13;Взаимодействие;1704;Новосибирская обл.;1 982 395,00;1 867 920,00;114 475,00;6,13
508;-3;Акцент;696;Оренбургская обл.;1 965 560,00;2 139 417,00;-173 857,00;-8,13
509;-2;Риал-Кредит;3393;Москва и обл.;1 951 040,00;2 109 377,00;-158 337,00;-7,51
510;43;Кемсоцинбанк;96;Кемеровская обл.;1 945 715,00;1 502 240,00;443 475,00;29,52
511;33;Озон Банк;3516;Москва и обл.;1 938 338,00;1 580 247,00;358 091,00;22,66
512;10;Дом-Банк;3209;Москва и обл.;1 911 959,00;1 865 724,00;46 235,00;2,48
513;10;РУБанк;2813;Москва и обл.;1 905 076,00;1 841 772,00;63 304,00;3,44
514;10;КОР;2148;Волгоградская обл.;1 877 788,00;1 816 370,00;61 418,00;3,38
515;4;Холмск;503;Сахалинская обл.;1 874 013,00;1 869 932,00;4 081,00;0,22
516;-30;Объединенная Расчетная Система;3342;Москва и обл.;1 865 514,00;2 354 275,00;-488 761,00;-20,76
517;0;Сириус;3506;Омская обл.;1 864 146,00;1 920 689,00;-56 543,00;-2,94
518;9;Кетовский Коммерческий Банк;842;Курганская обл.;1 838 939,00;1 767 200,00;71 739,00;4,06
519;7;Межрегиональный Клиринговый Банк;2543;Москва и обл.;1 832 336,00;1 771 337,00;60 999,00;3,44
520;31;Мосводоканалбанк;2863;Москва и обл.;1 817 572,00;1 509 617,00;307 955,00;20,40
521;0;Руна-Банк;3207;Москва и обл.;1 779 027,00;1 866 477,00;-87 450,00;-4,69
522;7;Майкопбанк;1136;Адыгея;1 778 898,00;1 757 298,00;21 600,00;1,23
523;10;Крона-Банк;2499;Иркутская обл.;1 730 511,00;1 699 958,00;30 553,00;1,80
524;33;Новый Кредитный Союз;3139;Москва и обл.;1 722 279,00;1 478 306,00;243 973,00;16,50
525;7;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 717 310,00;1 704 060,00;13 250,00;0,78
526;10;1Банк;2896;Северная Осетия — Алания;1 700 661,00;1 672 992,00;27 669,00;1,65
