Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Март, 2010, тыс. рублей;Февраль, 2010, тыс. рублей;Изменение, тыс. рублей;Изменение, %
40;-3;ЦентроКредит;121;Москва и обл.;90 986 473,00;112 626 507,00;-21 640 034,00;-19,21
41;1;Московский Индустриальный Банк;912;Москва и обл.;90 965 844,00;89 249 688,00;1 716 156,00;1,92
42;-2;РГС Банк;3073;Москва и обл.;89 819 107,00;94 725 808,00;-4 906 701,00;-5,18
43;1;Русфинанс Банк;1792;Самарская обл.;85 617 795,00;87 452 437,00;-1 834 642,00;-2,10
44;1;Бинбанк;323;Москва и обл.;82 977 288,00;79 658 834,00;3 318 454,00;4,17
45;-4;Дойче Банк;3328;Москва и обл.;75 808 676,00;90 723 520,00;-14 914 844,00;-16,44
46;0;Союз;2307;Москва и обл.;72 403 564,00;75 599 449,00;-3 195 885,00;-4,23
47;0;Банк Интеза;2216;Москва и обл.;71 719 460,00;73 448 668,00;-1 729 208,00;-2,35
48;3;Глобэкс;1942;Москва и обл.;71 706 895,00;67 477 634,00;4 229 261,00;6,27
49;1;Юниаструм Банк;2771;Москва и обл.;67 277 062,00;67 799 780,00;-522 718,00;-0,77
50;10;Национальный Резервный Банк;2170;Москва и обл.;66 599 497,00;55 309 070,00;11 290 427,00;20,41
51;-2;Уральский Банк Реконструкции и Развития;429;Свердловская обл.;65 524 557,00;69 229 673,00;-3 705 116,00;-5,35
52;2;МСП Банк;3340;Москва и обл.;64 172 791,00;63 187 059,00;985 732,00;1,56
53;0;Транскапиталбанк;2210;Москва и обл.;63 791 095,00;64 759 224,00;-968 129,00;-1,49
54;2;Сведбанк;3064;Москва и обл.;63 017 373,00;60 436 728,00;2 580 645,00;4,27
55;-7;Пробизнесбанк;2412;Москва и обл.;62 841 126,00;70 325 502,00;-7 484 376,00;-10,64
56;-4;Кредит Европа Банк;3311;Москва и обл.;62 588 053,00;66 713 863,00;-4 125 810,00;-6,18
57;-2;Балтийский Банк;128;Москва и обл.;62 498 121,00;62 917 096,00;-418 975,00;-0,67
58;1;Восточный Банк;1460;Амурская обл.;59 039 454,00;57 063 211,00;1 976 243,00;3,46
59;-1;Татфондбанк;3058;Татарстан;58 096 576,00;57 405 140,00;691 436,00;1,20
60;2;СКБ-Банк;705;Свердловская обл.;56 510 635,00;54 968 312,00;1 542 323,00;2,81
61;2;Мастер-Банк;2176;Москва и обл.;55 569 461,00;54 673 821,00;895 640,00;1,64
62;-5;Всероссийский Банк Развития Регионов;3287;Москва и обл.;55 315 605,00;59 671 697,00;-4 356 092,00;-7,30
63;-2;РосЕвроБанк;3137;Москва и обл.;54 575 571,00;55 255 538,00;-679 967,00;-1,23
64;1;Запсибкомбанк;918;Тюменская обл.;52 077 450,00;51 340 980,00;736 470,00;1,43
65;3;Сургутнефтегазбанк;588;Тюменская обл.;51 674 486,00;46 742 186,00;4 932 300,00;10,55
66;0;Петровский;729;Санкт-Петербург и обл.;50 274 287,00;49 988 586,00;285 701,00;0,57
67;-3;Собинбанк;1317;Москва и обл.;49 766 722,00;51 707 634,00;-1 940 912,00;-3,75
68;-1;Инвестторгбанк;2763;Москва и обл.;49 136 970,00;49 161 416,00;-24 446,00;-0,05
69;0;Банк «Открытие»;2179;Москва и обл.;47 155 096,00;46 531 481,00;623 615,00;1,34
70;0;АМТ Банк;2820;Москва и обл.;45 698 628,00;45 532 654,00;165 974,00;0,36
71;6;Новикомбанк;2546;Москва и обл.;45 543 945,00;40 871 480,00;4 672 465,00;11,43
72;0;Ренессанс Кредит;3354;Москва и обл.;43 704 159,00;44 291 601,00;-587 442,00;-1,33
73;0;Внешпромбанк;3261;Москва и обл.;42 489 987,00;42 131 063,00;358 924,00;0,85
74;1;Центр-инвест;2225;Ростовская обл.;41 453 259,00;41 869 073,00;-415 814,00;-0,99
75;-1;Авангард;2879;Москва и обл.;41 131 382,00;42 072 738,00;-941 356,00;-2,24
76;3;Металлинвестбанк;2440;Москва и обл.;41 098 777,00;39 891 215,00;1 207 562,00;3,03
77;1;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;40 972 656,00;40 186 260,00;786 396,00;1,96
78;-2;СМП Банк;3368;Москва и обл.;39 768 619,00;41 716 187,00;-1 947 568,00;-4,67
79;-8;Еврофинанс Моснарбанк;2402;Москва и обл.;38 040 304,00;44 993 011,00;-6 952 707,00;-15,45
80;1;Роскосмосбанк;2989;Москва и обл.;37 731 047,00;36 651 732,00;1 079 315,00;2,94
81;5;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;36 143 108,00;34 372 974,00;1 770 134,00;5,15
82;-2;Балтинвестбанк;3176;Санкт-Петербург и обл.;35 681 022,00;37 764 375,00;-2 083 353,00;-5,52
83;0;Совкомбанк;963;Костромская обл.;35 651 553,00;35 181 172,00;470 381,00;1,34
84;-2;БНП Париба Банк;3407;Москва и обл.;34 235 138,00;36 443 889,00;-2 208 751,00;-6,06
85;0;СБ Банк (Судостроительный банк);2999;Москва и обл.;33 944 349,00;34 590 737,00;-646 388,00;-1,87
86;-2;Локо-Банк;2707;Москва и обл.;33 886 722,00;34 776 266,00;-889 544,00;-2,56
87;1;Первобанк;3461;Самарская обл.;33 551 468,00;33 129 659,00;421 809,00;1,27
88;-1;Пересвет;2110;Москва и обл.;33 461 165,00;33 414 197,00;46 968,00;0,14
89;1;Коммерцбанк (Евразия);3333;Москва и обл.;33 376 863,00;32 946 364,00;430 499,00;1,31
90;3;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;33 264 340,00;31 054 953,00;2 209 387,00;7,11
91;-2;Инвестбанк;107;Калининградская обл.;33 137 546,00;33 113 362,00;24 184,00;0,07
92;0;Москоммерцбанк;3365;Москва и обл.;31 134 501,00;31 134 217,00;284,00;0,00
93;1;Уралсиб-Юг Банк;457;Краснодарский край;28 549 594,00;29 241 290,00;-691 696,00;-2,37
94;-3;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;28 536 049,00;32 201 660,00;-3 665 611,00;-11,38
95;2;Экспобанк;2998;Москва и обл.;27 518 482,00;25 585 013,00;1 933 469,00;7,56
96;-1;Национальный Торговый Банк;3087;Самарская обл.;25 994 960,00;26 423 448,00;-428 488,00;-1,62
97;-1;Челиндбанк;485;Челябинская обл.;25 923 666,00;25 612 010,00;311 656,00;1,22
98;2;Дальневосточный Банк;843;Приморский край;25 093 605,00;24 621 524,00;472 081,00;1,92
99;0;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Москва и обл.;24 847 983,00;24 930 489,00;-82 506,00;-0,33
100;-2;Национальный Стандарт;3421;Москва и обл.;24 717 687,00;25 559 788,00;-842 101,00;-3,29
101;0;Кедр;1574;Москва и обл.;23 405 958,00;23 561 739,00;-155 781,00;-0,66
102;0;Газбанк;2316;Самарская обл.;23 206 740,00;23 354 048,00;-147 308,00;-0,63
103;1;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;22 722 627,00;22 138 344,00;584 283,00;2,64
104;9;Банк ДОМ.РФ;2312;Москва и обл.;22 534 170,00;19 804 761,00;2 729 409,00;13,78
105;0;Челябинвестбанк;493;Челябинская обл.;21 928 744,00;22 094 233,00;-165 489,00;-0,75
106;19;Меткомбанк (Череповец);901;Вологодская обл.;21 491 789,00;16 670 972,00;4 820 817,00;28,92
107;2;Бинбанк Диджитал;2827;Москва и обл.;21 466 164,00;20 572 337,00;893 827,00;4,34
108;-5;Саровбизнесбанк;2048;Нижегородская обл.;21 090 529,00;23 257 576,00;-2 167 047,00;-9,32
109;-2;Акибанк;2587;Татарстан;20 959 988,00;21 249 054,00;-289 066,00;-1,36
110;-2;Таврический Банк;2304;Санкт-Петербург и обл.;20 903 265,00;21 087 455,00;-184 190,00;-0,87
111;-1;Далькомбанк;84;Хабаровский край;20 394 500,00;20 439 371,00;-44 871,00;-0,22
112;-6;Девон-Кредит;1972;Татарстан;20 372 324,00;21 520 966,00;-1 148 642,00;-5,34
113;2;Кубань Кредит;2518;Краснодарский край;20 284 372,00;19 565 030,00;719 342,00;3,68
114;-3;Кредит Урал Банк;2584;Челябинская обл.;20 082 934,00;20 346 203,00;-263 269,00;-1,29
115;-3;Севергазбанк;2816;Вологодская обл.;20 000 982,00;19 826 321,00;174 661,00;0,88
116;0;СДМ-Банк;1637;Москва и обл.;19 071 238,00;19 459 476,00;-388 238,00;-2,00
117;0;Агропромкредит;2880;Москва и обл.;18 548 461,00;18 520 185,00;28 276,00;0,15
118;-4;Интерпромбанк;3266;Москва и обл.;18 460 048,00;19 712 360,00;-1 252 312,00;-6,35
119;2;Экспресс-Волга;3085;Саратовская обл.;18 012 031,00;17 686 908,00;325 123,00;1,84
120;-2;Русский Международный Банк;3123;Москва и обл.;17 988 755,00;18 164 166,00;-175 411,00;-0,97
121;3;Липецккомбанк;1242;Липецкая обл.;17 735 546,00;16 946 730,00;788 816,00;4,65
122;-3;ГПБ-Ипотека;2403;Москва и обл.;17 660 020,00;17 983 552,00;-323 532,00;-1,80
123;-1;НС Банк;3124;Москва и обл.;17 455 755,00;17 580 073,00;-124 318,00;-0,71
124;-1;М2М Прайвет Банк;1414;Москва и обл.;17 342 844,00;16 979 457,00;363 387,00;2,14
125;-5;Банк АВБ;23;Самарская обл.;17 339 025,00;17 745 826,00;-406 801,00;-2,29
126;1;Солидарность;554;Самарская обл.;17 332 001,00;16 323 709,00;1 008 292,00;6,18
127;15;Натиксис Банк;3390;Москва и обл.;17 127 025,00;14 738 900,00;2 388 125,00;16,20
128;1;Мой Банк;2939;Москва и обл.;16 592 178,00;16 218 017,00;374 161,00;2,31
129;-3;Крайинвестбанк;3360;Краснодарский край;16 458 657,00;16 485 570,00;-26 913,00;-0,16
130;2;Сетелем Банк;2168;Москва и обл.;16 373 100,00;15 979 024,00;394 076,00;2,47
131;0;Уралтрансбанк;812;Свердловская обл.;16 341 678,00;16 158 965,00;182 713,00;1,13
132;2;Банк Кредит Свисс;2494;Москва и обл.;16 230 679,00;15 418 000,00;812 679,00;5,27
133;-5;МБА-Москва;3395;Москва и обл.;16 159 317,00;16 237 540,00;-78 223,00;-0,48
134;-4;ПЧРБ Банк;3291;Москва и обл.;16 040 805,00;16 197 492,00;-156 687,00;-0,97
135;0;Столичный Торговый Банк;2797;Москва и обл.;15 925 753,00;15 391 967,00;533 786,00;3,47
136;10;БФГ-Кредит;3068;Москва и обл.;15 785 807,00;14 142 233,00;1 643 574,00;11,62
137;1;Межтопэнергобанк;2956;Москва и обл.;15 767 668,00;14 978 149,00;789 519,00;5,27
138;-5;Фора-Банк;1885;Москва и обл.;15 725 408,00;15 487 684,00;237 724,00;1,53
139;1;Расчетная Палата РТС;3335;Москва и обл.;15 589 808,00;14 810 967,00;778 841,00;5,26
140;-3;Соцгорбанк;1827;Москва и обл.;15 541 655,00;15 101 372,00;440 283,00;2,92
141;0;Первый Республиканский Банк;1730;Москва и обл.;15 348 878,00;14 776 948,00;571 930,00;3,87
142;-3;Урал ФД;249;Пермская обл.;15 334 966,00;14 966 245,00;368 721,00;2,46
143;0;Российский Кредит;324;Москва и обл.;14 788 469,00;14 668 970,00;119 499,00;0,81
144;1;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;14 679 387,00;14 493 038,00;186 349,00;1,29
145;-1;Нота-Банк;2913;Москва и обл.;14 669 882,00;14 536 764,00;133 118,00;0,92
146;2;Центркомбанк;2983;Москва и обл.;14 369 998,00;14 038 365,00;331 633,00;2,36
147;4;Открытие / Инвестиционный банк;2901;Москва и обл.;14 267 900,00;13 680 892,00;587 008,00;4,29
148;2;Модульбанк;1927;Костромская обл.;14 149 945,00;13 724 084,00;425 861,00;3,10
149;3;Стройкредит;18;Москва и обл.;14 081 600,00;13 670 261,00;411 339,00;3,01
150;-3;Примсоцбанк;2733;Приморский край;14 040 071,00;14 064 827,00;-24 756,00;-0,18
151;3;ФИА-Банк;2542;Самарская обл.;13 860 616,00;13 508 194,00;352 422,00;2,61
152;3;Международный Финансовый Клуб;2618;Москва и обл.;13 364 654,00;13 099 565,00;265 089,00;2,02
153;-4;Северная Казна;2083;Свердловская обл.;13 137 124,00;13 942 267,00;-805 143,00;-5,77
154;8;Приморье;3001;Приморский край;12 992 602,00;12 129 605,00;862 997,00;7,11
155;-2;Ланта-Банк;1920;Москва и обл.;12 906 122,00;13 611 610,00;-705 488,00;-5,18
156;2;Петрофф-Банк;2466;Москва и обл.;12 760 203,00;12 820 603,00;-60 400,00;-0,47
157;7;Альта-Банк;2269;Москва и обл.;12 685 270,00;12 005 561,00;679 709,00;5,66
158;1;НОМОС-Региобанк;539;Хабаровский край;12 607 765,00;12 389 287,00;218 478,00;1,76
159;4;НБД-Банк;1966;Нижегородская обл.;12 163 296,00;12 056 341,00;106 955,00;0,89
160;0;Рост Банк;2888;Татарстан;12 099 843,00;12 201 049,00;-101 206,00;-0,83
161;4;Московский Областной Банк;1751;Москва и обл.;12 072 539,00;11 729 398,00;343 141,00;2,93
162;-5;Свенска Хандельсбанкен;3455;Москва и обл.;11 877 939,00;12 844 378,00;-966 439,00;-7,52
163;-2;Энергобанк;67;Татарстан;11 871 761,00;12 184 162,00;-312 401,00;-2,56
164;7;Кольцо Урала;65;Свердловская обл.;11 814 430,00;11 283 241,00;531 189,00;4,71
165;3;Городской Ипотечный Банк;1627;Москва и обл.;11 681 010,00;11 620 821,00;60 189,00;0,52
166;0;Спурт Банк;2207;Татарстан;11 594 461,00;11 695 440,00;-100 979,00;-0,86
167;2;Банк БФА;3038;Санкт-Петербург и обл.;11 545 533,00;11 585 841,00;-40 308,00;-0,35
168;6;Банк Проектного Финансирования;1677;Москва и обл.;11 538 559,00;11 012 639,00;525 920,00;4,78
169;-2;Мосстройэкономбанк (М Банк);948;Москва и обл.;11 484 357,00;11 651 527,00;-167 170,00;-1,43
170;13;Народный Кредит;2401;Москва и обл.;11 194 653,00;10 098 865,00;1 095 788,00;10,85
171;1;Московское Ипотечное Агентство;3344;Москва и обл.;11 191 201,00;11 202 212,00;-11 011,00;-0,10
172;18;Тройка-Д Банк;3431;Москва и обл.;11 025 276,00;9 517 272,00;1 508 004,00;15,84
173;3;Новокузнецкий Муниципальный Банк;2865;Кемеровская обл.;11 019 397,00;10 906 704,00;112 693,00;1,03
174;-1;Курскпромбанк;735;Курская обл.;10 751 638,00;11 033 470,00;-281 832,00;-2,55
175;6;Европейский Трастовый Банк;2968;Москва и обл.;10 704 593,00;10 155 350,00;549 243,00;5,41
176;-6;Современный Коммерческий Инновационный Банк;3329;Калужская обл.;10 625 156,00;11 352 532,00;-727 376,00;-6,41
177;-2;Тимер Банк;1581;Татарстан;10 578 516,00;10 989 447,00;-410 931,00;-3,74
178;2;Левобережный;1343;Новосибирская обл.;10 555 658,00;10 158 094,00;397 564,00;3,91
179;-43;Эс-Би-Ай Банк;3185;Москва и обл.;10 463 643,00;15 119 376,00;-4 655 733,00;-30,79
180;-3;Связной Банк;1961;Москва и обл.;10 326 087,00;10 465 554,00;-139 467,00;-1,33
181;3;Форштадт;2208;Оренбургская обл.;10 213 908,00;9 769 239,00;444 669,00;4,55
182;9;Инвесткапиталбанк;2377;Башкортостан;10 172 738,00;9 473 402,00;699 336,00;7,38
183;-1;Банк24.ру;2227;Свердловская обл.;9 970 807,00;10 103 150,00;-132 343,00;-1,31
184;18;Смоленский Банк;2029;Смоленская обл.;9 881 444,00;8 723 011,00;1 158 433,00;13,28
185;0;БыстроБанк;1745;Удмуртия;9 876 601,00;9 722 276,00;154 325,00;1,59
186;-7;ВУЗ-Банк;1557;Свердловская обл.;9 853 994,00;10 424 362,00;-570 368,00;-5,47
187;-9;Алемар;2384;Новосибирская обл.;9 795 103,00;10 440 292,00;-645 189,00;-6,18
188;11;Морской Банк;77;Москва и обл.;9 611 689,00;8 971 284,00;640 405,00;7,14
189;7;Славянский Банк;383;Москва и обл.;9 538 661,00;9 185 028,00;353 633,00;3,85
190;5;Аресбанк;2914;Москва и обл.;9 523 836,00;9 250 736,00;273 100,00;2,95
191;3;Тольяттихимбанк;2507;Самарская обл.;9 506 451,00;9 375 525,00;130 926,00;1,40
192;-4;Нацинвестпромбанк;3077;Москва и обл.;9 421 715,00;9 534 508,00;-112 793,00;-1,18
193;-1;Нижегородпромстройбанк;1851;Нижегородская обл.;9 314 871,00;9 389 307,00;-74 436,00;-0,79
194;-8;Банк Жилищного Финансирования;3138;Москва и обл.;9 098 497,00;9 641 147,00;-542 650,00;-5,63
195;-6;Алмазэргиэнбанк;2602;Саха (Якутия);9 051 636,00;9 525 223,00;-473 587,00;-4,97
196;24;Интерпрогрессбанк;600;Москва и обл.;9 028 429,00;7 817 270,00;1 211 159,00;15,49
197;-41;Углеметбанк;2997;Челябинская обл.;8 976 356,00;13 064 000,00;-4 087 644,00;-31,29
198;6;Интехбанк;2705;Татарстан;8 773 862,00;8 501 061,00;272 801,00;3,21
199;-6;Гаранти Банк — Москва;3275;Москва и обл.;8 738 083,00;9 384 207,00;-646 124,00;-6,89
200;-2;Росэнергобанк;2211;Москва и обл.;8 727 757,00;9 028 018,00;-300 261,00;-3,33
201;-1;Банк Премьер Кредит;1663;Коми;8 554 611,00;8 941 878,00;-387 267,00;-4,33
202;-5;НК Банк;2755;Москва и обл.;8 433 710,00;9 066 550,00;-632 840,00;-6,98
203;-2;Держава;2738;Москва и обл.;8 426 082,00;8 867 304,00;-441 222,00;-4,98
204;3;Северо-Восточный Альянс;2768;Москва и обл.;8 386 197,00;8 237 681,00;148 516,00;1,80
205;-2;Интеркоммерц Банк;1657;Москва и обл.;8 342 824,00;8 538 798,00;-195 974,00;-2,30
206;9;Развитие-Столица;3013;Москва и обл.;8 334 630,00;7 992 708,00;341 922,00;4,28
207;-2;Энерготрансбанк;1307;Калининградская обл.;8 325 639,00;8 291 663,00;33 976,00;0,41
208;1;Банк Оренбург;3269;Оренбургская обл.;8 323 734,00;8 151 058,00;172 676,00;2,12
209;-3;Норвик Банк;902;Кировская обл.;8 287 412,00;8 256 299,00;31 113,00;0,38
210;0;Эллипс Банк;1950;Нижегородская обл.;8 279 194,00;8 150 098,00;129 096,00;1,58
211;1;Снежинский;1376;Челябинская обл.;8 152 418,00;8 138 995,00;13 423,00;0,16
212;1;Гранд Инвест Банк;3053;Москва и обл.;8 109 279,00;8 083 517,00;25 762,00;0,32
213;6;Солидарность (Москва);1555;Москва и обл.;8 098 967,00;7 837 675,00;261 292,00;3,33
214;-27;Дрезднер Банк;2455;Санкт-Петербург и обл.;8 011 457,00;9 586 362,00;-1 574 905,00;-16,43
215;3;Хлынов;254;Кировская обл.;7 959 031,00;7 909 270,00;49 761,00;0,63
216;0;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;7 927 194,00;7 980 660,00;-53 466,00;-0,67
217;0;ТЭМБР-Банк;2764;Москва и обл.;7 827 846,00;7 932 936,00;-105 090,00;-1,32
218;6;Первомайский;518;Краснодарский край;7 822 879,00;7 564 483,00;258 396,00;3,42
219;4;Александровский;53;Санкт-Петербург и обл.;7 808 904,00;7 665 700,00;143 204,00;1,87
220;71;Огни Москвы;2328;Москва и обл.;7 627 532,00;5 230 784,00;2 396 748,00;45,82
221;39;МАК-Банк;1088;Москва и обл.;7 615 857,00;6 123 996,00;1 491 861,00;24,36
222;0;Русьуниверсалбанк;3293;Москва и обл.;7 601 222,00;7 705 716,00;-104 494,00;-1,36
223;2;Экономбанк;1319;Саратовская обл.;7 409 861,00;7 474 979,00;-65 118,00;-0,87
224;-16;Роспромбанк;3204;Москва и обл.;7 352 412,00;8 179 527,00;-827 115,00;-10,11
225;29;АМБ Банк;3036;Москва и обл.;7 314 098,00;6 349 322,00;964 776,00;15,19
226;4;Международный Акционерный Банк;1987;Москва и обл.;7 094 720,00;7 067 912,00;26 808,00;0,38
227;8;Прио-Внешторгбанк;212;Рязанская обл.;7 058 336,00;6 847 155,00;211 181,00;3,08
228;-17;Русский Земельный Банк;2810;Москва и обл.;6 983 263,00;8 147 372,00;-1 164 109,00;-14,29
229;9;РосДорБанк;1573;Москва и обл.;6 944 502,00;6 758 602,00;185 900,00;2,75
230;6;Межпромбанк Плюс;3282;Москва и обл.;6 941 694,00;6 796 275,00;145 419,00;2,14
231;-2;Финпромбанк (ФПБ Банк);2157;Москва и обл.;6 902 366,00;7 125 688,00;-223 322,00;-3,13
232;-18;Национальная Факторинговая Компания;3437;Москва и обл.;6 895 033,00;8 018 700,00;-1 123 667,00;-14,01
233;15;НОМОС-Банк-Сибирь;410;Новосибирская обл.;6 849 939,00;6 532 554,00;317 385,00;4,86
234;-13;Руснарбанк;3403;Москва и обл.;6 843 700,00;7 768 466,00;-924 766,00;-11,90
235;4;Росэксимбанк;2790;Москва и обл.;6 799 482,00;6 756 675,00;42 807,00;0,63
236;-4;Юникорбанк;2586;Москва и обл.;6 790 500,00;7 030 172,00;-239 672,00;-3,41
237;-3;Нефтяной Альянс;2859;Москва и обл.;6 783 691,00;6 890 214,00;-106 523,00;-1,55
238;-1;Социнвестбанк;1132;Башкортостан;6 771 420,00;6 783 124,00;-11 704,00;-0,17
239;10;Русстройбанк;3205;Москва и обл.;6 724 063,00;6 516 664,00;207 399,00;3,18
240;5;Монетный Дом;419;Челябинская обл.;6 723 084,00;6 583 190,00;139 894,00;2,13
241;17;Банк Раунд;2506;Москва и обл.;6 707 033,00;6 205 354,00;501 679,00;8,08
242;-11;Легион;3117;Москва и обл.;6 696 711,00;7 038 811,00;-342 100,00;-4,86
243;3;Промсбербанк;1043;Москва и обл.;6 680 598,00;6 583 010,00;97 588,00;1,48
244;-2;АБ Финанс;514;Москва и обл.;6 669 116,00;6 665 833,00;3 283,00;0,05
245;17;СтарБанк;548;Тюменская обл.;6 642 529,00;6 082 994,00;559 535,00;9,20
246;-20;Экопромбанк;2011;Пермская обл.;6 618 821,00;7 220 645,00;-601 824,00;-8,33
247;9;Екатеринбург;3161;Свердловская обл.;6 606 755,00;6 265 912,00;340 843,00;5,44
248;-7;Газэнергобанк;3252;Калужская обл.;6 586 854,00;6 714 436,00;-127 582,00;-1,90
249;3;Тинькофф Банк;2673;Москва и обл.;6 575 171,00;6 435 132,00;140 039,00;2,18
250;0;Тарханы;459;Пензенская обл.;6 563 462,00;6 509 163,00;54 299,00;0,83
251;-11;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;6 552 152,00;6 744 138,00;-191 986,00;-2,85
252;1;Ставропольпромстройбанк;1288;Ставропольский край;6 438 637,00;6 394 659,00;43 978,00;0,69
253;-26;Гута-Банк;256;Москва и обл.;6 429 982,00;7 201 624,00;-771 642,00;-10,71
254;-10;Тойота Банк;3470;Москва и обл.;6 315 619,00;6 625 051,00;-309 432,00;-4,67
255;-12;Темпбанк;55;Москва и обл.;6 297 793,00;6 637 699,00;-339 906,00;-5,12
256;-28;Бинбанк Столица;3052;Москва и обл.;6 212 435,00;7 142 214,00;-929 779,00;-13,02
257;-6;Энергомашбанк;52;Санкт-Петербург и обл.;6 174 738,00;6 440 636,00;-265 898,00;-4,13
258;-25;Лада-Кредит;2668;Самарская обл.;6 112 937,00;6 929 069,00;-816 132,00;-11,78
