Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Июль, 2017, тыс. рублей;Июнь, 2017, тыс. рублей;Изменение, тыс. рублей;Изменение, %
260;-7;Банк БКФ;2684;Москва и обл.;6 757 872,00;6 960 442,00;-202 570,00;-2,91
261;3;ФорБанк;2063;Москва и обл.;6 750 157,00;6 352 883,00;397 274,00;6,25
262;-39;Российская Финансовая Корпорация;3099;Москва и обл.;6 724 961,00;8 556 037,00;-1 831 076,00;-21,40
263;-3;Северный Народный Банк;2721;Коми;6 652 101,00;6 534 134,00;117 967,00;1,81
264;-17;Итуруп;2390;Сахалинская обл.;6 521 198,00;7 286 226,00;-765 028,00;-10,50
265;4;Индустриальный Сберегательный Банк;3175;Москва и обл.;6 512 025,00;5 978 892,00;533 133,00;8,92
266;-4;Конфидэнс Банк;970;Костромская обл.;6 423 882,00;6 438 532,00;-14 650,00;-0,23
267;-4;НБК-Банк;3283;Москва и обл.;6 410 518,00;6 432 129,00;-21 611,00;-0,34
268;-2;Новобанк;1352;Новгородская обл.;6 377 878,00;6 214 730,00;163 148,00;2,63
269;-2;Автоградбанк;1455;Татарстан;6 060 704,00;6 065 859,00;-5 155,00;-0,08
270;-5;Банк Оранжевый;1659;Санкт-Петербург и обл.;6 027 633,00;6 271 739,00;-244 106,00;-3,89
271;1;Сибсоцбанк;2015;Алтайский край;6 003 955,00;5 797 476,00;206 479,00;3,56
272;2;Руснарбанк;3403;Москва и обл.;5 981 659,00;5 782 274,00;199 385,00;3,45
273;-5;Енисейский Объединенный Банк;2645;Красноярский край;5 979 287,00;6 008 166,00;-28 879,00;-0,48
274;5;Земский Банк;2900;Самарская обл.;5 789 417,00;5 601 712,00;187 705,00;3,35
275;0;Кубаньторгбанк;478;Краснодарский край;5 734 089,00;5 731 509,00;2 580,00;0,05
276;0;Уссури;596;Хабаровский край;5 684 697,00;5 675 937,00;8 760,00;0,15
277;-7;Агророс;2860;Саратовская обл.;5 620 689,00;5 864 784,00;-244 095,00;-4,16
278;-1;Славянский Кредит;2960;Москва и обл.;5 559 108,00;5 655 310,00;-96 202,00;-1,70
279;1;Камский Коммерческий Банк;438;Татарстан;5 362 650,00;5 360 375,00;2 275,00;0,04
280;-7;Зираат Банк;2559;Москва и обл.;5 337 373,00;5 790 509,00;-453 136,00;-7,83
281;0;Севастопольский Морской Банк;3528;Севастополь;5 335 889,00;5 323 282,00;12 607,00;0,24
282;3;Витабанк;356;Санкт-Петербург и обл.;5 321 362,00;5 191 428,00;129 934,00;2,50
283;6;ЮMoney;3510;Россия;5 211 429,00;4 907 063,00;304 366,00;6,20
284;0;Кузнецкий;609;Пензенская обл.;5 174 098,00;5 211 378,00;-37 280,00;-0,72
285;-7;Гута-Банк;256;Москва и обл.;5 153 216,00;5 613 788,00;-460 572,00;-8,20
286;26;Ростфинанс;481;Ростовская обл.;5 084 630,00;4 187 490,00;897 140,00;21,42
287;-4;Банк ПСА Финанс Рус;3481;Москва и обл.;5 051 237,00;5 240 942,00;-189 705,00;-3,62
288;0;Венец;524;Ульяновская обл.;4 975 453,00;4 944 596,00;30 857,00;0,62
289;2;Нэклис-Банк;1671;Москва и обл.;4 949 222,00;4 868 808,00;80 414,00;1,65
290;28;Юнистрим;3467;Москва и обл.;4 839 739,00;4 048 707,00;791 032,00;19,54
291;-5;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 839 660,00;5 025 099,00;-185 439,00;-3,69
292;-5;Москва-Сити;3247;Москва и обл.;4 798 795,00;4 967 071,00;-168 276,00;-3,39
293;-1;Объединенный Резервный Банк;937;Москва и обл.;4 775 046,00;4 786 810,00;-11 764,00;-0,25
294;-1;Зенит Сочи;232;Краснодарский край;4 774 976,00;4 726 483,00;48 493,00;1,03
295;4;Банк Кремлевский;2905;Москва и обл.;4 768 046,00;4 512 425,00;255 621,00;5,66
296;-1;Бест Эффортс Банк;435;Москва и обл.;4 739 709,00;4 663 566,00;76 143,00;1,63
297;7;Евразийский Банк;969;Москва и обл.;4 674 365,00;4 358 631,00;315 734,00;7,24
298;3;Финансово-Промышленный Капитал;3295;Москва и обл.;4 642 397,00;4 477 477,00;164 920,00;3,68
299;4;Московский Коммерческий Банк;3172;Москва и обл.;4 641 817,00;4 456 029,00;185 788,00;4,17
300;2;Банк Инноваций и Развития;2647;Москва и обл.;4 627 159,00;4 471 532,00;155 627,00;3,48
301;4;Русский Национальный Банк;469;Ростовская обл.;4 607 200,00;4 346 534,00;260 666,00;6,00
302;-12;Голдман Сакс Банк;3490;Москва и обл.;4 600 936,00;4 902 633,00;-301 697,00;-6,15
303;-7;Горбанк;2982;Санкт-Петербург и обл.;4 591 329,00;4 566 427,00;24 902,00;0,55
304;-6;Платина;2347;Москва и обл.;4 558 078,00;4 512 929,00;45 149,00;1,00
305;-11;Банк Торгового Финансирования;1982;Москва и обл.;4 556 692,00;4 696 274,00;-139 582,00;-2,97
306;-24;Руссобанк;2313;Москва и обл.;4 458 898,00;5 294 236,00;-835 338,00;-15,78
307;-10;Чайнасельхозбанк;3529;Москва и обл.;4 431 204,00;4 560 487,00;-129 283,00;-2,83
308;3;Мастер-Капитал;3011;Москва и обл.;4 397 394,00;4 237 617,00;159 777,00;3,77
309;-3;Роял Кредит Банк;783;Приморский край;4 368 057,00;4 328 169,00;39 888,00;0,92
310;0;Стройлесбанк;2995;Тюменская обл.;4 347 490,00;4 296 952,00;50 538,00;1,18
311;5;Черноморский банк развития и реконструкции;3527;Симферополь;4 328 264,00;4 121 584,00;206 680,00;5,01
312;-12;Экси-Банк;2530;Санкт-Петербург и обл.;4 287 295,00;4 478 613,00;-191 318,00;-4,27
313;-6;Вологжанин;1896;Вологодская обл.;4 231 321,00;4 317 283,00;-85 962,00;-1,99
314;-5;Аксонбанк;680;Костромская обл.;4 219 670,00;4 303 824,00;-84 154,00;-1,96
315;11;МФБанк;3163;Москва и обл.;4 216 324,00;3 723 648,00;492 676,00;13,23
316;-1;Банкхаус Эрбе;1717;Москва и обл.;4 212 504,00;4 138 820,00;73 684,00;1,78
317;-4;Синко-Банк;2838;Москва и обл.;4 211 412,00;4 184 874,00;26 538,00;0,63
318;-10;Межрегиональный промышленно-строительный банк;752;Мордовия;4 096 010,00;4 307 509,00;-211 499,00;-4,91
319;1;Донкомбанк;492;Ростовская обл.;4 034 441,00;3 944 906,00;89 535,00;2,27
320;-1;ВостСибтранскомбанк;2731;Иркутская обл.;3 979 061,00;3 987 541,00;-8 480,00;-0,21
321;0;УМ-Банк;1441;Москва и обл.;3 922 190,00;3 936 796,00;-14 606,00;-0,37
322;-5;Долинск;857;Сахалинская обл.;3 908 181,00;4 107 719,00;-199 538,00;-4,86
323;-1;Мегаполис;3265;Чувашия;3 907 979,00;3 893 754,00;14 225,00;0,37
324;-1;Радиотехбанк;1166;Нижегородская обл.;3 903 704,00;3 815 199,00;88 505,00;2,32
325;3;Хованский;2145;Москва и обл.;3 866 890,00;3 685 153,00;181 737,00;4,93
326;1;Эс-Би-Ай Банк;3185;Москва и обл.;3 760 737,00;3 697 711,00;63 026,00;1,70
327;3;Братский АНКБ;1144;Иркутская обл.;3 755 647,00;3 638 005,00;117 642,00;3,23
328;9;Еврокапитал-Альянс;2672;Ярославская обл.;3 654 669,00;3 438 142,00;216 527,00;6,30
329;0;Иваново;1763;Ивановская обл.;3 639 761,00;3 661 588,00;-21 827,00;-0,60
330;4;Риабанк;3434;Москва и обл.;3 625 031,00;3 577 982,00;47 049,00;1,31
331;0;Международный Коммерческий Банк;2524;Москва и обл.;3 602 059,00;3 637 321,00;-35 262,00;-0,97
332;-7;Уралпромбанк;2964;Челябинская обл.;3 591 032,00;3 732 223,00;-141 191,00;-3,78
333;2;Ермак;1809;Ханты-Мансийский АО — Югра;3 543 506,00;3 559 073,00;-15 567,00;-0,44
334;-2;ЮМК Банк;3495;Краснодарский край;3 447 851,00;3 614 890,00;-167 039,00;-4,62
335;3;НОКССбанк;3202;Волгоградская обл.;3 437 001,00;3 408 548,00;28 453,00;0,83
336;7;Живаго Банк;2065;Рязанская обл.;3 433 164,00;3 346 546,00;86 618,00;2,59
337;2;Алтайкапиталбанк;2659;Алтайский край;3 393 502,00;3 399 146,00;-5 644,00;-0,17
338;-5;ПИР Банк;2655;Москва и обл.;3 376 138,00;3 592 002,00;-215 864,00;-6,01
339;17;Унифондбанк;3416;Москва и обл.;3 370 181,00;3 028 929,00;341 252,00;11,27
340;1;Донхлеббанк;2285;Ростовская обл.;3 323 805,00;3 380 818,00;-57 013,00;-1,69
341;7;ИТ Банк;2609;Омская обл.;3 240 004,00;3 199 315,00;40 689,00;1,27
342;9;Банк Заречье;817;Татарстан;3 227 686,00;3 166 951,00;60 735,00;1,92
343;4;Банк Реалист;2646;Москва и обл.;3 207 061,00;3 226 205,00;-19 144,00;-0,59
344;9;РБА;3413;Москва и обл.;3 184 441,00;3 099 738,00;84 703,00;2,73
345;-1;Крыловский;456;Краснодарский край;3 183 897,00;3 284 911,00;-101 014,00;-3,08
346;3;Кузнецкий Мост;2254;Москва и обл.;3 163 368,00;3 196 217,00;-32 849,00;-1,03
347;-2;Новый Символ;370;Москва и обл.;3 145 699,00;3 265 395,00;-119 696,00;-3,67
348;4;Евроальянс;1781;Ивановская обл.;3 085 269,00;3 101 841,00;-16 572,00;-0,53
349;-3;Взаимодействие;1704;Новосибирская обл.;3 084 166,00;3 237 509,00;-153 343,00;-4,74
350;-36;Межбанковский Кредитный Союз;3242;Москва и обл.;3 055 691,00;4 152 649,00;-1 096 958,00;-26,42
351;7;РАМ Банк;3480;Москва и обл.;3 044 793,00;3 007 247,00;37 546,00;1,25
352;-12;Первый Инвестиционный Банк;604;Москва и обл.;3 031 792,00;3 394 321,00;-362 529,00;-10,68
353;4;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 002 780,00;3 026 106,00;-23 326,00;-0,77
354;0;Камчаткомагропромбанк;545;Камчатская обл.;2 988 951,00;3 084 156,00;-95 205,00;-3,09
355;9;Владбизнесбанк;903;Владимирская обл.;2 943 113,00;2 844 516,00;98 597,00;3,47
356;4;Оргбанк;3312;Москва и обл.;2 934 386,00;2 932 142,00;2 244,00;0,08
357;4;Центрально-Европейский Банк;2670;Москва и обл.;2 921 652,00;2 908 648,00;13 004,00;0,45
358;20;Новый Московский Банк;2932;Москва и обл.;2 917 162,00;2 473 426,00;443 736,00;17,94
359;-23;Крокус-Банк;2682;Москва и обл.;2 896 026,00;3 533 991,00;-637 965,00;-18,05
360;3;Бланк Банк;2368;Москва и обл.;2 893 188,00;2 852 773,00;40 415,00;1,42
361;-6;Невский Банк;1068;Санкт-Петербург и обл.;2 876 066,00;3 038 603,00;-162 537,00;-5,35
362;3;Озон Банк;3516;Москва и обл.;2 771 390,00;2 827 856,00;-56 466,00;-2,00
363;-4;ИСБ;3010;Москва и обл.;2 761 458,00;2 963 050,00;-201 592,00;-6,80
364;17;Сельмашбанк;106;Ростовская обл.;2 731 926,00;2 451 835,00;280 091,00;11,42
365;4;Внешфинбанк;3173;Краснодарский край;2 731 473,00;2 685 281,00;46 192,00;1,72
366;2;Йошкар-Ола;2802;Марий Эл;2 726 973,00;2 724 511,00;2 462,00;0,09
367;-1;Костромаселькомбанк;1115;Костромская обл.;2 695 209,00;2 754 182,00;-58 973,00;-2,14
368;-1;РТС-Банк;3401;Самарская обл.;2 683 427,00;2 747 899,00;-64 472,00;-2,35
369;14;Далена Банк;1948;Москва и обл.;2 681 021,00;2 448 328,00;232 693,00;9,50
370;0;Викинг;2;Санкт-Петербург и обл.;2 662 683,00;2 628 484,00;34 199,00;1,30
371;1;Канский;860;Красноярский край;2 658 327,00;2 603 325,00;55 002,00;2,11
372;-10;Банк Премьер Кредит;1663;Москва и обл.;2 637 139,00;2 895 240,00;-258 101,00;-8,91
373;0;Кредит Экспресс;3186;Ростовская обл.;2 583 885,00;2 565 553,00;18 332,00;0,71
374;0;Аспект;608;Москва и обл.;2 579 309,00;2 562 133,00;17 176,00;0,67
375;1;БСТ-Банк;2883;Кемеровская обл.;2 570 079,00;2 542 029,00;28 050,00;1,10
376;1;ИРС;272;Москва и обл.;2 553 910,00;2 481 909,00;72 001,00;2,90
377;5;Система;2846;Москва и обл.;2 464 033,00;2 448 749,00;15 284,00;0,62
378;20;Спутник;1071;Самарская обл.;2 452 869,00;2 157 722,00;295 147,00;13,68
379;7;Газнефтьбанк;3223;Саратовская обл.;2 426 487,00;2 435 114,00;-8 627,00;-0,35
380;-5;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 419 838,00;2 547 782,00;-127 944,00;-5,02
381;6;Экономикс-Банк;2136;Москва и обл.;2 416 985,00;2 432 584,00;-15 599,00;-0,64
382;-2;Элита;1399;Калужская обл.;2 403 147,00;2 461 225,00;-58 078,00;-2,36
383;2;Банк Пермь;875;Пермская обл.;2 400 773,00;2 445 722,00;-44 949,00;-1,84
384;-34;Народный Доверительный Банк;2374;Москва и обл.;2 376 054,00;3 189 102,00;-813 048,00;-25,49
385;-1;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;2 353 034,00;2 447 061,00;-94 027,00;-3,84
386;4;Кредпромбанк;1165;Ярославская обл.;2 352 618,00;2 363 204,00;-10 586,00;-0,45
387;-8;Прайм Финанс;2758;Санкт-Петербург и обл.;2 330 620,00;2 471 346,00;-140 726,00;-5,69
388;5;Первый Клиентский Банк;3436;Москва и обл.;2 322 680,00;2 259 090,00;63 590,00;2,81
389;3;Кросна-Банк;2607;Москва и обл.;2 310 584,00;2 301 779,00;8 805,00;0,38
390;-19;Столичный Кредит;2853;Москва и обл.;2 302 145,00;2 615 477,00;-313 332,00;-11,98
391;0;Кемсоцинбанк;96;Кемеровская обл.;2 300 215,00;2 332 211,00;-31 996,00;-1,37
392;8;ПэйПал Ру;3517;Москва и обл.;2 285 642,00;2 137 822,00;147 820,00;6,91
393;35;Бум-Банк;1137;Кабардино-Балкария;2 249 411,00;1 797 790,00;451 621,00;25,12
394;16;Банк РМП;2574;Москва и обл.;2 243 883,00;2 006 546,00;237 337,00;11,83
395;0;Заубер Банк;1614;Санкт-Петербург и обл.;2 227 665,00;2 201 521,00;26 144,00;1,19
396;-2;Вкабанк;1027;Астраханская обл.;2 219 472,00;2 217 621,00;1 851,00;0,08
397;-1;Спиритбанк;2053;Тульская обл.;2 200 747,00;2 198 744,00;2 003,00;0,09
398;-10;Резерв;2364;Челябинская обл.;2 174 539,00;2 421 453,00;-246 914,00;-10,20
399;6;Кетовский Коммерческий Банк;842;Курганская обл.;2 166 762,00;2 064 571,00;102 191,00;4,95
400;3;Яринтербанк;2564;Ярославская обл.;2 161 126,00;2 091 043,00;70 083,00;3,35
401;-12;К2 Банк;2851;Карачаево-Черкесия;2 142 659,00;2 393 349,00;-250 690,00;-10,47
402;-1;Капитал;575;Москва и обл.;2 121 760,00;2 121 172,00;588,00;0,03
403;9;Преодоление;2649;Москва и обл.;2 119 570,00;1 986 474,00;133 096,00;6,70
404;0;Приобье;537;Ханты-Мансийский АО — Югра;2 102 172,00;2 077 601,00;24 571,00;1,18
405;-3;Уралфинанс;1370;Свердловская обл.;2 101 499,00;2 113 781,00;-12 282,00;-0,58
406;-9;Народный Банк;2249;Карачаево-Черкесия;2 099 310,00;2 172 633,00;-73 323,00;-3,37
407;68;Республиканский Кредитный Альянс;3017;Москва и обл.;2 091 827,00;1 113 093,00;978 734,00;87,93
408;23;РФИ Банк;3351;Москва и обл.;2 078 185,00;1 741 958,00;336 227,00;19,30
409;0;Современные Стандарты Бизнеса;3397;Москва и обл.;2 072 224,00;2 011 518,00;60 706,00;3,02
410;34;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;2 070 459,00;1 628 206,00;442 253,00;27,16
411;2;Профессионал Банк;3296;Москва и обл.;2 023 022,00;1 978 719,00;44 303,00;2,24
412;23;Примтеркомбанк;21;Приморский край;2 009 900,00;1 715 948,00;293 952,00;17,13
413;2;Новый Век;3417;Москва и обл.;2 007 057,00;1 950 039,00;57 018,00;2,92
414;2;Банк Глобус;2438;Москва и обл.;1 996 548,00;1 940 006,00;56 542,00;2,91
415;-7;Апабанк;2404;Москва и обл.;1 983 973,00;2 039 558,00;-55 585,00;-2,73
416;30;Мурманский Расчетный Центр;3341;Мурманская обл.;1 964 660,00;1 616 232,00;348 428,00;21,56
417;-10;Московский Вексельный Банк;2697;Москва и обл.;1 961 506,00;2 051 230,00;-89 724,00;-4,37
418;9;Дом-Банк;3209;Москва и обл.;1 958 339,00;1 806 639,00;151 700,00;8,40
419;-13;Россита-Банк;3257;Москва и обл.;1 943 718,00;2 060 654,00;-116 936,00;-5,67
420;-21;Промсельхозбанк;538;Москва и обл.;1 936 718,00;2 139 633,00;-202 915,00;-9,48
421;-3;Социум-Банк;2881;Москва и обл.;1 920 427,00;1 912 366,00;8 061,00;0,42
422;-1;Майкопбанк;1136;Адыгея;1 890 817,00;1 881 999,00;8 818,00;0,47
423;-6;Алтынбанк;2070;Татарстан;1 874 561,00;1 931 892,00;-57 331,00;-2,97
424;0;Великие Луки Банк;598;Псковская обл.;1 865 300,00;1 832 035,00;33 265,00;1,82
425;-2;Саратов;330;Саратовская обл.;1 860 504,00;1 834 814,00;25 690,00;1,40
426;-4;Старооскольский Агропромбанк;1050;Белгородская обл.;1 858 304,00;1 850 650,00;7 654,00;0,41
427;-13;Росбизнесбанк;1405;Москва и обл.;1 855 233,00;1 958 231,00;-102 998,00;-5,26
428;-86;Земкомбанк;574;Ростовская обл.;1 844 015,00;3 360 595,00;-1 516 580,00;-45,13
429;-3;Лайтбанк;3177;Москва и обл.;1 833 684,00;1 806 840,00;26 844,00;1,49
430;-1;КОР;2148;Волгоградская обл.;1 796 091,00;1 759 474,00;36 617,00;2,08
431;-20;Руна-Банк;3207;Москва и обл.;1 796 012,00;1 993 196,00;-197 184,00;-9,89
432;4;Нальчик;695;Кабардино-Балкария;1 775 262,00;1 694 734,00;80 528,00;4,75
433;-13;Новое Время;3492;Москва и обл.;1 768 913,00;1 892 465,00;-123 552,00;-6,53
434;-15;Крона-Банк;2499;Иркутская обл.;1 761 026,00;1 895 800,00;-134 774,00;-7,11
435;-2;Арзамас;1281;Нижегородская обл.;1 755 033,00;1 731 687,00;23 346,00;1,35
436;3;Америкэн Экспресс Банк;3460;Москва и обл.;1 747 740,00;1 663 002,00;84 738,00;5,10
437;-3;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 728 603,00;1 718 761,00;9 842,00;0,57
438;-13;Первоуральскбанк;965;Свердловская обл.;1 724 069,00;1 807 399,00;-83 330,00;-4,61
439;-2;Новый Кредитный Союз;3139;Москва и обл.;1 705 859,00;1 677 133,00;28 726,00;1,71
440;1;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 694 514,00;1 643 566,00;50 948,00;3,10
441;-3;Калуга;1151;Калужская обл.;1 680 404,00;1 672 600,00;7 804,00;0,47
442;-2;Первый Дортрансбанк;3271;Кировская обл.;1 669 601,00;1 645 765,00;23 836,00;1,45
443;-1;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 651 268,00;1 640 412,00;10 856,00;0,66
444;7;Синергия;2884;Саратовская обл.;1 621 039,00;1 526 256,00;94 783,00;6,21
445;3;Кузбассхимбанк;2868;Кемеровская обл.;1 595 628,00;1 583 165,00;12 463,00;0,79
446;-3;Проинвестбанк;784;Пермская обл.;1 572 828,00;1 628 262,00;-55 434,00;-3,40
447;7;Ноосфера;2650;Республика Алтай;1 572 769,00;1 497 375,00;75 394,00;5,04
448;4;Сервис Резерв;2034;Москва и обл.;1 562 733,00;1 523 088,00;39 645,00;2,60
449;-19;Златкомбанк;568;Москва и обл.;1 547 986,00;1 755 416,00;-207 430,00;-11,82
450;-3;Тагилбанк;1635;Свердловская обл.;1 530 747,00;1 583 265,00;-52 518,00;-3,32
451;-2;Холмск;503;Сахалинская обл.;1 517 726,00;1 580 979,00;-63 253,00;-4,00
452;4;ИК Банк;1732;Татарстан;1 512 181,00;1 481 250,00;30 931,00;2,09
453;2;Финтрастбанк;3104;Москва и обл.;1 494 816,00;1 483 341,00;11 475,00;0,77
454;-1;Космос;2245;Москва и обл.;1 433 517,00;1 508 731,00;-75 214,00;-4,99
455;-10;Икано Банк;3519;Центр;1 426 152,00;1 625 208,00;-199 056,00;-12,25
456;1;Соколовский;2830;Москва и обл.;1 387 959,00;1 414 075,00;-26 116,00;-1,85
457;2;Риал-Кредит;3393;Москва и обл.;1 385 429,00;1 348 549,00;36 880,00;2,73
458;0;Саммит Банк;85;Приморский край;1 350 640,00;1 385 842,00;-35 202,00;-2,54
459;27;Банк Фридом Финанс;1143;Москва и обл.;1 347 011,00;998 282,00;348 729,00;34,93
460;11;АвтоКредитБанк;1973;Татарстан;1 332 913,00;1 154 284,00;178 629,00;15,48
461;-1;Акцент;696;Оренбургская обл.;1 326 419,00;1 344 878,00;-18 459,00;-1,37
462;-30;Инкаробанк;2696;Москва и обл.;1 315 202,00;1 738 430,00;-423 228,00;-24,35
463;36;Новокиб;1747;Кемеровская обл.;1 310 161,00;869 317,00;440 844,00;50,71
464;-2;Почтобанк;1788;Пермская обл.;1 304 974,00;1 267 031,00;37 943,00;2,99
465;-1;Максима;3379;Москва и обл.;1 301 601,00;1 220 624,00;80 977,00;6,63
466;1;Вэлтон Банк;1105;Белгородская обл.;1 241 696,00;1 174 171,00;67 525,00;5,75
467;5;Агора;3231;Москва и обл.;1 225 616,00;1 146 076,00;79 540,00;6,94
468;-3;Дон-Тексбанк;1818;Ростовская обл.;1 222 569,00;1 213 829,00;8 740,00;0,72
469;13;Москва;1661;Москва и обл.;1 203 024,00;1 038 166,00;164 858,00;15,88
470;0;ЕАТП Банк;1765;Астраханская обл.;1 192 785,00;1 155 601,00;37 184,00;3,22
471;-10;Вакобанк;1291;Псковская обл.;1 189 985,00;1 289 696,00;-99 711,00;-7,73
472;-9;Химик;1114;Нижегородская обл.;1 172 706,00;1 230 325,00;-57 619,00;-4,68
473;0;Спецстройбанк;236;Москва и обл.;1 167 395,00;1 143 838,00;23 557,00;2,06
474;-8;Невастройинвест;1926;Санкт-Петербург и обл.;1 156 436,00;1 197 944,00;-41 508,00;-3,46
475;-1;Тексбанк;2756;Карачаево-Черкесия;1 147 870,00;1 143 017,00;4 853,00;0,42
476;0;Новый Промышленный Банк;930;Москва и обл.;1 113 251,00;1 106 182,00;7 069,00;0,64
477;3;Курган;2568;Курганская обл.;1 100 861,00;1 070 489,00;30 372,00;2,84
478;-1;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;1 077 874,00;1 092 023,00;-14 149,00;-1,30
479;0;Михайловский ПЖСБ;2961;Волгоградская обл.;1 073 473,00;1 091 062,00;-17 589,00;-1,61
480;-2;Регионфинансбанк;3357;Москва и обл.;1 065 327,00;1 091 172,00;-25 845,00;-2,37
481;6;Прохладный;874;Кабардино-Балкария;1 064 621,00;990 741,00;73 880,00;7,46
482;2;Байкалкредобанк;2990;Иркутская обл.;1 060 344,00;1 012 081,00;48 263,00;4,77
483;-14;Кредитинвест;1197;Дагестан;1 052 463,00;1 161 140,00;-108 677,00;-9,36
484;1;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;1 041 964,00;1 010 348,00;31 616,00;3,13
485;-4;Тендер-Банк;2252;Москва и обл.;1 011 294,00;1 051 692,00;-40 398,00;-3,84
486;-3;Русский Банк Сбережений;779;Ставропольский край;997 566,00;1 017 838,00;-20 272,00;-1,99
487;4;МТИ Банк;1052;Москва и обл.;989 556,00;960 652,00;28 904,00;3,01
488;0;ГринКомБанк;1184;Иркутская обл.;983 645,00;983 338,00;307,00;0,03
489;3;Майский;1673;Кабардино-Балкария;968 493,00;948 072,00;20 421,00;2,15
490;0;Классик Эконом Банк;3298;Северная Осетия — Алания;947 876,00;963 717,00;-15 841,00;-1,64
491;5;Металлург;2877;Москва и обл.;946 725,00;895 877,00;50 848,00;5,68
492;-3;Народный Инвестиционный Банк;2876;Самарская обл.;940 064,00;973 069,00;-33 005,00;-3,39
493;7;Флора-Москва;533;Москва и обл.;923 816,00;864 991,00;58 825,00;6,80
494;0;Центрально-Азиатский;3037;Хакасия;914 204,00;926 460,00;-12 256,00;-1,32
495;0;Эльбин;2267;Дагестан;912 210,00;900 531,00;11 679,00;1,30
496;-3;Арсенал;3000;Москва и обл.;906 542,00;927 383,00;-20 841,00;-2,25
497;0;Международный Расчетный Банк;3028;Москва и обл.;874 007,00;888 288,00;-14 281,00;-1,61
498;3;Жилкредит;1736;Москва и обл.;850 761,00;835 977,00;14 784,00;1,77
499;5;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;840 150,00;782 491,00;57 659,00;7,37
500;-2;Банк РСИ;3415;Москва и обл.;827 654,00;886 148,00;-58 494,00;-6,60
501;1;Онего;2484;Карелия;820 270,00;830 191,00;-9 921,00;-1,20
502;-34;Элекснет;3314;Москва и обл.;805 659,00;1 168 813,00;-363 154,00;-31,07
503;-53;Вятич;2796;Рязанская обл.;805 545,00;1 569 692,00;-764 147,00;-48,68
504;1;Балаково-Банк;444;Саратовская обл.;778 492,00;775 947,00;2 545,00;0,33
505;-2;Холдинвестбанк;2837;Москва и обл.;774 547,00;795 167,00;-20 620,00;-2,59
506;1;Объединенный Банк Республики;1016;Чувашия;766 935,00;766 674,00;261,00;0,03
507;2;Яндекс Банк;3027;Москва и обл.;745 129,00;745 413,00;-284,00;-0,04
508;3;Прокоммерцбанк;2996;Москва и обл.;732 302,00;716 226,00;16 076,00;2,24
509;-185;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;729 670,00;3 775 430,00;-3 045 760,00;-80,67
510;-2;Славянбанк;804;Новгородская обл.;728 702,00;766 252,00;-37 550,00;-4,90
511;-1;АлтайБизнес-Банк;2388;Алтайский край;721 130,00;736 706,00;-15 576,00;-2,11
512;-6;Народный Земельно-Промышленный Банк;2873;Алтайский край;718 899,00;773 233,00;-54 334,00;-7,03
513;0;РусьРегионБанк;685;Москва и обл.;693 092,00;686 791,00;6 301,00;0,92
514;6;Вайлдберриз Банк;841;Адыгея;692 808,00;611 074,00;81 734,00;13,38
515;-3;Уралприватбанк;153;Свердловская обл.;691 665,00;687 331,00;4 334,00;0,63
516;1;Гефест;1046;Тверская обл.;683 794,00;648 562,00;35 232,00;5,43
517;-3;Ресурс-Траст;3122;Москва и обл.;675 425,00;682 131,00;-6 706,00;-0,98
518;-2;Си Ди Би Банк;3339;Краснодарский край;628 649,00;652 680,00;-24 031,00;-3,68
519;-4;Анелик РУ;3443;Москва и обл.;628 260,00;673 605,00;-45 345,00;-6,73
520;-1;Южный Региональный Банк;3015;Ростовская обл.;621 708,00;622 986,00;-1 278,00;-0,21
521;0;Народный Банк Тувы;1309;Тыва;599 605,00;601 628,00;-2 023,00;-0,34
522;0;Национальный Банк Сбережений;1949;Ивановская обл.;589 159,00;596 515,00;-7 356,00;-1,23
523;1;ФинТех;3499;Ярославская обл.;577 186,00;578 959,00;-1 773,00;-0,31
524;-1;Телекоммерц Банк;3380;Тульская обл.;567 107,00;590 561,00;-23 454,00;-3,97
525;0;Единая Расчетная Палата;384;Москва и обл.;560 519,00;558 664,00;1 855,00;0,33
526;0;МВС Банк;2407;Дагестан;531 091,00;527 842,00;3 249,00;0,62
527;0;Таганрогбанк;3136;Ростовская обл.;525 551,00;514 484,00;11 067,00;2,15
528;0;Финчер;3486;Москва и обл.;504 221,00;513 723,00;-9 502,00;-1,85
529;7;Геобанк;2027;Москва и обл.;489 321,00;447 327,00;41 994,00;9,39
530;2;Алжан;2491;Дагестан;489 111,00;465 372,00;23 739,00;5,10
