Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Сентябрь, 2014, тыс. рублей;Август, 2014, тыс. рублей;Изменение, тыс. рублей;Изменение, %
528;7;Унифондбанк;3416;Москва и обл.;2 333 353,00;2 252 606,00;80 747,00;3,58
529;5;Аспект;608;Москва и обл.;2 320 312,00;2 260 307,00;60 005,00;2,65
530;-2;ЕвроАксис Банк;3273;Москва и обл.;2 311 158,00;2 370 138,00;-58 980,00;-2,49
531;-1;Вкабанк;1027;Астраханская обл.;2 304 181,00;2 336 603,00;-32 422,00;-1,39
532;5;Йошкар-Ола;2802;Марий Эл;2 292 154,00;2 245 566,00;46 588,00;2,07
533;3;ИК Банк;1732;Татарстан;2 279 123,00;2 251 654,00;27 469,00;1,22
534;-17;Первый Инвестиционный Банк;604;Москва и обл.;2 257 920,00;2 433 760,00;-175 840,00;-7,23
535;9;Газнефтьбанк;3223;Саратовская обл.;2 247 659,00;2 181 789,00;65 870,00;3,02
536;7;Проинвестбанк;784;Пермская обл.;2 236 272,00;2 184 050,00;52 222,00;2,39
537;-4;Стелла-Банк;2948;Ростовская обл.;2 234 633,00;2 301 678,00;-67 045,00;-2,91
538;1;Бум-Банк;1137;Кабардино-Балкария;2 234 398,00;2 216 389,00;18 009,00;0,81
539;7;Смартбанк;3408;Москва и обл.;2 232 386,00;2 143 244,00;89 142,00;4,16
540;-2;Кросна-Банк;2607;Москва и обл.;2 226 078,00;2 226 334,00;-256,00;-0,01
541;55;Региональный Банк Сбережений;3367;Москва и обл.;2 211 523,00;1 709 971,00;501 552,00;29,33
542;-61;Банк РМП;2574;Москва и обл.;2 208 447,00;2 947 910,00;-739 463,00;-25,08
543;-3;Констанс-Банк;2228;Санкт-Петербург и обл.;2 196 330,00;2 207 994,00;-11 664,00;-0,53
544;10;Спиритбанк;2053;Тульская обл.;2 179 129,00;2 069 771,00;109 358,00;5,28
545;18;ФорБанк;2063;Алтайский край;2 174 752,00;1 988 941,00;185 811,00;9,34
546;2;Владбизнесбанк;903;Владимирская обл.;2 159 446,00;2 117 665,00;41 781,00;1,97
547;33;Центрально-Европейский Банк;2670;Москва и обл.;2 140 417,00;1 839 406,00;301 011,00;16,36
548;-25;Викинг;2;Санкт-Петербург и обл.;2 116 652,00;2 409 086,00;-292 434,00;-12,14
549;7;ИРС;272;Москва и обл.;2 089 511,00;2 046 695,00;42 816,00;2,09
550;34;Михайловский ПЖСБ;2961;Волгоградская обл.;2 083 339,00;1 818 916,00;264 423,00;14,54
551;4;Банк Пермь;875;Пермская обл.;2 082 129,00;2 055 754,00;26 375,00;1,28
552;-45;Система;2846;Москва и обл.;2 073 484,00;2 569 124,00;-495 640,00;-19,29
553;4;Приско Капитал Банк;2537;Москва и обл.;2 072 369,00;2 041 646,00;30 723,00;1,50
554;-3;Яринтербанк;2564;Ярославская обл.;2 071 139,00;2 077 651,00;-6 512,00;-0,31
555;7;Кредит Экспресс;3186;Ростовская обл.;2 047 211,00;1 988 969,00;58 242,00;2,93
556;18;Алтынбанк;2070;Татарстан;2 042 150,00;1 867 817,00;174 333,00;9,33
557;3;БСТ-Банк;2883;Кемеровская обл.;2 036 437,00;2 028 504,00;7 933,00;0,39
558;3;Новация;840;Адыгея;2 032 759,00;2 027 466,00;5 293,00;0,26
559;26;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;2 027 256,00;1 813 326,00;213 930,00;11,80
560;-10;Акцент;696;Оренбургская обл.;2 024 528,00;2 079 824,00;-55 296,00;-2,66
561;-3;Банкирский Дом;2928;Санкт-Петербург и обл.;2 021 366,00;2 036 341,00;-14 975,00;-0,74
562;-3;КОР;2148;Волгоградская обл.;2 010 875,00;2 035 835,00;-24 960,00;-1,23
563;-11;Россита-Банк;3257;Москва и обл.;1 998 663,00;2 077 489,00;-78 826,00;-3,79
564;0;Канский;860;Красноярский край;1 997 855,00;1 966 358,00;31 497,00;1,60
565;8;Вестерн Юнион ДП Восток;2726;Москва и обл.;1 988 545,00;1 873 101,00;115 444,00;6,16
566;21;Банк МБФИ;2073;Москва и обл.;1 975 814,00;1 810 035,00;165 779,00;9,16
567;0;Далена Банк;1948;Москва и обл.;1 954 547,00;1 927 369,00;27 178,00;1,41
568;10;Социум-Банк;2881;Москва и обл.;1 949 335,00;1 848 510,00;100 825,00;5,45
569;-24;Евразийский Банк;969;Москва и обл.;1 941 428,00;2 180 785,00;-239 357,00;-10,98
570;6;Коммерческий Банк Развития;3364;Москва и обл.;1 912 797,00;1 851 502,00;61 295,00;3,31
571;-22;Риал-Кредит;3393;Москва и обл.;1 912 422,00;2 098 477,00;-186 055,00;-8,87
572;3;ПК-Банк;2652;Нижегородская обл.;1 909 023,00;1 855 252,00;53 771,00;2,90
573;-4;Нальчик;695;Кабардино-Балкария;1 901 836,00;1 916 821,00;-14 985,00;-0,78
574;-4;ЮMoney;3510;Россия;1 893 637,00;1 893 637,00;0,00;0
575;2;Народный Банк;2249;Карачаево-Черкесия;1 874 605,00;1 851 366,00;23 239,00;1,26
576;6;Холмск;503;Сахалинская обл.;1 864 930,00;1 830 996,00;33 934,00;1,85
577;4;Банк Реалист;2646;Москва и обл.;1 858 947,00;1 837 213,00;21 734,00;1,18
578;1;Уралфинанс;1370;Свердловская обл.;1 858 019,00;1 843 127,00;14 892,00;0,81
579;-26;Интеркапитал-Банк;2706;Мордовия;1 851 137,00;2 076 326,00;-225 189,00;-10,85
580;6;Старооскольский Агропромбанк;1050;Белгородская обл.;1 849 872,00;1 810 242,00;39 630,00;2,19
581;-10;Современные Стандарты Бизнеса;3397;Москва и обл.;1 845 952,00;1 890 684,00;-44 732,00;-2,37
582;8;Международный Строительный Банк;3484;Москва и обл.;1 844 299,00;1 798 430,00;45 869,00;2,55
583;-15;Новый Символ;370;Москва и обл.;1 821 516,00;1 921 281,00;-99 765,00;-5,19
584;-42;Союзпромбанк;2965;Москва и обл.;1 811 441,00;2 188 432,00;-376 991,00;-17,23
585;8;Вэлтон Банк;1105;Белгородская обл.;1 788 349,00;1 743 959,00;44 390,00;2,55
586;-39;ИпоТек Банк;2794;Москва и обл.;1 784 298,00;2 138 861,00;-354 563,00;-16,58
587;16;Н-Банк;3493;Москва и обл.;1 774 577,00;1 634 923,00;139 654,00;8,54
588;7;Банк Глобус;2438;Москва и обл.;1 771 775,00;1 718 613,00;53 162,00;3,09
589;-1;Екатерининский;2167;Москва и обл.;1 763 908,00;1 807 425,00;-43 517,00;-2,41
590;-7;Инкаробанк;2696;Москва и обл.;1 726 179,00;1 824 889,00;-98 710,00;-5,41
591;1;Дом-Банк;3209;Москва и обл.;1 723 789,00;1 763 987,00;-40 198,00;-2,28
592;5;Тагилбанк;1635;Свердловская обл.;1 720 725,00;1 704 220,00;16 505,00;0,97
593;-217;Земкомбанк;574;Ростовская обл.;1 719 446,00;5 120 591,00;-3 401 145,00;-66,42
594;33;Еврокапитал-Альянс;3459;Ярославская обл.;1 691 964,00;1 466 329,00;225 635,00;15,39
595;7;Фреско Банк;1415;Москва и обл.;1 682 196,00;1 643 691,00;38 505,00;2,34
596;43;Прайм Финанс;2758;Санкт-Петербург и обл.;1 677 592,00;1 385 212,00;292 380,00;21,11
597;3;Банк ВВБ;1093;Ярославская обл.;1 674 774,00;1 688 004,00;-13 230,00;-0,78
598;1;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 672 554,00;1 700 072,00;-27 518,00;-1,62
599;19;Златкомбанк;568;Москва и обл.;1 669 718,00;1 512 859,00;156 859,00;10,37
600;1;Московский Вексельный Банк;2697;Москва и обл.;1 666 762,00;1 677 293,00;-10 531,00;-0,63
601;-3;Пульс Столицы;3002;Москва и обл.;1 645 579,00;1 703 521,00;-57 942,00;-3,40
602;8;Геленджик-Банк;790;Краснодарский край;1 635 787,00;1 576 527,00;59 260,00;3,76
603;21;Максима;3379;Москва и обл.;1 633 307,00;1 484 474,00;148 833,00;10,03
604;4;Региональный Коммерческий Банк;836;Ульяновская обл.;1 617 520,00;1 596 327,00;21 193,00;1,33
605;-14;Соколовский;2830;Москва и обл.;1 608 431,00;1 779 103,00;-170 672,00;-9,59
606;-12;Единственный;3187;Москва и обл.;1 591 576,00;1 723 369,00;-131 793,00;-7,65
607;-2;Объединенный Банк Республики;1016;Чувашия;1 581 307,00;1 616 363,00;-35 056,00;-2,17
608;29;Кредитинвест;1197;Дагестан;1 581 109,00;1 395 948,00;185 161,00;13,26
609;2;Плато-Банк;2071;Свердловская обл.;1 569 360,00;1 553 873,00;15 487,00;1,00
610;-6;Бумеранг;1002;Вологодская обл.;1 555 688,00;1 626 691,00;-71 003,00;-4,36
611;23;К2 Банк;2851;Карачаево-Черкесия;1 549 345,00;1 436 377,00;112 968,00;7,86
612;5;Приобье;537;Тюменская обл.;1 548 666,00;1 534 292,00;14 374,00;0,94
613;-4;Метрополь;1639;Москва и обл.;1 547 600,00;1 590 572,00;-42 972,00;-2,70
614;8;Америкэн Экспресс Банк;3460;Москва и обл.;1 535 504,00;1 496 631,00;38 873,00;2,60
615;68;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;1 528 916,00;1 078 841,00;450 075,00;41,72
616;-50;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;1 525 798,00;1 945 026,00;-419 228,00;-21,55
617;-3;Почтобанк;1788;Пермская обл.;1 524 615,00;1 541 653,00;-17 038,00;-1,11
618;10;ГринКомБанк;1184;Иркутская обл.;1 521 127,00;1 465 424,00;55 703,00;3,80
619;-6;Примтеркомбанк;21;Приморский край;1 515 516,00;1 548 140,00;-32 624,00;-2,11
620;13;Алданзолотобанк;854;Саха (Якутия);1 508 054,00;1 443 642,00;64 412,00;4,46
621;-14;Жилкредит;1736;Москва и обл.;1 507 607,00;1 602 305,00;-94 698,00;-5,91
622;4;Калуга;1151;Калужская обл.;1 505 343,00;1 470 309,00;35 034,00;2,38
623;-8;Тайм Банк;3120;Москва и обл.;1 490 332,00;1 535 004,00;-44 672,00;-2,91
624;-52;Кредпромбанк;1165;Ярославская обл.;1 489 898,00;1 886 019,00;-396 121,00;-21,00
625;7;Капиталбанк;2547;Ростовская обл.;1 486 434,00;1 446 204,00;40 230,00;2,78
626;-3;Арзамас;1281;Нижегородская обл.;1 481 864,00;1 489 388,00;-7 524,00;-0,51
627;2;Саратов;330;Саратовская обл.;1 471 220,00;1 461 108,00;10 112,00;0,69
628;3;Майкопбанк;1136;Адыгея;1 466 583,00;1 452 418,00;14 165,00;0,98
629;1;Лидер;3304;Москва и обл.;1 465 089,00;1 460 263,00;4 826,00;0,33
630;-24;Новый Кредитный Союз;3139;Москва и обл.;1 452 220,00;1 608 700,00;-156 480,00;-9,73
631;5;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 448 375,00;1 402 484,00;45 891,00;3,27
632;-20;Траст Капитал Банк;2741;Москва и обл.;1 446 474,00;1 550 501,00;-104 027,00;-6,71
633;16;Азимут;3154;Москва и обл.;1 443 364,00;1 335 553,00;107 811,00;8,07
634;1;Строительно-Коммерческий Банк;3050;Санкт-Петербург и обл.;1 441 363,00;1 422 638,00;18 725,00;1,32
635;-15;Кетовский Коммерческий Банк;842;Курганская обл.;1 425 172,00;1 506 148,00;-80 976,00;-5,38
636;-17;Мосводоканалбанк;2863;Москва и обл.;1 418 457,00;1 511 360,00;-92 903,00;-6,15
637;56;РФИ Банк;3351;Москва и обл.;1 396 189,00;1 004 123,00;392 066,00;39,05
638;6;Кемсоцинбанк;96;Кемеровская обл.;1 388 279,00;1 375 905,00;12 374,00;0,90
639;-14;Бизнес для Бизнеса;1060;Чувашия;1 387 067,00;1 471 152,00;-84 085,00;-5,72
640;-19;Мострансбанк;2258;Москва и обл.;1 371 801,00;1 505 620,00;-133 819,00;-8,89
641;30;Мико-Банк;3195;Москва и обл.;1 362 339,00;1 142 645,00;219 694,00;19,23
642;6;Синергия;2884;Саратовская обл.;1 362 031,00;1 360 715,00;1 316,00;0,10
643;10;Агроинкомбанк;1946;Астраханская обл.;1 358 322,00;1 277 111,00;81 211,00;6,36
644;-2;ЮМК Банк;3495;Краснодарский край;1 348 067,00;1 378 447,00;-30 380,00;-2,20
645;2;Пурпе;709;Тюменская обл.;1 339 596,00;1 362 979,00;-23 383,00;-1,72
646;10;Эльбин;2267;Дагестан;1 337 356,00;1 256 485,00;80 871,00;6,44
647;-1;Великие Луки Банк;598;Псковская обл.;1 334 511,00;1 366 699,00;-32 188,00;-2,36
648;2;Спутник;1071;Оренбургская обл.;1 307 892,00;1 288 672,00;19 220,00;1,49
649;3;Межрегиональный Клиринговый Банк;2543;Москва и обл.;1 305 798,00;1 284 375,00;21 423,00;1,67
650;-7;Ростфинанс;481;Ростовская обл.;1 304 670,00;1 376 504,00;-71 834,00;-5,22
651;-11;Нарат;1902;Саратовская обл.;1 304 623,00;1 381 761,00;-77 138,00;-5,58
652;-1;Вологдабанк;992;Вологодская обл.;1 296 548,00;1 287 083,00;9 465,00;0,74
653;-15;Нерюнгрибанк;825;Саха (Якутия);1 292 268,00;1 394 142,00;-101 874,00;-7,31
654;-9;Уралприватбанк;153;Свердловская обл.;1 280 150,00;1 368 870,00;-88 720,00;-6,48
655;29;Взаимодействие;1704;Новосибирская обл.;1 235 297,00;1 073 561,00;161 736,00;15,07
656;9;Руна-Банк;3207;Москва и обл.;1 232 849,00;1 177 023,00;55 826,00;4,74
657;11;Арксбанк;1868;Москва и обл.;1 226 895,00;1 167 806,00;59 089,00;5,06
658;-1;Европейский Экспресс;3449;Москва и обл.;1 223 451,00;1 225 983,00;-2 532,00;-0,21
659;5;Сельмашбанк;106;Ростовская обл.;1 217 960,00;1 178 844,00;39 116,00;3,32
660;12;Яндекс Банк;3027;Москва и обл.;1 207 694,00;1 140 220,00;67 474,00;5,92
661;-7;Химик;1114;Нижегородская обл.;1 206 579,00;1 268 176,00;-61 597,00;-4,86
662;1;Первый Дортрансбанк;3271;Кировская обл.;1 204 703,00;1 186 652,00;18 051,00;1,52
663;42;Озон Банк;3516;Москва и обл.;1 203 515,00;942 755,00;260 760,00;27,66
664;-3;Банк Премьер Кредит;1663;Москва и обл.;1 196 377,00;1 201 147,00;-4 770,00;-0,40
665;1;Дон-Тексбанк;1818;Ростовская обл.;1 191 253,00;1 176 520,00;14 733,00;1,25
666;-4;Симбирск;653;Ульяновская обл.;1 181 544,00;1 192 517,00;-10 973,00;-0,92
667;-7;Булгар Банк;1917;Татарстан;1 165 223,00;1 202 858,00;-37 635,00;-3,13
668;-9;Кредитбанк;1035;Калмыкия;1 142 874,00;1 204 704,00;-61 830,00;-5,13
669;7;Икано Банк;3519;Москва и обл.;1 137 316,00;1 122 451,00;14 865,00;1,32
670;8;Новый Промышленный Банк;930;Москва и обл.;1 134 739,00;1 118 849,00;15 890,00;1,42
671;2;Смолевич;1121;Смоленская обл.;1 131 691,00;1 128 104,00;3 587,00;0,32
672;-3;Сервис Резерв;2034;Москва и обл.;1 129 734,00;1 163 810,00;-34 076,00;-2,93
673;1;Агора;3231;Москва и обл.;1 125 030,00;1 126 652,00;-1 622,00;-0,14
674;-16;Сталь Банк;2248;Москва и обл.;1 116 769,00;1 221 600,00;-104 831,00;-8,58
675;2;Саммит Банк;85;Приморский край;1 109 997,00;1 120 929,00;-10 932,00;-0,98
676;10;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 106 031,00;1 048 712,00;57 319,00;5,47
677;-2;Ноосфера;2650;Республика Алтай;1 102 692,00;1 124 095,00;-21 403,00;-1,90
678;1;Ганзакомбанк;1734;Санкт-Петербург и обл.;1 100 931,00;1 118 526,00;-17 595,00;-1,57
679;-90;Металлург;2877;Москва и обл.;1 096 655,00;1 804 763,00;-708 108,00;-39,24
680;0;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;1 091 421,00;1 109 855,00;-18 434,00;-1,66
681;1;Регионфинансбанк;3357;Москва и обл.;1 087 242,00;1 101 282,00;-14 040,00;-1,27
682;-15;Онего;2484;Карелия;1 079 474,00;1 174 492,00;-95 018,00;-8,09
683;-2;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;1 066 811,00;1 107 231,00;-40 420,00;-3,65
684;-29;Академический Русский Банк;622;Москва и обл.;1 060 707,00;1 263 845,00;-203 138,00;-16,07
685;0;Джаст Банк;3503;Москва и обл.;1 058 465,00;1 071 801,00;-13 336,00;-1,24
686;6;ЕАТП Банк;1765;Астраханская обл.;1 045 766,00;1 005 727,00;40 039,00;3,98
687;3;Вятич;2796;Рязанская обл.;1 034 666,00;1 012 964,00;21 702,00;2,14
688;14;1Банк;2896;Северная Осетия — Алания;1 031 189,00;967 914,00;63 275,00;6,54
689;-2;Миръ;3089;Москва и обл.;1 030 698,00;1 038 555,00;-7 857,00;-0,76
690;38;Аделантбанк;1835;Москва и обл.;1 019 927,00;809 935,00;209 992,00;25,93
691;4;Республиканский Кредитный Альянс;3017;Москва и обл.;1 007 655,00;998 706,00;8 949,00;0,90
692;-4;Платежный Сервисный Банк;1943;Башкортостан;1 003 080,00;1 034 835,00;-31 755,00;-3,07
693;-77;Трастовый Республиканский Банк;3404;Москва и обл.;992 788,00;1 534 640,00;-541 852,00;-35,31
694;3;Тандем;1951;Москва и обл.;978 357,00;983 806,00;-5 449,00;-0,55
695;8;Си Ди Би Банк;3339;Краснодарский край;968 838,00;953 938,00;14 900,00;1,56
696;4;Камский Горизонт;2554;Татарстан;966 639,00;973 862,00;-7 223,00;-0,74
697;7;Новый Век;3417;Москва и обл.;950 213,00;953 182,00;-2 969,00;-0,31
698;-2;Байкалкредобанк;2990;Иркутская обл.;947 576,00;987 480,00;-39 904,00;-4,04
699;11;Курган;2568;Курганская обл.;947 225,00;919 105,00;28 120,00;3,06
700;11;Турбобанк;3203;Санкт-Петербург и обл.;946 172,00;910 826,00;35 346,00;3,88
701;6;Элекснет;3314;Москва и обл.;941 005,00;941 005,00;0,00;0
702;27;Объединенный Национальный Банк;2074;Нижегородская обл.;940 354,00;808 438,00;131 916,00;16,32
703;17;Инвест-Экобанк;1956;Санкт-Петербург и обл.;936 206,00;846 932,00;89 274,00;10,54
704;-15;Флора-Москва;533;Москва и обл.;935 239,00;1 024 268,00;-89 029,00;-8,69
705;-14;Содружество;2923;Москва и обл.;925 209,00;1 007 428,00;-82 219,00;-8,16
706;3;Финарс Банк;2938;Москва и обл.;916 790,00;923 091,00;-6 301,00;-0,68
707;17;СМБ-Банк;3504;Санкт-Петербург и обл.;916 593,00;828 808,00;87 785,00;10,59
708;5;Тетраполис;1586;Санкт-Петербург и обл.;913 410,00;900 249,00;13 161,00;1,46
709;13;Тальменка-Банк;826;Алтайский край;913 166,00;841 869,00;71 297,00;8,47
710;7;Тендер-Банк;2252;Москва и обл.;898 870,00;856 097,00;42 773,00;5,00
711;3;Вакобанк;1291;Псковская обл.;897 096,00;899 463,00;-2 367,00;-0,26
712;21;РУБанк;2813;Москва и обл.;888 318,00;789 290,00;99 028,00;12,55
713;-5;Интеркоопбанк;2803;Москва и обл.;884 290,00;928 187,00;-43 897,00;-4,73
714;12;Ипозембанк;3026;Самарская обл.;868 199,00;817 188,00;51 011,00;6,24
715;-14;Тексбанк;2756;Карачаево-Черкесия;867 736,00;969 990,00;-102 254,00;-10,54
716;23;Южный Региональный Банк;3015;Ростовская обл.;862 267,00;764 258,00;98 009,00;12,82
717;-19;Жилстройбанк;2769;Москва и обл.;859 451,00;981 098,00;-121 647,00;-12,40
718;17;Расчетный Дом;3350;Москва и обл.;859 413,00;782 319,00;77 094,00;9,85
719;-3;Акция;927;Ивановская обл.;859 130,00;857 361,00;1 769,00;0,21
720;-21;Динамичные Системы;3439;Москва и обл.;857 474,00;977 003,00;-119 529,00;-12,23
721;-15;Эсидбанк;1991;Дагестан;846 414,00;942 235,00;-95 821,00;-10,17
722;-7;Соверен Банк;3206;Москва и обл.;845 882,00;864 318,00;-18 436,00;-2,13
723;-2;Бузулукбанк;1282;Оренбургская обл.;838 881,00;844 553,00;-5 672,00;-0,67
724;3;Международный Расчетный Банк;3028;Москва и обл.;837 542,00;816 409,00;21 133,00;2,59
725;11;Спецстройбанк;236;Москва и обл.;822 676,00;781 112,00;41 564,00;5,32
726;4;Прохладный;874;Кабардино-Балкария;818 248,00;807 601,00;10 647,00;1,32
727;-4;Центрально-Азиатский;3037;Хакасия;813 384,00;830 190,00;-16 806,00;-2,02
728;15;Вайлдберриз Банк;841;Адыгея;793 460,00;736 013,00;57 447,00;7,81
729;3;Классик Эконом Банк;3298;Северная Осетия — Алания;783 830,00;800 950,00;-17 120,00;-2,14
730;1;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;783 217,00;805 445,00;-22 228,00;-2,76
731;-13;Космос;2245;Москва и обл.;781 452,00;849 042,00;-67 590,00;-7,96
732;-13;Русский Банк Сбережений;779;Ставропольский край;780 943,00;847 818,00;-66 875,00;-7,89
733;12;Невастройинвест;1926;Санкт-Петербург и обл.;776 914,00;732 496,00;44 418,00;6,06
734;4;Первоуральскбанк;965;Свердловская обл.;776 732,00;775 173,00;1 559,00;0,20
735;17;РусьРегионБанк;685;Москва и обл.;766 970,00;693 743,00;73 227,00;10,56
736;18;Народный Инвестиционный Банк;2876;Самарская обл.;762 415,00;686 487,00;75 928,00;11,06
737;0;БВА Банк;1684;Москва и обл.;755 907,00;778 735,00;-22 828,00;-2,93
738;15;НСТ-Банк;1738;Оренбургская обл.;734 860,00;688 191,00;46 669,00;6,78
739;1;Русский Финансовый Альянс;2035;Москва и обл.;733 120,00;752 398,00;-19 278,00;-2,56
740;2;Славянбанк;804;Новгородская обл.;728 033,00;744 795,00;-16 762,00;-2,25
741;6;Кузбассхимбанк;2868;Кемеровская обл.;720 105,00;710 985,00;9 120,00;1,28
742;14;Балаково-Банк;444;Саратовская обл.;713 515,00;665 406,00;48 109,00;7,23
743;5;МТИ Банк;1052;Москва и обл.;711 359,00;705 098,00;6 261,00;0,89
744;0;Ресурс-Траст;3122;Москва и обл.;710 854,00;733 096,00;-22 242,00;-3,03
745;1;Региональный Корпоративный Банк;1134;Москва и обл.;705 148,00;723 241,00;-18 093,00;-2,50
746;5;Майский;1673;Кабардино-Балкария;704 385,00;696 689,00;7 696,00;1,10
747;24;Дружба;990;Тюменская обл.;680 388,00;538 403,00;141 985,00;26,37
748;15;Старый Кремль;2657;Москва и обл.;666 859,00;636 753,00;30 106,00;4,73
749;1;ГРиС-Банк;1928;Ставропольский край;659 134,00;699 666,00;-40 532,00;-5,79
750;20;АлтайБизнес-Банк;2388;Алтайский край;658 032,00;561 341,00;96 691,00;17,23
751;8;Гефест;1046;Тверская обл.;652 659,00;658 225,00;-5 566,00;-0,85
752;9;Банк РСИ;3415;Москва и обл.;644 642,00;641 666,00;2 976,00;0,46
753;-4;Народный Земельно-Промышленный Банк;2873;Алтайский край;642 393,00;699 993,00;-57 600,00;-8,23
754;6;ПэйПал Ру;3517;Москва и обл.;642 092,00;642 092,00;0,00;0
755;7;Москва;1661;Москва и обл.;638 488,00;636 785,00;1 703,00;0,27
756;-15;ТЭСТ;3440;Москва и обл.;636 139,00;746 246,00;-110 107,00;-14,75
757;37;Континенталь;3184;Ставропольский край;633 034,00;443 660,00;189 374,00;42,68
758;-3;Межрегионбанк;1059;Москва и обл.;630 126,00;671 484,00;-41 358,00;-6,16
759;5;Прокоммерцбанк;2996;Москва и обл.;616 711,00;633 321,00;-16 610,00;-2,62
760;6;Вестинтербанк;3398;Москва и обл.;614 544,00;614 047,00;497,00;0,08
761;7;Внешфинбанк;3173;Краснодарский край;588 367,00;601 081,00;-12 714,00;-2,12
762;-5;Анелик РУ;3443;Москва и обл.;586 079,00;661 195,00;-75 116,00;-11,36
763;2;Холдинвестбанк;2837;Москва и обл.;575 238,00;632 187,00;-56 949,00;-9,01
764;27;Восточно-Европейский Трастовый Банк;2253;Москва и обл.;562 038,00;462 426,00;99 612,00;21,54
765;7;АББ;2937;Москва и обл.;540 160,00;534 455,00;5 705,00;1,07
766;68;Евроинвест;3383;Москва и обл.;534 977,00;178 577,00;356 400,00;199,58
767;7;Геобанк;2027;Москва и обл.;527 466,00;523 490,00;3 976,00;0,76
768;14;Межрегиональный Банк Реконструкции;2620;Москва и обл.;527 175,00;491 495,00;35 680,00;7,26
769;0;АвтоКредитБанк;1973;Татарстан;522 209,00;573 537,00;-51 328,00;-8,95
770;-45;Далетбанк;3049;Москва и обл.;516 108,00;817 453,00;-301 345,00;-36,86
771;-13;Азия Банк;3183;Москва и обл.;501 332,00;660 383,00;-159 051,00;-24,08
772;4;Приполярком;507;Тюменская обл.;501 111,00;517 828,00;-16 717,00;-3,23
773;8;Башпромбанк;1006;Башкортостан;496 728,00;497 018,00;-290,00;-0,06
774;5;Центр Межбанковских Расчетов;3400;Москва и обл.;495 790,00;501 131,00;-5 341,00;-1,07
775;0;Телекоммерц Банк;3380;Тульская обл.;495 703,00;518 502,00;-22 799,00;-4,40
776;8;Олма-Банк;3250;Москва и обл.;491 677,00;487 620,00;4 057,00;0,83
777;15;Адам Интернэшнл;2232;Дагестан;489 769,00;452 294,00;37 475,00;8,29
778;24;Далта-Банк;142;Приморский край;486 905,00;399 354,00;87 551,00;21,92
779;6;Рента-Банк;3095;Москва и обл.;481 895,00;482 062,00;-167,00;-0,03
780;0;Стар Альянс;3433;Москва и обл.;479 153,00;497 331,00;-18 178,00;-3,66
781;6;Энтузиастбанк;3048;Москва и обл.;477 430,00;473 330,00;4 100,00;0,87
782;4;Новокиб;1747;Кемеровская обл.;476 017,00;474 498,00;1 519,00;0,32
783;7;ФинТех;3499;Москва и обл.;462 374,00;463 320,00;-946,00;-0,20
784;4;Максимум;466;Ростовская обл.;456 684,00;465 261,00;-8 577,00;-1,84
785;10;Банк Берейт;3505;Санкт-Петербург и обл.;450 595,00;441 655,00;8 940,00;2,02
786;-3;Сургутский Центральный Коммерческий Банк;684;Тюменская обл.;446 592,00;489 020,00;-42 428,00;-8,68
787;-14;Промсвязьинвест;2761;Дагестан;440 173,00;533 524,00;-93 351,00;-17,50
788;5;МВС Банк;2407;Дагестан;434 386,00;450 484,00;-16 098,00;-3,57
789;8;РИТЦ Банк;2677;Москва и обл.;432 783,00;422 284,00;10 499,00;2,49
790;6;Европейский Стандарт;3200;Кабардино-Балкария;419 867,00;432 046,00;-12 179,00;-2,82
791;13;Логос;3233;Москва и обл.;419 666,00;397 078,00;22 588,00;5,69
792;-3;Лада-Кредит;2668;Москва и обл.;410 301,00;463 335,00;-53 034,00;-11,45
793;5;Эко-Инвест;3116;Москва и обл.;409 401,00;421 740,00;-12 339,00;-2,93
794;6;Электронный платежный сервис;3509;Москва и обл.;406 057,00;406 057,00;0,00;0
795;12;Информпрогресс;2166;Москва и обл.;405 614,00;384 573,00;21 041,00;5,47
796;5;ИР-Кредит;1724;Москва и обл.;399 628,00;402 903,00;-3 275,00;-0,81
797;17;Алжан;2491;Дагестан;394 258,00;352 326,00;41 932,00;11,90
798;7;ПрестижКредитБанк;2922;Дагестан;389 297,00;390 441,00;-1 144,00;-0,29
799;7;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;379 020,00;387 823,00;-8 803,00;-2,27
800;13;Платежи и Расчеты;3324;Самарская обл.;375 805,00;357 246,00;18 559,00;5,20
801;8;Таганрогбанк;3136;Ростовская обл.;369 022,00;373 868,00;-4 846,00;-1,30
802;10;Народный Банк Тувы;1309;Тыва;368 132,00;358 512,00;9 620,00;2,68
803;-4;Кредо Финанс;793;Дагестан;367 513,00;406 541,00;-39 028,00;-9,60
804;11;Альтернатива;3452;Москва и обл.;363 212,00;345 471,00;17 741,00;5,14
