Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Май, 2014, тыс. рублей;Апрель, 2014, тыс. рублей;Изменение, тыс. рублей;Изменение, %
46;-1;РосЕвроБанк;3137;Москва и обл.;136 405 470,00;137 085 188,00;-679 718,00;-0,50
47;0;МСП Банк;3340;Москва и обл.;135 873 890,00;134 592 378,00;1 281 512,00;0,95
48;2;Татфондбанк;3058;Татарстан;131 220 967,00;129 630 902,00;1 590 065,00;1,23
49;3;Банк ДОМ.РФ;2312;Москва и обл.;130 084 876,00;123 037 986,00;7 046 890,00;5,73
50;-1;СКБ-Банк;705;Свердловская обл.;127 411 033,00;129 694 125,00;-2 283 092,00;-1,76
51;3;Ренессанс Кредит;3354;Москва и обл.;122 992 994,00;120 467 980,00;2 525 014,00;2,10
52;4;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;122 780 924,00;117 983 451,00;4 797 473,00;4,07
53;0;Инвестторгбанк;2763;Москва и обл.;122 342 498,00;122 459 708,00;-117 210,00;-0,10
54;-3;РГС Банк;3073;Москва и обл.;121 641 827,00;125 741 139,00;-4 099 312,00;-3,26
55;4;Авангард;2879;Москва и обл.;117 626 493,00;111 327 976,00;6 298 517,00;5,66
56;-1;Русфинанс Банк;1792;Самарская обл.;116 734 843,00;118 975 673,00;-2 240 830,00;-1,88
57;1;ДельтаКредит;3338;Москва и обл.;114 071 871,00;113 859 822,00;212 049,00;0,19
58;-1;Тинькофф Банк;2673;Москва и обл.;110 328 174,00;116 858 388,00;-6 530 214,00;-5,59
59;2;Национальный Расчетный Депозитарий;3294;Москва и обл.;108 943 394,00;108 085 894,00;857 500,00;0,79
60;0;Пробизнесбанк;2412;Москва и обл.;106 060 280,00;108 736 721,00;-2 676 441,00;-2,46
61;-15;Дойче Банк;3328;Москва и обл.;104 917 429,00;135 590 414,00;-30 672 985,00;-22,62
62;0;Пересвет;2110;Москва и обл.;104 136 134,00;105 681 084,00;-1 544 950,00;-1,46
63;1;Российский Кредит;324;Москва и обл.;101 456 701,00;94 364 777,00;7 091 924,00;7,52
64;2;Всероссийский Банк Развития Регионов;3287;Москва и обл.;99 788 850,00;89 992 339,00;9 796 511,00;10,89
65;0;Запсибкомбанк;918;Тюменская обл.;95 418 512,00;93 673 179,00;1 745 333,00;1,86
66;-3;БНП Париба Банк;3407;Москва и обл.;88 875 255,00;96 176 264,00;-7 301 009,00;-7,59
67;0;Банк БФА;3038;Санкт-Петербург и обл.;88 367 272,00;88 422 434,00;-55 162,00;-0,06
68;1;ЦентроКредит;121;Москва и обл.;83 760 806,00;85 099 887,00;-1 339 081,00;-1,57
69;5;Рост Банк;2888;Москва и обл.;83 508 718,00;79 159 489,00;4 349 229,00;5,49
70;-2;Банк Интеза;2216;Москва и обл.;83 269 462,00;87 837 934,00;-4 568 472,00;-5,20
71;-1;Нота-Банк;2913;Москва и обл.;82 522 046,00;83 616 150,00;-1 094 104,00;-1,31
72;-1;Союз;2307;Москва и обл.;82 156 480,00;83 148 523,00;-992 043,00;-1,19
73;0;Центр-инвест;2225;Ростовская обл.;80 615 304,00;79 552 213,00;1 063 091,00;1,34
74;1;Сетелем Банк;2168;Москва и обл.;80 385 764,00;77 580 303,00;2 805 461,00;3,62
75;-3;Локо-Банк;2707;Москва и обл.;79 755 243,00;79 592 560,00;162 683,00;0,20
76;0;Роскосмосбанк;2989;Москва и обл.;78 329 979,00;75 220 662,00;3 109 317,00;4,13
77;8;Московский Областной Банк;1751;Москва и обл.;71 347 221,00;65 327 138,00;6 020 083,00;9,22
78;1;Связной Банк;1961;Москва и обл.;70 923 625,00;72 210 353,00;-1 286 728,00;-1,78
79;4;Международный Финансовый Клуб;2618;Москва и обл.;69 984 370,00;67 396 090,00;2 588 280,00;3,84
80;1;СБ Банк (Судостроительный банк);2999;Москва и обл.;69 826 068,00;69 922 038,00;-95 970,00;-0,14
81;-3;Балтийский Банк;128;Москва и обл.;68 439 397,00;72 857 735,00;-4 418 338,00;-6,06
82;7;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;67 720 010,00;60 108 207,00;7 611 803,00;12,66
83;4;Югра;880;Тюменская обл.;66 367 585,00;62 739 249,00;3 628 336,00;5,78
84;0;Юниаструм Банк;2771;Москва и обл.;65 814 517,00;65 922 746,00;-108 229,00;-0,16
85;-3;Сургутнефтегазбанк;588;Тюменская обл.;65 399 853,00;67 844 566,00;-2 444 713,00;-3,60
86;0;Металлинвестбанк;2440;Москва и обл.;64 526 942,00;64 184 295,00;342 647,00;0,53
87;-7;Балтинвестбанк;3176;Санкт-Петербург и обл.;64 264 525,00;70 088 135,00;-5 823 610,00;-8,31
88;0;Первобанк;3461;Самарская обл.;60 440 022,00;61 553 831,00;-1 113 809,00;-1,81
89;2;Интеркоммерц Банк;1657;Москва и обл.;58 078 620,00;57 256 597,00;822 023,00;1,44
90;0;Собинбанк;1317;Москва и обл.;56 461 908,00;58 034 719,00;-1 572 811,00;-2,71
91;4;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;55 081 318,00;51 949 673,00;3 131 645,00;6,03
92;2;Тойота Банк;3470;Москва и обл.;53 494 176,00;52 865 337,00;628 839,00;1,19
93;4;РосинтерБанк;226;Москва и обл.;50 116 837,00;49 693 273,00;423 564,00;0,85
94;5;Таврический Банк;2304;Санкт-Петербург и обл.;49 735 602,00;47 439 536,00;2 296 066,00;4,84
95;1;Кубань Кредит;2518;Краснодарский край;49 625 336,00;49 878 760,00;-253 424,00;-0,51
96;36;Финпромбанк (ФПБ Банк);2157;Москва и обл.;48 936 311,00;33 013 934,00;15 922 377,00;48,23
97;5;Экспобанк;2998;Москва и обл.;47 900 475,00;44 429 523,00;3 470 952,00;7,81
98;2;Национальный Стандарт;3421;Москва и обл.;44 715 486,00;47 366 084,00;-2 650 598,00;-5,60
99;-6;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;44 399 602,00;53 085 747,00;-8 686 145,00;-16,36
100;3;Межтопэнергобанк;2956;Москва и обл.;43 593 893,00;43 567 546,00;26 347,00;0,06
101;3;Экспресс-Волга;3085;Саратовская обл.;43 320 046,00;43 250 188,00;69 858,00;0,16
102;-1;Еврофинанс Моснарбанк;2402;Москва и обл.;42 591 961,00;46 438 379,00;-3 846 418,00;-8,28
103;2;Коммерцбанк (Евразия);3333;Москва и обл.;42 084 600,00;41 891 881,00;192 719,00;0,46
104;2;Народный Кредит;2401;Москва и обл.;41 973 216,00;40 432 984,00;1 540 232,00;3,81
105;13;Бинбанк Диджитал;2827;Москва и обл.;41 607 831,00;36 810 288,00;4 797 543,00;13,03
106;-8;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;41 561 637,00;48 805 006,00;-7 243 369,00;-14,84
107;12;БФГ-Кредит;3068;Москва и обл.;40 913 223,00;36 755 252,00;4 157 971,00;11,31
108;0;Первый Республиканский Банк;1730;Москва и обл.;40 129 467,00;40 129 467,00;0,00;0
109;58;АйСиБиСи Банк;3475;Москва и обл.;39 810 575,00;22 274 894,00;17 535 681,00;78,72
110;3;Фора-Банк;1885;Москва и обл.;39 116 681,00;38 417 530,00;699 151,00;1,82
111;-2;Аверс;415;Татарстан;39 033 959,00;39 265 646,00;-231 687,00;-0,59
112;-5;Меткомбанк (Череповец);901;Вологодская обл.;38 123 328,00;40 321 863,00;-2 198 535,00;-5,45
113;1;НС Банк;3124;Москва и обл.;37 923 867,00;38 162 676,00;-238 809,00;-0,63
114;2;Крайинвестбанк;3360;Краснодарский край;37 590 371,00;37 080 891,00;509 480,00;1,37
115;8;Почта Банк;650;Москва и обл.;37 437 748,00;36 410 386,00;1 027 362,00;2,82
116;9;Интерпромбанк;3266;Москва и обл.;37 417 067,00;36 053 632,00;1 363 435,00;3,78
117;-5;Русский Международный Банк;3123;Москва и обл.;37 318 511,00;38 631 073,00;-1 312 562,00;-3,40
118;-1;Кольцо Урала;65;Свердловская обл.;37 159 081,00;37 057 062,00;102 019,00;0,28
119;8;Челябинвестбанк;493;Челябинская обл.;37 055 846,00;35 596 999,00;1 458 847,00;4,10
120;-5;Примсоцбанк;2733;Приморский край;36 877 350,00;37 423 914,00;-546 564,00;-1,46
121;-1;Челиндбанк;485;Челябинская обл.;36 689 981,00;36 623 890,00;66 091,00;0,18
122;-1;СДМ-Банк;1637;Москва и обл.;36 317 528,00;36 540 210,00;-222 682,00;-0,61
123;-13;Интерпрогрессбанк;600;Москва и обл.;36 306 574,00;39 061 863,00;-2 755 289,00;-7,05
124;4;Фольксваген Банк Рус;3500;Москва и обл.;35 889 292,00;33 209 534,00;2 679 758,00;8,07
125;-3;Банк «Советский»;558;Санкт-Петербург и обл.;35 751 754,00;36 428 928,00;-677 174,00;-1,86
126;-15;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;35 442 455,00;38 733 142,00;-3 290 687,00;-8,50
127;-1;Саровбизнесбанк;2048;Нижегородская обл.;35 290 922,00;35 649 567,00;-358 645,00;-1,01
128;7;Банк Финсервис;3388;Москва и обл.;34 589 649,00;32 346 183,00;2 243 466,00;6,94
129;2;Левобережный;1343;Новосибирская обл.;33 472 487,00;33 117 174,00;355 313,00;1,07
130;10;Севергазбанк;2816;Вологодская обл.;33 162 929,00;30 843 928,00;2 319 001,00;7,52
131;2;БыстроБанк;1745;Удмуртия;33 028 426,00;32 748 015,00;280 411,00;0,86
132;7;Военно-Промышленный Банк;3065;Москва и обл.;32 978 360,00;30 929 213,00;2 049 147,00;6,63
133;-3;Росэнергобанк;2211;Москва и обл.;32 952 741,00;33 185 266,00;-232 525,00;-0,70
134;-5;Образование;1521;Москва и обл.;32 837 735,00;33 196 550,00;-358 815,00;-1,08
135;-11;ББР Банк;2929;Москва и обл.;32 709 285,00;36 310 788,00;-3 601 503,00;-9,92
136;1;Мосстройэкономбанк (М Банк);948;Москва и обл.;32 100 281,00;31 347 429,00;752 852,00;2,40
137;-3;Агропромкредит;2880;Москва и обл.;32 014 316,00;32 634 953,00;-620 637,00;-1,90
138;3;АМБ Банк;3036;Москва и обл.;31 695 448,00;30 551 941,00;1 143 507,00;3,74
139;-1;Газбанк;2316;Самарская обл.;31 199 628,00;31 186 791,00;12 837,00;0,04
140;-4;МБА-Москва;3395;Москва и обл.;31 042 600,00;32 335 227,00;-1 292 627,00;-4,00
141;2;Банк АВБ;23;Самарская обл.;30 084 855,00;29 998 996,00;85 859,00;0,29
142;4;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;28 867 330,00;28 870 723,00;-3 393,00;-0,01
143;4;Кедр;1574;Красноярский край;28 028 997,00;28 010 108,00;18 889,00;0,07
144;1;Дальневосточный Банк;843;Приморский край;27 925 223,00;29 269 739,00;-1 344 516,00;-4,59
145;3;Русстройбанк;3205;Москва и обл.;27 589 325,00;27 225 679,00;363 646,00;1,34
146;4;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Костромская обл.;27 480 561,00;26 683 095,00;797 466,00;2,99
147;2;Эллипс Банк;1950;Нижегородская обл.;26 600 786,00;26 964 622,00;-363 836,00;-1,35
148;3;Липецккомбанк;1242;Липецкая обл.;26 580 548,00;25 983 777,00;596 771,00;2,30
149;3;М2М Прайвет Банк;1414;Москва и обл.;26 335 937,00;25 694 056,00;641 881,00;2,50
150;7;Транспортный;3174;Москва и обл.;25 840 454,00;24 460 715,00;1 379 739,00;5,64
151;4;ПЧРБ Банк;3291;Москва и обл.;25 425 356,00;25 108 634,00;316 722,00;1,26
152;6;Модульбанк;1927;Костромская обл.;25 155 084,00;24 258 565,00;896 519,00;3,70
153;1;Приморье;3001;Приморский край;24 983 148,00;25 294 722,00;-311 574,00;-1,23
154;2;Акибанк;2587;Татарстан;24 523 572,00;25 042 361,00;-518 789,00;-2,07
155;-2;Кредит Урал Банк;2584;Челябинская обл.;24 447 841,00;25 447 696,00;-999 855,00;-3,93
156;3;Урал ФД;249;Пермская обл.;24 321 571,00;23 913 858,00;407 713,00;1,70
157;-65;Экспо Финанс;2594;Москва и обл.;24 287 342,00;53 599 383,00;-29 312 041,00;-54,69
158;2;Альта-Банк;2269;Москва и обл.;23 559 385,00;23 585 100,00;-25 715,00;-0,11
159;-15;Девон-Кредит;1972;Татарстан;23 475 802,00;29 823 947,00;-6 348 145,00;-21,29
160;5;Мерседес-Бенц Банк Рус;3473;Москва и обл.;23 138 093,00;22 442 780,00;695 313,00;3,10
161;0;Балтика;967;Санкт-Петербург и обл.;22 790 187,00;23 458 444,00;-668 257,00;-2,85
162;1;Москоммерцбанк;3365;Москва и обл.;22 445 393,00;22 767 563,00;-322 170,00;-1,42
163;5;БМВ Банк;3482;Москва и обл.;22 067 872,00;22 268 370,00;-200 498,00;-0,90
164;0;Интехбанк;2705;Татарстан;21 925 233,00;22 526 987,00;-601 754,00;-2,67
165;1;Спурт Банк;2207;Татарстан;21 753 504,00;22 289 129,00;-535 625,00;-2,40
166;4;Солидарность;554;Самарская обл.;21 619 354,00;21 619 683,00;-329,00;-0,00
167;8;АйМаниБанк;1975;Москва и обл.;20 964 863,00;20 637 021,00;327 842,00;1,59
168;11;Морской Банк;77;Москва и обл.;20 844 181,00;19 996 135,00;848 046,00;4,24
169;5;Легион;3117;Москва и обл.;20 828 978,00;20 794 541,00;34 437,00;0,17
170;6;АктивКапитал Банк;3006;Самарская обл.;20 710 305,00;20 615 166,00;95 139,00;0,46
171;2;Банк Кредит Свисс;2494;Москва и обл.;20 533 722,00;21 144 867,00;-611 145,00;-2,89
172;-10;БКС Банк;101;Новосибирская обл.;20 256 427,00;23 197 642,00;-2 941 215,00;-12,68
173;5;ФИА-Банк;2542;Самарская обл.;20 193 367,00;20 279 969,00;-86 602,00;-0,43
174;-2;Огни Москвы;2328;Москва и обл.;19 992 895,00;21 152 670,00;-1 159 775,00;-5,48
175;6;Алмазэргиэнбанк;2602;Саха (Якутия);19 529 567,00;19 521 302,00;8 265,00;0,04
176;20;Платежный Центр;3166;Новосибирская обл.;19 518 153,00;16 663 144,00;2 855 009,00;17,13
177;-6;Алеф-Банк;2119;Москва и обл.;19 446 835,00;21 198 388,00;-1 751 553,00;-8,26
178;6;Фининвест;671;Санкт-Петербург и обл.;19 415 160,00;19 302 261,00;112 899,00;0,58
179;4;Тольяттихимбанк;2507;Самарская обл.;19 277 053,00;19 305 904,00;-28 851,00;-0,15
180;0;Энергобанк;67;Татарстан;18 908 714,00;19 858 889,00;-950 175,00;-4,78
181;27;Гаранти Банк — Москва;3275;Москва и обл.;18 748 878,00;15 196 423,00;3 552 455,00;23,38
182;-13;Натиксис Банк;3390;Москва и обл.;18 732 223,00;22 194 874,00;-3 462 651,00;-15,60
183;17;Энерготрансбанк;1307;Калининградская обл.;18 222 710,00;16 464 216,00;1 758 494,00;10,68
184;1;Ланта-Банк;1920;Москва и обл.;18 109 268,00;18 889 985,00;-780 717,00;-4,13
185;3;Держава;2738;Москва и обл.;18 038 171,00;18 381 993,00;-343 822,00;-1,87
186;0;Национальный Резервный Банк;2170;Москва и обл.;17 919 741,00;18 675 885,00;-756 144,00;-4,05
187;0;ГПБ-Ипотека;2403;Москва и обл.;17 760 702,00;18 478 111,00;-717 409,00;-3,88
188;3;Форштадт;2208;Оренбургская обл.;17 702 653,00;17 656 316,00;46 337,00;0,26
189;0;Уралтрансбанк;812;Свердловская обл.;17 642 637,00;17 736 948,00;-94 311,00;-0,53
190;2;Курскпромбанк;735;Курская обл.;17 446 329,00;17 608 119,00;-161 790,00;-0,92
191;-1;Норвик Банк;902;Кировская обл.;17 213 678,00;17 732 248,00;-518 570,00;-2,92
192;3;Транснациональный Банк;2108;Москва и обл.;17 041 824,00;16 729 188,00;312 636,00;1,87
193;1;НБД-Банк;1966;Нижегородская обл.;17 032 469,00;16 816 950,00;215 519,00;1,28
194;-17;Тимер Банк;1581;Татарстан;16 595 663,00;20 285 644,00;-3 689 981,00;-18,19
195;4;МАСТ-Банк;3267;Москва и обл.;16 550 978,00;16 464 824,00;86 154,00;0,52
196;1;Инвесткапиталбанк;2377;Башкортостан;16 548 364,00;16 548 842,00;-478,00;-0,00
197;-15;Гута-Банк;256;Москва и обл.;16 406 449,00;19 324 622,00;-2 918 173,00;-15,10
198;4;Нацинвестпромбанк;3077;Москва и обл.;16 312 737,00;15 832 034,00;480 703,00;3,04
199;-1;Пойдем!;2534;Москва и обл.;16 137 119,00;16 530 809,00;-393 690,00;-2,38
200;-7;Московское Ипотечное Агентство;3344;Москва и обл.;15 859 425,00;17 044 403,00;-1 184 978,00;-6,95
201;25;Бэнк оф Чайна;2309;Москва и обл.;15 859 333,00;13 332 777,00;2 526 556,00;18,95
202;3;Газэнергобанк;3252;Калужская обл.;15 542 868,00;15 342 894,00;199 974,00;1,30
203;10;ОФК Банк;2270;Москва и обл.;15 343 947,00;14 780 728,00;563 219,00;3,81
204;20;Объединенный Капитал;2611;Санкт-Петербург и обл.;15 280 310,00;13 460 682,00;1 819 628,00;13,52
205;16;НК Банк;2755;Москва и обл.;15 275 562,00;14 256 845,00;1 018 717,00;7,15
206;4;Гранд Инвест Банк;3053;Москва и обл.;15 220 736,00;14 992 180,00;228 556,00;1,52
207;-4;Развитие-Столица;3013;Москва и обл.;15 162 186,00;15 536 634,00;-374 448,00;-2,41
208;8;Квантмобайл Банк;1189;Омская обл.;15 129 412,00;14 724 289,00;405 123,00;2,75
209;-3;Автоторгбанк;2776;Москва и обл.;15 040 126,00;15 326 155,00;-286 029,00;-1,87
210;2;Банк Город;2644;Москва и обл.;15 020 577,00;14 829 882,00;190 695,00;1,29
211;-7;Интрастбанк;3144;Москва и обл.;15 008 263,00;15 473 591,00;-465 328,00;-3,01
212;-5;Аресбанк;2914;Москва и обл.;15 006 730,00;15 237 326,00;-230 596,00;-1,51
213;-4;РосДорБанк;1573;Москва и обл.;14 975 261,00;15 188 129,00;-212 868,00;-1,40
214;21;Тройка-Д Банк;3431;Москва и обл.;14 932 920,00;12 719 216,00;2 213 704,00;17,40
215;3;Национальная Факторинговая Компания;3437;Москва и обл.;14 864 686,00;14 632 513,00;232 173,00;1,59
216;-2;Расчетно-Кредитный Банк;103;Москва и обл.;14 760 395,00;14 745 159,00;15 236,00;0,10
217;-6;Рублев;3098;Москва и обл.;14 751 205,00;14 899 636,00;-148 431,00;-1,00
218;-3;Хлынов;254;Кировская обл.;14 663 461,00;14 727 636,00;-64 175,00;-0,44
219;-2;СтарБанк;548;Москва и обл.;13 999 733,00;14 636 377,00;-636 644,00;-4,35
220;0;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;13 712 305,00;14 428 061,00;-715 756,00;-4,96
221;4;Анталбанк;3115;Москва и обл.;13 654 826,00;13 367 476,00;287 350,00;2,15
222;1;Денизбанк Москва;3330;Москва и обл.;13 409 500,00;13 743 498,00;-333 998,00;-2,43
223;4;ВУЗ-Банк;1557;Свердловская обл.;13 397 303,00;13 278 375,00;118 928,00;0,90
224;-2;Первомайский;518;Краснодарский край;13 349 350,00;14 210 079,00;-860 729,00;-6,06
225;37;Инвестиционный Республиканский Банк;2571;Москва и обл.;13 161 163,00;10 683 435,00;2 477 728,00;23,19
226;13;Тусар;2712;Москва и обл.;12 983 437,00;12 287 707,00;695 730,00;5,66
227;-26;Александровский;53;Санкт-Петербург и обл.;12 950 407,00;15 994 646,00;-3 044 239,00;-19,03
228;6;Центркомбанк;2983;Москва и обл.;12 916 289,00;12 731 892,00;184 397,00;1,45
229;8;Банк Акцепт;567;Новосибирская обл.;12 784 091,00;12 531 782,00;252 309,00;2,01
230;1;Социнвестбанк;1132;Башкортостан;12 774 728,00;12 938 351,00;-163 623,00;-1,26
231;5;Клиентский;2324;Москва и обл.;12 743 811,00;12 672 621,00;71 190,00;0,56
232;-3;БайкалБанк;2632;Бурятия;12 724 343,00;13 209 394,00;-485 051,00;-3,67
233;18;Росэксимбанк;2790;Москва и обл.;12 613 470,00;11 178 311,00;1 435 159,00;12,84
234;-4;СЭБ Банк;3235;Санкт-Петербург и обл.;12 573 501,00;13 028 781,00;-455 280,00;-3,49
235;-2;Банк ПСА Финанс Рус;3481;Москва и обл.;12 454 926,00;12 806 498,00;-351 572,00;-2,75
236;39;Киви Банк;2241;Москва и обл.;12 149 237,00;9 518 465,00;2 630 772,00;27,64
237;4;Росавтобанк;2767;Москва и обл.;12 091 054,00;12 223 359,00;-132 305,00;-1,08
238;0;ТЭМБР-Банк;2764;Москва и обл.;12 083 229,00;12 369 587,00;-286 358,00;-2,32
239;5;Экономбанк;1319;Саратовская обл.;11 741 474,00;11 898 796,00;-157 322,00;-1,32
240;6;Метробанк;2548;Москва и обл.;11 684 549,00;11 814 256,00;-129 707,00;-1,10
241;-1;Хованский;2145;Москва и обл.;11 640 144,00;12 247 559,00;-607 415,00;-4,96
242;0;Данске Банк;3307;Санкт-Петербург и обл.;11 593 757,00;12 131 596,00;-537 839,00;-4,43
243;5;Русский Ипотечный Банк;1968;Москва и обл.;11 481 289,00;11 442 469,00;38 820,00;0,34
244;3;Солидарность (Москва);1555;Москва и обл.;11 431 368,00;11 680 180,00;-248 812,00;-2,13
245;67;Чайна Констракшн;3515;Москва и обл.;11 333 504,00;7 615 235,00;3 718 269,00;48,83
246;22;ЕвроситиБанк;1869;Москва и обл.;11 321 053,00;10 442 697,00;878 356,00;8,41
247;-2;Русьуниверсалбанк;3293;Москва и обл.;11 302 827,00;11 854 079,00;-551 252,00;-4,65
248;-5;СИАБ;3245;Санкт-Петербург и обл.;11 255 217,00;12 071 478,00;-816 261,00;-6,76
249;4;РН Банк;170;Москва и обл.;11 179 368,00;11 131 656,00;47 712,00;0,43
250;-18;РЕСО Кредит;3450;Москва и обл.;11 159 434,00;12 935 930,00;-1 776 496,00;-13,73
251;4;Темпбанк;55;Москва и обл.;11 110 899,00;10 968 899,00;142 000,00;1,29
252;0;Экопромбанк;2011;Пермская обл.;11 053 698,00;11 151 348,00;-97 650,00;-0,88
253;-4;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;11 028 523,00;11 408 030,00;-379 507,00;-3,33
254;-4;Гарант-Инвест;2576;Москва и обл.;11 021 776,00;11 214 243,00;-192 467,00;-1,72
255;4;Унифин;2654;Москва и обл.;10 951 000,00;10 739 851,00;211 149,00;1,97
256;5;Дил-Банк;3384;Москва и обл.;10 834 024,00;10 694 440,00;139 584,00;1,31
257;3;Банк Оренбург;3269;Оренбургская обл.;10 732 991,00;10 724 651,00;8 340,00;0,08
258;-1;Екатеринбург;3161;Свердловская обл.;10 682 471,00;10 848 547,00;-166 076,00;-1,53
