Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Февраль, 2010, тыс. рублей;Январь, 2010, тыс. рублей;Изменение, тыс. рублей;Изменение, %
525;-17;Еврокапитал-Альянс;2672;Дагестан;1 691 603,00;1 880 089,00;-188 486,00;-10,03
526;3;Вологжанин;1896;Вологодская обл.;1 683 374,00;1 692 272,00;-8 898,00;-0,53
527;-60;Национальный Корпоративный Банк;3422;Москва и обл.;1 677 434,00;2 267 614,00;-590 180,00;-26,03
528;18;Уральский Трастовый Банк;2523;Удмуртия;1 669 458,00;1 597 823,00;71 635,00;4,48
529;1;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;1 647 631,00;1 690 879,00;-43 248,00;-2,56
530;19;Объединенный Банк Развития;3345;Москва и обл.;1 638 813,00;1 583 836,00;54 977,00;3,47
531;1;Синко-Банк;2838;Москва и обл.;1 635 301,00;1 671 714,00;-36 413,00;-2,18
532;63;Уралфинанс;1370;Свердловская обл.;1 633 025,00;1 289 973,00;343 052,00;26,59
533;56;Мультибанк;2235;Москва и обл.;1 632 053,00;1 305 737,00;326 316,00;24,99
534;8;Нацпромбанк;2360;Москва и обл.;1 615 721,00;1 631 641,00;-15 920,00;-0,98
535;-7;Профессионал Банк;2471;Москва и обл.;1 612 166,00;1 698 185,00;-86 019,00;-5,07
536;60;Банк Город;2644;Коми;1 597 199,00;1 283 353,00;313 846,00;24,46
537;-56;Межтрастбанк;2493;Москва и обл.;1 594 891,00;2 137 265,00;-542 374,00;-25,38
538;6;Банк Пермь;875;Пермская обл.;1 592 956,00;1 600 733,00;-7 777,00;-0,49
539;4;Выборг-Банк;720;Санкт-Петербург и обл.;1 590 360,00;1 610 298,00;-19 938,00;-1,24
540;-5;Новопокровский;467;Краснодарский край;1 588 969,00;1 662 638,00;-73 669,00;-4,43
541;15;Татагропромбанк;728;Татарстан;1 569 804,00;1 520 460,00;49 344,00;3,25
542;-11;Русский Ипотечный Банк;1968;Москва и обл.;1 563 153,00;1 677 816,00;-114 663,00;-6,83
543;-10;Зенит Сочи;232;Краснодарский край;1 561 795,00;1 668 429,00;-106 634,00;-6,39
544;23;Костромаселькомбанк;1115;Костромская обл.;1 551 696,00;1 455 426,00;96 270,00;6,61
545;5;Регион;233;Ярославская обл.;1 549 256,00;1 575 477,00;-26 221,00;-1,66
546;17;Крокус-Банк;2682;Москва и обл.;1 542 768,00;1 469 295,00;73 473,00;5,00
547;13;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 542 049,00;1 500 981,00;41 068,00;2,74
548;3;Форус Банк;3457;Нижегородская обл.;1 540 008,00;1 566 957,00;-26 949,00;-1,72
549;-12;Милбанк;3256;Москва и обл.;1 536 473,00;1 654 009,00;-117 536,00;-7,11
550;-9;Донхлеббанк;2285;Ростовская обл.;1 526 352,00;1 633 925,00;-107 573,00;-6,58
551;-32;Клиентский;2324;Москва и обл.;1 521 792,00;1 747 122,00;-225 330,00;-12,90
552;-12;Тандем;1951;Москва и обл.;1 516 672,00;1 636 540,00;-119 868,00;-7,32
553;-41;Современные Стандарты Бизнеса;3397;Москва и обл.;1 512 766,00;1 841 679,00;-328 913,00;-17,86
554;3;Кузнецкий;609;Пензенская обл.;1 511 608,00;1 513 586,00;-1 978,00;-0,13
555;-16;Сервис Резерв;2034;Москва и обл.;1 508 294,00;1 638 822,00;-130 528,00;-7,96
556;-36;Банк Экономический Союз;2798;Москва и обл.;1 496 411,00;1 744 645,00;-248 234,00;-14,23
557;2;Торгово-Строительный Банк;1250;Москва и обл.;1 489 615,00;1 502 410,00;-12 795,00;-0,85
558;-45;Бенифит-Банк;3229;Москва и обл.;1 486 371,00;1 821 015,00;-334 644,00;-18,38
559;-6;ФорБанк;2063;Алтайский край;1 469 169,00;1 564 267,00;-95 098,00;-6,08
560;26;Спецсетьстройбанк;3062;Москва и обл.;1 456 236,00;1 308 996,00;147 240,00;11,25
561;-9;Яринтербанк;2564;Ярославская обл.;1 444 298,00;1 564 690,00;-120 392,00;-7,69
562;11;Еврокредит;2957;Москва и обл.;1 441 752,00;1 406 151,00;35 601,00;2,53
563;3;Саратов;330;Саратовская обл.;1 439 085,00;1 460 345,00;-21 260,00;-1,46
564;40;Единственный;3187;Москва и обл.;1 425 519,00;1 237 150,00;188 369,00;15,23
565;4;Братский АНКБ;1144;Иркутская обл.;1 418 148,00;1 439 241,00;-21 093,00;-1,47
566;22;Нерюнгрибанк;825;Саха (Якутия);1 411 820,00;1 306 632,00;105 188,00;8,05
567;3;Кубанский Универсальный Банк;2898;Краснодарский край;1 404 510,00;1 439 124,00;-34 614,00;-2,41
568;-14;Соколовский;2830;Москва и обл.;1 399 239,00;1 556 139,00;-156 900,00;-10,08
569;-8;Викинг;2;Санкт-Петербург и обл.;1 377 013,00;1 499 622,00;-122 609,00;-8,18
570;-8;Владпромбанк;870;Владимирская обл.;1 374 538,00;1 471 302,00;-96 764,00;-6,58
571;22;УМ-Банк;1441;Свердловская обл.;1 368 088,00;1 296 846,00;71 242,00;5,49
572;-7;Объединенный Резервный Банк;937;Москва и обл.;1 363 505,00;1 463 050,00;-99 545,00;-6,80
573;-1;Еврокоммерц;1777;Москва и обл.;1 357 623,00;1 425 953,00;-68 330,00;-4,79
574;-6;Газнефтьбанк;3223;Саратовская обл.;1 357 461,00;1 447 833,00;-90 372,00;-6,24
575;7;Нейва;1293;Свердловская обл.;1 356 804,00;1 320 271,00;36 533,00;2,77
576;-38;Банк РМП;2574;Москва и обл.;1 353 779,00;1 648 044,00;-294 265,00;-17,86
577;-101;Земкомбанк;574;Ростовская обл.;1 351 231,00;2 191 119,00;-839 888,00;-38,33
578;-2;Траст Капитал Банк;2741;Москва и обл.;1 345 561,00;1 365 905,00;-20 344,00;-1,49
579;-1;Дом-Банк;3209;Москва и обл.;1 340 783,00;1 359 185,00;-18 402,00;-1,35
580;4;Аксонбанк;680;Костромская обл.;1 339 914,00;1 311 818,00;28 096,00;2,14
581;19;Липецкий Областной Банк;1794;Липецкая обл.;1 332 001,00;1 265 011,00;66 990,00;5,30
582;-24;Венец;524;Ульяновская обл.;1 331 951,00;1 502 597,00;-170 646,00;-11,36
583;-12;КОР;2148;Волгоградская обл.;1 327 792,00;1 428 217,00;-100 425,00;-7,03
584;-9;Кросна-Банк;2607;Москва и обл.;1 305 225,00;1 385 482,00;-80 257,00;-5,79
585;-30;Таатта;1249;Саха (Якутия);1 304 746,00;1 522 386,00;-217 640,00;-14,30
586;-12;Инвестиционный Союз;637;Москва и обл.;1 296 092,00;1 392 711,00;-96 619,00;-6,94
587;3;Далетбанк;3049;Москва и обл.;1 294 575,00;1 304 224,00;-9 649,00;-0,74
588;78;РЕСО Кредит;3450;Москва и обл.;1 289 498,00;964 923,00;324 575,00;33,64
589;27;Северный Кредит;2398;Вологодская обл.;1 281 549,00;1 168 646,00;112 903,00;9,66
590;-45;Юнистрим;3467;Москва и обл.;1 276 979,00;1 597 897,00;-320 918,00;-20,08
591;0;Йошкар-Ола;2802;Марий Эл;1 276 685,00;1 301 238,00;-24 553,00;-1,89
592;-45;Эсидбанк;1991;Дагестан;1 271 640,00;1 591 854,00;-320 214,00;-20,12
593;-13;Почта Банк;650;Брянская обл.;1 269 487,00;1 340 345,00;-70 858,00;-5,29
594;8;БСТ-Банк;2883;Кемеровская обл.;1 268 882,00;1 252 532,00;16 350,00;1,31
595;-16;Метрополь;1639;Москва и обл.;1 267 619,00;1 343 615,00;-75 996,00;-5,66
596;-11;Борский Коммерческий Банк;1303;Нижегородская обл.;1 262 061,00;1 310 985,00;-48 924,00;-3,73
597;2;Спиритбанк;2053;Тульская обл.;1 249 833,00;1 276 779,00;-26 946,00;-2,11
598;49;Интеркоопбанк;2803;Москва и обл.;1 243 707,00;1 046 739,00;196 968,00;18,82
599;4;Сембанк;2606;Москва и обл.;1 242 633,00;1 249 190,00;-6 557,00;-0,52
600;-3;Нальчик;695;Кабардино-Балкария;1 232 006,00;1 283 278,00;-51 272,00;-4,00
601;-14;Михайловский ПЖСБ;2961;Волгоградская обл.;1 228 726,00;1 307 858,00;-79 132,00;-6,05
602;-1;Навигатор;2469;Москва и обл.;1 220 989,00;1 260 259,00;-39 270,00;-3,12
603;11;Ринвестбанк;3262;Рязанская обл.;1 217 634,00;1 177 899,00;39 735,00;3,37
604;-12;Вестерн Юнион ДП Восток;2726;Москва и обл.;1 216 257,00;1 296 859,00;-80 602,00;-6,22
605;-7;Новация;840;Адыгея;1 206 611,00;1 280 003,00;-73 392,00;-5,73
606;-25;Крыловский;456;Краснодарский край;1 196 956,00;1 324 708,00;-127 752,00;-9,64
607;1;Иваново;1763;Ивановская обл.;1 196 405,00;1 204 044,00;-7 639,00;-0,63
608;7;Ваш Личный Банк;1222;Иркутская обл.;1 186 942,00;1 170 962,00;15 980,00;1,36
609;-26;Богородский Муниципальный Банк;2992;Москва и обл.;1 186 739,00;1 313 841,00;-127 102,00;-9,67
610;11;ИСБ;3010;Москва и обл.;1 182 523,00;1 134 800,00;47 723,00;4,21
611;2;Резерв;2364;Челябинская обл.;1 178 794,00;1 178 515,00;279,00;0,02
612;-2;Владбизнесбанк;903;Владимирская обл.;1 169 612,00;1 191 858,00;-22 246,00;-1,87
613;77;РФИ Банк;3351;Москва и обл.;1 167 202,00;895 314,00;271 888,00;30,37
614;28;Спутник;1071;Оренбургская обл.;1 162 929,00;1 068 382,00;94 547,00;8,85
615;-3;Финтрастбанк;3104;Москва и обл.;1 161 880,00;1 179 511,00;-17 631,00;-1,49
616;-5;Газстройбанк;2919;Москва и обл.;1 160 862,00;1 189 805,00;-28 943,00;-2,43
617;10;Приско Капитал Банк;2537;Москва и обл.;1 156 185,00;1 124 326,00;31 859,00;2,83
618;39;Интеркапитал-Банк;2706;Мордовия;1 155 234,00;1 002 787,00;152 447,00;15,20
619;-10;Донбанк;2984;Ростовская обл.;1 154 232,00;1 198 920,00;-44 688,00;-3,73
620;32;Сберинвестбанк;1743;Свердловская обл.;1 148 133,00;1 024 596,00;123 537,00;12,06
621;1;Мой Банк. Новосибирск;2787;Новосибирская обл.;1 143 272,00;1 129 287,00;13 985,00;1,24
622;22;РСКБ;2050;Москва и обл.;1 137 451,00;1 062 442,00;75 009,00;7,06
623;44;Сельмашбанк;106;Ростовская обл.;1 136 282,00;960 670,00;175 612,00;18,28
624;8;Яндекс Банк;3027;Москва и обл.;1 132 853,00;1 094 879,00;37 974,00;3,47
625;34;УИК-Банк;1300;Челябинская обл.;1 129 429,00;997 796,00;131 633,00;13,19
626;-3;Нарат;1902;Саратовская обл.;1 128 598,00;1 128 928,00;-330,00;-0,03
627;-2;Старооскольский Агропромбанк;1050;Белгородская обл.;1 126 592,00;1 127 295,00;-703,00;-0,06
628;-2;Контраст-Банк;2857;Москва и обл.;1 119 902,00;1 125 235,00;-5 333,00;-0,47
629;48;Пурпе;709;Тюменская обл.;1 093 674,00;924 048,00;169 626,00;18,36
630;-23;Новокиб;1747;Кемеровская обл.;1 086 463,00;1 210 341,00;-123 878,00;-10,23
631;-26;Динамичные Системы;3439;Москва и обл.;1 086 428,00;1 235 272,00;-148 844,00;-12,05
632;-3;Объединенный Банк Республики;1016;Чувашия;1 086 404,00;1 109 303,00;-22 899,00;-2,06
633;-16;Столичный Кредит;2853;Москва и обл.;1 083 719,00;1 167 751,00;-84 032,00;-7,20
634;110;Развитие;2729;Карачаево-Черкесия;1 080 314,00;714 711,00;365 603,00;51,15
635;10;Ренессанс;1939;Москва и обл.;1 076 924,00;1 054 216,00;22 708,00;2,15
636;19;Приобье;537;Тюменская обл.;1 070 701,00;1 012 550,00;58 151,00;5,74
637;3;Новый Кредитный Союз;3139;Москва и обл.;1 070 691,00;1 071 011,00;-320,00;-0,03
638;18;Ноосфера;2650;Республика Алтай;1 062 473,00;1 004 242,00;58 231,00;5,80
639;-2;Синергия;2884;Саратовская обл.;1 058 799,00;1 081 505,00;-22 706,00;-2,10
640;-1;Екатерининский;2167;Москва и обл.;1 058 098,00;1 071 489,00;-13 391,00;-1,25
641;-5;Сетевая Расчетная Палата;3332;Татарстан;1 057 559,00;1 082 903,00;-25 344,00;-2,34
642;-24;МФБанк;3163;Москва и обл.;1 053 110,00;1 149 724,00;-96 614,00;-8,40
643;-12;Банк Расчетов и Сбережений;2617;Москва и обл.;1 051 819,00;1 101 735,00;-49 916,00;-4,53
644;-1;Златкомбанк;568;Москва и обл.;1 048 664,00;1 062 552,00;-13 888,00;-1,31
645;1;Башпромбанк;1006;Башкортостан;1 046 297,00;1 047 833,00;-1 536,00;-0,15
646;2;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;1 044 892,00;1 039 687,00;5 205,00;0,50
647;-41;Эргобанк;2856;Москва и обл.;1 038 161,00;1 217 801,00;-179 640,00;-14,75
648;13;Инбанк;1829;Москва и обл.;1 021 221,00;986 981,00;34 240,00;3,47
649;-19;Москва-Сити;3247;Москва и обл.;1 021 215,00;1 102 310,00;-81 095,00;-7,36
650;-26;Трастовый Республиканский Банк;3404;Москва и обл.;1 016 512,00;1 128 427,00;-111 915,00;-9,92
651;-23;Соцэкономбанк;2917;Москва и обл.;1 001 742,00;1 112 325,00;-110 583,00;-9,94
652;8;Сибэс;208;Омская обл.;1 001 381,00;991 144,00;10 237,00;1,03
653;-34;Банк МБФИ;2073;Москва и обл.;997 183,00;1 147 299,00;-150 116,00;-13,08
654;22;ГринКомБанк;1184;Иркутская обл.;981 719,00;929 027,00;52 692,00;5,67
655;-1;Агора;3231;Москва и обл.;980 253,00;1 012 982,00;-32 729,00;-3,23
656;9;Западный;2598;Москва и обл.;975 372,00;967 304,00;8 068,00;0,83
657;-8;Флора-Москва;533;Москва и обл.;973 473,00;1 034 960,00;-61 487,00;-5,94
658;43;Мираф-Банк;2244;Омская обл.;973 350,00;858 571,00;114 779,00;13,37
659;5;РТС-Банк;3401;Самарская обл.;967 469,00;970 931,00;-3 462,00;-0,36
660;14;Крона-Банк;2499;Иркутская обл.;966 608,00;944 389,00;22 219,00;2,35
661;23;Бумеранг;1002;Вологодская обл.;959 268,00;910 269,00;48 999,00;5,38
662;-9;Холмск;503;Сахалинская обл.;946 675,00;1 020 959,00;-74 284,00;-7,28
663;8;Регионфинансбанк;3357;Москва и обл.;944 064,00;951 605,00;-7 541,00;-0,79
664;9;Диг-Банк;2423;Северная Осетия — Алания;939 959,00;945 912,00;-5 953,00;-0,63
665;5;Жилкредит;1736;Москва и обл.;938 870,00;956 782,00;-17 912,00;-1,87
666;-8;Великие Луки Банк;598;Псковская обл.;938 728,00;1 000 179,00;-61 451,00;-6,14
667;84;Взаимодействие;1704;Новосибирская обл.;934 494,00;696 324,00;238 170,00;34,20
668;-17;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;930 037,00;1 029 713,00;-99 676,00;-9,68
669;47;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;924 903,00;786 216,00;138 687,00;17,64
670;-8;Алтынбанк;2070;Татарстан;920 257,00;982 011,00;-61 754,00;-6,29
671;9;Одинбанк;3197;Москва и обл.;917 081,00;916 915,00;166,00;0,02
672;-3;Вологдабанк;992;Вологодская обл.;912 954,00;958 386,00;-45 432,00;-4,74
673;18;Восточно-Европейский Трастовый Банк;2253;Москва и обл.;909 245,00;890 874,00;18 371,00;2,06
674;32;Русский Национальный Банк;469;Ростовская обл.;905 135,00;843 440,00;61 695,00;7,31
675;17;Канский;860;Красноярский край;901 178,00;886 253,00;14 925,00;1,68
676;17;Спецстройбанк;236;Москва и обл.;899 727,00;884 164,00;15 563,00;1,76
677;-27;Охотный Ряд;3375;Москва и обл.;897 468,00;1 030 237,00;-132 769,00;-12,89
678;20;Радиан;1675;Иркутская обл.;896 146,00;874 314,00;21 832,00;2,50
679;16;Геленджик-Банк;790;Краснодарский край;887 275,00;881 212,00;6 063,00;0,69
680;19;Элита;1399;Калужская обл.;885 868,00;872 367,00;13 501,00;1,55
681;32;Максима;3379;Москва и обл.;881 809,00;792 424,00;89 385,00;11,28
682;14;Церих;2627;Москва и обл.;877 337,00;878 829,00;-1 492,00;-0,17
683;11;Калуга;1151;Калужская обл.;875 276,00;882 013,00;-6 737,00;-0,76
684;98;Промсельхозбанк;538;Москва и обл.;873 797,00;589 117,00;284 680,00;48,32
685;12;Удмуртский Пенсионный Банк;1764;Удмуртия;871 559,00;875 317,00;-3 758,00;-0,43
686;-122;Объединенная Расчетная Система;3342;Москва и обл.;870 525,00;1 466 000,00;-595 475,00;-40,62
687;13;Металлург;2877;Москва и обл.;868 803,00;865 397,00;3 406,00;0,39
688;14;Стройиндбанк;155;Москва и обл.;865 545,00;855 695,00;9 850,00;1,15
689;-10;Новый Промышленный Банк;930;Москва и обл.;858 400,00;921 334,00;-62 934,00;-6,83
690;69;Жилстройбанк;2769;Москва и обл.;858 341,00;654 681,00;203 660,00;31,11
691;21;Тексбанк;2756;Карачаево-Черкесия;857 328,00;795 557,00;61 771,00;7,76
692;-14;Балаково-Банк;444;Саратовская обл.;855 804,00;923 897,00;-68 093,00;-7,37
693;-7;Проинвестбанк;784;Пермская обл.;853 222,00;905 184,00;-51 962,00;-5,74
694;-5;Пульс Столицы;3002;Москва и обл.;850 064,00;895 561,00;-45 497,00;-5,08
695;28;Межрегиональный Клиринговый Банк;2543;Москва и обл.;846 624,00;771 073,00;75 551,00;9,80
696;-15;Далена Банк;1948;Москва и обл.;844 118,00;915 159,00;-71 041,00;-7,76
697;-64;Риал-Кредит;3393;Москва и обл.;839 054,00;1 090 422,00;-251 368,00;-23,05
698;7;Гринфилдбанк;2711;Москва и обл.;838 014,00;846 713,00;-8 699,00;-1,03
699;16;Арт-Банк;2779;Северная Осетия — Алания;837 406,00;788 136,00;49 270,00;6,25
700;-12;Азимут;3154;Москва и обл.;836 956,00;900 856,00;-63 900,00;-7,09
701;-14;МФТ-Банк;3356;Москва и обл.;832 867,00;905 024,00;-72 157,00;-7,97
702;39;Первый Клиентский Банк;3436;Москва и обл.;832 839,00;727 412,00;105 427,00;14,49
703;-69;Местный Кредит;3370;Москва и обл.;828 411,00;1 089 746,00;-261 335,00;-23,98
704;0;Аделантбанк;1835;Москва и обл.;824 060,00;847 939,00;-23 879,00;-2,82
705;-37;Эльбин;2267;Дагестан;822 937,00;958 613,00;-135 676,00;-14,15
706;23;Верхне-Волжский Нефтебанк;3033;Нижегородская обл.;815 653,00;760 909,00;54 744,00;7,19
707;-66;Балтика;967;Санкт-Петербург и обл.;813 125,00;1 068 522,00;-255 397,00;-23,90
708;0;Кредит Экспресс;3186;Ростовская обл.;808 961,00;823 947,00;-14 986,00;-1,82
709;-71;2Т Банк;625;Москва и обл.;808 061,00;1 071 697,00;-263 636,00;-24,60
710;14;Новый Век;3417;Москва и обл.;800 673,00;770 852,00;29 821,00;3,87
711;23;Примтеркомбанк;21;Приморский край;796 917,00;750 126,00;46 791,00;6,24
712;-49;Кредитимпэкс Банк;2037;Москва и обл.;795 232,00;980 292,00;-185 060,00;-18,88
713;30;Кодекс;2746;Москва и обл.;793 232,00;719 056,00;74 176,00;10,32
714;31;Руна-Банк;3207;Москва и обл.;787 440,00;707 904,00;79 536,00;11,24
715;-12;Содружество;2923;Москва и обл.;786 371,00;850 981,00;-64 610,00;-7,59
716;-2;Дон-Тексбанк;1818;Ростовская обл.;781 781,00;790 168,00;-8 387,00;-1,06
717;11;Приполярком;507;Тюменская обл.;780 231,00;765 952,00;14 279,00;1,86
718;4;Месед;184;Дагестан;770 757,00;774 960,00;-4 203,00;-0,54
719;-125;Невский Банк;1068;Санкт-Петербург и обл.;769 645,00;1 291 089,00;-521 444,00;-40,39
720;-35;Унифондбанк;3416;Москва и обл.;762 662,00;906 294,00;-143 632,00;-15,85
721;51;Московский Вексельный Банк;2697;Москва и обл.;759 480,00;621 993,00;137 487,00;22,10
722;-1;Зираат Банк;2559;Москва и обл.;758 882,00;776 106,00;-17 224,00;-2,22
723;-51;Банк ИТБ;3128;Москва и обл.;757 050,00;946 666,00;-189 616,00;-20,03
724;-6;Онего;2484;Карелия;753 309,00;778 363,00;-25 054,00;-3,22
725;-8;Бузулукбанк;1282;Оренбургская обл.;746 782,00;778 939,00;-32 157,00;-4,13
726;14;Финанс Бизнес Банк;520;Краснодарский край;741 507,00;729 178,00;12 329,00;1,69
727;-18;Арксбанк;1868;Москва и обл.;740 344,00;813 481,00;-73 137,00;-8,99
728;59;Объединенный Кредитный Банк;1118;Владимирская обл.;739 416,00;564 451,00;174 965,00;31,00
729;4;Почтобанк;1788;Пермская обл.;733 402,00;752 228,00;-18 826,00;-2,50
730;27;Центрально-Европейский Банк;2670;Москва и обл.;732 862,00;666 667,00;66 195,00;9,93
731;-6;Мобилбанк;532;Удмуртия;732 322,00;768 854,00;-36 532,00;-4,75
732;-22;Анелик РУ;3443;Москва и обл.;725 707,00;811 650,00;-85 943,00;-10,59
733;32;Прайм Финанс;2758;Санкт-Петербург и обл.;722 996,00;646 733,00;76 263,00;11,79
734;16;Первоуральскбанк;965;Свердловская обл.;718 111,00;696 425,00;21 686,00;3,11
735;-16;Трансинвестбанк;3238;Москва и обл.;717 523,00;776 921,00;-59 398,00;-7,65
736;-29;Аскания Траст;286;Москва и обл.;716 409,00;840 859,00;-124 450,00;-14,80
737;-54;Рублевский;2192;Москва и обл.;715 262,00;913 636,00;-198 374,00;-21,71
738;-8;Народный Доверительный Банк;2374;Москва и обл.;711 275,00;759 460,00;-48 185,00;-6,34
739;-7;Объединенный Капитал;2611;Санкт-Петербург и обл.;710 343,00;753 240,00;-42 897,00;-5,69
740;9;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;704 434,00;697 479,00;6 955,00;1,00
741;-66;Евразийский Банк;969;Забайкальский край;702 985,00;929 175,00;-226 190,00;-24,34
742;46;Вэлтон Банк;1105;Белгородская обл.;701 191,00;560 123,00;141 068,00;25,19
743;-12;Мегаполис;3265;Чувашия;698 548,00;757 744,00;-59 196,00;-7,81
744;3;Мосуралбанк;2468;Москва и обл.;696 514,00;704 830,00;-8 316,00;-1,18
745;-6;Банк Долгосрочного Кредитования;3391;Москва и обл.;694 408,00;729 316,00;-34 908,00;-4,79
746;-26;Торговый Городской Банк;3180;Тверская обл.;690 802,00;776 123,00;-85 321,00;-10,99
747;148;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;688 969,00;290 729,00;398 240,00;136,98
748;-11;Русский Трастовый Банк;1139;Москва и обл.;683 999,00;731 467,00;-47 468,00;-6,49
749;-129;Кредитинвест;1197;Дагестан;683 741,00;1 146 297,00;-462 556,00;-40,35
750;-39;Саммит Банк;85;Приморский край;682 421,00;800 149,00;-117 728,00;-14,71
751;-9;Первый Дортрансбанк;3271;Кировская обл.;664 833,00;726 791,00;-61 958,00;-8,52
752;2;Северинвестбанк;2264;Белгородская обл.;664 302,00;677 160,00;-12 858,00;-1,90
753;-1;Сургутский Центральный Коммерческий Банк;684;Тюменская обл.;659 457,00;686 136,00;-26 679,00;-3,89
754;8;С банк;2581;Москва и обл.;657 422,00;652 520,00;4 902,00;0,75
755;6;Майкопбанк;1136;Адыгея;655 302,00;653 270,00;2 032,00;0,31
756;-1;Финарс Банк;2938;Москва и обл.;650 008,00;670 325,00;-20 317,00;-3,03
757;-30;Тревел Банк;531;Москва и обл.;649 981,00;766 179,00;-116 198,00;-15,17
758;8;ЕАТП Банк;1765;Астраханская обл.;642 966,00;641 807,00;1 159,00;0,18
759;-21;Финансово-Промышленный Капитал;3295;Москва и обл.;636 936,00;729 704,00;-92 768,00;-12,71
760;11;Первый Капитал;3201;Москва и обл.;632 614,00;625 417,00;7 197,00;1,15
761;35;БВА Банк;1684;Москва и обл.;630 910,00;532 613,00;98 297,00;18,46
762;-6;Тайм Банк;3120;Москва и обл.;630 289,00;669 370,00;-39 081,00;-5,84
763;5;Химик;1114;Нижегородская обл.;619 788,00;635 970,00;-16 182,00;-2,54
764;9;Таурус Банк;655;Челябинская обл.;618 666,00;616 033,00;2 633,00;0,43
765;-19;Турбобанк;3203;Санкт-Петербург и обл.;611 963,00;705 858,00;-93 895,00;-13,30
766;-13;КИП-Банк;2843;Москва и обл.;610 001,00;679 800,00;-69 799,00;-10,27
767;3;Татсоцбанк;480;Татарстан;606 802,00;633 192,00;-26 390,00;-4,17
768;7;Верхневолжский;1084;Ярославская обл.;602 816,00;608 327,00;-5 511,00;-0,91
769;-5;МТИ Банк;1052;Москва и обл.;602 531,00;651 001,00;-48 470,00;-7,45
770;114;Новое Время;3492;Москва и обл.;601 279,00;316 777,00;284 502,00;89,81
771;29;Инвест-Экобанк;1956;Санкт-Петербург и обл.;594 693,00;527 206,00;67 487,00;12,80
772;5;Бизнес для Бизнеса;1060;Чувашия;590 242,00;606 540,00;-16 298,00;-2,69
773;12;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;588 624,00;576 111,00;12 513,00;2,17
774;18;РусьРегионБанк;685;Москва и обл.;587 885,00;541 979,00;45 906,00;8,47
775;-40;Ресурс-Траст;3122;Москва и обл.;585 221,00;743 741,00;-158 520,00;-21,31
776;0;Кемсоцинбанк;96;Кемеровская обл.;575 633,00;608 002,00;-32 369,00;-5,32
777;9;РУБанк;2813;Ростовская обл.;573 369,00;569 309,00;4 060,00;0,71
778;-4;Акцент;696;Оренбургская обл.;568 527,00;615 708,00;-47 181,00;-7,66
779;4;Симбирск;653;Ульяновская обл.;568 514,00;583 961,00;-15 447,00;-2,65
780;11;МС Банк Рус;2789;Москва и обл.;565 507,00;545 477,00;20 030,00;3,67
781;27;Прокоммерцбанк;2996;Москва и обл.;564 338,00;492 333,00;72 005,00;14,63
782;-4;Стар Альянс;3433;Москва и обл.;558 549,00;602 654,00;-44 105,00;-7,32
783;-14;Смолевич;1121;Смоленская обл.;556 362,00;634 724,00;-78 362,00;-12,35
784;-21;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;546 680,00;651 730,00;-105 050,00;-16,12
785;-6;Востокбизнесбанк;1342;Приморский край;546 060,00;597 606,00;-51 546,00;-8,63
786;25;Региональный Банк Сбережений;3367;Москва и обл.;545 355,00;488 613,00;56 742,00;11,61
787;12;Олма-Банк;3250;Москва и обл.;542 413,00;528 430,00;13 983,00;2,65
788;-28;Тетраполис;1586;Санкт-Петербург и обл.;537 543,00;654 029,00;-116 486,00;-17,81
789;24;Богородский;1277;Нижегородская обл.;533 424,00;479 580,00;53 844,00;11,23
790;3;Миръ;3089;Москва и обл.;532 596,00;538 801,00;-6 205,00;-1,15
791;11;Национальный Банк Сбережений;1949;Ивановская обл.;531 686,00;515 425,00;16 261,00;3,15
792;5;Булгар Банк;1917;Татарстан;525 862,00;530 721,00;-4 859,00;-0,92
793;8;Агроинкомбанк;1946;Астраханская обл.;523 466,00;516 945,00;6 521,00;1,26
794;1;Неополис-Банк;2809;Москва и обл.;522 083,00;534 897,00;-12 814,00;-2,40
795;-47;Кетовский Коммерческий Банк;842;Курганская обл.;519 139,00;698 614,00;-179 475,00;-25,69
796;-60;Коммерческий Банк Развития;3364;Москва и обл.;518 590,00;738 018,00;-219 428,00;-29,73
797;-16;Славянбанк;804;Новгородская обл.;518 156,00;594 075,00;-75 919,00;-12,78
798;-116;Межбанковский Кредитный Союз;3242;Москва и обл.;516 847,00;914 705,00;-397 858,00;-43,50
799;-10;Вестинтербанк;3398;Москва и обл.;514 785,00;559 393,00;-44 608,00;-7,97
800;-10;НСТ-Банк;1738;Оренбургская обл.;513 785,00;546 517,00;-32 732,00;-5,99
801;8;Ратибор-Банк;2174;Москва и обл.;512 773,00;490 721,00;22 052,00;4,49
802;12;Курган;2568;Курганская обл.;508 605,00;479 506,00;29 099,00;6,07
