Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Февраль, 2010, тыс. рублей;Январь, 2010, тыс. рублей;Изменение, тыс. рублей;Изменение, %
75;-2;Центр-инвест;2225;Ростовская обл.;41 869 073,00;44 271 601,00;-2 402 528,00;-5,43
76;-7;СМП Банк;3368;Москва и обл.;41 716 187,00;49 278 699,00;-7 562 512,00;-15,35
77;-1;Новикомбанк;2546;Москва и обл.;40 871 480,00;40 533 155,00;338 325,00;0,83
78;-1;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;40 186 260,00;40 385 595,00;-199 335,00;-0,49
79;-4;Металлинвестбанк;2440;Москва и обл.;39 891 215,00;40 813 338,00;-922 123,00;-2,26
80;-2;Балтинвестбанк;3176;Санкт-Петербург и обл.;37 764 375,00;39 884 144,00;-2 119 769,00;-5,31
81;1;Роскосмосбанк;2989;Москва и обл.;36 651 732,00;37 371 385,00;-719 653,00;-1,93
82;5;БНП Париба Банк;3407;Москва и обл.;36 443 889,00;33 953 794,00;2 490 095,00;7,33
83;-3;Совкомбанк;963;Костромская обл.;35 181 172,00;38 142 738,00;-2 961 566,00;-7,76
84;4;Локо-Банк;2707;Москва и обл.;34 776 266,00;33 840 683,00;935 583,00;2,76
85;-4;СБ Банк (Судостроительный банк);2999;Москва и обл.;34 590 737,00;37 704 094,00;-3 113 357,00;-8,26
86;-3;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;34 372 974,00;34 303 981,00;68 993,00;0,20
87;-1;Пересвет;2110;Москва и обл.;33 414 197,00;34 098 575,00;-684 378,00;-2,01
88;-3;Первобанк;3461;Самарская обл.;33 129 659,00;34 194 738,00;-1 065 079,00;-3,11
89;-5;Инвестбанк;107;Калининградская обл.;33 113 362,00;34 227 917,00;-1 114 555,00;-3,26
90;-1;Коммерцбанк (Евразия);3333;Москва и обл.;32 946 364,00;33 387 270,00;-440 906,00;-1,32
91;1;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;32 201 660,00;29 512 740,00;2 688 920,00;9,11
92;-1;Москоммерцбанк;3365;Москва и обл.;31 134 217,00;30 425 135,00;709 082,00;2,33
93;-3;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;31 054 953,00;33 145 003,00;-2 090 050,00;-6,31
94;-1;Уралсиб-Юг Банк;457;Краснодарский край;29 241 290,00;29 500 302,00;-259 012,00;-0,88
95;-1;Национальный Торговый Банк;3087;Самарская обл.;26 423 448,00;27 088 018,00;-664 570,00;-2,45
96;1;Челиндбанк;485;Челябинская обл.;25 612 010,00;25 348 960,00;263 050,00;1,04
97;-2;Экспобанк;2998;Москва и обл.;25 585 013,00;26 504 487,00;-919 474,00;-3,47
98;-2;Национальный Стандарт;3421;Москва и обл.;25 559 788,00;26 406 158,00;-846 370,00;-3,21
99;-1;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Москва и обл.;24 930 489,00;25 016 380,00;-85 891,00;-0,34
100;0;Дальневосточный Банк;843;Приморский край;24 621 524,00;24 350 735,00;270 789,00;1,11
101;1;Кедр;1574;Москва и обл.;23 561 739,00;23 520 240,00;41 499,00;0,18
102;1;Газбанк;2316;Самарская обл.;23 354 048,00;22 978 154,00;375 894,00;1,64
103;-4;Саровбизнесбанк;2048;Нижегородская обл.;23 257 576,00;24 755 508,00;-1 497 932,00;-6,05
104;1;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;22 138 344,00;22 269 760,00;-131 416,00;-0,59
105;1;Челябинвестбанк;493;Челябинская обл.;22 094 233,00;21 991 284,00;102 949,00;0,47
106;-5;Девон-Кредит;1972;Татарстан;21 520 966,00;23 691 689,00;-2 170 723,00;-9,16
107;1;Акибанк;2587;Татарстан;21 249 054,00;20 810 234,00;438 820,00;2,11
108;3;Таврический Банк;2304;Санкт-Петербург и обл.;21 087 455,00;20 137 408,00;950 047,00;4,72
109;5;Бинбанк Диджитал;2827;Москва и обл.;20 572 337,00;19 988 173,00;584 164,00;2,92
110;3;Далькомбанк;84;Хабаровский край;20 439 371,00;20 031 864,00;407 507,00;2,03
111;13;Кредит Урал Банк;2584;Челябинская обл.;20 346 203,00;16 796 348,00;3 549 855,00;21,13
112;-2;Севергазбанк;2816;Вологодская обл.;19 826 321,00;20 147 622,00;-321 301,00;-1,59
113;-4;Банк ДОМ.РФ;2312;Москва и обл.;19 804 761,00;20 214 865,00;-410 104,00;-2,03
114;-10;Интерпромбанк;3266;Москва и обл.;19 712 360,00;22 301 751,00;-2 589 391,00;-11,61
115;-8;Кубань Кредит;2518;Краснодарский край;19 565 030,00;21 019 045,00;-1 454 015,00;-6,92
116;-4;СДМ-Банк;1637;Москва и обл.;19 459 476,00;20 046 149,00;-586 673,00;-2,93
117;-1;Агропромкредит;2880;Москва и обл.;18 520 185,00;19 346 778,00;-826 593,00;-4,27
118;-1;Русский Международный Банк;3123;Москва и обл.;18 164 166,00;19 297 805,00;-1 133 639,00;-5,87
119;0;ГПБ-Ипотека;2403;Москва и обл.;17 983 552,00;18 080 368,00;-96 816,00;-0,54
120;0;Банк АВБ;23;Самарская обл.;17 745 826,00;17 977 078,00;-231 252,00;-1,29
121;1;Экспресс-Волга;3085;Саратовская обл.;17 686 908,00;17 379 549,00;307 359,00;1,77
122;-7;НС Банк;3124;Москва и обл.;17 580 073,00;19 374 559,00;-1 794 486,00;-9,26
123;5;М2М Прайвет Банк;1414;Москва и обл.;16 979 457,00;16 030 686,00;948 771,00;5,92
124;-6;Липецккомбанк;1242;Липецкая обл.;16 946 730,00;18 269 505,00;-1 322 775,00;-7,24
125;2;Меткомбанк (Череповец);901;Вологодская обл.;16 670 972,00;16 244 079,00;426 893,00;2,63
126;-5;Крайинвестбанк;3360;Краснодарский край;16 485 570,00;17 580 897,00;-1 095 327,00;-6,23
127;4;Солидарность;554;Самарская обл.;16 323 709,00;15 574 998,00;748 711,00;4,81
128;8;МБА-Москва;3395;Москва и обл.;16 237 540,00;15 050 503,00;1 187 037,00;7,89
129;1;Мой Банк;2939;Москва и обл.;16 218 017,00;15 644 396,00;573 621,00;3,67
130;-4;ПЧРБ Банк;3291;Москва и обл.;16 197 492,00;16 442 471,00;-244 979,00;-1,49
131;-8;Уралтрансбанк;812;Свердловская обл.;16 158 965,00;16 908 603,00;-749 638,00;-4,43
132;-7;Сетелем Банк;2168;Москва и обл.;15 979 024,00;16 450 836,00;-471 812,00;-2,87
133;11;Фора-Банк;1885;Москва и обл.;15 487 684,00;14 688 467,00;799 217,00;5,44
134;39;Банк Кредит Свисс;2494;Москва и обл.;15 418 000,00;10 880 850,00;4 537 150,00;41,70
135;8;Столичный Торговый Банк;2797;Москва и обл.;15 391 967,00;14 710 743,00;681 224,00;4,63
136;43;Эс-Би-Ай Банк;3185;Москва и обл.;15 119 376,00;10 594 002,00;4 525 374,00;42,72
137;-4;Соцгорбанк;1827;Москва и обл.;15 101 372,00;15 414 668,00;-313 296,00;-2,03
138;-4;Межтопэнергобанк;2956;Москва и обл.;14 978 149,00;15 233 760,00;-255 611,00;-1,68
139;0;Урал ФД;249;Пермская обл.;14 966 245,00;14 890 272,00;75 973,00;0,51
140;-5;Расчетная Палата РТС;3335;Москва и обл.;14 810 967,00;15 050 663,00;-239 696,00;-1,59
141;-1;Первый Республиканский Банк;1730;Москва и обл.;14 776 948,00;14 887 999,00;-111 051,00;-0,75
142;-13;Натиксис Банк;3390;Москва и обл.;14 738 900,00;15 668 578,00;-929 678,00;-5,93
143;-1;Российский Кредит;324;Москва и обл.;14 668 970,00;14 770 265,00;-101 295,00;-0,69
144;-12;Нота-Банк;2913;Москва и обл.;14 536 764,00;15 449 006,00;-912 242,00;-5,90
145;-4;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;14 493 038,00;14 803 603,00;-310 565,00;-2,10
146;10;БФГ-Кредит;3068;Москва и обл.;14 142 233,00;12 773 201,00;1 369 032,00;10,72
147;1;Примсоцбанк;2733;Приморский край;14 064 827,00;13 908 519,00;156 308,00;1,12
148;-10;Центркомбанк;2983;Москва и обл.;14 038 365,00;14 954 171,00;-915 806,00;-6,12
149;-3;Северная Казна;2083;Свердловская обл.;13 942 267,00;14 238 023,00;-295 756,00;-2,08
150;2;Модульбанк;1927;Костромская обл.;13 724 084,00;13 138 721,00;585 363,00;4,46
151;-6;Открытие / Инвестиционный банк;2901;Москва и обл.;13 680 892,00;14 464 027,00;-783 135,00;-5,41
152;-15;Стройкредит;18;Москва и обл.;13 670 261,00;14 994 620,00;-1 324 359,00;-8,83
153;-2;Ланта-Банк;1920;Москва и обл.;13 611 610,00;13 148 417,00;463 193,00;3,52
154;-5;ФИА-Банк;2542;Самарская обл.;13 508 194,00;13 714 444,00;-206 250,00;-1,50
155;2;Международный Финансовый Клуб;2618;Москва и обл.;13 099 565,00;12 520 748,00;578 817,00;4,62
156;27;Углеметбанк;2997;Челябинская обл.;13 064 000,00;10 127 577,00;2 936 423,00;28,99
157;-2;Свенска Хандельсбанкен;3455;Москва и обл.;12 844 378,00;12 815 858,00;28 520,00;0,22
158;-5;Петрофф-Банк;2466;Москва и обл.;12 820 603,00;13 058 757,00;-238 154,00;-1,82
159;-5;НОМОС-Региобанк;539;Хабаровский край;12 389 287,00;12 879 324,00;-490 037,00;-3,80
160;-1;Рост Банк;2888;Татарстан;12 201 049,00;12 462 957,00;-261 908,00;-2,10
161;0;Энергобанк;67;Татарстан;12 184 162,00;12 358 009,00;-173 847,00;-1,41
162;-4;Приморье;3001;Приморский край;12 129 605,00;12 520 026,00;-390 421,00;-3,12
163;0;НБД-Банк;1966;Нижегородская обл.;12 056 341,00;11 711 958,00;344 383,00;2,94
164;-4;Альта-Банк;2269;Москва и обл.;12 005 561,00;12 373 990,00;-368 429,00;-2,98
165;-3;Московский Областной Банк;1751;Москва и обл.;11 729 398,00;12 252 355,00;-522 957,00;-4,27
166;10;Спурт Банк;2207;Татарстан;11 695 440,00;10 759 789,00;935 651,00;8,70
167;4;Мосстройэкономбанк (М Банк);948;Москва и обл.;11 651 527,00;10 983 153,00;668 374,00;6,09
168;-4;Городской Ипотечный Банк;1627;Москва и обл.;11 620 821,00;11 605 475,00;15 346,00;0,13
169;-4;Банк БФА;3038;Санкт-Петербург и обл.;11 585 841,00;11 549 395,00;36 446,00;0,32
170;-23;Современный Коммерческий Инновационный Банк;3329;Калужская обл.;11 352 532,00;13 932 433,00;-2 579 901,00;-18,52
171;7;Кольцо Урала;65;Свердловская обл.;11 283 241,00;10 639 036,00;644 205,00;6,06
172;-2;Московское Ипотечное Агентство;3344;Москва и обл.;11 202 212,00;11 282 845,00;-80 633,00;-0,71
173;-7;Курскпромбанк;735;Курская обл.;11 033 470,00;11 521 020,00;-487 550,00;-4,23
174;-7;Банк Проектного Финансирования;1677;Москва и обл.;11 012 639,00;11 517 453,00;-504 814,00;-4,38
175;-7;Тимер Банк;1581;Татарстан;10 989 447,00;11 353 212,00;-363 765,00;-3,20
176;-4;Новокузнецкий Муниципальный Банк;2865;Кемеровская обл.;10 906 704,00;10 974 785,00;-68 081,00;-0,62
177;5;Связной Банк;1961;Москва и обл.;10 465 554,00;10 359 315,00;106 239,00;1,03
178;2;Алемар;2384;Новосибирская обл.;10 440 292,00;10 589 920,00;-149 628,00;-1,41
179;10;ВУЗ-Банк;1557;Свердловская обл.;10 424 362,00;9 777 528,00;646 834,00;6,62
180;-11;Левобережный;1343;Новосибирская обл.;10 158 094,00;11 307 992,00;-1 149 898,00;-10,17
181;-7;Европейский Трастовый Банк;2968;Москва и обл.;10 155 350,00;10 861 255,00;-705 905,00;-6,50
182;-7;Банк24.ру;2227;Свердловская обл.;10 103 150,00;10 818 164,00;-715 014,00;-6,61
183;-33;Народный Кредит;2401;Москва и обл.;10 098 865,00;13 684 148,00;-3 585 283,00;-26,20
184;4;Форштадт;2208;Оренбургская обл.;9 769 239,00;9 846 643,00;-77 404,00;-0,79
185;2;БыстроБанк;1745;Удмуртия;9 722 276,00;9 887 405,00;-165 129,00;-1,67
186;-9;Банк Жилищного Финансирования;3138;Москва и обл.;9 641 147,00;10 753 452,00;-1 112 305,00;-10,34
187;25;Дрезднер Банк;2455;Санкт-Петербург и обл.;9 586 362,00;8 279 808,00;1 306 554,00;15,78
188;14;Нацинвестпромбанк;3077;Москва и обл.;9 534 508,00;8 645 646,00;888 862,00;10,28
189;10;Алмазэргиэнбанк;2602;Саха (Якутия);9 525 223,00;9 013 499,00;511 724,00;5,68
190;10;Тройка-Д Банк;3431;Москва и обл.;9 517 272,00;8 983 446,00;533 826,00;5,94
191;3;Инвесткапиталбанк;2377;Башкортостан;9 473 402,00;9 362 864,00;110 538,00;1,18
192;1;Нижегородпромстройбанк;1851;Нижегородская обл.;9 389 307,00;9 454 567,00;-65 260,00;-0,69
193;-9;Гаранти Банк — Москва;3275;Москва и обл.;9 384 207,00;10 072 690,00;-688 483,00;-6,84
194;2;Тольяттихимбанк;2507;Самарская обл.;9 375 525,00;9 316 178,00;59 347,00;0,64
195;-14;Аресбанк;2914;Москва и обл.;9 250 736,00;10 547 887,00;-1 297 151,00;-12,30
196;-4;Славянский Банк;383;Москва и обл.;9 185 028,00;9 556 361,00;-371 333,00;-3,89
197;9;НК Банк;2755;Москва и обл.;9 066 550,00;8 545 681,00;520 869,00;6,10
198;-3;Росэнергобанк;2211;Москва и обл.;9 028 018,00;9 353 507,00;-325 489,00;-3,48
199;-9;Морской Банк;77;Москва и обл.;8 971 284,00;9 661 895,00;-690 611,00;-7,15
200;13;Банк Премьер Кредит;1663;Коми;8 941 878,00;8 245 862,00;696 016,00;8,44
201;-4;Держава;2738;Москва и обл.;8 867 304,00;9 184 345,00;-317 041,00;-3,45
202;3;Смоленский Банк;2029;Смоленская обл.;8 723 011,00;8 546 346,00;176 665,00;2,07
203;4;Интеркоммерц Банк;1657;Москва и обл.;8 538 798,00;8 534 868,00;3 930,00;0,05
204;-1;Интехбанк;2705;Татарстан;8 501 061,00;8 634 224,00;-133 163,00;-1,54
205;5;Энерготрансбанк;1307;Калининградская обл.;8 291 663,00;8 496 531,00;-204 868,00;-2,41
206;13;Норвик Банк;902;Кировская обл.;8 256 299,00;7 839 698,00;416 601,00;5,31
207;2;Северо-Восточный Альянс;2768;Москва и обл.;8 237 681,00;8 507 383,00;-269 702,00;-3,17
208;12;Роспромбанк;3204;Москва и обл.;8 179 527,00;7 838 147,00;341 380,00;4,36
209;6;Банк Оренбург;3269;Оренбургская обл.;8 151 058,00;8 054 729,00;96 329,00;1,20
210;6;Эллипс Банк;1950;Нижегородская обл.;8 150 098,00;8 018 428,00;131 670,00;1,64
211;-7;Русский Земельный Банк;2810;Москва и обл.;8 147 372,00;8 597 433,00;-450 061,00;-5,23
212;-11;Снежинский;1376;Челябинская обл.;8 138 995,00;8 754 663,00;-615 668,00;-7,03
213;-2;Гранд Инвест Банк;3053;Москва и обл.;8 083 517,00;8 349 756,00;-266 239,00;-3,19
214;-16;Национальная Факторинговая Компания;3437;Москва и обл.;8 018 700,00;9 076 032,00;-1 057 332,00;-11,65
215;-30;Развитие-Столица;3013;Москва и обл.;7 992 708,00;10 062 660,00;-2 069 952,00;-20,57
216;-8;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;7 980 660,00;8 528 346,00;-547 686,00;-6,42
217;-31;ТЭМБР-Банк;2764;Москва и обл.;7 932 936,00;9 968 617,00;-2 035 681,00;-20,42
218;-1;Хлынов;254;Кировская обл.;7 909 270,00;7 971 368,00;-62 098,00;-0,78
219;5;Солидарность (Москва);1555;Москва и обл.;7 837 675,00;7 452 000,00;385 675,00;5,18
220;-2;Интерпрогрессбанк;600;Москва и обл.;7 817 270,00;7 852 893,00;-35 623,00;-0,45
221;59;Руснарбанк;3403;Москва и обл.;7 768 466,00;5 562 764,00;2 205 702,00;39,65
222;-8;Русьуниверсалбанк;3293;Москва и обл.;7 705 716,00;8 075 520,00;-369 804,00;-4,58
223;-1;Александровский;53;Санкт-Петербург и обл.;7 665 700,00;7 565 940,00;99 760,00;1,32
224;5;Первомайский;518;Краснодарский край;7 564 483,00;7 193 255,00;371 228,00;5,16
225;-2;Экономбанк;1319;Саратовская обл.;7 474 979,00;7 544 431,00;-69 452,00;-0,92
226;-5;Экопромбанк;2011;Пермская обл.;7 220 645,00;7 804 923,00;-584 278,00;-7,49
227;-1;Гута-Банк;256;Москва и обл.;7 201 624,00;7 346 794,00;-145 170,00;-1,98
228;-3;Бинбанк Столица;3052;Москва и обл.;7 142 214,00;7 385 016,00;-242 802,00;-3,29
229;-1;Финпромбанк (ФПБ Банк);2157;Москва и обл.;7 125 688,00;7 238 264,00;-112 576,00;-1,56
230;0;Международный Акционерный Банк;1987;Москва и обл.;7 067 912,00;7 190 513,00;-122 601,00;-1,71
231;10;Легион;3117;Москва и обл.;7 038 811,00;6 769 260,00;269 551,00;3,98
232;-1;Юникорбанк;2586;Москва и обл.;7 030 172,00;7 163 367,00;-133 195,00;-1,86
233;-6;Лада-Кредит;2668;Самарская обл.;6 929 069,00;7 316 199,00;-387 130,00;-5,29
234;1;Нефтяной Альянс;2859;Москва и обл.;6 890 214,00;6 972 507,00;-82 293,00;-1,18
235;1;Прио-Внешторгбанк;212;Рязанская обл.;6 847 155,00;6 851 179,00;-4 024,00;-0,06
236;7;Межпромбанк Плюс;3282;Москва и обл.;6 796 275,00;6 733 461,00;62 814,00;0,93
237;-3;Социнвестбанк;1132;Башкортостан;6 783 124,00;7 074 893,00;-291 769,00;-4,12
238;8;РосДорБанк;1573;Москва и обл.;6 758 602,00;6 661 650,00;96 952,00;1,46
239;0;Росэксимбанк;2790;Москва и обл.;6 756 675,00;6 772 318,00;-15 643,00;-0,23
240;-3;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;6 744 138,00;6 848 185,00;-104 047,00;-1,52
241;-3;Газэнергобанк;3252;Калужская обл.;6 714 436,00;6 797 200,00;-82 764,00;-1,22
242;14;АБ Финанс;514;Москва и обл.;6 665 833,00;6 454 848,00;210 985,00;3,27
243;8;Темпбанк;55;Москва и обл.;6 637 699,00;6 584 004,00;53 695,00;0,82
244;6;Тойота Банк;3470;Москва и обл.;6 625 051,00;6 609 457,00;15 594,00;0,24
245;17;Монетный Дом;419;Челябинская обл.;6 583 190,00;6 130 583,00;452 607,00;7,38
246;-1;Промсбербанк;1043;Москва и обл.;6 583 010,00;6 721 102,00;-138 092,00;-2,05
247;-7;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;6 535 321,00;6 772 077,00;-236 756,00;-3,50
248;5;НОМОС-Банк-Сибирь;410;Новосибирская обл.;6 532 554,00;6 566 844,00;-34 290,00;-0,52
249;0;Русстройбанк;3205;Москва и обл.;6 516 664,00;6 631 293,00;-114 629,00;-1,73
250;5;Тарханы;459;Пензенская обл.;6 509 163,00;6 486 821,00;22 342,00;0,34
251;10;Энергомашбанк;52;Санкт-Петербург и обл.;6 440 636,00;6 172 233,00;268 403,00;4,35
252;2;Тинькофф Банк;2673;Москва и обл.;6 435 132,00;6 491 303,00;-56 171,00;-0,87
253;-5;Ставропольпромстройбанк;1288;Ставропольский край;6 394 659,00;6 644 390,00;-249 731,00;-3,76
254;-22;АМБ Банк;3036;Москва и обл.;6 349 322,00;7 153 280,00;-803 958,00;-11,24
255;22;Расчетно-Кредитный Банк;103;Москва и обл.;6 340 855,00;5 715 045,00;625 810,00;10,95
256;-9;Екатеринбург;3161;Свердловская обл.;6 265 912,00;6 655 684,00;-389 772,00;-5,86
