Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Март, 2015, тыс. рублей;Февраль, 2015, тыс. рублей;Изменение, тыс. рублей;Изменение, %
61;0;Авангард;2879;Москва и обл.;120 724 542,00;126 996 558,00;-6 272 016,00;-4,94
62;4;Пересвет;2110;Москва и обл.;116 637 388,00;117 370 604,00;-733 216,00;-0,62
63;2;Русфинанс Банк;1792;Самарская обл.;115 843 852,00;117 573 191,00;-1 729 339,00;-1,47
64;6;СКБ-Банк;705;Свердловская обл.;113 753 676,00;112 662 164,00;1 091 512,00;0,97
65;4;Международный Финансовый Клуб;2618;Москва и обл.;106 767 404,00;114 452 720,00;-7 685 316,00;-6,71
66;7;Запсибкомбанк;918;Тюменская обл.;104 295 079,00;104 742 235,00;-447 156,00;-0,43
67;5;Балтийский Банк;128;Санкт-Петербург и обл.;103 785 195,00;105 949 427,00;-2 164 232,00;-2,04
68;-9;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;103 408 408,00;129 909 130,00;-26 500 722,00;-20,40
69;-5;ЦентроКредит;121;Москва и обл.;102 324 096,00;122 058 468,00;-19 734 372,00;-16,17
70;4;Сетелем Банк;2168;Москва и обл.;102 192 012,00;104 454 204,00;-2 262 192,00;-2,17
71;-3;БНП Париба Банк;3407;Москва и обл.;99 551 362,00;115 243 396,00;-15 692 034,00;-13,62
72;-1;Дойче Банк;3328;Москва и обл.;97 543 440,00;111 027 668,00;-13 484 228,00;-12,14
73;-6;Металлинвестбанк;2440;Москва и обл.;95 620 231,00;115 256 959,00;-19 636 728,00;-17,04
74;2;Банк БФА;3038;Санкт-Петербург и обл.;94 768 741,00;97 246 912,00;-2 478 171,00;-2,55
75;2;Центр-инвест;2225;Ростовская обл.;94 531 321,00;96 733 818,00;-2 202 497,00;-2,28
76;-26;Всероссийский Банк Развития Регионов;3287;Москва и обл.;92 902 971,00;164 520 999,00;-71 618 028,00;-43,53
77;1;Нота-Банк;2913;Москва и обл.;90 361 665,00;93 707 112,00;-3 345 447,00;-3,57
78;5;Банк Интеза;2216;Москва и обл.;87 886 806,00;83 244 539,00;4 642 267,00;5,58
79;1;Сургутнефтегазбанк;588;Ханты-Мансийский АО — Югра;87 222 508,00;89 219 571,00;-1 997 063,00;-2,24
80;-5;Роскосмосбанк;2989;Москва и обл.;86 235 604,00;100 647 953,00;-14 412 349,00;-14,32
81;0;Союз;2307;Москва и обл.;85 386 461,00;87 301 919,00;-1 915 458,00;-2,19
82;2;Экспо Финанс;2594;Москва и обл.;80 896 699,00;81 784 397,00;-887 698,00;-1,09
83;2;Интеркоммерц Банк;1657;Москва и обл.;79 814 012,00;81 327 612,00;-1 513 600,00;-1,86
84;2;Локо-Банк;2707;Москва и обл.;78 982 127,00;80 922 578,00;-1 940 451,00;-2,40
85;2;Балтинвестбанк;3176;Санкт-Петербург и обл.;78 963 139,00;79 832 708,00;-869 569,00;-1,09
86;-7;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;78 306 662,00;91 562 572,00;-13 255 910,00;-14,48
87;1;РосинтерБанк;226;Москва и обл.;69 210 726,00;69 718 179,00;-507 453,00;-0,73
88;2;Бинбанк Диджитал;2827;Москва и обл.;68 095 568,00;67 203 206,00;892 362,00;1,33
89;0;Финпромбанк (ФПБ Банк);2157;Москва и обл.;63 712 977,00;68 696 840,00;-4 983 863,00;-7,25
90;4;Национальный Стандарт;3421;Москва и обл.;63 329 559,00;64 217 899,00;-888 340,00;-1,38
91;1;Юниаструм Банк;2771;Москва и обл.;60 587 295,00;66 210 610,00;-5 623 315,00;-8,49
92;8;Тойота Банк;3470;Москва и обл.;59 319 328,00;57 681 932,00;1 637 396,00;2,84
93;5;БФГ-Кредит;3068;Москва и обл.;58 486 301,00;59 915 257,00;-1 428 956,00;-2,38
94;9;Экспобанк;2998;Москва и обл.;57 904 508,00;56 419 399,00;1 485 109,00;2,63
95;0;Первобанк;3461;Самарская обл.;57 871 409,00;61 748 468,00;-3 877 059,00;-6,28
96;0;Связной Банк;1961;Москва и обл.;57 162 229,00;61 327 258,00;-4 165 029,00;-6,79
97;15;Транспортный;3174;Москва и обл.;56 782 533,00;47 402 402,00;9 380 131,00;19,79
98;3;Банк Финсервис;3388;Москва и обл.;56 779 721,00;57 446 900,00;-667 179,00;-1,16
99;-8;АйСиБиСи Банк;3475;Москва и обл.;56 542 103,00;66 526 437,00;-9 984 334,00;-15,01
100;4;Почта Банк;650;Москва и обл.;56 118 202,00;56 166 045,00;-47 843,00;-0,09
101;4;Кубань Кредит;2518;Краснодарский край;55 613 523,00;55 107 587,00;505 936,00;0,92
102;-20;Еврофинанс Моснарбанк;2402;Москва и обл.;55 460 067,00;83 526 776,00;-28 066 709,00;-33,60
103;4;Военно-Промышленный Банк;3065;Москва и обл.;53 518 307,00;53 534 552,00;-16 245,00;-0,03
104;-5;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;53 151 536,00;59 622 403,00;-6 470 867,00;-10,85
105;1;Экспресс-Волга;3085;Саратовская обл.;53 037 360,00;54 581 696,00;-1 544 336,00;-2,83
106;-13;Коммерцбанк (Евразия);3333;Москва и обл.;52 081 420,00;65 224 813,00;-13 143 393,00;-20,15
107;2;МБА-Москва;3395;Москва и обл.;50 154 594,00;53 114 907,00;-2 960 313,00;-5,57
108;0;Фора-Банк;1885;Москва и обл.;49 976 484,00;53 457 881,00;-3 481 397,00;-6,51
109;1;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;48 006 501,00;49 744 206,00;-1 737 705,00;-3,49
110;7;Росэнергобанк;2211;Москва и обл.;47 673 381,00;45 049 460,00;2 623 921,00;5,82
111;0;Таврический Банк;2304;Санкт-Петербург и обл.;47 481 207,00;48 524 049,00;-1 042 842,00;-2,15
112;19;Бэнк оф Чайна;2309;Москва и обл.;46 872 841,00;38 721 520,00;8 151 321,00;21,05
113;8;Собинбанк;1317;Москва и обл.;45 758 482,00;43 050 055,00;2 708 427,00;6,29
114;1;Образование;1521;Москва и обл.;44 888 747,00;46 265 261,00;-1 376 514,00;-2,98
115;1;Межтопэнергобанк;2956;Москва и обл.;44 576 597,00;45 585 585,00;-1 008 988,00;-2,21
116;-3;СДМ-Банк;1637;Москва и обл.;42 689 239,00;47 314 854,00;-4 625 615,00;-9,78
117;-3;Интерпромбанк;3266;Москва и обл.;42 378 428,00;46 329 412,00;-3 950 984,00;-8,53
118;5;Крайинвестбанк;3360;Краснодарский край;41 701 300,00;41 917 191,00;-215 891,00;-0,52
119;0;Русский Международный Банк;3123;Москва и обл.;41 603 577,00;44 618 776,00;-3 015 199,00;-6,76
120;0;Мосстройэкономбанк (М Банк);948;Москва и обл.;41 270 167,00;44 232 645,00;-2 962 478,00;-6,70
121;6;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;40 932 745,00;40 389 909,00;542 836,00;1,34
122;-4;Аверс;415;Татарстан;40 830 515,00;44 724 613,00;-3 894 098,00;-8,71
123;11;Меткомбанк (Череповец);901;Вологодская обл.;40 306 513,00;37 539 299,00;2 767 214,00;7,37
124;-27;Натиксис Банк;3390;Москва и обл.;40 204 331,00;60 719 649,00;-20 515 318,00;-33,79
125;10;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;39 900 536,00;37 056 765,00;2 843 771,00;7,67
126;2;Челябинвестбанк;493;Челябинская обл.;39 664 340,00;39 688 813,00;-24 473,00;-0,06
127;-2;Челиндбанк;485;Челябинская обл.;39 354 584,00;40 550 906,00;-1 196 322,00;-2,95
128;-6;Фольксваген Банк Рус;3500;Москва и обл.;38 950 335,00;41 937 468,00;-2 987 133,00;-7,12
129;4;Кольцо Урала;65;Свердловская обл.;38 453 224,00;38 382 438,00;70 786,00;0,18
130;-1;Примсоцбанк;2733;Приморский край;38 303 521,00;39 155 322,00;-851 801,00;-2,18
131;5;Саровбизнесбанк;2048;Нижегородская обл.;37 547 969,00;36 855 803,00;692 166,00;1,88
132;-8;ББР Банк;2929;Москва и обл.;37 279 398,00;41 503 762,00;-4 224 364,00;-10,18
133;-3;ПЧРБ Банк;3291;Москва и обл.;36 175 381,00;38 746 501,00;-2 571 120,00;-6,64
134;5;Русстройбанк;3205;Москва и обл.;35 315 577,00;35 241 104,00;74 473,00;0,21
135;2;Интерпрогрессбанк;600;Москва и обл.;34 998 369,00;35 866 902,00;-868 533,00;-2,42
136;-10;НС Банк;3124;Москва и обл.;34 916 566,00;40 404 586,00;-5 488 020,00;-13,58
137;4;Левобережный;1343;Новосибирская обл.;34 613 256,00;34 888 253,00;-274 997,00;-0,79
138;7;БКС Банк;101;Новосибирская обл.;34 455 481,00;30 388 685,00;4 066 796,00;13,38
139;-1;Банк «Советский»;558;Санкт-Петербург и обл.;33 867 396,00;35 448 887,00;-1 581 491,00;-4,46
140;0;РН Банк;170;Москва и обл.;33 163 860,00;35 229 422,00;-2 065 562,00;-5,86
141;2;Газбанк;2316;Самарская обл.;32 541 099,00;33 666 322,00;-1 125 223,00;-3,34
142;-10;М2М Прайвет Банк;1414;Москва и обл.;32 259 681,00;38 416 760,00;-6 157 079,00;-16,03
143;-1;Севергазбанк;2816;Вологодская обл.;32 181 341,00;34 852 975,00;-2 671 634,00;-7,67
144;0;БыстроБанк;1745;Удмуртия;30 944 461,00;32 241 990,00;-1 297 529,00;-4,02
145;1;Банк АВБ;23;Самарская обл.;30 057 829,00;30 383 676,00;-325 847,00;-1,07
146;5;РНКБ;1354;Симферополь;30 047 996,00;28 887 590,00;1 160 406,00;4,02
147;3;Кедр;1574;Красноярский край;29 409 681,00;29 115 089,00;294 592,00;1,01
148;-1;Приморье;3001;Приморский край;29 351 226,00;30 302 329,00;-951 103,00;-3,14
149;0;Дальневосточный Банк;843;Приморский край;28 904 699,00;29 647 792,00;-743 093,00;-2,51
150;6;Балтика;967;Москва и обл.;28 078 918,00;27 535 864,00;543 054,00;1,97
151;2;Модульбанк;1927;Костромская обл.;27 586 572,00;27 990 939,00;-404 367,00;-1,44
152;23;Держава;2738;Москва и обл.;27 390 023,00;22 503 069,00;4 886 954,00;21,72
153;5;Интехбанк;2705;Татарстан;27 269 498,00;26 723 885,00;545 613,00;2,04
154;3;Липецккомбанк;1242;Липецкая обл.;27 211 043,00;27 234 847,00;-23 804,00;-0,09
155;-7;Кредит Урал Банк;2584;Челябинская обл.;26 893 752,00;29 692 673,00;-2 798 921,00;-9,43
156;-1;Тольяттихимбанк;2507;Самарская обл.;26 383 890,00;27 689 415,00;-1 305 525,00;-4,71
157;3;Акибанк;2587;Татарстан;26 088 788,00;25 545 761,00;543 027,00;2,13
158;1;Агропромкредит;2880;Москва и обл.;25 326 304,00;26 639 465,00;-1 313 161,00;-4,93
159;-7;Москоммерцбанк;3365;Москва и обл.;25 291 529,00;28 436 906,00;-3 145 377,00;-11,06
160;3;Альта-Банк;2269;Москва и обл.;24 673 064,00;25 064 976,00;-391 912,00;-1,56
161;3;Урал ФД;249;Пермская обл.;24 068 108,00;24 961 590,00;-893 482,00;-3,58
162;-1;МАСТ-Банк;3267;Москва и обл.;23 961 387,00;25 104 164,00;-1 142 777,00;-4,55
163;10;Девон-Кредит;1972;Татарстан;23 918 524,00;22 763 144,00;1 155 380,00;5,08
164;-10;АМБ Банк;3036;Москва и обл.;23 674 824,00;27 837 040,00;-4 162 216,00;-14,95
165;0;ОФК Банк;2270;Москва и обл.;23 392 730,00;24 645 294,00;-1 252 564,00;-5,08
166;4;Тимер Банк;1581;Татарстан;23 149 191,00;23 505 197,00;-356 006,00;-1,51
167;0;АктивКапитал Банк;3006;Самарская обл.;23 132 809,00;24 208 667,00;-1 075 858,00;-4,44
168;8;АйМаниБанк;1975;Москва и обл.;22 890 362,00;22 365 639,00;524 723,00;2,35
169;3;Газэнергобанк;3252;Калужская обл.;22 858 414,00;22 793 816,00;64 598,00;0,28
170;-1;Спурт Банк;2207;Татарстан;22 666 250,00;23 936 569,00;-1 270 319,00;-5,31
171;-9;Морской Банк;77;Москва и обл.;22 558 366,00;25 087 813,00;-2 529 447,00;-10,08
172;94;Русьуниверсалбанк;3293;Москва и обл.;22 545 205,00;10 313 065,00;12 232 140,00;118,61
173;10;Московское Ипотечное Агентство;3344;Москва и обл.;22 398 655,00;21 048 832,00;1 349 823,00;6,41
174;4;ФИА-Банк;2542;Самарская обл.;21 925 226,00;21 928 572,00;-3 346,00;-0,02
175;4;Солидарность;554;Самарская обл.;21 732 615,00;21 894 271,00;-161 656,00;-0,74
176;-10;Аресбанк;2914;Москва и обл.;21 305 209,00;24 534 112,00;-3 228 903,00;-13,16
177;-3;Ланта-Банк;1920;Москва и обл.;21 278 037,00;22 636 034,00;-1 357 997,00;-6,00
178;-10;Банк Кредит Свисс;2494;Москва и обл.;21 148 937,00;24 065 149,00;-2 916 212,00;-12,12
179;2;Легион;3117;Москва и обл.;20 973 194,00;21 676 493,00;-703 299,00;-3,24
180;-9;Мерседес-Бенц Банк Рус;3473;Москва и обл.;20 879 842,00;23 463 453,00;-2 583 611,00;-11,01
181;3;Транснациональный Банк;2108;Москва и обл.;20 826 847,00;21 026 899,00;-200 052,00;-0,95
182;-2;БМВ Банк;3482;Москва и обл.;20 468 926,00;21 764 430,00;-1 295 504,00;-5,95
183;-1;Платежный Центр;3166;Новосибирская обл.;20 403 269,00;21 343 534,00;-940 265,00;-4,41
184;4;Алмазэргиэнбанк;2602;Саха (Якутия);20 036 842,00;19 751 807,00;285 035,00;1,44
185;8;Анталбанк;3115;Москва и обл.;19 721 676,00;18 863 489,00;858 187,00;4,55
186;0;Энергобанк;67;Татарстан;19 484 499,00;20 071 492,00;-586 993,00;-2,92
187;-2;Нацинвестпромбанк;3077;Москва и обл.;19 132 947,00;20 102 124,00;-969 177,00;-4,82
188;3;НБД-Банк;1966;Нижегородская обл.;18 906 289,00;19 026 256,00;-119 967,00;-0,63
189;8;Алеф-Банк;2119;Москва и обл.;18 593 702,00;18 360 095,00;233 607,00;1,27
190;-1;Росэксимбанк;2790;Москва и обл.;18 171 086,00;19 740 181,00;-1 569 095,00;-7,95
191;10;Генбанк;2490;Москва и обл.;18 089 704,00;17 698 768,00;390 936,00;2,21
192;0;Рублев;3098;Москва и обл.;17 996 050,00;19 000 829,00;-1 004 779,00;-5,29
193;-16;Денизбанк Москва;3330;Москва и обл.;17 886 904,00;22 154 941,00;-4 268 037,00;-19,26
194;4;Тусар;2712;Москва и обл.;17 799 725,00;18 050 858,00;-251 133,00;-1,39
195;4;Курскпромбанк;735;Курская обл.;17 791 863,00;17 978 257,00;-186 394,00;-1,04
196;6;Клиентский;2324;Москва и обл.;17 272 861,00;17 380 868,00;-108 007,00;-0,62
197;-7;Расчетно-Кредитный Банк;103;Москва и обл.;17 151 371,00;19 252 127,00;-2 100 756,00;-10,91
198;2;Автоторгбанк;2776;Москва и обл.;17 094 825,00;17 734 253,00;-639 428,00;-3,61
199;7;СтарБанк;548;Москва и обл.;17 073 740,00;17 037 992,00;35 748,00;0,21
200;10;Банк Город;2644;Москва и обл.;16 744 031,00;16 658 618,00;85 413,00;0,51
201;-6;Объединенный Капитал;2611;Санкт-Петербург и обл.;16 700 807,00;18 797 285,00;-2 096 478,00;-11,15
202;2;Квантмобайл Банк;1189;Москва и обл.;16 672 556,00;17 205 531,00;-532 975,00;-3,10
203;-16;Чайна Констракшн;3515;Москва и обл.;16 494 653,00;19 967 618,00;-3 472 965,00;-17,39
204;1;Норвик Банк;902;Кировская обл.;16 428 481,00;17 075 130,00;-646 649,00;-3,79
205;7;Инвесткапиталбанк;2377;Башкортостан;16 398 133,00;16 605 221,00;-207 088,00;-1,25
206;2;Форштадт;2208;Оренбургская обл.;16 352 702,00;16 816 528,00;-463 826,00;-2,76
207;4;Уралтрансбанк;812;Свердловская обл.;16 175 395,00;16 619 039,00;-443 644,00;-2,67
208;8;Национальный Резервный Банк;2170;Москва и обл.;15 935 260,00;16 141 950,00;-206 690,00;-1,28
209;8;ГПБ-Ипотека;2403;Москва и обл.;15 846 521,00;16 060 924,00;-214 403,00;-1,33
210;-7;Развитие-Столица;3013;Москва и обл.;15 669 260,00;17 308 872,00;-1 639 612,00;-9,47
211;-4;НК Банк;2755;Москва и обл.;15 560 219,00;16 880 905,00;-1 320 686,00;-7,82
212;10;Хлынов;254;Кировская обл.;15 306 685,00;15 712 437,00;-405 752,00;-2,58
213;8;СЭБ Банк;3235;Санкт-Петербург и обл.;15 297 569,00;15 887 302,00;-589 733,00;-3,71
214;-18;Данске Банк;3307;Санкт-Петербург и обл.;15 255 465,00;18 717 464,00;-3 461 999,00;-18,50
215;-21;Энерготрансбанк;1307;Калининградская обл.;15 037 863,00;18 836 192,00;-3 798 329,00;-20,17
216;-3;Гранд Инвест Банк;3053;Москва и обл.;14 987 734,00;16 493 045,00;-1 505 311,00;-9,13
217;3;Гарант-Инвест;2576;Москва и обл.;14 713 286,00;15 960 720,00;-1 247 434,00;-7,82
218;8;Росавтобанк;2767;Москва и обл.;14 686 917,00;15 167 694,00;-480 777,00;-3,17
219;-5;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;14 663 604,00;16 490 062,00;-1 826 458,00;-11,08
220;-11;Морган Стэнли Банк;3456;Москва и обл.;14 597 587,00;16 708 813,00;-2 111 226,00;-12,64
221;3;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;14 494 394,00;15 695 584,00;-1 201 190,00;-7,65
222;-3;Русский Ипотечный Банк;1968;Москва и обл.;14 392 409,00;15 984 888,00;-1 592 479,00;-9,96
223;2;ТЭМБР-Банк;2764;Москва и обл.;14 353 911,00;15 402 338,00;-1 048 427,00;-6,81
224;8;Пойдем!;2534;Москва и обл.;14 291 183,00;14 252 270,00;38 913,00;0,27
225;-10;РосДорБанк;1573;Москва и обл.;14 170 842,00;16 416 238,00;-2 245 396,00;-13,68
226;10;Дил-Банк;3384;Москва и обл.;13 928 046,00;13 767 487,00;160 559,00;1,17
227;2;ВУЗ-Банк;1557;Свердловская обл.;13 801 715,00;14 386 160,00;-584 445,00;-4,06
228;-10;Ишбанк;2867;Москва и обл.;13 780 793,00;16 033 631,00;-2 252 838,00;-14,05
229;1;Гаранти Банк — Москва;3275;Москва и обл.;13 754 105,00;14 363 276,00;-609 171,00;-4,24
230;9;Банк Акцепт;567;Новосибирская обл.;13 699 929,00;13 678 344,00;21 585,00;0,16
231;6;БайкалБанк;2632;Бурятия;13 650 156,00;13 754 514,00;-104 358,00;-0,76
232;-5;Ури Банк;3479;Москва и обл.;13 584 922,00;15 021 673,00;-1 436 751,00;-9,56
233;8;Социнвестбанк;1132;Башкортостан;13 580 657,00;13 518 286,00;62 371,00;0,46
234;-6;Стратегия;2801;Москва и обл.;13 550 685,00;14 555 793,00;-1 005 108,00;-6,91
235;5;ЕвроситиБанк;1869;Москва и обл.;13 183 117,00;13 543 635,00;-360 518,00;-2,66
236;7;Центркомбанк;2983;Москва и обл.;13 157 394,00;13 314 188,00;-156 794,00;-1,18
237;-3;Унифин;2654;Москва и обл.;13 051 059,00;14 190 633,00;-1 139 574,00;-8,03
238;9;Экономбанк;1319;Саратовская обл.;13 009 135,00;13 047 446,00;-38 311,00;-0,29
239;-4;Международный Акционерный Банк;1987;Москва и обл.;12 990 596,00;13 804 601,00;-814 005,00;-5,90
240;-9;Метробанк;2548;Москва и обл.;12 836 233,00;14 301 716,00;-1 465 483,00;-10,25
241;-8;Хованский;2145;Москва и обл.;12 791 467,00;14 235 509,00;-1 444 042,00;-10,14
242;-4;Нефтяной Альянс;2859;Москва и обл.;12 790 699,00;13 749 951,00;-959 252,00;-6,98
243;-1;Темпбанк;55;Москва и обл.;12 678 584,00;13 363 882,00;-685 298,00;-5,13
244;7;Мир Бизнес Банк;3396;Москва и обл.;12 625 735,00;12 477 660,00;148 075,00;1,19
245;7;Бенифит-Банк;3229;Москва и обл.;12 528 661,00;12 362 121,00;166 540,00;1,35
246;4;Александровский;53;Санкт-Петербург и обл.;12 443 742,00;12 484 455,00;-40 713,00;-0,33
247;6;Национальная Факторинговая Компания;3437;Москва и обл.;12 265 110,00;12 095 290,00;169 820,00;1,40
248;1;ОПМ-Банк;2734;Москва и обл.;12 257 458,00;12 751 749,00;-494 291,00;-3,88
249;-1;Тройка-Д Банк;3431;Москва и обл.;12 250 611,00;12 815 064,00;-564 453,00;-4,40
250;45;Татсоцбанк;480;Татарстан;11 764 474,00;8 766 474,00;2 998 000,00;34,20
251;4;Первомайский;518;Краснодарский край;11 668 251,00;12 032 619,00;-364 368,00;-3,03
252;2;Солидарность (Москва);1555;Москва и обл.;11 530 490,00;12 051 518,00;-521 028,00;-4,32
253;-8;Гута-Банк;256;Москва и обл.;11 407 347,00;13 053 020,00;-1 645 673,00;-12,61
254;-8;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;11 361 172,00;13 050 639,00;-1 689 467,00;-12,95
