Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Январь, 2018, тыс. рублей;Декабрь, 2017, тыс. рублей;Изменение, тыс. рублей;Изменение, %
529;-9;Единая Расчетная Палата;384;Москва и обл.;472 561,00;508 022,00;-35 461,00;-6,98
530;-7;Лидер;3304;Москва и обл.;469 292,00;498 938,00;-29 646,00;-5,94
531;7;Альтернатива;3452;Москва и обл.;433 960,00;376 930,00;57 030,00;15,13
532;8;РИБ;2749;Москва и обл.;423 871,00;372 979,00;50 892,00;13,64
533;3;Эко-Инвест;3116;Москва и обл.;419 065,00;401 460,00;17 605,00;4,39
534;3;Северстройбанк;3507;Вологодская обл.;381 070,00;379 818,00;1 252,00;0,33
535;4;Тайдон;2085;Кемеровская обл.;372 378,00;373 248,00;-870,00;-0,23
536;-3;Стар Альянс;3433;Москва и обл.;356 128,00;436 572,00;-80 444,00;-18,43
537;4;Объединенная Расчетная Система;3342;Москва и обл.;349 643,00;337 278,00;12 365,00;3,67
538;4;Рунэтбанк;2829;Москва и обл.;312 859,00;314 002,00;-1 143,00;-0,36
539;9;Платежи и Расчеты;3324;Самарская обл.;252 118,00;181 476,00;70 642,00;38,93
540;5;Сетевая Расчетная Палата;3332;Татарстан;249 035,00;250 761,00;-1 726,00;-0,69
541;3;Нарат;1902;Саратовская обл.;248 907,00;259 157,00;-10 250,00;-3,96
542;11;ПэйЮ;3518;Москва и обл.;238 464,00;130 950,00;107 514,00;82,10
543;12;Р-Инкас;3536;Москва и обл.;237 804,00;110 030,00;127 774,00;116,13
544;5;Красноярский Краевой Расчетный Центр;3483;Красноярский край;234 502,00;177 755,00;56 747,00;31,92
545;6;Электронный платежный сервис;3509;Москва и обл.;194 891,00;142 173,00;52 718,00;37,08
546;4;Элексир;3533;Москва и обл.;175 341,00;177 523,00;-2 182,00;-1,23
547;7;Платежный Стандарт;3530;Новосибирская обл.;169 711,00;128 708,00;41 003,00;31,86
548;4;Русское Финансовое Общество;3427;Москва и обл.;159 552,00;136 861,00;22 691,00;16,58
549;-2;Моби.Деньги;3523;Москва и обл.;158 692,00;187 915,00;-29 223,00;-15,55
550;8;Премиум;3514;Москва и обл.;120 890,00;77 980,00;42 910,00;55,03
551;-5;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;110 847,00;224 416,00;-113 569,00;-50,61
552;4;Вест;2605;Москва и обл.;105 125,00;106 287,00;-1 162,00;-1,09
553;4;Умут;2435;Дагестан;101 672,00;86 784,00;14 888,00;17,16
554;5;Дальний Восток;3318;Приморский край;68 761,00;64 141,00;4 620,00;7,20
555;5;Элплат;3535;Удмуртия;47 345,00;39 496,00;7 849,00;19,87
556;7;Инновационный Расчетный Центр;3447;Москва и обл.;45 972,00;24 400,00;21 572,00;88,41
557;4;Перспектива;3532;Омская обл.;31 055,00;38 781,00;-7 726,00;-19,92
558;7;АРБ-Инкасс;3353;Москва и обл.;26 260,00;20 586,00;5 674,00;27,56
559;5;Инэко;3520;Ивановская обл.;20 747,00;21 653,00;-906,00;-4,18
560;6;21 Век;3309;Санкт-Петербург и обл.;12 673,00;12 924,00;-251,00;-1,94
561;1;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;12 273,00;29 888,00;-17 615,00;-58,94
