Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Январь, 2018, тыс. рублей;Декабрь, 2017, тыс. рублей;Изменение, тыс. рублей;Изменение, %
27;0;СМП Банк;3368;Москва и обл.;359 185 366,00;365 576 162,00;-6 390 796,00;-1,75
28;0;Банк ДОМ.РФ;2312;Москва и обл.;343 241 780,00;335 514 006,00;7 727 774,00;2,30
29;1;Новикомбанк;2546;Москва и обл.;336 200 780,00;293 197 506,00;43 003 274,00;14,67
30;-1;Уральский Банк Реконструкции и Развития;429;Свердловская обл.;310 266 682,00;321 965 942,00;-11 699 260,00;-3,63
31;2;Тинькофф Банк;2673;Москва и обл.;287 967 670,00;273 233 059,00;14 734 611,00;5,39
32;3;Связь-Банк;1470;Москва и обл.;285 758 476,00;272 680 631,00;13 077 845,00;4,80
33;-2;Восточный Банк;1460;Амурская обл.;285 091 297,00;281 547 550,00;3 543 747,00;1,26
34;-2;Московский Индустриальный Банк;912;Москва и обл.;279 145 420,00;275 430 868,00;3 714 552,00;1,35
35;-1;Абсолют Банк;2306;Москва и обл.;273 076 597,00;273 085 931,00;-9 334,00;-0,00
36;0;Возрождение;1439;Москва и обл.;266 936 992,00;266 528 968,00;408 024,00;0,15
37;0;Хоум Кредит Банк;316;Москва и обл.;264 579 672,00;254 284 357,00;10 295 315,00;4,05
38;3;Почта Банк;650;Москва и обл.;263 843 928,00;234 319 922,00;29 524 006,00;12,60
39;1;Пересвет;2110;Москва и обл.;261 067 417,00;235 033 101,00;26 034 316,00;11,08
40;-2;Сургутнефтегазбанк;588;Ханты-Мансийский АО — Югра;238 143 373,00;247 416 177,00;-9 272 804,00;-3,75
41;1;Транскапиталбанк;2210;Москва и обл.;228 065 378,00;218 653 215,00;9 412 163,00;4,30
42;-3;Банк Зенит;3255;Москва и обл.;222 702 305,00;241 550 607,00;-18 848 302,00;-7,80
43;0;Экспресс-Волга;3085;Костромская обл.;203 991 632,00;214 369 570,00;-10 377 938,00;-4,84
44;1;РосЕвроБанк;3137;Москва и обл.;199 696 061,00;196 026 649,00;3 669 412,00;1,87
45;1;ДельтаКредит;3338;Москва и обл.;177 312 959,00;180 930 824,00;-3 617 865,00;-2,00
46;1;Нордеа Банк;3016;Москва и обл.;175 806 322,00;177 624 745,00;-1 818 423,00;-1,02
47;-3;ИНГ Банк;2495;Москва и обл.;170 707 562,00;212 560 259,00;-41 852 697,00;-19,69
48;0;МТС Банк;2268;Москва и обл.;165 941 826,00;159 429 294,00;6 512 532,00;4,08
49;14;РНКБ;1354;Симферополь;147 164 746,00;114 300 945,00;32 863 801,00;28,75
50;2;ОТП Банк;2766;Москва и обл.;141 564 199,00;138 670 117,00;2 894 082,00;2,09
51;2;Инвестторгбанк;2763;Москва и обл.;140 955 319,00;138 409 368,00;2 545 951,00;1,84
52;-1;Авангард;2879;Москва и обл.;140 732 123,00;139 997 678,00;734 445,00;0,52
53;1;Аверс;415;Татарстан;137 333 273,00;137 645 187,00;-311 914,00;-0,23
54;10;Национальный Расчетный Депозитарий;3294;Москва и обл.;136 716 171,00;113 333 687,00;23 382 484,00;20,63
55;4;Сетелем Банк;2168;Москва и обл.;133 002 058,00;124 734 446,00;8 267 612,00;6,63
56;1;Ренессанс Кредит;3354;Москва и обл.;132 807 198,00;127 020 583,00;5 786 615,00;4,56
57;-7;Банк АВБ;23;Самарская обл.;132 275 181,00;140 546 693,00;-8 271 512,00;-5,89
58;-3;Глобэкс;1942;Москва и обл.;130 222 935,00;132 941 114,00;-2 718 179,00;-2,04
59;-3;Кредит Европа Банк;3311;Москва и обл.;128 287 933,00;128 522 480,00;-234 547,00;-0,18
60;-2;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;125 320 774,00;126 505 542,00;-1 184 768,00;-0,94
61;1;Запсибкомбанк;918;Тюменская обл.;123 622 937,00;117 639 934,00;5 983 003,00;5,09
62;-13;РГС Банк;3073;Москва и обл.;122 648 897,00;145 082 304,00;-22 433 407,00;-15,46
63;-3;СКБ-Банк;705;Свердловская обл.;121 004 231,00;121 420 039,00;-415 808,00;-0,34
64;-3;Русфинанс Банк;1792;Самарская обл.;120 069 317,00;118 530 658,00;1 538 659,00;1,30
65;2;Банк Финсервис;3388;Москва и обл.;116 438 454,00;108 061 522,00;8 376 932,00;7,75
66;-1;Роскосмосбанк;2989;Москва и обл.;114 506 593,00;112 306 596,00;2 199 997,00;1,96
67;-1;МСП Банк;3340;Москва и обл.;110 320 997,00;112 230 907,00;-1 909 910,00;-1,70
68;1;Таврический Банк;2304;Санкт-Петербург и обл.;108 208 444,00;100 397 165,00;7 811 279,00;7,78
69;-1;Центр-инвест;2225;Ростовская обл.;106 180 851,00;104 092 021,00;2 088 830,00;2,01
70;8;Росэксимбанк;2790;Москва и обл.;95 809 110,00;79 551 049,00;16 258 061,00;20,44
71;-1;Балтинвестбанк;3176;Санкт-Петербург и обл.;92 078 510,00;94 609 473,00;-2 530 963,00;-2,68
72;0;Кубань Кредит;2518;Краснодарский край;88 491 994,00;87 662 926,00;829 068,00;0,95
73;1;Локо-Банк;2707;Москва и обл.;86 841 143,00;87 146 384,00;-305 241,00;-0,35
74;-3;ЦентроКредит;121;Москва и обл.;85 985 827,00;87 854 311,00;-1 868 484,00;-2,13
75;0;РН Банк;170;Москва и обл.;80 793 359,00;84 444 686,00;-3 651 327,00;-4,32
76;-3;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;80 108 918,00;87 307 057,00;-7 198 139,00;-8,24
77;0;Союз;2307;Москва и обл.;79 017 192,00;80 088 264,00;-1 071 072,00;-1,34
78;2;Металлинвестбанк;2440;Москва и обл.;76 469 283,00;71 407 750,00;5 061 533,00;7,09
79;8;Дойче Банк;3328;Москва и обл.;73 009 401,00;59 655 098,00;13 354 303,00;22,39
80;2;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;66 802 874,00;63 369 565,00;3 433 309,00;5,42
81;2;ОФК Банк;2270;Москва и обл.;62 625 884,00;61 492 404,00;1 133 480,00;1,84
82;53;Тимер Банк;1581;Татарстан;61 569 173,00;29 402 574,00;32 166 599,00;109,40
83;-2;Экспобанк;2998;Москва и обл.;61 285 665,00;63 794 906,00;-2 509 241,00;-3,93
84;8;СДМ-Банк;1637;Москва и обл.;59 435 616,00;56 112 226,00;3 323 390,00;5,92
85;3;Крайинвестбанк;3360;Краснодарский край;59 121 782,00;58 039 356,00;1 082 426,00;1,86
86;3;Банк Интеза;2216;Москва и обл.;58 848 606,00;57 599 922,00;1 248 684,00;2,17
87;7;ББР Банк;2929;Москва и обл.;58 155 382,00;54 458 775,00;3 696 607,00;6,79
88;-4;Тойота Банк;3470;Москва и обл.;57 657 790,00;60 138 757,00;-2 480 967,00;-4,13
89;2;Балтийский Банк;128;Санкт-Петербург и обл.;56 890 904,00;56 850 160,00;40 744,00;0,07
90;5;Примсоцбанк;2733;Приморский край;55 276 252,00;53 941 807,00;1 334 445,00;2,47
91;2;Социнвестбанк;1132;Башкортостан;55 010 832,00;54 550 707,00;460 125,00;0,84
92;-7;БКС Банк;101;Новосибирская обл.;53 993 119,00;59 909 901,00;-5 916 782,00;-9,88
93;7;Севергазбанк;2816;Вологодская обл.;53 856 962,00;50 715 833,00;3 141 129,00;6,19
94;3;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;53 082 968,00;52 429 940,00;653 028,00;1,25
95;6;Левобережный;1343;Новосибирская обл.;52 441 722,00;49 908 399,00;2 533 323,00;5,08
96;-10;БНП Париба Банк;3407;Москва и обл.;52 160 506,00;59 771 331,00;-7 610 825,00;-12,73
97;-1;Мидзухо Банк;3337;Москва и обл.;51 923 733,00;53 015 003,00;-1 091 270,00;-2,06
98;5;Челябинвестбанк;493;Челябинская обл.;51 240 609,00;49 838 602,00;1 402 007,00;2,81
99;13;Еврофинанс Моснарбанк;2402;Москва и обл.;50 924 437,00;43 545 328,00;7 379 109,00;16,95
100;2;Челиндбанк;485;Челябинская обл.;50 778 424,00;49 906 931,00;871 493,00;1,75
101;-22;ВУЗ-Банк;1557;Свердловская обл.;49 931 988,00;73 207 102,00;-23 275 114,00;-31,79
102;5;Фора-Банк;1885;Москва и обл.;49 469 836,00;45 479 389,00;3 990 447,00;8,77
103;-5;АйСиБиСи Банк;3475;Москва и обл.;48 611 701,00;51 463 200,00;-2 851 499,00;-5,54
104;19;Платежный Центр;3166;Новосибирская обл.;48 397 775,00;32 392 982,00;16 004 793,00;49,41
105;0;Эм-Ю-Эф-Джи Банк (Евразия);3465;Москва и обл.;47 870 278,00;47 974 131,00;-103 853,00;-0,22
106;-16;Международный Финансовый Клуб;2618;Москва и обл.;47 641 998,00;57 002 576,00;-9 360 578,00;-16,42
107;-3;Газэнергобанк;3252;Калужская обл.;47 338 973,00;48 807 043,00;-1 468 070,00;-3,01
108;-9;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;47 085 699,00;51 059 720,00;-3 974 021,00;-7,78
109;-3;Банк «Советский»;558;Санкт-Петербург и обл.;46 601 970,00;45 970 789,00;631 181,00;1,37
110;4;Саровбизнесбанк;2048;Нижегородская обл.;44 409 348,00;42 555 939,00;1 853 409,00;4,36
111;-1;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;44 047 181,00;44 328 935,00;-281 754,00;-0,64
112;-1;Интерпрогрессбанк;600;Москва и обл.;43 095 116,00;43 851 591,00;-756 475,00;-1,73
113;0;Коммерцбанк (Евразия);3333;Москва и обл.;38 439 092,00;42 884 552,00;-4 445 460,00;-10,37
114;2;Объединенный Капитал;2611;Санкт-Петербург и обл.;38 187 530,00;37 038 064,00;1 149 466,00;3,10
115;0;БыстроБанк;1745;Удмуртия;37 426 864,00;37 615 473,00;-188 609,00;-0,50
116;5;АктивКапитал Банк;3006;Самарская обл.;37 283 707,00;32 609 165,00;4 674 542,00;14,34
117;1;Кольцо Урала;65;Свердловская обл.;36 999 154,00;34 179 321,00;2 819 833,00;8,25
118;7;Фольксваген Банк Рус;3500;Москва и обл.;36 035 514,00;31 987 435,00;4 048 079,00;12,66
119;3;СЭБ Банк;3235;Санкт-Петербург и обл.;35 542 570,00;32 500 285,00;3 042 285,00;9,36
120;9;БМВ Банк;3482;Москва и обл.;34 483 834,00;31 250 215,00;3 233 619,00;10,35
121;-12;Финанс Бизнес Банк;520;Москва и обл.;34 371 982,00;44 665 063,00;-10 293 081,00;-23,05
122;5;НС Банк;3124;Москва и обл.;34 271 935,00;31 579 525,00;2 692 410,00;8,53
123;11;Данске Банк;3307;Санкт-Петербург и обл.;33 401 083,00;29 823 800,00;3 577 283,00;11,99
124;18;Интерпромбанк;3266;Москва и обл.;33 367 108,00;26 843 732,00;6 523 376,00;24,30
125;-6;Чайна Констракшн;3515;Москва и обл.;33 200 307,00;33 210 600,00;-10 293,00;-0,03
126;5;Кредит Урал Банк;2584;Челябинская обл.;32 939 073,00;30 414 621,00;2 524 452,00;8,30
127;-10;Квантмобайл Банк;1189;Москва и обл.;32 825 522,00;34 918 938,00;-2 093 416,00;-6,00
128;-8;Дальневосточный Банк;843;Приморский край;32 372 218,00;32 994 831,00;-622 613,00;-1,89
129;1;Приморье;3001;Приморский край;31 798 837,00;31 087 308,00;711 529,00;2,29
130;-2;Солидарность;554;Самарская обл.;31 253 265,00;31 478 095,00;-224 830,00;-0,71
131;12;Мир Бизнес Банк;3396;Москва и обл.;31 252 419,00;26 526 784,00;4 725 635,00;17,81
132;-24;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;30 518 612,00;44 759 394,00;-14 240 782,00;-31,82
133;6;Морган Стэнли Банк;3456;Москва и обл.;30 454 752,00;27 749 575,00;2 705 177,00;9,75
134;-10;Бэнк оф Чайна;2309;Москва и обл.;30 157 666,00;32 292 473,00;-2 134 807,00;-6,61
135;-9;Энерготрансбанк;1307;Калининградская обл.;29 526 243,00;31 607 227,00;-2 080 984,00;-6,58
136;1;Девон-Кредит;1972;Татарстан;29 145 858,00;28 212 789,00;933 069,00;3,31
137;-5;Бинбанк Диджитал;2827;Москва и обл.;28 955 709,00;29 974 399,00;-1 018 690,00;-3,40
138;-2;Алмазэргиэнбанк;2602;Саха (Якутия);28 748 175,00;28 585 074,00;163 101,00;0,57
139;1;Ланта-Банк;1920;Москва и обл.;28 639 909,00;27 421 593,00;1 218 316,00;4,44
140;-2;Генбанк;2490;Симферополь;28 504 676,00;28 043 230,00;461 446,00;1,65
141;0;Газбанк;2316;Самарская обл.;26 913 629,00;27 282 367,00;-368 738,00;-1,35
142;2;Акибанк;2587;Татарстан;26 266 210,00;25 911 929,00;354 281,00;1,37
143;8;Татсоцбанк;480;Татарстан;25 737 055,00;22 820 875,00;2 916 180,00;12,78
144;5;Национальный Стандарт;3421;Москва и обл.;24 980 686,00;23 792 679,00;1 188 007,00;4,99
145;5;Урал ФД;249;Пермская обл.;24 762 639,00;23 509 847,00;1 252 792,00;5,33
146;13;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;24 730 463,00;20 473 846,00;4 256 617,00;20,79
147;-1;Москоммерцбанк;3365;Москва и обл.;24 508 939,00;24 575 016,00;-66 077,00;-0,27
148;-3;Мерседес-Бенц Банк Рус;3473;Москва и обл.;24 239 187,00;24 680 205,00;-441 018,00;-1,79
149;-1;Липецккомбанк;1242;Липецкая обл.;24 046 884,00;24 061 490,00;-14 606,00;-0,06
150;-3;Курскпромбанк;735;Курская обл.;24 046 883,00;24 081 836,00;-34 953,00;-0,15
151;1;Энергобанк;67;Татарстан;23 104 112,00;22 780 297,00;323 815,00;1,42
152;-19;ЦМРБанк;3531;Москва и обл.;22 900 151,00;29 888 697,00;-6 988 546,00;-23,38
153;1;Хлынов;254;Кировская обл.;22 714 450,00;22 235 594,00;478 856,00;2,15
154;4;Агропромкредит;2880;Москва и обл.;22 299 594,00;20 663 614,00;1 635 980,00;7,92
155;-2;Экономбанк;1319;Саратовская обл.;22 241 196,00;22 471 666,00;-230 470,00;-1,03
156;7;Александровский;53;Санкт-Петербург и обл.;21 509 913,00;20 149 881,00;1 360 032,00;6,75
157;17;Киви Банк;2241;Москва и обл.;21 396 618,00;16 978 592,00;4 418 026,00;26,02
158;9;Джей энд Ти Банк;3061;Москва и обл.;21 253 925,00;19 636 980,00;1 616 945,00;8,23
159;-3;Кошелев-Банк;3300;Самарская обл.;21 206 859,00;21 262 222,00;-55 363,00;-0,26
160;-3;Дж. П. Морган Банк;2629;Москва и обл.;21 117 286,00;20 851 739,00;265 547,00;1,27
161;0;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;20 210 399,00;20 310 862,00;-100 463,00;-0,49
162;3;НБД-Банк;1966;Нижегородская обл.;19 898 241,00;19 939 224,00;-40 983,00;-0,21
163;1;Собинбанк;1317;Москва и обл.;19 889 921,00;19 973 395,00;-83 474,00;-0,42
164;-4;Московское Ипотечное Агентство;3344;Москва и обл.;19 472 117,00;20 368 730,00;-896 613,00;-4,40
165;-10;Аресбанк;2914;Москва и обл.;19 412 447,00;21 786 033,00;-2 373 586,00;-10,89
166;-4;МБА-Москва;3395;Москва и обл.;19 276 667,00;20 273 620,00;-996 953,00;-4,92
167;6;Банк Акцепт;567;Новосибирская обл.;18 874 573,00;17 353 361,00;1 521 212,00;8,77
168;0;Алеф-Банк;2119;Москва и обл.;18 456 109,00;17 919 704,00;536 405,00;2,99
169;-93;Банк Кредит Свисс;2494;Москва и обл.;17 970 007,00;80 622 930,00;-62 652 923,00;-77,71
170;2;Тольяттихимбанк;2507;Самарская обл.;17 490 798,00;17 360 196,00;130 602,00;0,75
171;-1;Пойдем!;2534;Москва и обл.;17 367 064,00;17 831 748,00;-464 684,00;-2,61
172;-1;Денизбанк Москва;3330;Москва и обл.;17 184 107,00;17 431 944,00;-247 837,00;-1,42
173;2;Объединенный Кредитный Банк;1118;Ярославская обл.;17 169 830,00;16 366 171,00;803 659,00;4,91
174;-5;Рублев;3098;Москва и обл.;16 948 874,00;17 878 926,00;-930 052,00;-5,20
175;9;Национальная Факторинговая Компания;3437;Москва и обл.;16 706 639,00;15 005 478,00;1 701 161,00;11,34
176;7;Руснарбанк;3403;Москва и обл.;16 511 921,00;15 116 023,00;1 395 898,00;9,23
177;9;Инбанк;1829;Москва и обл.;16 385 964,00;14 873 653,00;1 512 311,00;10,17
178;7;НК Банк;2755;Москва и обл.;16 161 694,00;14 999 840,00;1 161 854,00;7,75
179;-13;Натиксис Банк;3390;Москва и обл.;15 985 128,00;19 753 846,00;-3 768 718,00;-19,08
180;102;Российская Финансовая Корпорация;3099;Москва и обл.;15 894 648,00;5 684 691,00;10 209 957,00;179,60
181;-2;Прио-Внешторгбанк;212;Рязанская обл.;15 849 905,00;15 928 993,00;-79 088,00;-0,50
182;-4;Развитие-Столица;3013;Москва и обл.;15 691 402,00;15 956 199,00;-264 797,00;-1,66
183;-7;Держава;2738;Москва и обл.;15 679 223,00;16 329 069,00;-649 846,00;-3,98
184;6;Гарант-Инвест;2576;Москва и обл.;15 624 862,00;14 554 200,00;1 070 662,00;7,36
185;-8;Банк ВВБ;1093;Севастополь;15 355 321,00;16 017 358,00;-662 037,00;-4,13
186;1;Форштадт;2208;Оренбургская обл.;15 192 557,00;14 856 065,00;336 492,00;2,27
187;-5;Норвик Банк;902;Кировская обл.;15 129 507,00;15 141 148,00;-11 641,00;-0,08
188;-8;Нацинвестпромбанк;3077;Москва и обл.;14 895 272,00;15 601 494,00;-706 222,00;-4,53
189;-8;Морской Банк;77;Москва и обл.;14 777 375,00;15 540 646,00;-763 271,00;-4,91
190;2;Ишбанк;2867;Москва и обл.;14 713 719,00;14 329 819,00;383 900,00;2,68
191;0;Национальный Резервный Банк;2170;Москва и обл.;14 580 899,00;14 543 840,00;37 059,00;0,25
192;-3;Расчетно-Кредитный Банк;103;Москва и обл.;14 498 330,00;14 603 067,00;-104 737,00;-0,72
193;1;Банк Казани;708;Татарстан;14 372 038,00;13 916 152,00;455 886,00;3,28
194;-1;РосДорБанк;1573;Москва и обл.;13 944 862,00;14 164 064,00;-219 202,00;-1,55
195;0;КС Банк;1752;Мордовия;13 851 754,00;13 486 519,00;365 235,00;2,71
196;2;Русский Ипотечный Банк;1968;Москва и обл.;13 348 304,00;12 780 151,00;568 153,00;4,45
197;-1;Уралтрансбанк;812;Свердловская обл.;13 235 137,00;13 220 743,00;14 394,00;0,11
198;-1;Нижневолжский Коммерческий Банк;931;Саратовская обл.;13 221 893,00;13 176 105,00;45 788,00;0,35
199;1;НИКО-Банк;702;Оренбургская обл.;12 982 777,00;12 398 232,00;584 545,00;4,71
200;2;ТЭМБР-Банк;2764;Москва и обл.;12 756 143,00;12 248 909,00;507 234,00;4,14
201;15;Воронеж;654;Воронежская обл.;12 659 974,00;10 368 179,00;2 291 795,00;22,10
202;-3;Агросоюз;1459;Москва и обл.;12 240 756,00;12 624 680,00;-383 924,00;-3,04
203;2;Ассоциация;732;Нижегородская обл.;12 118 908,00;11 916 190,00;202 718,00;1,70
204;-3;Тройка-Д Банк;3431;Москва и обл.;12 037 781,00;12 279 430,00;-241 649,00;-1,97
205;-1;Модульбанк;1927;Костромская обл.;11 998 822,00;12 090 541,00;-91 719,00;-0,76
206;0;Первомайский;518;Краснодарский край;11 726 393,00;11 501 512,00;224 881,00;1,96
207;7;МС Банк Рус;2789;Москва и обл.;11 684 860,00;10 484 960,00;1 199 900,00;11,44
208;-1;КЭБ ЭйчЭнБи Банк;3525;Москва и обл.;11 659 617,00;11 495 353,00;164 264,00;1,43
209;2;Русский Торговый Банк;2842;Москва и обл.;11 390 025,00;11 159 051,00;230 974,00;2,07
210;-1;Юг-Инвестбанк;2772;Краснодарский край;11 302 373,00;11 304 251,00;-1 878,00;-0,02
211;-3;Современный Коммерческий Инновационный Банк;3329;Костромская обл.;11 295 437,00;11 470 684,00;-175 247,00;-1,53
212;-2;Банк Оренбург;3269;Оренбургская обл.;11 185 144,00;11 214 167,00;-29 023,00;-0,26
213;-1;Солид Банк;1329;Приморский край;11 155 332,00;11 100 650,00;54 682,00;0,49
214;-1;Датабанк;646;Удмуртия;11 124 787,00;11 059 520,00;65 267,00;0,59
215;0;Консервативный Коммерческий Банк;1087;Астраханская обл.;11 042 975,00;10 442 455,00;600 520,00;5,75
216;5;Реалист Банк;1067;Иркутская обл.;10 979 277,00;9 909 046,00;1 070 231,00;10,80
217;1;Ури Банк;3479;Москва и обл.;10 814 637,00;10 324 208,00;490 429,00;4,75
218;1;Таатта;1249;Саха (Якутия);10 683 870,00;10 105 307,00;578 563,00;5,73
219;-2;Снежинский;1376;Челябинская обл.;10 214 744,00;10 343 110,00;-128 366,00;-1,24
220;7;Екатеринбург;3161;Свердловская обл.;10 203 466,00;9 437 624,00;765 842,00;8,11
221;1;Русьуниверсалбанк;3293;Москва и обл.;9 813 283,00;9 831 330,00;-18 047,00;-0,18
222;2;Автоторгбанк;2776;Москва и обл.;9 630 744,00;9 695 425,00;-64 681,00;-0,67
223;-3;РусЮгбанк;2093;Волгоградская обл.;9 481 758,00;10 044 720,00;-562 962,00;-5,60
224;2;Банк Жилищного Финансирования;3138;Москва и обл.;9 269 174,00;9 448 456,00;-179 282,00;-1,90
225;7;Московский Нефтехимический Банк;1411;Москва и обл.;8 640 057,00;8 257 444,00;382 613,00;4,63
226;2;Гранд Инвест Банк;3053;Москва и обл.;8 599 137,00;8 973 738,00;-374 601,00;-4,17
227;4;Энергомашбанк;52;Санкт-Петербург и обл.;8 545 029,00;8 266 503,00;278 526,00;3,37
228;-3;Азия-Инвест Банк;3303;Москва и обл.;8 451 620,00;9 682 652,00;-1 231 032,00;-12,71
229;0;Томскпромстройбанк;1720;Томская обл.;8 393 778,00;8 398 005,00;-4 227,00;-0,05
230;0;Трансстройбанк;2807;Москва и обл.;8 287 655,00;8 331 531,00;-43 876,00;-0,53
231;63;Голдман Сакс Банк;3490;Москва и обл.;8 277 009,00;5 100 223,00;3 176 786,00;62,29
232;4;Углеметбанк;2997;Челябинская обл.;8 233 211,00;7 966 840,00;266 371,00;3,34
233;39;ЮMoney;3510;Россия;8 231 728,00;6 279 852,00;1 951 876,00;31,08
234;1;Уралкапиталбанк;2519;Башкортостан;8 111 932,00;7 992 379,00;119 553,00;1,50
235;-32;Ю Би Эс Банк;3463;Москва и обл.;8 083 850,00;12 138 016,00;-4 054 166,00;-33,40
236;42;Банк БКФ;2684;Москва и обл.;8 083 482,00;5 953 691,00;2 129 791,00;35,77
237;-4;Кранбанк;2271;Ивановская обл.;8 046 318,00;8 178 658,00;-132 340,00;-1,62
238;3;Ставропольпромстройбанк;1288;Ставропольский край;7 952 175,00;7 755 203,00;196 972,00;2,54
239;-5;Банк Раунд;2506;Москва и обл.;7 880 663,00;8 113 302,00;-232 639,00;-2,87
240;-3;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 828 729,00;7 888 240,00;-59 511,00;-0,75
241;1;Эксперт Банк;2949;Омская обл.;7 806 917,00;7 734 979,00;71 938,00;0,93
242;1;ФорБанк;2063;Москва и обл.;7 775 084,00;7 680 763,00;94 321,00;1,23
243;-5;Славия;2664;Москва и обл.;7 768 784,00;7 868 382,00;-99 598,00;-1,27
244;10;Промтрансбанк;2638;Башкортостан;7 764 373,00;7 122 083,00;642 290,00;9,02
245;12;Союзный;3236;Москва и обл.;7 735 718,00;6 985 890,00;749 828,00;10,73
246;-6;СИАБ;3245;Санкт-Петербург и обл.;7 684 169,00;7 818 851,00;-134 682,00;-1,72
247;-1;Актив Банк;2529;Мордовия;7 682 314,00;7 580 618,00;101 696,00;1,34
248;-9;Белгородсоцбанк;760;Белгородская обл.;7 612 567,00;7 819 512,00;-206 945,00;-2,65
249;-2;Хакасский Муниципальный Банк;1049;Хакасия;7 547 970,00;7 557 843,00;-9 873,00;-0,13
250;0;Нейва;1293;Свердловская обл.;7 336 753,00;7 306 998,00;29 755,00;0,41
251;0;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;7 310 816,00;7 299 086,00;11 730,00;0,16
252;8;Финам Банк;2799;Москва и обл.;7 294 212,00;6 874 366,00;419 846,00;6,11
253;49;Платина;2347;Москва и обл.;7 228 755,00;4 593 122,00;2 635 633,00;57,38
254;15;Енисейский Объединенный Банк;2645;Красноярский край;7 187 262,00;6 352 909,00;834 353,00;13,13
255;0;Северный Народный Банк;2721;Коми;7 141 425,00;7 112 549,00;28 876,00;0,41
256;7;Ростфинанс;481;Ростовская обл.;7 063 153,00;6 741 295,00;321 858,00;4,77
257;-9;Вокбанк;312;Нижегородская обл.;7 048 672,00;7 381 351,00;-332 679,00;-4,51
