Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Январь, 2015, тыс. рублей;Декабрь, 2014, тыс. рублей;Изменение, тыс. рублей;Изменение, %
23;-3;Банк Уралсиб;30;Москва и обл.;404 207 295,00;389 972 137,00;14 235 158,00;3,65
24;-3;Ситибанк;2557;Москва и обл.;400 472 851,00;381 893 740,00;18 579 111,00;4,86
25;-1;МДМ Банк;2562;Москва и обл.;392 994 541,00;375 658 797,00;17 335 744,00;4,61
26;-3;Связь-Банк;1470;Москва и обл.;381 751 393,00;377 847 175,00;3 904 218,00;1,03
27;-1;СМП Банк;3368;Москва и обл.;350 586 922,00;334 200 499,00;16 386 423,00;4,90
28;-3;Хоум Кредит Банк;316;Москва и обл.;334 895 610,00;335 340 616,00;-445 006,00;-0,13
29;2;ИНГ Банк;2495;Москва и обл.;321 054 315,00;274 710 153,00;46 344 162,00;16,87
30;0;Глобэкс;1942;Москва и обл.;300 252 095,00;284 828 297,00;15 423 798,00;5,42
31;-2;Банк Зенит;3255;Москва и обл.;297 131 980,00;288 552 228,00;8 579 752,00;2,97
32;0;Московский Областной Банк;1751;Москва и обл.;290 594 433,00;270 138 451,00;20 455 982,00;7,57
33;0;Петрокоммерц;1776;Москва и обл.;289 962 743,00;262 562 141,00;27 400 602,00;10,44
34;0;Восточный Банк;1460;Амурская обл.;248 493 729,00;251 010 363,00;-2 516 634,00;-1,00
35;3;Уральский Банк Реконструкции и Развития;429;Свердловская обл.;247 993 587,00;220 803 549,00;27 190 038,00;12,31
36;-1;Новикомбанк;2546;Москва и обл.;246 751 736,00;231 742 817,00;15 008 919,00;6,48
37;-1;Возрождение;1439;Москва и обл.;242 891 680,00;231 427 104,00;11 464 576,00;4,95
38;-1;Абсолют Банк;2306;Москва и обл.;234 462 233,00;223 953 193,00;10 509 040,00;4,69
39;0;Внешпромбанк;3261;Москва и обл.;230 796 330,00;211 219 791,00;19 576 539,00;9,27
40;2;Совкомбанк;963;Костромская обл.;217 343 800,00;187 623 355,00;29 720 445,00;15,84
41;-1;Московский Индустриальный Банк;912;Москва и обл.;215 586 928,00;207 948 017,00;7 638 911,00;3,67
42;1;ОТП Банк;2766;Москва и обл.;202 889 100,00;185 469 001,00;17 420 099,00;9,39
43;-2;МТС Банк;2268;Москва и обл.;196 252 850,00;196 458 619,00;-205 769,00;-0,10
44;26;Всероссийский Банк Развития Регионов;3287;Москва и обл.;193 237 568,00;96 312 160,00;96 925 408,00;100,64
45;-1;Банк ДОМ.РФ;2312;Москва и обл.;188 601 749,00;173 772 954,00;14 828 795,00;8,53
46;-1;Транскапиталбанк;2210;Москва и обл.;176 997 963,00;165 649 405,00;11 348 558,00;6,85
47;-1;Российский Кредит;324;Москва и обл.;171 378 789,00;162 266 443,00;9 112 346,00;5,62
48;0;Татфондбанк;3058;Татарстан;171 335 417,00;157 564 198,00;13 771 219,00;8,74
49;-2;Кредит Европа Банк;3311;Москва и обл.;168 649 200,00;161 046 273,00;7 602 927,00;4,72
50;17;Югра;880;Ханты-Мансийский АО — Югра;167 762 133,00;107 662 909,00;60 099 224,00;55,82
51;-2;РосЕвроБанк;3137;Москва и обл.;161 427 068,00;148 179 928,00;13 247 140,00;8,94
52;-1;Национальный Расчетный Депозитарий;3294;Москва и обл.;156 105 758,00;134 814 277,00;21 291 481,00;15,79
53;-3;Ренессанс Кредит;3354;Москва и обл.;155 653 377,00;135 167 771,00;20 485 606,00;15,16
54;28;Рост Банк;2888;Москва и обл.;146 418 141,00;80 055 343,00;66 362 798,00;82,90
55;-3;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;138 656 893,00;134 754 435,00;3 902 458,00;2,90
56;-3;Тинькофф Банк;2673;Москва и обл.;136 156 886,00;131 125 865,00;5 031 021,00;3,84
57;-2;МСП Банк;3340;Москва и обл.;135 972 897,00;129 920 841,00;6 052 056,00;4,66
58;5;ЦентроКредит;121;Москва и обл.;134 705 099,00;115 228 184,00;19 476 915,00;16,90
59;-5;ДельтаКредит;3338;Москва и обл.;133 554 724,00;130 602 856,00;2 951 868,00;2,26
60;-2;Пробизнесбанк;2412;Москва и обл.;132 645 698,00;124 785 622,00;7 860 076,00;6,30
61;-4;Инвестторгбанк;2763;Москва и обл.;128 769 999,00;125 757 851,00;3 012 148,00;2,40
62;-2;Авангард;2879;Москва и обл.;126 985 538,00;120 348 909,00;6 636 629,00;5,51
63;10;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;126 298 847,00;90 167 566,00;36 131 281,00;40,07
64;-2;Русфинанс Банк;1792;Самарская обл.;125 753 435,00;118 461 895,00;7 291 540,00;6,16
65;-4;РГС Банк;3073;Москва и обл.;124 029 541,00;119 823 102,00;4 206 439,00;3,51
66;5;Металлинвестбанк;2440;Москва и обл.;123 521 839,00;91 286 427,00;32 235 412,00;35,31
67;-3;Пересвет;2110;Москва и обл.;119 174 140,00;113 699 652,00;5 474 488,00;4,81
68;-9;СКБ-Банк;705;Свердловская обл.;118 154 212,00;121 228 066,00;-3 073 854,00;-2,54
69;-13;Дойче Банк;3328;Москва и обл.;110 494 664,00;129 344 351,00;-18 849 687,00;-14,57
70;-1;Сетелем Банк;2168;Москва и обл.;109 990 689,00;101 383 612,00;8 607 077,00;8,49
71;-3;Запсибкомбанк;918;Тюменская обл.;106 730 960,00;104 254 848,00;2 476 112,00;2,38
72;-6;Балтийский Банк;128;Санкт-Петербург и обл.;106 611 215,00;107 683 049,00;-1 071 834,00;-1,00
73;1;Международный Финансовый Клуб;2618;Москва и обл.;100 942 138,00;87 632 138,00;13 310 000,00;15,19
74;7;Нота-Банк;2913;Москва и обл.;99 782 590,00;81 431 800,00;18 350 790,00;22,54
75;-3;Банк БФА;3038;Санкт-Петербург и обл.;95 124 346,00;90 915 321,00;4 209 025,00;4,63
76;-1;Центр-инвест;2225;Ростовская обл.;94 367 040,00;87 377 099,00;6 989 941,00;8,00
77;2;Роскосмосбанк;2989;Москва и обл.;93 128 961,00;83 384 546,00;9 744 415,00;11,69
78;-13;БНП Париба Банк;3407;Москва и обл.;91 687 127,00;113 124 212,00;-21 437 085,00;-18,95
79;-1;Союз;2307;Москва и обл.;90 222 301,00;83 897 315,00;6 324 986,00;7,54
80;9;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;84 070 936,00;63 591 630,00;20 479 306,00;32,20
81;-5;Локо-Банк;2707;Москва и обл.;83 070 460,00;85 330 075,00;-2 259 615,00;-2,65
82;4;Интеркоммерц Банк;1657;Москва и обл.;78 948 196,00;71 753 157,00;7 195 039,00;10,03
83;-6;Сургутнефтегазбанк;588;Ханты-Мансийский АО — Югра;78 825 168,00;84 211 616,00;-5 386 448,00;-6,40
84;-1;Балтинвестбанк;3176;Санкт-Петербург и обл.;78 325 444,00;76 469 758,00;1 855 686,00;2,43
85;-5;СБ Банк (Судостроительный банк);2999;Москва и обл.;75 801 795,00;82 332 409,00;-6 530 614,00;-7,93
86;-2;Банк Интеза;2216;Москва и обл.;75 366 881,00;73 988 269,00;1 378 612,00;1,86
87;-2;Первобанк;3461;Самарская обл.;68 918 234,00;72 902 139,00;-3 983 905,00;-5,46
88;25;Коммерцбанк (Евразия);3333;Москва и обл.;67 075 851,00;45 353 084,00;21 722 767,00;47,90
89;2;РосинтерБанк;226;Москва и обл.;64 945 479,00;59 644 389,00;5 301 090,00;8,89
90;-2;Связной Банк;1961;Москва и обл.;63 352 898,00;64 842 149,00;-1 489 251,00;-2,30
91;-4;Бинбанк Диджитал;2827;Москва и обл.;63 150 171,00;70 371 722,00;-7 221 551,00;-10,26
92;-2;Юниаструм Банк;2771;Москва и обл.;61 398 148,00;61 709 666,00;-311 518,00;-0,50
93;3;Финпромбанк (ФПБ Банк);2157;Москва и обл.;61 260 538,00;55 246 192,00;6 014 346,00;10,89
94;15;АйСиБиСи Банк;3475;Москва и обл.;59 660 851,00;47 478 331,00;12 182 520,00;25,66
95;13;Экспо Финанс;2594;Москва и обл.;59 620 117,00;48 933 138,00;10 686 979,00;21,84
96;8;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;59 555 603,00;49 709 890,00;9 845 713,00;19,81
97;-5;Национальный Стандарт;3421;Москва и обл.;58 419 353,00;58 970 024,00;-550 671,00;-0,93
98;-5;Тойота Банк;3470;Москва и обл.;58 069 178,00;58 546 009,00;-476 831,00;-0,81
99;32;Натиксис Банк;3390;Москва и обл.;58 046 299,00;36 968 869,00;21 077 430,00;57,01
100;-1;Почта Банк;650;Москва и обл.;56 341 040,00;53 708 023,00;2 633 017,00;4,90
101;-1;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;56 310 956,00;52 650 272,00;3 660 684,00;6,95
102;-1;Кубань Кредит;2518;Краснодарский край;55 414 165,00;51 733 873,00;3 680 292,00;7,11
103;-8;Банк Финсервис;3388;Москва и обл.;53 639 456,00;55 340 038,00;-1 700 582,00;-3,07
104;-1;БФГ-Кредит;3068;Москва и обл.;53 302 572,00;50 480 415,00;2 822 157,00;5,59
105;-11;Экспобанк;2998;Москва и обл.;52 685 924,00;55 606 589,00;-2 920 665,00;-5,25
106;6;Экспресс-Волга;3085;Саратовская обл.;52 019 119,00;46 121 549,00;5 897 570,00;12,79
107;4;Военно-Промышленный Банк;3065;Москва и обл.;51 844 344,00;47 227 976,00;4 616 368,00;9,77
108;11;Росэнергобанк;2211;Москва и обл.;48 247 906,00;40 969 858,00;7 278 048,00;17,76
109;-2;Мосстройэкономбанк (М Банк);948;Москва и обл.;47 469 344,00;49 322 086,00;-1 852 742,00;-3,76
110;-5;Таврический Банк;2304;Санкт-Петербург и обл.;47 457 028,00;49 440 095,00;-1 983 067,00;-4,01
111;-9;Фора-Банк;1885;Москва и обл.;47 279 231,00;51 051 381,00;-3 772 150,00;-7,39
112;-15;Еврофинанс Моснарбанк;2402;Москва и обл.;47 211 123,00;54 984 743,00;-7 773 620,00;-14,14
113;3;МБА-Москва;3395;Москва и обл.;47 110 571,00;44 504 918,00;2 605 653,00;5,85
114;-8;Аверс;415;Татарстан;47 035 918,00;49 376 981,00;-2 341 063,00;-4,74
115;-1;Межтопэнергобанк;2956;Москва и обл.;46 123 281,00;45 225 480,00;897 801,00;1,99
116;1;СДМ-Банк;1637;Москва и обл.;45 376 644,00;42 527 005,00;2 849 639,00;6,70
117;5;Крайинвестбанк;3360;Краснодарский край;43 338 321,00;39 469 306,00;3 869 015,00;9,80
118;-20;Меткомбанк (Череповец);901;Вологодская обл.;43 333 860,00;54 031 976,00;-10 698 116,00;-19,80
119;-9;Собинбанк;1317;Москва и обл.;42 816 948,00;47 343 915,00;-4 526 967,00;-9,56
120;0;Интерпромбанк;3266;Москва и обл.;42 719 294,00;40 867 717,00;1 851 577,00;4,53
121;8;Образование;1521;Москва и обл.;42 567 119,00;37 281 564,00;5 285 555,00;14,18
122;-7;Фольксваген Банк Рус;3500;Москва и обл.;42 490 002,00;44 724 296,00;-2 234 294,00;-5,00
123;10;НС Банк;3124;Москва и обл.;41 595 729,00;36 314 322,00;5 281 407,00;14,54
124;2;Русский Международный Банк;3123;Москва и обл.;41 227 242,00;38 188 551,00;3 038 691,00;7,96
125;12;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;40 842 960,00;32 836 081,00;8 006 879,00;24,38
126;6;ББР Банк;2929;Москва и обл.;40 137 401,00;36 866 305,00;3 271 096,00;8,87
127;-4;Челиндбанк;485;Челябинская обл.;39 781 435,00;38 914 403,00;867 032,00;2,23
128;-4;Кольцо Урала;65;Свердловская обл.;39 168 849,00;38 376 277,00;792 572,00;2,07
129;-8;Примсоцбанк;2733;Приморский край;38 651 274,00;39 522 896,00;-871 622,00;-2,21
130;-12;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;38 518 118,00;41 373 501,00;-2 855 383,00;-6,90
131;11;РН Банк;170;Москва и обл.;38 387 567,00;31 419 509,00;6 968 058,00;22,18
132;8;Бэнк оф Чайна;2309;Москва и обл.;38 191 401,00;32 333 259,00;5 858 142,00;18,12
133;-5;Банк «Советский»;558;Санкт-Петербург и обл.;38 084 983,00;37 490 502,00;594 481,00;1,59
134;-4;Челябинвестбанк;493;Челябинская обл.;38 008 742,00;37 175 510,00;833 232,00;2,24
135;-1;М2М Прайвет Банк;1414;Москва и обл.;37 580 474,00;35 866 884,00;1 713 590,00;4,78
136;-9;Интерпрогрессбанк;600;Москва и обл.;36 852 141,00;37 869 139,00;-1 016 998,00;-2,69
137;-12;Саровбизнесбанк;2048;Нижегородская обл.;36 112 344,00;38 341 319,00;-2 228 975,00;-5,81
138;-3;Левобережный;1343;Новосибирская обл.;35 437 364,00;34 423 276,00;1 014 088,00;2,95
139;5;ПЧРБ Банк;3291;Москва и обл.;35 346 026,00;30 801 215,00;4 544 811,00;14,76
140;-4;Севергазбанк;2816;Вологодская обл.;35 028 550,00;34 029 605,00;998 945,00;2,94
141;0;Русстройбанк;3205;Москва и обл.;34 689 907,00;31 799 935,00;2 889 972,00;9,09
142;-3;Газбанк;2316;Самарская обл.;34 250 464,00;32 614 401,00;1 636 063,00;5,02
143;-5;БыстроБанк;1745;Удмуртия;33 183 552,00;32 823 787,00;359 765,00;1,10
144;3;Банк АВБ;23;Самарская обл.;30 829 192,00;29 787 437,00;1 041 755,00;3,50
145;0;АМБ Банк;3036;Москва и обл.;30 648 206,00;30 310 139,00;338 067,00;1,12
146;3;Дальневосточный Банк;843;Приморский край;30 477 297,00;28 019 669,00;2 457 628,00;8,77
147;-4;Транспортный;3174;Москва и обл.;30 075 314,00;31 159 153,00;-1 083 839,00;-3,48
148;4;РНКБ;1354;Симферополь;29 835 024,00;26 885 523,00;2 949 501,00;10,97
149;23;Платежный Центр;3166;Новосибирская обл.;28 537 142,00;21 636 215,00;6 900 927,00;31,90
150;-2;Агропромкредит;2880;Москва и обл.;28 351 136,00;28 220 885,00;130 251,00;0,46
151;0;Кедр;1574;Красноярский край;28 070 661,00;27 076 435,00;994 226,00;3,67
152;2;Интехбанк;2705;Татарстан;27 993 244,00;26 001 233,00;1 992 011,00;7,66
153;4;Приморье;3001;Приморский край;27 834 025,00;25 589 608,00;2 244 417,00;8,77
154;-8;БКС Банк;101;Новосибирская обл.;27 360 758,00;30 037 913,00;-2 677 155,00;-8,91
155;0;Модульбанк;1927;Костромская обл.;27 000 517,00;25 903 240,00;1 097 277,00;4,24
156;-6;Кредит Урал Банк;2584;Челябинская обл.;26 823 786,00;27 958 200,00;-1 134 414,00;-4,06
157;-1;Липецккомбанк;1242;Липецкая обл.;26 820 599,00;25 836 898,00;983 701,00;3,81
158;0;Балтика;967;Москва и обл.;26 295 291,00;25 560 066,00;735 225,00;2,88
159;0;Акибанк;2587;Татарстан;25 529 560,00;25 237 792,00;291 768,00;1,16
160;13;Морской Банк;77;Москва и обл.;25 479 636,00;21 573 795,00;3 905 841,00;18,10
161;1;Москоммерцбанк;3365;Москва и обл.;25 374 586,00;24 494 155,00;880 431,00;3,59
162;-9;Мерседес-Бенц Банк Рус;3473;Москва и обл.;25 367 412,00;26 174 995,00;-807 583,00;-3,09
163;3;Альта-Банк;2269;Москва и обл.;24 928 411,00;23 367 735,00;1 560 676,00;6,68
164;0;Урал ФД;249;Пермская обл.;24 863 451,00;23 821 362,00;1 042 089,00;4,37
165;4;Тольяттихимбанк;2507;Самарская обл.;24 323 488,00;22 696 930,00;1 626 558,00;7,17
166;1;Спурт Банк;2207;Татарстан;23 673 137,00;22 903 035,00;770 102,00;3,36
167;8;ОФК Банк;2270;Москва и обл.;23 579 662,00;21 240 616,00;2 339 046,00;11,01
168;-5;АктивКапитал Банк;3006;Самарская обл.;23 422 123,00;24 306 984,00;-884 861,00;-3,64
169;-1;Тимер Банк;1581;Татарстан;23 139 491,00;22 867 923,00;271 568,00;1,19
170;8;Газэнергобанк;3252;Калужская обл.;23 119 861,00;20 409 009,00;2 710 852,00;13,28
171;-10;Банк Кредит Свисс;2494;Москва и обл.;22 613 053,00;24 598 725,00;-1 985 672,00;-8,07
172;5;АйМаниБанк;1975;Москва и обл.;22 393 617,00;20 458 740,00;1 934 877,00;9,46
173;-13;Девон-Кредит;1972;Татарстан;21 944 164,00;24 933 438,00;-2 989 274,00;-11,99
174;11;Держава;2738;Москва и обл.;21 812 585,00;19 733 582,00;2 079 003,00;10,54
175;4;МАСТ-Банк;3267;Москва и обл.;21 790 748,00;20 408 977,00;1 381 771,00;6,77
176;-2;Солидарность;554;Самарская обл.;21 659 802,00;21 247 024,00;412 778,00;1,94
177;-1;ФИА-Банк;2542;Самарская обл.;21 484 708,00;20 972 688,00;512 020,00;2,44
178;3;БМВ Банк;3482;Москва и обл.;21 422 544,00;20 339 806,00;1 082 738,00;5,32
179;-14;Легион;3117;Москва и обл.;21 371 668,00;23 427 049,00;-2 055 381,00;-8,77
180;6;Московское Ипотечное Агентство;3344;Москва и обл.;21 231 951,00;18 984 739,00;2 247 212,00;11,84
181;20;Энерготрансбанк;1307;Калининградская обл.;20 950 520,00;16 405 158,00;4 545 362,00;27,71
182;2;Алмазэргиэнбанк;2602;Саха (Якутия);20 856 754,00;19 880 844,00;975 910,00;4,91
183;-12;Ланта-Банк;1920;Москва и обл.;20 596 730,00;21 753 287,00;-1 156 557,00;-5,32
184;72;Кубаньторгбанк;478;Краснодарский край;20 546 014,00;10 744 231,00;9 801 783,00;91,23
185;35;Аресбанк;2914;Москва и обл.;20 268 026,00;14 235 961,00;6 032 065,00;42,37
186;-4;Энергобанк;67;Татарстан;20 131 090,00;19 939 021,00;192 069,00;0,96
187;-4;Транснациональный Банк;2108;Москва и обл.;20 020 552,00;19 891 090,00;129 462,00;0,65
188;31;Чайна Констракшн;3515;Москва и обл.;19 616 997,00;14 495 202,00;5 121 795,00;35,33
189;0;Денизбанк Москва;3330;Москва и обл.;19 484 276,00;18 146 065,00;1 338 211,00;7,37
190;-2;Объединенный Капитал;2611;Санкт-Петербург и обл.;19 190 639,00;18 263 606,00;927 033,00;5,08
191;13;Рублев;3098;Москва и обл.;19 097 649,00;16 052 168,00;3 045 481,00;18,97
192;7;Нацинвестпромбанк;3077;Москва и обл.;18 971 941,00;16 674 336,00;2 297 605,00;13,78
193;-6;НБД-Банк;1966;Нижегородская обл.;18 843 856,00;18 508 173,00;335 683,00;1,81
194;0;Анталбанк;3115;Москва и обл.;18 051 395,00;17 076 747,00;974 648,00;5,71
195;10;Алеф-Банк;2119;Москва и обл.;18 017 021,00;16 044 896,00;1 972 125,00;12,29
196;-6;Курскпромбанк;735;Курская обл.;17 891 548,00;18 031 721,00;-140 173,00;-0,78
197;15;Росэксимбанк;2790;Москва и обл.;17 701 621,00;15 182 898,00;2 518 723,00;16,59
198;126;Объединенная Расчетная Система;3342;Москва и обл.;17 478 708,00;6 925 215,00;10 553 493,00;152,39
199;17;Генбанк;2490;Москва и обл.;17 423 789,00;14 926 342,00;2 497 447,00;16,73
200;9;Автоторгбанк;2776;Москва и обл.;17 245 977,00;15 622 073,00;1 623 904,00;10,39
201;-4;Форштадт;2208;Оренбургская обл.;17 233 533,00;16 817 610,00;415 923,00;2,47
202;-7;Расчетно-Кредитный Банк;103;Москва и обл.;16 983 574,00;16 956 326,00;27 248,00;0,16
203;-12;Норвик Банк;902;Кировская обл.;16 960 443,00;17 465 865,00;-505 422,00;-2,89
204;-6;Гранд Инвест Банк;3053;Москва и обл.;16 904 531,00;16 703 150,00;201 381,00;1,21
205;-25;Морган Стэнли Банк;3456;Москва и обл.;16 887 394,00;20 368 646,00;-3 481 252,00;-17,09
206;-14;Инвесткапиталбанк;2377;Башкортостан;16 799 219,00;17 278 229,00;-479 010,00;-2,77
207;3;Клиентский;2324;Москва и обл.;16 720 947,00;15 384 061,00;1 336 886,00;8,69
208;9;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;16 696 612,00;14 908 129,00;1 788 483,00;12,00
209;5;РосДорБанк;1573;Москва и обл.;16 615 784,00;14 978 058,00;1 637 726,00;10,93
210;-14;ГПБ-Ипотека;2403;Москва и обл.;16 501 398,00;16 838 350,00;-336 952,00;-2,00
211;-18;Уралтрансбанк;812;Свердловская обл.;16 458 435,00;17 222 514,00;-764 079,00;-4,44
212;-4;Тусар;2712;Москва и обл.;16 456 683,00;15 622 859,00;833 824,00;5,34
213;-7;Банк Город;2644;Москва и обл.;16 443 870,00;16 043 002,00;400 868,00;2,50
214;34;Киви Банк;2241;Москва и обл.;16 285 275,00;11 672 511,00;4 612 764,00;39,52
215;-12;Национальный Резервный Банк;2170;Москва и обл.;16 021 824,00;16 089 351,00;-67 527,00;-0,42
216;-9;Хлынов;254;Кировская обл.;16 016 206,00;15 690 856,00;325 350,00;2,07
217;-17;Квантмобайл Банк;1189;Москва и обл.;16 001 555,00;16 596 215,00;-594 660,00;-3,58
218;-7;СтарБанк;548;Москва и обл.;15 998 178,00;15 191 377,00;806 801,00;5,31
219;-17;СЭБ Банк;3235;Санкт-Петербург и обл.;15 762 075,00;16 187 580,00;-425 505,00;-2,63
220;-2;Развитие-Столица;3013;Москва и обл.;15 647 083,00;14 678 753,00;968 330,00;6,60
221;0;Росавтобанк;2767;Москва и обл.;14 957 126,00;14 182 075,00;775 051,00;5,47
222;1;Гаранти Банк — Москва;3275;Москва и обл.;14 883 224,00;14 088 751,00;794 473,00;5,64
223;4;ТЭМБР-Банк;2764;Москва и обл.;14 825 413,00;13 796 320,00;1 029 093,00;7,46
224;5;НК Банк;2755;Москва и обл.;14 774 293,00;13 503 913,00;1 270 380,00;9,41
225;7;Тройка-Д Банк;3431;Москва и обл.;14 667 408,00;13 117 370,00;1 550 038,00;11,82
226;7;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;14 337 905,00;13 093 448,00;1 244 457,00;9,50
227;9;ВУЗ-Банк;1557;Свердловская обл.;14 168 418,00;12 681 531,00;1 486 887,00;11,72
228;-15;Национальная Факторинговая Компания;3437;Москва и обл.;14 150 522,00;15 043 044,00;-892 522,00;-5,93
229;6;Гарант-Инвест;2576;Москва и обл.;14 012 276,00;12 806 858,00;1 205 418,00;9,41
230;1;Русский Ипотечный Банк;1968;Москва и обл.;13 899 363,00;13 198 579,00;700 784,00;5,31
231;11;Нефтяной Альянс;2859;Москва и обл.;13 854 375,00;12 077 141,00;1 777 234,00;14,72
232;-7;БайкалБанк;2632;Бурятия;13 817 287,00;13 958 363,00;-141 076,00;-1,01
233;-7;Банк Акцепт;567;Новосибирская обл.;13 731 675,00;13 829 368,00;-97 693,00;-0,71
234;-6;Пойдем!;2534;Москва и обл.;13 703 949,00;13 771 046,00;-67 097,00;-0,49
235;-5;Экономбанк;1319;Саратовская обл.;13 329 886,00;13 378 805,00;-48 919,00;-0,37
236;-12;Стратегия;2801;Москва и обл.;13 209 365,00;14 009 394,00;-800 029,00;-5,71
237;0;Социнвестбанк;1132;Башкортостан;13 200 520,00;12 593 812,00;606 708,00;4,82
238;0;Центркомбанк;2983;Москва и обл.;13 074 381,00;12 590 344,00;484 037,00;3,84
239;-69;Данске Банк;3307;Санкт-Петербург и обл.;12 885 203,00;22 290 205,00;-9 405 002,00;-42,19
240;9;Хованский;2145;Москва и обл.;12 841 381,00;11 570 322,00;1 271 059,00;10,99
241;26;Ури Банк;3479;Москва и обл.;12 838 516,00;9 819 854,00;3 018 662,00;30,74
242;1;Метробанк;2548;Москва и обл.;12 661 961,00;12 057 805,00;604 156,00;5,01
243;-4;Дил-Банк;3384;Москва и обл.;12 650 687,00;12 182 091,00;468 596,00;3,85
244;-22;Ишбанк;2867;Москва и обл.;12 637 468,00;14 143 456,00;-1 505 988,00;-10,65
245;-4;Унифин;2654;Москва и обл.;12 513 192,00;12 142 075,00;371 117,00;3,06
246;5;Международный Акционерный Банк;1987;Москва и обл.;12 264 592,00;11 440 034,00;824 558,00;7,21
247;-13;Первомайский;518;Краснодарский край;12 093 650,00;12 862 488,00;-768 838,00;-5,98
248;6;Темпбанк;55;Москва и обл.;12 062 481,00;10 927 359,00;1 135 122,00;10,39
249;27;Нефтепромбанк;2156;Москва и обл.;12 046 468,00;9 143 407,00;2 903 061,00;31,75
250;5;ЕвроситиБанк;1869;Москва и обл.;12 033 571,00;10 833 327,00;1 200 244,00;11,08
251;10;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;11 949 279,00;10 303 692,00;1 645 587,00;15,97
252;-8;Гута-Банк;256;Москва и обл.;11 931 619,00;11 800 411,00;131 208,00;1,11
253;-8;Александровский;53;Санкт-Петербург и обл.;11 835 828,00;11 731 285,00;104 543,00;0,89
254;-2;Мир Бизнес Банк;3396;Москва и обл.;11 813 497,00;11 283 300,00;530 197,00;4,70
255;-8;ОПМ-Банк;2734;Москва и обл.;11 718 889,00;11 703 126,00;15 763,00;0,13
256;-10;Солидарность (Москва);1555;Москва и обл.;11 499 490,00;11 730 613,00;-231 123,00;-1,97
257;-7;Солид Банк;1329;Камчатская обл.;11 215 007,00;11 509 121,00;-294 114,00;-2,56
